exp,verb,frameNum,uid,gender,cond,pronoun,sent,target
About,hasn't worried,546,546_M_his,m,Match,poss,The story about the husband hasn't worried,his
About,hasn't worried,546,546_F_his,f,Mismatch,poss,The story about Angela hasn't worried,his
About,wasn't confusing,547,547_M_him,m,Match,obj,The essay about Omar wasn't confusing,him
About,wasn't confusing,547,547_F_him,f,Mismatch,obj,The essay about Jodi wasn't confusing,him
About,wasn't confusing,547,547_M_his,m,Match,poss,The essay about Omar wasn't confusing,his
About,wasn't confusing,547,547_F_his,f,Mismatch,poss,The essay about Jodi wasn't confusing,his
About,shouldn't underwhelm,548,548_M_him,m,Match,obj,The report about Guy shouldn't underwhelm,him
About,shouldn't underwhelm,548,548_F_him,f,Mismatch,obj,The report about Colleen shouldn't underwhelm,him
About,shouldn't underwhelm,548,548_M_his,m,Match,poss,The report about Guy shouldn't underwhelm,his
About,shouldn't underwhelm,548,548_F_his,f,Mismatch,poss,The report about Colleen shouldn't underwhelm,his
About,hasn't disturbed,549,549_M_him,m,Match,obj,The documentary about the father hasn't disturbed,him
About,hasn't disturbed,549,549_F_him,f,Mismatch,obj,The documentary about the girlfriend hasn't disturbed,him
About,hasn't disturbed,549,549_M_his,m,Match,poss,The documentary about the father hasn't disturbed,his
About,hasn't disturbed,549,549_F_his,f,Mismatch,poss,The documentary about the girlfriend hasn't disturbed,his
About,distracts,550,550_M_him,m,Match,obj,The commentary about the ex-husband distracts,him
About,distracts,550,550_F_him,f,Mismatch,obj,The commentary about Tanya distracts,him
About,distracts,550,550_M_his,m,Match,poss,The commentary about the ex-husband distracts,his
About,distracts,550,550_F_his,f,Mismatch,poss,The commentary about Tanya distracts,his
About,could aggravate,551,551_M_him,m,Match,obj,The show about Kenneth could aggravate,him
About,could aggravate,551,551_F_him,f,Mismatch,obj,The show about this grandmother could aggravate,him
About,could aggravate,551,551_M_his,m,Match,poss,The show about Kenneth could aggravate,his
About,could aggravate,551,551_F_his,f,Mismatch,poss,The show about this grandmother could aggravate,his
About,had scared,552,552_M_him,m,Match,obj,The book about Gregory had scared,him
About,had scared,552,552_F_him,f,Mismatch,obj,The book about Lori had scared,him
About,had scared,552,552_M_his,m,Match,poss,The book about Gregory had scared,his
About,had scared,552,552_F_his,f,Mismatch,poss,The book about Lori had scared,his
About,would impress,553,553_M_him,m,Match,obj,The pamphlet about Jeffrey would impress,him
About,would impress,553,553_F_him,f,Mismatch,obj,The pamphlet about Cheryl would impress,him
About,would impress,553,553_M_his,m,Match,poss,The pamphlet about Jeffrey would impress,his
About,would impress,553,553_F_his,f,Mismatch,poss,The pamphlet about Cheryl would impress,his
About,had bored,554,554_M_him,m,Match,obj,The brochure about Richard had bored,him
About,had bored,554,554_F_him,f,Mismatch,obj,The brochure about Marie had bored,him
About,had bored,554,554_M_his,m,Match,poss,The brochure about Richard had bored,his
About,had bored,554,554_F_his,f,Mismatch,poss,The brochure about Marie had bored,his
About,alarmed,555,555_M_him,m,Match,obj,The play about William alarmed,him
About,alarmed,555,555_F_him,f,Mismatch,obj,The play about Sarah alarmed,him
About,alarmed,555,555_M_his,m,Match,poss,The play about William alarmed,his
About,alarmed,555,555_F_his,f,Mismatch,poss,The play about Sarah alarmed,his
About,had astounded,556,556_M_him,m,Match,obj,The movie about Charles had astounded,him
About,had astounded,556,556_F_him,f,Mismatch,obj,The movie about Renee had astounded,him
About,had astounded,556,556_M_his,m,Match,poss,The movie about Charles had astounded,his
About,had astounded,556,556_F_his,f,Mismatch,poss,The movie about Renee had astounded,his
About,bored,557,557_M_him,m,Match,obj,The newspaper article about Charles bored,him
About,bored,557,557_F_him,f,Mismatch,obj,The newspaper article about Colleen bored,him
About,bored,557,557_M_his,m,Match,poss,The newspaper article about Charles bored,his
About,bored,557,557_F_his,f,Mismatch,poss,The newspaper article about Colleen bored,his
About,confuses,558,558_M_him,m,Match,obj,The story about Alan confuses,him
About,confuses,558,558_F_him,f,Mismatch,obj,The story about Kristen confuses,him
About,confuses,558,558_M_his,m,Match,poss,The story about Alan confuses,his
About,confuses,558,558_F_his,f,Mismatch,poss,The story about Kristen confuses,his
About,isn't boring,559,559_M_him,m,Match,obj,The essay about Stephen isn't boring,him
About,isn't boring,559,559_F_him,f,Mismatch,obj,The essay about Cindy isn't boring,him
About,isn't boring,559,559_M_his,m,Match,poss,The essay about Stephen isn't boring,his
About,isn't boring,559,559_F_his,f,Mismatch,poss,The essay about Cindy isn't boring,his
About,didn't annoy,560,560_M_him,m,Match,obj,The report about Chad didn't annoy,him
About,didn't annoy,560,560_F_him,f,Mismatch,obj,The report about Renee didn't annoy,him
About,didn't annoy,560,560_M_his,m,Match,poss,The report about Chad didn't annoy,his
About,didn't annoy,560,560_F_his,f,Mismatch,poss,The report about Renee didn't annoy,his
About,can alarm,561,561_M_him,m,Match,obj,The documentary about that ex-husband can alarm,him
About,can alarm,561,561_F_him,f,Mismatch,obj,The documentary about Carla can alarm,him
About,can alarm,561,561_M_his,m,Match,poss,The documentary about that ex-husband can alarm,his
About,can alarm,561,561_F_his,f,Mismatch,poss,The documentary about Carla can alarm,his
About,hadn't hurt,562,562_M_him,m,Match,obj,The commentary about Brett hadn't hurt,him
About,hadn't hurt,562,562_F_him,f,Mismatch,obj,The commentary about Grace hadn't hurt,him
About,hadn't hurt,562,562_M_his,m,Match,poss,The commentary about Brett hadn't hurt,his
About,hadn't hurt,562,562_F_his,f,Mismatch,poss,The commentary about Grace hadn't hurt,his
About,was worrying,563,563_M_him,m,Match,obj,The show about this nephew was worrying,him
About,was worrying,563,563_F_him,f,Mismatch,obj,The show about Martha was worrying,him
About,was worrying,563,563_M_his,m,Match,poss,The show about this nephew was worrying,his
About,was worrying,563,563_F_his,f,Mismatch,poss,The show about Martha was worrying,his
About,embarrasses,564,564_M_him,m,Match,obj,The book about that father embarrasses,him
About,embarrasses,564,564_F_him,f,Mismatch,obj,The book about Anne embarrasses,him
About,embarrasses,564,564_M_his,m,Match,poss,The book about that father embarrasses,his
About,embarrasses,564,564_F_his,f,Mismatch,poss,The book about Anne embarrasses,his
About,was disturbing,565,565_M_him,m,Match,obj,The pamphlet about Rodney was disturbing,him
About,was disturbing,565,565_F_him,f,Mismatch,obj,The pamphlet about Stephanie was disturbing,him
About,was disturbing,565,565_M_his,m,Match,poss,The pamphlet about Rodney was disturbing,his
About,was disturbing,565,565_F_his,f,Mismatch,poss,The pamphlet about Stephanie was disturbing,his
About,isn't worrying,566,566_M_him,m,Match,obj,The brochure about Kevin isn't worrying,him
About,isn't worrying,566,566_F_him,f,Mismatch,obj,The brochure about Danielle isn't worrying,him
About,isn't worrying,566,566_M_his,m,Match,poss,The brochure about Kevin isn't worrying,his
About,isn't worrying,566,566_F_his,f,Mismatch,poss,The brochure about Danielle isn't worrying,his
About,had bothered,567,567_M_him,m,Match,obj,The play about Walter had bothered,him
About,had bothered,567,567_F_him,f,Mismatch,obj,The play about the sister had bothered,him
About,had bothered,567,567_M_his,m,Match,poss,The play about Walter had bothered,his
About,had bothered,567,567_F_his,f,Mismatch,poss,The play about the sister had bothered,his
About,aggravated,568,568_M_him,m,Match,obj,The movie about Bradley aggravated,him
About,aggravated,568,568_F_him,f,Mismatch,obj,The movie about Bethany aggravated,him
About,aggravated,568,568_M_his,m,Match,poss,The movie about Bradley aggravated,his
About,aggravated,568,568_F_his,f,Mismatch,poss,The movie about Bethany aggravated,his
About,isn't astounding,569,569_M_him,m,Match,obj,The newspaper article about Randolf isn't astounding,him
About,isn't astounding,569,569_F_him,f,Mismatch,obj,The newspaper article about Tara isn't astounding,him
About,isn't astounding,569,569_M_his,m,Match,poss,The newspaper article about Randolf isn't astounding,his
About,isn't astounding,569,569_F_his,f,Mismatch,poss,The newspaper article about Tara isn't astounding,his
About,alarms,570,570_M_him,m,Match,obj,The story about that boy alarms,him
About,alarms,570,570_F_him,f,Mismatch,obj,The story about Marie alarms,him
About,alarms,570,570_M_his,m,Match,poss,The story about that boy alarms,his
About,alarms,570,570_F_his,f,Mismatch,poss,The story about Marie alarms,his
About,scares,571,571_M_him,m,Match,obj,The essay about Daniel scares,him
About,scares,571,571_F_him,f,Mismatch,obj,The essay about Heather scares,him
About,scares,571,571_M_his,m,Match,poss,The essay about Daniel scares,his
About,scares,571,571_F_his,f,Mismatch,poss,The essay about Heather scares,his
About,helps,572,572_M_him,m,Match,obj,The report about Benjamin helps,him
About,helps,572,572_F_him,f,Mismatch,obj,The report about Jill helps,him
About,helps,572,572_M_his,m,Match,poss,The report about Benjamin helps,his
About,helps,572,572_F_his,f,Mismatch,poss,The report about Jill helps,his
About,was worrying,573,573_M_him,m,Match,obj,The documentary about David was worrying,him
About,was worrying,573,573_F_him,f,Mismatch,obj,The documentary about Judy was worrying,him
About,was worrying,573,573_M_his,m,Match,poss,The documentary about David was worrying,his
About,was worrying,573,573_F_his,f,Mismatch,poss,The documentary about Judy was worrying,his
About,will alarm,574,574_M_him,m,Match,obj,The commentary about Robert will alarm,him
About,will alarm,574,574_F_him,f,Mismatch,obj,The commentary about Tracy will alarm,him
About,will alarm,574,574_M_his,m,Match,poss,The commentary about Robert will alarm,his
About,will alarm,574,574_F_his,f,Mismatch,poss,The commentary about Tracy will alarm,his
About,aggravates,575,575_M_him,m,Match,obj,The show about Benjamin aggravates,him
About,aggravates,575,575_F_him,f,Mismatch,obj,The show about Laurie aggravates,him
About,aggravates,575,575_M_his,m,Match,poss,The show about Benjamin aggravates,his
About,aggravates,575,575_F_his,f,Mismatch,poss,The show about Laurie aggravates,his
About,distracted,576,576_M_him,m,Match,obj,The book about Aaron distracted,him
About,distracted,576,576_F_him,f,Mismatch,obj,The book about Florence distracted,him
About,distracted,576,576_M_his,m,Match,poss,The book about Aaron distracted,his
About,distracted,576,576_F_his,f,Mismatch,poss,The book about Florence distracted,his
About,couldn't overwhelm,577,577_M_him,m,Match,obj,The pamphlet about Alan couldn't overwhelm,him
About,couldn't overwhelm,577,577_F_him,f,Mismatch,obj,The pamphlet about Jennifer couldn't overwhelm,him
About,couldn't overwhelm,577,577_M_his,m,Match,poss,The pamphlet about Alan couldn't overwhelm,his
About,couldn't overwhelm,577,577_F_his,f,Mismatch,poss,The pamphlet about Jennifer couldn't overwhelm,his
About,had distracted,578,578_M_him,m,Match,obj,The brochure about Steven had distracted,him
About,had distracted,578,578_F_him,f,Mismatch,obj,The brochure about Janice had distracted,him
About,had distracted,578,578_M_his,m,Match,poss,The brochure about Steven had distracted,his
About,had distracted,578,578_F_his,f,Mismatch,poss,The brochure about Janice had distracted,his
About,confuses,579,579_M_him,m,Match,obj,The play about Alexander confuses,him
About,confuses,579,579_F_him,f,Mismatch,obj,The play about Jessica confuses,him
About,confuses,579,579_M_his,m,Match,poss,The play about Alexander confuses,his
About,confuses,579,579_F_his,f,Mismatch,poss,The play about Jessica confuses,his
About,should harm,580,580_M_him,m,Match,obj,The movie about Russell should harm,him
About,should harm,580,580_F_him,f,Mismatch,obj,The movie about Ann should harm,him
About,should harm,580,580_M_his,m,Match,poss,The movie about Russell should harm,his
About,should harm,580,580_F_his,f,Mismatch,poss,The movie about Ann should harm,his
About,overwhelmed,581,581_M_him,m,Match,obj,The newspaper article about Dennis overwhelmed,him
About,overwhelmed,581,581_F_him,f,Mismatch,obj,The newspaper article about Cindy overwhelmed,him
About,overwhelmed,581,581_M_his,m,Match,poss,The newspaper article about Dennis overwhelmed,his
About,overwhelmed,581,581_F_his,f,Mismatch,poss,The newspaper article about Cindy overwhelmed,his
About,underwhelms,582,582_M_him,m,Match,obj,The story about Alexander underwhelms,him
About,underwhelms,582,582_F_him,f,Mismatch,obj,The story about the lady underwhelms,him
About,underwhelms,582,582_M_his,m,Match,poss,The story about Alexander underwhelms,his
About,underwhelms,582,582_F_his,f,Mismatch,poss,The story about the lady underwhelms,his
About,confuses,583,583_M_him,m,Match,obj,The essay about Keith confuses,him
About,confuses,583,583_F_him,f,Mismatch,obj,The essay about Ellen confuses,him
About,confuses,583,583_M_his,m,Match,poss,The essay about Keith confuses,his
About,confuses,583,583_F_his,f,Mismatch,poss,The essay about Ellen confuses,his
About,hadn't upset,584,584_M_him,m,Match,obj,The report about Timothy hadn't upset,him
About,hadn't upset,584,584_F_him,f,Mismatch,obj,The report about Sarah hadn't upset,him
About,hadn't upset,584,584_M_his,m,Match,poss,The report about Timothy hadn't upset,his
About,hadn't upset,584,584_F_his,f,Mismatch,poss,The report about Sarah hadn't upset,his
About,isn't boring,585,585_M_him,m,Match,obj,The documentary about Guy isn't boring,him
About,isn't boring,585,585_F_him,f,Mismatch,obj,The documentary about that sister isn't boring,him
About,isn't boring,585,585_M_his,m,Match,poss,The documentary about Guy isn't boring,his
About,isn't boring,585,585_F_his,f,Mismatch,poss,The documentary about that sister isn't boring,his
About,impresses,586,586_M_him,m,Match,obj,The commentary about this guy impresses,him
About,impresses,586,586_F_him,f,Mismatch,obj,The commentary about Jane impresses,him
About,impresses,586,586_M_his,m,Match,poss,The commentary about this guy impresses,his
About,impresses,586,586_F_his,f,Mismatch,poss,The commentary about Jane impresses,his
About,confuses,587,587_M_him,m,Match,obj,The show about Joseph confuses,him
About,confuses,587,587_F_him,f,Mismatch,obj,The show about Stacy confuses,him
About,confuses,587,587_M_his,m,Match,poss,The show about Joseph confuses,his
About,confuses,587,587_F_his,f,Mismatch,poss,The show about Stacy confuses,his
About,hadn't helped,588,588_M_him,m,Match,obj,The book about Thomas hadn't helped,him
About,hadn't helped,588,588_F_him,f,Mismatch,obj,The book about Natalie hadn't helped,him
About,hadn't helped,588,588_M_his,m,Match,poss,The book about Thomas hadn't helped,his
About,hadn't helped,588,588_F_his,f,Mismatch,poss,The book about Natalie hadn't helped,his
About,hasn't alarmed,589,589_M_him,m,Match,obj,The pamphlet about Randolf hasn't alarmed,him
About,hasn't alarmed,589,589_F_him,f,Mismatch,obj,The pamphlet about Martha hasn't alarmed,him
About,hasn't alarmed,589,589_M_his,m,Match,poss,The pamphlet about Randolf hasn't alarmed,his
About,hasn't alarmed,589,589_F_his,f,Mismatch,poss,The pamphlet about Martha hasn't alarmed,his
About,is alarming,590,590_M_him,m,Match,obj,The brochure about Paul is alarming,him
About,is alarming,590,590_F_him,f,Mismatch,obj,The brochure about Margaret is alarming,him
About,is alarming,590,590_M_his,m,Match,poss,The brochure about Paul is alarming,his
About,is alarming,590,590_F_his,f,Mismatch,poss,The brochure about Margaret is alarming,his
About,does embarrass,591,591_M_him,m,Match,obj,The play about Marcus does embarrass,him
About,does embarrass,591,591_F_him,f,Mismatch,obj,The play about Laura does embarrass,him
About,does embarrass,591,591_M_his,m,Match,poss,The play about Marcus does embarrass,his
About,does embarrass,591,591_F_his,f,Mismatch,poss,The play about Laura does embarrass,his
About,wasn't embarrassing,592,592_M_him,m,Match,obj,The movie about Joel wasn't embarrassing,him
About,wasn't embarrassing,592,592_F_him,f,Mismatch,obj,The movie about this waitress wasn't embarrassing,him
About,wasn't embarrassing,592,592_M_his,m,Match,poss,The movie about Joel wasn't embarrassing,his
About,wasn't embarrassing,592,592_F_his,f,Mismatch,poss,The movie about this waitress wasn't embarrassing,his
About,wasn't boring,593,593_M_him,m,Match,obj,The newspaper article about Larry wasn't boring,him
About,wasn't boring,593,593_F_him,f,Mismatch,obj,The newspaper article about Michelle wasn't boring,him
About,wasn't boring,593,593_M_his,m,Match,poss,The newspaper article about Larry wasn't boring,his
About,wasn't boring,593,593_F_his,f,Mismatch,poss,The newspaper article about Michelle wasn't boring,his
About,hasn't confused,594,594_M_him,m,Match,obj,The story about Marcus hasn't confused,him
About,hasn't confused,594,594_F_him,f,Mismatch,obj,The story about Tara hasn't confused,him
About,hasn't confused,594,594_M_his,m,Match,poss,The story about Marcus hasn't confused,his
About,hasn't confused,594,594_F_his,f,Mismatch,poss,The story about Tara hasn't confused,his
About,is aggravating,595,595_M_him,m,Match,obj,The essay about Larry is aggravating,him
About,is aggravating,595,595_F_him,f,Mismatch,obj,The essay about this lady is aggravating,him
About,is aggravating,595,595_M_his,m,Match,poss,The essay about Larry is aggravating,his
About,is aggravating,595,595_F_his,f,Mismatch,poss,The essay about this lady is aggravating,his
About,alarms,596,596_M_him,m,Match,obj,The report about Douglas alarms,him
About,alarms,596,596_F_him,f,Mismatch,obj,The report about Sally alarms,him
About,alarms,596,596_M_his,m,Match,poss,The report about Douglas alarms,his
About,alarms,596,596_F_his,f,Mismatch,poss,The report about Sally alarms,his
About,hindered,597,597_M_him,m,Match,obj,The documentary about Alexander hindered,him
About,hindered,597,597_F_him,f,Mismatch,obj,The documentary about this sister hindered,him
About,hindered,597,597_M_his,m,Match,poss,The documentary about Alexander hindered,his
About,hindered,597,597_F_his,f,Mismatch,poss,The documentary about this sister hindered,his
About,is worrying,598,598_M_him,m,Match,obj,The commentary about Brad is worrying,him
About,is worrying,598,598_F_him,f,Mismatch,obj,The commentary about Melissa is worrying,him
About,is worrying,598,598_M_his,m,Match,poss,The commentary about Brad is worrying,his
About,is worrying,598,598_F_his,f,Mismatch,poss,The commentary about Melissa is worrying,his
About,hadn't aggravated,599,599_M_him,m,Match,obj,The show about Gerald hadn't aggravated,him
About,hadn't aggravated,599,599_F_him,f,Mismatch,obj,The show about Janice hadn't aggravated,him
About,hadn't aggravated,599,599_M_his,m,Match,poss,The show about Gerald hadn't aggravated,his
About,hadn't aggravated,599,599_F_his,f,Mismatch,poss,The show about Janice hadn't aggravated,his
About,scares,600,600_M_him,m,Match,obj,The book about Donald scares,him
About,scares,600,600_F_him,f,Mismatch,obj,The book about Rebecca scares,him
About,scares,600,600_M_his,m,Match,poss,The book about Donald scares,his
About,scares,600,600_F_his,f,Mismatch,poss,The book about Rebecca scares,his
About,helps,601,601_M_him,m,Match,obj,The pamphlet about Roger helps,him
About,helps,601,601_F_him,f,Mismatch,obj,The pamphlet about Wendy helps,him
About,helps,601,601_M_his,m,Match,poss,The pamphlet about Roger helps,his
About,helps,601,601_F_his,f,Mismatch,poss,The pamphlet about Wendy helps,his
About,did alarm,602,602_M_him,m,Match,obj,The brochure about Ronald did alarm,him
About,did alarm,602,602_F_him,f,Mismatch,obj,The brochure about Cindy did alarm,him
About,did alarm,602,602_M_his,m,Match,poss,The brochure about Ronald did alarm,his
About,did alarm,602,602_F_his,f,Mismatch,poss,The brochure about Cindy did alarm,his
About,wasn't stunning,603,603_M_him,m,Match,obj,The play about Noah wasn't stunning,him
About,wasn't stunning,603,603_F_him,f,Mismatch,obj,The play about Paula wasn't stunning,him
About,wasn't stunning,603,603_M_his,m,Match,poss,The play about Noah wasn't stunning,his
About,wasn't stunning,603,603_F_his,f,Mismatch,poss,The play about Paula wasn't stunning,his
About,isn't aiding,604,604_M_him,m,Match,obj,The movie about Christopher isn't aiding,him
About,isn't aiding,604,604_F_him,f,Mismatch,obj,The movie about Nancy isn't aiding,him
About,isn't aiding,604,604_M_his,m,Match,poss,The movie about Christopher isn't aiding,his
About,isn't aiding,604,604_F_his,f,Mismatch,poss,The movie about Nancy isn't aiding,his
About,alarms,605,605_M_him,m,Match,obj,The newspaper article about Aaron alarms,him
About,alarms,605,605_F_him,f,Mismatch,obj,The newspaper article about Laura alarms,him
About,alarms,605,605_M_his,m,Match,poss,The newspaper article about Aaron alarms,his
About,alarms,605,605_F_his,f,Mismatch,poss,The newspaper article about Laura alarms,his
About,disturbs,606,606_M_him,m,Match,obj,The story about Martin disturbs,him
About,disturbs,606,606_F_him,f,Mismatch,obj,The story about Heidi disturbs,him
About,disturbs,606,606_M_his,m,Match,poss,The story about Martin disturbs,his
About,disturbs,606,606_F_his,f,Mismatch,poss,The story about Heidi disturbs,his
About,should disturb,607,607_M_him,m,Match,obj,The essay about Steven should disturb,him
About,should disturb,607,607_F_him,f,Mismatch,obj,The essay about Michelle should disturb,him
About,should disturb,607,607_M_his,m,Match,poss,The essay about Steven should disturb,his
About,should disturb,607,607_F_his,f,Mismatch,poss,The essay about Michelle should disturb,his
About,hadn't annoyed,608,608_M_him,m,Match,obj,The report about Adam hadn't annoyed,him
About,hadn't annoyed,608,608_F_him,f,Mismatch,obj,The report about Renee hadn't annoyed,him
About,hadn't annoyed,608,608_M_his,m,Match,poss,The report about Adam hadn't annoyed,his
About,hadn't annoyed,608,608_F_his,f,Mismatch,poss,The report about Renee hadn't annoyed,his
About,hurts,609,609_M_him,m,Match,obj,The documentary about Daniel hurts,him
About,hurts,609,609_F_him,f,Mismatch,obj,The documentary about Elizabeth hurts,him
About,hurts,609,609_M_his,m,Match,poss,The documentary about Daniel hurts,his
About,hurts,609,609_F_his,f,Mismatch,poss,The documentary about Elizabeth hurts,his
About,aggravates,610,610_M_him,m,Match,obj,The commentary about Larry aggravates,him
About,aggravates,610,610_F_him,f,Mismatch,obj,The commentary about Debra aggravates,him
About,aggravates,610,610_M_his,m,Match,poss,The commentary about Larry aggravates,his
About,aggravates,610,610_F_his,f,Mismatch,poss,The commentary about Debra aggravates,his
About,impresses,611,611_M_him,m,Match,obj,The show about Wayne impresses,him
About,impresses,611,611_F_him,f,Mismatch,obj,The show about Kathleen impresses,him
About,impresses,611,611_M_his,m,Match,poss,The show about Wayne impresses,his
About,impresses,611,611_F_his,f,Mismatch,poss,The show about Kathleen impresses,his
About,hadn't impressed,612,612_M_him,m,Match,obj,The book about Gregory hadn't impressed,him
About,hadn't impressed,612,612_F_him,f,Mismatch,obj,The book about Kristen hadn't impressed,him
About,hadn't impressed,612,612_M_his,m,Match,poss,The book about Gregory hadn't impressed,his
About,hadn't impressed,612,612_F_his,f,Mismatch,poss,The book about Kristen hadn't impressed,his
About,should bore,613,613_M_him,m,Match,obj,The pamphlet about Scott should bore,him
About,should bore,613,613_F_him,f,Mismatch,obj,The pamphlet about Laurie should bore,him
About,should bore,613,613_M_his,m,Match,poss,The pamphlet about Scott should bore,his
About,should bore,613,613_F_his,f,Mismatch,poss,The pamphlet about Laurie should bore,his
About,can harm,614,614_M_him,m,Match,obj,The brochure about Jeffrey can harm,him
About,can harm,614,614_F_him,f,Mismatch,obj,The brochure about the sister can harm,him
About,can harm,614,614_M_his,m,Match,poss,The brochure about Jeffrey can harm,his
About,can harm,614,614_F_his,f,Mismatch,poss,The brochure about the sister can harm,his
About,helped,615,615_M_him,m,Match,obj,The play about Raymond helped,him
About,helped,615,615_F_him,f,Mismatch,obj,The play about Helen helped,him
About,helped,615,615_M_his,m,Match,poss,The play about Raymond helped,his
About,helped,615,615_F_his,f,Mismatch,poss,The play about Helen helped,his
About,is bothering,616,616_M_him,m,Match,obj,The movie about Travis is bothering,him
About,is bothering,616,616_F_him,f,Mismatch,obj,The movie about Kathleen is bothering,him
About,is bothering,616,616_M_his,m,Match,poss,The movie about Travis is bothering,his
About,is bothering,616,616_F_his,f,Mismatch,poss,The movie about Kathleen is bothering,his
About,had bored,617,617_M_him,m,Match,obj,The newspaper article about Joseph had bored,him
About,had bored,617,617_F_him,f,Mismatch,obj,The newspaper article about the ex-wife had bored,him
About,had bored,617,617_M_his,m,Match,poss,The newspaper article about Joseph had bored,his
About,had bored,617,617_F_his,f,Mismatch,poss,The newspaper article about the ex-wife had bored,his
About,impresses,618,618_M_him,m,Match,obj,The story about Omar impresses,him
About,impresses,618,618_F_him,f,Mismatch,obj,The story about Laura impresses,him
About,impresses,618,618_M_his,m,Match,poss,The story about Omar impresses,his
About,impresses,618,618_F_his,f,Mismatch,poss,The story about Laura impresses,his
About,does bore,619,619_M_him,m,Match,obj,The essay about Charles does bore,him
About,does bore,619,619_F_him,f,Mismatch,obj,The essay about Melanie does bore,him
About,does bore,619,619_M_his,m,Match,poss,The essay about Charles does bore,his
About,does bore,619,619_F_his,f,Mismatch,poss,The essay about Melanie does bore,his
About,had distracted,620,620_M_him,m,Match,obj,The report about Robert had distracted,him
About,had distracted,620,620_F_him,f,Mismatch,obj,The report about Sara had distracted,him
About,had distracted,620,620_M_his,m,Match,poss,The report about Robert had distracted,his
About,had distracted,620,620_F_his,f,Mismatch,poss,The report about Sara had distracted,his
About,wasn't alarming,621,621_M_him,m,Match,obj,The documentary about Bruce wasn't alarming,him
About,wasn't alarming,621,621_F_him,f,Mismatch,obj,The documentary about Tanya wasn't alarming,him
About,wasn't alarming,621,621_M_his,m,Match,poss,The documentary about Bruce wasn't alarming,his
About,wasn't alarming,621,621_F_his,f,Mismatch,poss,The documentary about Tanya wasn't alarming,his
About,disturbed,622,622_M_him,m,Match,obj,The commentary about Aaron disturbed,him
About,disturbed,622,622_F_him,f,Mismatch,obj,The commentary about Tanya disturbed,him
About,disturbed,622,622_M_his,m,Match,poss,The commentary about Aaron disturbed,his
About,disturbed,622,622_F_his,f,Mismatch,poss,The commentary about Tanya disturbed,his
About,might bore,623,623_M_him,m,Match,obj,The show about Bill might bore,him
About,might bore,623,623_F_him,f,Mismatch,obj,The show about Kimberley might bore,him
About,might bore,623,623_M_his,m,Match,poss,The show about Bill might bore,his
About,might bore,623,623_F_his,f,Mismatch,poss,The show about Kimberley might bore,his
About,aggravated,624,624_M_him,m,Match,obj,The book about Joseph aggravated,him
About,aggravated,624,624_F_him,f,Mismatch,obj,The book about Nicole aggravated,him
About,aggravated,624,624_M_his,m,Match,poss,The book about Joseph aggravated,his
About,aggravated,624,624_F_his,f,Mismatch,poss,The book about Nicole aggravated,his
About,bothered,625,625_M_him,m,Match,obj,The pamphlet about Keith bothered,him
About,bothered,625,625_F_him,f,Mismatch,obj,The pamphlet about Julia bothered,him
About,bothered,625,625_M_his,m,Match,poss,The pamphlet about Keith bothered,his
About,bothered,625,625_F_his,f,Mismatch,poss,The pamphlet about Julia bothered,his
About,will bore,626,626_M_him,m,Match,obj,The brochure about Jason will bore,him
About,will bore,626,626_F_him,f,Mismatch,obj,The brochure about Caroline will bore,him
About,will bore,626,626_M_his,m,Match,poss,The brochure about Jason will bore,his
About,will bore,626,626_F_his,f,Mismatch,poss,The brochure about Caroline will bore,his
About,has underwhelmed,627,627_M_him,m,Match,obj,The play about Adam has underwhelmed,him
About,has underwhelmed,627,627_F_him,f,Mismatch,obj,The play about Christina has underwhelmed,him
About,has underwhelmed,627,627_M_his,m,Match,poss,The play about Adam has underwhelmed,his
About,has underwhelmed,627,627_F_his,f,Mismatch,poss,The play about Christina has underwhelmed,his
About,is bothering,628,628_M_him,m,Match,obj,The movie about Lawrence is bothering,him
About,is bothering,628,628_F_him,f,Mismatch,obj,The movie about Lori is bothering,him
About,is bothering,628,628_M_his,m,Match,poss,The movie about Lawrence is bothering,his
About,is bothering,628,628_F_his,f,Mismatch,poss,The movie about Lori is bothering,his
About,hasn't shocked,629,629_M_him,m,Match,obj,The newspaper article about the son hasn't shocked,him
About,hasn't shocked,629,629_F_him,f,Mismatch,obj,The newspaper article about Karen hasn't shocked,him
About,hasn't shocked,629,629_M_his,m,Match,poss,The newspaper article about the son hasn't shocked,his
About,hasn't shocked,629,629_F_his,f,Mismatch,poss,The newspaper article about Karen hasn't shocked,his
About,overwhelmed,630,630_M_him,m,Match,obj,The story about Frank overwhelmed,him
About,overwhelmed,630,630_F_him,f,Mismatch,obj,The story about Samantha overwhelmed,him
About,overwhelmed,630,630_M_his,m,Match,poss,The story about Frank overwhelmed,his
About,overwhelmed,630,630_F_his,f,Mismatch,poss,The story about Samantha overwhelmed,his
About,overwhelms,631,631_M_him,m,Match,obj,The essay about that ex-husband overwhelms,him
About,overwhelms,631,631_F_him,f,Mismatch,obj,The essay about Angela overwhelms,him
About,overwhelms,631,631_M_his,m,Match,poss,The essay about that ex-husband overwhelms,his
About,overwhelms,631,631_F_his,f,Mismatch,poss,The essay about Angela overwhelms,his
About,hurt,632,632_M_him,m,Match,obj,The report about Guy hurt,him
About,hurt,632,632_F_him,f,Mismatch,obj,The report about Rose hurt,him
About,hurt,632,632_M_his,m,Match,poss,The report about Guy hurt,his
