exp,verb,frameNum,uid,gender,cond,pronoun,sent,target
simple,hadn't hated,452,452_F_his,f,Mismatch,poss,Heather hadn't hated,his
simple,leaves,453,453_M_him,m,Match,obj,Keith leaves,him
simple,leaves,453,453_M_his,m,Match,poss,Keith leaves,his
simple,leaves,453,453_F_him,f,Mismatch,obj,Cynthia leaves,him
simple,leaves,453,453_F_his,f,Mismatch,poss,Cynthia leaves,his
simple,would hurt,454,454_M_him,m,Match,obj,Ronald would hurt,him
simple,would hurt,454,454_M_his,m,Match,poss,Ronald would hurt,his
simple,would hurt,454,454_F_him,f,Mismatch,obj,Diane would hurt,him
simple,would hurt,454,454_F_his,f,Mismatch,poss,Diane would hurt,his
simple,investigated,455,455_M_him,m,Match,obj,Bruce investigated,him
simple,investigated,455,455_M_his,m,Match,poss,Bruce investigated,his
simple,investigated,455,455_F_him,f,Mismatch,obj,Meredith investigated,him
simple,investigated,455,455_F_his,f,Mismatch,poss,Meredith investigated,his
simple,was losing,456,456_M_him,m,Match,obj,Larry was losing,him
simple,was losing,456,456_M_his,m,Match,poss,Larry was losing,his
simple,was losing,456,456_F_him,f,Mismatch,obj,Leslie was losing,him
simple,was losing,456,456_F_his,f,Mismatch,poss,Leslie was losing,his
simple,admired,457,457_M_him,m,Match,obj,Mark admired,him
simple,admired,457,457_M_his,m,Match,poss,Mark admired,his
simple,admired,457,457_F_him,f,Mismatch,obj,Debra admired,him
simple,admired,457,457_F_his,f,Mismatch,poss,Debra admired,his
simple,is distracting,458,458_M_him,m,Match,obj,Keith is distracting,him
simple,is distracting,458,458_M_his,m,Match,poss,Keith is distracting,his
simple,is distracting,458,458_F_him,f,Mismatch,obj,Denise is distracting,him
simple,is distracting,458,458_F_his,f,Mismatch,poss,Denise is distracting,his
simple,researched,459,459_M_him,m,Match,obj,Brian researched,him
simple,researched,459,459_M_his,m,Match,poss,Brian researched,his
simple,researched,459,459_F_him,f,Mismatch,obj,Amanda researched,him
simple,researched,459,459_F_his,f,Mismatch,poss,Amanda researched,his
simple,is hindering,460,460_M_him,m,Match,obj,The man is hindering,him
simple,is hindering,460,460_M_his,m,Match,poss,The man is hindering,his
simple,is hindering,460,460_F_him,f,Mismatch,obj,Janice is hindering,him
simple,is hindering,460,460_F_his,f,Mismatch,poss,Janice is hindering,his
simple,is stunning,461,461_M_him,m,Match,obj,Jason is stunning,him
simple,is stunning,461,461_M_his,m,Match,poss,Jason is stunning,his
simple,is stunning,461,461_F_him,f,Mismatch,obj,Jessica is stunning,him
simple,is stunning,461,461_F_his,f,Mismatch,poss,Jessica is stunning,his
simple,doesn't disgust,462,462_M_him,m,Match,obj,Vincent doesn't disgust,him
simple,doesn't disgust,462,462_M_his,m,Match,poss,Vincent doesn't disgust,his
simple,doesn't disgust,462,462_F_him,f,Mismatch,obj,This niece doesn't disgust,him
simple,doesn't disgust,462,462_F_his,f,Mismatch,poss,This niece doesn't disgust,his
simple,isn't boasting about,463,463_M_him,m,Match,obj,Bruce isn't boasting about,him
simple,isn't boasting about,463,463_M_his,m,Match,poss,Bruce isn't boasting about,his
simple,isn't boasting about,463,463_F_him,f,Mismatch,obj,Diane isn't boasting about,him
simple,isn't boasting about,463,463_F_his,f,Mismatch,poss,Diane isn't boasting about,his
simple,has criticized,464,464_M_him,m,Match,obj,The nephew has criticized,him
simple,has criticized,464,464_M_his,m,Match,poss,The nephew has criticized,his
simple,has criticized,464,464_F_him,f,Mismatch,obj,Heidi has criticized,him
simple,has criticized,464,464_F_his,f,Mismatch,poss,Heidi has criticized,his
simple,hasn't remembered,465,465_M_him,m,Match,obj,That brother hasn't remembered,him
simple,hasn't remembered,465,465_M_his,m,Match,poss,That brother hasn't remembered,his
simple,hasn't remembered,465,465_F_him,f,Mismatch,obj,Michelle hasn't remembered,him
simple,hasn't remembered,465,465_F_his,f,Mismatch,poss,Michelle hasn't remembered,his
simple,was listening to,466,466_M_him,m,Match,obj,Wayne was listening to,him
simple,was listening to,466,466_M_his,m,Match,poss,Wayne was listening to,his
simple,was listening to,466,466_F_him,f,Mismatch,obj,Andrea was listening to,him
simple,was listening to,466,466_F_his,f,Mismatch,poss,Andrea was listening to,his
simple,isn't shooting,467,467_M_him,m,Match,obj,Gary isn't shooting,him
simple,isn't shooting,467,467_M_his,m,Match,poss,Gary isn't shooting,his
simple,isn't shooting,467,467_F_him,f,Mismatch,obj,Barbara isn't shooting,him
simple,isn't shooting,467,467_F_his,f,Mismatch,poss,Barbara isn't shooting,his
simple,upset,468,468_M_him,m,Match,obj,Roger upset,him
simple,upset,468,468_M_his,m,Match,poss,Roger upset,his
simple,upset,468,468_F_him,f,Mismatch,obj,Linda upset,him
simple,upset,468,468_F_his,f,Mismatch,poss,Linda upset,his
simple,isn't stunning,469,469_M_him,m,Match,obj,Carl isn't stunning,him
simple,isn't stunning,469,469_M_his,m,Match,poss,Carl isn't stunning,his
simple,isn't stunning,469,469_F_him,f,Mismatch,obj,Stacy isn't stunning,him
simple,isn't stunning,469,469_F_his,f,Mismatch,poss,Stacy isn't stunning,his
simple,shocks,470,470_M_him,m,Match,obj,Travis shocks,him
simple,shocks,470,470_M_his,m,Match,poss,Travis shocks,his
simple,shocks,470,470_F_him,f,Mismatch,obj,Kimberley shocks,him
simple,shocks,470,470_F_his,f,Mismatch,poss,Kimberley shocks,his
simple,was hugging,471,471_M_him,m,Match,obj,Todd was hugging,him
simple,was hugging,471,471_M_his,m,Match,poss,Todd was hugging,his
simple,was hugging,471,471_F_him,f,Mismatch,obj,Vanessa was hugging,him
simple,was hugging,471,471_F_his,f,Mismatch,poss,Vanessa was hugging,his
simple,leads,472,472_M_him,m,Match,obj,Donald leads,him
simple,leads,472,472_M_his,m,Match,poss,Donald leads,his
simple,leads,472,472_F_him,f,Mismatch,obj,Jodi leads,him
simple,leads,472,472_F_his,f,Mismatch,poss,Jodi leads,his
simple,had revealed,473,473_M_him,m,Match,obj,Matt had revealed,him
simple,had revealed,473,473_M_his,m,Match,poss,Matt had revealed,his
simple,had revealed,473,473_F_him,f,Mismatch,obj,Janice had revealed,him
simple,had revealed,473,473_F_his,f,Mismatch,poss,Janice had revealed,his
simple,won't make,474,474_M_him,m,Match,obj,Daniel won't make,him
simple,won't make,474,474_M_his,m,Match,poss,Daniel won't make,his
simple,won't make,474,474_F_him,f,Mismatch,obj,Brenda won't make,him
simple,won't make,474,474_F_his,f,Mismatch,poss,Brenda won't make,his
simple,does shake,475,475_M_him,m,Match,obj,Robert does shake,him
simple,does shake,475,475_M_his,m,Match,poss,Robert does shake,his
simple,does shake,475,475_F_him,f,Mismatch,obj,Martha does shake,him
simple,does shake,475,475_F_his,f,Mismatch,poss,Martha does shake,his
simple,watched,476,476_M_him,m,Match,obj,Dennis watched,him
simple,watched,476,476_M_his,m,Match,poss,Dennis watched,his
simple,watched,476,476_F_him,f,Mismatch,obj,That granddaughter watched,him
simple,watched,476,476_F_his,f,Mismatch,poss,That granddaughter watched,his
simple,will catch,477,477_M_him,m,Match,obj,Brad will catch,him
simple,will catch,477,477_M_his,m,Match,poss,Brad will catch,his
simple,will catch,477,477_F_him,f,Mismatch,obj,Deanna will catch,him
simple,will catch,477,477_F_his,f,Mismatch,poss,Deanna will catch,his
simple,doesn't fight,478,478_M_him,m,Match,obj,That ex-boyfriend doesn't fight,him
simple,doesn't fight,478,478_M_his,m,Match,poss,That ex-boyfriend doesn't fight,his
simple,doesn't fight,478,478_F_him,f,Mismatch,obj,Tamara doesn't fight,him
simple,doesn't fight,478,478_F_his,f,Mismatch,poss,Tamara doesn't fight,his
simple,was leading,479,479_M_him,m,Match,obj,Edward was leading,him
simple,was leading,479,479_M_his,m,Match,poss,Edward was leading,his
simple,was leading,479,479_F_him,f,Mismatch,obj,Teresa was leading,him
simple,was leading,479,479_F_his,f,Mismatch,poss,Teresa was leading,his
simple,has shaken,480,480_M_him,m,Match,obj,Wayne has shaken,him
simple,has shaken,480,480_M_his,m,Match,poss,Wayne has shaken,his
simple,has shaken,480,480_F_him,f,Mismatch,obj,Heidi has shaken,him
simple,has shaken,480,480_F_his,f,Mismatch,poss,Heidi has shaken,his
simple,scared,481,481_M_him,m,Match,obj,Bradley scared,him
simple,scared,481,481_M_his,m,Match,poss,Bradley scared,his
simple,scared,481,481_F_him,f,Mismatch,obj,The dancer scared,him
simple,scared,481,481_F_his,f,Mismatch,poss,The dancer scared,his
simple,upset,482,482_M_him,m,Match,obj,Todd upset,him
simple,upset,482,482_M_his,m,Match,poss,Todd upset,his
simple,upset,482,482_F_him,f,Mismatch,obj,Dawn upset,him
simple,upset,482,482_F_his,f,Mismatch,poss,Dawn upset,his
simple,catches,483,483_M_him,m,Match,obj,Richard catches,him
simple,catches,483,483_M_his,m,Match,poss,Richard catches,his
simple,catches,483,483_F_him,f,Mismatch,obj,That ex-girlfriend catches,him
simple,catches,483,483_F_his,f,Mismatch,poss,That ex-girlfriend catches,his
simple,had thought about,484,484_M_him,m,Match,obj,Jerry had thought about,him
simple,had thought about,484,484_M_his,m,Match,poss,Jerry had thought about,his
simple,had thought about,484,484_F_him,f,Mismatch,obj,That sister had thought about,him
simple,had thought about,484,484_F_his,f,Mismatch,poss,That sister had thought about,his
simple,has helped,485,485_M_him,m,Match,obj,That boy has helped,him
simple,has helped,485,485_M_his,m,Match,poss,That boy has helped,his
simple,has helped,485,485_F_him,f,Mismatch,obj,That actress has helped,him
simple,has helped,485,485_F_his,f,Mismatch,poss,That actress has helped,his
simple,is listening to,486,486_M_him,m,Match,obj,This boy is listening to,him
simple,is listening to,486,486_M_his,m,Match,poss,This boy is listening to,his
simple,is listening to,486,486_F_him,f,Mismatch,obj,Holly is listening to,him
simple,is listening to,486,486_F_his,f,Mismatch,poss,Holly is listening to,his
simple,can make,487,487_M_him,m,Match,obj,Craig can make,him
simple,can make,487,487_M_his,m,Match,poss,Craig can make,his
simple,can make,487,487_F_him,f,Mismatch,obj,Anna can make,him
simple,can make,487,487_F_his,f,Mismatch,poss,Anna can make,his
simple,chose,488,488_M_him,m,Match,obj,Patrick chose,him
simple,chose,488,488_M_his,m,Match,poss,Patrick chose,his
simple,chose,488,488_F_him,f,Mismatch,obj,Kimberley chose,him
simple,chose,488,488_F_his,f,Mismatch,poss,Kimberley chose,his
simple,was hurting,489,489_M_him,m,Match,obj,Theodore was hurting,him
simple,was hurting,489,489_M_his,m,Match,poss,Theodore was hurting,his
simple,was hurting,489,489_F_him,f,Mismatch,obj,Connie was hurting,him
simple,was hurting,489,489_F_his,f,Mismatch,poss,Connie was hurting,his
simple,does see,490,490_M_him,m,Match,obj,Eric does see,him
simple,does see,490,490_M_his,m,Match,poss,Eric does see,his
simple,does see,490,490_F_him,f,Mismatch,obj,Melissa does see,him
simple,does see,490,490_F_his,f,Mismatch,poss,Melissa does see,his
simple,will heal,491,491_M_him,m,Match,obj,Paul will heal,him
simple,will heal,491,491_M_his,m,Match,poss,Paul will heal,his
simple,will heal,491,491_F_him,f,Mismatch,obj,Mary will heal,him
simple,will heal,491,491_F_his,f,Mismatch,poss,Mary will heal,his
simple,describes,492,492_M_him,m,Match,obj,Christopher describes,him
simple,describes,492,492_M_his,m,Match,poss,Christopher describes,his
simple,describes,492,492_F_him,f,Mismatch,obj,Kristen describes,him
simple,describes,492,492_F_his,f,Mismatch,poss,Kristen describes,his
simple,isn't leaving,493,493_M_him,m,Match,obj,Travis isn't leaving,him
simple,isn't leaving,493,493_M_his,m,Match,poss,Travis isn't leaving,his
simple,isn't leaving,493,493_F_him,f,Mismatch,obj,Marie isn't leaving,him
simple,isn't leaving,493,493_F_his,f,Mismatch,poss,Marie isn't leaving,his
simple,did overwhelm,494,494_M_him,m,Match,obj,Robert did overwhelm,him
simple,did overwhelm,494,494_M_his,m,Match,poss,Robert did overwhelm,his
simple,did overwhelm,494,494_F_him,f,Mismatch,obj,Wendy did overwhelm,him
simple,did overwhelm,494,494_F_his,f,Mismatch,poss,Wendy did overwhelm,his
simple,might reference,495,495_M_him,m,Match,obj,Benjamin might reference,him
simple,might reference,495,495_M_his,m,Match,poss,Benjamin might reference,his
simple,might reference,495,495_F_him,f,Mismatch,obj,Nina might reference,him
simple,might reference,495,495_F_his,f,Mismatch,poss,Nina might reference,his
simple,investigated,496,496_M_him,m,Match,obj,Carl investigated,him
simple,investigated,496,496_M_his,m,Match,poss,Carl investigated,his
simple,investigated,496,496_F_him,f,Mismatch,obj,Sharon investigated,him
simple,investigated,496,496_F_his,f,Mismatch,poss,Sharon investigated,his
simple,listens to,497,497_M_him,m,Match,obj,The nephew listens to,him
simple,listens to,497,497_M_his,m,Match,poss,The nephew listens to,his
simple,listens to,497,497_F_him,f,Mismatch,obj,Sheila listens to,him
simple,listens to,497,497_F_his,f,Mismatch,poss,Sheila listens to,his
simple,did talk to,498,498_M_him,m,Match,obj,Gregory did talk to,him
simple,did talk to,498,498_M_his,m,Match,poss,Gregory did talk to,his
simple,did talk to,498,498_F_him,f,Mismatch,obj,April did talk to,him
simple,did talk to,498,498_F_his,f,Mismatch,poss,April did talk to,his
simple,visits,499,499_M_him,m,Match,obj,Charles visits,him
simple,visits,499,499_M_his,m,Match,poss,Charles visits,his
simple,visits,499,499_F_him,f,Mismatch,obj,Debra visits,him
simple,visits,499,499_F_his,f,Mismatch,poss,Debra visits,his
simple,shouldn't hire,500,500_M_him,m,Match,obj,Marcus shouldn't hire,him
simple,shouldn't hire,500,500_M_his,m,Match,poss,Marcus shouldn't hire,his
simple,shouldn't hire,500,500_F_him,f,Mismatch,obj,Dana shouldn't hire,him
simple,shouldn't hire,500,500_F_his,f,Mismatch,poss,Dana shouldn't hire,his
simple,hadn't complained about,501,501_M_him,m,Match,obj,Richard hadn't complained about,him
simple,hadn't complained about,501,501_M_his,m,Match,poss,Richard hadn't complained about,his
simple,hadn't complained about,501,501_F_him,f,Mismatch,obj,The sister hadn't complained about,him
simple,hadn't complained about,501,501_F_his,f,Mismatch,poss,The sister hadn't complained about,his
simple,hasn't listened to,502,502_M_him,m,Match,obj,Jeffrey hasn't listened to,him
simple,hasn't listened to,502,502_M_his,m,Match,poss,Jeffrey hasn't listened to,his
simple,hasn't listened to,502,502_F_him,f,Mismatch,obj,Wendy hasn't listened to,him
simple,hasn't listened to,502,502_F_his,f,Mismatch,poss,Wendy hasn't listened to,his
simple,stunned,503,503_M_him,m,Match,obj,Bill stunned,him
simple,stunned,503,503_M_his,m,Match,poss,Bill stunned,his
simple,stunned,503,503_F_him,f,Mismatch,obj,Connie stunned,him
simple,stunned,503,503_F_his,f,Mismatch,poss,Connie stunned,his
simple,hasn't returned to,504,504_M_him,m,Match,obj,The brother hasn't returned to,him
simple,hasn't returned to,504,504_M_his,m,Match,poss,The brother hasn't returned to,his
simple,hasn't returned to,504,504_F_him,f,Mismatch,obj,Kendra hasn't returned to,him
simple,hasn't returned to,504,504_F_his,f,Mismatch,poss,Kendra hasn't returned to,his
simple,heals,505,505_M_him,m,Match,obj,That man heals,him
simple,heals,505,505_M_his,m,Match,poss,That man heals,his
simple,heals,505,505_F_him,f,Mismatch,obj,Claire heals,him
simple,heals,505,505_F_his,f,Mismatch,poss,Claire heals,his
simple,did hire,506,506_M_him,m,Match,obj,The boyfriend did hire,him
simple,did hire,506,506_M_his,m,Match,poss,The boyfriend did hire,his
simple,did hire,506,506_F_him,f,Mismatch,obj,Karen did hire,him
simple,did hire,506,506_F_his,f,Mismatch,poss,Karen did hire,his
simple,had shocked,507,507_M_him,m,Match,obj,Omar had shocked,him
simple,had shocked,507,507_M_his,m,Match,poss,Omar had shocked,his
simple,had shocked,507,507_F_him,f,Mismatch,obj,Dana had shocked,him
simple,had shocked,507,507_F_his,f,Mismatch,poss,Dana had shocked,his
simple,visits,508,508_M_him,m,Match,obj,This grandson visits,him
simple,visits,508,508_M_his,m,Match,poss,This grandson visits,his
simple,visits,508,508_F_him,f,Mismatch,obj,Jacqueline visits,him
simple,visits,508,508_F_his,f,Mismatch,poss,Jacqueline visits,his
simple,hasn't kissed,509,509_M_him,m,Match,obj,Joseph hasn't kissed,him
simple,hasn't kissed,509,509_M_his,m,Match,poss,Joseph hasn't kissed,his
simple,hasn't kissed,509,509_F_him,f,Mismatch,obj,Renee hasn't kissed,him
simple,hasn't kissed,509,509_F_his,f,Mismatch,poss,Renee hasn't kissed,his
simple,questions,510,510_M_him,m,Match,obj,Craig questions,him
simple,questions,510,510_M_his,m,Match,poss,Craig questions,his
simple,questions,510,510_F_him,f,Mismatch,obj,This woman questions,him
simple,questions,510,510_F_his,f,Mismatch,poss,This woman questions,his
simple,had astounded,511,511_M_him,m,Match,obj,Liam had astounded,him
simple,had astounded,511,511_M_his,m,Match,poss,Liam had astounded,his
simple,had astounded,511,511_F_him,f,Mismatch,obj,That actress had astounded,him
simple,had astounded,511,511_F_his,f,Mismatch,poss,That actress had astounded,his
simple,was talking to,512,512_M_him,m,Match,obj,Dan was talking to,him
simple,was talking to,512,512_M_his,m,Match,poss,Dan was talking to,his
simple,was talking to,512,512_F_him,f,Mismatch,obj,Leslie was talking to,him
simple,was talking to,512,512_F_his,f,Mismatch,poss,Leslie was talking to,his
simple,won't examine,513,513_M_him,m,Match,obj,Randolf won't examine,him
simple,won't examine,513,513_M_his,m,Match,poss,Randolf won't examine,his
simple,won't examine,513,513_F_him,f,Mismatch,obj,Heidi won't examine,him
simple,won't examine,513,513_F_his,f,Mismatch,poss,Heidi won't examine,his
simple,couldn't forgive,514,514_M_him,m,Match,obj,This guy couldn't forgive,him
simple,couldn't forgive,514,514_M_his,m,Match,poss,This guy couldn't forgive,his
simple,couldn't forgive,514,514_F_him,f,Mismatch,obj,Paula couldn't forgive,him
simple,couldn't forgive,514,514_F_his,f,Mismatch,poss,Paula couldn't forgive,his
simple,could confuse,515,515_M_him,m,Match,obj,Jeffrey could confuse,him
simple,could confuse,515,515_M_his,m,Match,poss,Jeffrey could confuse,his
simple,could confuse,515,515_F_him,f,Mismatch,obj,Emily could confuse,him
simple,could confuse,515,515_F_his,f,Mismatch,poss,Emily could confuse,his
simple,talked to,516,516_M_him,m,Match,obj,Keith talked to,him
simple,talked to,516,516_M_his,m,Match,poss,Keith talked to,his
simple,talked to,516,516_F_him,f,Mismatch,obj,Kathleen talked to,him
simple,talked to,516,516_F_his,f,Mismatch,poss,Kathleen talked to,his
simple,can appreciate,517,517_M_him,m,Match,obj,Theodore can appreciate,him
simple,can appreciate,517,517_M_his,m,Match,poss,Theodore can appreciate,his
simple,can appreciate,517,517_F_him,f,Mismatch,obj,Florence can appreciate,him
simple,can appreciate,517,517_F_his,f,Mismatch,poss,Florence can appreciate,his
simple,bites,518,518_M_him,m,Match,obj,Todd bites,him
simple,bites,518,518_M_his,m,Match,poss,Todd bites,his
simple,bites,518,518_F_him,f,Mismatch,obj,Julia bites,him
simple,bites,518,518_F_his,f,Mismatch,poss,Julia bites,his
simple,has talked to,519,519_M_him,m,Match,obj,George has talked to,him
simple,has talked to,519,519_M_his,m,Match,poss,George has talked to,his
simple,has talked to,519,519_F_him,f,Mismatch,obj,Eva has talked to,him
simple,has talked to,519,519_F_his,f,Mismatch,poss,Eva has talked to,his
simple,conceals,520,520_M_him,m,Match,obj,Wayne conceals,him
simple,conceals,520,520_M_his,m,Match,poss,Wayne conceals,his
simple,conceals,520,520_F_him,f,Mismatch,obj,This woman conceals,him
simple,conceals,520,520_F_his,f,Mismatch,poss,This woman conceals,his
simple,was boring,521,521_M_him,m,Match,obj,Omar was boring,him
simple,was boring,521,521_M_his,m,Match,poss,Omar was boring,his
simple,was boring,521,521_F_him,f,Mismatch,obj,Sally was boring,him
simple,was boring,521,521_F_his,f,Mismatch,poss,Sally was boring,his
simple,understood,522,522_M_him,m,Match,obj,Omar understood,him
simple,understood,522,522_M_his,m,Match,poss,Omar understood,his
simple,understood,522,522_F_him,f,Mismatch,obj,Martha understood,him
simple,understood,522,522_F_his,f,Mismatch,poss,Martha understood,his
simple,aggravated,523,523_M_him,m,Match,obj,Vincent aggravated,him
simple,aggravated,523,523_M_his,m,Match,poss,Vincent aggravated,his
simple,aggravated,523,523_F_him,f,Mismatch,obj,Deanna aggravated,him
simple,aggravated,523,523_F_his,f,Mismatch,poss,Deanna aggravated,his
simple,leaves,524,524_M_him,m,Match,obj,Gary leaves,him
simple,leaves,524,524_M_his,m,Match,poss,Gary leaves,his
simple,leaves,524,524_F_him,f,Mismatch,obj,Katherine leaves,him
simple,leaves,524,524_F_his,f,Mismatch,poss,Katherine leaves,his
simple,had aggravated,525,525_M_him,m,Match,obj,Brad had aggravated,him
simple,had aggravated,525,525_M_his,m,Match,poss,Brad had aggravated,his
simple,had aggravated,525,525_F_him,f,Mismatch,obj,This lady had aggravated,him
simple,had aggravated,525,525_F_his,f,Mismatch,poss,This lady had aggravated,his
simple,was underwhelming,526,526_M_him,m,Match,obj,Curtis was underwhelming,him
simple,was underwhelming,526,526_M_his,m,Match,poss,Curtis was underwhelming,his
simple,was underwhelming,526,526_F_him,f,Mismatch,obj,Sandra was underwhelming,him
simple,was underwhelming,526,526_F_his,f,Mismatch,poss,Sandra was underwhelming,his
simple,had noticed,527,527_M_him,m,Match,obj,Liam had noticed,him
simple,had noticed,527,527_M_his,m,Match,poss,Liam had noticed,his
simple,had noticed,527,527_F_him,f,Mismatch,obj,Heidi had noticed,him
simple,had noticed,527,527_F_his,f,Mismatch,poss,Heidi had noticed,his
simple,fled from,528,528_M_him,m,Match,obj,Omar fled from,him
simple,fled from,528,528_M_his,m,Match,poss,Omar fled from,his
simple,fled from,528,528_F_him,f,Mismatch,obj,Mary fled from,him
simple,fled from,528,528_F_his,f,Mismatch,poss,Mary fled from,his
simple,has hired,529,529_M_him,m,Match,obj,Carl has hired,him
simple,has hired,529,529_M_his,m,Match,poss,Carl has hired,his
simple,has hired,529,529_F_him,f,Mismatch,obj,Kathleen has hired,him
simple,has hired,529,529_F_his,f,Mismatch,poss,Kathleen has hired,his
simple,insults,530,530_M_him,m,Match,obj,Theodore insults,him
simple,insults,530,530_M_his,m,Match,poss,Theodore insults,his
simple,insults,530,530_F_him,f,Mismatch,obj,Ruth insults,him
simple,insults,530,530_F_his,f,Mismatch,poss,Ruth insults,his
simple,couldn't think about,531,531_M_him,m,Match,obj,That boyfriend couldn't think about,him
simple,couldn't think about,531,531_M_his,m,Match,poss,That boyfriend couldn't think about,his
simple,couldn't think about,531,531_F_him,f,Mismatch,obj,Julie couldn't think about,him
simple,couldn't think about,531,531_F_his,f,Mismatch,poss,Julie couldn't think about,his
simple,had met,532,532_M_him,m,Match,obj,Brian had met,him
simple,had met,532,532_M_his,m,Match,poss,Brian had met,his
simple,had met,532,532_F_him,f,Mismatch,obj,Carolyn had met,him
simple,had met,532,532_F_his,f,Mismatch,poss,Carolyn had met,his
simple,had hated,533,533_M_him,m,Match,obj,This guy had hated,him
simple,had hated,533,533_M_his,m,Match,poss,This guy had hated,his
simple,had hated,533,533_F_him,f,Mismatch,obj,Cynthia had hated,him
simple,had hated,533,533_F_his,f,Mismatch,poss,Cynthia had hated,his
simple,has researched,534,534_M_him,m,Match,obj,Jerry has researched,him
simple,has researched,534,534_M_his,m,Match,poss,Jerry has researched,his
simple,has researched,534,534_F_him,f,Mismatch,obj,Christine has researched,him
simple,has researched,534,534_F_his,f,Mismatch,poss,Christine has researched,his
simple,might respect,535,535_M_him,m,Match,obj,That husband might respect,him
simple,might respect,535,535_M_his,m,Match,poss,That husband might respect,his
simple,might respect,535,535_F_him,f,Mismatch,obj,That granddaughter might respect,him
simple,might respect,535,535_F_his,f,Mismatch,poss,That granddaughter might respect,his
simple,is concealing,536,536_M_him,m,Match,obj,Alan is concealing,him
simple,is concealing,536,536_M_his,m,Match,poss,Alan is concealing,his
simple,is concealing,536,536_F_him,f,Mismatch,obj,Heather is concealing,him
simple,is concealing,536,536_F_his,f,Mismatch,poss,Heather is concealing,his
simple,remembered,537,537_M_him,m,Match,obj,George remembered,him
simple,remembered,537,537_M_his,m,Match,poss,George remembered,his
simple,remembered,537,537_F_him,f,Mismatch,obj,Naomi remembered,him
simple,remembered,537,537_F_his,f,Mismatch,poss,Naomi remembered,his
simple,is criticizing,538,538_M_him,m,Match,obj,Adam is criticizing,him
simple,is criticizing,538,538_M_his,m,Match,poss,Adam is criticizing,his
simple,is criticizing,538,538_F_him,f,Mismatch,obj,Jane is criticizing,him
simple,is criticizing,538,538_F_his,f,Mismatch,poss,Jane is criticizing,his
simple,would escape from,539,539_M_him,m,Match,obj,The man would escape from,him
simple,would escape from,539,539_M_his,m,Match,poss,The man would escape from,his
simple,would escape from,539,539_F_him,f,Mismatch,obj,Patricia would escape from,him
simple,would escape from,539,539_F_his,f,Mismatch,poss,Patricia would escape from,his
simple,notices,540,540_M_him,m,Match,obj,Theodore notices,him
simple,notices,540,540_M_his,m,Match,poss,Theodore notices,his
simple,notices,540,540_F_him,f,Mismatch,obj,Melissa notices,him
simple,notices,540,540_F_his,f,Mismatch,poss,Melissa notices,his
simple,can heal,541,541_M_him,m,Match,obj,Joel can heal,him
simple,can heal,541,541_M_his,m,Match,poss,Joel can heal,his
simple,can heal,541,541_F_him,f,Mismatch,obj,The dancer can heal,him
simple,can heal,541,541_F_his,f,Mismatch,poss,The dancer can heal,his
simple,should distract,542,542_M_him,m,Match,obj,Rodney should distract,him
simple,should distract,542,542_M_his,m,Match,poss,Rodney should distract,his
simple,should distract,542,542_F_him,f,Mismatch,obj,Laurie should distract,him
simple,should distract,542,542_F_his,f,Mismatch,poss,Laurie should distract,his
simple,remembers,543,543_M_him,m,Match,obj,Martin remembers,him
simple,remembers,543,543_M_his,m,Match,poss,Martin remembers,his
simple,remembers,543,543_F_him,f,Mismatch,obj,Janet remembers,him
simple,remembers,543,543_F_his,f,Mismatch,poss,Janet remembers,his
simple,should lose,544,544_M_him,m,Match,obj,Joseph should lose,him
simple,should lose,544,544_M_his,m,Match,poss,Joseph should lose,his
simple,should lose,544,544_F_him,f,Mismatch,obj,Laura should lose,him
simple,should lose,544,544_F_his,f,Mismatch,poss,Laura should lose,his
simple,hasn't chosen,545,545_M_him,m,Match,obj,Gerald hasn't chosen,him
simple,hasn't chosen,545,545_M_his,m,Match,poss,Gerald hasn't chosen,his
simple,hasn't chosen,545,545_F_him,f,Mismatch,obj,Wendy hasn't chosen,him
simple,hasn't chosen,545,545_F_his,f,Mismatch,poss,Wendy hasn't chosen,his
simple,found,546,546_M_him,m,Match,obj,Alan found,him
simple,found,546,546_M_his,m,Match,poss,Alan found,his
simple,found,546,546_F_him,f,Mismatch,obj,That dancer found,him
simple,found,546,546_F_his,f,Mismatch,poss,That dancer found,his
simple,hasn't talked about,547,547_M_him,m,Match,obj,This ex-boyfriend hasn't talked about,him
simple,hasn't talked about,547,547_M_his,m,Match,poss,This ex-boyfriend hasn't talked about,his
simple,hasn't talked about,547,547_F_him,f,Mismatch,obj,Renee hasn't talked about,him
simple,hasn't talked about,547,547_F_his,f,Mismatch,poss,Renee hasn't talked about,his
simple,has scared,548,548_M_him,m,Match,obj,Guy has scared,him
simple,has scared,548,548_M_his,m,Match,poss,Guy has scared,his
simple,has scared,548,548_F_him,f,Mismatch,obj,Tara has scared,him
simple,has scared,548,548_F_his,f,Mismatch,poss,Tara has scared,his
simple,worries,549,549_M_him,m,Match,obj,That father worries,him
simple,worries,549,549_M_his,m,Match,poss,That father worries,his
simple,worries,549,549_F_him,f,Mismatch,obj,That daughter worries,him
simple,worries,549,549_F_his,f,Mismatch,poss,That daughter worries,his
simple,disliked,550,550_M_him,m,Match,obj,Craig disliked,him
simple,disliked,550,550_M_his,m,Match,poss,Craig disliked,his
simple,disliked,550,550_F_him,f,Mismatch,obj,Connie disliked,him
simple,disliked,550,550_F_his,f,Mismatch,poss,Connie disliked,his
