exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-xl_surp
About,disturbs,502,502_F_him,f,Mismatch,obj,The commentary about Debra disturbs,him,4.025977611541748
About,disturbs,502,502_M_his,m,Match,poss,The commentary about Dennis disturbs,his,7.132815837860107
About,disturbs,502,502_F_his,f,Mismatch,poss,The commentary about Debra disturbs,his,7.269558429718018
About,was overwhelming,503,503_M_him,m,Match,obj,The show about Dan was overwhelming,him,10.312707901000977
About,was overwhelming,503,503_F_him,f,Mismatch,obj,The show about Kathleen was overwhelming,him,11.842260360717773
About,was overwhelming,503,503_M_his,m,Match,poss,The show about Dan was overwhelming,his,11.874658584594727
About,was overwhelming,503,503_F_his,f,Mismatch,poss,The show about Kathleen was overwhelming,his,13.491668701171875
About,worried,504,504_M_him,m,Match,obj,The book about the ex-boyfriend worried,him,10.215188980102539
About,worried,504,504_F_him,f,Mismatch,obj,The book about Linda worried,him,4.457336902618408
About,worried,504,504_M_his,m,Match,poss,The book about the ex-boyfriend worried,his,5.237300395965576
About,worried,504,504_F_his,f,Mismatch,poss,The book about Linda worried,his,8.455052375793457
About,hadn't aggravated,505,505_M_him,m,Match,obj,The pamphlet about Joel hadn't aggravated,him,2.5868284702301025
About,hadn't aggravated,505,505_F_him,f,Mismatch,obj,The pamphlet about Kendra hadn't aggravated,him,3.588745355606079
About,hadn't aggravated,505,505_M_his,m,Match,poss,The pamphlet about Joel hadn't aggravated,his,4.2077765464782715
About,hadn't aggravated,505,505_F_his,f,Mismatch,poss,The pamphlet about Kendra hadn't aggravated,his,4.8585686683654785
About,hadn't scared,506,506_M_him,m,Match,obj,The brochure about Noah hadn't scared,him,2.7447807788848877
About,hadn't scared,506,506_F_him,f,Mismatch,obj,The brochure about Jessica hadn't scared,him,2.7627737522125244
About,hadn't scared,506,506_M_his,m,Match,poss,The brochure about Noah hadn't scared,his,8.549142837524414
About,hadn't scared,506,506_F_his,f,Mismatch,poss,The brochure about Jessica hadn't scared,his,9.794157028198242
About,would disgust,507,507_M_him,m,Match,obj,The play about Martin would disgust,him,4.767324447631836
About,would disgust,507,507_F_him,f,Mismatch,obj,The play about Rachel would disgust,him,5.005427837371826
About,would disgust,507,507_M_his,m,Match,poss,The play about Martin would disgust,his,7.083109378814697
About,would disgust,507,507_F_his,f,Mismatch,poss,The play about Rachel would disgust,his,7.870585918426514
About,hurts,508,508_M_him,m,Match,obj,The movie about Adam hurts,him,4.7796406745910645
About,hurts,508,508_F_him,f,Mismatch,obj,The movie about Jacqueline hurts,him,6.49387788772583
About,hurts,508,508_M_his,m,Match,poss,The movie about Adam hurts,his,4.148931980133057
About,hurts,508,508_F_his,f,Mismatch,poss,The movie about Jacqueline hurts,his,6.391550540924072
About,alarmed,509,509_M_him,m,Match,obj,The newspaper article about Thomas alarmed,him,3.4986963272094727
About,alarmed,509,509_F_him,f,Mismatch,obj,The newspaper article about Suzanne alarmed,him,4.399833679199219
About,alarmed,509,509_M_his,m,Match,poss,The newspaper article about Thomas alarmed,his,5.357359886169434
About,alarmed,509,509_F_his,f,Mismatch,poss,The newspaper article about Suzanne alarmed,his,6.853714942932129
About,didn't disgust,510,510_M_him,m,Match,obj,The story about Larry didn't disgust,him,4.299037456512451
About,didn't disgust,510,510_F_him,f,Mismatch,obj,The story about Kimberley didn't disgust,him,5.280170917510986
About,didn't disgust,510,510_M_his,m,Match,poss,The story about Larry didn't disgust,his,9.93034553527832
About,didn't disgust,510,510_F_his,f,Mismatch,poss,The story about Kimberley didn't disgust,his,11.187420845031738
About,had distracted,511,511_M_him,m,Match,obj,The essay about Andrew had distracted,him,2.376147747039795
About,had distracted,511,511_F_him,f,Mismatch,obj,The essay about Heidi had distracted,him,2.166881561279297
About,had distracted,511,511_M_his,m,Match,poss,The essay about Andrew had distracted,his,7.045307159423828
About,had distracted,511,511_F_his,f,Mismatch,poss,The essay about Heidi had distracted,his,7.23143196105957
About,impresses,512,512_M_him,m,Match,obj,The report about Guy impresses,him,3.6497724056243896
About,impresses,512,512_F_him,f,Mismatch,obj,The report about Laurie impresses,him,3.879643440246582
About,impresses,512,512_M_his,m,Match,poss,The report about Guy impresses,his,6.587517261505127
About,impresses,512,512_F_his,f,Mismatch,poss,The report about Laurie impresses,his,7.1401143074035645
About,impressed,513,513_M_him,m,Match,obj,The documentary about Phillip impressed,him,3.8767523765563965
About,impressed,513,513_F_him,f,Mismatch,obj,The documentary about Meredith impressed,him,3.7845582962036133
About,impressed,513,513_M_his,m,Match,poss,The documentary about Phillip impressed,his,6.805614948272705
About,impressed,513,513_F_his,f,Mismatch,poss,The documentary about Meredith impressed,his,6.904226779937744
About,hasn't hindered,514,514_M_him,m,Match,obj,The commentary about Frank hasn't hindered,him,3.2161760330200195
About,hasn't hindered,514,514_F_him,f,Mismatch,obj,The commentary about Christina hasn't hindered,him,6.723450660705566
About,hasn't hindered,514,514_M_his,m,Match,poss,The commentary about Frank hasn't hindered,his,2.2978832721710205
About,hasn't hindered,514,514_F_his,f,Mismatch,poss,The commentary about Christina hasn't hindered,his,5.792064189910889
About,is embarrassing,515,515_M_him,m,Match,obj,The show about the ex-husband is embarrassing,him,7.635161399841309
About,is embarrassing,515,515_F_him,f,Mismatch,obj,The show about Anna is embarrassing,him,8.659319877624512
About,is embarrassing,515,515_M_his,m,Match,poss,The show about the ex-husband is embarrassing,his,9.26833438873291
About,is embarrassing,515,515_F_his,f,Mismatch,poss,The show about Anna is embarrassing,his,10.236546516418457
About,worried,516,516_M_him,m,Match,obj,The book about Lawrence worried,him,3.6965296268463135
About,worried,516,516_F_him,f,Mismatch,obj,The book about Kristen worried,him,5.349855422973633
About,worried,516,516_M_his,m,Match,poss,The book about Lawrence worried,his,7.095391750335693
About,worried,516,516_F_his,f,Mismatch,poss,The book about Kristen worried,his,8.383402824401855
About,isn't hurting,517,517_M_him,m,Match,obj,The pamphlet about Robert isn't hurting,him,4.065954685211182
About,isn't hurting,517,517_F_him,f,Mismatch,obj,The pamphlet about Stephanie isn't hurting,him,5.081441879272461
About,isn't hurting,517,517_M_his,m,Match,poss,The pamphlet about Robert isn't hurting,his,4.349448204040527
About,isn't hurting,517,517_F_his,f,Mismatch,poss,The pamphlet about Stephanie isn't hurting,his,5.764237403869629
About,was stunning,518,518_M_him,m,Match,obj,The brochure about Jason was stunning,him,15.336853981018066
About,was stunning,518,518_F_him,f,Mismatch,obj,The brochure about Maria was stunning,him,15.847175598144531
About,was stunning,518,518_M_his,m,Match,poss,The brochure about Jason was stunning,his,15.225263595581055
About,was stunning,518,518_F_his,f,Mismatch,poss,The brochure about Maria was stunning,his,15.800080299377441
About,has worried,519,519_M_him,m,Match,obj,The play about Marcus has worried,him,4.316941738128662
About,has worried,519,519_F_him,f,Mismatch,obj,The play about the ex-girlfriend has worried,him,4.608504772186279
About,has worried,519,519_M_his,m,Match,poss,The play about Marcus has worried,his,5.956265449523926
About,has worried,519,519_F_his,f,Mismatch,poss,The play about the ex-girlfriend has worried,his,6.441643238067627
About,disturbs,520,520_M_him,m,Match,obj,The movie about Alan disturbs,him,3.219515085220337
About,disturbs,520,520_F_him,f,Mismatch,obj,The movie about Amanda disturbs,him,3.313793420791626
About,disturbs,520,520_M_his,m,Match,poss,The movie about Alan disturbs,his,6.519069671630859
About,disturbs,520,520_F_his,f,Mismatch,poss,The movie about Amanda disturbs,his,6.890437126159668
About,distracts,521,521_M_him,m,Match,obj,The newspaper article about Chad distracts,him,4.639843463897705
About,distracts,521,521_F_him,f,Mismatch,obj,The newspaper article about Amelia distracts,him,2.8981478214263916
About,distracts,521,521_M_his,m,Match,poss,The newspaper article about Chad distracts,his,7.75107479095459
About,distracts,521,521_F_his,f,Mismatch,poss,The newspaper article about Amelia distracts,his,7.118051528930664
About,hadn't aggravated,522,522_M_him,m,Match,obj,The story about Todd hadn't aggravated,him,2.6876580715179443
About,hadn't aggravated,522,522_F_him,f,Mismatch,obj,The story about Teresa hadn't aggravated,him,2.7623047828674316
About,hadn't aggravated,522,522_M_his,m,Match,poss,The story about Todd hadn't aggravated,his,4.529745578765869
About,hadn't aggravated,522,522_F_his,f,Mismatch,poss,The story about Teresa hadn't aggravated,his,5.944908618927002
About,would scare,523,523_M_him,m,Match,obj,The essay about Timothy would scare,him,4.388486862182617
About,would scare,523,523_F_him,f,Mismatch,obj,The essay about Sheila would scare,him,4.910021781921387
About,would scare,523,523_M_his,m,Match,poss,The essay about Timothy would scare,his,7.06625509262085
About,would scare,523,523_F_his,f,Mismatch,poss,The essay about Sheila would scare,his,7.93865442276001
About,shouldn't confuse,524,524_M_him,m,Match,obj,The report about Brian shouldn't confuse,him,5.704443454742432
About,shouldn't confuse,524,524_F_him,f,Mismatch,obj,The report about Theresa shouldn't confuse,him,5.6655144691467285
About,shouldn't confuse,524,524_M_his,m,Match,poss,The report about Brian shouldn't confuse,his,7.581333637237549
About,shouldn't confuse,524,524_F_his,f,Mismatch,poss,The report about Theresa shouldn't confuse,his,8.185860633850098
About,worries,525,525_M_him,m,Match,obj,The documentary about George worries,him,4.302690505981445
About,worries,525,525_F_him,f,Mismatch,obj,The documentary about Patricia worries,him,4.898204326629639
About,worries,525,525_M_his,m,Match,poss,The documentary about George worries,his,6.153865337371826
About,worries,525,525_F_his,f,Mismatch,poss,The documentary about Patricia worries,his,7.818017482757568
About,had stunned,526,526_M_him,m,Match,obj,The commentary about Keith had stunned,him,3.6952216625213623
About,had stunned,526,526_F_him,f,Mismatch,obj,The commentary about Margaret had stunned,him,3.6905109882354736
About,had stunned,526,526_M_his,m,Match,poss,The commentary about Keith had stunned,his,6.946529865264893
About,had stunned,526,526_F_his,f,Mismatch,poss,The commentary about Margaret had stunned,his,7.192579746246338
About,did astound,527,527_M_him,m,Match,obj,The show about this ex-husband did astound,him,8.152170181274414
About,did astound,527,527_F_him,f,Mismatch,obj,The show about this niece did astound,him,8.903722763061523
About,did astound,527,527_M_his,m,Match,poss,The show about this ex-husband did astound,his,11.104486465454102
About,did astound,527,527_F_his,f,Mismatch,poss,The show about this niece did astound,his,12.054024696350098
About,was impressing,528,528_M_him,m,Match,obj,The book about Charles was impressing,him,4.637002468109131
About,was impressing,528,528_F_him,f,Mismatch,obj,The book about Jill was impressing,him,5.270089626312256
About,was impressing,528,528_M_his,m,Match,poss,The book about Charles was impressing,his,6.276155948638916
About,was impressing,528,528_F_his,f,Mismatch,poss,The book about Jill was impressing,his,7.807074069976807
About,isn't underwhelming,529,529_M_him,m,Match,obj,The pamphlet about Vincent isn't underwhelming,him,16.877573013305664
About,isn't underwhelming,529,529_F_him,f,Mismatch,obj,The pamphlet about Victoria isn't underwhelming,him,17.09110450744629
About,isn't underwhelming,529,529_M_his,m,Match,poss,The pamphlet about Vincent isn't underwhelming,his,15.445441246032715
About,isn't underwhelming,529,529_F_his,f,Mismatch,poss,The pamphlet about Victoria isn't underwhelming,his,15.731459617614746
About,will annoy,530,530_M_him,m,Match,obj,The brochure about Michael will annoy,him,5.015356063842773
About,will annoy,530,530_F_him,f,Mismatch,obj,The brochure about Helen will annoy,him,5.331773281097412
About,will annoy,530,530_M_his,m,Match,poss,The brochure about Michael will annoy,his,6.6947340965271
About,will annoy,530,530_F_his,f,Mismatch,poss,The brochure about Helen will annoy,his,7.756713390350342
About,was worrying,531,531_M_him,m,Match,obj,The play about Carlos was worrying,him,5.067342758178711
About,was worrying,531,531_F_him,f,Mismatch,obj,The play about Leslie was worrying,him,4.332126140594482
About,was worrying,531,531_M_his,m,Match,poss,The play about Carlos was worrying,his,8.818614959716797
About,was worrying,531,531_F_his,f,Mismatch,poss,The play about Leslie was worrying,his,8.022202491760254
About,aided,532,532_M_him,m,Match,obj,The movie about Douglas aided,him,5.931717395782471
About,aided,532,532_F_him,f,Mismatch,obj,The movie about Leslie aided,him,6.219218730926514
About,aided,532,532_M_his,m,Match,poss,The movie about Douglas aided,his,4.733001708984375
About,aided,532,532_F_his,f,Mismatch,poss,The movie about Leslie aided,his,5.369500637054443
About,does shock,533,533_M_him,m,Match,obj,The newspaper article about Guy does shock,him,6.287540435791016
About,does shock,533,533_F_him,f,Mismatch,obj,The newspaper article about Jill does shock,him,8.255636215209961
About,does shock,533,533_M_his,m,Match,poss,The newspaper article about Guy does shock,his,9.309779167175293
About,does shock,533,533_F_his,f,Mismatch,poss,The newspaper article about Jill does shock,his,11.169502258300781
About,was disturbing,534,534_M_him,m,Match,obj,The story about the grandfather was disturbing,him,11.878222465515137
About,was disturbing,534,534_F_him,f,Mismatch,obj,The story about Carol was disturbing,him,12.63919448852539
About,was disturbing,534,534_M_his,m,Match,poss,The story about the grandfather was disturbing,his,13.24357795715332
About,was disturbing,534,534_F_his,f,Mismatch,poss,The story about Carol was disturbing,his,14.08279800415039
About,shocked,535,535_M_him,m,Match,obj,The essay about the man shocked,him,7.122045040130615
About,shocked,535,535_F_him,f,Mismatch,obj,The essay about Denise shocked,him,5.096703052520752
About,shocked,535,535_M_his,m,Match,poss,The essay about the man shocked,his,7.715636730194092
About,shocked,535,535_F_his,f,Mismatch,poss,The essay about Denise shocked,his,7.627341270446777
About,was astounding,536,536_M_him,m,Match,obj,The report about Alexander was astounding,him,15.208098411560059
About,was astounding,536,536_F_him,f,Mismatch,obj,The report about that ex-girlfriend was astounding,him,15.153178215026855
About,was astounding,536,536_M_his,m,Match,poss,The report about Alexander was astounding,his,14.755452156066895
About,was astounding,536,536_F_his,f,Mismatch,poss,The report about that ex-girlfriend was astounding,his,14.523446083068848
About,wasn't aggravating,537,537_M_him,m,Match,obj,The documentary about this boy wasn't aggravating,him,7.283293724060059
About,wasn't aggravating,537,537_F_him,f,Mismatch,obj,The documentary about Dana wasn't aggravating,him,6.666873455047607
About,wasn't aggravating,537,537_M_his,m,Match,poss,The documentary about this boy wasn't aggravating,his,9.266477584838867
About,wasn't aggravating,537,537_F_his,f,Mismatch,poss,The documentary about Dana wasn't aggravating,his,8.893769264221191
About,scared,538,538_M_him,m,Match,obj,The commentary about Christopher scared,him,4.888914108276367
About,scared,538,538_F_him,f,Mismatch,obj,The commentary about this wife scared,him,5.222142696380615
About,scared,538,538_M_his,m,Match,poss,The commentary about Christopher scared,his,7.717331886291504
About,scared,538,538_F_his,f,Mismatch,poss,The commentary about this wife scared,his,9.048136711120605
About,could shock,539,539_M_him,m,Match,obj,The show about that husband could shock,him,6.54139518737793
About,could shock,539,539_F_him,f,Mismatch,obj,The show about Lori could shock,him,8.057387351989746
About,could shock,539,539_M_his,m,Match,poss,The show about that husband could shock,his,6.759767532348633
About,could shock,539,539_F_his,f,Mismatch,poss,The show about Lori could shock,his,8.832808494567871
About,is aggravating,540,540_M_him,m,Match,obj,The book about Brad is aggravating,him,7.729584693908691
About,is aggravating,540,540_F_him,f,Mismatch,obj,The book about Diana is aggravating,him,9.38482666015625
About,is aggravating,540,540_M_his,m,Match,poss,The book about Brad is aggravating,his,9.398630142211914
About,is aggravating,540,540_F_his,f,Mismatch,poss,The book about Diana is aggravating,his,10.792418479919434
About,was confusing,541,541_M_him,m,Match,obj,The pamphlet about Martin was confusing,him,8.101004600524902
About,was confusing,541,541_F_him,f,Mismatch,obj,The pamphlet about Christina was confusing,him,8.63720703125
About,was confusing,541,541_M_his,m,Match,poss,The pamphlet about Martin was confusing,his,10.267529487609863
About,was confusing,541,541_F_his,f,Mismatch,poss,The pamphlet about Christina was confusing,his,10.934701919555664
About,upsets,542,542_M_him,m,Match,obj,The brochure about Frank upsets,him,3.6604323387145996
About,upsets,542,542_F_him,f,Mismatch,obj,The brochure about Suzanne upsets,him,4.4177703857421875
About,upsets,542,542_M_his,m,Match,poss,The brochure about Frank upsets,his,5.245257377624512
About,upsets,542,542_F_his,f,Mismatch,poss,The brochure about Suzanne upsets,his,6.815337181091309
About,does aid,543,543_M_him,m,Match,obj,The play about this father does aid,him,5.457818031311035
About,does aid,543,543_F_him,f,Mismatch,obj,The play about Cheryl does aid,him,6.949164390563965
About,does aid,543,543_M_his,m,Match,poss,The play about this father does aid,his,5.470798969268799
About,does aid,543,543_F_his,f,Mismatch,poss,The play about Cheryl does aid,his,6.541814804077148
About,aids,544,544_M_him,m,Match,obj,The movie about the boyfriend aids,him,7.851255416870117
About,aids,544,544_F_him,f,Mismatch,obj,The movie about that wife aids,him,6.693759918212891
About,aids,544,544_M_his,m,Match,poss,The movie about the boyfriend aids,his,4.658738613128662
About,aids,544,544_F_his,f,Mismatch,poss,The movie about that wife aids,his,7.08207893371582
About,hasn't alarmed,545,545_M_him,m,Match,obj,The newspaper article about Vincent hasn't alarmed,him,2.8124806880950928
About,hasn't alarmed,545,545_F_him,f,Mismatch,obj,The newspaper article about Samantha hasn't alarmed,him,3.913543224334717
About,hasn't alarmed,545,545_M_his,m,Match,poss,The newspaper article about Vincent hasn't alarmed,his,6.75948429107666
About,hasn't alarmed,545,545_F_his,f,Mismatch,poss,The newspaper article about Samantha hasn't alarmed,his,7.611570358276367
About,hasn't worried,546,546_M_him,m,Match,obj,The story about the husband hasn't worried,him,2.913764476776123
About,hasn't worried,546,546_F_him,f,Mismatch,obj,The story about Angela hasn't worried,him,3.784315586090088
About,hasn't worried,546,546_M_his,m,Match,poss,The story about the husband hasn't worried,his,7.848505020141602
About,hasn't worried,546,546_F_his,f,Mismatch,poss,The story about Angela hasn't worried,his,10.334561347961426
About,wasn't confusing,547,547_M_him,m,Match,obj,The essay about Omar wasn't confusing,him,8.082832336425781
About,wasn't confusing,547,547_F_him,f,Mismatch,obj,The essay about Jodi wasn't confusing,him,9.176886558532715
About,wasn't confusing,547,547_M_his,m,Match,poss,The essay about Omar wasn't confusing,his,10.651691436767578
About,wasn't confusing,547,547_F_his,f,Mismatch,poss,The essay about Jodi wasn't confusing,his,11.828719139099121
About,shouldn't underwhelm,548,548_M_him,m,Match,obj,The report about Guy shouldn't underwhelm,him,5.660676956176758
About,shouldn't underwhelm,548,548_F_him,f,Mismatch,obj,The report about Colleen shouldn't underwhelm,him,6.032651901245117
About,shouldn't underwhelm,548,548_M_his,m,Match,poss,The report about Guy shouldn't underwhelm,his,8.105461120605469
About,shouldn't underwhelm,548,548_F_his,f,Mismatch,poss,The report about Colleen shouldn't underwhelm,his,8.480295181274414
About,hasn't disturbed,549,549_M_him,m,Match,obj,The documentary about the father hasn't disturbed,him,2.9962403774261475
About,hasn't disturbed,549,549_F_him,f,Mismatch,obj,The documentary about the girlfriend hasn't disturbed,him,3.4653217792510986
About,hasn't disturbed,549,549_M_his,m,Match,poss,The documentary about the father hasn't disturbed,his,4.8989667892456055
About,hasn't disturbed,549,549_F_his,f,Mismatch,poss,The documentary about the girlfriend hasn't disturbed,his,5.338634014129639
About,distracts,550,550_M_him,m,Match,obj,The commentary about the ex-husband distracts,him,7.385235786437988
About,distracts,550,550_F_him,f,Mismatch,obj,The commentary about Tanya distracts,him,7.35589599609375
About,distracts,550,550_M_his,m,Match,poss,The commentary about the ex-husband distracts,his,9.677199363708496
About,distracts,550,550_F_his,f,Mismatch,poss,The commentary about Tanya distracts,his,10.165367126464844
About,could aggravate,551,551_M_him,m,Match,obj,The show about Kenneth could aggravate,him,3.919602870941162
About,could aggravate,551,551_F_him,f,Mismatch,obj,The show about this grandmother could aggravate,him,7.206373691558838
About,could aggravate,551,551_M_his,m,Match,poss,The show about Kenneth could aggravate,his,3.8423798084259033
About,could aggravate,551,551_F_his,f,Mismatch,poss,The show about this grandmother could aggravate,his,7.307502269744873
About,had scared,552,552_M_him,m,Match,obj,The book about Gregory had scared,him,2.4650726318359375
About,had scared,552,552_F_him,f,Mismatch,obj,The book about Lori had scared,him,3.227329969406128
About,had scared,552,552_M_his,m,Match,poss,The book about Gregory had scared,his,6.738501071929932
About,had scared,552,552_F_his,f,Mismatch,poss,The book about Lori had scared,his,8.240426063537598
About,would impress,553,553_M_him,m,Match,obj,The pamphlet about Jeffrey would impress,him,4.357213497161865
About,would impress,553,553_F_him,f,Mismatch,obj,The pamphlet about Cheryl would impress,him,4.698385238647461
About,would impress,553,553_M_his,m,Match,poss,The pamphlet about Jeffrey would impress,his,5.9715471267700195
About,would impress,553,553_F_his,f,Mismatch,poss,The pamphlet about Cheryl would impress,his,6.600924015045166
About,had bored,554,554_M_him,m,Match,obj,The brochure about Richard had bored,him,2.6218175888061523
About,had bored,554,554_F_him,f,Mismatch,obj,The brochure about Marie had bored,him,2.641542911529541
About,had bored,554,554_M_his,m,Match,poss,The brochure about Richard had bored,his,6.340632915496826
About,had bored,554,554_F_his,f,Mismatch,poss,The brochure about Marie had bored,his,7.616337776184082
About,alarmed,555,555_M_him,m,Match,obj,The play about William alarmed,him,3.2860918045043945
About,alarmed,555,555_F_him,f,Mismatch,obj,The play about Sarah alarmed,him,4.363434314727783
About,alarmed,555,555_M_his,m,Match,poss,The play about William alarmed,his,4.622135639190674
About,alarmed,555,555_F_his,f,Mismatch,poss,The play about Sarah alarmed,his,5.917226791381836
About,had astounded,556,556_M_him,m,Match,obj,The movie about Charles had astounded,him,3.555898904800415
About,had astounded,556,556_F_him,f,Mismatch,obj,The movie about Renee had astounded,him,4.4855146408081055
About,had astounded,556,556_M_his,m,Match,poss,The movie about Charles had astounded,his,6.707608699798584
About,had astounded,556,556_F_his,f,Mismatch,poss,The movie about Renee had astounded,his,8.173369407653809
About,bored,557,557_M_him,m,Match,obj,The newspaper article about Charles bored,him,2.9671525955200195
About,bored,557,557_F_him,f,Mismatch,obj,The newspaper article about Colleen bored,him,3.36794376373291
About,bored,557,557_M_his,m,Match,poss,The newspaper article about Charles bored,his,6.065920829772949
About,bored,557,557_F_his,f,Mismatch,poss,The newspaper article about Colleen bored,his,8.324973106384277
About,confuses,558,558_M_him,m,Match,obj,The story about Alan confuses,him,4.021954536437988
About,confuses,558,558_F_him,f,Mismatch,obj,The story about Kristen confuses,him,5.769852161407471
About,confuses,558,558_M_his,m,Match,poss,The story about Alan confuses,his,6.2867512702941895
About,confuses,558,558_F_his,f,Mismatch,poss,The story about Kristen confuses,his,7.960291385650635
About,isn't boring,559,559_M_him,m,Match,obj,The essay about Stephen isn't boring,him,13.921732902526855
About,isn't boring,559,559_F_him,f,Mismatch,obj,The essay about Cindy isn't boring,him,14.219901084899902
About,isn't boring,559,559_M_his,m,Match,poss,The essay about Stephen isn't boring,his,13.924498558044434
About,isn't boring,559,559_F_his,f,Mismatch,poss,The essay about Cindy isn't boring,his,14.354042053222656
About,didn't annoy,560,560_M_him,m,Match,obj,The report about Chad didn't annoy,him,2.9714877605438232
About,didn't annoy,560,560_F_him,f,Mismatch,obj,The report about Renee didn't annoy,him,3.4555885791778564
About,didn't annoy,560,560_M_his,m,Match,poss,The report about Chad didn't annoy,his,8.041349411010742
About,didn't annoy,560,560_F_his,f,Mismatch,poss,The report about Renee didn't annoy,his,9.025836944580078
About,can alarm,561,561_M_him,m,Match,obj,The documentary about that ex-husband can alarm,him,5.612997055053711
About,can alarm,561,561_F_him,f,Mismatch,obj,The documentary about Carla can alarm,him,8.152764320373535
About,can alarm,561,561_M_his,m,Match,poss,The documentary about that ex-husband can alarm,his,5.182661533355713
About,can alarm,561,561_F_his,f,Mismatch,poss,The documentary about Carla can alarm,his,7.8092498779296875
About,hadn't hurt,562,562_M_him,m,Match,obj,The commentary about Brett hadn't hurt,him,2.4160678386688232
About,hadn't hurt,562,562_F_him,f,Mismatch,obj,The commentary about Grace hadn't hurt,him,4.863206386566162
About,hadn't hurt,562,562_M_his,m,Match,poss,The commentary about Brett hadn't hurt,his,3.1189472675323486
About,hadn't hurt,562,562_F_his,f,Mismatch,poss,The commentary about Grace hadn't hurt,his,5.160699367523193
About,was worrying,563,563_M_him,m,Match,obj,The show about this nephew was worrying,him,4.0717034339904785
About,was worrying,563,563_F_him,f,Mismatch,obj,The show about Martha was worrying,him,5.299211025238037
About,was worrying,563,563_M_his,m,Match,poss,The show about this nephew was worrying,his,8.013416290283203
About,was worrying,563,563_F_his,f,Mismatch,poss,The show about Martha was worrying,his,10.089706420898438
About,embarrasses,564,564_M_him,m,Match,obj,The book about that father embarrasses,him,2.8142125606536865
About,embarrasses,564,564_F_him,f,Mismatch,obj,The book about Anne embarrasses,him,3.408539295196533
About,embarrasses,564,564_M_his,m,Match,poss,The book about that father embarrasses,his,4.967857837677002
About,embarrasses,564,564_F_his,f,Mismatch,poss,The book about Anne embarrasses,his,6.335716724395752
About,was disturbing,565,565_M_him,m,Match,obj,The pamphlet about Rodney was disturbing,him,9.880867958068848
About,was disturbing,565,565_F_him,f,Mismatch,obj,The pamphlet about Stephanie was disturbing,him,10.586089134216309
About,was disturbing,565,565_M_his,m,Match,poss,The pamphlet about Rodney was disturbing,his,11.017206192016602
About,was disturbing,565,565_F_his,f,Mismatch,poss,The pamphlet about Stephanie was disturbing,his,12.044816017150879
About,isn't worrying,566,566_M_him,m,Match,obj,The brochure about Kevin isn't worrying,him,3.6539790630340576
About,isn't worrying,566,566_F_him,f,Mismatch,obj,The brochure about Danielle isn't worrying,him,5.109284400939941
About,isn't worrying,566,566_M_his,m,Match,poss,The brochure about Kevin isn't worrying,his,8.032264709472656
About,isn't worrying,566,566_F_his,f,Mismatch,poss,The brochure about Danielle isn't worrying,his,9.618793487548828
About,had bothered,567,567_M_him,m,Match,obj,The play about Walter had bothered,him,2.2437455654144287
About,had bothered,567,567_F_him,f,Mismatch,obj,The play about the sister had bothered,him,2.1865739822387695
About,had bothered,567,567_M_his,m,Match,poss,The play about Walter had bothered,his,7.369448184967041
About,had bothered,567,567_F_his,f,Mismatch,poss,The play about the sister had bothered,his,7.434670925140381
About,aggravated,568,568_M_him,m,Match,obj,The movie about Bradley aggravated,him,3.2052574157714844
About,aggravated,568,568_F_him,f,Mismatch,obj,The movie about Bethany aggravated,him,4.815835475921631
About,aggravated,568,568_M_his,m,Match,poss,The movie about Bradley aggravated,his,4.253137111663818
About,aggravated,568,568_F_his,f,Mismatch,poss,The movie about Bethany aggravated,his,5.860863208770752
About,isn't astounding,569,569_M_him,m,Match,obj,The newspaper article about Randolf isn't astounding,him,15.566967964172363
About,isn't astounding,569,569_F_him,f,Mismatch,obj,The newspaper article about Tara isn't astounding,him,15.714442253112793
About,isn't astounding,569,569_M_his,m,Match,poss,The newspaper article about Randolf isn't astounding,his,14.264880180358887
About,isn't astounding,569,569_F_his,f,Mismatch,poss,The newspaper article about Tara isn't astounding,his,14.648664474487305
About,alarms,570,570_M_him,m,Match,obj,The story about that boy alarms,him,3.8791375160217285
About,alarms,570,570_F_him,f,Mismatch,obj,The story about Marie alarms,him,3.5490787029266357
About,alarms,570,570_M_his,m,Match,poss,The story about that boy alarms,his,7.026296138763428
About,alarms,570,570_F_his,f,Mismatch,poss,The story about Marie alarms,his,8.02722454071045
About,scares,571,571_M_him,m,Match,obj,The essay about Daniel scares,him,4.679211139678955
About,scares,571,571_F_him,f,Mismatch,obj,The essay about Heather scares,him,5.9383344650268555
About,scares,571,571_M_his,m,Match,poss,The essay about Daniel scares,his,8.161033630371094
About,scares,571,571_F_his,f,Mismatch,poss,The essay about Heather scares,his,9.563457489013672
About,helps,572,572_M_him,m,Match,obj,The report about Benjamin helps,him,5.901317596435547
About,helps,572,572_F_him,f,Mismatch,obj,The report about Jill helps,him,6.525298118591309
About,helps,572,572_M_his,m,Match,poss,The report about Benjamin helps,his,7.410496234893799
About,helps,572,572_F_his,f,Mismatch,poss,The report about Jill helps,his,8.159629821777344
About,was worrying,573,573_M_him,m,Match,obj,The documentary about David was worrying,him,4.531895160675049
About,was worrying,573,573_F_him,f,Mismatch,obj,The documentary about Judy was worrying,him,5.598708152770996
About,was worrying,573,573_M_his,m,Match,poss,The documentary about David was worrying,his,8.592487335205078
About,was worrying,573,573_F_his,f,Mismatch,poss,The documentary about Judy was worrying,his,9.893856048583984
