exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,gpt3_surp
OneEmbedding,might shout,describes,492,492_MF_his,mf,MatchMismatch,poss,The grandson might shout that Kristen describes,his,4.043075084686279
OneEmbedding,might shout,describes,492,492_FM_his,fm,MismatchMatch,poss,Barbara might shout that Christopher describes,his,3.577239513397217
OneEmbedding,might shout,describes,492,492_FF_his,ff,MismatchMismatch,poss,Barbara might shout that Kristen describes,his,8.037864685058594
OneEmbedding,did suggest,isn't leaving,493,493_MM_him,mm,MatchMatch,obj,Jason did suggest that Travis isn't leaving,him,6.660462379455566
OneEmbedding,did suggest,isn't leaving,493,493_MF_him,mf,MatchMismatch,obj,Jason did suggest that Marie isn't leaving,him,5.846442699432373
OneEmbedding,did suggest,isn't leaving,493,493_FM_him,fm,MismatchMatch,obj,Wendy did suggest that Travis isn't leaving,him,10.807903289794922
OneEmbedding,did suggest,isn't leaving,493,493_FF_him,ff,MismatchMismatch,obj,Wendy did suggest that Marie isn't leaving,him,9.590685844421387
OneEmbedding,did suggest,isn't leaving,493,493_MM_his,mm,MatchMatch,poss,Jason did suggest that Travis isn't leaving,his,5.6898322105407715
OneEmbedding,did suggest,isn't leaving,493,493_MF_his,mf,MatchMismatch,poss,Jason did suggest that Marie isn't leaving,his,7.40222692489624
OneEmbedding,did suggest,isn't leaving,493,493_FM_his,fm,MismatchMatch,poss,Wendy did suggest that Travis isn't leaving,his,5.4525933265686035
OneEmbedding,did suggest,isn't leaving,493,493_FF_his,ff,MismatchMismatch,poss,Wendy did suggest that Marie isn't leaving,his,11.370528221130371
OneEmbedding,did learn,did overwhelm,494,494_MM_him,mm,MatchMatch,obj,Richard did learn that Robert did overwhelm,him,4.334106922149658
OneEmbedding,did learn,did overwhelm,494,494_MF_him,mf,MatchMismatch,obj,Richard did learn that Wendy did overwhelm,him,2.482645273208618
OneEmbedding,did learn,did overwhelm,494,494_FM_him,fm,MismatchMatch,obj,Ella did learn that Robert did overwhelm,him,7.986423492431641
OneEmbedding,did learn,did overwhelm,494,494_FF_him,ff,MismatchMismatch,obj,Ella did learn that Wendy did overwhelm,him,5.286394119262695
OneEmbedding,did learn,did overwhelm,494,494_MM_his,mm,MatchMatch,poss,Richard did learn that Robert did overwhelm,his,3.1975858211517334
OneEmbedding,did learn,did overwhelm,494,494_MF_his,mf,MatchMismatch,poss,Richard did learn that Wendy did overwhelm,his,4.826848030090332
OneEmbedding,did learn,did overwhelm,494,494_FM_his,fm,MismatchMatch,poss,Ella did learn that Robert did overwhelm,his,3.6018600463867188
OneEmbedding,did learn,did overwhelm,494,494_FF_his,ff,MismatchMismatch,poss,Ella did learn that Wendy did overwhelm,his,8.297601699829102
OneEmbedding,would conclude,might reference,495,495_MM_him,mm,MatchMatch,obj,Daniel would conclude that Benjamin might reference,him,5.9545416831970215
OneEmbedding,would conclude,might reference,495,495_MF_him,mf,MatchMismatch,obj,Daniel would conclude that Nina might reference,him,4.783337593078613
OneEmbedding,would conclude,might reference,495,495_FM_him,fm,MismatchMatch,obj,Kristen would conclude that Benjamin might reference,him,8.370514869689941
OneEmbedding,would conclude,might reference,495,495_FF_him,ff,MismatchMismatch,obj,Kristen would conclude that Nina might reference,him,7.991162300109863
OneEmbedding,would conclude,might reference,495,495_MM_his,mm,MatchMatch,poss,Daniel would conclude that Benjamin might reference,his,5.316122055053711
OneEmbedding,would conclude,might reference,495,495_MF_his,mf,MatchMismatch,poss,Daniel would conclude that Nina might reference,his,4.619852542877197
OneEmbedding,would conclude,might reference,495,495_FM_his,fm,MismatchMatch,poss,Kristen would conclude that Benjamin might reference,his,3.98435378074646
OneEmbedding,would conclude,might reference,495,495_FF_his,ff,MismatchMismatch,poss,Kristen would conclude that Nina might reference,his,8.8652982711792
OneEmbedding,wasn't hating,investigated,496,496_MM_him,mm,MatchMatch,obj,Bill wasn't hating that Carl investigated,him,2.622722625732422
OneEmbedding,wasn't hating,investigated,496,496_MF_him,mf,MatchMismatch,obj,Bill wasn't hating that Sharon investigated,him,1.6412872076034546
OneEmbedding,wasn't hating,investigated,496,496_FM_him,fm,MismatchMatch,obj,Ellen wasn't hating that Carl investigated,him,8.175615310668945
OneEmbedding,wasn't hating,investigated,496,496_FF_him,ff,MismatchMismatch,obj,Ellen wasn't hating that Sharon investigated,him,8.718178749084473
OneEmbedding,wasn't hating,investigated,496,496_MM_his,mm,MatchMatch,poss,Bill wasn't hating that Carl investigated,his,2.4078593254089355
OneEmbedding,wasn't hating,investigated,496,496_MF_his,mf,MatchMismatch,poss,Bill wasn't hating that Sharon investigated,his,2.0235352516174316
OneEmbedding,wasn't hating,investigated,496,496_FM_his,fm,MismatchMatch,poss,Ellen wasn't hating that Carl investigated,his,5.307253837585449
OneEmbedding,wasn't hating,investigated,496,496_FF_his,ff,MismatchMismatch,poss,Ellen wasn't hating that Sharon investigated,his,8.889169692993164
OneEmbedding,wouldn't admit,listens to,497,497_MM_him,mm,MatchMatch,obj,The son wouldn't admit that the nephew listens to,him,3.358398675918579
OneEmbedding,wouldn't admit,listens to,497,497_MF_him,mf,MatchMismatch,obj,The son wouldn't admit that Sheila listens to,him,3.5890212059020996
OneEmbedding,wouldn't admit,listens to,497,497_FM_him,fm,MismatchMatch,obj,Christina wouldn't admit that the nephew listens to,him,6.989395618438721
OneEmbedding,wouldn't admit,listens to,497,497_FF_him,ff,MismatchMismatch,obj,Christina wouldn't admit that Sheila listens to,him,11.444035530090332
OneEmbedding,wouldn't admit,listens to,497,497_MM_his,mm,MatchMatch,poss,The son wouldn't admit that the nephew listens to,his,3.3594751358032227
OneEmbedding,wouldn't admit,listens to,497,497_MF_his,mf,MatchMismatch,poss,The son wouldn't admit that Sheila listens to,his,3.3678293228149414
OneEmbedding,wouldn't admit,listens to,497,497_FM_his,fm,MismatchMatch,poss,Christina wouldn't admit that the nephew listens to,his,3.7510032653808594
OneEmbedding,wouldn't admit,listens to,497,497_FF_his,ff,MismatchMismatch,poss,Christina wouldn't admit that Sheila listens to,his,11.988802909851074
OneEmbedding,reveals,did talk to,498,498_MM_him,mm,MatchMatch,obj,Todd reveals that Gregory did talk to,him,1.60193932056427
OneEmbedding,reveals,did talk to,498,498_MF_him,mf,MatchMismatch,obj,Todd reveals that April did talk to,him,1.6248449087142944
OneEmbedding,reveals,did talk to,498,498_FM_him,fm,MismatchMatch,obj,Elaine reveals that Gregory did talk to,him,6.819422245025635
OneEmbedding,reveals,did talk to,498,498_FF_him,ff,MismatchMismatch,obj,Elaine reveals that April did talk to,him,9.53888988494873
OneEmbedding,reveals,did talk to,498,498_MM_his,mm,MatchMatch,poss,Todd reveals that Gregory did talk to,his,4.631927967071533
OneEmbedding,reveals,did talk to,498,498_MF_his,mf,MatchMismatch,poss,Todd reveals that April did talk to,his,6.520430564880371
OneEmbedding,reveals,did talk to,498,498_FM_his,fm,MismatchMatch,poss,Elaine reveals that Gregory did talk to,his,4.863894939422607
OneEmbedding,reveals,did talk to,498,498_FF_his,ff,MismatchMismatch,poss,Elaine reveals that April did talk to,his,11.283286094665527
OneEmbedding,claims,visits,499,499_MM_him,mm,MatchMatch,obj,Robert claims that Charles visits,him,1.892210602760315
OneEmbedding,claims,visits,499,499_MF_him,mf,MatchMismatch,obj,Robert claims that Debra visits,him,1.957409143447876
OneEmbedding,claims,visits,499,499_FM_him,fm,MismatchMatch,obj,Holly claims that Charles visits,him,7.914896011352539
OneEmbedding,claims,visits,499,499_FF_him,ff,MismatchMismatch,obj,Holly claims that Debra visits,him,7.03336238861084
OneEmbedding,claims,visits,499,499_MM_his,mm,MatchMatch,poss,Robert claims that Charles visits,his,2.6901791095733643
OneEmbedding,claims,visits,499,499_MF_his,mf,MatchMismatch,poss,Robert claims that Debra visits,his,2.789016008377075
OneEmbedding,claims,visits,499,499_FM_his,fm,MismatchMatch,poss,Holly claims that Charles visits,his,5.978941917419434
OneEmbedding,claims,visits,499,499_FF_his,ff,MismatchMismatch,poss,Holly claims that Debra visits,his,8.495715141296387
OneEmbedding,has hated,shouldn't hire,500,500_MM_him,mm,MatchMatch,obj,Rodney has hated that Marcus shouldn't hire,him,3.5933706760406494
OneEmbedding,has hated,shouldn't hire,500,500_MF_him,mf,MatchMismatch,obj,Rodney has hated that Dana shouldn't hire,him,3.6897943019866943
OneEmbedding,has hated,shouldn't hire,500,500_FM_him,fm,MismatchMatch,obj,This wife has hated that Marcus shouldn't hire,him,8.091320037841797
OneEmbedding,has hated,shouldn't hire,500,500_FF_him,ff,MismatchMismatch,obj,This wife has hated that Dana shouldn't hire,him,6.153799057006836
OneEmbedding,has hated,shouldn't hire,500,500_MM_his,mm,MatchMatch,poss,Rodney has hated that Marcus shouldn't hire,his,5.483921527862549
OneEmbedding,has hated,shouldn't hire,500,500_MF_his,mf,MatchMismatch,poss,Rodney has hated that Dana shouldn't hire,his,5.148177146911621
OneEmbedding,has hated,shouldn't hire,500,500_FM_his,fm,MismatchMatch,poss,This wife has hated that Marcus shouldn't hire,his,6.2322916984558105
OneEmbedding,has hated,shouldn't hire,500,500_FF_his,ff,MismatchMismatch,poss,This wife has hated that Dana shouldn't hire,his,6.449746131896973
OneEmbedding,wasn't thinking,hadn't complained about,501,501_MM_him,mm,MatchMatch,obj,Brad wasn't thinking that Richard hadn't complained about,him,4.7756218910217285
OneEmbedding,wasn't thinking,hadn't complained about,501,501_MF_him,mf,MatchMismatch,obj,Brad wasn't thinking that the sister hadn't complained about,him,3.9666810035705566
OneEmbedding,wasn't thinking,hadn't complained about,501,501_FM_him,fm,MismatchMatch,obj,Denise wasn't thinking that Richard hadn't complained about,him,9.62158203125
OneEmbedding,wasn't thinking,hadn't complained about,501,501_FF_him,ff,MismatchMismatch,obj,Denise wasn't thinking that the sister hadn't complained about,him,6.5921783447265625
OneEmbedding,wasn't thinking,hadn't complained about,501,501_MM_his,mm,MatchMatch,poss,Brad wasn't thinking that Richard hadn't complained about,his,2.647954225540161
OneEmbedding,wasn't thinking,hadn't complained about,501,501_MF_his,mf,MatchMismatch,poss,Brad wasn't thinking that the sister hadn't complained about,his,4.5173821449279785
OneEmbedding,wasn't thinking,hadn't complained about,501,501_FM_his,fm,MismatchMatch,poss,Denise wasn't thinking that Richard hadn't complained about,his,3.0950992107391357
OneEmbedding,wasn't thinking,hadn't complained about,501,501_FF_his,ff,MismatchMismatch,poss,Denise wasn't thinking that the sister hadn't complained about,his,7.655974388122559
OneEmbedding,is believing,hasn't listened to,502,502_MM_him,mm,MatchMatch,obj,That grandfather is believing that Jeffrey hasn't listened to,him,2.114492177963257
OneEmbedding,is believing,hasn't listened to,502,502_MF_him,mf,MatchMismatch,obj,That grandfather is believing that Wendy hasn't listened to,him,1.7647292613983154
OneEmbedding,is believing,hasn't listened to,502,502_FM_him,fm,MismatchMatch,obj,Tamara is believing that Jeffrey hasn't listened to,him,11.323580741882324
OneEmbedding,is believing,hasn't listened to,502,502_FF_him,ff,MismatchMismatch,obj,Tamara is believing that Wendy hasn't listened to,him,15.240072250366211
OneEmbedding,is believing,hasn't listened to,502,502_MM_his,mm,MatchMatch,poss,That grandfather is believing that Jeffrey hasn't listened to,his,2.542720079421997
OneEmbedding,is believing,hasn't listened to,502,502_MF_his,mf,MatchMismatch,poss,That grandfather is believing that Wendy hasn't listened to,his,2.01092529296875
OneEmbedding,is believing,hasn't listened to,502,502_FM_his,fm,MismatchMatch,poss,Tamara is believing that Jeffrey hasn't listened to,his,7.604330062866211
OneEmbedding,is believing,hasn't listened to,502,502_FF_his,ff,MismatchMismatch,poss,Tamara is believing that Wendy hasn't listened to,his,15.880361557006836
OneEmbedding,had hated,stunned,503,503_MM_him,mm,MatchMatch,obj,Marcus had hated that Bill stunned,him,1.194074034690857
OneEmbedding,had hated,stunned,503,503_MF_him,mf,MatchMismatch,obj,Marcus had hated that Connie stunned,him,1.2751554250717163
OneEmbedding,had hated,stunned,503,503_FM_him,fm,MismatchMatch,obj,Brenda had hated that Bill stunned,him,6.075667381286621
OneEmbedding,had hated,stunned,503,503_FF_him,ff,MismatchMismatch,obj,Brenda had hated that Connie stunned,him,7.482006072998047
OneEmbedding,had hated,stunned,503,503_MM_his,mm,MatchMatch,poss,Marcus had hated that Bill stunned,his,4.11582088470459
OneEmbedding,had hated,stunned,503,503_MF_his,mf,MatchMismatch,poss,Marcus had hated that Connie stunned,his,4.133633136749268
OneEmbedding,had hated,stunned,503,503_FM_his,fm,MismatchMatch,poss,Brenda had hated that Bill stunned,his,6.012824535369873
OneEmbedding,had hated,stunned,503,503_FF_his,ff,MismatchMismatch,poss,Brenda had hated that Connie stunned,his,9.484132766723633
OneEmbedding,isn't discovering,hasn't returned to,504,504_MM_him,mm,MatchMatch,obj,Daniel isn't discovering that the brother hasn't returned to,him,6.4344162940979
OneEmbedding,isn't discovering,hasn't returned to,504,504_MF_him,mf,MatchMismatch,obj,Daniel isn't discovering that Kendra hasn't returned to,him,5.450057029724121
OneEmbedding,isn't discovering,hasn't returned to,504,504_FM_him,fm,MismatchMatch,obj,Dana isn't discovering that the brother hasn't returned to,him,10.375246047973633
OneEmbedding,isn't discovering,hasn't returned to,504,504_FF_him,ff,MismatchMismatch,obj,Dana isn't discovering that Kendra hasn't returned to,him,11.166280746459961
OneEmbedding,isn't discovering,hasn't returned to,504,504_MM_his,mm,MatchMatch,poss,Daniel isn't discovering that the brother hasn't returned to,his,2.771223545074463
OneEmbedding,isn't discovering,hasn't returned to,504,504_MF_his,mf,MatchMismatch,poss,Daniel isn't discovering that Kendra hasn't returned to,his,3.8123507499694824
OneEmbedding,isn't discovering,hasn't returned to,504,504_FM_his,fm,MismatchMatch,poss,Dana isn't discovering that the brother hasn't returned to,his,3.0239129066467285
OneEmbedding,isn't discovering,hasn't returned to,504,504_FF_his,ff,MismatchMismatch,poss,Dana isn't discovering that Kendra hasn't returned to,his,7.912322044372559
OneEmbedding,insisted,heals,505,505_MM_him,mm,MatchMatch,obj,Omar insisted that that man heals,him,5.818583011627197
OneEmbedding,insisted,heals,505,505_MF_him,mf,MatchMismatch,obj,Omar insisted that Claire heals,him,4.2257890701293945
OneEmbedding,insisted,heals,505,505_FM_him,fm,MismatchMatch,obj,Maria insisted that that man heals,him,7.002664566040039
OneEmbedding,insisted,heals,505,505_FF_him,ff,MismatchMismatch,obj,Maria insisted that Claire heals,him,6.818514347076416
OneEmbedding,insisted,heals,505,505_MM_his,mm,MatchMatch,poss,Omar insisted that that man heals,his,3.657128095626831
OneEmbedding,insisted,heals,505,505_MF_his,mf,MatchMismatch,poss,Omar insisted that Claire heals,his,3.5192766189575195
OneEmbedding,insisted,heals,505,505_FM_his,fm,MismatchMatch,poss,Maria insisted that that man heals,his,3.194883108139038
OneEmbedding,insisted,heals,505,505_FF_his,ff,MismatchMismatch,poss,Maria insisted that Claire heals,his,6.402320861816406
OneEmbedding,dislikes,did hire,506,506_MM_him,mm,MatchMatch,obj,This guy dislikes that the boyfriend did hire,him,5.29453182220459
OneEmbedding,dislikes,did hire,506,506_MF_him,mf,MatchMismatch,obj,This guy dislikes that Karen did hire,him,3.7632315158843994
OneEmbedding,dislikes,did hire,506,506_FM_him,fm,MismatchMatch,obj,That mother dislikes that the boyfriend did hire,him,7.453683853149414
OneEmbedding,dislikes,did hire,506,506_FF_him,ff,MismatchMismatch,obj,That mother dislikes that Karen did hire,him,6.528113842010498
OneEmbedding,dislikes,did hire,506,506_MM_his,mm,MatchMatch,poss,This guy dislikes that the boyfriend did hire,his,5.820415496826172
OneEmbedding,dislikes,did hire,506,506_MF_his,mf,MatchMismatch,poss,This guy dislikes that Karen did hire,his,5.463476181030273
OneEmbedding,dislikes,did hire,506,506_FM_his,fm,MismatchMatch,poss,That mother dislikes that the boyfriend did hire,his,6.442474365234375
OneEmbedding,dislikes,did hire,506,506_FF_his,ff,MismatchMismatch,poss,That mother dislikes that Karen did hire,his,8.442038536071777
OneEmbedding,concealed,had shocked,507,507_MM_him,mm,MatchMatch,obj,Gerald concealed that Omar had shocked,him,0.8114107251167297
OneEmbedding,concealed,had shocked,507,507_MF_him,mf,MatchMismatch,obj,Gerald concealed that Dana had shocked,him,0.7036860585212708
OneEmbedding,concealed,had shocked,507,507_FM_him,fm,MismatchMatch,obj,Stephanie concealed that Omar had shocked,him,8.191659927368164
OneEmbedding,concealed,had shocked,507,507_FF_him,ff,MismatchMismatch,obj,Stephanie concealed that Dana had shocked,him,8.18870735168457
OneEmbedding,concealed,had shocked,507,507_MM_his,mm,MatchMatch,poss,Gerald concealed that Omar had shocked,his,5.0016188621521
OneEmbedding,concealed,had shocked,507,507_MF_his,mf,MatchMismatch,poss,Gerald concealed that Dana had shocked,his,4.752274513244629
OneEmbedding,concealed,had shocked,507,507_FM_his,fm,MismatchMatch,poss,Stephanie concealed that Omar had shocked,his,6.144663333892822
OneEmbedding,concealed,had shocked,507,507_FF_his,ff,MismatchMismatch,poss,Stephanie concealed that Dana had shocked,his,9.654108047485352
OneEmbedding,didn't learn,visits,508,508_MM_him,mm,MatchMatch,obj,Timothy didn't learn that this grandson visits,him,3.8756885528564453
OneEmbedding,didn't learn,visits,508,508_MF_him,mf,MatchMismatch,obj,Timothy didn't learn that Jacqueline visits,him,5.436000347137451
OneEmbedding,didn't learn,visits,508,508_FM_him,fm,MismatchMatch,obj,Melissa didn't learn that this grandson visits,him,9.021894454956055
OneEmbedding,didn't learn,visits,508,508_FF_him,ff,MismatchMismatch,obj,Melissa didn't learn that Jacqueline visits,him,9.637300491333008
OneEmbedding,didn't learn,visits,508,508_MM_his,mm,MatchMatch,poss,Timothy didn't learn that this grandson visits,his,2.1192808151245117
OneEmbedding,didn't learn,visits,508,508_MF_his,mf,MatchMismatch,poss,Timothy didn't learn that Jacqueline visits,his,3.7294063568115234
OneEmbedding,didn't learn,visits,508,508_FM_his,fm,MismatchMatch,poss,Melissa didn't learn that this grandson visits,his,2.04421329498291
OneEmbedding,didn't learn,visits,508,508_FF_his,ff,MismatchMismatch,poss,Melissa didn't learn that Jacqueline visits,his,8.629044532775879
OneEmbedding,loved,hasn't kissed,509,509_MM_him,mm,MatchMatch,obj,David loved that Joseph hasn't kissed,him,0.5933225750923157
OneEmbedding,loved,hasn't kissed,509,509_MF_him,mf,MatchMismatch,obj,David loved that Renee hasn't kissed,him,1.7322404384613037
OneEmbedding,loved,hasn't kissed,509,509_FM_him,fm,MismatchMatch,obj,Ella loved that Joseph hasn't kissed,him,10.537869453430176
OneEmbedding,loved,hasn't kissed,509,509_FF_him,ff,MismatchMismatch,obj,Ella loved that Renee hasn't kissed,him,6.086367130279541
OneEmbedding,loved,hasn't kissed,509,509_MM_his,mm,MatchMatch,poss,David loved that Joseph hasn't kissed,his,6.449088096618652
OneEmbedding,loved,hasn't kissed,509,509_MF_his,mf,MatchMismatch,poss,David loved that Renee hasn't kissed,his,8.129934310913086
OneEmbedding,loved,hasn't kissed,509,509_FM_his,fm,MismatchMatch,poss,Ella loved that Joseph hasn't kissed,his,10.375774383544922
OneEmbedding,loved,hasn't kissed,509,509_FF_his,ff,MismatchMismatch,poss,Ella loved that Renee hasn't kissed,his,9.532050132751465
OneEmbedding,didn't dislike,questions,510,510_MM_him,mm,MatchMatch,obj,Vincent didn't dislike that Craig questions,him,1.417790412902832
OneEmbedding,didn't dislike,questions,510,510_MF_him,mf,MatchMismatch,obj,Vincent didn't dislike that this woman questions,him,0.9241571426391602
OneEmbedding,didn't dislike,questions,510,510_FM_him,fm,MismatchMatch,obj,Denise didn't dislike that Craig questions,him,9.062126159667969
OneEmbedding,didn't dislike,questions,510,510_FF_him,ff,MismatchMismatch,obj,Denise didn't dislike that this woman questions,him,6.766266822814941
OneEmbedding,didn't dislike,questions,510,510_MM_his,mm,MatchMatch,poss,Vincent didn't dislike that Craig questions,his,1.8906190395355225
OneEmbedding,didn't dislike,questions,510,510_MF_his,mf,MatchMismatch,poss,Vincent didn't dislike that this woman questions,his,2.251772403717041
OneEmbedding,didn't dislike,questions,510,510_FM_his,fm,MismatchMatch,poss,Denise didn't dislike that Craig questions,his,6.074860572814941
OneEmbedding,didn't dislike,questions,510,510_FF_his,ff,MismatchMismatch,poss,Denise didn't dislike that this woman questions,his,6.617926597595215
OneEmbedding,dislikes,had astounded,511,511_MM_him,mm,MatchMatch,obj,Stephen dislikes that Liam had astounded,him,1.5966700315475464
OneEmbedding,dislikes,had astounded,511,511_MF_him,mf,MatchMismatch,obj,Stephen dislikes that that actress had astounded,him,4.314235210418701
OneEmbedding,dislikes,had astounded,511,511_FM_him,fm,MismatchMatch,obj,Eva dislikes that Liam had astounded,him,5.325262546539307
OneEmbedding,dislikes,had astounded,511,511_FF_him,ff,MismatchMismatch,obj,Eva dislikes that that actress had astounded,him,5.151110649108887
OneEmbedding,dislikes,had astounded,511,511_MM_his,mm,MatchMatch,poss,Stephen dislikes that Liam had astounded,his,4.465795993804932
OneEmbedding,dislikes,had astounded,511,511_MF_his,mf,MatchMismatch,poss,Stephen dislikes that that actress had astounded,his,5.5545430183410645
OneEmbedding,dislikes,had astounded,511,511_FM_his,fm,MismatchMatch,poss,Eva dislikes that Liam had astounded,his,5.073625087738037
OneEmbedding,dislikes,had astounded,511,511_FF_his,ff,MismatchMismatch,poss,Eva dislikes that that actress had astounded,his,7.661917686462402
OneEmbedding,hadn't learned,was talking to,512,512_MM_him,mm,MatchMatch,obj,Theodore hadn't learned that Dan was talking to,him,4.506920337677002
OneEmbedding,hadn't learned,was talking to,512,512_MF_him,mf,MatchMismatch,obj,Theodore hadn't learned that Leslie was talking to,him,4.112705707550049
OneEmbedding,hadn't learned,was talking to,512,512_FM_him,fm,MismatchMatch,obj,This daughter hadn't learned that Dan was talking to,him,8.06900405883789
OneEmbedding,hadn't learned,was talking to,512,512_FF_him,ff,MismatchMismatch,obj,This daughter hadn't learned that Leslie was talking to,him,6.511442184448242
OneEmbedding,hadn't learned,was talking to,512,512_MM_his,mm,MatchMatch,poss,Theodore hadn't learned that Dan was talking to,his,3.6662230491638184
OneEmbedding,hadn't learned,was talking to,512,512_MF_his,mf,MatchMismatch,poss,Theodore hadn't learned that Leslie was talking to,his,3.919992208480835
OneEmbedding,hadn't learned,was talking to,512,512_FM_his,fm,MismatchMatch,poss,This daughter hadn't learned that Dan was talking to,his,3.659905433654785
OneEmbedding,hadn't learned,was talking to,512,512_FF_his,ff,MismatchMismatch,poss,This daughter hadn't learned that Leslie was talking to,his,6.379919528961182
OneEmbedding,denies,won't examine,513,513_MM_him,mm,MatchMatch,obj,Walter denies that Randolf won't examine,him,4.5725250244140625
OneEmbedding,denies,won't examine,513,513_MF_him,mf,MatchMismatch,obj,Walter denies that Heidi won't examine,him,3.2037224769592285
OneEmbedding,denies,won't examine,513,513_FM_him,fm,MismatchMatch,obj,Donna denies that Randolf won't examine,him,7.924280643463135
OneEmbedding,denies,won't examine,513,513_FF_him,ff,MismatchMismatch,obj,Donna denies that Heidi won't examine,him,6.770712852478027
OneEmbedding,denies,won't examine,513,513_MM_his,mm,MatchMatch,poss,Walter denies that Randolf won't examine,his,3.8597729206085205
OneEmbedding,denies,won't examine,513,513_MF_his,mf,MatchMismatch,poss,Walter denies that Heidi won't examine,his,3.4372804164886475
OneEmbedding,denies,won't examine,513,513_FM_his,fm,MismatchMatch,poss,Donna denies that Randolf won't examine,his,4.463749885559082
OneEmbedding,denies,won't examine,513,513_FF_his,ff,MismatchMismatch,poss,Donna denies that Heidi won't examine,his,8.243586540222168
OneEmbedding,couldn't say,couldn't forgive,514,514_MM_him,mm,MatchMatch,obj,Walter couldn't say that this guy couldn't forgive,him,1.7273606061935425
OneEmbedding,couldn't say,couldn't forgive,514,514_MF_him,mf,MatchMismatch,obj,Walter couldn't say that Paula couldn't forgive,him,0.753724217414856
OneEmbedding,couldn't say,couldn't forgive,514,514_FM_him,fm,MismatchMatch,obj,Grace couldn't say that this guy couldn't forgive,him,5.323907852172852
OneEmbedding,couldn't say,couldn't forgive,514,514_FF_him,ff,MismatchMismatch,obj,Grace couldn't say that Paula couldn't forgive,him,5.3462748527526855
OneEmbedding,couldn't say,couldn't forgive,514,514_MM_his,mm,MatchMatch,poss,Walter couldn't say that this guy couldn't forgive,his,4.169693946838379
OneEmbedding,couldn't say,couldn't forgive,514,514_MF_his,mf,MatchMismatch,poss,Walter couldn't say that Paula couldn't forgive,his,5.026438236236572
OneEmbedding,couldn't say,couldn't forgive,514,514_FM_his,fm,MismatchMatch,poss,Grace couldn't say that this guy couldn't forgive,his,4.563549518585205
OneEmbedding,couldn't say,couldn't forgive,514,514_FF_his,ff,MismatchMismatch,poss,Grace couldn't say that Paula couldn't forgive,his,9.286556243896484
OneEmbedding,imagines,could confuse,515,515_MM_him,mm,MatchMatch,obj,Todd imagines that Jeffrey could confuse,him,4.081244945526123
OneEmbedding,imagines,could confuse,515,515_MF_him,mf,MatchMismatch,obj,Todd imagines that Emily could confuse,him,2.8493258953094482
OneEmbedding,imagines,could confuse,515,515_FM_him,fm,MismatchMatch,obj,Andrea imagines that Jeffrey could confuse,him,5.2382073402404785
OneEmbedding,imagines,could confuse,515,515_FF_him,ff,MismatchMismatch,obj,Andrea imagines that Emily could confuse,him,8.001911163330078
OneEmbedding,imagines,could confuse,515,515_MM_his,mm,MatchMatch,poss,Todd imagines that Jeffrey could confuse,his,3.2537448406219482
OneEmbedding,imagines,could confuse,515,515_MF_his,mf,MatchMismatch,poss,Todd imagines that Emily could confuse,his,3.5078539848327637
OneEmbedding,imagines,could confuse,515,515_FM_his,fm,MismatchMatch,poss,Andrea imagines that Jeffrey could confuse,his,3.1271374225616455
OneEmbedding,imagines,could confuse,515,515_FF_his,ff,MismatchMismatch,poss,Andrea imagines that Emily could confuse,his,8.813278198242188
OneEmbedding,wasn't complaining,talked to,516,516_MM_him,mm,MatchMatch,obj,Joseph wasn't complaining that Keith talked to,him,1.804262638092041
OneEmbedding,wasn't complaining,talked to,516,516_MF_him,mf,MatchMismatch,obj,Joseph wasn't complaining that Kathleen talked to,him,1.6564041376113892
OneEmbedding,wasn't complaining,talked to,516,516_FM_him,fm,MismatchMatch,obj,Stacey wasn't complaining that Keith talked to,him,7.714540958404541
OneEmbedding,wasn't complaining,talked to,516,516_FF_him,ff,MismatchMismatch,obj,Stacey wasn't complaining that Kathleen talked to,him,7.051065921783447
OneEmbedding,wasn't complaining,talked to,516,516_MM_his,mm,MatchMatch,poss,Joseph wasn't complaining that Keith talked to,his,3.4423234462738037
OneEmbedding,wasn't complaining,talked to,516,516_MF_his,mf,MatchMismatch,poss,Joseph wasn't complaining that Kathleen talked to,his,5.3096513748168945
OneEmbedding,wasn't complaining,talked to,516,516_FM_his,fm,MismatchMatch,poss,Stacey wasn't complaining that Keith talked to,his,4.852816581726074
OneEmbedding,wasn't complaining,talked to,516,516_FF_his,ff,MismatchMismatch,poss,Stacey wasn't complaining that Kathleen talked to,his,10.891847610473633
OneEmbedding,disliked,can appreciate,517,517_MM_him,mm,MatchMatch,obj,Gerald disliked that Theodore can appreciate,him,7.58004093170166
OneEmbedding,disliked,can appreciate,517,517_MF_him,mf,MatchMismatch,obj,Gerald disliked that Florence can appreciate,him,6.658610820770264
OneEmbedding,disliked,can appreciate,517,517_FM_him,fm,MismatchMatch,obj,Holly disliked that Theodore can appreciate,him,10.281286239624023
OneEmbedding,disliked,can appreciate,517,517_FF_him,ff,MismatchMismatch,obj,Holly disliked that Florence can appreciate,him,8.18294906616211
OneEmbedding,disliked,can appreciate,517,517_MM_his,mm,MatchMatch,poss,Gerald disliked that Theodore can appreciate,his,4.761682510375977
OneEmbedding,disliked,can appreciate,517,517_MF_his,mf,MatchMismatch,poss,Gerald disliked that Florence can appreciate,his,4.747322082519531
