exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-xl_surp
simple,chooses,551,551_F_him,f,Mismatch,obj,Leslie chooses,him,8.897855758666992
simple,chooses,551,551_F_his,f,Mismatch,poss,Leslie chooses,his,5.976672172546387
simple,found,552,552_M_him,m,Match,obj,Vincent found,him,6.7133259773254395
simple,found,552,552_M_his,m,Match,poss,Vincent found,his,5.099541664123535
simple,found,552,552_F_him,f,Mismatch,obj,Tara found,him,5.788328647613525
simple,found,552,552_F_his,f,Mismatch,poss,Tara found,his,5.518116474151611
simple,will complain about,553,553_M_him,m,Match,obj,Robert will complain about,him,6.860674858093262
simple,will complain about,553,553_M_his,m,Match,poss,Robert will complain about,his,4.477401256561279
simple,will complain about,553,553_F_him,f,Mismatch,obj,Kristen will complain about,him,7.002817630767822
simple,will complain about,553,553_F_his,f,Mismatch,poss,Kristen will complain about,his,5.833443641662598
simple,was concealing,554,554_M_him,m,Match,obj,Russell was concealing,him,9.69311237335205
simple,was concealing,554,554_M_his,m,Match,poss,Russell was concealing,his,3.0568044185638428
simple,was concealing,554,554_F_him,f,Mismatch,obj,Tara was concealing,him,8.323282241821289
simple,was concealing,554,554_F_his,f,Mismatch,poss,Tara was concealing,his,4.148021221160889
simple,does catch,555,555_M_him,m,Match,obj,The husband does catch,him,5.27382230758667
simple,does catch,555,555_M_his,m,Match,poss,The husband does catch,his,3.713247776031494
simple,does catch,555,555_F_him,f,Mismatch,obj,Tanya does catch,him,4.197549819946289
simple,does catch,555,555_F_his,f,Mismatch,poss,Tanya does catch,his,6.861809253692627
simple,wasn't teaching,556,556_M_him,m,Match,obj,Joseph wasn't teaching,him,5.491711616516113
simple,wasn't teaching,556,556_M_his,m,Match,poss,Joseph wasn't teaching,his,4.2863922119140625
simple,wasn't teaching,556,556_F_him,f,Mismatch,obj,Allison wasn't teaching,him,6.0954132080078125
simple,wasn't teaching,556,556_F_his,f,Mismatch,poss,Allison wasn't teaching,his,5.783091068267822
simple,could question,557,557_M_him,m,Match,obj,Chad could question,him,4.158414840698242
simple,could question,557,557_M_his,m,Match,poss,Chad could question,his,4.528217315673828
simple,could question,557,557_F_him,f,Mismatch,obj,Danielle could question,him,4.1786723136901855
simple,could question,557,557_F_his,f,Mismatch,poss,Danielle could question,his,5.287606716156006
simple,hadn't revealed,558,558_M_him,m,Match,obj,Joseph hadn't revealed,him,8.442815780639648
simple,hadn't revealed,558,558_M_his,m,Match,poss,Joseph hadn't revealed,his,2.6328086853027344
simple,hadn't revealed,558,558_F_him,f,Mismatch,obj,Teresa hadn't revealed,him,8.803982734680176
simple,hadn't revealed,558,558_F_his,f,Mismatch,poss,Teresa hadn't revealed,his,6.169164657592773
simple,embarrassed,559,559_M_him,m,Match,obj,Alexander embarrassed,him,5.025742530822754
simple,embarrassed,559,559_M_his,m,Match,poss,Alexander embarrassed,his,5.503221035003662
simple,embarrassed,559,559_F_him,f,Mismatch,obj,Beth embarrassed,him,3.8368046283721924
simple,embarrassed,559,559_F_his,f,Mismatch,poss,Beth embarrassed,his,7.909326553344727
simple,wasn't hindering,560,560_M_him,m,Match,obj,Chad wasn't hindering,him,4.076943397521973
simple,wasn't hindering,560,560_M_his,m,Match,poss,Chad wasn't hindering,his,3.7247402667999268
simple,wasn't hindering,560,560_F_him,f,Mismatch,obj,Danielle wasn't hindering,him,4.267174243927002
simple,wasn't hindering,560,560_F_his,f,Mismatch,poss,Danielle wasn't hindering,his,4.517180919647217
simple,can disturb,561,561_M_him,m,Match,obj,Noah can disturb,him,7.7027411460876465
simple,can disturb,561,561_M_his,m,Match,poss,Noah can disturb,his,4.850636005401611
simple,can disturb,561,561_F_him,f,Mismatch,obj,Laurie can disturb,him,6.333395957946777
simple,can disturb,561,561_F_his,f,Mismatch,poss,Laurie can disturb,his,5.581759929656982
simple,praised,562,562_M_him,m,Match,obj,Scott praised,him,6.183983325958252
simple,praised,562,562_M_his,m,Match,poss,Scott praised,his,4.531877517700195
simple,praised,562,562_F_him,f,Mismatch,obj,Melanie praised,him,4.6275153160095215
simple,praised,562,562_F_his,f,Mismatch,poss,Melanie praised,his,4.933304786682129
simple,wasn't scanning,563,563_M_him,m,Match,obj,Patrick wasn't scanning,him,8.453238487243652
simple,wasn't scanning,563,563_M_his,m,Match,poss,Patrick wasn't scanning,his,4.228106498718262
simple,wasn't scanning,563,563_F_him,f,Mismatch,obj,Barbara wasn't scanning,him,7.439042568206787
simple,wasn't scanning,563,563_F_his,f,Mismatch,poss,Barbara wasn't scanning,his,6.9984869956970215
simple,had liked,564,564_M_him,m,Match,obj,Timothy had liked,him,4.746062278747559
simple,had liked,564,564_M_his,m,Match,poss,Timothy had liked,his,5.6689229011535645
simple,had liked,564,564_F_him,f,Mismatch,obj,Kimberley had liked,him,4.900578022003174
simple,had liked,564,564_F_his,f,Mismatch,poss,Kimberley had liked,his,6.085180759429932
simple,bored,565,565_M_him,m,Match,obj,Steve bored,him,7.268282413482666
simple,bored,565,565_M_his,m,Match,poss,Steve bored,his,7.500643253326416
simple,bored,565,565_F_him,f,Mismatch,obj,Katherine bored,him,7.736400604248047
simple,bored,565,565_F_his,f,Mismatch,poss,Katherine bored,his,9.60080623626709
simple,would bite,566,566_M_him,m,Match,obj,The boy would bite,him,4.703242301940918
simple,would bite,566,566_M_his,m,Match,poss,The boy would bite,his,3.119932174682617
simple,would bite,566,566_F_him,f,Mismatch,obj,Stacy would bite,him,4.426486492156982
simple,would bite,566,566_F_his,f,Mismatch,poss,Stacy would bite,his,4.796464920043945
simple,fled from,567,567_M_him,m,Match,obj,The brother fled from,him,6.295535087585449
simple,fled from,567,567_M_his,m,Match,poss,The brother fled from,his,3.438638210296631
simple,fled from,567,567_F_him,f,Mismatch,obj,Brenda fled from,him,6.288294315338135
simple,fled from,567,567_F_his,f,Mismatch,poss,Brenda fled from,his,7.035506248474121
simple,won't worry,568,568_M_him,m,Match,obj,Bill won't worry,him,7.040145397186279
simple,won't worry,568,568_M_his,m,Match,poss,Bill won't worry,his,7.739351272583008
simple,won't worry,568,568_F_him,f,Mismatch,obj,Brenda won't worry,him,8.061641693115234
simple,won't worry,568,568_F_his,f,Mismatch,poss,Brenda won't worry,his,11.627899169921875
simple,is questioning,569,569_M_him,m,Match,obj,Lawrence is questioning,him,7.992809772491455
simple,is questioning,569,569_M_his,m,Match,poss,Lawrence is questioning,his,5.0223212242126465
simple,is questioning,569,569_F_him,f,Mismatch,obj,Michelle is questioning,him,6.5184526443481445
simple,is questioning,569,569_F_his,f,Mismatch,poss,Michelle is questioning,his,6.178276538848877
simple,is thinking about,570,570_M_him,m,Match,obj,Wayne is thinking about,him,6.717763900756836
simple,is thinking about,570,570_M_his,m,Match,poss,Wayne is thinking about,his,4.861577987670898
simple,is thinking about,570,570_F_him,f,Mismatch,obj,Elizabeth is thinking about,him,6.124288558959961
simple,is thinking about,570,570_F_his,f,Mismatch,poss,Elizabeth is thinking about,his,8.440074920654297
simple,forgave,571,571_M_him,m,Match,obj,Matt forgave,him,2.489903450012207
simple,forgave,571,571_M_his,m,Match,poss,Matt forgave,his,4.158446311950684
simple,forgave,571,571_F_him,f,Mismatch,obj,Tara forgave,him,1.6584283113479614
simple,forgave,571,571_F_his,f,Mismatch,poss,Tara forgave,his,5.6475934982299805
simple,hadn't complained about,572,572_M_him,m,Match,obj,Marcus hadn't complained about,him,5.824981212615967
simple,hadn't complained about,572,572_M_his,m,Match,poss,Marcus hadn't complained about,his,3.5530529022216797
simple,hadn't complained about,572,572_F_him,f,Mismatch,obj,Elaine hadn't complained about,him,4.770692825317383
simple,hadn't complained about,572,572_F_his,f,Mismatch,poss,Elaine hadn't complained about,his,5.308799743652344
simple,was hiding,573,573_M_him,m,Match,obj,Jason was hiding,him,9.00241470336914
simple,was hiding,573,573_M_his,m,Match,poss,Jason was hiding,his,5.12482213973999
simple,was hiding,573,573_F_him,f,Mismatch,obj,Natalie was hiding,him,8.968550682067871
simple,was hiding,573,573_F_his,f,Mismatch,poss,Natalie was hiding,his,7.957779407501221
simple,is shocking,574,574_M_him,m,Match,obj,Edward is shocking,him,10.582115173339844
simple,is shocking,574,574_M_his,m,Match,poss,Edward is shocking,his,8.982115745544434
simple,is shocking,574,574_F_him,f,Mismatch,obj,Ruth is shocking,him,13.61957836151123
simple,is shocking,574,574_F_his,f,Mismatch,poss,Ruth is shocking,his,12.426560401916504
simple,revealed,575,575_M_him,m,Match,obj,That grandfather revealed,him,7.3279805183410645
simple,revealed,575,575_M_his,m,Match,poss,That grandfather revealed,his,3.473721981048584
simple,revealed,575,575_F_him,f,Mismatch,obj,Theresa revealed,him,10.93372631072998
simple,revealed,575,575_F_his,f,Mismatch,poss,Theresa revealed,his,7.465068340301514
simple,kissed,576,576_M_him,m,Match,obj,Todd kissed,him,4.40625524520874
simple,kissed,576,576_M_his,m,Match,poss,Todd kissed,his,3.994516372680664
simple,kissed,576,576_F_him,f,Mismatch,obj,Jill kissed,him,2.4111030101776123
simple,kissed,576,576_F_his,f,Mismatch,poss,Jill kissed,his,5.8200812339782715
simple,should hold,577,577_M_him,m,Match,obj,Kevin should hold,him,6.682566165924072
simple,should hold,577,577_M_his,m,Match,poss,Kevin should hold,his,3.711676836013794
simple,should hold,577,577_F_him,f,Mismatch,obj,Vanessa should hold,him,6.5885491371154785
simple,should hold,577,577_F_his,f,Mismatch,poss,Vanessa should hold,his,6.9161224365234375
simple,would teach,578,578_M_him,m,Match,obj,Christopher would teach,him,5.190147876739502
simple,would teach,578,578_M_his,m,Match,poss,Christopher would teach,his,5.325366497039795
simple,would teach,578,578_F_him,f,Mismatch,obj,The girl would teach,him,2.679680109024048
simple,would teach,578,578_F_his,f,Mismatch,poss,The girl would teach,his,8.447005271911621
simple,isn't helping,579,579_M_him,m,Match,obj,This grandfather isn't helping,him,5.681896209716797
simple,isn't helping,579,579_M_his,m,Match,poss,This grandfather isn't helping,his,3.8052890300750732
simple,isn't helping,579,579_F_him,f,Mismatch,obj,Valerie isn't helping,him,6.228657245635986
simple,isn't helping,579,579_F_his,f,Mismatch,poss,Valerie isn't helping,his,6.532062530517578
simple,can investigate,580,580_M_him,m,Match,obj,Steve can investigate,him,9.311443328857422
simple,can investigate,580,580_M_his,m,Match,poss,Steve can investigate,his,6.843087196350098
simple,can investigate,580,580_F_him,f,Mismatch,obj,Danielle can investigate,him,9.631513595581055
simple,can investigate,580,580_F_his,f,Mismatch,poss,Danielle can investigate,his,7.543977737426758
simple,isn't teaching,581,581_M_him,m,Match,obj,The ex-husband isn't teaching,him,5.305252552032471
simple,isn't teaching,581,581_M_his,m,Match,poss,The ex-husband isn't teaching,his,2.9501302242279053
simple,isn't teaching,581,581_F_him,f,Mismatch,obj,Ann isn't teaching,him,6.269810676574707
simple,isn't teaching,581,581_F_his,f,Mismatch,poss,Ann isn't teaching,his,4.722912311553955
simple,does dislike,582,582_M_him,m,Match,obj,Gregory does dislike,him,6.124809741973877
simple,does dislike,582,582_M_his,m,Match,poss,Gregory does dislike,his,5.303651332855225
simple,does dislike,582,582_F_him,f,Mismatch,obj,Stephanie does dislike,him,6.219481468200684
simple,does dislike,582,582_F_his,f,Mismatch,poss,Stephanie does dislike,his,7.448860168457031
simple,had fled from,583,583_M_him,m,Match,obj,Michael had fled from,him,7.320465564727783
simple,had fled from,583,583_M_his,m,Match,poss,Michael had fled from,his,3.392324686050415
simple,had fled from,583,583_F_him,f,Mismatch,obj,April had fled from,him,6.420336723327637
simple,had fled from,583,583_F_his,f,Mismatch,poss,April had fled from,his,3.2866570949554443
simple,hadn't listened to,584,584_M_him,m,Match,obj,This son hadn't listened to,him,4.696569442749023
simple,hadn't listened to,584,584_M_his,m,Match,poss,This son hadn't listened to,his,2.264169216156006
simple,hadn't listened to,584,584_F_him,f,Mismatch,obj,Leslie hadn't listened to,him,3.896045446395874
simple,hadn't listened to,584,584_F_his,f,Mismatch,poss,Leslie hadn't listened to,his,4.279829502105713
simple,had distracted,585,585_M_him,m,Match,obj,Travis had distracted,him,2.9810776710510254
simple,had distracted,585,585_M_his,m,Match,poss,Travis had distracted,his,6.169978618621826
simple,had distracted,585,585_F_him,f,Mismatch,obj,Kirsten had distracted,him,2.448625326156616
simple,had distracted,585,585_F_his,f,Mismatch,poss,Kirsten had distracted,his,6.846658229827881
simple,investigated,586,586_M_him,m,Match,obj,David investigated,him,9.027070999145508
simple,investigated,586,586_M_his,m,Match,poss,David investigated,his,5.974656105041504
simple,investigated,586,586_F_him,f,Mismatch,obj,Rebecca investigated,him,8.123859405517578
simple,investigated,586,586_F_his,f,Mismatch,poss,Rebecca investigated,his,7.198633670806885
simple,hurt,587,587_M_him,m,Match,obj,Gary hurt,him,6.043071269989014
simple,hurt,587,587_M_his,m,Match,poss,Gary hurt,his,3.7339518070220947
simple,hurt,587,587_F_him,f,Mismatch,obj,Margaret hurt,him,5.590620517730713
simple,hurt,587,587_F_his,f,Mismatch,poss,Margaret hurt,his,5.592953205108643
simple,had insulted,588,588_M_him,m,Match,obj,The grandson had insulted,him,2.5814895629882812
simple,had insulted,588,588_M_his,m,Match,poss,The grandson had insulted,his,3.1320371627807617
simple,had insulted,588,588_F_him,f,Mismatch,obj,Maria had insulted,him,2.9290482997894287
simple,had insulted,588,588_F_his,f,Mismatch,poss,Maria had insulted,his,4.740077018737793
simple,was curing,589,589_M_him,m,Match,obj,Jason was curing,him,6.741607666015625
simple,was curing,589,589_M_his,m,Match,poss,Jason was curing,his,4.055344104766846
simple,was curing,589,589_F_him,f,Mismatch,obj,Meredith was curing,him,5.5444841384887695
simple,was curing,589,589_F_his,f,Mismatch,poss,Meredith was curing,his,5.282244682312012
simple,strikes,590,590_M_him,m,Match,obj,Travis strikes,him,11.243515014648438
simple,strikes,590,590_M_his,m,Match,poss,Travis strikes,his,9.293824195861816
simple,strikes,590,590_F_him,f,Mismatch,obj,Ella strikes,him,6.80934476852417
simple,strikes,590,590_F_his,f,Mismatch,poss,Ella strikes,his,6.955832481384277
simple,had fought,591,591_M_him,m,Match,obj,That nephew had fought,him,8.18391227722168
simple,had fought,591,591_M_his,m,Match,poss,That nephew had fought,his,6.17161226272583
simple,had fought,591,591_F_him,f,Mismatch,obj,Patricia had fought,him,6.710279941558838
simple,had fought,591,591_F_his,f,Mismatch,poss,Patricia had fought,his,7.88483190536499
simple,cares for,592,592_M_him,m,Match,obj,Marcus cares for,him,5.102212429046631
simple,cares for,592,592_M_his,m,Match,poss,Marcus cares for,his,2.976256847381592
simple,cares for,592,592_F_him,f,Mismatch,obj,Elizabeth cares for,him,4.746605396270752
simple,cares for,592,592_F_his,f,Mismatch,poss,Elizabeth cares for,his,6.879411220550537
simple,has helped,593,593_M_him,m,Match,obj,Brad has helped,him,7.00944709777832
simple,has helped,593,593_M_his,m,Match,poss,Brad has helped,his,6.774890422821045
simple,has helped,593,593_F_him,f,Mismatch,obj,Tiffany has helped,him,6.638969898223877
simple,has helped,593,593_F_his,f,Mismatch,poss,Tiffany has helped,his,9.339896202087402
simple,disgusted,594,594_M_him,m,Match,obj,Phillip disgusted,him,6.821657180786133
simple,disgusted,594,594_M_his,m,Match,poss,Phillip disgusted,his,6.675870895385742
simple,disgusted,594,594_F_him,f,Mismatch,obj,Carrie disgusted,him,5.859705924987793
simple,disgusted,594,594_F_his,f,Mismatch,poss,Carrie disgusted,his,8.678766250610352
simple,bites,595,595_M_him,m,Match,obj,Rodney bites,him,5.32266092300415
simple,bites,595,595_M_his,m,Match,poss,Rodney bites,his,4.6446919441223145
simple,bites,595,595_F_him,f,Mismatch,obj,Ann bites,him,4.597634315490723
simple,bites,595,595_F_his,f,Mismatch,poss,Ann bites,his,4.706226348876953
simple,shouldn't listen to,596,596_M_him,m,Match,obj,Bruce shouldn't listen to,him,4.398892402648926
simple,shouldn't listen to,596,596_M_his,m,Match,poss,Bruce shouldn't listen to,his,4.994449615478516
simple,shouldn't listen to,596,596_F_him,f,Mismatch,obj,Sarah shouldn't listen to,him,4.056478023529053
simple,shouldn't listen to,596,596_F_his,f,Mismatch,poss,Sarah shouldn't listen to,his,6.524755954742432
simple,can talk about,597,597_M_him,m,Match,obj,Jeffrey can talk about,him,8.009377479553223
simple,can talk about,597,597_M_his,m,Match,poss,Jeffrey can talk about,his,4.031198978424072
simple,can talk about,597,597_F_him,f,Mismatch,obj,Sally can talk about,him,7.690907001495361
simple,can talk about,597,597_F_his,f,Mismatch,poss,Sally can talk about,his,5.957732677459717
simple,would strike,598,598_M_him,m,Match,obj,Brett would strike,him,5.512025833129883
simple,would strike,598,598_M_his,m,Match,poss,Brett would strike,his,6.42264461517334
simple,would strike,598,598_F_him,f,Mismatch,obj,Linda would strike,him,4.02097749710083
simple,would strike,598,598_F_his,f,Mismatch,poss,Linda would strike,his,7.862259864807129
simple,distracts,599,599_M_him,m,Match,obj,Paul distracts,him,4.505862712860107
simple,distracts,599,599_M_his,m,Match,poss,Paul distracts,his,5.206779956817627
simple,distracts,599,599_F_him,f,Mismatch,obj,Vanessa distracts,him,2.745954751968384
simple,distracts,599,599_F_his,f,Mismatch,poss,Vanessa distracts,his,8.972869873046875
simple,questioned,600,600_M_him,m,Match,obj,Curtis questioned,him,5.400453090667725
simple,questioned,600,600_M_his,m,Match,poss,Curtis questioned,his,5.849093914031982
simple,questioned,600,600_F_him,f,Mismatch,obj,Ann questioned,him,5.167537689208984
simple,questioned,600,600_F_his,f,Mismatch,poss,Ann questioned,his,5.551591396331787
simple,hasn't astounded,601,601_M_him,m,Match,obj,Charles hasn't astounded,him,7.740366458892822
simple,hasn't astounded,601,601_M_his,m,Match,poss,Charles hasn't astounded,his,6.28460168838501
simple,hasn't astounded,601,601_F_him,f,Mismatch,obj,Jane hasn't astounded,him,7.449538707733154
simple,hasn't astounded,601,601_F_his,f,Mismatch,poss,Jane hasn't astounded,his,8.974000930786133
simple,had criticized,602,602_M_him,m,Match,obj,Mitchell had criticized,him,5.464643955230713
simple,had criticized,602,602_M_his,m,Match,poss,Mitchell had criticized,his,5.855772495269775
simple,had criticized,602,602_F_him,f,Mismatch,obj,Anne had criticized,him,4.49529504776001
simple,had criticized,602,602_F_his,f,Mismatch,poss,Anne had criticized,his,5.623332977294922
simple,is confusing,603,603_M_him,m,Match,obj,Matt is confusing,him,7.618022441864014
simple,is confusing,603,603_M_his,m,Match,poss,Matt is confusing,his,6.0624847412109375
simple,is confusing,603,603_F_him,f,Mismatch,obj,Florence is confusing,him,9.05471420288086
simple,is confusing,603,603_F_his,f,Mismatch,poss,Florence is confusing,his,10.124361038208008
simple,had fired,604,604_M_him,m,Match,obj,Bradley had fired,him,5.434759140014648
simple,had fired,604,604_M_his,m,Match,poss,Bradley had fired,his,3.1193981170654297
simple,had fired,604,604_F_him,f,Mismatch,obj,Diana had fired,him,4.632272720336914
simple,had fired,604,604_F_his,f,Mismatch,poss,Diana had fired,his,6.789517402648926
simple,does complain about,605,605_M_him,m,Match,obj,Curtis does complain about,him,6.81541633605957
simple,does complain about,605,605_M_his,m,Match,poss,Curtis does complain about,his,4.0816545486450195
simple,does complain about,605,605_F_him,f,Mismatch,obj,Cynthia does complain about,him,6.410831451416016
simple,does complain about,605,605_F_his,f,Mismatch,poss,Cynthia does complain about,his,5.840735912322998
simple,found,606,606_M_him,m,Match,obj,That grandfather found,him,4.317154884338379
simple,found,606,606_M_his,m,Match,poss,That grandfather found,his,4.085921764373779
simple,found,606,606_F_him,f,Mismatch,obj,Vanessa found,him,5.72528600692749
simple,found,606,606_F_his,f,Mismatch,poss,Vanessa found,his,8.020059585571289
simple,hadn't led,607,607_M_him,m,Match,obj,Carl hadn't led,him,4.527486324310303
simple,hadn't led,607,607_M_his,m,Match,poss,Carl hadn't led,his,4.158671855926514
simple,hadn't led,607,607_F_him,f,Mismatch,obj,Ella hadn't led,him,3.6018264293670654
simple,hadn't led,607,607_F_his,f,Mismatch,poss,Ella hadn't led,his,7.0971784591674805
simple,helps,608,608_M_him,m,Match,obj,Peter helps,him,5.486268520355225
simple,helps,608,608_M_his,m,Match,poss,Peter helps,his,6.225828170776367
simple,helps,608,608_F_him,f,Mismatch,obj,Carol helps,him,4.522792816162109
simple,helps,608,608_F_his,f,Mismatch,poss,Carol helps,his,7.956169605255127
simple,was forgiving,609,609_M_him,m,Match,obj,William was forgiving,him,6.659872055053711
simple,was forgiving,609,609_M_his,m,Match,poss,William was forgiving,his,7.078925609588623
simple,was forgiving,609,609_F_him,f,Mismatch,obj,Jodi was forgiving,him,6.268281936645508
simple,was forgiving,609,609_F_his,f,Mismatch,poss,Jodi was forgiving,his,8.38538646697998
simple,leaves,610,610_M_him,m,Match,obj,Steve leaves,him,7.411239147186279
simple,leaves,610,610_M_his,m,Match,poss,Steve leaves,his,3.8878872394561768
simple,leaves,610,610_F_him,f,Mismatch,obj,Suzanne leaves,him,6.220139026641846
simple,leaves,610,610_F_his,f,Mismatch,poss,Suzanne leaves,his,6.052783489227295
simple,astounded,611,611_M_him,m,Match,obj,Joseph astounded,him,5.130210876464844
simple,astounded,611,611_M_his,m,Match,poss,Joseph astounded,his,5.279031276702881
simple,astounded,611,611_F_him,f,Mismatch,obj,Lisa astounded,him,5.712944507598877
simple,astounded,611,611_F_his,f,Mismatch,poss,Lisa astounded,his,9.23027229309082
simple,is boasting about,612,612_M_him,m,Match,obj,Omar is boasting about,him,8.594697952270508
simple,is boasting about,612,612_M_his,m,Match,poss,Omar is boasting about,his,2.080502510070801
simple,is boasting about,612,612_F_him,f,Mismatch,obj,That wife is boasting about,him,5.412635326385498
simple,is boasting about,612,612_F_his,f,Mismatch,poss,That wife is boasting about,his,6.1645283699035645
simple,isn't complaining about,613,613_M_him,m,Match,obj,Carlos isn't complaining about,him,7.710001468658447
simple,isn't complaining about,613,613_M_his,m,Match,poss,Carlos isn't complaining about,his,3.3721415996551514
simple,isn't complaining about,613,613_F_him,f,Mismatch,obj,Marie isn't complaining about,him,7.550878047943115
simple,isn't complaining about,613,613_F_his,f,Mismatch,poss,Marie isn't complaining about,his,6.379479885101318
simple,distracts,614,614_M_him,m,Match,obj,Samuel distracts,him,5.271801471710205
simple,distracts,614,614_M_his,m,Match,poss,Samuel distracts,his,4.757018566131592
simple,distracts,614,614_F_him,f,Mismatch,obj,Jessica distracts,him,3.300168514251709
simple,distracts,614,614_F_his,f,Mismatch,poss,Jessica distracts,his,8.731852531433105
simple,would dislike,615,615_M_him,m,Match,obj,Frank would dislike,him,6.595634937286377
simple,would dislike,615,615_M_his,m,Match,poss,Frank would dislike,his,6.220236778259277
simple,would dislike,615,615_F_him,f,Mismatch,obj,Kimberley would dislike,him,6.039806842803955
simple,would dislike,615,615_F_his,f,Mismatch,poss,Kimberley would dislike,his,6.786492347717285
simple,astounded,616,616_M_him,m,Match,obj,Omar astounded,him,5.019165515899658
simple,astounded,616,616_M_his,m,Match,poss,Omar astounded,his,5.390158176422119
simple,astounded,616,616_F_him,f,Mismatch,obj,Natalie astounded,him,5.800449848175049
simple,astounded,616,616_F_his,f,Mismatch,poss,Natalie astounded,his,8.991808891296387
simple,can't reference,617,617_M_him,m,Match,obj,Timothy can't reference,him,7.343262195587158
simple,can't reference,617,617_M_his,m,Match,poss,Timothy can't reference,his,4.767501354217529
simple,can't reference,617,617_F_him,f,Mismatch,obj,Colleen can't reference,him,7.868948459625244
simple,can't reference,617,617_F_his,f,Mismatch,poss,Colleen can't reference,his,7.087461471557617
simple,confused,618,618_M_him,m,Match,obj,The husband confused,him,6.173919677734375
simple,confused,618,618_M_his,m,Match,poss,The husband confused,his,4.076809883117676
simple,confused,618,618_F_him,f,Mismatch,obj,That sister confused,him,3.377021074295044
simple,confused,618,618_F_his,f,Mismatch,poss,That sister confused,his,6.782929420471191
simple,can't teach,619,619_M_him,m,Match,obj,Paul can't teach,him,6.093303203582764
simple,can't teach,619,619_M_his,m,Match,poss,Paul can't teach,his,5.208005905151367
simple,can't teach,619,619_F_him,f,Mismatch,obj,Sheila can't teach,him,4.953819274902344
simple,can't teach,619,619_F_his,f,Mismatch,poss,Sheila can't teach,his,8.300211906433105
simple,shouldn't write,620,620_M_him,m,Match,obj,Gary shouldn't write,him,6.085608959197998
simple,shouldn't write,620,620_M_his,m,Match,poss,Gary shouldn't write,his,5.859563827514648
simple,shouldn't write,620,620_F_him,f,Mismatch,obj,Helen shouldn't write,him,7.175215244293213
simple,shouldn't write,620,620_F_his,f,Mismatch,poss,Helen shouldn't write,his,8.206437110900879
simple,should appreciate,621,621_M_him,m,Match,obj,Paul should appreciate,him,8.556479454040527
simple,should appreciate,621,621_M_his,m,Match,poss,Paul should appreciate,his,5.7678680419921875
simple,should appreciate,621,621_F_him,f,Mismatch,obj,Jennifer should appreciate,him,8.193361282348633
simple,should appreciate,621,621_F_his,f,Mismatch,poss,Jennifer should appreciate,his,7.01495885848999
simple,doesn't argue about,622,622_M_him,m,Match,obj,Richard doesn't argue about,him,9.517644882202148
simple,doesn't argue about,622,622_M_his,m,Match,poss,Richard doesn't argue about,his,5.625279903411865
simple,doesn't argue about,622,622_F_him,f,Mismatch,obj,That lady doesn't argue about,him,8.962234497070312
simple,doesn't argue about,622,622_F_his,f,Mismatch,poss,That lady doesn't argue about,his,8.746607780456543
simple,does notice,623,623_M_him,m,Match,obj,Paul does notice,him,7.5073418617248535
simple,does notice,623,623_M_his,m,Match,poss,Paul does notice,his,5.72252893447876
simple,does notice,623,623_F_him,f,Mismatch,obj,Carrie does notice,him,6.833019256591797
simple,does notice,623,623_F_his,f,Mismatch,poss,Carrie does notice,his,7.385107040405273
simple,hasn't upset,624,624_M_him,m,Match,obj,James hasn't upset,him,6.372334003448486
simple,hasn't upset,624,624_M_his,m,Match,poss,James hasn't upset,his,5.03554105758667
simple,hasn't upset,624,624_F_him,f,Mismatch,obj,Gina hasn't upset,him,5.971985340118408
simple,hasn't upset,624,624_F_his,f,Mismatch,poss,Gina hasn't upset,his,8.146809577941895
simple,was catching,625,625_M_him,m,Match,obj,David was catching,him,6.6360015869140625
simple,was catching,625,625_M_his,m,Match,poss,David was catching,his,5.195580005645752
simple,was catching,625,625_F_him,f,Mismatch,obj,Nancy was catching,him,5.418158054351807
simple,was catching,625,625_F_his,f,Mismatch,poss,Nancy was catching,his,6.336216449737549
simple,observes,626,626_M_him,m,Match,obj,Omar observes,him,10.32641887664795
simple,observes,626,626_M_his,m,Match,poss,Omar observes,his,7.474842548370361
simple,observes,626,626_F_him,f,Mismatch,obj,Kirsten observes,him,11.225829124450684
simple,observes,626,626_F_his,f,Mismatch,poss,Kirsten observes,his,9.16748332977295
simple,is leading,627,627_M_him,m,Match,obj,This husband is leading,him,7.444413185119629
simple,is leading,627,627_M_his,m,Match,poss,This husband is leading,his,4.719009876251221
simple,is leading,627,627_F_him,f,Mismatch,obj,Pamela is leading,him,9.11422348022461
simple,is leading,627,627_F_his,f,Mismatch,poss,Pamela is leading,his,9.016164779663086
simple,talks to,628,628_M_him,m,Match,obj,Jerry talks to,him,6.877502918243408
simple,talks to,628,628_M_his,m,Match,poss,Jerry talks to,his,5.769140720367432
simple,talks to,628,628_F_him,f,Mismatch,obj,Carrie talks to,him,6.228262424468994
simple,talks to,628,628_F_his,f,Mismatch,poss,Carrie talks to,his,7.596328258514404
simple,wasn't fleeing from,629,629_M_him,m,Match,obj,Thomas wasn't fleeing from,him,7.1283063888549805
simple,wasn't fleeing from,629,629_M_his,m,Match,poss,Thomas wasn't fleeing from,his,5.089467525482178
simple,wasn't fleeing from,629,629_F_him,f,Mismatch,obj,Jessica wasn't fleeing from,him,4.628795146942139
simple,wasn't fleeing from,629,629_F_his,f,Mismatch,poss,Jessica wasn't fleeing from,his,7.880755424499512
simple,returns to,630,630_M_him,m,Match,obj,Curtis returns to,him,11.737672805786133
