exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-j-6B_surp
About,distracts,550,550_M_his,m,Match,poss,The commentary about the ex-husband distracts,his,10.492005348205566
About,distracts,550,550_F_his,f,Mismatch,poss,The commentary about Tanya distracts,his,9.66369915008545
About,could aggravate,551,551_M_him,m,Match,obj,The show about Kenneth could aggravate,him,3.787492036819458
About,could aggravate,551,551_F_him,f,Mismatch,obj,The show about this grandmother could aggravate,him,6.186202049255371
About,could aggravate,551,551_M_his,m,Match,poss,The show about Kenneth could aggravate,his,4.801887035369873
About,could aggravate,551,551_F_his,f,Mismatch,poss,The show about this grandmother could aggravate,his,7.7190656661987305
About,had scared,552,552_M_him,m,Match,obj,The book about Gregory had scared,him,2.042354106903076
About,had scared,552,552_F_him,f,Mismatch,obj,The book about Lori had scared,him,2.6217119693756104
About,had scared,552,552_M_his,m,Match,poss,The book about Gregory had scared,his,7.418647766113281
About,had scared,552,552_F_his,f,Mismatch,poss,The book about Lori had scared,his,8.460118293762207
About,would impress,553,553_M_him,m,Match,obj,The pamphlet about Jeffrey would impress,him,3.740349769592285
About,would impress,553,553_F_him,f,Mismatch,obj,The pamphlet about Cheryl would impress,him,3.9424924850463867
About,would impress,553,553_M_his,m,Match,poss,The pamphlet about Jeffrey would impress,his,4.270089626312256
About,would impress,553,553_F_his,f,Mismatch,poss,The pamphlet about Cheryl would impress,his,5.216121673583984
About,had bored,554,554_M_him,m,Match,obj,The brochure about Richard had bored,him,1.9736539125442505
About,had bored,554,554_F_him,f,Mismatch,obj,The brochure about Marie had bored,him,1.4561821222305298
About,had bored,554,554_M_his,m,Match,poss,The brochure about Richard had bored,his,7.282320499420166
About,had bored,554,554_F_his,f,Mismatch,poss,The brochure about Marie had bored,his,8.692198753356934
About,alarmed,555,555_M_him,m,Match,obj,The play about William alarmed,him,3.6344947814941406
About,alarmed,555,555_F_him,f,Mismatch,obj,The play about Sarah alarmed,him,3.72123122215271
About,alarmed,555,555_M_his,m,Match,poss,The play about William alarmed,his,4.434739589691162
About,alarmed,555,555_F_his,f,Mismatch,poss,The play about Sarah alarmed,his,5.761291980743408
About,had astounded,556,556_M_him,m,Match,obj,The movie about Charles had astounded,him,2.9428024291992188
About,had astounded,556,556_F_him,f,Mismatch,obj,The movie about Renee had astounded,him,3.5262627601623535
About,had astounded,556,556_M_his,m,Match,poss,The movie about Charles had astounded,his,6.876399993896484
About,had astounded,556,556_F_his,f,Mismatch,poss,The movie about Renee had astounded,his,8.32773208618164
About,bored,557,557_M_him,m,Match,obj,The newspaper article about Charles bored,him,3.0721373558044434
About,bored,557,557_F_him,f,Mismatch,obj,The newspaper article about Colleen bored,him,2.874272584915161
About,bored,557,557_M_his,m,Match,poss,The newspaper article about Charles bored,his,6.904295921325684
About,bored,557,557_F_his,f,Mismatch,poss,The newspaper article about Colleen bored,his,8.93809986114502
About,confuses,558,558_M_him,m,Match,obj,The story about Alan confuses,him,5.211759090423584
About,confuses,558,558_F_him,f,Mismatch,obj,The story about Kristen confuses,him,6.16683292388916
About,confuses,558,558_M_his,m,Match,poss,The story about Alan confuses,his,7.45469856262207
About,confuses,558,558_F_his,f,Mismatch,poss,The story about Kristen confuses,his,9.164933204650879
About,isn't boring,559,559_M_him,m,Match,obj,The essay about Stephen isn't boring,him,12.590888023376465
About,isn't boring,559,559_F_him,f,Mismatch,obj,The essay about Cindy isn't boring,him,13.348633766174316
About,isn't boring,559,559_M_his,m,Match,poss,The essay about Stephen isn't boring,his,12.500720024108887
About,isn't boring,559,559_F_his,f,Mismatch,poss,The essay about Cindy isn't boring,his,12.71745491027832
About,didn't annoy,560,560_M_him,m,Match,obj,The report about Chad didn't annoy,him,3.8067924976348877
About,didn't annoy,560,560_F_him,f,Mismatch,obj,The report about Renee didn't annoy,him,4.441434860229492
About,didn't annoy,560,560_M_his,m,Match,poss,The report about Chad didn't annoy,his,9.081645965576172
About,didn't annoy,560,560_F_his,f,Mismatch,poss,The report about Renee didn't annoy,his,10.606701850891113
About,can alarm,561,561_M_him,m,Match,obj,The documentary about that ex-husband can alarm,him,5.791165351867676
About,can alarm,561,561_F_him,f,Mismatch,obj,The documentary about Carla can alarm,him,7.713560581207275
About,can alarm,561,561_M_his,m,Match,poss,The documentary about that ex-husband can alarm,his,6.523784160614014
About,can alarm,561,561_F_his,f,Mismatch,poss,The documentary about Carla can alarm,his,9.302779197692871
About,hadn't hurt,562,562_M_him,m,Match,obj,The commentary about Brett hadn't hurt,him,2.9469175338745117
About,hadn't hurt,562,562_F_him,f,Mismatch,obj,The commentary about Grace hadn't hurt,him,3.742504835128784
About,hadn't hurt,562,562_M_his,m,Match,poss,The commentary about Brett hadn't hurt,his,3.2512359619140625
About,hadn't hurt,562,562_F_his,f,Mismatch,poss,The commentary about Grace hadn't hurt,his,4.035552024841309
About,was worrying,563,563_M_him,m,Match,obj,The show about this nephew was worrying,him,3.4983925819396973
About,was worrying,563,563_F_him,f,Mismatch,obj,The show about Martha was worrying,him,4.856928825378418
About,was worrying,563,563_M_his,m,Match,poss,The show about this nephew was worrying,his,7.037503719329834
About,was worrying,563,563_F_his,f,Mismatch,poss,The show about Martha was worrying,his,10.019072532653809
About,embarrasses,564,564_M_him,m,Match,obj,The book about that father embarrasses,him,3.35190749168396
About,embarrasses,564,564_F_him,f,Mismatch,obj,The book about Anne embarrasses,him,4.81940221786499
About,embarrasses,564,564_M_his,m,Match,poss,The book about that father embarrasses,his,5.561034202575684
About,embarrasses,564,564_F_his,f,Mismatch,poss,The book about Anne embarrasses,his,8.178176879882812
About,was disturbing,565,565_M_him,m,Match,obj,The pamphlet about Rodney was disturbing,him,6.477632999420166
About,was disturbing,565,565_F_him,f,Mismatch,obj,The pamphlet about Stephanie was disturbing,him,9.59798526763916
About,was disturbing,565,565_M_his,m,Match,poss,The pamphlet about Rodney was disturbing,his,8.202104568481445
About,was disturbing,565,565_F_his,f,Mismatch,poss,The pamphlet about Stephanie was disturbing,his,11.919822692871094
About,isn't worrying,566,566_M_him,m,Match,obj,The brochure about Kevin isn't worrying,him,4.137455940246582
About,isn't worrying,566,566_F_him,f,Mismatch,obj,The brochure about Danielle isn't worrying,him,5.980928897857666
About,isn't worrying,566,566_M_his,m,Match,poss,The brochure about Kevin isn't worrying,his,9.536291122436523
About,isn't worrying,566,566_F_his,f,Mismatch,poss,The brochure about Danielle isn't worrying,his,11.120530128479004
About,had bothered,567,567_M_him,m,Match,obj,The play about Walter had bothered,him,1.7105283737182617
About,had bothered,567,567_F_him,f,Mismatch,obj,The play about the sister had bothered,him,1.650194525718689
About,had bothered,567,567_M_his,m,Match,poss,The play about Walter had bothered,his,7.300971508026123
About,had bothered,567,567_F_his,f,Mismatch,poss,The play about the sister had bothered,his,7.770377159118652
About,aggravated,568,568_M_him,m,Match,obj,The movie about Bradley aggravated,him,7.066360950469971
About,aggravated,568,568_F_him,f,Mismatch,obj,The movie about Bethany aggravated,him,6.608908653259277
About,aggravated,568,568_M_his,m,Match,poss,The movie about Bradley aggravated,his,5.894171237945557
About,aggravated,568,568_F_his,f,Mismatch,poss,The movie about Bethany aggravated,his,7.375340461730957
About,isn't astounding,569,569_M_him,m,Match,obj,The newspaper article about Randolf isn't astounding,him,9.275491714477539
About,isn't astounding,569,569_F_him,f,Mismatch,obj,The newspaper article about Tara isn't astounding,him,10.283360481262207
About,isn't astounding,569,569_M_his,m,Match,poss,The newspaper article about Randolf isn't astounding,his,10.887251853942871
About,isn't astounding,569,569_F_his,f,Mismatch,poss,The newspaper article about Tara isn't astounding,his,12.1543550491333
About,alarms,570,570_M_him,m,Match,obj,The story about that boy alarms,him,4.285058975219727
About,alarms,570,570_F_him,f,Mismatch,obj,The story about Marie alarms,him,3.6657161712646484
About,alarms,570,570_M_his,m,Match,poss,The story about that boy alarms,his,5.243098735809326
About,alarms,570,570_F_his,f,Mismatch,poss,The story about Marie alarms,his,7.283725261688232
About,scares,571,571_M_him,m,Match,obj,The essay about Daniel scares,him,6.867007732391357
About,scares,571,571_F_him,f,Mismatch,obj,The essay about Heather scares,him,7.091000080108643
About,scares,571,571_M_his,m,Match,poss,The essay about Daniel scares,his,5.807528495788574
About,scares,571,571_F_his,f,Mismatch,poss,The essay about Heather scares,his,8.55623722076416
About,helps,572,572_M_him,m,Match,obj,The report about Benjamin helps,him,7.673693656921387
About,helps,572,572_F_him,f,Mismatch,obj,The report about Jill helps,him,8.039408683776855
About,helps,572,572_M_his,m,Match,poss,The report about Benjamin helps,his,9.150201797485352
About,helps,572,572_F_his,f,Mismatch,poss,The report about Jill helps,his,10.090741157531738
About,was worrying,573,573_M_him,m,Match,obj,The documentary about David was worrying,him,4.871339321136475
About,was worrying,573,573_F_him,f,Mismatch,obj,The documentary about Judy was worrying,him,4.302474021911621
About,was worrying,573,573_M_his,m,Match,poss,The documentary about David was worrying,his,9.007817268371582
About,was worrying,573,573_F_his,f,Mismatch,poss,The documentary about Judy was worrying,his,9.081401824951172
About,will alarm,574,574_M_him,m,Match,obj,The commentary about Robert will alarm,him,3.894176959991455
About,will alarm,574,574_F_him,f,Mismatch,obj,The commentary about Tracy will alarm,him,4.671502590179443
About,will alarm,574,574_M_his,m,Match,poss,The commentary about Robert will alarm,his,5.167806148529053
About,will alarm,574,574_F_his,f,Mismatch,poss,The commentary about Tracy will alarm,his,6.666479587554932
About,aggravates,575,575_M_him,m,Match,obj,The show about Benjamin aggravates,him,4.740988254547119
About,aggravates,575,575_F_him,f,Mismatch,obj,The show about Laurie aggravates,him,4.849009990692139
About,aggravates,575,575_M_his,m,Match,poss,The show about Benjamin aggravates,his,5.541233062744141
About,aggravates,575,575_F_his,f,Mismatch,poss,The show about Laurie aggravates,his,7.3737263679504395
About,distracted,576,576_M_him,m,Match,obj,The book about Aaron distracted,him,3.8995792865753174
About,distracted,576,576_F_him,f,Mismatch,obj,The book about Florence distracted,him,2.739243507385254
About,distracted,576,576_M_his,m,Match,poss,The book about Aaron distracted,his,6.965306282043457
About,distracted,576,576_F_his,f,Mismatch,poss,The book about Florence distracted,his,6.5150465965271
About,couldn't overwhelm,577,577_M_him,m,Match,obj,The pamphlet about Alan couldn't overwhelm,him,3.1916167736053467
About,couldn't overwhelm,577,577_F_him,f,Mismatch,obj,The pamphlet about Jennifer couldn't overwhelm,him,3.4446780681610107
About,couldn't overwhelm,577,577_M_his,m,Match,poss,The pamphlet about Alan couldn't overwhelm,his,4.465246200561523
About,couldn't overwhelm,577,577_F_his,f,Mismatch,poss,The pamphlet about Jennifer couldn't overwhelm,his,5.78905725479126
About,had distracted,578,578_M_him,m,Match,obj,The brochure about Steven had distracted,him,2.4894392490386963
About,had distracted,578,578_F_him,f,Mismatch,obj,The brochure about Janice had distracted,him,1.9240537881851196
About,had distracted,578,578_M_his,m,Match,poss,The brochure about Steven had distracted,his,7.2570953369140625
About,had distracted,578,578_F_his,f,Mismatch,poss,The brochure about Janice had distracted,his,7.221449375152588
About,confuses,579,579_M_him,m,Match,obj,The play about Alexander confuses,him,4.889168739318848
About,confuses,579,579_F_him,f,Mismatch,obj,The play about Jessica confuses,him,5.79508113861084
About,confuses,579,579_M_his,m,Match,poss,The play about Alexander confuses,his,5.948647975921631
About,confuses,579,579_F_his,f,Mismatch,poss,The play about Jessica confuses,his,7.485739231109619
About,should harm,580,580_M_him,m,Match,obj,The movie about Russell should harm,him,3.1269421577453613
About,should harm,580,580_F_him,f,Mismatch,obj,The movie about Ann should harm,him,5.32956600189209
About,should harm,580,580_M_his,m,Match,poss,The movie about Russell should harm,his,3.543971061706543
About,should harm,580,580_F_his,f,Mismatch,poss,The movie about Ann should harm,his,6.558111190795898
About,overwhelmed,581,581_M_him,m,Match,obj,The newspaper article about Dennis overwhelmed,him,2.1494221687316895
About,overwhelmed,581,581_F_him,f,Mismatch,obj,The newspaper article about Cindy overwhelmed,him,3.3084123134613037
About,overwhelmed,581,581_M_his,m,Match,poss,The newspaper article about Dennis overwhelmed,his,5.936496257781982
About,overwhelmed,581,581_F_his,f,Mismatch,poss,The newspaper article about Cindy overwhelmed,his,7.478702545166016
About,underwhelms,582,582_M_him,m,Match,obj,The story about Alexander underwhelms,him,4.430279731750488
About,underwhelms,582,582_F_him,f,Mismatch,obj,The story about the lady underwhelms,him,4.342822074890137
About,underwhelms,582,582_M_his,m,Match,poss,The story about Alexander underwhelms,his,6.3463592529296875
About,underwhelms,582,582_F_his,f,Mismatch,poss,The story about the lady underwhelms,his,7.848120212554932
About,confuses,583,583_M_him,m,Match,obj,The essay about Keith confuses,him,5.234466552734375
About,confuses,583,583_F_him,f,Mismatch,obj,The essay about Ellen confuses,him,6.811753749847412
About,confuses,583,583_M_his,m,Match,poss,The essay about Keith confuses,his,6.71097469329834
About,confuses,583,583_F_his,f,Mismatch,poss,The essay about Ellen confuses,his,7.713438510894775
About,hadn't upset,584,584_M_him,m,Match,obj,The report about Timothy hadn't upset,him,1.593607783317566
About,hadn't upset,584,584_F_him,f,Mismatch,obj,The report about Sarah hadn't upset,him,2.0185647010803223
About,hadn't upset,584,584_M_his,m,Match,poss,The report about Timothy hadn't upset,his,7.014985084533691
About,hadn't upset,584,584_F_his,f,Mismatch,poss,The report about Sarah hadn't upset,his,8.22891616821289
About,isn't boring,585,585_M_him,m,Match,obj,The documentary about Guy isn't boring,him,14.367058753967285
About,isn't boring,585,585_F_him,f,Mismatch,obj,The documentary about that sister isn't boring,him,15.590991020202637
About,isn't boring,585,585_M_his,m,Match,poss,The documentary about Guy isn't boring,his,13.769693374633789
About,isn't boring,585,585_F_his,f,Mismatch,poss,The documentary about that sister isn't boring,his,15.297943115234375
About,impresses,586,586_M_him,m,Match,obj,The commentary about this guy impresses,him,8.729958534240723
About,impresses,586,586_F_him,f,Mismatch,obj,The commentary about Jane impresses,him,5.733351707458496
About,impresses,586,586_M_his,m,Match,poss,The commentary about this guy impresses,his,10.826375007629395
About,impresses,586,586_F_his,f,Mismatch,poss,The commentary about Jane impresses,his,7.818497180938721
About,confuses,587,587_M_him,m,Match,obj,The show about Joseph confuses,him,5.373965740203857
About,confuses,587,587_F_him,f,Mismatch,obj,The show about Stacy confuses,him,6.361286163330078
About,confuses,587,587_M_his,m,Match,poss,The show about Joseph confuses,his,6.929371356964111
About,confuses,587,587_F_his,f,Mismatch,poss,The show about Stacy confuses,his,7.961775779724121
About,hadn't helped,588,588_M_him,m,Match,obj,The book about Thomas hadn't helped,him,3.423171281814575
About,hadn't helped,588,588_F_him,f,Mismatch,obj,The book about Natalie hadn't helped,him,4.495752334594727
About,hadn't helped,588,588_M_his,m,Match,poss,The book about Thomas hadn't helped,his,6.240935325622559
About,hadn't helped,588,588_F_his,f,Mismatch,poss,The book about Natalie hadn't helped,his,7.471310615539551
About,hasn't alarmed,589,589_M_him,m,Match,obj,The pamphlet about Randolf hasn't alarmed,him,3.523844003677368
About,hasn't alarmed,589,589_F_him,f,Mismatch,obj,The pamphlet about Martha hasn't alarmed,him,3.634134292602539
About,hasn't alarmed,589,589_M_his,m,Match,poss,The pamphlet about Randolf hasn't alarmed,his,6.724823474884033
About,hasn't alarmed,589,589_F_his,f,Mismatch,poss,The pamphlet about Martha hasn't alarmed,his,8.446874618530273
About,is alarming,590,590_M_him,m,Match,obj,The brochure about Paul is alarming,him,11.400815963745117
About,is alarming,590,590_F_him,f,Mismatch,obj,The brochure about Margaret is alarming,him,13.712778091430664
About,is alarming,590,590_M_his,m,Match,poss,The brochure about Paul is alarming,his,12.719528198242188
About,is alarming,590,590_F_his,f,Mismatch,poss,The brochure about Margaret is alarming,his,16.16986846923828
About,does embarrass,591,591_M_him,m,Match,obj,The play about Marcus does embarrass,him,3.8307902812957764
About,does embarrass,591,591_F_him,f,Mismatch,obj,The play about Laura does embarrass,him,4.37517786026001
About,does embarrass,591,591_M_his,m,Match,poss,The play about Marcus does embarrass,his,5.893393516540527
About,does embarrass,591,591_F_his,f,Mismatch,poss,The play about Laura does embarrass,his,6.9337077140808105
About,wasn't embarrassing,592,592_M_him,m,Match,obj,The movie about Joel wasn't embarrassing,him,8.41637897491455
About,wasn't embarrassing,592,592_F_him,f,Mismatch,obj,The movie about this waitress wasn't embarrassing,him,11.842878341674805
About,wasn't embarrassing,592,592_M_his,m,Match,poss,The movie about Joel wasn't embarrassing,his,11.267955780029297
About,wasn't embarrassing,592,592_F_his,f,Mismatch,poss,The movie about this waitress wasn't embarrassing,his,14.130902290344238
About,wasn't boring,593,593_M_him,m,Match,obj,The newspaper article about Larry wasn't boring,him,7.576364040374756
About,wasn't boring,593,593_F_him,f,Mismatch,obj,The newspaper article about Michelle wasn't boring,him,9.799359321594238
About,wasn't boring,593,593_M_his,m,Match,poss,The newspaper article about Larry wasn't boring,his,11.11547565460205
About,wasn't boring,593,593_F_his,f,Mismatch,poss,The newspaper article about Michelle wasn't boring,his,13.293386459350586
About,hasn't confused,594,594_M_him,m,Match,obj,The story about Marcus hasn't confused,him,5.239543437957764
About,hasn't confused,594,594_F_him,f,Mismatch,obj,The story about Tara hasn't confused,him,5.612024784088135
About,hasn't confused,594,594_M_his,m,Match,poss,The story about Marcus hasn't confused,his,8.305270195007324
About,hasn't confused,594,594_F_his,f,Mismatch,poss,The story about Tara hasn't confused,his,9.703417778015137
About,is aggravating,595,595_M_him,m,Match,obj,The essay about Larry is aggravating,him,9.633796691894531
About,is aggravating,595,595_F_him,f,Mismatch,obj,The essay about this lady is aggravating,him,11.859339714050293
About,is aggravating,595,595_M_his,m,Match,poss,The essay about Larry is aggravating,his,9.870489120483398
About,is aggravating,595,595_F_his,f,Mismatch,poss,The essay about this lady is aggravating,his,12.608864784240723
About,alarms,596,596_M_him,m,Match,obj,The report about Douglas alarms,him,8.466215133666992
About,alarms,596,596_F_him,f,Mismatch,obj,The report about Sally alarms,him,10.467304229736328
About,alarms,596,596_M_his,m,Match,poss,The report about Douglas alarms,his,6.843183517456055
About,alarms,596,596_F_his,f,Mismatch,poss,The report about Sally alarms,his,10.495481491088867
About,hindered,597,597_M_him,m,Match,obj,The documentary about Alexander hindered,him,4.045383930206299
About,hindered,597,597_F_him,f,Mismatch,obj,The documentary about this sister hindered,him,7.482972145080566
About,hindered,597,597_M_his,m,Match,poss,The documentary about Alexander hindered,his,2.726670742034912
About,hindered,597,597_F_his,f,Mismatch,poss,The documentary about this sister hindered,his,5.713416576385498
About,is worrying,598,598_M_him,m,Match,obj,The commentary about Brad is worrying,him,7.8333282470703125
About,is worrying,598,598_F_him,f,Mismatch,obj,The commentary about Melissa is worrying,him,10.441168785095215
About,is worrying,598,598_M_his,m,Match,poss,The commentary about Brad is worrying,his,10.887784004211426
About,is worrying,598,598_F_his,f,Mismatch,poss,The commentary about Melissa is worrying,his,13.557615280151367
About,hadn't aggravated,599,599_M_him,m,Match,obj,The show about Gerald hadn't aggravated,him,2.5258800983428955
About,hadn't aggravated,599,599_F_him,f,Mismatch,obj,The show about Janice hadn't aggravated,him,3.4401915073394775
About,hadn't aggravated,599,599_M_his,m,Match,poss,The show about Gerald hadn't aggravated,his,2.1313931941986084
About,hadn't aggravated,599,599_F_his,f,Mismatch,poss,The show about Janice hadn't aggravated,his,3.1133310794830322
About,scares,600,600_M_him,m,Match,obj,The book about Donald scares,him,5.767324924468994
About,scares,600,600_F_him,f,Mismatch,obj,The book about Rebecca scares,him,7.392589569091797
About,scares,600,600_M_his,m,Match,poss,The book about Donald scares,his,7.153664588928223
About,scares,600,600_F_his,f,Mismatch,poss,The book about Rebecca scares,his,10.311792373657227
About,helps,601,601_M_him,m,Match,obj,The pamphlet about Roger helps,him,6.434265613555908
About,helps,601,601_F_him,f,Mismatch,obj,The pamphlet about Wendy helps,him,6.443758964538574
About,helps,601,601_M_his,m,Match,poss,The pamphlet about Roger helps,his,7.178155422210693
About,helps,601,601_F_his,f,Mismatch,poss,The pamphlet about Wendy helps,his,8.551446914672852
About,did alarm,602,602_M_him,m,Match,obj,The brochure about Ronald did alarm,him,3.5504519939422607
About,did alarm,602,602_F_him,f,Mismatch,obj,The brochure about Cindy did alarm,him,4.474145889282227
About,did alarm,602,602_M_his,m,Match,poss,The brochure about Ronald did alarm,his,7.664386749267578
About,did alarm,602,602_F_his,f,Mismatch,poss,The brochure about Cindy did alarm,his,10.323822975158691
About,wasn't stunning,603,603_M_him,m,Match,obj,The play about Noah wasn't stunning,him,14.401466369628906
About,wasn't stunning,603,603_F_him,f,Mismatch,obj,The play about Paula wasn't stunning,him,14.726479530334473
About,wasn't stunning,603,603_M_his,m,Match,poss,The play about Noah wasn't stunning,his,14.88612174987793
About,wasn't stunning,603,603_F_his,f,Mismatch,poss,The play about Paula wasn't stunning,his,15.960659980773926
About,isn't aiding,604,604_M_him,m,Match,obj,The movie about Christopher isn't aiding,him,5.1141743659973145
About,isn't aiding,604,604_F_him,f,Mismatch,obj,The movie about Nancy isn't aiding,him,6.982558727264404
About,isn't aiding,604,604_M_his,m,Match,poss,The movie about Christopher isn't aiding,his,4.111050605773926
About,isn't aiding,604,604_F_his,f,Mismatch,poss,The movie about Nancy isn't aiding,his,5.911808490753174
About,alarms,605,605_M_him,m,Match,obj,The newspaper article about Aaron alarms,him,3.639051675796509
About,alarms,605,605_F_him,f,Mismatch,obj,The newspaper article about Laura alarms,him,4.611458778381348
About,alarms,605,605_M_his,m,Match,poss,The newspaper article about Aaron alarms,his,5.679112434387207
About,alarms,605,605_F_his,f,Mismatch,poss,The newspaper article about Laura alarms,his,6.493724822998047
About,disturbs,606,606_M_him,m,Match,obj,The story about Martin disturbs,him,3.4614224433898926
About,disturbs,606,606_F_him,f,Mismatch,obj,The story about Heidi disturbs,him,2.974651336669922
About,disturbs,606,606_M_his,m,Match,poss,The story about Martin disturbs,his,5.535296440124512
About,disturbs,606,606_F_his,f,Mismatch,poss,The story about Heidi disturbs,his,6.761726379394531
About,should disturb,607,607_M_him,m,Match,obj,The essay about Steven should disturb,him,5.429815769195557
About,should disturb,607,607_F_him,f,Mismatch,obj,The essay about Michelle should disturb,him,6.7365546226501465
About,should disturb,607,607_M_his,m,Match,poss,The essay about Steven should disturb,his,7.007763385772705
About,should disturb,607,607_F_his,f,Mismatch,poss,The essay about Michelle should disturb,his,8.51738166809082
About,hadn't annoyed,608,608_M_him,m,Match,obj,The report about Adam hadn't annoyed,him,1.4354724884033203
About,hadn't annoyed,608,608_F_him,f,Mismatch,obj,The report about Renee hadn't annoyed,him,2.024679183959961
About,hadn't annoyed,608,608_M_his,m,Match,poss,The report about Adam hadn't annoyed,his,7.5331130027771
About,hadn't annoyed,608,608_F_his,f,Mismatch,poss,The report about Renee hadn't annoyed,his,8.370283126831055
About,hurts,609,609_M_him,m,Match,obj,The documentary about Daniel hurts,him,6.500423908233643
About,hurts,609,609_F_him,f,Mismatch,obj,The documentary about Elizabeth hurts,him,10.087093353271484
About,hurts,609,609_M_his,m,Match,poss,The documentary about Daniel hurts,his,5.091542720794678
About,hurts,609,609_F_his,f,Mismatch,poss,The documentary about Elizabeth hurts,his,9.117782592773438
About,aggravates,610,610_M_him,m,Match,obj,The commentary about Larry aggravates,him,4.111633777618408
About,aggravates,610,610_F_him,f,Mismatch,obj,The commentary about Debra aggravates,him,5.314148902893066
About,aggravates,610,610_M_his,m,Match,poss,The commentary about Larry aggravates,his,6.061525821685791
About,aggravates,610,610_F_his,f,Mismatch,poss,The commentary about Debra aggravates,his,7.590901851654053
About,impresses,611,611_M_him,m,Match,obj,The show about Wayne impresses,him,6.493326187133789
About,impresses,611,611_F_him,f,Mismatch,obj,The show about Kathleen impresses,him,7.35224723815918
About,impresses,611,611_M_his,m,Match,poss,The show about Wayne impresses,his,7.023065567016602
About,impresses,611,611_F_his,f,Mismatch,poss,The show about Kathleen impresses,his,8.817483901977539
About,hadn't impressed,612,612_M_him,m,Match,obj,The book about Gregory hadn't impressed,him,1.5769619941711426
About,hadn't impressed,612,612_F_him,f,Mismatch,obj,The book about Kristen hadn't impressed,him,2.5222439765930176
About,hadn't impressed,612,612_M_his,m,Match,poss,The book about Gregory hadn't impressed,his,7.821126461029053
About,hadn't impressed,612,612_F_his,f,Mismatch,poss,The book about Kristen hadn't impressed,his,8.664968490600586
About,should bore,613,613_M_him,m,Match,obj,The pamphlet about Scott should bore,him,3.4639925956726074
About,should bore,613,613_F_him,f,Mismatch,obj,The pamphlet about Laurie should bore,him,2.7236053943634033
About,should bore,613,613_M_his,m,Match,poss,The pamphlet about Scott should bore,his,7.036917209625244
About,should bore,613,613_F_his,f,Mismatch,poss,The pamphlet about Laurie should bore,his,6.691016674041748
About,can harm,614,614_M_him,m,Match,obj,The brochure about Jeffrey can harm,him,2.8172502517700195
About,can harm,614,614_F_him,f,Mismatch,obj,The brochure about the sister can harm,him,5.137545108795166
About,can harm,614,614_M_his,m,Match,poss,The brochure about Jeffrey can harm,his,3.921813488006592
About,can harm,614,614_F_his,f,Mismatch,poss,The brochure about the sister can harm,his,6.760577201843262
About,helped,615,615_M_him,m,Match,obj,The play about Raymond helped,him,3.240776300430298
About,helped,615,615_F_him,f,Mismatch,obj,The play about Helen helped,him,4.109516620635986
About,helped,615,615_M_his,m,Match,poss,The play about Raymond helped,his,6.407942771911621
About,helped,615,615_F_his,f,Mismatch,poss,The play about Helen helped,his,7.141430854797363
About,is bothering,616,616_M_him,m,Match,obj,The movie about Travis is bothering,him,4.338715553283691
About,is bothering,616,616_F_him,f,Mismatch,obj,The movie about Kathleen is bothering,him,5.188582420349121
About,is bothering,616,616_M_his,m,Match,poss,The movie about Travis is bothering,his,8.813323974609375
About,is bothering,616,616_F_his,f,Mismatch,poss,The movie about Kathleen is bothering,his,10.77902603149414
About,had bored,617,617_M_him,m,Match,obj,The newspaper article about Joseph had bored,him,1.6868574619293213
About,had bored,617,617_F_him,f,Mismatch,obj,The newspaper article about the ex-wife had bored,him,1.5441772937774658
About,had bored,617,617_M_his,m,Match,poss,The newspaper article about Joseph had bored,his,6.048755645751953
About,had bored,617,617_F_his,f,Mismatch,poss,The newspaper article about the ex-wife had bored,his,7.314957141876221
About,impresses,618,618_M_him,m,Match,obj,The story about Omar impresses,him,5.148094177246094
About,impresses,618,618_F_him,f,Mismatch,obj,The story about Laura impresses,him,3.794104814529419
About,impresses,618,618_M_his,m,Match,poss,The story about Omar impresses,his,6.658415794372559
About,impresses,618,618_F_his,f,Mismatch,poss,The story about Laura impresses,his,7.107795238494873
About,does bore,619,619_M_him,m,Match,obj,The essay about Charles does bore,him,6.777192115783691
About,does bore,619,619_F_him,f,Mismatch,obj,The essay about Melanie does bore,him,7.5815958976745605
About,does bore,619,619_M_his,m,Match,poss,The essay about Charles does bore,his,9.099029541015625
About,does bore,619,619_F_his,f,Mismatch,poss,The essay about Melanie does bore,his,10.219022750854492
About,had distracted,620,620_M_him,m,Match,obj,The report about Robert had distracted,him,2.1096785068511963
About,had distracted,620,620_F_him,f,Mismatch,obj,The report about Sara had distracted,him,1.7243131399154663
About,had distracted,620,620_M_his,m,Match,poss,The report about Robert had distracted,his,6.325052738189697
About,had distracted,620,620_F_his,f,Mismatch,poss,The report about Sara had distracted,his,6.92026948928833
About,wasn't alarming,621,621_M_him,m,Match,obj,The documentary about Bruce wasn't alarming,him,8.407402992248535
About,wasn't alarming,621,621_F_him,f,Mismatch,obj,The documentary about Tanya wasn't alarming,him,8.9728364944458
About,wasn't alarming,621,621_M_his,m,Match,poss,The documentary about Bruce wasn't alarming,his,9.838827133178711
About,wasn't alarming,621,621_F_his,f,Mismatch,poss,The documentary about Tanya wasn't alarming,his,11.046710968017578
About,disturbed,622,622_M_him,m,Match,obj,The commentary about Aaron disturbed,him,3.6818158626556396
About,disturbed,622,622_F_him,f,Mismatch,obj,The commentary about Tanya disturbed,him,2.932281017303467
