exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-medium_surp
About,hadn't embarrassed,460,460_F_him,f,Mismatch,obj,The movie about Carrie hadn't embarrassed,him,4.004248142242432
About,hadn't embarrassed,460,460_M_his,m,Match,poss,The movie about Todd hadn't embarrassed,his,6.5980963706970215
About,hadn't embarrassed,460,460_F_his,f,Mismatch,poss,The movie about Carrie hadn't embarrassed,his,7.995082378387451
About,alarms,461,461_M_him,m,Match,obj,The newspaper article about the brother alarms,him,3.8461430072784424
About,alarms,461,461_F_him,f,Mismatch,obj,The newspaper article about that woman alarms,him,5.788015365600586
About,alarms,461,461_M_his,m,Match,poss,The newspaper article about the brother alarms,his,6.592989444732666
About,alarms,461,461_F_his,f,Mismatch,poss,The newspaper article about that woman alarms,his,9.8125581741333
About,has impressed,462,462_M_him,m,Match,obj,The story about Richard has impressed,him,5.291294097900391
About,has impressed,462,462_F_him,f,Mismatch,obj,The story about Sabrina has impressed,him,6.601025581359863
About,has impressed,462,462_M_his,m,Match,poss,The story about Richard has impressed,his,8.999773979187012
About,has impressed,462,462_F_his,f,Mismatch,poss,The story about Sabrina has impressed,his,10.099032402038574
About,harmed,463,463_M_him,m,Match,obj,The essay about Theodore harmed,him,4.424922466278076
About,harmed,463,463_F_him,f,Mismatch,obj,The essay about Pamela harmed,him,5.6026291847229
About,harmed,463,463_M_his,m,Match,poss,The essay about Theodore harmed,his,3.5810787677764893
About,harmed,463,463_F_his,f,Mismatch,poss,The essay about Pamela harmed,his,4.668772220611572
About,alarmed,464,464_M_him,m,Match,obj,The report about the ex-boyfriend alarmed,him,3.640232801437378
About,alarmed,464,464_F_him,f,Mismatch,obj,The report about Patricia alarmed,him,3.8863131999969482
About,alarmed,464,464_M_his,m,Match,poss,The report about the ex-boyfriend alarmed,his,5.882116317749023
About,alarmed,464,464_F_his,f,Mismatch,poss,The report about Patricia alarmed,his,7.077519416809082
About,upsets,465,465_M_him,m,Match,obj,The documentary about Scott upsets,him,5.07216739654541
About,upsets,465,465_F_him,f,Mismatch,obj,The documentary about this girl upsets,him,6.392393589019775
About,upsets,465,465_M_his,m,Match,poss,The documentary about Scott upsets,his,5.7054595947265625
About,upsets,465,465_F_his,f,Mismatch,poss,The documentary about this girl upsets,his,7.78889274597168
About,underwhelms,466,466_M_him,m,Match,obj,The commentary about Randolf underwhelms,him,6.071453094482422
About,underwhelms,466,466_F_him,f,Mismatch,obj,The commentary about Christina underwhelms,him,6.790000915527344
About,underwhelms,466,466_M_his,m,Match,poss,The commentary about Randolf underwhelms,his,8.049094200134277
About,underwhelms,466,466_F_his,f,Mismatch,poss,The commentary about Christina underwhelms,his,8.840693473815918
About,hadn't worried,467,467_M_him,m,Match,obj,The show about Travis hadn't worried,him,5.845480918884277
About,hadn't worried,467,467_F_him,f,Mismatch,obj,The show about Sara hadn't worried,him,7.2835283279418945
About,hadn't worried,467,467_M_his,m,Match,poss,The show about Travis hadn't worried,his,9.456396102905273
About,hadn't worried,467,467_F_his,f,Mismatch,poss,The show about Sara hadn't worried,his,11.08791732788086
About,overwhelmed,468,468_M_him,m,Match,obj,The book about that boyfriend overwhelmed,him,3.712761878967285
About,overwhelmed,468,468_F_him,f,Mismatch,obj,The book about Donna overwhelmed,him,4.994493007659912
About,overwhelmed,468,468_M_his,m,Match,poss,The book about that boyfriend overwhelmed,his,6.574707508087158
About,overwhelmed,468,468_F_his,f,Mismatch,poss,The book about Donna overwhelmed,his,7.676431655883789
About,wasn't harming,469,469_M_him,m,Match,obj,The pamphlet about Eric wasn't harming,him,3.796351194381714
About,wasn't harming,469,469_F_him,f,Mismatch,obj,The pamphlet about Diane wasn't harming,him,4.794404983520508
About,wasn't harming,469,469_M_his,m,Match,poss,The pamphlet about Eric wasn't harming,his,4.715943813323975
About,wasn't harming,469,469_F_his,f,Mismatch,poss,The pamphlet about Diane wasn't harming,his,6.41776704788208
About,wasn't aggravating,470,470_M_him,m,Match,obj,The brochure about Bruce wasn't aggravating,him,3.7836313247680664
About,wasn't aggravating,470,470_F_him,f,Mismatch,obj,The brochure about Christina wasn't aggravating,him,5.775188446044922
About,wasn't aggravating,470,470_M_his,m,Match,poss,The brochure about Bruce wasn't aggravating,his,6.641855716705322
About,wasn't aggravating,470,470_F_his,f,Mismatch,poss,The brochure about Christina wasn't aggravating,his,8.782832145690918
About,wasn't scaring,471,471_M_him,m,Match,obj,The play about Gary wasn't scaring,him,4.503439903259277
About,wasn't scaring,471,471_F_him,f,Mismatch,obj,The play about that lady wasn't scaring,him,5.131185531616211
About,wasn't scaring,471,471_M_his,m,Match,poss,The play about Gary wasn't scaring,his,8.10285758972168
About,wasn't scaring,471,471_F_his,f,Mismatch,poss,The play about that lady wasn't scaring,his,10.52145767211914
About,aids,472,472_M_him,m,Match,obj,The movie about Brett aids,him,3.310143232345581
About,aids,472,472_F_him,f,Mismatch,obj,The movie about Christine aids,him,5.144074440002441
About,aids,472,472_M_his,m,Match,poss,The movie about Brett aids,his,4.676494598388672
About,aids,472,472_F_his,f,Mismatch,poss,The movie about Christine aids,his,7.9523725509643555
About,harms,473,473_M_him,m,Match,obj,The newspaper article about Wayne harms,him,7.06869649887085
About,harms,473,473_F_him,f,Mismatch,obj,The newspaper article about Kimberley harms,him,8.167479515075684
About,harms,473,473_M_his,m,Match,poss,The newspaper article about Wayne harms,his,4.831293106079102
About,harms,473,473_F_his,f,Mismatch,poss,The newspaper article about Kimberley harms,his,7.112480163574219
About,shouldn't overwhelm,474,474_M_him,m,Match,obj,The story about Randolf shouldn't overwhelm,him,6.901926517486572
About,shouldn't overwhelm,474,474_F_him,f,Mismatch,obj,The story about Amelia shouldn't overwhelm,him,7.691954135894775
About,shouldn't overwhelm,474,474_M_his,m,Match,poss,The story about Randolf shouldn't overwhelm,his,7.712848663330078
About,shouldn't overwhelm,474,474_F_his,f,Mismatch,poss,The story about Amelia shouldn't overwhelm,his,9.421466827392578
About,had scared,475,475_M_him,m,Match,obj,The essay about Aaron had scared,him,3.0320208072662354
About,had scared,475,475_F_him,f,Mismatch,obj,The essay about Anna had scared,him,3.467170476913452
About,had scared,475,475_M_his,m,Match,poss,The essay about Aaron had scared,his,7.710570812225342
About,had scared,475,475_F_his,f,Mismatch,poss,The essay about Anna had scared,his,8.640424728393555
About,hinders,476,476_M_him,m,Match,obj,The report about Gerald hinders,him,7.223961353302002
About,hinders,476,476_F_him,f,Mismatch,obj,The report about Veronica hinders,him,6.675187110900879
About,hinders,476,476_M_his,m,Match,poss,The report about Gerald hinders,his,4.911303520202637
About,hinders,476,476_F_his,f,Mismatch,poss,The report about Veronica hinders,his,5.15549898147583
About,stunned,477,477_M_him,m,Match,obj,The documentary about Peter stunned,him,5.606384754180908
About,stunned,477,477_F_him,f,Mismatch,obj,The documentary about Wendy stunned,him,6.467363357543945
About,stunned,477,477_M_his,m,Match,poss,The documentary about Peter stunned,his,6.5024333000183105
About,stunned,477,477_F_his,f,Mismatch,poss,The documentary about Wendy stunned,his,7.489067077636719
About,hadn't alarmed,478,478_M_him,m,Match,obj,The commentary about Kevin hadn't alarmed,him,2.911606788635254
About,hadn't alarmed,478,478_F_him,f,Mismatch,obj,The commentary about Jane hadn't alarmed,him,3.2645227909088135
About,hadn't alarmed,478,478_M_his,m,Match,poss,The commentary about Kevin hadn't alarmed,his,6.976984977722168
About,hadn't alarmed,478,478_F_his,f,Mismatch,poss,The commentary about Jane hadn't alarmed,his,8.559304237365723
About,disgusts,479,479_M_him,m,Match,obj,The show about the grandson disgusts,him,3.9958813190460205
About,disgusts,479,479_F_him,f,Mismatch,obj,The show about Cindy disgusts,him,7.256545066833496
About,disgusts,479,479_M_his,m,Match,poss,The show about the grandson disgusts,his,2.9076852798461914
About,disgusts,479,479_F_his,f,Mismatch,poss,The show about Cindy disgusts,his,10.397668838500977
About,has hurt,480,480_M_him,m,Match,obj,The book about Donald has hurt,him,3.305363416671753
About,has hurt,480,480_F_him,f,Mismatch,obj,The book about the lady has hurt,him,4.737748622894287
About,has hurt,480,480_M_his,m,Match,poss,The book about Donald has hurt,his,3.948991298675537
About,has hurt,480,480_F_his,f,Mismatch,poss,The book about the lady has hurt,his,4.842731952667236
About,had aided,481,481_M_him,m,Match,obj,The pamphlet about Larry had aided,him,2.9189114570617676
About,had aided,481,481_F_him,f,Mismatch,obj,The pamphlet about that actress had aided,him,3.796546459197998
About,had aided,481,481_M_his,m,Match,poss,The pamphlet about Larry had aided,his,4.562856674194336
About,had aided,481,481_F_his,f,Mismatch,poss,The pamphlet about that actress had aided,his,6.055556297302246
About,disgusted,482,482_M_him,m,Match,obj,The brochure about Steven disgusted,him,4.245617866516113
About,disgusted,482,482_F_him,f,Mismatch,obj,The brochure about Lori disgusted,him,4.15374755859375
About,disgusted,482,482_M_his,m,Match,poss,The brochure about Steven disgusted,his,6.915261268615723
About,disgusted,482,482_F_his,f,Mismatch,poss,The brochure about Lori disgusted,his,7.763164520263672
About,wasn't scaring,483,483_M_him,m,Match,obj,The play about the grandfather wasn't scaring,him,4.455438613891602
About,wasn't scaring,483,483_F_him,f,Mismatch,obj,The play about Pamela wasn't scaring,him,5.391562461853027
About,wasn't scaring,483,483_M_his,m,Match,poss,The play about the grandfather wasn't scaring,his,8.03907299041748
About,wasn't scaring,483,483_F_his,f,Mismatch,poss,The play about Pamela wasn't scaring,his,9.838544845581055
About,overwhelms,484,484_M_him,m,Match,obj,The movie about Joel overwhelms,him,3.371457815170288
About,overwhelms,484,484_F_him,f,Mismatch,obj,The movie about Eva overwhelms,him,5.695394515991211
About,overwhelms,484,484_M_his,m,Match,poss,The movie about Joel overwhelms,his,4.799612522125244
About,overwhelms,484,484_F_his,f,Mismatch,poss,The movie about Eva overwhelms,his,8.2584810256958
About,hinders,485,485_M_him,m,Match,obj,The newspaper article about this father hinders,him,3.749901533126831
About,hinders,485,485_F_him,f,Mismatch,obj,The newspaper article about Diane hinders,him,6.08876895904541
About,hinders,485,485_M_his,m,Match,poss,The newspaper article about this father hinders,his,2.9237136840820312
About,hinders,485,485_F_his,f,Mismatch,poss,The newspaper article about Diane hinders,his,5.431515216827393
About,has helped,486,486_M_him,m,Match,obj,The story about Guy has helped,him,4.5644145011901855
About,has helped,486,486_F_him,f,Mismatch,obj,The story about Ella has helped,him,6.255222797393799
About,has helped,486,486_M_his,m,Match,poss,The story about Guy has helped,his,8.406237602233887
About,has helped,486,486_F_his,f,Mismatch,poss,The story about Ella has helped,his,9.625224113464355
About,wouldn't stun,487,487_M_him,m,Match,obj,The essay about Noah wouldn't stun,him,6.337376117706299
About,wouldn't stun,487,487_F_him,f,Mismatch,obj,The essay about Nina wouldn't stun,him,7.0059380531311035
About,wouldn't stun,487,487_M_his,m,Match,poss,The essay about Noah wouldn't stun,his,8.912437438964844
About,wouldn't stun,487,487_F_his,f,Mismatch,poss,The essay about Nina wouldn't stun,his,9.879375457763672
About,hadn't helped,488,488_M_him,m,Match,obj,The report about that brother hadn't helped,him,2.730724573135376
About,hadn't helped,488,488_F_him,f,Mismatch,obj,The report about Anne hadn't helped,him,5.2537150382995605
About,hadn't helped,488,488_M_his,m,Match,poss,The report about that brother hadn't helped,his,5.4571533203125
About,hadn't helped,488,488_F_his,f,Mismatch,poss,The report about Anne hadn't helped,his,5.1285223960876465
About,was aggravating,489,489_M_him,m,Match,obj,The documentary about Matt was aggravating,him,5.992095470428467
About,was aggravating,489,489_F_him,f,Mismatch,obj,The documentary about Carmen was aggravating,him,7.284770965576172
About,was aggravating,489,489_M_his,m,Match,poss,The documentary about Matt was aggravating,his,7.553004741668701
About,was aggravating,489,489_F_his,f,Mismatch,poss,The documentary about Carmen was aggravating,his,8.234235763549805
About,was disturbing,490,490_M_him,m,Match,obj,The commentary about Bradley was disturbing,him,13.444403648376465
About,was disturbing,490,490_F_him,f,Mismatch,obj,The commentary about Susan was disturbing,him,13.136951446533203
About,was disturbing,490,490_M_his,m,Match,poss,The commentary about Bradley was disturbing,his,12.93481731414795
About,was disturbing,490,490_F_his,f,Mismatch,poss,The commentary about Susan was disturbing,his,13.377552032470703
About,bores,491,491_M_him,m,Match,obj,The show about Scott bores,him,5.717349052429199
About,bores,491,491_F_him,f,Mismatch,obj,The show about Alice bores,him,5.753013610839844
About,bores,491,491_M_his,m,Match,poss,The show about Scott bores,his,7.4803786277771
About,bores,491,491_F_his,f,Mismatch,poss,The show about Alice bores,his,8.667880058288574
About,is overwhelming,492,492_M_him,m,Match,obj,The book about Noah is overwhelming,him,14.317626953125
About,is overwhelming,492,492_F_him,f,Mismatch,obj,The book about Patricia is overwhelming,him,14.548141479492188
About,is overwhelming,492,492_M_his,m,Match,poss,The book about Noah is overwhelming,his,13.972709655761719
About,is overwhelming,492,492_F_his,f,Mismatch,poss,The book about Patricia is overwhelming,his,14.628629684448242
About,could overwhelm,493,493_M_him,m,Match,obj,The pamphlet about Patrick could overwhelm,him,4.49055290222168
About,could overwhelm,493,493_F_him,f,Mismatch,obj,The pamphlet about Elaine could overwhelm,him,4.379809379577637
About,could overwhelm,493,493_M_his,m,Match,poss,The pamphlet about Patrick could overwhelm,his,5.622369289398193
About,could overwhelm,493,493_F_his,f,Mismatch,poss,The pamphlet about Elaine could overwhelm,his,5.893971920013428
About,won't distract,494,494_M_him,m,Match,obj,The brochure about that ex-boyfriend won't distract,him,6.18837308883667
About,won't distract,494,494_F_him,f,Mismatch,obj,The brochure about April won't distract,him,7.45734977722168
About,won't distract,494,494_M_his,m,Match,poss,The brochure about that ex-boyfriend won't distract,his,10.524520874023438
About,won't distract,494,494_F_his,f,Mismatch,poss,The brochure about April won't distract,his,11.166979789733887
About,hinders,495,495_M_him,m,Match,obj,The play about Paul hinders,him,4.093862533569336
About,hinders,495,495_F_him,f,Mismatch,obj,The play about Amy hinders,him,4.844794750213623
About,hinders,495,495_M_his,m,Match,poss,The play about Paul hinders,his,3.491917848587036
About,hinders,495,495_F_his,f,Mismatch,poss,The play about Amy hinders,his,5.675000190734863
About,hasn't alarmed,496,496_M_him,m,Match,obj,The movie about Jerry hasn't alarmed,him,5.119441032409668
About,hasn't alarmed,496,496_F_him,f,Mismatch,obj,The movie about Kristen hasn't alarmed,him,5.96707820892334
About,hasn't alarmed,496,496_M_his,m,Match,poss,The movie about Jerry hasn't alarmed,his,8.4755859375
About,hasn't alarmed,496,496_F_his,f,Mismatch,poss,The movie about Kristen hasn't alarmed,his,9.11839485168457
About,didn't stun,497,497_M_him,m,Match,obj,The newspaper article about Michael didn't stun,him,2.934697151184082
About,didn't stun,497,497_F_him,f,Mismatch,obj,The newspaper article about Elaine didn't stun,him,3.887418508529663
About,didn't stun,497,497_M_his,m,Match,poss,The newspaper article about Michael didn't stun,his,8.010705947875977
About,didn't stun,497,497_F_his,f,Mismatch,poss,The newspaper article about Elaine didn't stun,his,8.773100852966309
About,will bore,498,498_M_him,m,Match,obj,The story about Peter will bore,him,8.41723918914795
About,will bore,498,498_F_him,f,Mismatch,obj,The story about Brenda will bore,him,10.043728828430176
About,will bore,498,498_M_his,m,Match,poss,The story about Peter will bore,his,9.625288963317871
About,will bore,498,498_F_his,f,Mismatch,poss,The story about Brenda will bore,his,10.963111877441406
About,is bothering,499,499_M_him,m,Match,obj,The essay about Samuel is bothering,him,5.631430625915527
About,is bothering,499,499_F_him,f,Mismatch,obj,The essay about Andrea is bothering,him,6.346374988555908
About,is bothering,499,499_M_his,m,Match,poss,The essay about Samuel is bothering,his,9.448866844177246
About,is bothering,499,499_F_his,f,Mismatch,poss,The essay about Andrea is bothering,his,10.404703140258789
About,had helped,500,500_M_him,m,Match,obj,The report about Alan had helped,him,2.875481367111206
About,had helped,500,500_F_him,f,Mismatch,obj,The report about Lori had helped,him,3.9215314388275146
About,had helped,500,500_M_his,m,Match,poss,The report about Alan had helped,his,6.237668037414551
About,had helped,500,500_F_his,f,Mismatch,poss,The report about Lori had helped,his,6.956868648529053
About,was aiding,501,501_M_him,m,Match,obj,The documentary about the grandfather was aiding,him,3.874607801437378
About,was aiding,501,501_F_him,f,Mismatch,obj,The documentary about Irene was aiding,him,5.924060821533203
About,was aiding,501,501_M_his,m,Match,poss,The documentary about the grandfather was aiding,his,3.8870396614074707
About,was aiding,501,501_F_his,f,Mismatch,poss,The documentary about Irene was aiding,his,6.138628959655762
About,disturbs,502,502_M_him,m,Match,obj,The commentary about Dennis disturbs,him,5.654717445373535
About,disturbs,502,502_F_him,f,Mismatch,obj,The commentary about Debra disturbs,him,7.2831268310546875
About,disturbs,502,502_M_his,m,Match,poss,The commentary about Dennis disturbs,his,9.190702438354492
About,disturbs,502,502_F_his,f,Mismatch,poss,The commentary about Debra disturbs,his,10.227441787719727
About,was overwhelming,503,503_M_him,m,Match,obj,The show about Dan was overwhelming,him,9.616669654846191
About,was overwhelming,503,503_F_him,f,Mismatch,obj,The show about Kathleen was overwhelming,him,10.39492130279541
About,was overwhelming,503,503_M_his,m,Match,poss,The show about Dan was overwhelming,his,11.834513664245605
About,was overwhelming,503,503_F_his,f,Mismatch,poss,The show about Kathleen was overwhelming,his,12.686488151550293
About,worried,504,504_M_him,m,Match,obj,The book about the ex-boyfriend worried,him,4.482843399047852
About,worried,504,504_F_him,f,Mismatch,obj,The book about Linda worried,him,5.944325923919678
About,worried,504,504_M_his,m,Match,poss,The book about the ex-boyfriend worried,his,6.266664028167725
About,worried,504,504_F_his,f,Mismatch,poss,The book about Linda worried,his,8.522953987121582
About,hadn't aggravated,505,505_M_him,m,Match,obj,The pamphlet about Joel hadn't aggravated,him,2.6145551204681396
About,hadn't aggravated,505,505_F_him,f,Mismatch,obj,The pamphlet about Kendra hadn't aggravated,him,3.199052095413208
About,hadn't aggravated,505,505_M_his,m,Match,poss,The pamphlet about Joel hadn't aggravated,his,3.4403133392333984
About,hadn't aggravated,505,505_F_his,f,Mismatch,poss,The pamphlet about Kendra hadn't aggravated,his,4.473880767822266
About,hadn't scared,506,506_M_him,m,Match,obj,The brochure about Noah hadn't scared,him,2.2540719509124756
About,hadn't scared,506,506_F_him,f,Mismatch,obj,The brochure about Jessica hadn't scared,him,2.872596025466919
About,hadn't scared,506,506_M_his,m,Match,poss,The brochure about Noah hadn't scared,his,8.581381797790527
About,hadn't scared,506,506_F_his,f,Mismatch,poss,The brochure about Jessica hadn't scared,his,9.534582138061523
About,would disgust,507,507_M_him,m,Match,obj,The play about Martin would disgust,him,5.6541314125061035
About,would disgust,507,507_F_him,f,Mismatch,obj,The play about Rachel would disgust,him,7.471283435821533
About,would disgust,507,507_M_his,m,Match,poss,The play about Martin would disgust,his,6.728976726531982
About,would disgust,507,507_F_his,f,Mismatch,poss,The play about Rachel would disgust,his,9.39169979095459
About,hurts,508,508_M_him,m,Match,obj,The movie about Adam hurts,him,5.394115924835205
About,hurts,508,508_F_him,f,Mismatch,obj,The movie about Jacqueline hurts,him,6.211369514465332
About,hurts,508,508_M_his,m,Match,poss,The movie about Adam hurts,his,5.404428958892822
About,hurts,508,508_F_his,f,Mismatch,poss,The movie about Jacqueline hurts,his,6.426873207092285
About,alarmed,509,509_M_him,m,Match,obj,The newspaper article about Thomas alarmed,him,2.7720532417297363
About,alarmed,509,509_F_him,f,Mismatch,obj,The newspaper article about Suzanne alarmed,him,4.034029960632324
About,alarmed,509,509_M_his,m,Match,poss,The newspaper article about Thomas alarmed,his,5.418363094329834
About,alarmed,509,509_F_his,f,Mismatch,poss,The newspaper article about Suzanne alarmed,his,7.482906341552734
About,didn't disgust,510,510_M_him,m,Match,obj,The story about Larry didn't disgust,him,4.098824501037598
About,didn't disgust,510,510_F_him,f,Mismatch,obj,The story about Kimberley didn't disgust,him,5.609424591064453
About,didn't disgust,510,510_M_his,m,Match,poss,The story about Larry didn't disgust,his,10.294532775878906
About,didn't disgust,510,510_F_his,f,Mismatch,poss,The story about Kimberley didn't disgust,his,11.561257362365723
About,had distracted,511,511_M_him,m,Match,obj,The essay about Andrew had distracted,him,3.458099842071533
About,had distracted,511,511_F_him,f,Mismatch,obj,The essay about Heidi had distracted,him,4.027470588684082
About,had distracted,511,511_M_his,m,Match,poss,The essay about Andrew had distracted,his,6.464785575866699
About,had distracted,511,511_F_his,f,Mismatch,poss,The essay about Heidi had distracted,his,7.480854511260986
About,impresses,512,512_M_him,m,Match,obj,The report about Guy impresses,him,4.878666877746582
About,impresses,512,512_F_him,f,Mismatch,obj,The report about Laurie impresses,him,5.66373348236084
About,impresses,512,512_M_his,m,Match,poss,The report about Guy impresses,his,7.431858062744141
About,impresses,512,512_F_his,f,Mismatch,poss,The report about Laurie impresses,his,8.398747444152832
About,impressed,513,513_M_him,m,Match,obj,The documentary about Phillip impressed,him,3.976834535598755
About,impressed,513,513_F_him,f,Mismatch,obj,The documentary about Meredith impressed,him,4.074246883392334
About,impressed,513,513_M_his,m,Match,poss,The documentary about Phillip impressed,his,6.249878406524658
About,impressed,513,513_F_his,f,Mismatch,poss,The documentary about Meredith impressed,his,7.299860000610352
About,hasn't hindered,514,514_M_him,m,Match,obj,The commentary about Frank hasn't hindered,him,3.612241268157959
About,hasn't hindered,514,514_F_him,f,Mismatch,obj,The commentary about Christina hasn't hindered,him,5.706617832183838
About,hasn't hindered,514,514_M_his,m,Match,poss,The commentary about Frank hasn't hindered,his,2.1205766201019287
About,hasn't hindered,514,514_F_his,f,Mismatch,poss,The commentary about Christina hasn't hindered,his,4.144487380981445
About,is embarrassing,515,515_M_him,m,Match,obj,The show about the ex-husband is embarrassing,him,6.891274452209473
About,is embarrassing,515,515_F_him,f,Mismatch,obj,The show about Anna is embarrassing,him,8.664533615112305
About,is embarrassing,515,515_M_his,m,Match,poss,The show about the ex-husband is embarrassing,his,8.924776077270508
About,is embarrassing,515,515_F_his,f,Mismatch,poss,The show about Anna is embarrassing,his,10.734896659851074
About,worried,516,516_M_him,m,Match,obj,The book about Lawrence worried,him,4.515483379364014
About,worried,516,516_F_him,f,Mismatch,obj,The book about Kristen worried,him,5.609959602355957
About,worried,516,516_M_his,m,Match,poss,The book about Lawrence worried,his,7.414753437042236
About,worried,516,516_F_his,f,Mismatch,poss,The book about Kristen worried,his,8.695168495178223
About,isn't hurting,517,517_M_him,m,Match,obj,The pamphlet about Robert isn't hurting,him,3.8236074447631836
About,isn't hurting,517,517_F_him,f,Mismatch,obj,The pamphlet about Stephanie isn't hurting,him,5.34079647064209
About,isn't hurting,517,517_M_his,m,Match,poss,The pamphlet about Robert isn't hurting,his,4.3737311363220215
About,isn't hurting,517,517_F_his,f,Mismatch,poss,The pamphlet about Stephanie isn't hurting,his,5.698366641998291
About,was stunning,518,518_M_him,m,Match,obj,The brochure about Jason was stunning,him,15.547966003417969
About,was stunning,518,518_F_him,f,Mismatch,obj,The brochure about Maria was stunning,him,16.074569702148438
About,was stunning,518,518_M_his,m,Match,poss,The brochure about Jason was stunning,his,15.555060386657715
About,was stunning,518,518_F_his,f,Mismatch,poss,The brochure about Maria was stunning,his,15.939559936523438
About,has worried,519,519_M_him,m,Match,obj,The play about Marcus has worried,him,5.833860397338867
About,has worried,519,519_F_him,f,Mismatch,obj,The play about the ex-girlfriend has worried,him,6.3213419914245605
About,has worried,519,519_M_his,m,Match,poss,The play about Marcus has worried,his,6.4721503257751465
About,has worried,519,519_F_his,f,Mismatch,poss,The play about the ex-girlfriend has worried,his,7.4116291999816895
About,disturbs,520,520_M_him,m,Match,obj,The movie about Alan disturbs,him,4.713000297546387
About,disturbs,520,520_F_him,f,Mismatch,obj,The movie about Amanda disturbs,him,5.471219539642334
About,disturbs,520,520_M_his,m,Match,poss,The movie about Alan disturbs,his,7.442999839782715
About,disturbs,520,520_F_his,f,Mismatch,poss,The movie about Amanda disturbs,his,9.084506034851074
About,distracts,521,521_M_him,m,Match,obj,The newspaper article about Chad distracts,him,8.902983665466309
About,distracts,521,521_F_him,f,Mismatch,obj,The newspaper article about Amelia distracts,him,9.002071380615234
About,distracts,521,521_M_his,m,Match,poss,The newspaper article about Chad distracts,his,9.631144523620605
About,distracts,521,521_F_his,f,Mismatch,poss,The newspaper article about Amelia distracts,his,10.135472297668457
About,hadn't aggravated,522,522_M_him,m,Match,obj,The story about Todd hadn't aggravated,him,2.583702325820923
About,hadn't aggravated,522,522_F_him,f,Mismatch,obj,The story about Teresa hadn't aggravated,him,3.4262101650238037
About,hadn't aggravated,522,522_M_his,m,Match,poss,The story about Todd hadn't aggravated,his,3.872135639190674
About,hadn't aggravated,522,522_F_his,f,Mismatch,poss,The story about Teresa hadn't aggravated,his,4.843005180358887
About,would scare,523,523_M_him,m,Match,obj,The essay about Timothy would scare,him,5.169156074523926
About,would scare,523,523_F_him,f,Mismatch,obj,The essay about Sheila would scare,him,6.29543924331665
About,would scare,523,523_M_his,m,Match,poss,The essay about Timothy would scare,his,7.489441394805908
About,would scare,523,523_F_his,f,Mismatch,poss,The essay about Sheila would scare,his,8.575726509094238
About,shouldn't confuse,524,524_M_him,m,Match,obj,The report about Brian shouldn't confuse,him,2.3501877784729004
About,shouldn't confuse,524,524_F_him,f,Mismatch,obj,The report about Theresa shouldn't confuse,him,6.141536712646484
About,shouldn't confuse,524,524_M_his,m,Match,poss,The report about Brian shouldn't confuse,his,5.739803314208984
About,shouldn't confuse,524,524_F_his,f,Mismatch,poss,The report about Theresa shouldn't confuse,his,9.006421089172363
About,worries,525,525_M_him,m,Match,obj,The documentary about George worries,him,4.673447608947754
About,worries,525,525_F_him,f,Mismatch,obj,The documentary about Patricia worries,him,6.935341835021973
About,worries,525,525_M_his,m,Match,poss,The documentary about George worries,his,6.717536926269531
About,worries,525,525_F_his,f,Mismatch,poss,The documentary about Patricia worries,his,9.010725021362305
About,had stunned,526,526_M_him,m,Match,obj,The commentary about Keith had stunned,him,3.3643367290496826
About,had stunned,526,526_F_him,f,Mismatch,obj,The commentary about Margaret had stunned,him,3.797996759414673
About,had stunned,526,526_M_his,m,Match,poss,The commentary about Keith had stunned,his,5.721153259277344
About,had stunned,526,526_F_his,f,Mismatch,poss,The commentary about Margaret had stunned,his,6.954530239105225
About,did astound,527,527_M_him,m,Match,obj,The show about this ex-husband did astound,him,8.042814254760742
About,did astound,527,527_F_him,f,Mismatch,obj,The show about this niece did astound,him,9.574581146240234
About,did astound,527,527_M_his,m,Match,poss,The show about this ex-husband did astound,his,10.450571060180664
About,did astound,527,527_F_his,f,Mismatch,poss,The show about this niece did astound,his,12.541648864746094
About,was impressing,528,528_M_him,m,Match,obj,The book about Charles was impressing,him,6.714641571044922
About,was impressing,528,528_F_him,f,Mismatch,obj,The book about Jill was impressing,him,7.652205467224121
About,was impressing,528,528_M_his,m,Match,poss,The book about Charles was impressing,his,8.188199996948242
About,was impressing,528,528_F_his,f,Mismatch,poss,The book about Jill was impressing,his,9.385790824890137
About,isn't underwhelming,529,529_M_him,m,Match,obj,The pamphlet about Vincent isn't underwhelming,him,16.390522003173828
About,isn't underwhelming,529,529_F_him,f,Mismatch,obj,The pamphlet about Victoria isn't underwhelming,him,16.66141700744629
About,isn't underwhelming,529,529_M_his,m,Match,poss,The pamphlet about Vincent isn't underwhelming,his,15.073314666748047
About,isn't underwhelming,529,529_F_his,f,Mismatch,poss,The pamphlet about Victoria isn't underwhelming,his,15.638589859008789
About,will annoy,530,530_M_him,m,Match,obj,The brochure about Michael will annoy,him,5.361539840698242
About,will annoy,530,530_F_him,f,Mismatch,obj,The brochure about Helen will annoy,him,6.85407829284668
About,will annoy,530,530_M_his,m,Match,poss,The brochure about Michael will annoy,his,7.506958484649658
About,will annoy,530,530_F_his,f,Mismatch,poss,The brochure about Helen will annoy,his,9.21319580078125
About,was worrying,531,531_M_him,m,Match,obj,The play about Carlos was worrying,him,5.563085556030273
About,was worrying,531,531_F_him,f,Mismatch,obj,The play about Leslie was worrying,him,6.255346775054932
