exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,gpt3_surp
TwoEmbedding,advises,was underwhelming,526,526_MFM_him,mfm,MatchMismatchMatch,obj,Kenneth advises Eva that Curtis was underwhelming,him,13.18707275390625
TwoEmbedding,advises,was underwhelming,526,526_MFF_him,mff,MatchMismatchMismatch,obj,Kenneth advises Eva that Sandra was underwhelming,him,10.759419441223145
TwoEmbedding,advises,was underwhelming,526,526_FMM_him,fmm,MismatchMatchMatch,obj,Wendy advises Gary that Curtis was underwhelming,him,11.380692481994629
TwoEmbedding,advises,was underwhelming,526,526_FMF_him,fmf,MismatchMatchMismatch,obj,Wendy advises Gary that Sandra was underwhelming,him,9.729116439819336
TwoEmbedding,advises,was underwhelming,526,526_FFM_him,ffm,MismatchMismatchMatch,obj,Wendy advises Eva that Curtis was underwhelming,him,16.060813903808594
TwoEmbedding,advises,was underwhelming,526,526_FFF_him,fff,MismatchMismatchMismatch,obj,Wendy advises Eva that Sandra was underwhelming,him,13.458751678466797
TwoEmbedding,advises,was underwhelming,526,526_MMM_his,mmm,MatchMatchMatch,poss,Kenneth advises Gary that Curtis was underwhelming,his,8.084908485412598
TwoEmbedding,advises,was underwhelming,526,526_MMF_his,mmf,MatchMatchMismatch,poss,Kenneth advises Gary that Sandra was underwhelming,his,9.918265342712402
TwoEmbedding,advises,was underwhelming,526,526_MFM_his,mfm,MatchMismatchMatch,poss,Kenneth advises Eva that Curtis was underwhelming,his,9.861149787902832
TwoEmbedding,advises,was underwhelming,526,526_MFF_his,mff,MatchMismatchMismatch,poss,Kenneth advises Eva that Sandra was underwhelming,his,10.559455871582031
TwoEmbedding,advises,was underwhelming,526,526_FMM_his,fmm,MismatchMatchMatch,poss,Wendy advises Gary that Curtis was underwhelming,his,8.734118461608887
TwoEmbedding,advises,was underwhelming,526,526_FMF_his,fmf,MismatchMatchMismatch,poss,Wendy advises Gary that Sandra was underwhelming,his,9.66940689086914
TwoEmbedding,advises,was underwhelming,526,526_FFM_his,ffm,MismatchMismatchMatch,poss,Wendy advises Eva that Curtis was underwhelming,his,11.394805908203125
TwoEmbedding,advises,was underwhelming,526,526_FFF_his,fff,MismatchMismatchMismatch,poss,Wendy advises Eva that Sandra was underwhelming,his,12.815065383911133
TwoEmbedding,alerts,had noticed,527,527_MMM_him,mmm,MatchMatchMatch,obj,Keith alerts Travis that Liam had noticed,him,4.194252014160156
TwoEmbedding,alerts,had noticed,527,527_MMF_him,mmf,MatchMatchMismatch,obj,Keith alerts Travis that Heidi had noticed,him,4.631349086761475
TwoEmbedding,alerts,had noticed,527,527_MFM_him,mfm,MatchMismatchMatch,obj,Keith alerts Mary that Liam had noticed,him,5.861364841461182
TwoEmbedding,alerts,had noticed,527,527_MFF_him,mff,MatchMismatchMismatch,obj,Keith alerts Mary that Heidi had noticed,him,5.825325012207031
TwoEmbedding,alerts,had noticed,527,527_FMM_him,fmm,MismatchMatchMatch,obj,Amy alerts Travis that Liam had noticed,him,4.019266605377197
TwoEmbedding,alerts,had noticed,527,527_FMF_him,fmf,MismatchMatchMismatch,obj,Amy alerts Travis that Heidi had noticed,him,4.300743579864502
TwoEmbedding,alerts,had noticed,527,527_FFM_him,ffm,MismatchMismatchMatch,obj,Amy alerts Mary that Liam had noticed,him,7.458017826080322
TwoEmbedding,alerts,had noticed,527,527_FFF_him,fff,MismatchMismatchMismatch,obj,Amy alerts Mary that Heidi had noticed,him,8.39765739440918
TwoEmbedding,alerts,had noticed,527,527_MMM_his,mmm,MatchMatchMatch,poss,Keith alerts Travis that Liam had noticed,his,2.7491018772125244
TwoEmbedding,alerts,had noticed,527,527_MMF_his,mmf,MatchMatchMismatch,poss,Keith alerts Travis that Heidi had noticed,his,2.275305986404419
TwoEmbedding,alerts,had noticed,527,527_MFM_his,mfm,MatchMismatchMatch,poss,Keith alerts Mary that Liam had noticed,his,4.342203617095947
TwoEmbedding,alerts,had noticed,527,527_MFF_his,mff,MatchMismatchMismatch,poss,Keith alerts Mary that Heidi had noticed,his,3.6419284343719482
TwoEmbedding,alerts,had noticed,527,527_FMM_his,fmm,MismatchMatchMatch,poss,Amy alerts Travis that Liam had noticed,his,2.9060211181640625
TwoEmbedding,alerts,had noticed,527,527_FMF_his,fmf,MismatchMatchMismatch,poss,Amy alerts Travis that Heidi had noticed,his,2.069003105163574
TwoEmbedding,alerts,had noticed,527,527_FFM_his,ffm,MismatchMismatchMatch,poss,Amy alerts Mary that Liam had noticed,his,5.517358779907227
TwoEmbedding,alerts,had noticed,527,527_FFF_his,fff,MismatchMismatchMismatch,poss,Amy alerts Mary that Heidi had noticed,his,6.796879768371582
TwoEmbedding,informs,fled from,528,528_MMM_him,mmm,MatchMatchMatch,obj,Lawrence informs William that Omar fled from,him,7.510083198547363
TwoEmbedding,informs,fled from,528,528_MMF_him,mmf,MatchMatchMismatch,obj,Lawrence informs William that Mary fled from,him,5.485254287719727
TwoEmbedding,informs,fled from,528,528_MFM_him,mfm,MatchMismatchMatch,obj,Lawrence informs Marie that Omar fled from,him,7.913098335266113
TwoEmbedding,informs,fled from,528,528_MFF_him,mff,MatchMismatchMismatch,obj,Lawrence informs Marie that Mary fled from,him,6.171881675720215
TwoEmbedding,informs,fled from,528,528_FMM_him,fmm,MismatchMatchMatch,obj,Danielle informs William that Omar fled from,him,9.160584449768066
TwoEmbedding,informs,fled from,528,528_FMF_him,fmf,MismatchMatchMismatch,obj,Danielle informs William that Mary fled from,him,7.491253852844238
TwoEmbedding,informs,fled from,528,528_FFM_him,ffm,MismatchMismatchMatch,obj,Danielle informs Marie that Omar fled from,him,10.931753158569336
TwoEmbedding,informs,fled from,528,528_FFF_him,fff,MismatchMismatchMismatch,obj,Danielle informs Marie that Mary fled from,him,10.830241203308105
TwoEmbedding,informs,fled from,528,528_MMM_his,mmm,MatchMatchMatch,poss,Lawrence informs William that Omar fled from,his,3.087005615234375
TwoEmbedding,informs,fled from,528,528_MMF_his,mmf,MatchMatchMismatch,poss,Lawrence informs William that Mary fled from,his,5.052679061889648
TwoEmbedding,informs,fled from,528,528_MFM_his,mfm,MatchMismatchMatch,poss,Lawrence informs Marie that Omar fled from,his,3.193591356277466
TwoEmbedding,informs,fled from,528,528_MFF_his,mff,MatchMismatchMismatch,poss,Lawrence informs Marie that Mary fled from,his,6.4726433753967285
TwoEmbedding,informs,fled from,528,528_FMM_his,fmm,MismatchMatchMatch,poss,Danielle informs William that Omar fled from,his,3.539762496948242
TwoEmbedding,informs,fled from,528,528_FMF_his,fmf,MismatchMatchMismatch,poss,Danielle informs William that Mary fled from,his,6.92271089553833
TwoEmbedding,informs,fled from,528,528_FFM_his,ffm,MismatchMismatchMatch,poss,Danielle informs Marie that Omar fled from,his,3.6433634757995605
TwoEmbedding,informs,fled from,528,528_FFF_his,fff,MismatchMismatchMismatch,poss,Danielle informs Marie that Mary fled from,his,10.375321388244629
TwoEmbedding,informed,has hired,529,529_MMM_him,mmm,MatchMatchMatch,obj,Chad informed Joseph that Carl has hired,him,5.808568000793457
TwoEmbedding,informed,has hired,529,529_MMF_him,mmf,MatchMatchMismatch,obj,Chad informed Joseph that Kathleen has hired,him,5.199509620666504
TwoEmbedding,informed,has hired,529,529_MFM_him,mfm,MatchMismatchMatch,obj,Chad informed Amanda that Carl has hired,him,5.51427698135376
TwoEmbedding,informed,has hired,529,529_MFF_him,mff,MatchMismatchMismatch,obj,Chad informed Amanda that Kathleen has hired,him,4.907692909240723
TwoEmbedding,informed,has hired,529,529_FMM_him,fmm,MismatchMatchMatch,obj,Tracy informed Joseph that Carl has hired,him,5.928727149963379
TwoEmbedding,informed,has hired,529,529_FMF_him,fmf,MismatchMatchMismatch,obj,Tracy informed Joseph that Kathleen has hired,him,6.106797218322754
TwoEmbedding,informed,has hired,529,529_FFM_him,ffm,MismatchMismatchMatch,obj,Tracy informed Amanda that Carl has hired,him,7.672033786773682
TwoEmbedding,informed,has hired,529,529_FFF_him,fff,MismatchMismatchMismatch,obj,Tracy informed Amanda that Kathleen has hired,him,8.417981147766113
TwoEmbedding,informed,has hired,529,529_MMM_his,mmm,MatchMatchMatch,poss,Chad informed Joseph that Carl has hired,his,8.326804161071777
TwoEmbedding,informed,has hired,529,529_MMF_his,mmf,MatchMatchMismatch,poss,Chad informed Joseph that Kathleen has hired,his,8.959216117858887
TwoEmbedding,informed,has hired,529,529_MFM_his,mfm,MatchMismatchMatch,poss,Chad informed Amanda that Carl has hired,his,8.136899948120117
TwoEmbedding,informed,has hired,529,529_MFF_his,mff,MatchMismatchMismatch,poss,Chad informed Amanda that Kathleen has hired,his,8.821362495422363
TwoEmbedding,informed,has hired,529,529_FMM_his,fmm,MismatchMatchMatch,poss,Tracy informed Joseph that Carl has hired,his,7.106584548950195
TwoEmbedding,informed,has hired,529,529_FMF_his,fmf,MismatchMatchMismatch,poss,Tracy informed Joseph that Kathleen has hired,his,9.393536567687988
TwoEmbedding,informed,has hired,529,529_FFM_his,ffm,MismatchMismatchMatch,poss,Tracy informed Amanda that Carl has hired,his,6.950672626495361
TwoEmbedding,informed,has hired,529,529_FFF_his,fff,MismatchMismatchMismatch,poss,Tracy informed Amanda that Kathleen has hired,his,11.12843132019043
TwoEmbedding,alerts,insults,530,530_MMM_him,mmm,MatchMatchMatch,obj,Patrick alerts Noah that Theodore insults,him,1.8076469898223877
TwoEmbedding,alerts,insults,530,530_MMF_him,mmf,MatchMatchMismatch,obj,Patrick alerts Noah that Ruth insults,him,1.6744235754013062
TwoEmbedding,alerts,insults,530,530_MFM_him,mfm,MatchMismatchMatch,obj,Patrick alerts Sabrina that Theodore insults,him,3.7799205780029297
TwoEmbedding,alerts,insults,530,530_MFF_him,mff,MatchMismatchMismatch,obj,Patrick alerts Sabrina that Ruth insults,him,3.5453591346740723
TwoEmbedding,alerts,insults,530,530_FMM_him,fmm,MismatchMatchMatch,obj,Teresa alerts Noah that Theodore insults,him,2.975310802459717
TwoEmbedding,alerts,insults,530,530_FMF_him,fmf,MismatchMatchMismatch,obj,Teresa alerts Noah that Ruth insults,him,3.4000790119171143
TwoEmbedding,alerts,insults,530,530_FFM_him,ffm,MismatchMismatchMatch,obj,Teresa alerts Sabrina that Theodore insults,him,7.3042449951171875
TwoEmbedding,alerts,insults,530,530_FFF_him,fff,MismatchMismatchMismatch,obj,Teresa alerts Sabrina that Ruth insults,him,9.67106819152832
TwoEmbedding,alerts,insults,530,530_MMM_his,mmm,MatchMatchMatch,poss,Patrick alerts Noah that Theodore insults,his,2.614365577697754
TwoEmbedding,alerts,insults,530,530_MMF_his,mmf,MatchMatchMismatch,poss,Patrick alerts Noah that Ruth insults,his,2.65234112739563
TwoEmbedding,alerts,insults,530,530_MFM_his,mfm,MatchMismatchMatch,poss,Patrick alerts Sabrina that Theodore insults,his,4.3590545654296875
TwoEmbedding,alerts,insults,530,530_MFF_his,mff,MatchMismatchMismatch,poss,Patrick alerts Sabrina that Ruth insults,his,4.142690658569336
TwoEmbedding,alerts,insults,530,530_FMM_his,fmm,MismatchMatchMatch,poss,Teresa alerts Noah that Theodore insults,his,4.189197540283203
TwoEmbedding,alerts,insults,530,530_FMF_his,fmf,MismatchMatchMismatch,poss,Teresa alerts Noah that Ruth insults,his,3.7476277351379395
TwoEmbedding,alerts,insults,530,530_FFM_his,ffm,MismatchMismatchMatch,poss,Teresa alerts Sabrina that Theodore insults,his,6.008747100830078
TwoEmbedding,alerts,insults,530,530_FFF_his,fff,MismatchMismatchMismatch,poss,Teresa alerts Sabrina that Ruth insults,his,10.65004825592041
TwoEmbedding,showed,couldn't think about,531,531_MMM_him,mmm,MatchMatchMatch,obj,James showed George that that boyfriend couldn't think about,him,6.108147621154785
TwoEmbedding,showed,couldn't think about,531,531_MMF_him,mmf,MatchMatchMismatch,obj,James showed George that Julie couldn't think about,him,6.99581241607666
TwoEmbedding,showed,couldn't think about,531,531_MFM_him,mfm,MatchMismatchMatch,obj,James showed Nicole that that boyfriend couldn't think about,him,7.6545891761779785
TwoEmbedding,showed,couldn't think about,531,531_MFF_him,mff,MatchMismatchMismatch,obj,James showed Nicole that Julie couldn't think about,him,7.108006477355957
TwoEmbedding,showed,couldn't think about,531,531_FMM_him,fmm,MismatchMatchMatch,obj,Karen showed George that that boyfriend couldn't think about,him,6.4620161056518555
TwoEmbedding,showed,couldn't think about,531,531_FMF_him,fmf,MismatchMatchMismatch,obj,Karen showed George that Julie couldn't think about,him,6.176941871643066
TwoEmbedding,showed,couldn't think about,531,531_FFM_him,ffm,MismatchMismatchMatch,obj,Karen showed Nicole that that boyfriend couldn't think about,him,9.126206398010254
TwoEmbedding,showed,couldn't think about,531,531_FFF_him,fff,MismatchMismatchMismatch,obj,Karen showed Nicole that Julie couldn't think about,him,12.479228019714355
TwoEmbedding,showed,couldn't think about,531,531_MMM_his,mmm,MatchMatchMatch,poss,James showed George that that boyfriend couldn't think about,his,6.413193702697754
TwoEmbedding,showed,couldn't think about,531,531_MMF_his,mmf,MatchMatchMismatch,poss,James showed George that Julie couldn't think about,his,9.716719627380371
TwoEmbedding,showed,couldn't think about,531,531_MFM_his,mfm,MatchMismatchMatch,poss,James showed Nicole that that boyfriend couldn't think about,his,6.545350074768066
TwoEmbedding,showed,couldn't think about,531,531_MFF_his,mff,MatchMismatchMismatch,poss,James showed Nicole that Julie couldn't think about,his,10.33874797821045
TwoEmbedding,showed,couldn't think about,531,531_FMM_his,fmm,MismatchMatchMatch,poss,Karen showed George that that boyfriend couldn't think about,his,6.803463935852051
TwoEmbedding,showed,couldn't think about,531,531_FMF_his,fmf,MismatchMatchMismatch,poss,Karen showed George that Julie couldn't think about,his,8.093950271606445
TwoEmbedding,showed,couldn't think about,531,531_FFM_his,ffm,MismatchMismatchMatch,poss,Karen showed Nicole that that boyfriend couldn't think about,his,6.809545516967773
TwoEmbedding,showed,couldn't think about,531,531_FFF_his,fff,MismatchMismatchMismatch,poss,Karen showed Nicole that Julie couldn't think about,his,14.408134460449219
TwoEmbedding,alerted,had met,532,532_MMM_him,mmm,MatchMatchMatch,obj,Vincent alerted Theodore that Brian had met,him,8.957980155944824
TwoEmbedding,alerted,had met,532,532_MMF_him,mmf,MatchMatchMismatch,obj,Vincent alerted Theodore that Carolyn had met,him,8.174836158752441
TwoEmbedding,alerted,had met,532,532_MFM_him,mfm,MatchMismatchMatch,obj,Vincent alerted Carol that Brian had met,him,9.784505844116211
TwoEmbedding,alerted,had met,532,532_MFF_him,mff,MatchMismatchMismatch,obj,Vincent alerted Carol that Carolyn had met,him,7.976494312286377
TwoEmbedding,alerted,had met,532,532_FMM_him,fmm,MismatchMatchMatch,obj,Florence alerted Theodore that Brian had met,him,9.484435081481934
TwoEmbedding,alerted,had met,532,532_FMF_him,fmf,MismatchMatchMismatch,obj,Florence alerted Theodore that Carolyn had met,him,8.118592262268066
TwoEmbedding,alerted,had met,532,532_FFM_him,ffm,MismatchMismatchMatch,obj,Florence alerted Carol that Brian had met,him,11.622732162475586
TwoEmbedding,alerted,had met,532,532_FFF_him,fff,MismatchMismatchMismatch,obj,Florence alerted Carol that Carolyn had met,him,10.373324394226074
TwoEmbedding,alerted,had met,532,532_MMM_his,mmm,MatchMatchMatch,poss,Vincent alerted Theodore that Brian had met,his,3.5539047718048096
TwoEmbedding,alerted,had met,532,532_MMF_his,mmf,MatchMatchMismatch,poss,Vincent alerted Theodore that Carolyn had met,his,6.265845775604248
TwoEmbedding,alerted,had met,532,532_MFM_his,mfm,MatchMismatchMatch,poss,Vincent alerted Carol that Brian had met,his,3.41780948638916
TwoEmbedding,alerted,had met,532,532_MFF_his,mff,MatchMismatchMismatch,poss,Vincent alerted Carol that Carolyn had met,his,7.527973175048828
TwoEmbedding,alerted,had met,532,532_FMM_his,fmm,MismatchMatchMatch,poss,Florence alerted Theodore that Brian had met,his,3.4211432933807373
TwoEmbedding,alerted,had met,532,532_FMF_his,fmf,MismatchMatchMismatch,poss,Florence alerted Theodore that Carolyn had met,his,7.493472099304199
TwoEmbedding,alerted,had met,532,532_FFM_his,ffm,MismatchMismatchMatch,poss,Florence alerted Carol that Brian had met,his,3.6242098808288574
TwoEmbedding,alerted,had met,532,532_FFF_his,fff,MismatchMismatchMismatch,poss,Florence alerted Carol that Carolyn had met,his,10.564166069030762
TwoEmbedding,told,had hated,533,533_MMM_him,mmm,MatchMatchMatch,obj,This grandson told Joseph that this guy had hated,him,1.6369186639785767
TwoEmbedding,told,had hated,533,533_MMF_him,mmf,MatchMatchMismatch,obj,This grandson told Joseph that Cynthia had hated,him,1.5757948160171509
TwoEmbedding,told,had hated,533,533_MFM_him,mfm,MatchMismatchMatch,obj,This grandson told Deanna that this guy had hated,him,3.0905020236968994
TwoEmbedding,told,had hated,533,533_MFF_him,mff,MatchMismatchMismatch,obj,This grandson told Deanna that Cynthia had hated,him,3.018594741821289
TwoEmbedding,told,had hated,533,533_FMM_him,fmm,MismatchMatchMatch,obj,Lori told Joseph that this guy had hated,him,2.6594111919403076
TwoEmbedding,told,had hated,533,533_FMF_him,fmf,MismatchMatchMismatch,obj,Lori told Joseph that Cynthia had hated,him,3.1895639896392822
TwoEmbedding,told,had hated,533,533_FFM_him,ffm,MismatchMismatchMatch,obj,Lori told Deanna that this guy had hated,him,5.806404113769531
TwoEmbedding,told,had hated,533,533_FFF_him,fff,MismatchMismatchMismatch,obj,Lori told Deanna that Cynthia had hated,him,7.778737545013428
TwoEmbedding,told,had hated,533,533_MMM_his,mmm,MatchMatchMatch,poss,This grandson told Joseph that this guy had hated,his,2.5164670944213867
TwoEmbedding,told,had hated,533,533_MMF_his,mmf,MatchMatchMismatch,poss,This grandson told Joseph that Cynthia had hated,his,3.4347455501556396
TwoEmbedding,told,had hated,533,533_MFM_his,mfm,MatchMismatchMatch,poss,This grandson told Deanna that this guy had hated,his,2.2283504009246826
TwoEmbedding,told,had hated,533,533_MFF_his,mff,MatchMismatchMismatch,poss,This grandson told Deanna that Cynthia had hated,his,3.3675971031188965
TwoEmbedding,told,had hated,533,533_FMM_his,fmm,MismatchMatchMatch,poss,Lori told Joseph that this guy had hated,his,4.037603855133057
TwoEmbedding,told,had hated,533,533_FMF_his,fmf,MismatchMatchMismatch,poss,Lori told Joseph that Cynthia had hated,his,4.601688861846924
TwoEmbedding,told,had hated,533,533_FFM_his,ffm,MismatchMismatchMatch,poss,Lori told Deanna that this guy had hated,his,4.565896987915039
TwoEmbedding,told,had hated,533,533_FFF_his,fff,MismatchMismatchMismatch,poss,Lori told Deanna that Cynthia had hated,his,8.063507080078125
TwoEmbedding,shows,has researched,534,534_MMM_him,mmm,MatchMatchMatch,obj,Aaron shows Wayne that Jerry has researched,him,5.932295799255371
TwoEmbedding,shows,has researched,534,534_MMF_him,mmf,MatchMatchMismatch,obj,Aaron shows Wayne that Christine has researched,him,4.695057392120361
TwoEmbedding,shows,has researched,534,534_MFM_him,mfm,MatchMismatchMatch,obj,Aaron shows Diane that Jerry has researched,him,6.387965202331543
TwoEmbedding,shows,has researched,534,534_MFF_him,mff,MatchMismatchMismatch,obj,Aaron shows Diane that Christine has researched,him,4.724638938903809
TwoEmbedding,shows,has researched,534,534_FMM_him,fmm,MismatchMatchMatch,obj,Irene shows Wayne that Jerry has researched,him,5.796846389770508
TwoEmbedding,shows,has researched,534,534_FMF_him,fmf,MismatchMatchMismatch,obj,Irene shows Wayne that Christine has researched,him,4.363883972167969
TwoEmbedding,shows,has researched,534,534_FFM_him,ffm,MismatchMismatchMatch,obj,Irene shows Diane that Jerry has researched,him,9.592687606811523
TwoEmbedding,shows,has researched,534,534_FFF_him,fff,MismatchMismatchMismatch,obj,Irene shows Diane that Christine has researched,him,8.692724227905273
TwoEmbedding,shows,has researched,534,534_MMM_his,mmm,MatchMatchMatch,poss,Aaron shows Wayne that Jerry has researched,his,3.8861756324768066
TwoEmbedding,shows,has researched,534,534_MMF_his,mmf,MatchMatchMismatch,poss,Aaron shows Wayne that Christine has researched,his,3.1901280879974365
TwoEmbedding,shows,has researched,534,534_MFM_his,mfm,MatchMismatchMatch,poss,Aaron shows Diane that Jerry has researched,his,4.553634166717529
TwoEmbedding,shows,has researched,534,534_MFF_his,mff,MatchMismatchMismatch,poss,Aaron shows Diane that Christine has researched,his,3.68927264213562
TwoEmbedding,shows,has researched,534,534_FMM_his,fmm,MismatchMatchMatch,poss,Irene shows Wayne that Jerry has researched,his,3.4933993816375732
TwoEmbedding,shows,has researched,534,534_FMF_his,fmf,MismatchMatchMismatch,poss,Irene shows Wayne that Christine has researched,his,2.7018744945526123
TwoEmbedding,shows,has researched,534,534_FFM_his,ffm,MismatchMismatchMatch,poss,Irene shows Diane that Jerry has researched,his,4.990033149719238
TwoEmbedding,shows,has researched,534,534_FFF_his,fff,MismatchMismatchMismatch,poss,Irene shows Diane that Christine has researched,his,7.582657337188721
TwoEmbedding,informed,might respect,535,535_MMM_him,mmm,MatchMatchMatch,obj,Richard informed Frank that that husband might respect,him,4.060450077056885
TwoEmbedding,informed,might respect,535,535_MMF_him,mmf,MatchMatchMismatch,obj,Richard informed Frank that that granddaughter might respect,him,3.1377580165863037
TwoEmbedding,informed,might respect,535,535_MFM_him,mfm,MatchMismatchMatch,obj,Richard informed Anna that that husband might respect,him,6.163822650909424
TwoEmbedding,informed,might respect,535,535_MFF_him,mff,MatchMismatchMismatch,obj,Richard informed Anna that that granddaughter might respect,him,5.008800506591797
TwoEmbedding,informed,might respect,535,535_FMM_him,fmm,MismatchMatchMatch,obj,Gina informed Frank that that husband might respect,him,4.91646671295166
TwoEmbedding,informed,might respect,535,535_FMF_him,fmf,MismatchMatchMismatch,obj,Gina informed Frank that that granddaughter might respect,him,2.246302366256714
TwoEmbedding,informed,might respect,535,535_FFM_him,ffm,MismatchMismatchMatch,obj,Gina informed Anna that that husband might respect,him,6.378268241882324
TwoEmbedding,informed,might respect,535,535_FFF_him,fff,MismatchMismatchMismatch,obj,Gina informed Anna that that granddaughter might respect,him,6.903473854064941
TwoEmbedding,informed,might respect,535,535_MMM_his,mmm,MatchMatchMatch,poss,Richard informed Frank that that husband might respect,his,2.1675100326538086
TwoEmbedding,informed,might respect,535,535_MMF_his,mmf,MatchMatchMismatch,poss,Richard informed Frank that that granddaughter might respect,his,4.096347808837891
TwoEmbedding,informed,might respect,535,535_MFM_his,mfm,MatchMismatchMatch,poss,Richard informed Anna that that husband might respect,his,3.3046157360076904
TwoEmbedding,informed,might respect,535,535_MFF_his,mff,MatchMismatchMismatch,poss,Richard informed Anna that that granddaughter might respect,his,5.370087146759033
TwoEmbedding,informed,might respect,535,535_FMM_his,fmm,MismatchMatchMatch,poss,Gina informed Frank that that husband might respect,his,2.281179904937744
TwoEmbedding,informed,might respect,535,535_FMF_his,fmf,MismatchMatchMismatch,poss,Gina informed Frank that that granddaughter might respect,his,3.4659035205841064
TwoEmbedding,informed,might respect,535,535_FFM_his,ffm,MismatchMismatchMatch,poss,Gina informed Anna that that husband might respect,his,2.422126293182373
TwoEmbedding,informed,might respect,535,535_FFF_his,fff,MismatchMismatchMismatch,poss,Gina informed Anna that that granddaughter might respect,his,8.179438591003418
TwoEmbedding,informs,is concealing,536,536_MMM_him,mmm,MatchMatchMatch,obj,Steve informs Patrick that Alan is concealing,him,9.830565452575684
TwoEmbedding,informs,is concealing,536,536_MMF_him,mmf,MatchMatchMismatch,obj,Steve informs Patrick that Heather is concealing,him,9.727744102478027
TwoEmbedding,informs,is concealing,536,536_MFM_him,mfm,MatchMismatchMatch,obj,Steve informs the dancer that Alan is concealing,him,10.089986801147461
TwoEmbedding,informs,is concealing,536,536_MFF_him,mff,MatchMismatchMismatch,obj,Steve informs the dancer that Heather is concealing,him,10.226552963256836
TwoEmbedding,informs,is concealing,536,536_FMM_him,fmm,MismatchMatchMatch,obj,Tiffany informs Patrick that Alan is concealing,him,10.956984519958496
TwoEmbedding,informs,is concealing,536,536_FMF_him,fmf,MismatchMatchMismatch,obj,Tiffany informs Patrick that Heather is concealing,him,10.72518253326416
TwoEmbedding,informs,is concealing,536,536_FFM_him,ffm,MismatchMismatchMatch,obj,Tiffany informs the dancer that Alan is concealing,him,12.246881484985352
TwoEmbedding,informs,is concealing,536,536_FFF_him,fff,MismatchMismatchMismatch,obj,Tiffany informs the dancer that Heather is concealing,him,12.59391975402832
TwoEmbedding,informs,is concealing,536,536_MMM_his,mmm,MatchMatchMatch,poss,Steve informs Patrick that Alan is concealing,his,2.1706531047821045
TwoEmbedding,informs,is concealing,536,536_MMF_his,mmf,MatchMatchMismatch,poss,Steve informs Patrick that Heather is concealing,his,5.6140313148498535
TwoEmbedding,informs,is concealing,536,536_MFM_his,mfm,MatchMismatchMatch,poss,Steve informs the dancer that Alan is concealing,his,2.3225932121276855
TwoEmbedding,informs,is concealing,536,536_MFF_his,mff,MatchMismatchMismatch,poss,Steve informs the dancer that Heather is concealing,his,4.85257625579834
TwoEmbedding,informs,is concealing,536,536_FMM_his,fmm,MismatchMatchMatch,poss,Tiffany informs Patrick that Alan is concealing,his,1.9700865745544434
TwoEmbedding,informs,is concealing,536,536_FMF_his,fmf,MismatchMatchMismatch,poss,Tiffany informs Patrick that Heather is concealing,his,6.628649711608887
TwoEmbedding,informs,is concealing,536,536_FFM_his,ffm,MismatchMismatchMatch,poss,Tiffany informs the dancer that Alan is concealing,his,2.0038044452667236
TwoEmbedding,informs,is concealing,536,536_FFF_his,fff,MismatchMismatchMismatch,poss,Tiffany informs the dancer that Heather is concealing,his,7.167717456817627
TwoEmbedding,showed,remembered,537,537_MMM_him,mmm,MatchMatchMatch,obj,Douglas showed Larry that George remembered,him,2.8234050273895264
TwoEmbedding,showed,remembered,537,537_MMF_him,mmf,MatchMatchMismatch,obj,Douglas showed Larry that Naomi remembered,him,2.26102352142334
TwoEmbedding,showed,remembered,537,537_MFM_him,mfm,MatchMismatchMatch,obj,Douglas showed Jane that George remembered,him,5.20522928237915
TwoEmbedding,showed,remembered,537,537_MFF_him,mff,MatchMismatchMismatch,obj,Douglas showed Jane that Naomi remembered,him,4.633331775665283
TwoEmbedding,showed,remembered,537,537_FMM_him,fmm,MismatchMatchMatch,obj,Meredith showed Larry that George remembered,him,2.8591079711914062
TwoEmbedding,showed,remembered,537,537_FMF_him,fmf,MismatchMatchMismatch,obj,Meredith showed Larry that Naomi remembered,him,2.108217239379883
TwoEmbedding,showed,remembered,537,537_FFM_him,ffm,MismatchMismatchMatch,obj,Meredith showed Jane that George remembered,him,7.19003963470459
TwoEmbedding,showed,remembered,537,537_FFF_him,fff,MismatchMismatchMismatch,obj,Meredith showed Jane that Naomi remembered,him,7.775351524353027
TwoEmbedding,showed,remembered,537,537_MMM_his,mmm,MatchMatchMatch,poss,Douglas showed Larry that George remembered,his,3.010612964630127
TwoEmbedding,showed,remembered,537,537_MMF_his,mmf,MatchMatchMismatch,poss,Douglas showed Larry that Naomi remembered,his,3.302825689315796
TwoEmbedding,showed,remembered,537,537_MFM_his,mfm,MatchMismatchMatch,poss,Douglas showed Jane that George remembered,his,3.5239014625549316
TwoEmbedding,showed,remembered,537,537_MFF_his,mff,MatchMismatchMismatch,poss,Douglas showed Jane that Naomi remembered,his,6.05281925201416
TwoEmbedding,showed,remembered,537,537_FMM_his,fmm,MismatchMatchMatch,poss,Meredith showed Larry that George remembered,his,2.6883738040924072
TwoEmbedding,showed,remembered,537,537_FMF_his,fmf,MismatchMatchMismatch,poss,Meredith showed Larry that Naomi remembered,his,3.019068479537964
TwoEmbedding,showed,remembered,537,537_FFM_his,ffm,MismatchMismatchMatch,poss,Meredith showed Jane that George remembered,his,4.001077651977539
TwoEmbedding,showed,remembered,537,537_FFF_his,fff,MismatchMismatchMismatch,poss,Meredith showed Jane that Naomi remembered,his,9.404970169067383
