item,exp,pronoun,cond,contrast,sent,target,/data/EleutherAI/gpt-neo-1.3B_surp
16,1,he,m,Match,"When he was near,",Carlos,16.65358543395996
16,1,she,m,Mismatch,"When she was near,",Ronald,18.100393295288086
16,1,she,f,Match,"When she was near,",Laurie,18.224346160888672
16,1,he,f,Mismatch,"When he was near,",Heidi,18.734285354614258
17,1,he,m,Match,"When he was in court, the",husband,11.659051895141602
17,1,she,m,Mismatch,"When she was in court,",George,13.349811553955078
17,1,she,f,Match,"When she was in court,",Veronica,15.992189407348633
17,1,he,f,Mismatch,"When he was in court,",Gina,17.670330047607422
18,1,he,m,Match,"When he was poorly, the",boyfriend,16.52722930908203
18,1,she,m,Mismatch,"When she was poorly,",Gary,18.115001678466797
18,1,she,f,Match,"When she was poorly,",Samantha,17.957387924194336
18,1,he,f,Mismatch,"When he was poorly,",Florence,18.79641342163086
19,1,he,m,Match,"When he arrived,",George,11.486067771911621
19,1,she,m,Mismatch,"When she arrived,",Stephen,15.250813484191895
19,1,she,f,Match,"When she arrived,",Carolyn,16.0650691986084
19,1,he,f,Mismatch,"When he arrived,",Tiffany,17.500307083129883
20,1,he,m,Match,"When he was appointed,",William,11.32682991027832
20,1,she,m,Mismatch,"When she was appointed, the",grandson,14.78043270111084
20,1,she,f,Match,"When she was appointed,",Victoria,15.157588005065918
20,1,he,f,Mismatch,"When he was appointed,",Ellen,16.230323791503906
21,1,he,m,Match,"When he was fired,",Bill,12.6150541305542
21,1,she,m,Mismatch,"When she was fired,",Adam,14.677978515625
21,1,she,f,Match,"When she was fired,",Martha,14.77839183807373
21,1,he,f,Mismatch,"When he was fired,",Susan,15.090258598327637
22,1,he,m,Match,"When he was close,",Paul,12.623198509216309
22,1,she,m,Mismatch,"When she was close,",Todd,16.4636287689209
22,1,she,f,Match,"When she was close,",Ruth,15.401581764221191
22,1,he,f,Mismatch,"When he was close,",Jessica,16.301883697509766
23,1,he,m,Match,"When he was retired,",Omar,16.07100486755371
23,1,she,m,Mismatch,"When she was retired,",Theodore,16.95478630065918
23,1,she,f,Match,"When she was retired,",Florence,14.512788772583008
23,1,he,f,Mismatch,"When he was retired,",Katherine,16.858686447143555
24,1,he,m,Match,"When he was abroad,",Kenneth,17.400665283203125
24,1,she,m,Mismatch,"When she was abroad,",Curtis,18.661285400390625
24,1,she,f,Match,"When she was abroad,",Diana,15.001070022583008
24,1,he,f,Mismatch,"When he was abroad,",Caroline,16.14508628845215
25,1,he,m,Match,"When he was discovered,",Paul,13.16231632232666
25,1,she,m,Mismatch,"When she was discovered, the",brother,11.772016525268555
25,1,she,f,Match,"When she was discovered,",Heidi,18.072898864746094
25,1,he,f,Mismatch,"When he was discovered,",Carolyn,19.476280212402344
26,1,he,m,Match,"When he was busy, the",brother,11.433841705322266
26,1,she,m,Mismatch,"When she was busy,",Roger,15.606220245361328
26,1,she,f,Match,"When she was busy,",Ruth,15.033352851867676
26,1,he,f,Mismatch,"When he was busy,",Patricia,17.37285041809082
27,1,he,m,Match,"When he was twenty-one,",Derek,15.42900276184082
27,1,she,m,Mismatch,"When she was twenty-one,",Gary,15.507733345031738
27,1,she,f,Match,"When she was twenty-one,",Caroline,12.719955444335938
27,1,he,f,Mismatch,"When he was twenty-one,",Julia,14.930632591247559
28,1,he,m,Match,"When he was annoyed,",Bill,13.514906883239746
28,1,she,m,Mismatch,"When she was annoyed,",Omar,18.132640838623047
28,1,she,f,Match,"When she was annoyed,",Laurie,19.062175750732422
28,1,he,f,Mismatch,"When he was annoyed,",Laurie,19.931034088134766
29,1,he,m,Match,"When he was in church,",Derek,17.8016414642334
29,1,she,m,Mismatch,"When she was in church,",Douglas,16.7098331451416
29,1,she,f,Match,"When she was in church,",Sonia,17.81923484802246
29,1,he,f,Mismatch,"When he was in church,",Valerie,18.51811981201172
30,1,he,m,Match,"When he was banished,",Alan,16.670185089111328
30,1,she,m,Mismatch,"When she was banished,",Derek,19.33668327331543
30,1,she,f,Match,"When she was banished,",Erin,17.70498275756836
30,1,he,f,Mismatch,"When he was banished,",Sonia,18.77063751220703
31,1,he,m,Match,"When he was angry,",Daniel,14.52007007598877
31,1,she,m,Mismatch,"When she was angry,",Todd,17.548358917236328
31,1,she,f,Match,"When she was angry,",Erin,18.0073299407959
31,1,he,f,Mismatch,"When he was angry,",Julia,17.228282928466797
32,1,he,m,Match,"When he was distraught,",Paul,12.954977989196777
32,1,she,m,Mismatch,"When she was distraught, the",boy,7.826236724853516
32,1,she,f,Match,"When she was distraught,",Heidi,18.508512496948242
32,1,he,f,Mismatch,"When he was distraught,",Barbara,15.912017822265625
1,1,he,m,Match,"When he was off work,",Joel,15.806085586547852
1,1,she,m,Mismatch,"When she was off work,",Alan,14.67939281463623
1,1,she,f,Match,"When she was off work,",Rebecca,14.182516098022461
1,1,he,f,Mismatch,"When he was off work,",Stacy,17.066463470458984
2,1,he,m,Match,"When he arrived,",Raymond,15.077898025512695
2,1,she,m,Mismatch,"When she arrived,",Mitchell,15.627711296081543
2,1,she,f,Match,"When she arrived,",Samantha,14.607580184936523
2,1,he,f,Mismatch,"When he arrived,",Lisa,15.65726089477539
3,1,he,m,Match,"When he was fed up, the",boy,5.947168350219727
3,1,she,m,Mismatch,"When she was fed up,",Daniel,14.672209739685059
3,1,she,f,Match,"When she was fed up,",Lisa,14.9762544631958
3,1,he,f,Mismatch,"When he was fed up,",Jessica,17.067476272583008
4,1,he,m,Match,"When he was talking,",Carlos,15.913064956665039
4,1,she,m,Mismatch,"When she was talking,",Peter,13.12015438079834
4,1,she,f,Match,"When she was talking,",Diana,15.817251205444336
4,1,he,f,Mismatch,"When he was talking, the",lady,9.807290077209473
5,1,he,m,Match,"When he was nearby,",Stephen,14.728196144104004
5,1,she,m,Mismatch,"When she was nearby,",Peter,12.802570343017578
5,1,she,f,Match,"When she was nearby, the",daughter,9.427335739135742
5,1,he,f,Mismatch,"When he was nearby,",Katherine,17.54593276977539
6,1,he,m,Match,"When he was lost,",Walter,14.851728439331055
6,1,she,m,Mismatch,"When she was lost, the",boyfriend,15.646934509277344
6,1,she,f,Match,"When she was lost,",Jessica,15.6892671585083
6,1,he,f,Mismatch,"When he was lost,",Paula,18.919349670410156
7,1,he,m,Match,"When he was bad-tempered,",Daniel,15.579227447509766
7,1,she,m,Mismatch,"When she was bad-tempered,",James,15.89269733428955
7,1,she,f,Match,"When she was bad-tempered,",Sarah,14.432140350341797
7,1,he,f,Mismatch,"When he was bad-tempered, the",actress,14.410750389099121
8,1,he,m,Match,"When he was jealous,",Alan,16.621627807617188
8,1,she,m,Mismatch,"When she was jealous,",Matt,15.735078811645508
8,1,she,f,Match,"When she was jealous,",Amy,14.282441139221191
8,1,he,f,Mismatch,"When he was jealous,",Rachel,16.490007400512695
9,1,he,m,Match,"When he was in residence,",Craig,16.17328453063965
9,1,she,m,Mismatch,"When she was in residence,",Stephen,15.610907554626465
9,1,she,f,Match,"When she was in residence,",Heidi,17.79697036743164
9,1,he,f,Mismatch,"When he was in residence, the",grandmother,13.043591499328613
10,1,he,m,Match,"When he was introduced,",Martin,13.421147346496582
10,1,she,m,Mismatch,"When she was introduced,",Curtis,17.706480026245117
10,1,she,f,Match,"When she was introduced,",Heather,15.092910766601562
10,1,he,f,Mismatch,"When he was introduced,",Lisa,17.023115158081055
11,1,he,m,Match,"When he arrived,",Mitchell,15.440046310424805
11,1,she,m,Mismatch,"When she arrived,",Peter,12.415060997009277
11,1,she,f,Match,"When she arrived,",Eva,14.623098373413086
11,1,he,f,Mismatch,"When he arrived,",Valerie,17.630237579345703
12,1,he,m,Match,"When he felt sad,",Bill,14.060675621032715
12,1,she,m,Mismatch,"When she felt sad,",Derek,19.161516189575195
12,1,she,f,Match,"When she felt sad,",Jennifer,15.842964172363281
12,1,he,f,Mismatch,"When he felt sad,",Veronica,20.609840393066406
13,1,he,m,Match,"When he was present,",Bill,13.423545837402344
13,1,she,m,Mismatch,"When she was present,",Michael,13.16810417175293
13,1,she,f,Match,"When she was present,",Laurie,16.723886489868164
13,1,he,f,Mismatch,"When he was present,",Ruth,16.530864715576172
14,1,he,m,Match,"When he was depressed,",Stephen,15.764982223510742
14,1,she,m,Mismatch,"When she was depressed,",Curtis,20.329246520996094
14,1,she,f,Match,"When she was depressed, the",actress,11.076757431030273
14,1,he,f,Mismatch,"When he was depressed,",Cindy,17.3828125
15,1,he,m,Match,"When he was around,",Lawrence,16.402446746826172
15,1,she,m,Mismatch,"When she was around,",Adam,15.068097114562988
15,1,she,f,Match,"When she was around,",Donna,16.263391494750977
15,1,he,f,Mismatch,"When he was around,",Tara,16.76470184326172
16,1,he,m,Match,"When he was near,",Craig,17.985639572143555
16,1,she,m,Mismatch,"When she was near,",Frank,15.269532203674316
16,1,she,f,Match,"When she was near, the",actress,14.781835556030273
16,1,he,f,Mismatch,"When he was near,",Donna,18.884428024291992
17,1,he,m,Match,"When he was in court,",Gerald,15.71765422821045
17,1,she,m,Mismatch,"When she was in court,",Daniel,14.81624698638916
17,1,she,f,Match,"When she was in court,",Tara,15.7246732711792
17,1,he,f,Mismatch,"When he was in court,",Monica,16.939119338989258
18,1,he,m,Match,"When he was poorly,",Matt,14.984859466552734
18,1,she,m,Mismatch,"When she was poorly,",Peter,14.715229034423828
18,1,she,f,Match,"When she was poorly,",Stacy,19.06795883178711
18,1,he,f,Mismatch,"When he was poorly,",Sonia,19.389339447021484
19,1,he,m,Match,"When he arrived, the",brother,11.579212188720703
19,1,she,m,Mismatch,"When she arrived,",Martin,13.519278526306152
19,1,she,f,Match,"When she arrived,",Allison,15.638934135437012
19,1,he,f,Mismatch,"When he arrived,",Leslie,16.447261810302734
20,1,he,m,Match,"When he was appointed,",Gary,17.40464210510254
20,1,she,m,Mismatch,"When she was appointed,",Curtis,17.44431495666504
20,1,she,f,Match,"When she was appointed,",Katherine,15.292326927185059
20,1,he,f,Mismatch,"When he was appointed,",Paula,18.73659896850586
21,1,he,m,Match,"When he was fired, the",brother,12.348746299743652
21,1,she,m,Mismatch,"When she was fired,",Gary,15.457858085632324
21,1,she,f,Match,"When she was fired,",Samantha,16.04718017578125
21,1,he,f,Mismatch,"When he was fired,",Rebecca,16.13184356689453
22,1,he,m,Match,"When he was close, the",husband,12.730286598205566
22,1,she,m,Mismatch,"When she was close,",William,14.357295989990234
22,1,she,f,Match,"When she was close,",Barbara,15.594599723815918
22,1,he,f,Mismatch,"When he was close,",Sandra,16.884258270263672
23,1,he,m,Match,"When he was retired,",Curtis,16.37359619140625
23,1,she,m,Mismatch,"When she was retired,",Daniel,14.62342357635498
23,1,she,f,Match,"When she was retired,",Tara,16.22861671447754
23,1,he,f,Mismatch,"When he was retired,",Donna,17.496055603027344
24,1,he,m,Match,"When he was abroad,",Roger,15.419279098510742
24,1,she,m,Mismatch,"When she was abroad,",George,12.957703590393066
24,1,she,f,Match,"When she was abroad,",April,16.11610221862793
24,1,he,f,Mismatch,"When he was abroad,",Katherine,17.47796630859375
25,1,he,m,Match,"When he was discovered, the",man,5.982825756072998
25,1,she,m,Mismatch,"When she was discovered,",Peter,12.985941886901855
25,1,she,f,Match,"When she was discovered,",Heather,14.505627632141113
25,1,he,f,Mismatch,"When he was discovered,",Jessica,16.61757469177246
26,1,he,m,Match,"When he was busy,",Raymond,16.865079879760742
26,1,she,m,Mismatch,"When she was busy,",Stephen,15.445869445800781
26,1,she,f,Match,"When she was busy,",Allison,16.541728973388672
26,1,he,f,Mismatch,"When he was busy,",Barbara,15.428224563598633
27,1,he,m,Match,"When he was twenty-one,",Lawrence,14.065431594848633
27,1,she,m,Mismatch,"When she was twenty-one, the",husband,10.03189468383789
27,1,she,f,Match,"When she was twenty-one,",Jessica,13.418374061584473
27,1,he,f,Mismatch,"When he was twenty-one,",Pamela,16.389080047607422
28,1,he,m,Match,"When he was annoyed,",Michael,13.25387954711914
28,1,she,m,Mismatch,"When she was annoyed,",Peter,13.652710914611816
28,1,she,f,Match,"When she was annoyed,",Andrea,15.834698677062988
28,1,he,f,Mismatch,"When he was annoyed,",Nina,16.128171920776367
29,1,he,m,Match,"When he was in church,",Gerald,17.06427574157715
29,1,she,m,Mismatch,"When she was in church,",Frank,14.445940971374512
29,1,she,f,Match,"When she was in church,",Martha,12.955238342285156
29,1,he,f,Mismatch,"When he was in church, the",grandmother,13.39989185333252
30,1,he,m,Match,"When he was banished, the",boyfriend,18.219655990600586
30,1,she,m,Mismatch,"When she was banished,",Roger,16.484804153442383
30,1,she,f,Match,"When she was banished,",Elaine,16.990503311157227
30,1,he,f,Mismatch,"When he was banished,",Erin,18.906930923461914
31,1,he,m,Match,"When he was angry,",Roger,15.634675979614258
31,1,she,m,Mismatch,"When she was angry,",Walter,16.49505615234375
31,1,she,f,Match,"When she was angry,",Allison,18.017791748046875
31,1,he,f,Mismatch,"When he was angry,",Ellen,16.72455406188965
32,1,he,m,Match,"When he was distraught,",Curtis,18.886533737182617
32,1,she,m,Mismatch,"When she was distraught,",Raymond,16.40325355529785
32,1,she,f,Match,"When she was distraught,",Allison,17.197269439697266
32,1,he,f,Mismatch,"When he was distraught,",Heidi,19.38540267944336
1,1,he,m,Match,"When he was off work,",Gary,14.416128158569336
1,1,she,m,Mismatch,"When she was off work, the",boyfriend,11.452522277832031
1,1,she,f,Match,"When she was off work,",Jennifer,13.239107131958008
1,1,he,f,Mismatch,"When he was off work,",Andrea,14.264225959777832
2,1,he,m,Match,"When he arrived,",Martin,12.747289657592773
2,1,she,m,Mismatch,"When she arrived, the",man,7.187708854675293
2,1,she,f,Match,"When she arrived,",Katherine,15.070839881896973
2,1,he,f,Mismatch,"When he arrived,",Jennifer,16.059490203857422
3,1,he,m,Match,"When he was fed up,",Martin,14.412310600280762
3,1,she,m,Mismatch,"When she was fed up,",Lawrence,17.089204788208008
3,1,she,f,Match,"When she was fed up,",Theresa,17.24325180053711
3,1,he,f,Mismatch,"When he was fed up,",Martha,16.51499366760254
4,1,he,m,Match,"When he was talking,",Vincent,15.590543746948242
4,1,she,m,Mismatch,"When she was talking,",Michael,13.497464179992676
4,1,she,f,Match,"When she was talking,",Cindy,15.935436248779297
4,1,he,f,Mismatch,"When he was talking,",Valerie,18.169816970825195
5,1,he,m,Match,"When he was nearby,",Martin,13.777926445007324
5,1,she,m,Mismatch,"When she was nearby,",Martin,14.837361335754395
5,1,she,f,Match,"When she was nearby,",Martha,14.229982376098633
5,1,he,f,Mismatch,"When he was nearby,",Eva,16.55158805847168
6,1,he,m,Match,"When he was lost,",James,14.04493236541748
6,1,she,m,Mismatch,"When she was lost,",Peter,12.959223747253418
6,1,she,f,Match,"When she was lost,",Patricia,16.638999938964844
6,1,he,f,Mismatch,"When he was lost,",Sara,17.051868438720703
7,1,he,m,Match,"When he was bad-tempered,",Gerald,18.96501922607422
7,1,she,m,Mismatch,"When she was bad-tempered,",Carl,16.674837112426758
7,1,she,f,Match,"When she was bad-tempered,",Sara,17.014841079711914
7,1,he,f,Mismatch,"When he was bad-tempered,",Elaine,20.1854248046875
8,1,he,m,Match,"When he was jealous,",Roger,15.205057144165039
8,1,she,m,Mismatch,"When she was jealous,",Carl,15.450892448425293
8,1,she,f,Match,"When she was jealous, the",daughter,8.730131149291992
8,1,he,f,Mismatch,"When he was jealous,",Ruth,16.68997573852539
9,1,he,m,Match,"When he was in residence,",Vincent,15.086236953735352
9,1,she,m,Mismatch,"When she was in residence, the",grandfather,14.37829303741455
9,1,she,f,Match,"When she was in residence, the",niece,12.562947273254395
9,1,he,f,Mismatch,"When he was in residence,",Heidi,19.71690559387207
10,1,he,m,Match,"When he was introduced,",Michael,12.578742027282715
10,1,she,m,Mismatch,"When she was introduced, the",boyfriend,13.788917541503906
10,1,she,f,Match,"When she was introduced,",Sara,14.483172416687012
10,1,he,f,Mismatch,"When he was introduced,",Margaret,15.142059326171875
11,1,he,m,Match,"When he arrived,",Jerry,15.906585693359375
11,1,she,m,Mismatch,"When she arrived,",Michael,12.750224113464355
11,1,she,f,Match,"When she arrived, the",daughter,10.057385444641113
11,1,he,f,Mismatch,"When he arrived,",Carolyn,17.725563049316406
12,1,he,m,Match,"When he felt sad,",Gerald,16.72344207763672
12,1,she,m,Mismatch,"When she felt sad,",Peter,14.864322662353516
12,1,she,f,Match,"When she felt sad,",Diane,17.715652465820312
12,1,he,f,Mismatch,"When he felt sad,",Barbara,16.994935989379883
13,1,he,m,Match,"When he was present,",Michael,12.515933990478516
13,1,she,m,Mismatch,"When she was present,",James,13.275390625
13,1,she,f,Match,"When she was present,",Rebecca,15.165480613708496
13,1,he,f,Mismatch,"When he was present,",Monica,17.169065475463867
14,1,he,m,Match,"When he was depressed,",Gregory,17.173297882080078
14,1,she,m,Mismatch,"When she was depressed,",Derek,18.229398727416992
14,1,she,f,Match,"When she was depressed,",Heidi,18.562549591064453
14,1,he,f,Mismatch,"When he was depressed,",Heather,17.90474510192871
15,1,he,m,Match,"When he was around,",Matt,13.817118644714355
15,1,she,m,Mismatch,"When she was around,",Paul,12.711586952209473
15,1,she,f,Match,"When she was around, the",niece,14.491464614868164
15,1,he,f,Mismatch,"When he was around,",Ruth,17.187355041503906
16,1,he,m,Match,"When he was near, the",grandfather,14.679390907287598
16,1,she,m,Mismatch,"When she was near,",Theodore,18.174758911132812
16,1,she,f,Match,"When she was near,",Margaret,15.238242149353027
16,1,he,f,Mismatch,"When he was near,",Theresa,18.164743423461914
17,1,he,m,Match,"When he was in court,",Walter,14.453526496887207
17,1,she,m,Mismatch,"When she was in court,",Patrick,15.559318542480469
17,1,she,f,Match,"When she was in court,",Gina,16.284805297851562
17,1,he,f,Mismatch,"When he was in court,",Lisa,16.438669204711914
18,1,he,m,Match,"When he was poorly,",Scott,16.665775299072266
18,1,she,m,Mismatch,"When she was poorly,",Craig,19.198888778686523
18,1,she,f,Match,"When she was poorly,",Lisa,16.414751052856445
18,1,he,f,Mismatch,"When he was poorly,",Patricia,19.0438289642334
19,1,he,m,Match,"When he arrived,",Lawrence,14.829601287841797
19,1,she,m,Mismatch,"When she arrived,",Matt,14.248083114624023
19,1,she,f,Match,"When she arrived,",Melissa,14.288711547851562
19,1,he,f,Mismatch,"When he arrived,",Emily,15.280917167663574
20,1,he,m,Match,"When he was appointed,",Peter,13.546850204467773
20,1,she,m,Mismatch,"When she was appointed, the",boyfriend,17.3792667388916
20,1,she,f,Match,"When she was appointed,",Nina,17.40520477294922
20,1,he,f,Mismatch,"When he was appointed,",Stacy,18.98356819152832
21,1,he,m,Match,"When he was fired, the",boyfriend,14.960898399353027
21,1,she,m,Mismatch,"When she was fired,",Raymond,16.07677459716797
21,1,she,f,Match,"When she was fired,",Theresa,16.272445678710938
21,1,he,f,Mismatch,"When he was fired,",Eva,17.62093734741211
22,1,he,m,Match,"When he was close,",Stephen,15.031190872192383
22,1,she,m,Mismatch,"When she was close, the",brother,12.456494331359863
22,1,she,f,Match,"When she was close,",Heidi,17.293373107910156
22,1,he,f,Mismatch,"When he was close,",Melissa,16.4879150390625
23,1,he,m,Match,"When he was retired, the",grandfather,13.393205642700195
23,1,she,m,Mismatch,"When she was retired, the",boyfriend,15.929211616516113
23,1,she,f,Match,"When she was retired,",Stacy,16.657854080200195
23,1,he,f,Mismatch,"When he was retired, the",daughter,11.332244873046875
24,1,he,m,Match,"When he was abroad,",Raymond,16.193063735961914
24,1,she,m,Mismatch,"When she was abroad,",Lawrence,16.215373992919922
24,1,she,f,Match,"When she was abroad,",Holly,18.05312728881836
24,1,he,f,Mismatch,"When he was abroad, the",niece,15.251638412475586
25,1,he,m,Match,"When he was discovered,",Patrick,15.29961109161377
25,1,she,m,Mismatch,"When she was discovered,",Gregory,16.94561767578125
25,1,she,f,Match,"When she was discovered,",Margaret,13.984267234802246
25,1,he,f,Mismatch,"When he was discovered,",Theresa,17.494964599609375
26,1,he,m,Match,"When he was busy,",Robert,12.255145072937012
26,1,she,m,Mismatch,"When she was busy,",Craig,17.31839942932129
26,1,she,f,Match,"When she was busy,",Diane,15.851125717163086
26,1,he,f,Mismatch,"When he was busy,",Stacy,18.973133087158203
27,1,he,m,Match,"When he was twenty-one,",James,10.87925910949707
27,1,she,m,Mismatch,"When she was twenty-one,",Stephen,14.79714584350586
27,1,she,f,Match,"When she was twenty-one,",Eva,14.509269714355469
27,1,he,f,Mismatch,"When he was twenty-one,",Wendy,17.264997482299805
28,1,he,m,Match,"When he was annoyed, the",grandfather,13.496265411376953
28,1,she,m,Mismatch,"When she was annoyed,",Walter,16.253339767456055
28,1,she,f,Match,"When she was annoyed,",Nina,15.286816596984863
28,1,he,f,Mismatch,"When he was annoyed,",Theresa,17.853952407836914
29,1,he,m,Match,"When he was in church,",Matt,14.4417142868042
29,1,she,m,Mismatch,"When she was in church,",Lawrence,16.71321678161621
29,1,she,f,Match,"When she was in church,",Amy,14.226399421691895
29,1,he,f,Mismatch,"When he was in church,",Carmen,18.36166000366211
30,1,he,m,Match,"When he was banished,",Matt,15.421026229858398
30,1,she,m,Mismatch,"When she was banished,",Patrick,16.712284088134766
30,1,she,f,Match,"When she was banished,",Paula,17.008892059326172
30,1,he,f,Mismatch,"When he was banished,",Rebecca,16.793964385986328
31,1,he,m,Match,"When he was angry,",Peter,13.36528491973877
31,1,she,m,Mismatch,"When she was angry,",Craig,18.308969497680664
31,1,she,f,Match,"When she was angry,",Eva,17.064720153808594
31,1,he,f,Mismatch,"When he was angry,",Amy,16.481843948364258
32,1,he,m,Match,"When he was distraught,",Alan,16.796960830688477
32,1,she,m,Mismatch,"When she was distraught,",Martin,14.921502113342285
32,1,she,f,Match,"When she was distraught,",Jennifer,15.454161643981934
32,1,he,f,Mismatch,"When he was distraught,",Jessica,16.14021873474121
1,1,he,m,Match,"When he was off work,",Rodney,16.11182403564453
1,1,she,m,Mismatch,"When she was off work,",James,13.275089263916016
1,1,she,f,Match,"When she was off work,",Diane,14.134791374206543
1,1,he,f,Mismatch,"When he was off work,",Gina,16.414745330810547
2,1,he,m,Match,"When he arrived,",Matt,14.389836311340332
2,1,she,m,Mismatch,"When she arrived,",Walter,14.620499610900879
2,1,she,f,Match,"When she arrived,",Theresa,14.8523530960083
2,1,he,f,Mismatch,"When he arrived,",Rose,13.734844207763672
3,1,he,m,Match,"When he was fed up,",Michael,13.075825691223145
3,1,she,m,Mismatch,"When she was fed up,",Robert,13.527381896972656
3,1,she,f,Match,"When she was fed up,",Heather,16.219512939453125
3,1,he,f,Mismatch,"When he was fed up,",Brenda,19.16095733642578
4,1,he,m,Match,"When he was talking, the",son,10.503686904907227
4,1,she,m,Mismatch,"When she was talking,",Carl,14.819026947021484
4,1,she,f,Match,"When she was talking,",Jennifer,15.784355163574219
4,1,he,f,Mismatch,"When he was talking, the",grandmother,14.637826919555664
5,1,he,m,Match,"When he was nearby,",Marcus,14.46031665802002
5,1,she,m,Mismatch,"When she was nearby,",Rodney,17.515975952148438
5,1,she,f,Match,"When she was nearby,",Brenda,16.313480377197266
5,1,he,f,Mismatch,"When he was nearby,",Sara,15.398784637451172
6,1,he,m,Match,"When he was lost,",Matt,15.680864334106445
6,1,she,m,Mismatch,"When she was lost,",Stephen,16.22674560546875
6,1,she,f,Match,"When she was lost,",Dawn,17.7290096282959
6,1,he,f,Mismatch,"When he was lost,",Nancy,17.16010093688965
7,1,he,m,Match,"When he was bad-tempered,",Lawrence,18.170927047729492
7,1,she,m,Mismatch,"When she was bad-tempered,",Robert,15.406349182128906
7,1,she,f,Match,"When she was bad-tempered,",Martha,16.487770080566406
7,1,he,f,Mismatch,"When he was bad-tempered,",Sandra,20.504154205322266
8,1,he,m,Match,"When he was jealous,",Rodney,17.553428649902344
8,1,she,m,Mismatch,"When she was jealous,",David,14.609143257141113
8,1,she,f,Match,"When she was jealous,",Nancy,15.247523307800293
8,1,he,f,Mismatch,"When he was jealous,",Brenda,19.43222427368164
9,1,he,m,Match,"When he was in residence,",Rodney,17.472028732299805
9,1,she,m,Mismatch,"When she was in residence,",David,12.952656745910645
9,1,she,f,Match,"When she was in residence,",Michelle,14.186077117919922
9,1,he,f,Mismatch,"When he was in residence,",Rose,14.021088600158691
10,1,he,m,Match,"When he was introduced,",Vincent,15.553335189819336
10,1,she,m,Mismatch,"When she was introduced,",Stephen,15.86828327178955
10,1,she,f,Match,"When she was introduced,",Patricia,15.733180046081543
10,1,he,f,Mismatch,"When he was introduced,",Brenda,19.182456970214844
11,1,he,m,Match,"When he arrived,",Noah,15.539285659790039
11,1,she,m,Mismatch,"When she arrived,",Carl,14.345131874084473
11,1,she,f,Match,"When she arrived,",Michelle,13.763599395751953
11,1,he,f,Mismatch,"When he arrived,",Martha,15.222265243530273
12,1,he,m,Match,"When he felt sad,",Marcus,15.229665756225586
12,1,she,m,Mismatch,"When she felt sad, the",son,11.776701927185059
12,1,she,f,Match,"When she felt sad,",Martha,15.876249313354492
12,1,he,f,Mismatch,"When he felt sad,",Brenda,19.297780990600586
13,1,he,m,Match,"When he was present,",James,12.243282318115234
13,1,she,m,Mismatch,"When she was present, the",son,10.248089790344238
13,1,she,f,Match,"When she was present,",Jessica,14.692174911499023
13,1,he,f,Mismatch,"When he was present,",Allison,17.556467056274414
14,1,he,m,Match,"When he was depressed,",Rodney,19.023408889770508
14,1,she,m,Mismatch,"When she was depressed,",Robert,14.892680168151855
14,1,she,f,Match,"When she was depressed,",Melissa,16.36505889892578
14,1,he,f,Mismatch,"When he was depressed,",Brenda,19.577465057373047
15,1,he,m,Match,"When he was around,",Marcus,15.245866775512695
15,1,she,m,Mismatch,"When she was around,",Alan,15.69787311553955
15,1,she,f,Match,"When she was around,",Dawn,16.719707489013672
15,1,he,f,Mismatch,"When he was around,",Allison,17.37208366394043
16,1,he,m,Match,"When he was near,",Carl,16.029888153076172
16,1,she,m,Mismatch,"When she was near,",Vincent,16.19361686706543
16,1,she,f,Match,"When she was near,",Brenda,19.249523162841797
16,1,he,f,Mismatch,"When he was near,",Amy,16.349966049194336
17,1,he,m,Match,"When he was in court,",Robert,11.98882007598877
17,1,she,m,Mismatch,"When she was in court,",Carl,15.413874626159668
17,1,she,f,Match,"When she was in court,",Sara,14.148662567138672
17,1,he,f,Mismatch,"When he was in court,",Sarah,14.698005676269531
18,1,he,m,Match,"When he was poorly,",Noah,18.057666778564453
18,1,she,m,Mismatch,"When she was poorly, the",grandfather,14.133687019348145
18,1,she,f,Match,"When she was poorly,",Heather,17.30817985534668
18,1,he,f,Mismatch,"When he was poorly,",Brenda,19.856704711914062
19,1,he,m,Match,"When he arrived, the",grandfather,13.955960273742676
19,1,she,m,Mismatch,"When she arrived,",Marcus,14.872074127197266
19,1,she,f,Match,"When she arrived,",Nina,14.694685935974121
19,1,he,f,Mismatch,"When he arrived,",Diane,16.749101638793945
20,1,he,m,Match,"When he was appointed,",Stephen,15.359918594360352
20,1,she,m,Mismatch,"When she was appointed,",Craig,16.938610076904297
20,1,she,f,Match,"When she was appointed,",Jennifer,16.055511474609375
20,1,he,f,Mismatch,"When he was appointed,",Carolyn,18.99726104736328
21,1,he,m,Match,"When he was fired,",Matt,14.088504791259766
21,1,she,m,Mismatch,"When she was fired,",Martin,12.939735412597656
21,1,she,f,Match,"When she was fired,",Patricia,14.321763038635254
21,1,he,f,Mismatch,"When he was fired,",Nancy,15.245004653930664
22,1,he,m,Match,"When he was close,",David,12.843599319458008
22,1,she,m,Mismatch,"When she was close,",Michael,13.220658302307129
22,1,she,f,Match,"When she was close,",Lisa,14.935894966125488
22,1,he,f,Mismatch,"When he was close,",Heather,17.140338897705078
23,1,he,m,Match,"When he was retired,",Rodney,17.001081466674805
23,1,she,m,Mismatch,"When she was retired,",Michael,13.434737205505371
23,1,she,f,Match,"When she was retired,",Amy,14.057567596435547
23,1,he,f,Mismatch,"When he was retired,",Heather,16.595571517944336
