exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,gpt3_surp
simple,won't make,474,474_F_him,f,Mismatch,obj,Brenda won't make,him,10.955275535583496
simple,won't make,474,474_F_his,f,Mismatch,poss,Brenda won't make,his,10.98578929901123
simple,does shake,475,475_M_him,m,Match,obj,Robert does shake,him,8.93568229675293
simple,does shake,475,475_M_his,m,Match,poss,Robert does shake,his,0.7310348749160767
simple,does shake,475,475_F_him,f,Mismatch,obj,Martha does shake,him,9.198147773742676
simple,does shake,475,475_F_his,f,Mismatch,poss,Martha does shake,his,6.6164870262146
simple,watched,476,476_M_him,m,Match,obj,Dennis watched,him,3.8890891075134277
simple,watched,476,476_M_his,m,Match,poss,Dennis watched,his,4.78550910949707
simple,watched,476,476_F_him,f,Mismatch,obj,That granddaughter watched,him,5.659187316894531
simple,watched,476,476_F_his,f,Mismatch,poss,That granddaughter watched,his,8.438860893249512
simple,will catch,477,477_M_him,m,Match,obj,Brad will catch,him,7.5311970710754395
simple,will catch,477,477_M_his,m,Match,poss,Brad will catch,his,4.435557842254639
simple,will catch,477,477_F_him,f,Mismatch,obj,Deanna will catch,him,7.456109046936035
simple,will catch,477,477_F_his,f,Mismatch,poss,Deanna will catch,his,8.133633613586426
simple,doesn't fight,478,478_M_him,m,Match,obj,That ex-boyfriend doesn't fight,him,13.484935760498047
simple,doesn't fight,478,478_M_his,m,Match,poss,That ex-boyfriend doesn't fight,his,9.849928855895996
simple,doesn't fight,478,478_F_him,f,Mismatch,obj,Tamara doesn't fight,him,6.91762113571167
simple,doesn't fight,478,478_F_his,f,Mismatch,poss,Tamara doesn't fight,his,9.525047302246094
simple,was leading,479,479_M_him,m,Match,obj,Edward was leading,him,5.812936305999756
simple,was leading,479,479_M_his,m,Match,poss,Edward was leading,his,3.2825820446014404
simple,was leading,479,479_F_him,f,Mismatch,obj,Teresa was leading,him,6.631406307220459
simple,was leading,479,479_F_his,f,Mismatch,poss,Teresa was leading,his,7.986200332641602
simple,has shaken,480,480_M_him,m,Match,obj,Wayne has shaken,him,9.287274360656738
simple,has shaken,480,480_M_his,m,Match,poss,Wayne has shaken,his,3.7438228130340576
simple,has shaken,480,480_F_him,f,Mismatch,obj,Heidi has shaken,him,8.201714515686035
simple,has shaken,480,480_F_his,f,Mismatch,poss,Heidi has shaken,his,7.54644250869751
simple,scared,481,481_M_him,m,Match,obj,Bradley scared,him,6.418994426727295
simple,scared,481,481_M_his,m,Match,poss,Bradley scared,his,5.529726028442383
simple,scared,481,481_F_him,f,Mismatch,obj,The dancer scared,him,6.0267438888549805
simple,scared,481,481_F_his,f,Mismatch,poss,The dancer scared,his,5.634659767150879
simple,upset,482,482_M_him,m,Match,obj,Todd upset,him,6.856915473937988
simple,upset,482,482_M_his,m,Match,poss,Todd upset,his,3.92612624168396
simple,upset,482,482_F_him,f,Mismatch,obj,Dawn upset,him,5.534621715545654
simple,upset,482,482_F_his,f,Mismatch,poss,Dawn upset,his,6.363710880279541
simple,catches,483,483_M_him,m,Match,obj,Richard catches,him,7.790158271789551
simple,catches,483,483_M_his,m,Match,poss,Richard catches,his,3.7946321964263916
simple,catches,483,483_F_him,f,Mismatch,obj,That ex-girlfriend catches,him,4.8979339599609375
simple,catches,483,483_F_his,f,Mismatch,poss,That ex-girlfriend catches,his,5.585452079772949
simple,had thought about,484,484_M_him,m,Match,obj,Jerry had thought about,him,9.877662658691406
simple,had thought about,484,484_M_his,m,Match,poss,Jerry had thought about,his,4.776061534881592
simple,had thought about,484,484_F_him,f,Mismatch,obj,That sister had thought about,him,6.642047882080078
simple,had thought about,484,484_F_his,f,Mismatch,poss,That sister had thought about,his,8.68710708618164
simple,has helped,485,485_M_him,m,Match,obj,That boy has helped,him,7.9133710861206055
simple,has helped,485,485_M_his,m,Match,poss,That boy has helped,his,6.061216831207275
simple,has helped,485,485_F_him,f,Mismatch,obj,That actress has helped,him,6.37041711807251
simple,has helped,485,485_F_his,f,Mismatch,poss,That actress has helped,his,9.658517837524414
simple,is listening to,486,486_M_him,m,Match,obj,This boy is listening to,him,13.499972343444824
simple,is listening to,486,486_M_his,m,Match,poss,This boy is listening to,his,5.748835563659668
simple,is listening to,486,486_F_him,f,Mismatch,obj,Holly is listening to,him,11.712697982788086
simple,is listening to,486,486_F_his,f,Mismatch,poss,Holly is listening to,his,9.833002090454102
simple,can make,487,487_M_him,m,Match,obj,Craig can make,him,9.203949928283691
simple,can make,487,487_M_his,m,Match,poss,Craig can make,his,4.886422634124756
simple,can make,487,487_F_him,f,Mismatch,obj,Anna can make,him,8.331348419189453
simple,can make,487,487_F_his,f,Mismatch,poss,Anna can make,his,8.46722412109375
simple,chose,488,488_M_him,m,Match,obj,Patrick chose,him,8.055059432983398
simple,chose,488,488_M_his,m,Match,poss,Patrick chose,his,4.745729923248291
simple,chose,488,488_F_him,f,Mismatch,obj,Kimberley chose,him,9.874959945678711
simple,chose,488,488_F_his,f,Mismatch,poss,Kimberley chose,his,8.721630096435547
simple,was hurting,489,489_M_him,m,Match,obj,Theodore was hurting,him,7.427901744842529
simple,was hurting,489,489_M_his,m,Match,poss,Theodore was hurting,his,5.580752849578857
simple,was hurting,489,489_F_him,f,Mismatch,obj,Connie was hurting,him,6.5714111328125
simple,was hurting,489,489_F_his,f,Mismatch,poss,Connie was hurting,his,8.267629623413086
simple,does see,490,490_M_him,m,Match,obj,Eric does see,him,7.133774757385254
simple,does see,490,490_M_his,m,Match,poss,Eric does see,his,4.375206470489502
simple,does see,490,490_F_him,f,Mismatch,obj,Melissa does see,him,7.159810543060303
simple,does see,490,490_F_his,f,Mismatch,poss,Melissa does see,his,8.383588790893555
simple,will heal,491,491_M_him,m,Match,obj,Paul will heal,him,3.821709632873535
simple,will heal,491,491_M_his,m,Match,poss,Paul will heal,his,3.7570931911468506
simple,will heal,491,491_F_him,f,Mismatch,obj,Mary will heal,him,6.959726333618164
simple,will heal,491,491_F_his,f,Mismatch,poss,Mary will heal,his,6.071035861968994
simple,describes,492,492_M_him,m,Match,obj,Christopher describes,him,6.533358573913574
simple,describes,492,492_M_his,m,Match,poss,Christopher describes,his,3.3319013118743896
simple,describes,492,492_F_him,f,Mismatch,obj,Kristen describes,him,7.176368713378906
simple,describes,492,492_F_his,f,Mismatch,poss,Kristen describes,his,7.658119201660156
simple,isn't leaving,493,493_M_him,m,Match,obj,Travis isn't leaving,him,11.1284818649292
simple,isn't leaving,493,493_M_his,m,Match,poss,Travis isn't leaving,his,5.024291515350342
simple,isn't leaving,493,493_F_him,f,Mismatch,obj,Marie isn't leaving,him,8.356642723083496
simple,isn't leaving,493,493_F_his,f,Mismatch,poss,Marie isn't leaving,his,7.9172515869140625
simple,did overwhelm,494,494_M_him,m,Match,obj,Robert did overwhelm,him,5.223316192626953
simple,did overwhelm,494,494_M_his,m,Match,poss,Robert did overwhelm,his,4.094409942626953
simple,did overwhelm,494,494_F_him,f,Mismatch,obj,Wendy did overwhelm,him,4.949234485626221
simple,did overwhelm,494,494_F_his,f,Mismatch,poss,Wendy did overwhelm,his,8.288346290588379
simple,might reference,495,495_M_him,m,Match,obj,Benjamin might reference,him,7.838756084442139
simple,might reference,495,495_M_his,m,Match,poss,Benjamin might reference,his,3.980980157852173
simple,might reference,495,495_F_him,f,Mismatch,obj,Nina might reference,him,8.396273612976074
simple,might reference,495,495_F_his,f,Mismatch,poss,Nina might reference,his,8.183821678161621
simple,investigated,496,496_M_him,m,Match,obj,Carl investigated,him,7.203364849090576
simple,investigated,496,496_M_his,m,Match,poss,Carl investigated,his,4.889664649963379
simple,investigated,496,496_F_him,f,Mismatch,obj,Sharon investigated,him,6.890913486480713
simple,investigated,496,496_F_his,f,Mismatch,poss,Sharon investigated,his,6.538788795471191
simple,listens to,497,497_M_him,m,Match,obj,The nephew listens to,him,5.687762260437012
simple,listens to,497,497_M_his,m,Match,poss,The nephew listens to,his,2.279029130935669
simple,listens to,497,497_F_him,f,Mismatch,obj,Sheila listens to,him,7.687901496887207
simple,listens to,497,497_F_his,f,Mismatch,poss,Sheila listens to,his,7.810925483703613
simple,did talk to,498,498_M_him,m,Match,obj,Gregory did talk to,him,5.129218578338623
simple,did talk to,498,498_M_his,m,Match,poss,Gregory did talk to,his,4.28896951675415
simple,did talk to,498,498_F_him,f,Mismatch,obj,April did talk to,him,4.526373386383057
simple,did talk to,498,498_F_his,f,Mismatch,poss,April did talk to,his,6.745850086212158
simple,visits,499,499_M_him,m,Match,obj,Charles visits,him,9.403411865234375
simple,visits,499,499_M_his,m,Match,poss,Charles visits,his,3.4055309295654297
simple,visits,499,499_F_him,f,Mismatch,obj,Debra visits,him,8.579188346862793
simple,visits,499,499_F_his,f,Mismatch,poss,Debra visits,his,7.9088263511657715
simple,shouldn't hire,500,500_M_him,m,Match,obj,Marcus shouldn't hire,him,4.175352096557617
simple,shouldn't hire,500,500_M_his,m,Match,poss,Marcus shouldn't hire,his,6.132812023162842
simple,shouldn't hire,500,500_F_him,f,Mismatch,obj,Dana shouldn't hire,him,6.488731861114502
simple,shouldn't hire,500,500_F_his,f,Mismatch,poss,Dana shouldn't hire,his,10.865347862243652
simple,hadn't complained about,501,501_M_him,m,Match,obj,Richard hadn't complained about,him,9.786529541015625
simple,hadn't complained about,501,501_M_his,m,Match,poss,Richard hadn't complained about,his,3.0938730239868164
simple,hadn't complained about,501,501_F_him,f,Mismatch,obj,The sister hadn't complained about,him,6.152172088623047
simple,hadn't complained about,501,501_F_his,f,Mismatch,poss,The sister hadn't complained about,his,5.312998294830322
simple,hasn't listened to,502,502_M_him,m,Match,obj,Jeffrey hasn't listened to,him,10.853841781616211
simple,hasn't listened to,502,502_M_his,m,Match,poss,Jeffrey hasn't listened to,his,5.511080741882324
simple,hasn't listened to,502,502_F_him,f,Mismatch,obj,Wendy hasn't listened to,him,8.207509994506836
simple,hasn't listened to,502,502_F_his,f,Mismatch,poss,Wendy hasn't listened to,his,7.234837532043457
simple,stunned,503,503_M_him,m,Match,obj,Bill stunned,him,5.561643600463867
simple,stunned,503,503_M_his,m,Match,poss,Bill stunned,his,4.571114540100098
simple,stunned,503,503_F_him,f,Mismatch,obj,Connie stunned,him,5.081792831420898
simple,stunned,503,503_F_his,f,Mismatch,poss,Connie stunned,his,8.2720308303833
simple,hasn't returned to,504,504_M_him,m,Match,obj,The brother hasn't returned to,him,10.4183931350708
simple,hasn't returned to,504,504_M_his,m,Match,poss,The brother hasn't returned to,his,2.703519105911255
simple,hasn't returned to,504,504_F_him,f,Mismatch,obj,Kendra hasn't returned to,him,11.634527206420898
simple,hasn't returned to,504,504_F_his,f,Mismatch,poss,Kendra hasn't returned to,his,7.711485862731934
simple,heals,505,505_M_him,m,Match,obj,That man heals,him,9.266457557678223
simple,heals,505,505_M_his,m,Match,poss,That man heals,his,3.0750739574432373
simple,heals,505,505_F_him,f,Mismatch,obj,Claire heals,him,6.412332057952881
simple,heals,505,505_F_his,f,Mismatch,poss,Claire heals,his,6.520913600921631
simple,did hire,506,506_M_him,m,Match,obj,The boyfriend did hire,him,7.726382255554199
simple,did hire,506,506_M_his,m,Match,poss,The boyfriend did hire,his,7.978711128234863
simple,did hire,506,506_F_him,f,Mismatch,obj,Karen did hire,him,6.948801517486572
simple,did hire,506,506_F_his,f,Mismatch,poss,Karen did hire,his,10.037667274475098
simple,had shocked,507,507_M_him,m,Match,obj,Omar had shocked,him,7.842148303985596
simple,had shocked,507,507_M_his,m,Match,poss,Omar had shocked,his,4.089627742767334
simple,had shocked,507,507_F_him,f,Mismatch,obj,Dana had shocked,him,3.3399100303649902
simple,had shocked,507,507_F_his,f,Mismatch,poss,Dana had shocked,his,7.274442195892334
simple,visits,508,508_M_him,m,Match,obj,This grandson visits,him,10.674445152282715
simple,visits,508,508_M_his,m,Match,poss,This grandson visits,his,0.5594167709350586
simple,visits,508,508_F_him,f,Mismatch,obj,Jacqueline visits,him,8.826821327209473
simple,visits,508,508_F_his,f,Mismatch,poss,Jacqueline visits,his,7.9350385665893555
simple,hasn't kissed,509,509_M_him,m,Match,obj,Joseph hasn't kissed,him,8.735496520996094
simple,hasn't kissed,509,509_M_his,m,Match,poss,Joseph hasn't kissed,his,6.135292053222656
simple,hasn't kissed,509,509_F_him,f,Mismatch,obj,Renee hasn't kissed,him,5.432724952697754
simple,hasn't kissed,509,509_F_his,f,Mismatch,poss,Renee hasn't kissed,his,8.784116744995117
simple,questions,510,510_M_him,m,Match,obj,Craig questions,him,5.637435436248779
simple,questions,510,510_M_his,m,Match,poss,Craig questions,his,4.411194324493408
simple,questions,510,510_F_him,f,Mismatch,obj,This woman questions,him,8.54777717590332
simple,questions,510,510_F_his,f,Mismatch,poss,This woman questions,his,7.469714164733887
simple,had astounded,511,511_M_him,m,Match,obj,Liam had astounded,him,4.43396520614624
simple,had astounded,511,511_M_his,m,Match,poss,Liam had astounded,his,4.511922359466553
simple,had astounded,511,511_F_him,f,Mismatch,obj,That actress had astounded,him,6.698391437530518
simple,had astounded,511,511_F_his,f,Mismatch,poss,That actress had astounded,his,9.274909973144531
simple,was talking to,512,512_M_him,m,Match,obj,Dan was talking to,him,8.251752853393555
simple,was talking to,512,512_M_his,m,Match,poss,Dan was talking to,his,2.9188499450683594
simple,was talking to,512,512_F_him,f,Mismatch,obj,Leslie was talking to,him,7.120237827301025
simple,was talking to,512,512_F_his,f,Mismatch,poss,Leslie was talking to,his,6.060949802398682
simple,won't examine,513,513_M_him,m,Match,obj,Randolf won't examine,him,7.811757564544678
simple,won't examine,513,513_M_his,m,Match,poss,Randolf won't examine,his,2.964306116104126
simple,won't examine,513,513_F_him,f,Mismatch,obj,Heidi won't examine,him,5.957353591918945
simple,won't examine,513,513_F_his,f,Mismatch,poss,Heidi won't examine,his,6.157970428466797
simple,couldn't forgive,514,514_M_him,m,Match,obj,This guy couldn't forgive,him,5.29737663269043
simple,couldn't forgive,514,514_M_his,m,Match,poss,This guy couldn't forgive,his,1.8713593482971191
simple,couldn't forgive,514,514_F_him,f,Mismatch,obj,Paula couldn't forgive,him,3.6961519718170166
simple,couldn't forgive,514,514_F_his,f,Mismatch,poss,Paula couldn't forgive,his,9.194876670837402
simple,could confuse,515,515_M_him,m,Match,obj,Jeffrey could confuse,him,5.9645562171936035
simple,could confuse,515,515_M_his,m,Match,poss,Jeffrey could confuse,his,3.5908889770507812
simple,could confuse,515,515_F_him,f,Mismatch,obj,Emily could confuse,him,5.429685592651367
simple,could confuse,515,515_F_his,f,Mismatch,poss,Emily could confuse,his,7.18702507019043
simple,talked to,516,516_M_him,m,Match,obj,Keith talked to,him,5.59695291519165
simple,talked to,516,516_M_his,m,Match,poss,Keith talked to,his,4.161734580993652
simple,talked to,516,516_F_him,f,Mismatch,obj,Kathleen talked to,him,5.688340663909912
simple,talked to,516,516_F_his,f,Mismatch,poss,Kathleen talked to,his,9.250337600708008
simple,can appreciate,517,517_M_him,m,Match,obj,Theodore can appreciate,him,11.788054466247559
simple,can appreciate,517,517_M_his,m,Match,poss,Theodore can appreciate,his,5.278459072113037
simple,can appreciate,517,517_F_him,f,Mismatch,obj,Florence can appreciate,him,9.345908164978027
simple,can appreciate,517,517_F_his,f,Mismatch,poss,Florence can appreciate,his,6.442340850830078
simple,bites,518,518_M_him,m,Match,obj,Todd bites,him,8.205904960632324
simple,bites,518,518_M_his,m,Match,poss,Todd bites,his,0.9972019195556641
simple,bites,518,518_F_him,f,Mismatch,obj,Julia bites,him,10.140625
simple,bites,518,518_F_his,f,Mismatch,poss,Julia bites,his,7.42525053024292
simple,has talked to,519,519_M_him,m,Match,obj,George has talked to,him,6.6838812828063965
simple,has talked to,519,519_M_his,m,Match,poss,George has talked to,his,3.9899697303771973
simple,has talked to,519,519_F_him,f,Mismatch,obj,Eva has talked to,him,5.8591742515563965
simple,has talked to,519,519_F_his,f,Mismatch,poss,Eva has talked to,his,8.291862487792969
simple,conceals,520,520_M_him,m,Match,obj,Wayne conceals,him,10.026630401611328
simple,conceals,520,520_M_his,m,Match,poss,Wayne conceals,his,0.983683168888092
simple,conceals,520,520_F_him,f,Mismatch,obj,This woman conceals,him,12.36380386352539
simple,conceals,520,520_F_his,f,Mismatch,poss,This woman conceals,his,8.911884307861328
simple,was boring,521,521_M_him,m,Match,obj,Omar was boring,him,8.38563060760498
simple,was boring,521,521_M_his,m,Match,poss,Omar was boring,his,5.108999729156494
simple,was boring,521,521_F_him,f,Mismatch,obj,Sally was boring,him,7.9776225090026855
simple,was boring,521,521_F_his,f,Mismatch,poss,Sally was boring,his,9.886484146118164
simple,understood,522,522_M_him,m,Match,obj,Omar understood,him,7.6882548332214355
simple,understood,522,522_M_his,m,Match,poss,Omar understood,his,5.088000297546387
simple,understood,522,522_F_him,f,Mismatch,obj,Martha understood,him,7.321967124938965
simple,understood,522,522_F_his,f,Mismatch,poss,Martha understood,his,5.912173748016357
simple,aggravated,523,523_M_him,m,Match,obj,Vincent aggravated,him,7.051634788513184
simple,aggravated,523,523_M_his,m,Match,poss,Vincent aggravated,his,1.677822470664978
simple,aggravated,523,523_F_him,f,Mismatch,obj,Deanna aggravated,him,4.15704870223999
simple,aggravated,523,523_F_his,f,Mismatch,poss,Deanna aggravated,his,5.457276344299316
simple,leaves,524,524_M_him,m,Match,obj,Gary leaves,him,8.097877502441406
simple,leaves,524,524_M_his,m,Match,poss,Gary leaves,his,2.5310757160186768
simple,leaves,524,524_F_him,f,Mismatch,obj,Katherine leaves,him,7.365046977996826
simple,leaves,524,524_F_his,f,Mismatch,poss,Katherine leaves,his,7.851175308227539
simple,had aggravated,525,525_M_him,m,Match,obj,Brad had aggravated,him,5.326685428619385
simple,had aggravated,525,525_M_his,m,Match,poss,Brad had aggravated,his,1.6711674928665161
simple,had aggravated,525,525_F_him,f,Mismatch,obj,This lady had aggravated,him,7.493657112121582
simple,had aggravated,525,525_F_his,f,Mismatch,poss,This lady had aggravated,his,8.648738861083984
simple,was underwhelming,526,526_M_him,m,Match,obj,Curtis was underwhelming,him,15.93242359161377
simple,was underwhelming,526,526_M_his,m,Match,poss,Curtis was underwhelming,his,8.366838455200195
simple,was underwhelming,526,526_F_him,f,Mismatch,obj,Sandra was underwhelming,him,14.638301849365234
simple,was underwhelming,526,526_F_his,f,Mismatch,poss,Sandra was underwhelming,his,13.182160377502441
simple,had noticed,527,527_M_him,m,Match,obj,Liam had noticed,him,7.002335071563721
simple,had noticed,527,527_M_his,m,Match,poss,Liam had noticed,his,4.9455647468566895
simple,had noticed,527,527_F_him,f,Mismatch,obj,Heidi had noticed,him,6.46785831451416
simple,had noticed,527,527_F_his,f,Mismatch,poss,Heidi had noticed,his,6.162712574005127
simple,fled from,528,528_M_him,m,Match,obj,Omar fled from,him,11.154062271118164
simple,fled from,528,528_M_his,m,Match,poss,Omar fled from,his,2.926133871078491
simple,fled from,528,528_F_him,f,Mismatch,obj,Mary fled from,him,9.079968452453613
simple,fled from,528,528_F_his,f,Mismatch,poss,Mary fled from,his,6.771084785461426
simple,has hired,529,529_M_him,m,Match,obj,Carl has hired,him,9.61493968963623
simple,has hired,529,529_M_his,m,Match,poss,Carl has hired,his,5.7821855545043945
simple,has hired,529,529_F_him,f,Mismatch,obj,Kathleen has hired,him,9.05148983001709
simple,has hired,529,529_F_his,f,Mismatch,poss,Kathleen has hired,his,10.698487281799316
simple,insults,530,530_M_him,m,Match,obj,Theodore insults,him,5.8666090965271
simple,insults,530,530_M_his,m,Match,poss,Theodore insults,his,2.744248867034912
simple,insults,530,530_F_him,f,Mismatch,obj,Ruth insults,him,5.591413974761963
simple,insults,530,530_F_his,f,Mismatch,poss,Ruth insults,his,5.498960494995117
simple,couldn't think about,531,531_M_him,m,Match,obj,That boyfriend couldn't think about,him,11.521161079406738
simple,couldn't think about,531,531_M_his,m,Match,poss,That boyfriend couldn't think about,his,6.405861854553223
simple,couldn't think about,531,531_F_him,f,Mismatch,obj,Julie couldn't think about,him,7.022064208984375
simple,couldn't think about,531,531_F_his,f,Mismatch,poss,Julie couldn't think about,his,8.112544059753418
simple,had met,532,532_M_him,m,Match,obj,Brian had met,him,5.784264087677002
simple,had met,532,532_M_his,m,Match,poss,Brian had met,his,3.887394428253174
simple,had met,532,532_F_him,f,Mismatch,obj,Carolyn had met,him,4.533776760101318
simple,had met,532,532_F_his,f,Mismatch,poss,Carolyn had met,his,7.122129917144775
simple,had hated,533,533_M_him,m,Match,obj,This guy had hated,him,5.068764686584473
simple,had hated,533,533_M_his,m,Match,poss,This guy had hated,his,3.300471305847168
simple,had hated,533,533_F_him,f,Mismatch,obj,Cynthia had hated,him,5.296881675720215
simple,had hated,533,533_F_his,f,Mismatch,poss,Cynthia had hated,his,7.290940761566162
simple,has researched,534,534_M_him,m,Match,obj,Jerry has researched,him,12.869876861572266
simple,has researched,534,534_M_his,m,Match,poss,Jerry has researched,his,4.971158981323242
simple,has researched,534,534_F_him,f,Mismatch,obj,Christine has researched,him,14.234757423400879
simple,has researched,534,534_F_his,f,Mismatch,poss,Christine has researched,his,10.827292442321777
simple,might respect,535,535_M_him,m,Match,obj,That husband might respect,him,4.809542655944824
simple,might respect,535,535_M_his,m,Match,poss,That husband might respect,his,2.0663211345672607
simple,might respect,535,535_F_him,f,Mismatch,obj,That granddaughter might respect,him,4.054443836212158
simple,might respect,535,535_F_his,f,Mismatch,poss,That granddaughter might respect,his,6.591494560241699
simple,is concealing,536,536_M_him,m,Match,obj,Alan is concealing,him,11.657100677490234
simple,is concealing,536,536_M_his,m,Match,poss,Alan is concealing,his,1.77143132686615
simple,is concealing,536,536_F_him,f,Mismatch,obj,Heather is concealing,him,13.04467487335205
simple,is concealing,536,536_F_his,f,Mismatch,poss,Heather is concealing,his,7.650510787963867
simple,remembered,537,537_M_him,m,Match,obj,George remembered,him,6.215670585632324
simple,remembered,537,537_M_his,m,Match,poss,George remembered,his,3.1788828372955322
simple,remembered,537,537_F_him,f,Mismatch,obj,Naomi remembered,him,7.180920124053955
simple,remembered,537,537_F_his,f,Mismatch,poss,Naomi remembered,his,6.4359049797058105
simple,is criticizing,538,538_M_him,m,Match,obj,Adam is criticizing,him,9.641493797302246
simple,is criticizing,538,538_M_his,m,Match,poss,Adam is criticizing,his,4.465397834777832
simple,is criticizing,538,538_F_him,f,Mismatch,obj,Jane is criticizing,him,8.44884967803955
simple,is criticizing,538,538_F_his,f,Mismatch,poss,Jane is criticizing,his,7.531005382537842
simple,would escape from,539,539_M_him,m,Match,obj,The man would escape from,him,11.571585655212402
simple,would escape from,539,539_M_his,m,Match,poss,The man would escape from,his,3.533574342727661
simple,would escape from,539,539_F_him,f,Mismatch,obj,Patricia would escape from,him,8.661269187927246
simple,would escape from,539,539_F_his,f,Mismatch,poss,Patricia would escape from,his,6.553252220153809
simple,notices,540,540_M_him,m,Match,obj,Theodore notices,him,8.69129467010498
simple,notices,540,540_M_his,m,Match,poss,Theodore notices,his,3.8882505893707275
simple,notices,540,540_F_him,f,Mismatch,obj,Melissa notices,him,8.791401863098145
simple,notices,540,540_F_his,f,Mismatch,poss,Melissa notices,his,7.246792316436768
simple,can heal,541,541_M_him,m,Match,obj,Joel can heal,him,7.002371788024902
simple,can heal,541,541_M_his,m,Match,poss,Joel can heal,his,4.135354995727539
simple,can heal,541,541_F_him,f,Mismatch,obj,The dancer can heal,him,7.454228401184082
simple,can heal,541,541_F_his,f,Mismatch,poss,The dancer can heal,his,4.5070977210998535
simple,should distract,542,542_M_him,m,Match,obj,Rodney should distract,him,8.960169792175293
simple,should distract,542,542_M_his,m,Match,poss,Rodney should distract,his,5.506785869598389
simple,should distract,542,542_F_him,f,Mismatch,obj,Laurie should distract,him,7.922057628631592
simple,should distract,542,542_F_his,f,Mismatch,poss,Laurie should distract,his,6.980945110321045
simple,remembers,543,543_M_him,m,Match,obj,Martin remembers,him,6.726919174194336
simple,remembers,543,543_M_his,m,Match,poss,Martin remembers,his,3.6749300956726074
simple,remembers,543,543_F_him,f,Mismatch,obj,Janet remembers,him,7.477706432342529
simple,remembers,543,543_F_his,f,Mismatch,poss,Janet remembers,his,7.477928161621094
simple,should lose,544,544_M_him,m,Match,obj,Joseph should lose,him,9.15099811553955
simple,should lose,544,544_M_his,m,Match,poss,Joseph should lose,his,0.9871532320976257
simple,should lose,544,544_F_him,f,Mismatch,obj,Laura should lose,him,10.59511947631836
simple,should lose,544,544_F_his,f,Mismatch,poss,Laura should lose,his,6.937490463256836
simple,hasn't chosen,545,545_M_him,m,Match,obj,Gerald hasn't chosen,him,12.503277778625488
simple,hasn't chosen,545,545_M_his,m,Match,poss,Gerald hasn't chosen,his,4.365744113922119
simple,hasn't chosen,545,545_F_him,f,Mismatch,obj,Wendy hasn't chosen,him,10.94441032409668
simple,hasn't chosen,545,545_F_his,f,Mismatch,poss,Wendy hasn't chosen,his,8.472575187683105
simple,found,546,546_M_him,m,Match,obj,Alan found,him,7.149969577789307
simple,found,546,546_M_his,m,Match,poss,Alan found,his,3.719433307647705
simple,found,546,546_F_him,f,Mismatch,obj,That dancer found,him,9.688691139221191
simple,found,546,546_F_his,f,Mismatch,poss,That dancer found,his,3.2065534591674805
simple,hasn't talked about,547,547_M_him,m,Match,obj,This ex-boyfriend hasn't talked about,him,9.124205589294434
simple,hasn't talked about,547,547_M_his,m,Match,poss,This ex-boyfriend hasn't talked about,his,3.501082181930542
simple,hasn't talked about,547,547_F_him,f,Mismatch,obj,Renee hasn't talked about,him,7.021059036254883
simple,hasn't talked about,547,547_F_his,f,Mismatch,poss,Renee hasn't talked about,his,7.221237659454346
simple,has scared,548,548_M_him,m,Match,obj,Guy has scared,him,6.996636867523193
simple,has scared,548,548_M_his,m,Match,poss,Guy has scared,his,6.163219928741455
simple,has scared,548,548_F_him,f,Mismatch,obj,Tara has scared,him,7.14246129989624
simple,has scared,548,548_F_his,f,Mismatch,poss,Tara has scared,his,9.956225395202637
simple,worries,549,549_M_him,m,Match,obj,That father worries,him,7.633927822113037
simple,worries,549,549_M_his,m,Match,poss,That father worries,his,7.150906562805176
simple,worries,549,549_F_him,f,Mismatch,obj,That daughter worries,him,6.3535637855529785
simple,worries,549,549_F_his,f,Mismatch,poss,That daughter worries,his,11.050450325012207
simple,disliked,550,550_M_him,m,Match,obj,Craig disliked,him,5.217319965362549
simple,disliked,550,550_M_his,m,Match,poss,Craig disliked,his,4.072360515594482
simple,disliked,550,550_F_him,f,Mismatch,obj,Connie disliked,him,5.306960105895996
simple,disliked,550,550_F_his,f,Mismatch,poss,Connie disliked,his,5.655570030212402
simple,chooses,551,551_M_him,m,Match,obj,Phillip chooses,him,10.649839401245117
simple,chooses,551,551_M_his,m,Match,poss,Phillip chooses,his,3.9066715240478516
simple,chooses,551,551_F_him,f,Mismatch,obj,Leslie chooses,him,10.602384567260742
simple,chooses,551,551_F_his,f,Mismatch,poss,Leslie chooses,his,7.3689284324646
simple,found,552,552_M_him,m,Match,obj,Vincent found,him,6.821052074432373
simple,found,552,552_M_his,m,Match,poss,Vincent found,his,3.9734745025634766
simple,found,552,552_F_him,f,Mismatch,obj,Tara found,him,7.059411525726318
simple,found,552,552_F_his,f,Mismatch,poss,Tara found,his,8.239230155944824
simple,will complain about,553,553_M_him,m,Match,obj,Robert will complain about,him,10.41878604888916
simple,will complain about,553,553_M_his,m,Match,poss,Robert will complain about,his,2.7401788234710693
simple,will complain about,553,553_F_him,f,Mismatch,obj,Kristen will complain about,him,9.160845756530762
simple,will complain about,553,553_F_his,f,Mismatch,poss,Kristen will complain about,his,7.809952259063721
simple,was concealing,554,554_M_him,m,Match,obj,Russell was concealing,him,10.207948684692383
simple,was concealing,554,554_M_his,m,Match,poss,Russell was concealing,his,2.1044042110443115
simple,was concealing,554,554_F_him,f,Mismatch,obj,Tara was concealing,him,9.808192253112793
