exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-medium_surp
simple,had revealed,473,473_M_his,m,Match,poss,Matt had revealed,his,3.574756622314453
simple,had revealed,473,473_F_him,f,Mismatch,obj,Janice had revealed,him,8.386177062988281
simple,had revealed,473,473_F_his,f,Mismatch,poss,Janice had revealed,his,5.245822906494141
simple,won't make,474,474_M_him,m,Match,obj,Daniel won't make,him,6.737969398498535
simple,won't make,474,474_M_his,m,Match,poss,Daniel won't make,his,4.826368808746338
simple,won't make,474,474_F_him,f,Mismatch,obj,Brenda won't make,him,6.4582200050354
simple,won't make,474,474_F_his,f,Mismatch,poss,Brenda won't make,his,7.1583685874938965
simple,does shake,475,475_M_him,m,Match,obj,Robert does shake,him,7.071069240570068
simple,does shake,475,475_M_his,m,Match,poss,Robert does shake,his,1.8440958261489868
simple,does shake,475,475_F_him,f,Mismatch,obj,Martha does shake,him,6.318212509155273
simple,does shake,475,475_F_his,f,Mismatch,poss,Martha does shake,his,3.477928638458252
simple,watched,476,476_M_him,m,Match,obj,Dennis watched,him,5.110414981842041
simple,watched,476,476_M_his,m,Match,poss,Dennis watched,his,4.069284915924072
simple,watched,476,476_F_him,f,Mismatch,obj,That granddaughter watched,him,4.0664238929748535
simple,watched,476,476_F_his,f,Mismatch,poss,That granddaughter watched,his,6.59520149230957
simple,will catch,477,477_M_him,m,Match,obj,Brad will catch,him,5.232518196105957
simple,will catch,477,477_M_his,m,Match,poss,Brad will catch,his,5.446338176727295
simple,will catch,477,477_F_him,f,Mismatch,obj,Deanna will catch,him,5.076061725616455
simple,will catch,477,477_F_his,f,Mismatch,poss,Deanna will catch,his,7.842379093170166
simple,doesn't fight,478,478_M_him,m,Match,obj,That ex-boyfriend doesn't fight,him,7.880634784698486
simple,doesn't fight,478,478_M_his,m,Match,poss,That ex-boyfriend doesn't fight,his,6.7673540115356445
simple,doesn't fight,478,478_F_him,f,Mismatch,obj,Tamara doesn't fight,him,7.897521018981934
simple,doesn't fight,478,478_F_his,f,Mismatch,poss,Tamara doesn't fight,his,7.424092769622803
simple,was leading,479,479_M_him,m,Match,obj,Edward was leading,him,7.334157943725586
simple,was leading,479,479_M_his,m,Match,poss,Edward was leading,his,4.848747253417969
simple,was leading,479,479_F_him,f,Mismatch,obj,Teresa was leading,him,5.8757853507995605
simple,was leading,479,479_F_his,f,Mismatch,poss,Teresa was leading,his,6.787892818450928
simple,has shaken,480,480_M_him,m,Match,obj,Wayne has shaken,him,7.662842273712158
simple,has shaken,480,480_M_his,m,Match,poss,Wayne has shaken,his,4.086335182189941
simple,has shaken,480,480_F_him,f,Mismatch,obj,Heidi has shaken,him,7.491886138916016
simple,has shaken,480,480_F_his,f,Mismatch,poss,Heidi has shaken,his,4.264678001403809
simple,scared,481,481_M_him,m,Match,obj,Bradley scared,him,4.587754249572754
simple,scared,481,481_M_his,m,Match,poss,Bradley scared,his,6.0636677742004395
simple,scared,481,481_F_him,f,Mismatch,obj,The dancer scared,him,3.749267578125
simple,scared,481,481_F_his,f,Mismatch,poss,The dancer scared,his,7.7312517166137695
simple,upset,482,482_M_him,m,Match,obj,Todd upset,him,5.242525577545166
simple,upset,482,482_M_his,m,Match,poss,Todd upset,his,4.821533679962158
simple,upset,482,482_F_him,f,Mismatch,obj,Dawn upset,him,6.603541851043701
simple,upset,482,482_F_his,f,Mismatch,poss,Dawn upset,his,6.659533977508545
simple,catches,483,483_M_him,m,Match,obj,Richard catches,him,6.564550399780273
simple,catches,483,483_M_his,m,Match,poss,Richard catches,his,4.440253734588623
simple,catches,483,483_F_him,f,Mismatch,obj,That ex-girlfriend catches,him,1.8076446056365967
simple,catches,483,483_F_his,f,Mismatch,poss,That ex-girlfriend catches,his,6.239535808563232
simple,had thought about,484,484_M_him,m,Match,obj,Jerry had thought about,him,7.337030410766602
simple,had thought about,484,484_M_his,m,Match,poss,Jerry had thought about,his,5.336021900177002
simple,had thought about,484,484_F_him,f,Mismatch,obj,That sister had thought about,him,5.04885721206665
simple,had thought about,484,484_F_his,f,Mismatch,poss,That sister had thought about,his,8.223783493041992
simple,has helped,485,485_M_him,m,Match,obj,That boy has helped,him,4.779699802398682
simple,has helped,485,485_M_his,m,Match,poss,That boy has helped,his,5.3446173667907715
simple,has helped,485,485_F_him,f,Mismatch,obj,That actress has helped,him,6.422084331512451
simple,has helped,485,485_F_his,f,Mismatch,poss,That actress has helped,his,9.565926551818848
simple,is listening to,486,486_M_him,m,Match,obj,This boy is listening to,him,7.591350078582764
simple,is listening to,486,486_M_his,m,Match,poss,This boy is listening to,his,5.150384902954102
simple,is listening to,486,486_F_him,f,Mismatch,obj,Holly is listening to,him,5.406105041503906
simple,is listening to,486,486_F_his,f,Mismatch,poss,Holly is listening to,his,5.402725696563721
simple,can make,487,487_M_him,m,Match,obj,Craig can make,him,6.80545711517334
simple,can make,487,487_M_his,m,Match,poss,Craig can make,his,5.30313777923584
simple,can make,487,487_F_him,f,Mismatch,obj,Anna can make,him,6.37383508682251
simple,can make,487,487_F_his,f,Mismatch,poss,Anna can make,his,7.351125717163086
simple,chose,488,488_M_him,m,Match,obj,Patrick chose,him,7.0334930419921875
simple,chose,488,488_M_his,m,Match,poss,Patrick chose,his,5.189361095428467
simple,chose,488,488_F_him,f,Mismatch,obj,Kimberley chose,him,7.488741397857666
simple,chose,488,488_F_his,f,Mismatch,poss,Kimberley chose,his,5.644289016723633
simple,was hurting,489,489_M_him,m,Match,obj,Theodore was hurting,him,6.265259265899658
simple,was hurting,489,489_M_his,m,Match,poss,Theodore was hurting,his,4.814970016479492
simple,was hurting,489,489_F_him,f,Mismatch,obj,Connie was hurting,him,5.980040550231934
simple,was hurting,489,489_F_his,f,Mismatch,poss,Connie was hurting,his,6.262631893157959
simple,does see,490,490_M_him,m,Match,obj,Eric does see,him,6.170963764190674
simple,does see,490,490_M_his,m,Match,poss,Eric does see,his,5.383255481719971
simple,does see,490,490_F_him,f,Mismatch,obj,Melissa does see,him,5.973682403564453
simple,does see,490,490_F_his,f,Mismatch,poss,Melissa does see,his,7.60415506362915
simple,will heal,491,491_M_him,m,Match,obj,Paul will heal,him,4.595080375671387
simple,will heal,491,491_M_his,m,Match,poss,Paul will heal,his,4.8132476806640625
simple,will heal,491,491_F_him,f,Mismatch,obj,Mary will heal,him,5.23807430267334
simple,will heal,491,491_F_his,f,Mismatch,poss,Mary will heal,his,6.534355640411377
simple,describes,492,492_M_him,m,Match,obj,Christopher describes,him,6.79850435256958
simple,describes,492,492_M_his,m,Match,poss,Christopher describes,his,3.6645348072052
simple,describes,492,492_F_him,f,Mismatch,obj,Kristen describes,him,6.403743743896484
simple,describes,492,492_F_his,f,Mismatch,poss,Kristen describes,his,4.528985023498535
simple,isn't leaving,493,493_M_him,m,Match,obj,Travis isn't leaving,him,9.345159530639648
simple,isn't leaving,493,493_M_his,m,Match,poss,Travis isn't leaving,his,4.498826026916504
simple,isn't leaving,493,493_F_him,f,Mismatch,obj,Marie isn't leaving,him,6.7346696853637695
simple,isn't leaving,493,493_F_his,f,Mismatch,poss,Marie isn't leaving,his,7.00360107421875
simple,did overwhelm,494,494_M_him,m,Match,obj,Robert did overwhelm,him,2.8926167488098145
simple,did overwhelm,494,494_M_his,m,Match,poss,Robert did overwhelm,his,4.620654582977295
simple,did overwhelm,494,494_F_him,f,Mismatch,obj,Wendy did overwhelm,him,3.2068004608154297
simple,did overwhelm,494,494_F_his,f,Mismatch,poss,Wendy did overwhelm,his,7.510130882263184
simple,might reference,495,495_M_him,m,Match,obj,Benjamin might reference,him,7.269351482391357
simple,might reference,495,495_M_his,m,Match,poss,Benjamin might reference,his,4.946347713470459
simple,might reference,495,495_F_him,f,Mismatch,obj,Nina might reference,him,6.169724941253662
simple,might reference,495,495_F_his,f,Mismatch,poss,Nina might reference,his,6.669558525085449
simple,investigated,496,496_M_him,m,Match,obj,Carl investigated,him,6.132806301116943
simple,investigated,496,496_M_his,m,Match,poss,Carl investigated,his,5.326078414916992
simple,investigated,496,496_F_him,f,Mismatch,obj,Sharon investigated,him,5.7213945388793945
simple,investigated,496,496_F_his,f,Mismatch,poss,Sharon investigated,his,5.974574565887451
simple,listens to,497,497_M_him,m,Match,obj,The nephew listens to,him,4.122912406921387
simple,listens to,497,497_M_his,m,Match,poss,The nephew listens to,his,3.5415725708007812
simple,listens to,497,497_F_him,f,Mismatch,obj,Sheila listens to,him,6.221370697021484
simple,listens to,497,497_F_his,f,Mismatch,poss,Sheila listens to,his,6.804317474365234
simple,did talk to,498,498_M_him,m,Match,obj,Gregory did talk to,him,4.039676189422607
simple,did talk to,498,498_M_his,m,Match,poss,Gregory did talk to,his,6.0576019287109375
simple,did talk to,498,498_F_him,f,Mismatch,obj,April did talk to,him,3.459176540374756
simple,did talk to,498,498_F_his,f,Mismatch,poss,April did talk to,his,5.796027183532715
simple,visits,499,499_M_him,m,Match,obj,Charles visits,him,5.762539386749268
simple,visits,499,499_M_his,m,Match,poss,Charles visits,his,4.349673271179199
simple,visits,499,499_F_him,f,Mismatch,obj,Debra visits,him,6.954714775085449
simple,visits,499,499_F_his,f,Mismatch,poss,Debra visits,his,6.531774997711182
simple,shouldn't hire,500,500_M_him,m,Match,obj,Marcus shouldn't hire,him,3.472837448120117
simple,shouldn't hire,500,500_M_his,m,Match,poss,Marcus shouldn't hire,his,6.127941131591797
simple,shouldn't hire,500,500_F_him,f,Mismatch,obj,Dana shouldn't hire,him,3.7351129055023193
simple,shouldn't hire,500,500_F_his,f,Mismatch,poss,Dana shouldn't hire,his,8.61648178100586
simple,hadn't complained about,501,501_M_him,m,Match,obj,Richard hadn't complained about,him,6.2988457679748535
simple,hadn't complained about,501,501_M_his,m,Match,poss,Richard hadn't complained about,his,3.1597132682800293
simple,hadn't complained about,501,501_F_him,f,Mismatch,obj,The sister hadn't complained about,him,3.667384386062622
simple,hadn't complained about,501,501_F_his,f,Mismatch,poss,The sister hadn't complained about,his,5.047770023345947
simple,hasn't listened to,502,502_M_him,m,Match,obj,Jeffrey hasn't listened to,him,4.773016452789307
simple,hasn't listened to,502,502_M_his,m,Match,poss,Jeffrey hasn't listened to,his,4.619524955749512
simple,hasn't listened to,502,502_F_him,f,Mismatch,obj,Wendy hasn't listened to,him,4.28839111328125
simple,hasn't listened to,502,502_F_his,f,Mismatch,poss,Wendy hasn't listened to,his,6.664745807647705
simple,stunned,503,503_M_him,m,Match,obj,Bill stunned,him,6.358878135681152
simple,stunned,503,503_M_his,m,Match,poss,Bill stunned,his,5.362699508666992
simple,stunned,503,503_F_him,f,Mismatch,obj,Connie stunned,him,5.375942230224609
simple,stunned,503,503_F_his,f,Mismatch,poss,Connie stunned,his,5.743330478668213
simple,hasn't returned to,504,504_M_him,m,Match,obj,The brother hasn't returned to,him,6.9271159172058105
simple,hasn't returned to,504,504_M_his,m,Match,poss,The brother hasn't returned to,his,3.1030690670013428
simple,hasn't returned to,504,504_F_him,f,Mismatch,obj,Kendra hasn't returned to,him,9.889628410339355
simple,hasn't returned to,504,504_F_his,f,Mismatch,poss,Kendra hasn't returned to,his,3.9821324348449707
simple,heals,505,505_M_him,m,Match,obj,That man heals,him,6.296148777008057
simple,heals,505,505_M_his,m,Match,poss,That man heals,his,5.01314115524292
simple,heals,505,505_F_him,f,Mismatch,obj,Claire heals,him,4.342475891113281
simple,heals,505,505_F_his,f,Mismatch,poss,Claire heals,his,5.096062660217285
simple,did hire,506,506_M_him,m,Match,obj,The boyfriend did hire,him,5.006643295288086
simple,did hire,506,506_M_his,m,Match,poss,The boyfriend did hire,his,5.5716047286987305
simple,did hire,506,506_F_him,f,Mismatch,obj,Karen did hire,him,5.303334712982178
simple,did hire,506,506_F_his,f,Mismatch,poss,Karen did hire,his,6.884374618530273
simple,had shocked,507,507_M_him,m,Match,obj,Omar had shocked,him,5.882593631744385
simple,had shocked,507,507_M_his,m,Match,poss,Omar had shocked,his,4.586014270782471
simple,had shocked,507,507_F_him,f,Mismatch,obj,Dana had shocked,him,4.926280498504639
simple,had shocked,507,507_F_his,f,Mismatch,poss,Dana had shocked,his,5.813314914703369
simple,visits,508,508_M_him,m,Match,obj,This grandson visits,him,5.952188968658447
simple,visits,508,508_M_his,m,Match,poss,This grandson visits,his,3.1287131309509277
simple,visits,508,508_F_him,f,Mismatch,obj,Jacqueline visits,him,5.641689777374268
simple,visits,508,508_F_his,f,Mismatch,poss,Jacqueline visits,his,6.327066898345947
simple,hasn't kissed,509,509_M_him,m,Match,obj,Joseph hasn't kissed,him,5.135643482208252
simple,hasn't kissed,509,509_M_his,m,Match,poss,Joseph hasn't kissed,his,4.716215133666992
simple,hasn't kissed,509,509_F_him,f,Mismatch,obj,Renee hasn't kissed,him,3.6063570976257324
simple,hasn't kissed,509,509_F_his,f,Mismatch,poss,Renee hasn't kissed,his,5.533443450927734
simple,questions,510,510_M_him,m,Match,obj,Craig questions,him,8.270035743713379
simple,questions,510,510_M_his,m,Match,poss,Craig questions,his,5.246696949005127
simple,questions,510,510_F_him,f,Mismatch,obj,This woman questions,him,6.59319543838501
simple,questions,510,510_F_his,f,Mismatch,poss,This woman questions,his,6.255096912384033
simple,had astounded,511,511_M_him,m,Match,obj,Liam had astounded,him,4.406065940856934
simple,had astounded,511,511_M_his,m,Match,poss,Liam had astounded,his,6.886589527130127
simple,had astounded,511,511_F_him,f,Mismatch,obj,That actress had astounded,him,4.43853759765625
simple,had astounded,511,511_F_his,f,Mismatch,poss,That actress had astounded,his,8.491076469421387
simple,was talking to,512,512_M_him,m,Match,obj,Dan was talking to,him,4.773653984069824
simple,was talking to,512,512_M_his,m,Match,poss,Dan was talking to,his,4.6148576736450195
simple,was talking to,512,512_F_him,f,Mismatch,obj,Leslie was talking to,him,4.628839492797852
simple,was talking to,512,512_F_his,f,Mismatch,poss,Leslie was talking to,his,5.598095417022705
simple,won't examine,513,513_M_him,m,Match,obj,Randolf won't examine,him,6.925484657287598
simple,won't examine,513,513_M_his,m,Match,poss,Randolf won't examine,his,4.378149032592773
simple,won't examine,513,513_F_him,f,Mismatch,obj,Heidi won't examine,him,6.099294662475586
simple,won't examine,513,513_F_his,f,Mismatch,poss,Heidi won't examine,his,4.597184181213379
simple,couldn't forgive,514,514_M_him,m,Match,obj,This guy couldn't forgive,him,4.325311183929443
simple,couldn't forgive,514,514_M_his,m,Match,poss,This guy couldn't forgive,his,4.83594274520874
simple,couldn't forgive,514,514_F_him,f,Mismatch,obj,Paula couldn't forgive,him,2.500885009765625
simple,couldn't forgive,514,514_F_his,f,Mismatch,poss,Paula couldn't forgive,his,6.522340297698975
simple,could confuse,515,515_M_him,m,Match,obj,Jeffrey could confuse,him,4.194620132446289
simple,could confuse,515,515_M_his,m,Match,poss,Jeffrey could confuse,his,4.7638421058654785
simple,could confuse,515,515_F_him,f,Mismatch,obj,Emily could confuse,him,3.9669620990753174
simple,could confuse,515,515_F_his,f,Mismatch,poss,Emily could confuse,his,5.7919697761535645
simple,talked to,516,516_M_him,m,Match,obj,Keith talked to,him,5.019793510437012
simple,talked to,516,516_M_his,m,Match,poss,Keith talked to,his,6.145622253417969
simple,talked to,516,516_F_him,f,Mismatch,obj,Kathleen talked to,him,4.460188865661621
simple,talked to,516,516_F_his,f,Mismatch,poss,Kathleen talked to,his,7.506454944610596
simple,can appreciate,517,517_M_him,m,Match,obj,Theodore can appreciate,him,8.719862937927246
simple,can appreciate,517,517_M_his,m,Match,poss,Theodore can appreciate,his,6.318655490875244
simple,can appreciate,517,517_F_him,f,Mismatch,obj,Florence can appreciate,him,7.217188358306885
simple,can appreciate,517,517_F_his,f,Mismatch,poss,Florence can appreciate,his,6.89980411529541
simple,bites,518,518_M_him,m,Match,obj,Todd bites,him,6.3101935386657715
simple,bites,518,518_M_his,m,Match,poss,Todd bites,his,3.8445401191711426
simple,bites,518,518_F_him,f,Mismatch,obj,Julia bites,him,4.926398754119873
simple,bites,518,518_F_his,f,Mismatch,poss,Julia bites,his,5.897238731384277
simple,has talked to,519,519_M_him,m,Match,obj,George has talked to,him,4.748271465301514
simple,has talked to,519,519_M_his,m,Match,poss,George has talked to,his,5.061648368835449
simple,has talked to,519,519_F_him,f,Mismatch,obj,Eva has talked to,him,5.3809099197387695
simple,has talked to,519,519_F_his,f,Mismatch,poss,Eva has talked to,his,5.647287368774414
simple,conceals,520,520_M_him,m,Match,obj,Wayne conceals,him,7.920772552490234
simple,conceals,520,520_M_his,m,Match,poss,Wayne conceals,his,2.1637070178985596
simple,conceals,520,520_F_him,f,Mismatch,obj,This woman conceals,him,8.565098762512207
simple,conceals,520,520_F_his,f,Mismatch,poss,This woman conceals,his,6.124145030975342
simple,was boring,521,521_M_him,m,Match,obj,Omar was boring,him,7.8598551750183105
simple,was boring,521,521_M_his,m,Match,poss,Omar was boring,his,8.465311050415039
simple,was boring,521,521_F_him,f,Mismatch,obj,Sally was boring,him,9.384329795837402
simple,was boring,521,521_F_his,f,Mismatch,poss,Sally was boring,his,11.105113983154297
simple,understood,522,522_M_him,m,Match,obj,Omar understood,him,6.93660306930542
simple,understood,522,522_M_his,m,Match,poss,Omar understood,his,5.207486629486084
simple,understood,522,522_F_him,f,Mismatch,obj,Martha understood,him,6.213610649108887
simple,understood,522,522_F_his,f,Mismatch,poss,Martha understood,his,5.872056007385254
simple,aggravated,523,523_M_him,m,Match,obj,Vincent aggravated,him,18.690706253051758
simple,aggravated,523,523_M_his,m,Match,poss,Vincent aggravated,his,15.597297668457031
simple,aggravated,523,523_F_him,f,Mismatch,obj,Deanna aggravated,him,10.00001335144043
simple,aggravated,523,523_F_his,f,Mismatch,poss,Deanna aggravated,his,5.489467144012451
simple,leaves,524,524_M_him,m,Match,obj,Gary leaves,him,7.230146408081055
simple,leaves,524,524_M_his,m,Match,poss,Gary leaves,his,6.79638671875
simple,leaves,524,524_F_him,f,Mismatch,obj,Katherine leaves,him,7.061354160308838
simple,leaves,524,524_F_his,f,Mismatch,poss,Katherine leaves,his,6.559451103210449
simple,had aggravated,525,525_M_him,m,Match,obj,Brad had aggravated,him,6.669261932373047
simple,had aggravated,525,525_M_his,m,Match,poss,Brad had aggravated,his,1.9304105043411255
simple,had aggravated,525,525_F_him,f,Mismatch,obj,This lady had aggravated,him,4.227328777313232
simple,had aggravated,525,525_F_his,f,Mismatch,poss,This lady had aggravated,his,4.667516231536865
simple,was underwhelming,526,526_M_him,m,Match,obj,Curtis was underwhelming,him,14.501239776611328
simple,was underwhelming,526,526_M_his,m,Match,poss,Curtis was underwhelming,his,9.51898193359375
simple,was underwhelming,526,526_F_him,f,Mismatch,obj,Sandra was underwhelming,him,15.047137260437012
simple,was underwhelming,526,526_F_his,f,Mismatch,poss,Sandra was underwhelming,his,12.845969200134277
simple,had noticed,527,527_M_him,m,Match,obj,Liam had noticed,him,6.340248107910156
simple,had noticed,527,527_M_his,m,Match,poss,Liam had noticed,his,6.246976852416992
simple,had noticed,527,527_F_him,f,Mismatch,obj,Heidi had noticed,him,6.316181182861328
simple,had noticed,527,527_F_his,f,Mismatch,poss,Heidi had noticed,his,5.810271263122559
simple,fled from,528,528_M_him,m,Match,obj,Omar fled from,him,7.702211856842041
simple,fled from,528,528_M_his,m,Match,poss,Omar fled from,his,3.5395493507385254
simple,fled from,528,528_F_him,f,Mismatch,obj,Mary fled from,him,6.589491844177246
simple,fled from,528,528_F_his,f,Mismatch,poss,Mary fled from,his,5.126912593841553
simple,has hired,529,529_M_him,m,Match,obj,Carl has hired,him,7.073237895965576
simple,has hired,529,529_M_his,m,Match,poss,Carl has hired,his,5.748239994049072
simple,has hired,529,529_F_him,f,Mismatch,obj,Kathleen has hired,him,8.11720085144043
simple,has hired,529,529_F_his,f,Mismatch,poss,Kathleen has hired,his,9.182624816894531
simple,insults,530,530_M_him,m,Match,obj,Theodore insults,him,4.169741153717041
simple,insults,530,530_M_his,m,Match,poss,Theodore insults,his,4.313887119293213
simple,insults,530,530_F_him,f,Mismatch,obj,Ruth insults,him,6.107943058013916
simple,insults,530,530_F_his,f,Mismatch,poss,Ruth insults,his,6.350083827972412
simple,couldn't think about,531,531_M_him,m,Match,obj,That boyfriend couldn't think about,him,7.983792304992676
simple,couldn't think about,531,531_M_his,m,Match,poss,That boyfriend couldn't think about,his,4.629266262054443
simple,couldn't think about,531,531_F_him,f,Mismatch,obj,Julie couldn't think about,him,6.556577205657959
simple,couldn't think about,531,531_F_his,f,Mismatch,poss,Julie couldn't think about,his,6.9874749183654785
simple,had met,532,532_M_him,m,Match,obj,Brian had met,him,4.693696022033691
simple,had met,532,532_M_his,m,Match,poss,Brian had met,his,4.862453937530518
simple,had met,532,532_F_him,f,Mismatch,obj,Carolyn had met,him,4.072919845581055
simple,had met,532,532_F_his,f,Mismatch,poss,Carolyn had met,his,6.480060577392578
simple,had hated,533,533_M_him,m,Match,obj,This guy had hated,him,5.031470775604248
simple,had hated,533,533_M_his,m,Match,poss,This guy had hated,his,5.065779209136963
simple,had hated,533,533_F_him,f,Mismatch,obj,Cynthia had hated,him,3.2702322006225586
simple,had hated,533,533_F_his,f,Mismatch,poss,Cynthia had hated,his,6.252251625061035
simple,has researched,534,534_M_him,m,Match,obj,Jerry has researched,him,10.530574798583984
simple,has researched,534,534_M_his,m,Match,poss,Jerry has researched,his,7.337916374206543
simple,has researched,534,534_F_him,f,Mismatch,obj,Christine has researched,him,10.578863143920898
simple,has researched,534,534_F_his,f,Mismatch,poss,Christine has researched,his,9.187493324279785
simple,might respect,535,535_M_him,m,Match,obj,That husband might respect,him,5.568114280700684
simple,might respect,535,535_M_his,m,Match,poss,That husband might respect,his,2.6581790447235107
simple,might respect,535,535_F_him,f,Mismatch,obj,That granddaughter might respect,him,3.7733523845672607
simple,might respect,535,535_F_his,f,Mismatch,poss,That granddaughter might respect,his,5.516513824462891
simple,is concealing,536,536_M_him,m,Match,obj,Alan is concealing,him,8.563096046447754
simple,is concealing,536,536_M_his,m,Match,poss,Alan is concealing,his,2.3896613121032715
simple,is concealing,536,536_F_him,f,Mismatch,obj,Heather is concealing,him,8.441987991333008
simple,is concealing,536,536_F_his,f,Mismatch,poss,Heather is concealing,his,5.71273136138916
simple,remembered,537,537_M_him,m,Match,obj,George remembered,him,5.617494583129883
simple,remembered,537,537_M_his,m,Match,poss,George remembered,his,4.186302185058594
simple,remembered,537,537_F_him,f,Mismatch,obj,Naomi remembered,him,6.1505560874938965
simple,remembered,537,537_F_his,f,Mismatch,poss,Naomi remembered,his,5.533895492553711
simple,is criticizing,538,538_M_him,m,Match,obj,Adam is criticizing,him,6.85347843170166
simple,is criticizing,538,538_M_his,m,Match,poss,Adam is criticizing,his,5.6945414543151855
simple,is criticizing,538,538_F_him,f,Mismatch,obj,Jane is criticizing,him,5.716413497924805
simple,is criticizing,538,538_F_his,f,Mismatch,poss,Jane is criticizing,his,7.180131912231445
simple,would escape from,539,539_M_him,m,Match,obj,The man would escape from,him,5.640969753265381
simple,would escape from,539,539_M_his,m,Match,poss,The man would escape from,his,3.1936490535736084
simple,would escape from,539,539_F_him,f,Mismatch,obj,Patricia would escape from,him,6.261748790740967
simple,would escape from,539,539_F_his,f,Mismatch,poss,Patricia would escape from,his,5.977517604827881
simple,notices,540,540_M_him,m,Match,obj,Theodore notices,him,6.327079772949219
simple,notices,540,540_M_his,m,Match,poss,Theodore notices,his,5.352871417999268
simple,notices,540,540_F_him,f,Mismatch,obj,Melissa notices,him,5.559859752655029
simple,notices,540,540_F_his,f,Mismatch,poss,Melissa notices,his,6.5648884773254395
simple,can heal,541,541_M_him,m,Match,obj,Joel can heal,him,5.490170955657959
simple,can heal,541,541_M_his,m,Match,poss,Joel can heal,his,4.553881645202637
simple,can heal,541,541_F_him,f,Mismatch,obj,The dancer can heal,him,6.692554950714111
simple,can heal,541,541_F_his,f,Mismatch,poss,The dancer can heal,his,6.078799724578857
simple,should distract,542,542_M_him,m,Match,obj,Rodney should distract,him,4.988829135894775
simple,should distract,542,542_M_his,m,Match,poss,Rodney should distract,his,5.46104621887207
simple,should distract,542,542_F_him,f,Mismatch,obj,Laurie should distract,him,3.424501895904541
simple,should distract,542,542_F_his,f,Mismatch,poss,Laurie should distract,his,7.323604583740234
simple,remembers,543,543_M_him,m,Match,obj,Martin remembers,him,6.310461521148682
simple,remembers,543,543_M_his,m,Match,poss,Martin remembers,his,4.536084175109863
simple,remembers,543,543_F_him,f,Mismatch,obj,Janet remembers,him,6.37544584274292
simple,remembers,543,543_F_his,f,Mismatch,poss,Janet remembers,his,5.6733927726745605
simple,should lose,544,544_M_him,m,Match,obj,Joseph should lose,him,8.710692405700684
simple,should lose,544,544_M_his,m,Match,poss,Joseph should lose,his,1.7303540706634521
simple,should lose,544,544_F_him,f,Mismatch,obj,Laura should lose,him,8.505491256713867
simple,should lose,544,544_F_his,f,Mismatch,poss,Laura should lose,his,5.17108678817749
simple,hasn't chosen,545,545_M_him,m,Match,obj,Gerald hasn't chosen,him,9.839261054992676
simple,hasn't chosen,545,545_M_his,m,Match,poss,Gerald hasn't chosen,his,3.591904640197754
simple,hasn't chosen,545,545_F_him,f,Mismatch,obj,Wendy hasn't chosen,him,7.5600104331970215
simple,hasn't chosen,545,545_F_his,f,Mismatch,poss,Wendy hasn't chosen,his,8.205728530883789
simple,found,546,546_M_him,m,Match,obj,Alan found,him,6.003322601318359
simple,found,546,546_M_his,m,Match,poss,Alan found,his,5.21321439743042
simple,found,546,546_F_him,f,Mismatch,obj,That dancer found,him,5.099785327911377
simple,found,546,546_F_his,f,Mismatch,poss,That dancer found,his,5.879007339477539
simple,hasn't talked about,547,547_M_him,m,Match,obj,This ex-boyfriend hasn't talked about,him,6.792751789093018
simple,hasn't talked about,547,547_M_his,m,Match,poss,This ex-boyfriend hasn't talked about,his,3.495098829269409
simple,hasn't talked about,547,547_F_him,f,Mismatch,obj,Renee hasn't talked about,him,5.69136905670166
simple,hasn't talked about,547,547_F_his,f,Mismatch,poss,Renee hasn't talked about,his,3.920757293701172
simple,has scared,548,548_M_him,m,Match,obj,Guy has scared,him,5.68525505065918
simple,has scared,548,548_M_his,m,Match,poss,Guy has scared,his,6.672154903411865
simple,has scared,548,548_F_him,f,Mismatch,obj,Tara has scared,him,5.391997337341309
simple,has scared,548,548_F_his,f,Mismatch,poss,Tara has scared,his,7.472607612609863
simple,worries,549,549_M_him,m,Match,obj,That father worries,him,10.194747924804688
simple,worries,549,549_M_his,m,Match,poss,That father worries,his,6.990631580352783
simple,worries,549,549_F_him,f,Mismatch,obj,That daughter worries,him,9.148946762084961
simple,worries,549,549_F_his,f,Mismatch,poss,That daughter worries,his,10.126072883605957
simple,disliked,550,550_M_him,m,Match,obj,Craig disliked,him,5.632476329803467
simple,disliked,550,550_M_his,m,Match,poss,Craig disliked,his,4.729361534118652
simple,disliked,550,550_F_him,f,Mismatch,obj,Connie disliked,him,4.6689133644104
simple,disliked,550,550_F_his,f,Mismatch,poss,Connie disliked,his,5.4468584060668945
simple,chooses,551,551_M_him,m,Match,obj,Phillip chooses,him,8.856268882751465
simple,chooses,551,551_M_his,m,Match,poss,Phillip chooses,his,5.228960037231445
simple,chooses,551,551_F_him,f,Mismatch,obj,Leslie chooses,him,7.967020511627197
simple,chooses,551,551_F_his,f,Mismatch,poss,Leslie chooses,his,6.28268575668335
simple,found,552,552_M_him,m,Match,obj,Vincent found,him,6.953182697296143
simple,found,552,552_M_his,m,Match,poss,Vincent found,his,6.341706275939941
simple,found,552,552_F_him,f,Mismatch,obj,Tara found,him,5.026020526885986
simple,found,552,552_F_his,f,Mismatch,poss,Tara found,his,6.3761701583862305
simple,will complain about,553,553_M_him,m,Match,obj,Robert will complain about,him,7.371071815490723
simple,will complain about,553,553_M_his,m,Match,poss,Robert will complain about,his,4.698433876037598
