item,exp,pronoun,cond,contrast,sent,target,/data/gpt2-large_surp
16,1,she,m,Mismatch,"When she was near,",Ronald,16.61288070678711
16,1,she,f,Match,"When she was near,",Laurie,16.552993774414062
16,1,he,f,Mismatch,"When he was near,",Heidi,17.53093910217285
17,1,he,m,Match,"When he was in court, the",husband,11.125042915344238
17,1,she,m,Mismatch,"When she was in court,",George,13.390430450439453
17,1,she,f,Match,"When she was in court,",Veronica,16.12138557434082
17,1,he,f,Mismatch,"When he was in court,",Gina,18.225248336791992
18,1,he,m,Match,"When he was poorly, the",boyfriend,14.806145668029785
18,1,she,m,Mismatch,"When she was poorly,",Gary,16.4193172454834
18,1,she,f,Match,"When she was poorly,",Samantha,17.43212127685547
18,1,he,f,Mismatch,"When he was poorly,",Florence,20.663089752197266
19,1,he,m,Match,"When he arrived,",George,11.116148948669434
19,1,she,m,Mismatch,"When she arrived,",Stephen,13.848454475402832
19,1,she,f,Match,"When she arrived,",Carolyn,15.318571090698242
19,1,he,f,Mismatch,"When he arrived,",Tiffany,16.219379425048828
20,1,he,m,Match,"When he was appointed,",William,11.425445556640625
20,1,she,m,Mismatch,"When she was appointed, the",grandson,15.415132522583008
20,1,she,f,Match,"When she was appointed,",Victoria,13.767499923706055
20,1,he,f,Mismatch,"When he was appointed,",Ellen,16.841636657714844
21,1,he,m,Match,"When he was fired,",Bill,12.201723098754883
21,1,she,m,Mismatch,"When she was fired,",Adam,14.033773422241211
21,1,she,f,Match,"When she was fired,",Martha,15.478204727172852
21,1,he,f,Mismatch,"When he was fired,",Susan,15.749424934387207
22,1,he,m,Match,"When he was close,",Paul,12.370159149169922
22,1,she,m,Mismatch,"When she was close,",Todd,15.27618408203125
22,1,she,f,Match,"When she was close,",Ruth,14.897409439086914
22,1,he,f,Mismatch,"When he was close,",Jessica,15.947113037109375
23,1,he,m,Match,"When he was retired,",Omar,15.534072875976562
23,1,she,m,Mismatch,"When she was retired,",Theodore,16.62648582458496
23,1,she,f,Match,"When she was retired,",Florence,16.41284942626953
23,1,he,f,Mismatch,"When he was retired,",Katherine,17.321340560913086
24,1,he,m,Match,"When he was abroad,",Kenneth,16.203828811645508
24,1,she,m,Mismatch,"When she was abroad,",Curtis,18.636451721191406
24,1,she,f,Match,"When she was abroad,",Diana,14.443174362182617
24,1,he,f,Mismatch,"When he was abroad,",Caroline,17.188573837280273
25,1,he,m,Match,"When he was discovered,",Paul,11.858870506286621
25,1,she,m,Mismatch,"When she was discovered, the",brother,12.704578399658203
25,1,she,f,Match,"When she was discovered,",Heidi,16.101533889770508
25,1,he,f,Mismatch,"When he was discovered,",Carolyn,17.136919021606445
26,1,he,m,Match,"When he was busy, the",brother,11.928475379943848
26,1,she,m,Mismatch,"When she was busy,",Roger,16.784717559814453
26,1,she,f,Match,"When she was busy,",Ruth,15.129387855529785
26,1,he,f,Mismatch,"When he was busy,",Patricia,16.414920806884766
27,1,he,m,Match,"When he was twenty-one,",Derek,15.930882453918457
27,1,she,m,Mismatch,"When she was twenty-one,",Gary,15.466239929199219
27,1,she,f,Match,"When she was twenty-one,",Caroline,14.277456283569336
27,1,he,f,Mismatch,"When he was twenty-one,",Julia,15.6351957321167
28,1,he,m,Match,"When he was annoyed,",Bill,13.410871505737305
28,1,she,m,Mismatch,"When she was annoyed,",Omar,18.325071334838867
28,1,she,f,Match,"When she was annoyed,",Laurie,18.065149307250977
28,1,he,f,Mismatch,"When he was annoyed,",Laurie,18.55099868774414
29,1,he,m,Match,"When he was in church,",Derek,17.361000061035156
29,1,she,m,Mismatch,"When she was in church,",Douglas,18.48700523376465
29,1,she,f,Match,"When she was in church,",Sonia,16.76551055908203
29,1,he,f,Mismatch,"When he was in church,",Valerie,18.49945068359375
30,1,he,m,Match,"When he was banished,",Alan,16.26651382446289
30,1,she,m,Mismatch,"When she was banished,",Derek,17.540599822998047
30,1,she,f,Match,"When she was banished,",Erin,15.71149730682373
30,1,he,f,Mismatch,"When he was banished,",Sonia,18.616687774658203
31,1,he,m,Match,"When he was angry,",Daniel,13.988834381103516
31,1,she,m,Mismatch,"When she was angry,",Todd,14.983479499816895
31,1,she,f,Match,"When she was angry,",Erin,15.506421089172363
31,1,he,f,Mismatch,"When he was angry,",Julia,16.478532791137695
32,1,he,m,Match,"When he was distraught,",Paul,13.37708568572998
32,1,she,m,Mismatch,"When she was distraught, the",boy,7.06513786315918
32,1,she,f,Match,"When she was distraught,",Heidi,17.28494644165039
32,1,he,f,Mismatch,"When he was distraught,",Barbara,16.25819969177246
1,1,he,m,Match,"When he was off work,",Joel,15.2550630569458
1,1,she,m,Mismatch,"When she was off work,",Alan,15.964564323425293
1,1,she,f,Match,"When she was off work,",Rebecca,15.061457633972168
1,1,he,f,Mismatch,"When he was off work,",Stacy,18.671600341796875
2,1,he,m,Match,"When he arrived,",Raymond,15.082198143005371
2,1,she,m,Mismatch,"When she arrived,",Mitchell,13.88162612915039
2,1,she,f,Match,"When she arrived,",Samantha,14.0635986328125
2,1,he,f,Mismatch,"When he arrived,",Lisa,14.84360408782959
3,1,he,m,Match,"When he was fed up, the",boy,6.729567050933838
3,1,she,m,Mismatch,"When she was fed up,",Daniel,14.894744873046875
3,1,she,f,Match,"When she was fed up,",Lisa,13.90312385559082
3,1,he,f,Mismatch,"When he was fed up,",Jessica,16.530834197998047
4,1,he,m,Match,"When he was talking,",Carlos,15.077532768249512
4,1,she,m,Mismatch,"When she was talking,",Peter,14.40530776977539
4,1,she,f,Match,"When she was talking,",Diana,15.45394229888916
4,1,he,f,Mismatch,"When he was talking, the",lady,9.780582427978516
5,1,he,m,Match,"When he was nearby,",Stephen,14.494791030883789
5,1,she,m,Mismatch,"When she was nearby,",Peter,13.793960571289062
5,1,she,f,Match,"When she was nearby, the",daughter,10.692556381225586
5,1,he,f,Mismatch,"When he was nearby,",Katherine,17.30206871032715
6,1,he,m,Match,"When he was lost,",Walter,14.256735801696777
6,1,she,m,Mismatch,"When she was lost, the",boyfriend,14.253756523132324
6,1,she,f,Match,"When she was lost,",Jessica,14.061263084411621
6,1,he,f,Mismatch,"When he was lost,",Paula,17.245750427246094
7,1,he,m,Match,"When he was bad-tempered,",Daniel,15.33529281616211
7,1,she,m,Mismatch,"When she was bad-tempered,",James,14.6864652633667
7,1,she,f,Match,"When she was bad-tempered,",Sarah,14.94873046875
7,1,he,f,Mismatch,"When he was bad-tempered, the",actress,12.870007514953613
8,1,he,m,Match,"When he was jealous,",Alan,17.82140350341797
8,1,she,m,Mismatch,"When she was jealous,",Matt,14.583113670349121
8,1,she,f,Match,"When she was jealous,",Amy,14.581597328186035
8,1,he,f,Mismatch,"When he was jealous,",Rachel,14.274422645568848
9,1,he,m,Match,"When he was in residence,",Craig,15.103676795959473
9,1,she,m,Mismatch,"When she was in residence,",Stephen,14.59291934967041
9,1,she,f,Match,"When she was in residence,",Heidi,16.14857292175293
9,1,he,f,Mismatch,"When he was in residence, the",grandmother,14.588709831237793
10,1,he,m,Match,"When he was introduced,",Martin,10.873957633972168
10,1,she,m,Mismatch,"When she was introduced,",Curtis,15.899977684020996
10,1,she,f,Match,"When she was introduced,",Heather,14.184393882751465
10,1,he,f,Mismatch,"When he was introduced,",Lisa,14.475300788879395
11,1,he,m,Match,"When he arrived,",Mitchell,13.58631706237793
11,1,she,m,Mismatch,"When she arrived,",Peter,12.478377342224121
11,1,she,f,Match,"When she arrived,",Eva,14.370070457458496
11,1,he,f,Mismatch,"When he arrived,",Valerie,16.671180725097656
12,1,he,m,Match,"When he felt sad,",Bill,14.418478965759277
12,1,she,m,Mismatch,"When she felt sad,",Derek,17.1160831451416
12,1,she,f,Match,"When she felt sad,",Jennifer,15.685866355895996
12,1,he,f,Mismatch,"When he felt sad,",Veronica,17.678726196289062
13,1,he,m,Match,"When he was present,",Bill,12.934141159057617
13,1,she,m,Mismatch,"When she was present,",Michael,12.971311569213867
13,1,she,f,Match,"When she was present,",Laurie,16.87465476989746
13,1,he,f,Mismatch,"When he was present,",Ruth,15.738144874572754
14,1,he,m,Match,"When he was depressed,",Stephen,13.970928192138672
14,1,she,m,Mismatch,"When she was depressed,",Curtis,19.502851486206055
14,1,she,f,Match,"When she was depressed, the",actress,11.720088958740234
14,1,he,f,Mismatch,"When he was depressed,",Cindy,18.593400955200195
15,1,he,m,Match,"When he was around,",Lawrence,16.339740753173828
15,1,she,m,Mismatch,"When she was around,",Adam,14.660945892333984
15,1,she,f,Match,"When she was around,",Donna,14.465628623962402
15,1,he,f,Mismatch,"When he was around,",Tara,17.379793167114258
16,1,he,m,Match,"When he was near,",Craig,17.72027015686035
16,1,she,m,Mismatch,"When she was near,",Frank,14.779845237731934
16,1,she,f,Match,"When she was near, the",actress,13.089844703674316
16,1,he,f,Mismatch,"When he was near,",Donna,16.1746883392334
17,1,he,m,Match,"When he was in court,",Gerald,15.198623657226562
17,1,she,m,Mismatch,"When she was in court,",Daniel,14.034513473510742
17,1,she,f,Match,"When she was in court,",Tara,16.86161994934082
17,1,he,f,Mismatch,"When he was in court,",Monica,16.973642349243164
18,1,he,m,Match,"When he was poorly,",Matt,14.375617980957031
18,1,she,m,Mismatch,"When she was poorly,",Peter,15.305899620056152
18,1,she,f,Match,"When she was poorly,",Stacy,18.47294807434082
18,1,he,f,Mismatch,"When he was poorly,",Sonia,18.60927963256836
19,1,he,m,Match,"When he arrived, the",brother,12.624534606933594
19,1,she,m,Mismatch,"When she arrived,",Martin,13.117825508117676
19,1,she,f,Match,"When she arrived,",Allison,13.939641952514648
19,1,he,f,Mismatch,"When he arrived,",Leslie,15.511943817138672
20,1,he,m,Match,"When he was appointed,",Gary,14.449390411376953
20,1,she,m,Mismatch,"When she was appointed,",Curtis,16.93000602722168
20,1,she,f,Match,"When she was appointed,",Katherine,14.937389373779297
20,1,he,f,Mismatch,"When he was appointed,",Paula,16.977157592773438
21,1,he,m,Match,"When he was fired, the",brother,12.953535079956055
21,1,she,m,Mismatch,"When she was fired,",Gary,14.982324600219727
21,1,she,f,Match,"When she was fired,",Samantha,16.346588134765625
21,1,he,f,Mismatch,"When he was fired,",Rebecca,17.543100357055664
22,1,he,m,Match,"When he was close, the",husband,11.421350479125977
22,1,she,m,Mismatch,"When she was close,",William,14.484879493713379
22,1,she,f,Match,"When she was close,",Barbara,15.008859634399414
22,1,he,f,Mismatch,"When he was close,",Sandra,16.403657913208008
23,1,he,m,Match,"When he was retired,",Curtis,15.910882949829102
23,1,she,m,Mismatch,"When she was retired,",Daniel,14.510724067687988
23,1,she,f,Match,"When she was retired,",Tara,17.107694625854492
23,1,he,f,Mismatch,"When he was retired,",Donna,17.025043487548828
24,1,he,m,Match,"When he was abroad,",Roger,14.69968318939209
24,1,she,m,Mismatch,"When she was abroad,",George,12.898776054382324
24,1,she,f,Match,"When she was abroad,",April,14.716464042663574
24,1,he,f,Mismatch,"When he was abroad,",Katherine,17.232799530029297
25,1,he,m,Match,"When he was discovered, the",man,5.920385837554932
25,1,she,m,Mismatch,"When she was discovered,",Peter,12.980798721313477
25,1,she,f,Match,"When she was discovered,",Heather,14.827953338623047
25,1,he,f,Mismatch,"When he was discovered,",Jessica,15.065464973449707
26,1,he,m,Match,"When he was busy,",Raymond,15.87640380859375
26,1,she,m,Mismatch,"When she was busy,",Stephen,15.08409309387207
26,1,she,f,Match,"When she was busy,",Allison,16.024646759033203
26,1,he,f,Mismatch,"When he was busy,",Barbara,15.907753944396973
27,1,he,m,Match,"When he was twenty-one,",Lawrence,14.494891166687012
27,1,she,m,Mismatch,"When she was twenty-one, the",husband,8.617226600646973
27,1,she,f,Match,"When she was twenty-one,",Jessica,12.793120384216309
27,1,he,f,Mismatch,"When he was twenty-one,",Pamela,16.88249969482422
28,1,he,m,Match,"When he was annoyed,",Michael,12.943065643310547
28,1,she,m,Mismatch,"When she was annoyed,",Peter,14.442329406738281
28,1,she,f,Match,"When she was annoyed,",Andrea,15.63772964477539
28,1,he,f,Mismatch,"When he was annoyed,",Nina,18.155853271484375
29,1,he,m,Match,"When he was in church,",Gerald,16.95627784729004
29,1,she,m,Mismatch,"When she was in church,",Frank,15.003637313842773
29,1,she,f,Match,"When she was in church,",Martha,14.371540069580078
29,1,he,f,Mismatch,"When he was in church, the",grandmother,13.773109436035156
30,1,he,m,Match,"When he was banished, the",boyfriend,17.163789749145508
30,1,she,m,Mismatch,"When she was banished,",Roger,14.793475151062012
30,1,she,f,Match,"When she was banished,",Elaine,14.764374732971191
30,1,he,f,Mismatch,"When he was banished,",Erin,18.440553665161133
31,1,he,m,Match,"When he was angry,",Roger,15.260231971740723
31,1,she,m,Mismatch,"When she was angry,",Walter,17.644119262695312
31,1,she,f,Match,"When she was angry,",Allison,16.623743057250977
31,1,he,f,Mismatch,"When he was angry,",Ellen,17.68132209777832
32,1,he,m,Match,"When he was distraught,",Curtis,18.057044982910156
32,1,she,m,Mismatch,"When she was distraught,",Raymond,16.94281768798828
32,1,she,f,Match,"When she was distraught,",Allison,16.46950912475586
32,1,he,f,Mismatch,"When he was distraught,",Heidi,18.036426544189453
1,1,he,m,Match,"When he was off work,",Gary,14.247769355773926
1,1,she,m,Mismatch,"When she was off work, the",boyfriend,10.533509254455566
1,1,she,f,Match,"When she was off work,",Jennifer,13.860221862792969
1,1,he,f,Mismatch,"When he was off work,",Andrea,16.339380264282227
2,1,he,m,Match,"When he arrived,",Martin,12.270467758178711
2,1,she,m,Mismatch,"When she arrived, the",man,5.914157390594482
2,1,she,f,Match,"When she arrived,",Katherine,14.718816757202148
2,1,he,f,Mismatch,"When he arrived,",Jennifer,14.49802303314209
3,1,he,m,Match,"When he was fed up,",Martin,13.197977066040039
3,1,she,m,Mismatch,"When she was fed up,",Lawrence,16.68108367919922
3,1,she,f,Match,"When she was fed up,",Theresa,14.492485046386719
3,1,he,f,Mismatch,"When he was fed up,",Martha,16.157825469970703
4,1,he,m,Match,"When he was talking,",Vincent,15.995951652526855
4,1,she,m,Mismatch,"When she was talking,",Michael,13.11347484588623
4,1,she,f,Match,"When she was talking,",Cindy,16.010953903198242
4,1,he,f,Mismatch,"When he was talking,",Valerie,17.45195770263672
5,1,he,m,Match,"When he was nearby,",Martin,13.653709411621094
5,1,she,m,Mismatch,"When she was nearby,",Martin,14.696548461914062
5,1,she,f,Match,"When she was nearby,",Martha,14.475801467895508
5,1,he,f,Mismatch,"When he was nearby,",Eva,16.65631675720215
6,1,he,m,Match,"When he was lost,",James,12.253466606140137
6,1,she,m,Mismatch,"When she was lost,",Peter,12.995479583740234
6,1,she,f,Match,"When she was lost,",Patricia,15.605988502502441
6,1,he,f,Mismatch,"When he was lost,",Sara,16.10181999206543
7,1,he,m,Match,"When he was bad-tempered,",Gerald,18.45244598388672
7,1,she,m,Mismatch,"When she was bad-tempered,",Carl,17.02521324157715
7,1,she,f,Match,"When she was bad-tempered,",Sara,17.952714920043945
7,1,he,f,Mismatch,"When he was bad-tempered,",Elaine,16.69523811340332
8,1,he,m,Match,"When he was jealous,",Roger,14.950057029724121
8,1,she,m,Mismatch,"When she was jealous,",Carl,15.29199504852295
8,1,she,f,Match,"When she was jealous, the",daughter,10.210099220275879
8,1,he,f,Mismatch,"When he was jealous,",Ruth,15.55844783782959
9,1,he,m,Match,"When he was in residence,",Vincent,15.16507625579834
9,1,she,m,Mismatch,"When she was in residence, the",grandfather,14.33401107788086
9,1,she,f,Match,"When she was in residence, the",niece,14.996052742004395
9,1,he,f,Mismatch,"When he was in residence,",Heidi,18.564533233642578
10,1,he,m,Match,"When he was introduced,",Michael,10.818496704101562
10,1,she,m,Mismatch,"When she was introduced, the",boyfriend,13.338773727416992
10,1,she,f,Match,"When she was introduced,",Sara,13.251410484313965
10,1,he,f,Mismatch,"When he was introduced,",Margaret,13.946586608886719
11,1,he,m,Match,"When he arrived,",Jerry,14.1748046875
11,1,she,m,Mismatch,"When she arrived,",Michael,12.206775665283203
11,1,she,f,Match,"When she arrived, the",daughter,11.041027069091797
11,1,he,f,Mismatch,"When he arrived,",Carolyn,16.885759353637695
12,1,he,m,Match,"When he felt sad,",Gerald,17.819805145263672
12,1,she,m,Mismatch,"When she felt sad,",Peter,14.070236206054688
12,1,she,f,Match,"When she felt sad,",Diane,15.71915054321289
12,1,he,f,Mismatch,"When he felt sad,",Barbara,16.97828483581543
13,1,he,m,Match,"When he was present,",Michael,12.172913551330566
13,1,she,m,Mismatch,"When she was present,",James,12.624281883239746
13,1,she,f,Match,"When she was present,",Rebecca,14.162349700927734
13,1,he,f,Mismatch,"When he was present,",Monica,17.630477905273438
14,1,he,m,Match,"When he was depressed,",Gregory,17.004018783569336
14,1,she,m,Mismatch,"When she was depressed,",Derek,16.950424194335938
14,1,she,f,Match,"When she was depressed,",Heidi,16.755857467651367
14,1,he,f,Mismatch,"When he was depressed,",Heather,16.664108276367188
15,1,he,m,Match,"When he was around,",Matt,13.666061401367188
15,1,she,m,Mismatch,"When she was around,",Paul,13.628827095031738
15,1,she,f,Match,"When she was around, the",niece,16.159189224243164
15,1,he,f,Mismatch,"When he was around,",Ruth,15.856461524963379
16,1,he,m,Match,"When he was near, the",grandfather,14.018905639648438
16,1,she,m,Mismatch,"When she was near,",Theodore,16.700151443481445
16,1,she,f,Match,"When she was near,",Margaret,15.292308807373047
16,1,he,f,Mismatch,"When he was near,",Theresa,16.254301071166992
17,1,he,m,Match,"When he was in court,",Walter,15.359819412231445
17,1,she,m,Mismatch,"When she was in court,",Patrick,15.352164268493652
17,1,she,f,Match,"When she was in court,",Gina,16.152494430541992
17,1,he,f,Mismatch,"When he was in court,",Lisa,15.222006797790527
18,1,he,m,Match,"When he was poorly,",Scott,14.542771339416504
18,1,she,m,Mismatch,"When she was poorly,",Craig,18.368988037109375
18,1,she,f,Match,"When she was poorly,",Lisa,14.564678192138672
18,1,he,f,Mismatch,"When he was poorly,",Patricia,16.748750686645508
19,1,he,m,Match,"When he arrived,",Lawrence,14.537686347961426
19,1,she,m,Mismatch,"When she arrived,",Matt,12.961124420166016
19,1,she,f,Match,"When she arrived,",Melissa,13.391990661621094
19,1,he,f,Mismatch,"When he arrived,",Emily,15.317066192626953
20,1,he,m,Match,"When he was appointed,",Peter,11.542859077453613
20,1,she,m,Mismatch,"When she was appointed, the",boyfriend,14.888837814331055
20,1,she,f,Match,"When she was appointed,",Nina,15.489642143249512
20,1,he,f,Mismatch,"When he was appointed,",Stacy,20.057388305664062
21,1,he,m,Match,"When he was fired, the",boyfriend,14.292654991149902
21,1,she,m,Mismatch,"When she was fired,",Raymond,16.07583236694336
21,1,she,f,Match,"When she was fired,",Theresa,15.635811805725098
21,1,he,f,Mismatch,"When he was fired,",Eva,18.682762145996094
22,1,he,m,Match,"When he was close,",Stephen,13.367927551269531
22,1,she,m,Mismatch,"When she was close, the",brother,12.256072044372559
22,1,she,f,Match,"When she was close,",Heidi,15.251047134399414
22,1,he,f,Mismatch,"When he was close,",Melissa,16.61214256286621
23,1,he,m,Match,"When he was retired, the",grandfather,12.88437271118164
23,1,she,m,Mismatch,"When she was retired, the",boyfriend,13.309544563293457
23,1,she,f,Match,"When she was retired,",Stacy,16.923492431640625
23,1,he,f,Mismatch,"When he was retired, the",daughter,11.195074081420898
24,1,he,m,Match,"When he was abroad,",Raymond,16.248394012451172
24,1,she,m,Mismatch,"When she was abroad,",Lawrence,16.205049514770508
24,1,she,f,Match,"When she was abroad,",Holly,15.650558471679688
24,1,he,f,Mismatch,"When he was abroad, the",niece,15.929291725158691
25,1,he,m,Match,"When he was discovered,",Patrick,13.815701484680176
25,1,she,m,Mismatch,"When she was discovered,",Gregory,14.905452728271484
25,1,she,f,Match,"When she was discovered,",Margaret,13.471597671508789
25,1,he,f,Mismatch,"When he was discovered,",Theresa,15.766412734985352
26,1,he,m,Match,"When he was busy,",Robert,13.22210693359375
26,1,she,m,Mismatch,"When she was busy,",Craig,17.364559173583984
26,1,she,f,Match,"When she was busy,",Diane,15.246376991271973
26,1,he,f,Mismatch,"When he was busy,",Stacy,19.206098556518555
27,1,he,m,Match,"When he was twenty-one,",James,10.497687339782715
27,1,she,m,Mismatch,"When she was twenty-one,",Stephen,14.471683502197266
27,1,she,f,Match,"When she was twenty-one,",Eva,14.465910911560059
27,1,he,f,Mismatch,"When he was twenty-one,",Wendy,18.672304153442383
28,1,he,m,Match,"When he was annoyed, the",grandfather,13.963873863220215
28,1,she,m,Mismatch,"When she was annoyed,",Walter,17.238182067871094
28,1,she,f,Match,"When she was annoyed,",Nina,17.15558624267578
28,1,he,f,Mismatch,"When he was annoyed,",Theresa,16.64977264404297
29,1,he,m,Match,"When he was in church,",Matt,13.314927101135254
29,1,she,m,Mismatch,"When she was in church,",Lawrence,18.95669174194336
29,1,she,f,Match,"When she was in church,",Amy,14.250685691833496
29,1,he,f,Mismatch,"When he was in church,",Carmen,18.946943283081055
30,1,he,m,Match,"When he was banished,",Matt,13.318253517150879
30,1,she,m,Mismatch,"When she was banished,",Patrick,15.41686725616455
30,1,she,f,Match,"When she was banished,",Paula,15.026876449584961
30,1,he,f,Mismatch,"When he was banished,",Rebecca,16.91016960144043
31,1,he,m,Match,"When he was angry,",Peter,13.81415843963623
31,1,she,m,Mismatch,"When she was angry,",Craig,19.70452308654785
31,1,she,f,Match,"When she was angry,",Eva,17.85179328918457
31,1,he,f,Mismatch,"When he was angry,",Amy,15.75092601776123
32,1,he,m,Match,"When he was distraught,",Alan,16.248048782348633
32,1,she,m,Mismatch,"When she was distraught,",Martin,14.446465492248535
32,1,she,f,Match,"When she was distraught,",Jennifer,14.586116790771484
32,1,he,f,Mismatch,"When he was distraught,",Jessica,15.610284805297852
1,1,he,m,Match,"When he was off work,",Rodney,16.078842163085938
1,1,she,m,Mismatch,"When she was off work,",James,13.4171724319458
1,1,she,f,Match,"When she was off work,",Diane,15.090721130371094
1,1,he,f,Mismatch,"When he was off work,",Gina,18.76719856262207
2,1,he,m,Match,"When he arrived,",Matt,12.852167129516602
2,1,she,m,Mismatch,"When she arrived,",Walter,14.645630836486816
2,1,she,f,Match,"When she arrived,",Theresa,13.647432327270508
2,1,he,f,Mismatch,"When he arrived,",Rose,13.223219871520996
3,1,he,m,Match,"When he was fed up,",Michael,12.236363410949707
3,1,she,m,Mismatch,"When she was fed up,",Robert,14.351947784423828
3,1,she,f,Match,"When she was fed up,",Heather,14.987964630126953
3,1,he,f,Mismatch,"When he was fed up,",Brenda,17.304597854614258
4,1,he,m,Match,"When he was talking, the",son,10.63302993774414
4,1,she,m,Mismatch,"When she was talking,",Carl,15.864716529846191
4,1,she,f,Match,"When she was talking,",Jennifer,14.523775100708008
4,1,he,f,Mismatch,"When he was talking, the",grandmother,13.968993186950684
5,1,he,m,Match,"When he was nearby,",Marcus,15.125337600708008
5,1,she,m,Mismatch,"When she was nearby,",Rodney,18.45754051208496
5,1,she,f,Match,"When she was nearby,",Brenda,14.992691993713379
5,1,he,f,Mismatch,"When he was nearby,",Sara,15.605661392211914
6,1,he,m,Match,"When he was lost,",Matt,13.087743759155273
6,1,she,m,Mismatch,"When she was lost,",Stephen,14.162562370300293
6,1,she,f,Match,"When she was lost,",Dawn,15.21926212310791
6,1,he,f,Mismatch,"When he was lost,",Nancy,16.13050651550293
7,1,he,m,Match,"When he was bad-tempered,",Lawrence,18.315052032470703
7,1,she,m,Mismatch,"When she was bad-tempered,",Robert,16.15748405456543
7,1,she,f,Match,"When she was bad-tempered,",Martha,16.49142074584961
7,1,he,f,Mismatch,"When he was bad-tempered,",Sandra,19.506912231445312
8,1,he,m,Match,"When he was jealous,",Rodney,18.10287094116211
8,1,she,m,Mismatch,"When she was jealous,",David,13.705214500427246
8,1,she,f,Match,"When she was jealous,",Nancy,16.767196655273438
8,1,he,f,Mismatch,"When he was jealous,",Brenda,18.674434661865234
9,1,he,m,Match,"When he was in residence,",Rodney,16.080902099609375
9,1,she,m,Mismatch,"When she was in residence,",David,13.004703521728516
9,1,she,f,Match,"When she was in residence,",Michelle,13.658721923828125
9,1,he,f,Mismatch,"When he was in residence,",Rose,14.11268138885498
10,1,he,m,Match,"When he was introduced,",Vincent,14.438721656799316
10,1,she,m,Mismatch,"When she was introduced,",Stephen,12.531980514526367
10,1,she,f,Match,"When she was introduced,",Patricia,13.683737754821777
10,1,he,f,Mismatch,"When he was introduced,",Brenda,16.418262481689453
11,1,he,m,Match,"When he arrived,",Noah,14.56964111328125
11,1,she,m,Mismatch,"When she arrived,",Carl,15.24396800994873
11,1,she,f,Match,"When she arrived,",Michelle,13.179606437683105
11,1,he,f,Mismatch,"When he arrived,",Martha,15.868017196655273
12,1,he,m,Match,"When he felt sad,",Marcus,16.028728485107422
12,1,she,m,Mismatch,"When she felt sad, the",son,11.721546173095703
12,1,she,f,Match,"When she felt sad,",Martha,15.49833869934082
12,1,he,f,Mismatch,"When he felt sad,",Brenda,17.753829956054688
13,1,he,m,Match,"When he was present,",James,11.572664260864258
13,1,she,m,Mismatch,"When she was present, the",son,11.15210247039795
13,1,she,f,Match,"When she was present,",Jessica,13.273157119750977
13,1,he,f,Mismatch,"When he was present,",Allison,15.804525375366211
14,1,he,m,Match,"When he was depressed,",Rodney,17.121673583984375
14,1,she,m,Mismatch,"When she was depressed,",Robert,14.928812026977539
14,1,she,f,Match,"When she was depressed,",Melissa,16.954633712768555
14,1,he,f,Mismatch,"When he was depressed,",Brenda,18.400434494018555
15,1,he,m,Match,"When he was around,",Marcus,15.242988586425781
15,1,she,m,Mismatch,"When she was around,",Alan,16.90363311767578
15,1,she,f,Match,"When she was around,",Dawn,15.465948104858398
15,1,he,f,Mismatch,"When he was around,",Allison,16.005062103271484
16,1,he,m,Match,"When he was near,",Carl,15.288548469543457
16,1,she,m,Mismatch,"When she was near,",Vincent,15.785840034484863
16,1,she,f,Match,"When she was near,",Brenda,16.2746639251709
16,1,he,f,Mismatch,"When he was near,",Amy,14.353118896484375
17,1,he,m,Match,"When he was in court,",Robert,12.261109352111816
17,1,she,m,Mismatch,"When she was in court,",Carl,16.52842140197754
17,1,she,f,Match,"When she was in court,",Sara,14.790294647216797
17,1,he,f,Mismatch,"When he was in court,",Sarah,14.78062629699707
18,1,he,m,Match,"When he was poorly,",Noah,16.583145141601562
18,1,she,m,Mismatch,"When she was poorly, the",grandfather,14.314749717712402
18,1,she,f,Match,"When she was poorly,",Heather,16.191055297851562
18,1,he,f,Mismatch,"When he was poorly,",Brenda,18.005022048950195
19,1,he,m,Match,"When he arrived, the",grandfather,13.771297454833984
19,1,she,m,Mismatch,"When she arrived,",Marcus,14.967070579528809
19,1,she,f,Match,"When she arrived,",Nina,15.104578018188477
19,1,he,f,Mismatch,"When he arrived,",Diane,15.918573379516602
20,1,he,m,Match,"When he was appointed,",Stephen,11.990495681762695
20,1,she,m,Mismatch,"When she was appointed,",Craig,15.811768531799316
20,1,she,f,Match,"When she was appointed,",Jennifer,13.32161808013916
20,1,he,f,Mismatch,"When he was appointed,",Carolyn,17.375347137451172
21,1,he,m,Match,"When he was fired,",Matt,12.710004806518555
21,1,she,m,Mismatch,"When she was fired,",Martin,12.721625328063965
21,1,she,f,Match,"When she was fired,",Patricia,15.06222152709961
21,1,he,f,Mismatch,"When he was fired,",Nancy,16.138938903808594
22,1,he,m,Match,"When he was close,",David,12.282692909240723
22,1,she,m,Mismatch,"When she was close,",Michael,13.156457901000977
22,1,she,f,Match,"When she was close,",Lisa,13.485860824584961
22,1,he,f,Mismatch,"When he was close,",Heather,16.520044326782227
23,1,he,m,Match,"When he was retired,",Rodney,16.597332000732422
23,1,she,m,Mismatch,"When she was retired,",Michael,13.098630905151367
23,1,she,f,Match,"When she was retired,",Amy,13.614689826965332
23,1,he,f,Mismatch,"When he was retired,",Heather,17.928619384765625
24,1,he,m,Match,"When he was abroad,",Noah,15.516868591308594
