exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-large_surp
About,hadn't aggravated,522,522_M_him,m,Match,obj,The story about Todd hadn't aggravated,him,2.1085782051086426
About,hadn't aggravated,522,522_F_him,f,Mismatch,obj,The story about Teresa hadn't aggravated,him,1.6814113855361938
About,hadn't aggravated,522,522_M_his,m,Match,poss,The story about Todd hadn't aggravated,his,4.50641393661499
About,hadn't aggravated,522,522_F_his,f,Mismatch,poss,The story about Teresa hadn't aggravated,his,5.424108982086182
About,would scare,523,523_M_him,m,Match,obj,The essay about Timothy would scare,him,5.092601776123047
About,would scare,523,523_F_him,f,Mismatch,obj,The essay about Sheila would scare,him,4.670399188995361
About,would scare,523,523_M_his,m,Match,poss,The essay about Timothy would scare,his,7.205411911010742
About,would scare,523,523_F_his,f,Mismatch,poss,The essay about Sheila would scare,his,7.970827579498291
About,shouldn't confuse,524,524_M_him,m,Match,obj,The report about Brian shouldn't confuse,him,5.154860019683838
About,shouldn't confuse,524,524_F_him,f,Mismatch,obj,The report about Theresa shouldn't confuse,him,6.371805191040039
About,shouldn't confuse,524,524_M_his,m,Match,poss,The report about Brian shouldn't confuse,his,7.248615741729736
About,shouldn't confuse,524,524_F_his,f,Mismatch,poss,The report about Theresa shouldn't confuse,his,8.673418998718262
About,worries,525,525_M_him,m,Match,obj,The documentary about George worries,him,4.89225435256958
About,worries,525,525_F_him,f,Mismatch,obj,The documentary about Patricia worries,him,5.888383388519287
About,worries,525,525_M_his,m,Match,poss,The documentary about George worries,his,7.046603679656982
About,worries,525,525_F_his,f,Mismatch,poss,The documentary about Patricia worries,his,8.45967960357666
About,had stunned,526,526_M_him,m,Match,obj,The commentary about Keith had stunned,him,3.4693379402160645
About,had stunned,526,526_F_him,f,Mismatch,obj,The commentary about Margaret had stunned,him,3.3903377056121826
About,had stunned,526,526_M_his,m,Match,poss,The commentary about Keith had stunned,his,6.584590911865234
About,had stunned,526,526_F_his,f,Mismatch,poss,The commentary about Margaret had stunned,his,7.4016876220703125
About,did astound,527,527_M_him,m,Match,obj,The show about this ex-husband did astound,him,8.210613250732422
About,did astound,527,527_F_him,f,Mismatch,obj,The show about this niece did astound,him,8.40356159210205
About,did astound,527,527_M_his,m,Match,poss,The show about this ex-husband did astound,his,10.870560646057129
About,did astound,527,527_F_his,f,Mismatch,poss,The show about this niece did astound,his,11.616910934448242
About,was impressing,528,528_M_him,m,Match,obj,The book about Charles was impressing,him,3.944469451904297
About,was impressing,528,528_F_him,f,Mismatch,obj,The book about Jill was impressing,him,4.591861724853516
About,was impressing,528,528_M_his,m,Match,poss,The book about Charles was impressing,his,6.642763614654541
About,was impressing,528,528_F_his,f,Mismatch,poss,The book about Jill was impressing,his,8.130929946899414
About,isn't underwhelming,529,529_M_him,m,Match,obj,The pamphlet about Vincent isn't underwhelming,him,16.03236198425293
About,isn't underwhelming,529,529_F_him,f,Mismatch,obj,The pamphlet about Victoria isn't underwhelming,him,16.52975845336914
About,isn't underwhelming,529,529_M_his,m,Match,poss,The pamphlet about Vincent isn't underwhelming,his,15.764007568359375
About,isn't underwhelming,529,529_F_his,f,Mismatch,poss,The pamphlet about Victoria isn't underwhelming,his,16.615140914916992
About,will annoy,530,530_M_him,m,Match,obj,The brochure about Michael will annoy,him,4.764469623565674
About,will annoy,530,530_F_him,f,Mismatch,obj,The brochure about Helen will annoy,him,4.881608486175537
About,will annoy,530,530_M_his,m,Match,poss,The brochure about Michael will annoy,his,6.695995330810547
About,will annoy,530,530_F_his,f,Mismatch,poss,The brochure about Helen will annoy,his,7.9494948387146
About,was worrying,531,531_M_him,m,Match,obj,The play about Carlos was worrying,him,4.883798122406006
About,was worrying,531,531_F_him,f,Mismatch,obj,The play about Leslie was worrying,him,4.881455898284912
About,was worrying,531,531_M_his,m,Match,poss,The play about Carlos was worrying,his,8.681831359863281
About,was worrying,531,531_F_his,f,Mismatch,poss,The play about Leslie was worrying,his,8.726404190063477
About,aided,532,532_M_him,m,Match,obj,The movie about Douglas aided,him,5.339204788208008
About,aided,532,532_F_him,f,Mismatch,obj,The movie about Leslie aided,him,5.554112434387207
About,aided,532,532_M_his,m,Match,poss,The movie about Douglas aided,his,5.738847255706787
About,aided,532,532_F_his,f,Mismatch,poss,The movie about Leslie aided,his,6.01392936706543
About,does shock,533,533_M_him,m,Match,obj,The newspaper article about Guy does shock,him,5.640296936035156
About,does shock,533,533_F_him,f,Mismatch,obj,The newspaper article about Jill does shock,him,7.639101982116699
About,does shock,533,533_M_his,m,Match,poss,The newspaper article about Guy does shock,his,8.529969215393066
About,does shock,533,533_F_his,f,Mismatch,poss,The newspaper article about Jill does shock,his,9.929443359375
About,was disturbing,534,534_M_him,m,Match,obj,The story about the grandfather was disturbing,him,12.949069023132324
About,was disturbing,534,534_F_him,f,Mismatch,obj,The story about Carol was disturbing,him,12.634476661682129
About,was disturbing,534,534_M_his,m,Match,poss,The story about the grandfather was disturbing,his,14.102080345153809
About,was disturbing,534,534_F_his,f,Mismatch,poss,The story about Carol was disturbing,his,14.009977340698242
About,shocked,535,535_M_him,m,Match,obj,The essay about the man shocked,him,4.619725704193115
About,shocked,535,535_F_him,f,Mismatch,obj,The essay about Denise shocked,him,5.196976661682129
About,shocked,535,535_M_his,m,Match,poss,The essay about the man shocked,his,6.355138778686523
About,shocked,535,535_F_his,f,Mismatch,poss,The essay about Denise shocked,his,7.994574069976807
About,was astounding,536,536_M_him,m,Match,obj,The report about Alexander was astounding,him,16.572498321533203
About,was astounding,536,536_F_him,f,Mismatch,obj,The report about that ex-girlfriend was astounding,him,16.25492286682129
About,was astounding,536,536_M_his,m,Match,poss,The report about Alexander was astounding,his,15.740544319152832
About,was astounding,536,536_F_his,f,Mismatch,poss,The report about that ex-girlfriend was astounding,his,15.943211555480957
About,wasn't aggravating,537,537_M_him,m,Match,obj,The documentary about this boy wasn't aggravating,him,6.431731224060059
About,wasn't aggravating,537,537_F_him,f,Mismatch,obj,The documentary about Dana wasn't aggravating,him,6.693410396575928
About,wasn't aggravating,537,537_M_his,m,Match,poss,The documentary about this boy wasn't aggravating,his,8.88920783996582
About,wasn't aggravating,537,537_F_his,f,Mismatch,poss,The documentary about Dana wasn't aggravating,his,9.136587142944336
About,scared,538,538_M_him,m,Match,obj,The commentary about Christopher scared,him,5.213664531707764
About,scared,538,538_F_him,f,Mismatch,obj,The commentary about this wife scared,him,4.831623554229736
About,scared,538,538_M_his,m,Match,poss,The commentary about Christopher scared,his,8.835713386535645
About,scared,538,538_F_his,f,Mismatch,poss,The commentary about this wife scared,his,9.68017292022705
About,could shock,539,539_M_him,m,Match,obj,The show about that husband could shock,him,7.4162373542785645
About,could shock,539,539_F_him,f,Mismatch,obj,The show about Lori could shock,him,8.400495529174805
About,could shock,539,539_M_his,m,Match,poss,The show about that husband could shock,his,7.892887115478516
About,could shock,539,539_F_his,f,Mismatch,poss,The show about Lori could shock,his,9.001065254211426
About,is aggravating,540,540_M_him,m,Match,obj,The book about Brad is aggravating,him,10.775344848632812
About,is aggravating,540,540_F_him,f,Mismatch,obj,The book about Diana is aggravating,him,10.74199104309082
About,is aggravating,540,540_M_his,m,Match,poss,The book about Brad is aggravating,his,12.159019470214844
About,is aggravating,540,540_F_his,f,Mismatch,poss,The book about Diana is aggravating,his,12.527424812316895
About,was confusing,541,541_M_him,m,Match,obj,The pamphlet about Martin was confusing,him,8.248984336853027
About,was confusing,541,541_F_him,f,Mismatch,obj,The pamphlet about Christina was confusing,him,8.246954917907715
About,was confusing,541,541_M_his,m,Match,poss,The pamphlet about Martin was confusing,his,10.070282936096191
About,was confusing,541,541_F_his,f,Mismatch,poss,The pamphlet about Christina was confusing,his,10.337828636169434
About,upsets,542,542_M_him,m,Match,obj,The brochure about Frank upsets,him,3.0913405418395996
About,upsets,542,542_F_him,f,Mismatch,obj,The brochure about Suzanne upsets,him,3.8346633911132812
About,upsets,542,542_M_his,m,Match,poss,The brochure about Frank upsets,his,5.505627155303955
About,upsets,542,542_F_his,f,Mismatch,poss,The brochure about Suzanne upsets,his,6.807809829711914
About,does aid,543,543_M_him,m,Match,obj,The play about this father does aid,him,6.14107608795166
About,does aid,543,543_F_him,f,Mismatch,obj,The play about Cheryl does aid,him,6.7193498611450195
About,does aid,543,543_M_his,m,Match,poss,The play about this father does aid,his,5.287928581237793
About,does aid,543,543_F_his,f,Mismatch,poss,The play about Cheryl does aid,his,6.395208358764648
About,aids,544,544_M_him,m,Match,obj,The movie about the boyfriend aids,him,7.21963357925415
About,aids,544,544_F_him,f,Mismatch,obj,The movie about that wife aids,him,6.017393589019775
About,aids,544,544_M_his,m,Match,poss,The movie about the boyfriend aids,his,3.88563871383667
About,aids,544,544_F_his,f,Mismatch,poss,The movie about that wife aids,his,5.4538493156433105
About,hasn't alarmed,545,545_M_him,m,Match,obj,The newspaper article about Vincent hasn't alarmed,him,4.531442642211914
About,hasn't alarmed,545,545_F_him,f,Mismatch,obj,The newspaper article about Samantha hasn't alarmed,him,5.020859718322754
About,hasn't alarmed,545,545_M_his,m,Match,poss,The newspaper article about Vincent hasn't alarmed,his,6.949308395385742
About,hasn't alarmed,545,545_F_his,f,Mismatch,poss,The newspaper article about Samantha hasn't alarmed,his,7.5201416015625
About,hasn't worried,546,546_M_him,m,Match,obj,The story about the husband hasn't worried,him,4.091979026794434
About,hasn't worried,546,546_F_him,f,Mismatch,obj,The story about Angela hasn't worried,him,4.379220485687256
About,hasn't worried,546,546_M_his,m,Match,poss,The story about the husband hasn't worried,his,7.211838722229004
About,hasn't worried,546,546_F_his,f,Mismatch,poss,The story about Angela hasn't worried,his,8.77070140838623
About,wasn't confusing,547,547_M_him,m,Match,obj,The essay about Omar wasn't confusing,him,6.8684868812561035
About,wasn't confusing,547,547_F_him,f,Mismatch,obj,The essay about Jodi wasn't confusing,him,7.322759628295898
About,wasn't confusing,547,547_M_his,m,Match,poss,The essay about Omar wasn't confusing,his,10.048808097839355
About,wasn't confusing,547,547_F_his,f,Mismatch,poss,The essay about Jodi wasn't confusing,his,11.018533706665039
About,shouldn't underwhelm,548,548_M_him,m,Match,obj,The report about Guy shouldn't underwhelm,him,6.5276007652282715
About,shouldn't underwhelm,548,548_F_him,f,Mismatch,obj,The report about Colleen shouldn't underwhelm,him,7.286346435546875
About,shouldn't underwhelm,548,548_M_his,m,Match,poss,The report about Guy shouldn't underwhelm,his,8.4598388671875
About,shouldn't underwhelm,548,548_F_his,f,Mismatch,poss,The report about Colleen shouldn't underwhelm,his,9.208266258239746
About,hasn't disturbed,549,549_M_him,m,Match,obj,The documentary about the father hasn't disturbed,him,3.9431521892547607
About,hasn't disturbed,549,549_F_him,f,Mismatch,obj,The documentary about the girlfriend hasn't disturbed,him,4.135963439941406
About,hasn't disturbed,549,549_M_his,m,Match,poss,The documentary about the father hasn't disturbed,his,4.816760540008545
About,hasn't disturbed,549,549_F_his,f,Mismatch,poss,The documentary about the girlfriend hasn't disturbed,his,5.30839729309082
About,distracts,550,550_M_him,m,Match,obj,The commentary about the ex-husband distracts,him,6.905295372009277
About,distracts,550,550_F_him,f,Mismatch,obj,The commentary about Tanya distracts,him,6.817000865936279
About,distracts,550,550_M_his,m,Match,poss,The commentary about the ex-husband distracts,his,8.770633697509766
About,distracts,550,550_F_his,f,Mismatch,poss,The commentary about Tanya distracts,his,9.587423324584961
About,could aggravate,551,551_M_him,m,Match,obj,The show about Kenneth could aggravate,him,4.415278434753418
About,could aggravate,551,551_F_him,f,Mismatch,obj,The show about this grandmother could aggravate,him,6.71257209777832
About,could aggravate,551,551_M_his,m,Match,poss,The show about Kenneth could aggravate,his,4.318206310272217
About,could aggravate,551,551_F_his,f,Mismatch,poss,The show about this grandmother could aggravate,his,6.591848850250244
About,had scared,552,552_M_him,m,Match,obj,The book about Gregory had scared,him,2.803417682647705
About,had scared,552,552_F_him,f,Mismatch,obj,The book about Lori had scared,him,3.4609925746917725
About,had scared,552,552_M_his,m,Match,poss,The book about Gregory had scared,his,7.011852741241455
About,had scared,552,552_F_his,f,Mismatch,poss,The book about Lori had scared,his,8.380303382873535
About,would impress,553,553_M_him,m,Match,obj,The pamphlet about Jeffrey would impress,him,4.698746204376221
About,would impress,553,553_F_him,f,Mismatch,obj,The pamphlet about Cheryl would impress,him,4.51198148727417
About,would impress,553,553_M_his,m,Match,poss,The pamphlet about Jeffrey would impress,his,4.658932685852051
About,would impress,553,553_F_his,f,Mismatch,poss,The pamphlet about Cheryl would impress,his,5.760064601898193
About,had bored,554,554_M_him,m,Match,obj,The brochure about Richard had bored,him,3.8306658267974854
About,had bored,554,554_F_him,f,Mismatch,obj,The brochure about Marie had bored,him,3.887532949447632
About,had bored,554,554_M_his,m,Match,poss,The brochure about Richard had bored,his,6.244870185852051
About,had bored,554,554_F_his,f,Mismatch,poss,The brochure about Marie had bored,his,7.083422660827637
About,alarmed,555,555_M_him,m,Match,obj,The play about William alarmed,him,3.15533185005188
About,alarmed,555,555_F_him,f,Mismatch,obj,The play about Sarah alarmed,him,3.1629974842071533
About,alarmed,555,555_M_his,m,Match,poss,The play about William alarmed,his,3.933763265609741
About,alarmed,555,555_F_his,f,Mismatch,poss,The play about Sarah alarmed,his,5.358121871948242
About,had astounded,556,556_M_him,m,Match,obj,The movie about Charles had astounded,him,3.888841390609741
About,had astounded,556,556_F_him,f,Mismatch,obj,The movie about Renee had astounded,him,4.247870445251465
About,had astounded,556,556_M_his,m,Match,poss,The movie about Charles had astounded,his,7.806838512420654
About,had astounded,556,556_F_his,f,Mismatch,poss,The movie about Renee had astounded,his,8.124229431152344
About,bored,557,557_M_him,m,Match,obj,The newspaper article about Charles bored,him,4.298741817474365
About,bored,557,557_F_him,f,Mismatch,obj,The newspaper article about Colleen bored,him,4.653268337249756
About,bored,557,557_M_his,m,Match,poss,The newspaper article about Charles bored,his,7.271245002746582
About,bored,557,557_F_his,f,Mismatch,poss,The newspaper article about Colleen bored,his,8.469234466552734
About,confuses,558,558_M_him,m,Match,obj,The story about Alan confuses,him,4.620833396911621
About,confuses,558,558_F_him,f,Mismatch,obj,The story about Kristen confuses,him,6.9691972732543945
About,confuses,558,558_M_his,m,Match,poss,The story about Alan confuses,his,6.1799750328063965
About,confuses,558,558_F_his,f,Mismatch,poss,The story about Kristen confuses,his,8.709870338439941
About,isn't boring,559,559_M_him,m,Match,obj,The essay about Stephen isn't boring,him,13.200972557067871
About,isn't boring,559,559_F_him,f,Mismatch,obj,The essay about Cindy isn't boring,him,13.314912796020508
About,isn't boring,559,559_M_his,m,Match,poss,The essay about Stephen isn't boring,his,14.619467735290527
About,isn't boring,559,559_F_his,f,Mismatch,poss,The essay about Cindy isn't boring,his,15.092288970947266
About,didn't annoy,560,560_M_him,m,Match,obj,The report about Chad didn't annoy,him,3.2130253314971924
About,didn't annoy,560,560_F_him,f,Mismatch,obj,The report about Renee didn't annoy,him,3.5414633750915527
About,didn't annoy,560,560_M_his,m,Match,poss,The report about Chad didn't annoy,his,8.250626564025879
About,didn't annoy,560,560_F_his,f,Mismatch,poss,The report about Renee didn't annoy,his,8.618497848510742
About,can alarm,561,561_M_him,m,Match,obj,The documentary about that ex-husband can alarm,him,7.058773040771484
About,can alarm,561,561_F_him,f,Mismatch,obj,The documentary about Carla can alarm,him,7.499433994293213
About,can alarm,561,561_M_his,m,Match,poss,The documentary about that ex-husband can alarm,his,7.233352184295654
About,can alarm,561,561_F_his,f,Mismatch,poss,The documentary about Carla can alarm,his,7.698159217834473
About,hadn't hurt,562,562_M_him,m,Match,obj,The commentary about Brett hadn't hurt,him,3.0155465602874756
About,hadn't hurt,562,562_F_him,f,Mismatch,obj,The commentary about Grace hadn't hurt,him,3.56648325920105
About,hadn't hurt,562,562_M_his,m,Match,poss,The commentary about Brett hadn't hurt,his,3.296799659729004
About,hadn't hurt,562,562_F_his,f,Mismatch,poss,The commentary about Grace hadn't hurt,his,4.171842098236084
About,was worrying,563,563_M_him,m,Match,obj,The show about this nephew was worrying,him,5.448211669921875
About,was worrying,563,563_F_him,f,Mismatch,obj,The show about Martha was worrying,him,6.109316349029541
About,was worrying,563,563_M_his,m,Match,poss,The show about this nephew was worrying,his,9.101954460144043
About,was worrying,563,563_F_his,f,Mismatch,poss,The show about Martha was worrying,his,9.760235786437988
About,embarrasses,564,564_M_him,m,Match,obj,The book about that father embarrasses,him,2.8490986824035645
About,embarrasses,564,564_F_him,f,Mismatch,obj,The book about Anne embarrasses,him,5.605973720550537
About,embarrasses,564,564_M_his,m,Match,poss,The book about that father embarrasses,his,5.811827659606934
About,embarrasses,564,564_F_his,f,Mismatch,poss,The book about Anne embarrasses,his,8.951958656311035
About,was disturbing,565,565_M_him,m,Match,obj,The pamphlet about Rodney was disturbing,him,11.456110000610352
About,was disturbing,565,565_F_him,f,Mismatch,obj,The pamphlet about Stephanie was disturbing,him,11.946873664855957
About,was disturbing,565,565_M_his,m,Match,poss,The pamphlet about Rodney was disturbing,his,11.725045204162598
About,was disturbing,565,565_F_his,f,Mismatch,poss,The pamphlet about Stephanie was disturbing,his,12.481345176696777
About,isn't worrying,566,566_M_him,m,Match,obj,The brochure about Kevin isn't worrying,him,4.804791450500488
About,isn't worrying,566,566_F_him,f,Mismatch,obj,The brochure about Danielle isn't worrying,him,5.816691875457764
About,isn't worrying,566,566_M_his,m,Match,poss,The brochure about Kevin isn't worrying,his,8.055171966552734
About,isn't worrying,566,566_F_his,f,Mismatch,poss,The brochure about Danielle isn't worrying,his,9.19446086883545
About,had bothered,567,567_M_him,m,Match,obj,The play about Walter had bothered,him,1.660415768623352
About,had bothered,567,567_F_him,f,Mismatch,obj,The play about the sister had bothered,him,2.018465042114258
About,had bothered,567,567_M_his,m,Match,poss,The play about Walter had bothered,his,6.364347457885742
About,had bothered,567,567_F_his,f,Mismatch,poss,The play about the sister had bothered,his,6.6641998291015625
About,aggravated,568,568_M_him,m,Match,obj,The movie about Bradley aggravated,him,3.8762590885162354
About,aggravated,568,568_F_him,f,Mismatch,obj,The movie about Bethany aggravated,him,4.100880146026611
About,aggravated,568,568_M_his,m,Match,poss,The movie about Bradley aggravated,his,3.0093541145324707
About,aggravated,568,568_F_his,f,Mismatch,poss,The movie about Bethany aggravated,his,5.149850368499756
About,isn't astounding,569,569_M_him,m,Match,obj,The newspaper article about Randolf isn't astounding,him,14.578534126281738
About,isn't astounding,569,569_F_him,f,Mismatch,obj,The newspaper article about Tara isn't astounding,him,14.648167610168457
About,isn't astounding,569,569_M_his,m,Match,poss,The newspaper article about Randolf isn't astounding,his,15.450034141540527
About,isn't astounding,569,569_F_his,f,Mismatch,poss,The newspaper article about Tara isn't astounding,his,15.772100448608398
About,alarms,570,570_M_him,m,Match,obj,The story about that boy alarms,him,5.196017265319824
About,alarms,570,570_F_him,f,Mismatch,obj,The story about Marie alarms,him,5.1041765213012695
About,alarms,570,570_M_his,m,Match,poss,The story about that boy alarms,his,7.12036657333374
About,alarms,570,570_F_his,f,Mismatch,poss,The story about Marie alarms,his,7.634931564331055
About,scares,571,571_M_him,m,Match,obj,The essay about Daniel scares,him,6.001941204071045
About,scares,571,571_F_him,f,Mismatch,obj,The essay about Heather scares,him,6.558644771575928
About,scares,571,571_M_his,m,Match,poss,The essay about Daniel scares,his,8.631390571594238
About,scares,571,571_F_his,f,Mismatch,poss,The essay about Heather scares,his,10.243148803710938
About,helps,572,572_M_him,m,Match,obj,The report about Benjamin helps,him,5.9213151931762695
About,helps,572,572_F_him,f,Mismatch,obj,The report about Jill helps,him,6.753716468811035
About,helps,572,572_M_his,m,Match,poss,The report about Benjamin helps,his,7.688125133514404
About,helps,572,572_F_his,f,Mismatch,poss,The report about Jill helps,his,8.87814712524414
About,was worrying,573,573_M_him,m,Match,obj,The documentary about David was worrying,him,5.689353942871094
About,was worrying,573,573_F_him,f,Mismatch,obj,The documentary about Judy was worrying,him,5.986863136291504
About,was worrying,573,573_M_his,m,Match,poss,The documentary about David was worrying,his,9.387310028076172
About,was worrying,573,573_F_his,f,Mismatch,poss,The documentary about Judy was worrying,his,9.631629943847656
About,will alarm,574,574_M_him,m,Match,obj,The commentary about Robert will alarm,him,6.604791164398193
About,will alarm,574,574_F_him,f,Mismatch,obj,The commentary about Tracy will alarm,him,7.491496562957764
About,will alarm,574,574_M_his,m,Match,poss,The commentary about Robert will alarm,his,7.175351142883301
About,will alarm,574,574_F_his,f,Mismatch,poss,The commentary about Tracy will alarm,his,8.036890983581543
About,aggravates,575,575_M_him,m,Match,obj,The show about Benjamin aggravates,him,3.772247791290283
About,aggravates,575,575_F_him,f,Mismatch,obj,The show about Laurie aggravates,him,3.856682777404785
About,aggravates,575,575_M_his,m,Match,poss,The show about Benjamin aggravates,his,4.702200412750244
About,aggravates,575,575_F_his,f,Mismatch,poss,The show about Laurie aggravates,his,6.522934436798096
About,distracted,576,576_M_him,m,Match,obj,The book about Aaron distracted,him,3.404265880584717
About,distracted,576,576_F_him,f,Mismatch,obj,The book about Florence distracted,him,3.0978305339813232
About,distracted,576,576_M_his,m,Match,poss,The book about Aaron distracted,his,6.803640365600586
About,distracted,576,576_F_his,f,Mismatch,poss,The book about Florence distracted,his,7.523804664611816
About,couldn't overwhelm,577,577_M_him,m,Match,obj,The pamphlet about Alan couldn't overwhelm,him,3.707609176635742
About,couldn't overwhelm,577,577_F_him,f,Mismatch,obj,The pamphlet about Jennifer couldn't overwhelm,him,4.396087646484375
About,couldn't overwhelm,577,577_M_his,m,Match,poss,The pamphlet about Alan couldn't overwhelm,his,5.427315711975098
About,couldn't overwhelm,577,577_F_his,f,Mismatch,poss,The pamphlet about Jennifer couldn't overwhelm,his,6.228157043457031
About,had distracted,578,578_M_him,m,Match,obj,The brochure about Steven had distracted,him,2.674107313156128
About,had distracted,578,578_F_him,f,Mismatch,obj,The brochure about Janice had distracted,him,2.9972586631774902
About,had distracted,578,578_M_his,m,Match,poss,The brochure about Steven had distracted,his,7.244452476501465
About,had distracted,578,578_F_his,f,Mismatch,poss,The brochure about Janice had distracted,his,7.734208106994629
About,confuses,579,579_M_him,m,Match,obj,The play about Alexander confuses,him,4.298778057098389
About,confuses,579,579_F_him,f,Mismatch,obj,The play about Jessica confuses,him,4.639041900634766
About,confuses,579,579_M_his,m,Match,poss,The play about Alexander confuses,his,5.122507095336914
About,confuses,579,579_F_his,f,Mismatch,poss,The play about Jessica confuses,his,7.051016330718994
About,should harm,580,580_M_him,m,Match,obj,The movie about Russell should harm,him,3.5152361392974854
About,should harm,580,580_F_him,f,Mismatch,obj,The movie about Ann should harm,him,4.326547145843506
About,should harm,580,580_M_his,m,Match,poss,The movie about Russell should harm,his,4.546463966369629
About,should harm,580,580_F_his,f,Mismatch,poss,The movie about Ann should harm,his,6.0466814041137695
About,overwhelmed,581,581_M_him,m,Match,obj,The newspaper article about Dennis overwhelmed,him,3.711589813232422
About,overwhelmed,581,581_F_him,f,Mismatch,obj,The newspaper article about Cindy overwhelmed,him,4.538116455078125
About,overwhelmed,581,581_M_his,m,Match,poss,The newspaper article about Dennis overwhelmed,his,6.194915294647217
About,overwhelmed,581,581_F_his,f,Mismatch,poss,The newspaper article about Cindy overwhelmed,his,7.6507463455200195
About,underwhelms,582,582_M_him,m,Match,obj,The story about Alexander underwhelms,him,8.208322525024414
About,underwhelms,582,582_F_him,f,Mismatch,obj,The story about the lady underwhelms,him,7.125153064727783
About,underwhelms,582,582_M_his,m,Match,poss,The story about Alexander underwhelms,his,10.0241060256958
About,underwhelms,582,582_F_his,f,Mismatch,poss,The story about the lady underwhelms,his,9.933321952819824
About,confuses,583,583_M_him,m,Match,obj,The essay about Keith confuses,him,5.097899913787842
About,confuses,583,583_F_him,f,Mismatch,obj,The essay about Ellen confuses,him,7.631486415863037
About,confuses,583,583_M_his,m,Match,poss,The essay about Keith confuses,his,5.433966636657715
About,confuses,583,583_F_his,f,Mismatch,poss,The essay about Ellen confuses,his,7.6853742599487305
About,hadn't upset,584,584_M_him,m,Match,obj,The report about Timothy hadn't upset,him,1.6920554637908936
About,hadn't upset,584,584_F_him,f,Mismatch,obj,The report about Sarah hadn't upset,him,1.9159870147705078
About,hadn't upset,584,584_M_his,m,Match,poss,The report about Timothy hadn't upset,his,5.730482578277588
About,hadn't upset,584,584_F_his,f,Mismatch,poss,The report about Sarah hadn't upset,his,7.0282392501831055
About,isn't boring,585,585_M_him,m,Match,obj,The documentary about Guy isn't boring,him,14.01390266418457
About,isn't boring,585,585_F_him,f,Mismatch,obj,The documentary about that sister isn't boring,him,14.251232147216797
About,isn't boring,585,585_M_his,m,Match,poss,The documentary about Guy isn't boring,his,14.944268226623535
About,isn't boring,585,585_F_his,f,Mismatch,poss,The documentary about that sister isn't boring,his,15.673502922058105
About,impresses,586,586_M_him,m,Match,obj,The commentary about this guy impresses,him,8.789332389831543
About,impresses,586,586_F_him,f,Mismatch,obj,The commentary about Jane impresses,him,6.524154186248779
About,impresses,586,586_M_his,m,Match,poss,The commentary about this guy impresses,his,10.020183563232422
About,impresses,586,586_F_his,f,Mismatch,poss,The commentary about Jane impresses,his,8.892180442810059
About,confuses,587,587_M_him,m,Match,obj,The show about Joseph confuses,him,4.23309326171875
About,confuses,587,587_F_him,f,Mismatch,obj,The show about Stacy confuses,him,5.221375942230225
About,confuses,587,587_M_his,m,Match,poss,The show about Joseph confuses,his,5.330824851989746
About,confuses,587,587_F_his,f,Mismatch,poss,The show about Stacy confuses,his,6.564817905426025
About,hadn't helped,588,588_M_him,m,Match,obj,The book about Thomas hadn't helped,him,3.3028295040130615
About,hadn't helped,588,588_F_him,f,Mismatch,obj,The book about Natalie hadn't helped,him,5.126979351043701
About,hadn't helped,588,588_M_his,m,Match,poss,The book about Thomas hadn't helped,his,4.681360244750977
About,hadn't helped,588,588_F_his,f,Mismatch,poss,The book about Natalie hadn't helped,his,6.6161298751831055
About,hasn't alarmed,589,589_M_him,m,Match,obj,The pamphlet about Randolf hasn't alarmed,him,5.734922885894775
About,hasn't alarmed,589,589_F_him,f,Mismatch,obj,The pamphlet about Martha hasn't alarmed,him,5.049489974975586
About,hasn't alarmed,589,589_M_his,m,Match,poss,The pamphlet about Randolf hasn't alarmed,his,7.012444019317627
About,hasn't alarmed,589,589_F_his,f,Mismatch,poss,The pamphlet about Martha hasn't alarmed,his,7.120077610015869
About,is alarming,590,590_M_him,m,Match,obj,The brochure about Paul is alarming,him,14.188703536987305
About,is alarming,590,590_F_him,f,Mismatch,obj,The brochure about Margaret is alarming,him,14.665064811706543
About,is alarming,590,590_M_his,m,Match,poss,The brochure about Paul is alarming,his,14.518285751342773
About,is alarming,590,590_F_his,f,Mismatch,poss,The brochure about Margaret is alarming,his,15.248712539672852
About,does embarrass,591,591_M_him,m,Match,obj,The play about Marcus does embarrass,him,3.2732837200164795
About,does embarrass,591,591_F_him,f,Mismatch,obj,The play about Laura does embarrass,him,4.2724175453186035
About,does embarrass,591,591_M_his,m,Match,poss,The play about Marcus does embarrass,his,6.116584777832031
About,does embarrass,591,591_F_his,f,Mismatch,poss,The play about Laura does embarrass,his,7.224236965179443
About,wasn't embarrassing,592,592_M_him,m,Match,obj,The movie about Joel wasn't embarrassing,him,8.26393985748291
About,wasn't embarrassing,592,592_F_him,f,Mismatch,obj,The movie about this waitress wasn't embarrassing,him,11.033018112182617
About,wasn't embarrassing,592,592_M_his,m,Match,poss,The movie about Joel wasn't embarrassing,his,11.208192825317383
About,wasn't embarrassing,592,592_F_his,f,Mismatch,poss,The movie about this waitress wasn't embarrassing,his,13.49107551574707
About,wasn't boring,593,593_M_him,m,Match,obj,The newspaper article about Larry wasn't boring,him,9.459146499633789
About,wasn't boring,593,593_F_him,f,Mismatch,obj,The newspaper article about Michelle wasn't boring,him,9.758559226989746
