item,exp,pronoun,cond,contrast,sent,target,/data/gpt2_surp
16,1,she,m,Mismatch,"When she was near,",Ronald,14.730502128601074
16,1,she,f,Match,"When she was near,",Laurie,14.36324691772461
16,1,he,f,Mismatch,"When he was near,",Heidi,16.954362869262695
17,1,he,m,Match,"When he was in court, the",husband,11.196199417114258
17,1,she,m,Mismatch,"When she was in court,",George,11.408178329467773
17,1,she,f,Match,"When she was in court,",Veronica,15.284541130065918
17,1,he,f,Mismatch,"When he was in court,",Gina,14.783805847167969
18,1,he,m,Match,"When he was poorly, the",boyfriend,13.109851837158203
18,1,she,m,Mismatch,"When she was poorly,",Gary,14.451290130615234
18,1,she,f,Match,"When she was poorly,",Samantha,16.43279457092285
18,1,he,f,Mismatch,"When he was poorly,",Florence,17.40465545654297
19,1,he,m,Match,"When he arrived,",George,10.675277709960938
19,1,she,m,Mismatch,"When she arrived,",Stephen,13.406813621520996
19,1,she,f,Match,"When she arrived,",Carolyn,14.930651664733887
19,1,he,f,Mismatch,"When he arrived,",Tiffany,15.297611236572266
20,1,he,m,Match,"When he was appointed,",William,10.158926010131836
20,1,she,m,Mismatch,"When she was appointed, the",grandson,14.49619197845459
20,1,she,f,Match,"When she was appointed,",Victoria,13.33189582824707
20,1,he,f,Mismatch,"When he was appointed,",Ellen,14.749691009521484
21,1,he,m,Match,"When he was fired,",Bill,9.67050838470459
21,1,she,m,Mismatch,"When she was fired,",Adam,12.67978572845459
21,1,she,f,Match,"When she was fired,",Martha,13.53487777709961
21,1,he,f,Mismatch,"When he was fired,",Susan,12.910771369934082
22,1,he,m,Match,"When he was close,",Paul,11.455038070678711
22,1,she,m,Mismatch,"When she was close,",Todd,13.510394096374512
22,1,she,f,Match,"When she was close,",Ruth,14.817605018615723
22,1,he,f,Mismatch,"When he was close,",Jessica,13.686651229858398
23,1,he,m,Match,"When he was retired,",Omar,14.297919273376465
23,1,she,m,Mismatch,"When she was retired,",Theodore,15.968671798706055
23,1,she,f,Match,"When she was retired,",Florence,14.384615898132324
23,1,he,f,Mismatch,"When he was retired,",Katherine,15.158735275268555
24,1,he,m,Match,"When he was abroad,",Kenneth,15.674650192260742
24,1,she,m,Mismatch,"When she was abroad,",Curtis,16.105022430419922
24,1,she,f,Match,"When she was abroad,",Diana,12.832310676574707
24,1,he,f,Mismatch,"When he was abroad,",Caroline,14.817234992980957
25,1,he,m,Match,"When he was discovered,",Paul,10.592768669128418
25,1,she,m,Mismatch,"When she was discovered, the",brother,11.57708740234375
25,1,she,f,Match,"When she was discovered,",Heidi,15.164717674255371
25,1,he,f,Mismatch,"When he was discovered,",Carolyn,15.990943908691406
26,1,he,m,Match,"When he was busy, the",brother,11.280749320983887
26,1,she,m,Mismatch,"When she was busy,",Roger,14.363480567932129
26,1,she,f,Match,"When she was busy,",Ruth,14.821168899536133
26,1,he,f,Mismatch,"When he was busy,",Patricia,14.528162956237793
27,1,he,m,Match,"When he was twenty-one,",Derek,14.071730613708496
27,1,she,m,Mismatch,"When she was twenty-one,",Gary,14.193416595458984
27,1,she,f,Match,"When she was twenty-one,",Caroline,12.76450252532959
27,1,he,f,Mismatch,"When he was twenty-one,",Julia,14.190593719482422
28,1,he,m,Match,"When he was annoyed,",Bill,11.021228790283203
28,1,she,m,Mismatch,"When she was annoyed,",Omar,14.341147422790527
28,1,she,f,Match,"When she was annoyed,",Laurie,14.047065734863281
28,1,he,f,Mismatch,"When he was annoyed,",Laurie,14.370779037475586
29,1,he,m,Match,"When he was in church,",Derek,15.48422908782959
29,1,she,m,Mismatch,"When she was in church,",Douglas,14.763042449951172
29,1,she,f,Match,"When she was in church,",Sonia,15.040626525878906
29,1,he,f,Mismatch,"When he was in church,",Valerie,16.594120025634766
30,1,he,m,Match,"When he was banished,",Alan,14.104448318481445
30,1,she,m,Mismatch,"When she was banished,",Derek,15.37724781036377
30,1,she,f,Match,"When she was banished,",Erin,13.869810104370117
30,1,he,f,Mismatch,"When he was banished,",Sonia,15.0951566696167
31,1,he,m,Match,"When he was angry,",Daniel,12.469367980957031
31,1,she,m,Mismatch,"When she was angry,",Todd,14.696640968322754
31,1,she,f,Match,"When she was angry,",Erin,13.344015121459961
31,1,he,f,Mismatch,"When he was angry,",Julia,13.8932523727417
32,1,he,m,Match,"When he was distraught,",Paul,10.731499671936035
32,1,she,m,Mismatch,"When she was distraught, the",boy,6.723371505737305
32,1,she,f,Match,"When she was distraught,",Heidi,14.983613014221191
32,1,he,f,Mismatch,"When he was distraught,",Barbara,13.075054168701172
1,1,he,m,Match,"When he was off work,",Joel,13.863168716430664
1,1,she,m,Mismatch,"When she was off work,",Alan,13.623616218566895
1,1,she,f,Match,"When she was off work,",Rebecca,13.000659942626953
1,1,he,f,Mismatch,"When he was off work,",Stacy,15.201189041137695
2,1,he,m,Match,"When he arrived,",Raymond,13.047273635864258
2,1,she,m,Mismatch,"When she arrived,",Mitchell,12.156486511230469
2,1,she,f,Match,"When she arrived,",Samantha,13.64392375946045
2,1,he,f,Mismatch,"When he arrived,",Lisa,14.078048706054688
3,1,he,m,Match,"When he was fed up, the",boy,6.51643705368042
3,1,she,m,Mismatch,"When she was fed up,",Daniel,13.032625198364258
3,1,she,f,Match,"When she was fed up,",Lisa,12.387445449829102
3,1,he,f,Mismatch,"When he was fed up,",Jessica,13.581794738769531
4,1,he,m,Match,"When he was talking,",Carlos,13.406099319458008
4,1,she,m,Mismatch,"When she was talking,",Peter,11.5548095703125
4,1,she,f,Match,"When she was talking,",Diana,14.16012954711914
4,1,he,f,Mismatch,"When he was talking, the",lady,9.292121887207031
5,1,he,m,Match,"When he was nearby,",Stephen,12.200984001159668
5,1,she,m,Mismatch,"When she was nearby,",Peter,11.862611770629883
5,1,she,f,Match,"When she was nearby, the",daughter,10.17969036102295
5,1,he,f,Mismatch,"When he was nearby,",Katherine,14.723477363586426
6,1,he,m,Match,"When he was lost,",Walter,12.674466133117676
6,1,she,m,Mismatch,"When she was lost, the",boyfriend,11.675307273864746
6,1,she,f,Match,"When she was lost,",Jessica,12.178208351135254
6,1,he,f,Mismatch,"When he was lost,",Paula,15.370636940002441
7,1,he,m,Match,"When he was bad-tempered,",Daniel,13.228843688964844
7,1,she,m,Mismatch,"When she was bad-tempered,",James,12.97619915008545
7,1,she,f,Match,"When she was bad-tempered,",Sarah,13.594104766845703
7,1,he,f,Mismatch,"When he was bad-tempered, the",actress,11.589038848876953
8,1,he,m,Match,"When he was jealous,",Alan,15.433478355407715
8,1,she,m,Mismatch,"When she was jealous,",Matt,13.079397201538086
8,1,she,f,Match,"When she was jealous,",Amy,12.312525749206543
8,1,he,f,Mismatch,"When he was jealous,",Rachel,13.288785934448242
9,1,he,m,Match,"When he was in residence,",Craig,13.498162269592285
9,1,she,m,Mismatch,"When she was in residence,",Stephen,13.494994163513184
9,1,she,f,Match,"When she was in residence,",Heidi,15.945281982421875
9,1,he,f,Mismatch,"When he was in residence, the",grandmother,13.290444374084473
10,1,he,m,Match,"When he was introduced,",Martin,11.32630443572998
10,1,she,m,Mismatch,"When she was introduced,",Curtis,15.093413352966309
10,1,she,f,Match,"When she was introduced,",Heather,12.468745231628418
10,1,he,f,Mismatch,"When he was introduced,",Lisa,14.079963684082031
11,1,he,m,Match,"When he arrived,",Mitchell,12.037919998168945
11,1,she,m,Mismatch,"When she arrived,",Peter,12.107471466064453
11,1,she,f,Match,"When she arrived,",Eva,13.42371940612793
11,1,he,f,Mismatch,"When he arrived,",Valerie,15.396121978759766
12,1,he,m,Match,"When he felt sad,",Bill,12.22983455657959
12,1,she,m,Mismatch,"When she felt sad,",Derek,15.142264366149902
12,1,she,f,Match,"When she felt sad,",Jennifer,12.736587524414062
12,1,he,f,Mismatch,"When he felt sad,",Veronica,16.568397521972656
13,1,he,m,Match,"When he was present,",Bill,10.961689949035645
13,1,she,m,Mismatch,"When she was present,",Michael,11.26521110534668
13,1,she,f,Match,"When she was present,",Laurie,14.318334579467773
13,1,he,f,Mismatch,"When he was present,",Ruth,15.195500373840332
14,1,he,m,Match,"When he was depressed,",Stephen,11.84168529510498
14,1,she,m,Mismatch,"When she was depressed,",Curtis,15.021620750427246
14,1,she,f,Match,"When she was depressed, the",actress,9.784089088439941
14,1,he,f,Mismatch,"When he was depressed,",Cindy,14.622267723083496
15,1,he,m,Match,"When he was around,",Lawrence,14.150151252746582
15,1,she,m,Mismatch,"When she was around,",Adam,13.139615058898926
15,1,she,f,Match,"When she was around,",Donna,13.763297080993652
15,1,he,f,Mismatch,"When he was around,",Tara,15.484451293945312
16,1,he,m,Match,"When he was near,",Craig,13.347646713256836
16,1,she,m,Mismatch,"When she was near,",Frank,12.429323196411133
16,1,she,f,Match,"When she was near, the",actress,11.329330444335938
16,1,he,f,Mismatch,"When he was near,",Donna,15.286487579345703
17,1,he,m,Match,"When he was in court,",Gerald,13.675810813903809
17,1,she,m,Mismatch,"When she was in court,",Daniel,12.497885704040527
17,1,she,f,Match,"When she was in court,",Tara,14.303037643432617
17,1,he,f,Mismatch,"When he was in court,",Monica,14.163471221923828
18,1,he,m,Match,"When he was poorly,",Matt,13.12938404083252
18,1,she,m,Mismatch,"When she was poorly,",Peter,13.033951759338379
18,1,she,f,Match,"When she was poorly,",Stacy,16.202295303344727
18,1,he,f,Mismatch,"When he was poorly,",Sonia,18.255401611328125
19,1,he,m,Match,"When he arrived, the",brother,12.5248384475708
19,1,she,m,Mismatch,"When she arrived,",Martin,11.569901466369629
19,1,she,f,Match,"When she arrived,",Allison,13.375504493713379
19,1,he,f,Mismatch,"When he arrived,",Leslie,14.38296127319336
20,1,he,m,Match,"When he was appointed,",Gary,14.204699516296387
20,1,she,m,Mismatch,"When she was appointed,",Curtis,14.989951133728027
20,1,she,f,Match,"When she was appointed,",Katherine,13.163444519042969
20,1,he,f,Mismatch,"When he was appointed,",Paula,15.923788070678711
21,1,he,m,Match,"When he was fired, the",brother,12.913346290588379
21,1,she,m,Mismatch,"When she was fired,",Gary,13.028915405273438
21,1,she,f,Match,"When she was fired,",Samantha,14.148503303527832
21,1,he,f,Mismatch,"When he was fired,",Rebecca,15.714289665222168
22,1,he,m,Match,"When he was close, the",husband,11.369980812072754
22,1,she,m,Mismatch,"When she was close,",William,13.33410930633545
22,1,she,f,Match,"When she was close,",Barbara,12.522339820861816
22,1,he,f,Mismatch,"When he was close,",Sandra,15.397787094116211
23,1,he,m,Match,"When he was retired,",Curtis,13.173526763916016
23,1,she,m,Mismatch,"When she was retired,",Daniel,12.237154006958008
23,1,she,f,Match,"When she was retired,",Tara,14.632495880126953
23,1,he,f,Mismatch,"When he was retired,",Donna,14.745894432067871
24,1,he,m,Match,"When he was abroad,",Roger,13.8609619140625
24,1,she,m,Mismatch,"When she was abroad,",George,11.877573013305664
24,1,she,f,Match,"When she was abroad,",April,13.548418998718262
24,1,he,f,Mismatch,"When he was abroad,",Katherine,15.07759952545166
25,1,he,m,Match,"When he was discovered, the",man,5.7809247970581055
25,1,she,m,Mismatch,"When she was discovered,",Peter,12.089577674865723
25,1,she,f,Match,"When she was discovered,",Heather,12.266735076904297
25,1,he,f,Mismatch,"When he was discovered,",Jessica,14.180272102355957
26,1,he,m,Match,"When he was busy,",Raymond,14.33767318725586
26,1,she,m,Mismatch,"When she was busy,",Stephen,13.160962104797363
26,1,she,f,Match,"When she was busy,",Allison,13.644484519958496
26,1,he,f,Mismatch,"When he was busy,",Barbara,13.2723388671875
27,1,he,m,Match,"When he was twenty-one,",Lawrence,12.497214317321777
27,1,she,m,Mismatch,"When she was twenty-one, the",husband,9.12532901763916
27,1,she,f,Match,"When she was twenty-one,",Jessica,12.029905319213867
27,1,he,f,Mismatch,"When he was twenty-one,",Pamela,15.825301170349121
28,1,he,m,Match,"When he was annoyed,",Michael,11.164668083190918
28,1,she,m,Mismatch,"When she was annoyed,",Peter,12.065577507019043
28,1,she,f,Match,"When she was annoyed,",Andrea,13.37868881225586
28,1,he,f,Mismatch,"When he was annoyed,",Nina,15.984419822692871
29,1,he,m,Match,"When he was in church,",Gerald,14.503132820129395
29,1,she,m,Mismatch,"When she was in church,",Frank,12.658547401428223
29,1,she,f,Match,"When she was in church,",Martha,12.785533905029297
29,1,he,f,Mismatch,"When he was in church, the",grandmother,13.349785804748535
30,1,he,m,Match,"When he was banished, the",boyfriend,16.738683700561523
30,1,she,m,Mismatch,"When she was banished,",Roger,14.160463333129883
30,1,she,f,Match,"When she was banished,",Elaine,13.711514472961426
30,1,he,f,Mismatch,"When he was banished,",Erin,15.362820625305176
31,1,he,m,Match,"When he was angry,",Roger,14.385031700134277
31,1,she,m,Mismatch,"When she was angry,",Walter,15.146379470825195
31,1,she,f,Match,"When she was angry,",Allison,15.166918754577637
31,1,he,f,Mismatch,"When he was angry,",Ellen,15.078465461730957
32,1,he,m,Match,"When he was distraught,",Curtis,13.597705841064453
32,1,she,m,Mismatch,"When she was distraught,",Raymond,14.483811378479004
32,1,she,f,Match,"When she was distraught,",Allison,13.030913352966309
32,1,he,f,Mismatch,"When he was distraught,",Heidi,15.935184478759766
1,1,he,m,Match,"When he was off work,",Gary,12.109723091125488
1,1,she,m,Mismatch,"When she was off work, the",boyfriend,10.153524398803711
1,1,she,f,Match,"When she was off work,",Jennifer,11.638811111450195
1,1,he,f,Mismatch,"When he was off work,",Andrea,13.617105484008789
2,1,he,m,Match,"When he arrived,",Martin,11.158879280090332
2,1,she,m,Mismatch,"When she arrived, the",man,6.1651611328125
2,1,she,f,Match,"When she arrived,",Katherine,13.90549087524414
2,1,he,f,Mismatch,"When he arrived,",Jennifer,14.40710163116455
3,1,he,m,Match,"When he was fed up,",Martin,11.469396591186523
3,1,she,m,Mismatch,"When she was fed up,",Lawrence,13.609487533569336
3,1,she,f,Match,"When she was fed up,",Theresa,13.888864517211914
3,1,he,f,Mismatch,"When he was fed up,",Martha,14.550323486328125
4,1,he,m,Match,"When he was talking,",Vincent,13.518868446350098
4,1,she,m,Mismatch,"When she was talking,",Michael,11.291748046875
4,1,she,f,Match,"When she was talking,",Cindy,13.70882797241211
4,1,he,f,Mismatch,"When he was talking,",Valerie,15.6658935546875
5,1,he,m,Match,"When he was nearby,",Martin,10.959091186523438
5,1,she,m,Mismatch,"When she was nearby,",Martin,11.511516571044922
5,1,she,f,Match,"When she was nearby,",Martha,14.243118286132812
5,1,he,f,Mismatch,"When he was nearby,",Eva,14.086875915527344
6,1,he,m,Match,"When he was lost,",James,10.675691604614258
6,1,she,m,Mismatch,"When she was lost,",Peter,11.541975975036621
6,1,she,f,Match,"When she was lost,",Patricia,14.081033706665039
6,1,he,f,Mismatch,"When he was lost,",Sara,14.408535957336426
7,1,he,m,Match,"When he was bad-tempered,",Gerald,16.089149475097656
7,1,she,m,Mismatch,"When she was bad-tempered,",Carl,14.4345064163208
7,1,she,f,Match,"When she was bad-tempered,",Sara,15.401813507080078
7,1,he,f,Mismatch,"When he was bad-tempered,",Elaine,16.8710994720459
8,1,he,m,Match,"When he was jealous,",Roger,14.108636856079102
8,1,she,m,Mismatch,"When she was jealous,",Carl,14.198739051818848
8,1,she,f,Match,"When she was jealous, the",daughter,8.764569282531738
8,1,he,f,Mismatch,"When he was jealous,",Ruth,15.380746841430664
9,1,he,m,Match,"When he was in residence,",Vincent,12.823163986206055
9,1,she,m,Mismatch,"When she was in residence, the",grandfather,12.962635040283203
9,1,she,f,Match,"When she was in residence, the",niece,14.753521919250488
9,1,he,f,Mismatch,"When he was in residence,",Heidi,17.561927795410156
10,1,he,m,Match,"When he was introduced,",Michael,10.616056442260742
10,1,she,m,Mismatch,"When she was introduced, the",boyfriend,12.103669166564941
10,1,she,f,Match,"When she was introduced,",Sara,13.616710662841797
10,1,he,f,Mismatch,"When he was introduced,",Margaret,12.97510814666748
11,1,he,m,Match,"When he arrived,",Jerry,13.245378494262695
11,1,she,m,Mismatch,"When she arrived,",Michael,11.415545463562012
11,1,she,f,Match,"When she arrived, the",daughter,10.204094886779785
11,1,he,f,Mismatch,"When he arrived,",Carolyn,16.18898582458496
12,1,he,m,Match,"When he felt sad,",Gerald,15.199549674987793
12,1,she,m,Mismatch,"When she felt sad,",Peter,13.093241691589355
12,1,she,f,Match,"When she felt sad,",Diane,14.76218318939209
12,1,he,f,Mismatch,"When he felt sad,",Barbara,14.205968856811523
13,1,he,m,Match,"When he was present,",Michael,10.862890243530273
13,1,she,m,Mismatch,"When she was present,",James,10.815176963806152
13,1,she,f,Match,"When she was present,",Rebecca,13.175990104675293
13,1,he,f,Mismatch,"When he was present,",Monica,14.73884391784668
14,1,he,m,Match,"When he was depressed,",Gregory,13.256125450134277
14,1,she,m,Mismatch,"When she was depressed,",Derek,13.83111572265625
14,1,she,f,Match,"When she was depressed,",Heidi,15.618668556213379
14,1,he,f,Mismatch,"When he was depressed,",Heather,13.43680477142334
15,1,he,m,Match,"When he was around,",Matt,12.251164436340332
15,1,she,m,Mismatch,"When she was around,",Paul,11.613930702209473
15,1,she,f,Match,"When she was around, the",niece,15.5480318069458
15,1,he,f,Mismatch,"When he was around,",Ruth,15.237455368041992
16,1,he,m,Match,"When he was near, the",grandfather,13.217608451843262
16,1,she,m,Mismatch,"When she was near,",Theodore,14.620665550231934
16,1,she,f,Match,"When she was near,",Margaret,13.04222297668457
16,1,he,f,Mismatch,"When he was near,",Theresa,14.63117790222168
17,1,he,m,Match,"When he was in court,",Walter,13.677814483642578
17,1,she,m,Mismatch,"When she was in court,",Patrick,12.727191925048828
17,1,she,f,Match,"When she was in court,",Gina,13.53623104095459
17,1,he,f,Mismatch,"When he was in court,",Lisa,13.615118980407715
18,1,he,m,Match,"When he was poorly,",Scott,11.411285400390625
18,1,she,m,Mismatch,"When she was poorly,",Craig,16.798219680786133
18,1,she,f,Match,"When she was poorly,",Lisa,12.166563987731934
18,1,he,f,Mismatch,"When he was poorly,",Patricia,16.378562927246094
19,1,he,m,Match,"When he arrived,",Lawrence,13.14462947845459
19,1,she,m,Mismatch,"When she arrived,",Matt,12.215213775634766
19,1,she,f,Match,"When she arrived,",Melissa,12.614113807678223
19,1,he,f,Mismatch,"When he arrived,",Emily,13.832529067993164
20,1,he,m,Match,"When he was appointed,",Peter,10.89632511138916
20,1,she,m,Mismatch,"When she was appointed, the",boyfriend,14.931602478027344
20,1,she,f,Match,"When she was appointed,",Nina,14.728987693786621
20,1,he,f,Mismatch,"When he was appointed,",Stacy,18.936033248901367
21,1,he,m,Match,"When he was fired, the",boyfriend,14.469411849975586
21,1,she,m,Mismatch,"When she was fired,",Raymond,14.396477699279785
21,1,she,f,Match,"When she was fired,",Theresa,13.489542961120605
21,1,he,f,Mismatch,"When he was fired,",Eva,15.997706413269043
22,1,he,m,Match,"When he was close,",Stephen,12.534058570861816
22,1,she,m,Mismatch,"When she was close, the",brother,11.019445419311523
22,1,she,f,Match,"When she was close,",Heidi,15.378297805786133
22,1,he,f,Mismatch,"When he was close,",Melissa,14.67822265625
23,1,he,m,Match,"When he was retired, the",grandfather,13.848992347717285
23,1,she,m,Mismatch,"When she was retired, the",boyfriend,11.684718132019043
23,1,she,f,Match,"When she was retired,",Stacy,14.897244453430176
23,1,he,f,Mismatch,"When he was retired, the",daughter,11.58878231048584
24,1,he,m,Match,"When he was abroad,",Raymond,14.42789363861084
24,1,she,m,Mismatch,"When she was abroad,",Lawrence,13.866716384887695
24,1,she,f,Match,"When she was abroad,",Holly,15.382804870605469
24,1,he,f,Mismatch,"When he was abroad, the",niece,16.198383331298828
25,1,he,m,Match,"When he was discovered,",Patrick,12.683637619018555
25,1,she,m,Mismatch,"When she was discovered,",Gregory,13.523381233215332
25,1,she,f,Match,"When she was discovered,",Margaret,12.63919734954834
25,1,he,f,Mismatch,"When he was discovered,",Theresa,14.025873184204102
26,1,he,m,Match,"When he was busy,",Robert,11.69898509979248
26,1,she,m,Mismatch,"When she was busy,",Craig,13.784000396728516
26,1,she,f,Match,"When she was busy,",Diane,14.204265594482422
26,1,he,f,Mismatch,"When he was busy,",Stacy,16.24937629699707
27,1,he,m,Match,"When he was twenty-one,",James,9.386845588684082
27,1,she,m,Mismatch,"When she was twenty-one,",Stephen,12.72925853729248
27,1,she,f,Match,"When she was twenty-one,",Eva,13.026598930358887
27,1,he,f,Mismatch,"When he was twenty-one,",Wendy,16.461095809936523
28,1,he,m,Match,"When he was annoyed, the",grandfather,13.22659683227539
28,1,she,m,Mismatch,"When she was annoyed,",Walter,14.385263442993164
28,1,she,f,Match,"When she was annoyed,",Nina,15.15560245513916
28,1,he,f,Mismatch,"When he was annoyed,",Theresa,15.040923118591309
29,1,he,m,Match,"When he was in church,",Matt,11.542750358581543
29,1,she,m,Mismatch,"When she was in church,",Lawrence,13.801481246948242
29,1,she,f,Match,"When she was in church,",Amy,13.132648468017578
29,1,he,f,Mismatch,"When he was in church,",Carmen,17.440593719482422
30,1,he,m,Match,"When he was banished,",Matt,12.714322090148926
30,1,she,m,Mismatch,"When she was banished,",Patrick,13.870481491088867
30,1,she,f,Match,"When she was banished,",Paula,14.958700180053711
30,1,he,f,Mismatch,"When he was banished,",Rebecca,14.51548957824707
31,1,he,m,Match,"When he was angry,",Peter,12.08577823638916
31,1,she,m,Mismatch,"When she was angry,",Craig,15.166250228881836
31,1,she,f,Match,"When she was angry,",Eva,15.939703941345215
31,1,he,f,Mismatch,"When he was angry,",Amy,13.286706924438477
32,1,he,m,Match,"When he was distraught,",Alan,13.391467094421387
32,1,she,m,Mismatch,"When she was distraught,",Martin,11.215645790100098
32,1,she,f,Match,"When she was distraught,",Jennifer,11.8919095993042
32,1,he,f,Mismatch,"When he was distraught,",Jessica,12.441849708557129
1,1,he,m,Match,"When he was off work,",Rodney,14.502559661865234
1,1,she,m,Mismatch,"When she was off work,",James,11.336440086364746
1,1,she,f,Match,"When she was off work,",Diane,12.649572372436523
1,1,he,f,Mismatch,"When he was off work,",Gina,14.427360534667969
2,1,he,m,Match,"When he arrived,",Matt,12.228229522705078
2,1,she,m,Mismatch,"When she arrived,",Walter,13.798130989074707
2,1,she,f,Match,"When she arrived,",Theresa,13.343128204345703
2,1,he,f,Mismatch,"When he arrived,",Rose,12.140130996704102
3,1,he,m,Match,"When he was fed up,",Michael,10.87882137298584
3,1,she,m,Mismatch,"When she was fed up,",Robert,12.882835388183594
3,1,she,f,Match,"When she was fed up,",Heather,12.677237510681152
3,1,he,f,Mismatch,"When he was fed up,",Brenda,15.569616317749023
4,1,he,m,Match,"When he was talking, the",son,10.308052062988281
4,1,she,m,Mismatch,"When she was talking,",Carl,13.189973831176758
4,1,she,f,Match,"When she was talking,",Jennifer,12.597506523132324
4,1,he,f,Mismatch,"When he was talking, the",grandmother,13.622820854187012
5,1,he,m,Match,"When he was nearby,",Marcus,12.25347900390625
5,1,she,m,Mismatch,"When she was nearby,",Rodney,15.132585525512695
5,1,she,f,Match,"When she was nearby,",Brenda,13.830580711364746
5,1,he,f,Mismatch,"When he was nearby,",Sara,14.060327529907227
6,1,he,m,Match,"When he was lost,",Matt,12.2121000289917
6,1,she,m,Mismatch,"When she was lost,",Stephen,13.407929420471191
6,1,she,f,Match,"When she was lost,",Dawn,13.803142547607422
6,1,he,f,Mismatch,"When he was lost,",Nancy,14.531637191772461
7,1,he,m,Match,"When he was bad-tempered,",Lawrence,16.555269241333008
7,1,she,m,Mismatch,"When she was bad-tempered,",Robert,13.870524406433105
7,1,she,f,Match,"When she was bad-tempered,",Martha,14.741752624511719
7,1,he,f,Mismatch,"When he was bad-tempered,",Sandra,18.169021606445312
8,1,he,m,Match,"When he was jealous,",Rodney,16.29697036743164
8,1,she,m,Mismatch,"When she was jealous,",David,12.51984691619873
8,1,she,f,Match,"When she was jealous,",Nancy,14.485787391662598
8,1,he,f,Mismatch,"When he was jealous,",Brenda,14.92216682434082
9,1,he,m,Match,"When he was in residence,",Rodney,15.555228233337402
9,1,she,m,Mismatch,"When she was in residence,",David,12.033669471740723
9,1,she,f,Match,"When she was in residence,",Michelle,12.656417846679688
9,1,he,f,Mismatch,"When he was in residence,",Rose,13.188581466674805
10,1,he,m,Match,"When he was introduced,",Vincent,13.483087539672852
10,1,she,m,Mismatch,"When she was introduced,",Stephen,13.079090118408203
10,1,she,f,Match,"When she was introduced,",Patricia,13.06063175201416
10,1,he,f,Mismatch,"When he was introduced,",Brenda,15.96985149383545
11,1,he,m,Match,"When he arrived,",Noah,14.065248489379883
11,1,she,m,Mismatch,"When she arrived,",Carl,13.988923072814941
11,1,she,f,Match,"When she arrived,",Michelle,12.169384956359863
11,1,he,f,Mismatch,"When he arrived,",Martha,14.606470108032227
12,1,he,m,Match,"When he felt sad,",Marcus,12.634284019470215
12,1,she,m,Mismatch,"When she felt sad, the",son,10.421598434448242
12,1,she,f,Match,"When she felt sad,",Martha,13.875732421875
12,1,he,f,Mismatch,"When he felt sad,",Brenda,15.135149002075195
13,1,he,m,Match,"When he was present,",James,10.190115928649902
13,1,she,m,Mismatch,"When she was present, the",son,9.939584732055664
13,1,she,f,Match,"When she was present,",Jessica,12.470962524414062
13,1,he,f,Mismatch,"When he was present,",Allison,15.111129760742188
14,1,he,m,Match,"When he was depressed,",Rodney,14.780573844909668
14,1,she,m,Mismatch,"When she was depressed,",Robert,12.905989646911621
14,1,she,f,Match,"When she was depressed,",Melissa,13.156792640686035
14,1,he,f,Mismatch,"When he was depressed,",Brenda,15.057936668395996
15,1,he,m,Match,"When he was around,",Marcus,12.594579696655273
15,1,she,m,Mismatch,"When she was around,",Alan,14.14277458190918
15,1,she,f,Match,"When she was around,",Dawn,14.4060697555542
15,1,he,f,Mismatch,"When he was around,",Allison,15.44227123260498
16,1,he,m,Match,"When he was near,",Carl,12.48097038269043
16,1,she,m,Mismatch,"When she was near,",Vincent,13.199797630310059
16,1,she,f,Match,"When she was near,",Brenda,14.057289123535156
16,1,he,f,Mismatch,"When he was near,",Amy,12.837373733520508
17,1,he,m,Match,"When he was in court,",Robert,11.302252769470215
17,1,she,m,Mismatch,"When she was in court,",Carl,13.929012298583984
17,1,she,f,Match,"When she was in court,",Sara,13.38915729522705
17,1,he,f,Mismatch,"When he was in court,",Sarah,12.858285903930664
18,1,he,m,Match,"When he was poorly,",Noah,15.083931922912598
18,1,she,m,Mismatch,"When she was poorly, the",grandfather,13.536421775817871
18,1,she,f,Match,"When she was poorly,",Heather,14.138943672180176
18,1,he,f,Mismatch,"When he was poorly,",Brenda,16.09937286376953
19,1,he,m,Match,"When he arrived, the",grandfather,13.88910961151123
19,1,she,m,Mismatch,"When she arrived,",Marcus,12.84185791015625
19,1,she,f,Match,"When she arrived,",Nina,14.477327346801758
19,1,he,f,Mismatch,"When he arrived,",Diane,14.970101356506348
20,1,he,m,Match,"When he was appointed,",Stephen,12.317160606384277
20,1,she,m,Mismatch,"When she was appointed,",Craig,14.119779586791992
20,1,she,f,Match,"When she was appointed,",Jennifer,14.288579940795898
20,1,he,f,Mismatch,"When he was appointed,",Carolyn,17.41066551208496
21,1,he,m,Match,"When he was fired,",Matt,11.356959342956543
21,1,she,m,Mismatch,"When she was fired,",Martin,11.826369285583496
21,1,she,f,Match,"When she was fired,",Patricia,12.97591781616211
21,1,he,f,Mismatch,"When he was fired,",Nancy,13.851957321166992
22,1,he,m,Match,"When he was close,",David,11.550251960754395
22,1,she,m,Mismatch,"When she was close,",Michael,11.73315715789795
22,1,she,f,Match,"When she was close,",Lisa,12.518696784973145
22,1,he,f,Mismatch,"When he was close,",Heather,13.823075294494629
23,1,he,m,Match,"When he was retired,",Rodney,15.468611717224121
23,1,she,m,Mismatch,"When she was retired,",Michael,11.240585327148438
23,1,she,f,Match,"When she was retired,",Amy,11.922694206237793
23,1,he,f,Mismatch,"When he was retired,",Heather,14.381120681762695
24,1,he,m,Match,"When he was abroad,",Noah,14.575028419494629
