exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2_surp
About,aggravates,438,438_M_him,m,Match,obj,The story about Aaron aggravates,him,6.400606632232666
About,aggravates,438,438_F_him,f,Mismatch,obj,The story about that woman aggravates,him,6.950033664703369
About,aggravates,438,438_M_his,m,Match,poss,The story about Aaron aggravates,his,5.746159076690674
About,aggravates,438,438_F_his,f,Mismatch,poss,The story about that woman aggravates,his,6.5984954833984375
About,scared,439,439_M_him,m,Match,obj,The essay about Russell scared,him,5.961988925933838
About,scared,439,439_F_him,f,Mismatch,obj,The essay about that mother scared,him,4.502438545227051
About,scared,439,439_M_his,m,Match,poss,The essay about Russell scared,his,6.277379512786865
About,scared,439,439_F_his,f,Mismatch,poss,The essay about that mother scared,his,8.051401138305664
About,had hurt,440,440_M_him,m,Match,obj,The report about this grandfather had hurt,him,3.471308708190918
About,had hurt,440,440_F_him,f,Mismatch,obj,The report about Kendra had hurt,him,4.702927112579346
About,had hurt,440,440_M_his,m,Match,poss,The report about this grandfather had hurt,his,3.398630380630493
About,had hurt,440,440_F_his,f,Mismatch,poss,The report about Kendra had hurt,his,4.548533916473389
About,was worrying,441,441_M_him,m,Match,obj,The documentary about Brian was worrying,him,5.545141696929932
About,was worrying,441,441_F_him,f,Mismatch,obj,The documentary about Christina was worrying,him,6.847892761230469
About,was worrying,441,441_M_his,m,Match,poss,The documentary about Brian was worrying,his,7.802335262298584
About,was worrying,441,441_F_his,f,Mismatch,poss,The documentary about Christina was worrying,his,9.478880882263184
About,couldn't embarrass,442,442_M_him,m,Match,obj,The commentary about Adam couldn't embarrass,him,2.216667413711548
About,couldn't embarrass,442,442_F_him,f,Mismatch,obj,The commentary about this daughter couldn't embarrass,him,3.8611302375793457
About,couldn't embarrass,442,442_M_his,m,Match,poss,The commentary about Adam couldn't embarrass,his,5.405561447143555
About,couldn't embarrass,442,442_F_his,f,Mismatch,poss,The commentary about this daughter couldn't embarrass,his,7.586169719696045
About,stuns,443,443_M_him,m,Match,obj,The show about Steven stuns,him,6.058051109313965
About,stuns,443,443_F_him,f,Mismatch,obj,The show about Jennifer stuns,him,5.903540134429932
About,stuns,443,443_M_his,m,Match,poss,The show about Steven stuns,his,5.419805526733398
About,stuns,443,443_F_his,f,Mismatch,poss,The show about Jennifer stuns,his,7.157521724700928
About,harms,444,444_M_him,m,Match,obj,The book about Randolf harms,him,5.486885070800781
About,harms,444,444_F_him,f,Mismatch,obj,The book about Brenda harms,him,6.15064001083374
About,harms,444,444_M_his,m,Match,poss,The book about Randolf harms,his,5.24999475479126
About,harms,444,444_F_his,f,Mismatch,poss,The book about Brenda harms,his,6.052954196929932
About,underwhelms,445,445_M_him,m,Match,obj,The pamphlet about Ronald underwhelms,him,6.463461399078369
About,underwhelms,445,445_F_him,f,Mismatch,obj,The pamphlet about the grandmother underwhelms,him,6.388370990753174
About,underwhelms,445,445_M_his,m,Match,poss,The pamphlet about Ronald underwhelms,his,5.8255791664123535
About,underwhelms,445,445_F_his,f,Mismatch,poss,The pamphlet about the grandmother underwhelms,his,6.0804643630981445
About,bores,446,446_M_him,m,Match,obj,The brochure about the guy bores,him,6.823620796203613
About,bores,446,446_F_him,f,Mismatch,obj,The brochure about Carmen bores,him,7.813025951385498
About,bores,446,446_M_his,m,Match,poss,The brochure about the guy bores,his,5.2462239265441895
About,bores,446,446_F_his,f,Mismatch,poss,The brochure about Carmen bores,his,8.694808959960938
About,bothered,447,447_M_him,m,Match,obj,The play about the grandson bothered,him,5.299561500549316
About,bothered,447,447_F_him,f,Mismatch,obj,The play about Samantha bothered,him,5.652825832366943
About,bothered,447,447_M_his,m,Match,poss,The play about the grandson bothered,his,8.186646461486816
About,bothered,447,447_F_his,f,Mismatch,poss,The play about Samantha bothered,his,8.300060272216797
About,won't embarrass,448,448_M_him,m,Match,obj,The movie about Brett won't embarrass,him,4.136913776397705
About,won't embarrass,448,448_F_him,f,Mismatch,obj,The movie about Natalie won't embarrass,him,6.565969467163086
About,won't embarrass,448,448_M_his,m,Match,poss,The movie about Brett won't embarrass,his,5.989902019500732
About,won't embarrass,448,448_F_his,f,Mismatch,poss,The movie about Natalie won't embarrass,his,9.539887428283691
About,stunned,449,449_M_him,m,Match,obj,The newspaper article about Thomas stunned,him,4.666852951049805
About,stunned,449,449_F_him,f,Mismatch,obj,The newspaper article about Sonia stunned,him,4.575418949127197
About,stunned,449,449_M_his,m,Match,poss,The newspaper article about Thomas stunned,his,3.954773426055908
About,stunned,449,449_F_his,f,Mismatch,poss,The newspaper article about Sonia stunned,his,5.345790863037109
About,upsets,450,450_M_him,m,Match,obj,The story about David upsets,him,3.5945956707000732
About,upsets,450,450_F_him,f,Mismatch,obj,The story about Vanessa upsets,him,4.160581588745117
About,upsets,450,450_M_his,m,Match,poss,The story about David upsets,his,3.065769672393799
About,upsets,450,450_F_his,f,Mismatch,poss,The story about Vanessa upsets,his,7.014183521270752
About,did disturb,451,451_M_him,m,Match,obj,The essay about Daniel did disturb,him,5.357348442077637
About,did disturb,451,451_F_him,f,Mismatch,obj,The essay about Naomi did disturb,him,6.300783634185791
About,did disturb,451,451_M_his,m,Match,poss,The essay about Daniel did disturb,his,6.530816078186035
About,did disturb,451,451_F_his,f,Mismatch,poss,The essay about Naomi did disturb,his,8.228706359863281
About,aggravated,452,452_M_him,m,Match,obj,The report about this son aggravated,him,6.31110954284668
About,aggravated,452,452_F_him,f,Mismatch,obj,The report about Sarah aggravated,him,6.799536228179932
About,aggravated,452,452_M_his,m,Match,poss,The report about this son aggravated,his,3.3839595317840576
About,aggravated,452,452_F_his,f,Mismatch,poss,The report about Sarah aggravated,his,5.0373334884643555
About,wouldn't aggravate,453,453_M_him,m,Match,obj,The documentary about Guy wouldn't aggravate,him,4.452089309692383
About,wouldn't aggravate,453,453_F_him,f,Mismatch,obj,The documentary about Renee wouldn't aggravate,him,6.228348255157471
About,wouldn't aggravate,453,453_M_his,m,Match,poss,The documentary about Guy wouldn't aggravate,his,3.722365617752075
About,wouldn't aggravate,453,453_F_his,f,Mismatch,poss,The documentary about Renee wouldn't aggravate,his,5.476357460021973
About,has helped,454,454_M_him,m,Match,obj,The commentary about John has helped,him,5.585533618927002
About,has helped,454,454_F_him,f,Mismatch,obj,The commentary about Gina has helped,him,6.512055397033691
About,has helped,454,454_M_his,m,Match,poss,The commentary about John has helped,his,7.877014636993408
About,has helped,454,454_F_his,f,Mismatch,poss,The commentary about Gina has helped,his,8.873617172241211
About,annoys,455,455_M_him,m,Match,obj,The show about Travis annoys,him,6.920862674713135
About,annoys,455,455_F_him,f,Mismatch,obj,The show about Julia annoys,him,7.050460338592529
About,annoys,455,455_M_his,m,Match,poss,The show about Travis annoys,his,7.250123023986816
About,annoys,455,455_F_his,f,Mismatch,poss,The show about Julia annoys,his,8.835590362548828
About,wasn't alarming,456,456_M_him,m,Match,obj,The book about Bill wasn't alarming,him,8.226293563842773
About,wasn't alarming,456,456_F_him,f,Mismatch,obj,The book about that daughter wasn't alarming,him,7.885591506958008
About,wasn't alarming,456,456_M_his,m,Match,poss,The book about Bill wasn't alarming,his,10.628403663635254
About,wasn't alarming,456,456_F_his,f,Mismatch,poss,The book about that daughter wasn't alarming,his,11.032395362854004
About,was hurting,457,457_M_him,m,Match,obj,The pamphlet about Liam was hurting,him,3.4877586364746094
About,was hurting,457,457_F_him,f,Mismatch,obj,The pamphlet about Bethany was hurting,him,4.9692583084106445
About,was hurting,457,457_M_his,m,Match,poss,The pamphlet about Liam was hurting,his,2.826002359390259
About,was hurting,457,457_F_his,f,Mismatch,poss,The pamphlet about Bethany was hurting,his,5.347950458526611
About,hindered,458,458_M_him,m,Match,obj,The brochure about Aaron hindered,him,4.285904407501221
About,hindered,458,458_F_him,f,Mismatch,obj,The brochure about Tara hindered,him,5.9622650146484375
About,hindered,458,458_M_his,m,Match,poss,The brochure about Aaron hindered,his,3.187086582183838
About,hindered,458,458_F_his,f,Mismatch,poss,The brochure about Tara hindered,his,4.996201992034912
About,should astound,459,459_M_him,m,Match,obj,The play about Daniel should astound,him,8.046521186828613
About,should astound,459,459_F_him,f,Mismatch,obj,The play about Kimberley should astound,him,9.342318534851074
About,should astound,459,459_M_his,m,Match,poss,The play about Daniel should astound,his,8.267539978027344
About,should astound,459,459_F_his,f,Mismatch,poss,The play about Kimberley should astound,his,9.56606674194336
About,hadn't embarrassed,460,460_M_him,m,Match,obj,The movie about Todd hadn't embarrassed,him,2.284841299057007
About,hadn't embarrassed,460,460_F_him,f,Mismatch,obj,The movie about Carrie hadn't embarrassed,him,3.7600951194763184
About,hadn't embarrassed,460,460_M_his,m,Match,poss,The movie about Todd hadn't embarrassed,his,5.019744873046875
About,hadn't embarrassed,460,460_F_his,f,Mismatch,poss,The movie about Carrie hadn't embarrassed,his,7.235872745513916
About,alarms,461,461_M_him,m,Match,obj,The newspaper article about the brother alarms,him,4.317054748535156
About,alarms,461,461_F_him,f,Mismatch,obj,The newspaper article about that woman alarms,him,4.887354850769043
About,alarms,461,461_M_his,m,Match,poss,The newspaper article about the brother alarms,his,4.612744331359863
About,alarms,461,461_F_his,f,Mismatch,poss,The newspaper article about that woman alarms,his,6.300209999084473
About,has impressed,462,462_M_him,m,Match,obj,The story about Richard has impressed,him,7.001885414123535
About,has impressed,462,462_F_him,f,Mismatch,obj,The story about Sabrina has impressed,him,7.569308757781982
About,has impressed,462,462_M_his,m,Match,poss,The story about Richard has impressed,his,8.174076080322266
About,has impressed,462,462_F_his,f,Mismatch,poss,The story about Sabrina has impressed,his,9.164118766784668
About,harmed,463,463_M_him,m,Match,obj,The essay about Theodore harmed,him,4.304086685180664
About,harmed,463,463_F_him,f,Mismatch,obj,The essay about Pamela harmed,him,5.1876983642578125
About,harmed,463,463_M_his,m,Match,poss,The essay about Theodore harmed,his,3.758244037628174
About,harmed,463,463_F_his,f,Mismatch,poss,The essay about Pamela harmed,his,5.691605091094971
About,alarmed,464,464_M_him,m,Match,obj,The report about the ex-boyfriend alarmed,him,4.682342529296875
About,alarmed,464,464_F_him,f,Mismatch,obj,The report about Patricia alarmed,him,5.194103240966797
About,alarmed,464,464_M_his,m,Match,poss,The report about the ex-boyfriend alarmed,his,5.145974636077881
About,alarmed,464,464_F_his,f,Mismatch,poss,The report about Patricia alarmed,his,5.883101463317871
About,upsets,465,465_M_him,m,Match,obj,The documentary about Scott upsets,him,3.8324880599975586
About,upsets,465,465_F_him,f,Mismatch,obj,The documentary about this girl upsets,him,6.168395519256592
About,upsets,465,465_M_his,m,Match,poss,The documentary about Scott upsets,his,3.4846813678741455
About,upsets,465,465_F_his,f,Mismatch,poss,The documentary about this girl upsets,his,8.225143432617188
About,underwhelms,466,466_M_him,m,Match,obj,The commentary about Randolf underwhelms,him,7.0470662117004395
About,underwhelms,466,466_F_him,f,Mismatch,obj,The commentary about Christina underwhelms,him,7.474314212799072
About,underwhelms,466,466_M_his,m,Match,poss,The commentary about Randolf underwhelms,his,7.207381248474121
About,underwhelms,466,466_F_his,f,Mismatch,poss,The commentary about Christina underwhelms,his,7.225305557250977
About,hadn't worried,467,467_M_him,m,Match,obj,The show about Travis hadn't worried,him,2.362614393234253
About,hadn't worried,467,467_F_him,f,Mismatch,obj,The show about Sara hadn't worried,him,3.911494255065918
About,hadn't worried,467,467_M_his,m,Match,poss,The show about Travis hadn't worried,his,7.360248565673828
About,hadn't worried,467,467_F_his,f,Mismatch,poss,The show about Sara hadn't worried,his,9.388819694519043
About,overwhelmed,468,468_M_him,m,Match,obj,The book about that boyfriend overwhelmed,him,4.9512619972229
About,overwhelmed,468,468_F_him,f,Mismatch,obj,The book about Donna overwhelmed,him,6.351682662963867
About,overwhelmed,468,468_M_his,m,Match,poss,The book about that boyfriend overwhelmed,his,5.444502353668213
About,overwhelmed,468,468_F_his,f,Mismatch,poss,The book about Donna overwhelmed,his,7.085049629211426
About,wasn't harming,469,469_M_him,m,Match,obj,The pamphlet about Eric wasn't harming,him,3.672635793685913
About,wasn't harming,469,469_F_him,f,Mismatch,obj,The pamphlet about Diane wasn't harming,him,5.468966484069824
About,wasn't harming,469,469_M_his,m,Match,poss,The pamphlet about Eric wasn't harming,his,4.01520299911499
About,wasn't harming,469,469_F_his,f,Mismatch,poss,The pamphlet about Diane wasn't harming,his,6.413984775543213
About,wasn't aggravating,470,470_M_him,m,Match,obj,The brochure about Bruce wasn't aggravating,him,4.366296768188477
About,wasn't aggravating,470,470_F_him,f,Mismatch,obj,The brochure about Christina wasn't aggravating,him,6.374210834503174
About,wasn't aggravating,470,470_M_his,m,Match,poss,The brochure about Bruce wasn't aggravating,his,5.920656681060791
About,wasn't aggravating,470,470_F_his,f,Mismatch,poss,The brochure about Christina wasn't aggravating,his,8.276641845703125
About,wasn't scaring,471,471_M_him,m,Match,obj,The play about Gary wasn't scaring,him,3.4258241653442383
About,wasn't scaring,471,471_F_him,f,Mismatch,obj,The play about that lady wasn't scaring,him,4.290223598480225
About,wasn't scaring,471,471_M_his,m,Match,poss,The play about Gary wasn't scaring,his,6.953751564025879
About,wasn't scaring,471,471_F_his,f,Mismatch,poss,The play about that lady wasn't scaring,his,9.01652717590332
About,aids,472,472_M_him,m,Match,obj,The movie about Brett aids,him,5.418719291687012
About,aids,472,472_F_him,f,Mismatch,obj,The movie about Christine aids,him,5.487859725952148
About,aids,472,472_M_his,m,Match,poss,The movie about Brett aids,his,4.060634136199951
About,aids,472,472_F_his,f,Mismatch,poss,The movie about Christine aids,his,6.337899684906006
About,harms,473,473_M_him,m,Match,obj,The newspaper article about Wayne harms,him,6.540626049041748
About,harms,473,473_F_him,f,Mismatch,obj,The newspaper article about Kimberley harms,him,5.637902736663818
About,harms,473,473_M_his,m,Match,poss,The newspaper article about Wayne harms,his,3.4758236408233643
About,harms,473,473_F_his,f,Mismatch,poss,The newspaper article about Kimberley harms,his,5.8150482177734375
About,shouldn't overwhelm,474,474_M_him,m,Match,obj,The story about Randolf shouldn't overwhelm,him,5.6605000495910645
About,shouldn't overwhelm,474,474_F_him,f,Mismatch,obj,The story about Amelia shouldn't overwhelm,him,6.7439093589782715
About,shouldn't overwhelm,474,474_M_his,m,Match,poss,The story about Randolf shouldn't overwhelm,his,6.122955322265625
About,shouldn't overwhelm,474,474_F_his,f,Mismatch,poss,The story about Amelia shouldn't overwhelm,his,7.803114414215088
About,had scared,475,475_M_him,m,Match,obj,The essay about Aaron had scared,him,4.430898189544678
About,had scared,475,475_F_him,f,Mismatch,obj,The essay about Anna had scared,him,4.446234226226807
About,had scared,475,475_M_his,m,Match,poss,The essay about Aaron had scared,his,6.32274055480957
About,had scared,475,475_F_his,f,Mismatch,poss,The essay about Anna had scared,his,7.6089768409729
About,hinders,476,476_M_him,m,Match,obj,The report about Gerald hinders,him,7.918558597564697
About,hinders,476,476_F_him,f,Mismatch,obj,The report about Veronica hinders,him,7.985169410705566
About,hinders,476,476_M_his,m,Match,poss,The report about Gerald hinders,his,5.705942630767822
About,hinders,476,476_F_his,f,Mismatch,poss,The report about Veronica hinders,his,6.717407703399658
About,stunned,477,477_M_him,m,Match,obj,The documentary about Peter stunned,him,6.116366386413574
About,stunned,477,477_F_him,f,Mismatch,obj,The documentary about Wendy stunned,him,6.143615245819092
About,stunned,477,477_M_his,m,Match,poss,The documentary about Peter stunned,his,4.455878257751465
About,stunned,477,477_F_his,f,Mismatch,poss,The documentary about Wendy stunned,his,6.222688674926758
About,hadn't alarmed,478,478_M_him,m,Match,obj,The commentary about Kevin hadn't alarmed,him,3.096142292022705
About,hadn't alarmed,478,478_F_him,f,Mismatch,obj,The commentary about Jane hadn't alarmed,him,3.9411914348602295
About,hadn't alarmed,478,478_M_his,m,Match,poss,The commentary about Kevin hadn't alarmed,his,5.702507495880127
About,hadn't alarmed,478,478_F_his,f,Mismatch,poss,The commentary about Jane hadn't alarmed,his,7.35690450668335
About,disgusts,479,479_M_him,m,Match,obj,The show about the grandson disgusts,him,5.991157054901123
About,disgusts,479,479_F_him,f,Mismatch,obj,The show about Cindy disgusts,him,6.587224960327148
About,disgusts,479,479_M_his,m,Match,poss,The show about the grandson disgusts,his,7.91606330871582
About,disgusts,479,479_F_his,f,Mismatch,poss,The show about Cindy disgusts,his,8.339356422424316
About,has hurt,480,480_M_him,m,Match,obj,The book about Donald has hurt,him,3.6053292751312256
About,has hurt,480,480_F_him,f,Mismatch,obj,The book about the lady has hurt,him,4.746671676635742
About,has hurt,480,480_M_his,m,Match,poss,The book about Donald has hurt,his,3.4698235988616943
About,has hurt,480,480_F_his,f,Mismatch,poss,The book about the lady has hurt,his,5.643336296081543
About,had aided,481,481_M_him,m,Match,obj,The pamphlet about Larry had aided,him,2.8515756130218506
About,had aided,481,481_F_him,f,Mismatch,obj,The pamphlet about that actress had aided,him,3.8212435245513916
About,had aided,481,481_M_his,m,Match,poss,The pamphlet about Larry had aided,his,4.427685260772705
About,had aided,481,481_F_his,f,Mismatch,poss,The pamphlet about that actress had aided,his,5.698424816131592
About,disgusted,482,482_M_him,m,Match,obj,The brochure about Steven disgusted,him,5.977938652038574
About,disgusted,482,482_F_him,f,Mismatch,obj,The brochure about Lori disgusted,him,5.769815921783447
About,disgusted,482,482_M_his,m,Match,poss,The brochure about Steven disgusted,his,5.26257848739624
About,disgusted,482,482_F_his,f,Mismatch,poss,The brochure about Lori disgusted,his,7.013275146484375
About,wasn't scaring,483,483_M_him,m,Match,obj,The play about the grandfather wasn't scaring,him,3.3875679969787598
About,wasn't scaring,483,483_F_him,f,Mismatch,obj,The play about Pamela wasn't scaring,him,4.148477554321289
About,wasn't scaring,483,483_M_his,m,Match,poss,The play about the grandfather wasn't scaring,his,7.069086074829102
About,wasn't scaring,483,483_F_his,f,Mismatch,poss,The play about Pamela wasn't scaring,his,8.322070121765137
About,overwhelms,484,484_M_him,m,Match,obj,The movie about Joel overwhelms,him,5.894729137420654
About,overwhelms,484,484_F_him,f,Mismatch,obj,The movie about Eva overwhelms,him,6.079505443572998
About,overwhelms,484,484_M_his,m,Match,poss,The movie about Joel overwhelms,his,5.5012335777282715
About,overwhelms,484,484_F_his,f,Mismatch,poss,The movie about Eva overwhelms,his,7.134471893310547
About,hinders,485,485_M_him,m,Match,obj,The newspaper article about this father hinders,him,5.923757076263428
About,hinders,485,485_F_him,f,Mismatch,obj,The newspaper article about Diane hinders,him,7.268618106842041
About,hinders,485,485_M_his,m,Match,poss,The newspaper article about this father hinders,his,3.5063579082489014
About,hinders,485,485_F_his,f,Mismatch,poss,The newspaper article about Diane hinders,his,5.751758575439453
About,has helped,486,486_M_him,m,Match,obj,The story about Guy has helped,him,6.285949230194092
About,has helped,486,486_F_him,f,Mismatch,obj,The story about Ella has helped,him,6.731633186340332
About,has helped,486,486_M_his,m,Match,poss,The story about Guy has helped,his,8.748167991638184
About,has helped,486,486_F_his,f,Mismatch,poss,The story about Ella has helped,his,9.500614166259766
About,wouldn't stun,487,487_M_him,m,Match,obj,The essay about Noah wouldn't stun,him,5.0944132804870605
About,wouldn't stun,487,487_F_him,f,Mismatch,obj,The essay about Nina wouldn't stun,him,5.591776371002197
About,wouldn't stun,487,487_M_his,m,Match,poss,The essay about Noah wouldn't stun,his,6.303201198577881
About,wouldn't stun,487,487_F_his,f,Mismatch,poss,The essay about Nina wouldn't stun,his,7.603395462036133
About,hadn't helped,488,488_M_him,m,Match,obj,The report about that brother hadn't helped,him,3.6299703121185303
About,hadn't helped,488,488_F_him,f,Mismatch,obj,The report about Anne hadn't helped,him,4.625582695007324
About,hadn't helped,488,488_M_his,m,Match,poss,The report about that brother hadn't helped,his,4.874552249908447
About,hadn't helped,488,488_F_his,f,Mismatch,poss,The report about Anne hadn't helped,his,5.455304145812988
About,was aggravating,489,489_M_him,m,Match,obj,The documentary about Matt was aggravating,him,7.472740173339844
About,was aggravating,489,489_F_him,f,Mismatch,obj,The documentary about Carmen was aggravating,him,8.244760513305664
About,was aggravating,489,489_M_his,m,Match,poss,The documentary about Matt was aggravating,his,7.833227157592773
About,was aggravating,489,489_F_his,f,Mismatch,poss,The documentary about Carmen was aggravating,his,8.42463493347168
About,was disturbing,490,490_M_him,m,Match,obj,The commentary about Bradley was disturbing,him,14.851480484008789
About,was disturbing,490,490_F_him,f,Mismatch,obj,The commentary about Susan was disturbing,him,14.025506019592285
About,was disturbing,490,490_M_his,m,Match,poss,The commentary about Bradley was disturbing,his,13.98254108428955
About,was disturbing,490,490_F_his,f,Mismatch,poss,The commentary about Susan was disturbing,his,13.665162086486816
About,bores,491,491_M_him,m,Match,obj,The show about Scott bores,him,6.289953231811523
About,bores,491,491_F_him,f,Mismatch,obj,The show about Alice bores,him,5.607297897338867
About,bores,491,491_M_his,m,Match,poss,The show about Scott bores,his,4.976191997528076
About,bores,491,491_F_his,f,Mismatch,poss,The show about Alice bores,his,6.7535881996154785
About,is overwhelming,492,492_M_him,m,Match,obj,The book about Noah is overwhelming,him,12.133326530456543
About,is overwhelming,492,492_F_him,f,Mismatch,obj,The book about Patricia is overwhelming,him,12.103914260864258
About,is overwhelming,492,492_M_his,m,Match,poss,The book about Noah is overwhelming,his,11.807324409484863
About,is overwhelming,492,492_F_his,f,Mismatch,poss,The book about Patricia is overwhelming,his,11.885416984558105
About,could overwhelm,493,493_M_him,m,Match,obj,The pamphlet about Patrick could overwhelm,him,4.481638431549072
About,could overwhelm,493,493_F_him,f,Mismatch,obj,The pamphlet about Elaine could overwhelm,him,5.461069107055664
About,could overwhelm,493,493_M_his,m,Match,poss,The pamphlet about Patrick could overwhelm,his,4.925865650177002
About,could overwhelm,493,493_F_his,f,Mismatch,poss,The pamphlet about Elaine could overwhelm,his,6.393231391906738
About,won't distract,494,494_M_him,m,Match,obj,The brochure about that ex-boyfriend won't distract,him,7.175220489501953
About,won't distract,494,494_F_him,f,Mismatch,obj,The brochure about April won't distract,him,8.57813835144043
About,won't distract,494,494_M_his,m,Match,poss,The brochure about that ex-boyfriend won't distract,his,10.020700454711914
About,won't distract,494,494_F_his,f,Mismatch,poss,The brochure about April won't distract,his,11.174091339111328
About,hinders,495,495_M_him,m,Match,obj,The play about Paul hinders,him,5.9542236328125
About,hinders,495,495_F_him,f,Mismatch,obj,The play about Amy hinders,him,6.699167728424072
About,hinders,495,495_M_his,m,Match,poss,The play about Paul hinders,his,3.983396053314209
About,hinders,495,495_F_his,f,Mismatch,poss,The play about Amy hinders,his,5.912428379058838
About,hasn't alarmed,496,496_M_him,m,Match,obj,The movie about Jerry hasn't alarmed,him,5.095235347747803
About,hasn't alarmed,496,496_F_him,f,Mismatch,obj,The movie about Kristen hasn't alarmed,him,5.730490207672119
About,hasn't alarmed,496,496_M_his,m,Match,poss,The movie about Jerry hasn't alarmed,his,6.841763973236084
About,hasn't alarmed,496,496_F_his,f,Mismatch,poss,The movie about Kristen hasn't alarmed,his,8.153822898864746
About,didn't stun,497,497_M_him,m,Match,obj,The newspaper article about Michael didn't stun,him,2.465726137161255
About,didn't stun,497,497_F_him,f,Mismatch,obj,The newspaper article about Elaine didn't stun,him,3.1291093826293945
About,didn't stun,497,497_M_his,m,Match,poss,The newspaper article about Michael didn't stun,his,4.76475715637207
About,didn't stun,497,497_F_his,f,Mismatch,poss,The newspaper article about Elaine didn't stun,his,6.230674743652344
About,will bore,498,498_M_him,m,Match,obj,The story about Peter will bore,him,7.245290756225586
About,will bore,498,498_F_him,f,Mismatch,obj,The story about Brenda will bore,him,8.209153175354004
About,will bore,498,498_M_his,m,Match,poss,The story about Peter will bore,his,9.807868957519531
About,will bore,498,498_F_his,f,Mismatch,poss,The story about Brenda will bore,his,10.866271018981934
About,is bothering,499,499_M_him,m,Match,obj,The essay about Samuel is bothering,him,5.6932597160339355
About,is bothering,499,499_F_him,f,Mismatch,obj,The essay about Andrea is bothering,him,5.86012077331543
About,is bothering,499,499_M_his,m,Match,poss,The essay about Samuel is bothering,his,8.497607231140137
About,is bothering,499,499_F_his,f,Mismatch,poss,The essay about Andrea is bothering,his,9.075882911682129
About,had helped,500,500_M_him,m,Match,obj,The report about Alan had helped,him,3.496556282043457
About,had helped,500,500_F_him,f,Mismatch,obj,The report about Lori had helped,him,4.3190813064575195
About,had helped,500,500_M_his,m,Match,poss,The report about Alan had helped,his,7.194056034088135
About,had helped,500,500_F_his,f,Mismatch,poss,The report about Lori had helped,his,8.26126480102539
About,was aiding,501,501_M_him,m,Match,obj,The documentary about the grandfather was aiding,him,5.353164196014404
About,was aiding,501,501_F_him,f,Mismatch,obj,The documentary about Irene was aiding,him,6.211512565612793
About,was aiding,501,501_M_his,m,Match,poss,The documentary about the grandfather was aiding,his,4.736789703369141
About,was aiding,501,501_F_his,f,Mismatch,poss,The documentary about Irene was aiding,his,6.862030506134033
About,disturbs,502,502_M_him,m,Match,obj,The commentary about Dennis disturbs,him,6.472316741943359
About,disturbs,502,502_F_him,f,Mismatch,obj,The commentary about Debra disturbs,him,7.2835564613342285
About,disturbs,502,502_M_his,m,Match,poss,The commentary about Dennis disturbs,his,7.754123687744141
About,disturbs,502,502_F_his,f,Mismatch,poss,The commentary about Debra disturbs,his,9.253064155578613
About,was overwhelming,503,503_M_him,m,Match,obj,The show about Dan was overwhelming,him,9.78488826751709
About,was overwhelming,503,503_F_him,f,Mismatch,obj,The show about Kathleen was overwhelming,him,10.140901565551758
About,was overwhelming,503,503_M_his,m,Match,poss,The show about Dan was overwhelming,his,11.442889213562012
About,was overwhelming,503,503_F_his,f,Mismatch,poss,The show about Kathleen was overwhelming,his,11.916114807128906
About,worried,504,504_M_him,m,Match,obj,The book about the ex-boyfriend worried,him,8.231834411621094
About,worried,504,504_F_him,f,Mismatch,obj,The book about Linda worried,him,6.53114128112793
About,worried,504,504_M_his,m,Match,poss,The book about the ex-boyfriend worried,his,5.710265636444092
About,worried,504,504_F_his,f,Mismatch,poss,The book about Linda worried,his,8.403060913085938
About,hadn't aggravated,505,505_M_him,m,Match,obj,The pamphlet about Joel hadn't aggravated,him,4.295701503753662
About,hadn't aggravated,505,505_F_him,f,Mismatch,obj,The pamphlet about Kendra hadn't aggravated,him,4.27679443359375
About,hadn't aggravated,505,505_M_his,m,Match,poss,The pamphlet about Joel hadn't aggravated,his,3.4674880504608154
About,hadn't aggravated,505,505_F_his,f,Mismatch,poss,The pamphlet about Kendra hadn't aggravated,his,4.485253810882568
About,hadn't scared,506,506_M_him,m,Match,obj,The brochure about Noah hadn't scared,him,3.5480246543884277
About,hadn't scared,506,506_F_him,f,Mismatch,obj,The brochure about Jessica hadn't scared,him,4.065330505371094
About,hadn't scared,506,506_M_his,m,Match,poss,The brochure about Noah hadn't scared,his,6.7497639656066895
About,hadn't scared,506,506_F_his,f,Mismatch,poss,The brochure about Jessica hadn't scared,his,8.821109771728516
About,would disgust,507,507_M_him,m,Match,obj,The play about Martin would disgust,him,5.615755558013916
About,would disgust,507,507_F_him,f,Mismatch,obj,The play about Rachel would disgust,him,6.159206867218018
About,would disgust,507,507_M_his,m,Match,poss,The play about Martin would disgust,his,6.165648937225342
About,would disgust,507,507_F_his,f,Mismatch,poss,The play about Rachel would disgust,his,7.456533908843994
About,hurts,508,508_M_him,m,Match,obj,The movie about Adam hurts,him,5.247471809387207
About,hurts,508,508_F_him,f,Mismatch,obj,The movie about Jacqueline hurts,him,7.13679838180542
About,hurts,508,508_M_his,m,Match,poss,The movie about Adam hurts,his,4.370090961456299
About,hurts,508,508_F_his,f,Mismatch,poss,The movie about Jacqueline hurts,his,7.162642478942871
About,alarmed,509,509_M_him,m,Match,obj,The newspaper article about Thomas alarmed,him,5.004584312438965
About,alarmed,509,509_F_him,f,Mismatch,obj,The newspaper article about Suzanne alarmed,him,5.109287261962891
About,alarmed,509,509_M_his,m,Match,poss,The newspaper article about Thomas alarmed,his,4.37601375579834
