exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-xl_surp
TwoEmbedding,alerts,is firing,428,428_MMF_his,mmf,MatchMatchMismatch,poss,Jeffrey alerts Carlos that Emily is firing,his,6.357717037200928
TwoEmbedding,alerts,is firing,428,428_MFM_his,mfm,MatchMismatchMatch,poss,Jeffrey alerts Erin that Donald is firing,his,4.111365795135498
TwoEmbedding,alerts,is firing,428,428_MFF_his,mff,MatchMismatchMismatch,poss,Jeffrey alerts Erin that Emily is firing,his,7.559070110321045
TwoEmbedding,alerts,is firing,428,428_FMM_his,fmm,MismatchMatchMatch,poss,Jane alerts Carlos that Donald is firing,his,4.241520404815674
TwoEmbedding,alerts,is firing,428,428_FMF_his,fmf,MismatchMatchMismatch,poss,Jane alerts Carlos that Emily is firing,his,7.601415157318115
TwoEmbedding,alerts,is firing,428,428_FFM_his,ffm,MismatchMismatchMatch,poss,Jane alerts Erin that Donald is firing,his,4.409783840179443
TwoEmbedding,alerts,is firing,428,428_FFF_his,fff,MismatchMismatchMismatch,poss,Jane alerts Erin that Emily is firing,his,8.817980766296387
TwoEmbedding,advises,admired,429,429_MMM_him,mmm,MatchMatchMatch,obj,Steve advises Omar that Jason admired,him,2.0644760131835938
TwoEmbedding,advises,admired,429,429_MMF_him,mmf,MatchMatchMismatch,obj,Steve advises Omar that Tamara admired,him,2.414285898208618
TwoEmbedding,advises,admired,429,429_MFM_him,mfm,MatchMismatchMatch,obj,Steve advises Katherine that Jason admired,him,5.262027740478516
TwoEmbedding,advises,admired,429,429_MFF_him,mff,MatchMismatchMismatch,obj,Steve advises Katherine that Tamara admired,him,3.932934284210205
TwoEmbedding,advises,admired,429,429_FMM_him,fmm,MismatchMatchMatch,obj,Kristin advises Omar that Jason admired,him,2.4147872924804688
TwoEmbedding,advises,admired,429,429_FMF_him,fmf,MismatchMatchMismatch,obj,Kristin advises Omar that Tamara admired,him,2.480064630508423
TwoEmbedding,advises,admired,429,429_FFM_him,ffm,MismatchMismatchMatch,obj,Kristin advises Katherine that Jason admired,him,6.306480407714844
TwoEmbedding,advises,admired,429,429_FFF_him,fff,MismatchMismatchMismatch,obj,Kristin advises Katherine that Tamara admired,him,5.1105780601501465
TwoEmbedding,advises,admired,429,429_MMM_his,mmm,MatchMatchMatch,poss,Steve advises Omar that Jason admired,his,2.2537765502929688
TwoEmbedding,advises,admired,429,429_MMF_his,mmf,MatchMatchMismatch,poss,Steve advises Omar that Tamara admired,his,2.141969919204712
TwoEmbedding,advises,admired,429,429_MFM_his,mfm,MatchMismatchMatch,poss,Steve advises Katherine that Jason admired,his,3.886763095855713
TwoEmbedding,advises,admired,429,429_MFF_his,mff,MatchMismatchMismatch,poss,Steve advises Katherine that Tamara admired,his,3.9353034496307373
TwoEmbedding,advises,admired,429,429_FMM_his,fmm,MismatchMatchMatch,poss,Kristin advises Omar that Jason admired,his,2.334836006164551
TwoEmbedding,advises,admired,429,429_FMF_his,fmf,MismatchMatchMismatch,poss,Kristin advises Omar that Tamara admired,his,2.336669683456421
TwoEmbedding,advises,admired,429,429_FFM_his,ffm,MismatchMismatchMatch,poss,Kristin advises Katherine that Jason admired,his,4.734456539154053
TwoEmbedding,advises,admired,429,429_FFF_his,fff,MismatchMismatchMismatch,poss,Kristin advises Katherine that Tamara admired,his,5.294113636016846
TwoEmbedding,alerts,shouldn't complain about,430,430_MMM_him,mmm,MatchMatchMatch,obj,George alerts Carlos that the boy shouldn't complain about,him,7.288639545440674
TwoEmbedding,alerts,shouldn't complain about,430,430_MMF_him,mmf,MatchMatchMismatch,obj,George alerts Carlos that Jill shouldn't complain about,him,4.351544380187988
TwoEmbedding,alerts,shouldn't complain about,430,430_MFM_him,mfm,MatchMismatchMatch,obj,George alerts Debra that the boy shouldn't complain about,him,8.102067947387695
TwoEmbedding,alerts,shouldn't complain about,430,430_MFF_him,mff,MatchMismatchMismatch,obj,George alerts Debra that Jill shouldn't complain about,him,5.816612720489502
TwoEmbedding,alerts,shouldn't complain about,430,430_FMM_him,fmm,MismatchMatchMatch,obj,Deanna alerts Carlos that the boy shouldn't complain about,him,7.36583948135376
TwoEmbedding,alerts,shouldn't complain about,430,430_FMF_him,fmf,MismatchMatchMismatch,obj,Deanna alerts Carlos that Jill shouldn't complain about,him,4.207971572875977
TwoEmbedding,alerts,shouldn't complain about,430,430_FFM_him,ffm,MismatchMismatchMatch,obj,Deanna alerts Debra that the boy shouldn't complain about,him,8.151677131652832
TwoEmbedding,alerts,shouldn't complain about,430,430_FFF_him,fff,MismatchMismatchMismatch,obj,Deanna alerts Debra that Jill shouldn't complain about,him,6.772797584533691
TwoEmbedding,alerts,shouldn't complain about,430,430_MMM_his,mmm,MatchMatchMatch,poss,George alerts Carlos that the boy shouldn't complain about,his,2.422100305557251
TwoEmbedding,alerts,shouldn't complain about,430,430_MMF_his,mmf,MatchMatchMismatch,poss,George alerts Carlos that Jill shouldn't complain about,his,4.163215160369873
TwoEmbedding,alerts,shouldn't complain about,430,430_MFM_his,mfm,MatchMismatchMatch,poss,George alerts Debra that the boy shouldn't complain about,his,2.3743703365325928
TwoEmbedding,alerts,shouldn't complain about,430,430_MFF_his,mff,MatchMismatchMismatch,poss,George alerts Debra that Jill shouldn't complain about,his,5.832770824432373
TwoEmbedding,alerts,shouldn't complain about,430,430_FMM_his,fmm,MismatchMatchMatch,poss,Deanna alerts Carlos that the boy shouldn't complain about,his,2.392768621444702
TwoEmbedding,alerts,shouldn't complain about,430,430_FMF_his,fmf,MismatchMatchMismatch,poss,Deanna alerts Carlos that Jill shouldn't complain about,his,4.552133560180664
TwoEmbedding,alerts,shouldn't complain about,430,430_FFM_his,ffm,MismatchMismatchMatch,poss,Deanna alerts Debra that the boy shouldn't complain about,his,2.537440061569214
TwoEmbedding,alerts,shouldn't complain about,430,430_FFF_his,fff,MismatchMismatchMismatch,poss,Deanna alerts Debra that Jill shouldn't complain about,his,7.005619525909424
TwoEmbedding,advises,isn't shocking,431,431_MMM_him,mmm,MatchMatchMatch,obj,James advises Kenneth that Dan isn't shocking,him,2.7184066772460938
TwoEmbedding,advises,isn't shocking,431,431_MMF_him,mmf,MatchMatchMismatch,obj,James advises Kenneth that Julie isn't shocking,him,3.358250141143799
TwoEmbedding,advises,isn't shocking,431,431_MFM_him,mfm,MatchMismatchMatch,obj,James advises Danielle that Dan isn't shocking,him,4.457647323608398
TwoEmbedding,advises,isn't shocking,431,431_MFF_him,mff,MatchMismatchMismatch,obj,James advises Danielle that Julie isn't shocking,him,3.846611499786377
TwoEmbedding,advises,isn't shocking,431,431_FMM_him,fmm,MismatchMatchMatch,obj,Kirsten advises Kenneth that Dan isn't shocking,him,2.9193472862243652
TwoEmbedding,advises,isn't shocking,431,431_FMF_him,fmf,MismatchMatchMismatch,obj,Kirsten advises Kenneth that Julie isn't shocking,him,3.1397805213928223
TwoEmbedding,advises,isn't shocking,431,431_FFM_him,ffm,MismatchMismatchMatch,obj,Kirsten advises Danielle that Dan isn't shocking,him,5.5487871170043945
TwoEmbedding,advises,isn't shocking,431,431_FFF_him,fff,MismatchMismatchMismatch,obj,Kirsten advises Danielle that Julie isn't shocking,him,4.845611572265625
TwoEmbedding,advises,isn't shocking,431,431_MMM_his,mmm,MatchMatchMatch,poss,James advises Kenneth that Dan isn't shocking,his,6.28078556060791
TwoEmbedding,advises,isn't shocking,431,431_MMF_his,mmf,MatchMatchMismatch,poss,James advises Kenneth that Julie isn't shocking,his,7.702581882476807
TwoEmbedding,advises,isn't shocking,431,431_MFM_his,mfm,MatchMismatchMatch,poss,James advises Danielle that Dan isn't shocking,his,7.006088733673096
TwoEmbedding,advises,isn't shocking,431,431_MFF_his,mff,MatchMismatchMismatch,poss,James advises Danielle that Julie isn't shocking,his,8.613283157348633
TwoEmbedding,advises,isn't shocking,431,431_FMM_his,fmm,MismatchMatchMatch,poss,Kirsten advises Kenneth that Dan isn't shocking,his,6.018231391906738
TwoEmbedding,advises,isn't shocking,431,431_FMF_his,fmf,MismatchMatchMismatch,poss,Kirsten advises Kenneth that Julie isn't shocking,his,7.554645538330078
TwoEmbedding,advises,isn't shocking,431,431_FFM_his,ffm,MismatchMismatchMatch,poss,Kirsten advises Danielle that Dan isn't shocking,his,7.201374530792236
TwoEmbedding,advises,isn't shocking,431,431_FFF_his,fff,MismatchMismatchMismatch,poss,Kirsten advises Danielle that Julie isn't shocking,his,9.594366073608398
TwoEmbedding,informed,holds,432,432_MMM_him,mmm,MatchMatchMatch,obj,Lawrence informed that father that Joel holds,him,5.775843143463135
TwoEmbedding,informed,holds,432,432_MMF_him,mmf,MatchMatchMismatch,obj,Lawrence informed that father that Melanie holds,him,6.479377269744873
TwoEmbedding,informed,holds,432,432_MFM_him,mfm,MatchMismatchMatch,obj,Lawrence informed Wendy that Joel holds,him,7.307728290557861
TwoEmbedding,informed,holds,432,432_MFF_him,mff,MatchMismatchMismatch,obj,Lawrence informed Wendy that Melanie holds,him,7.682656288146973
TwoEmbedding,informed,holds,432,432_FMM_him,fmm,MismatchMatchMatch,obj,This lady informed that father that Joel holds,him,6.30179500579834
TwoEmbedding,informed,holds,432,432_FMF_him,fmf,MismatchMatchMismatch,obj,This lady informed that father that Melanie holds,him,6.776595115661621
TwoEmbedding,informed,holds,432,432_FFM_him,ffm,MismatchMismatchMatch,obj,This lady informed Wendy that Joel holds,him,8.213846206665039
TwoEmbedding,informed,holds,432,432_FFF_him,fff,MismatchMismatchMismatch,obj,This lady informed Wendy that Melanie holds,him,9.417556762695312
TwoEmbedding,informed,holds,432,432_MMM_his,mmm,MatchMatchMatch,poss,Lawrence informed that father that Joel holds,his,4.733788013458252
TwoEmbedding,informed,holds,432,432_MMF_his,mmf,MatchMatchMismatch,poss,Lawrence informed that father that Melanie holds,his,5.544215679168701
TwoEmbedding,informed,holds,432,432_MFM_his,mfm,MatchMismatchMatch,poss,Lawrence informed Wendy that Joel holds,his,4.87809944152832
TwoEmbedding,informed,holds,432,432_MFF_his,mff,MatchMismatchMismatch,poss,Lawrence informed Wendy that Melanie holds,his,6.257870674133301
TwoEmbedding,informed,holds,432,432_FMM_his,fmm,MismatchMatchMatch,poss,This lady informed that father that Joel holds,his,4.490217685699463
TwoEmbedding,informed,holds,432,432_FMF_his,fmf,MismatchMatchMismatch,poss,This lady informed that father that Melanie holds,his,6.623161792755127
TwoEmbedding,informed,holds,432,432_FFM_his,ffm,MismatchMismatchMatch,poss,This lady informed Wendy that Joel holds,his,4.570544719696045
TwoEmbedding,informed,holds,432,432_FFF_his,fff,MismatchMismatchMismatch,poss,This lady informed Wendy that Melanie holds,his,8.682772636413574
TwoEmbedding,tells,might think about,433,433_MMM_him,mmm,MatchMatchMatch,obj,Samuel tells Guy that Scott might think about,him,5.757817268371582
TwoEmbedding,tells,might think about,433,433_MMF_him,mmf,MatchMatchMismatch,obj,Samuel tells Guy that Stacey might think about,him,5.346688270568848
TwoEmbedding,tells,might think about,433,433_MFM_him,mfm,MatchMismatchMatch,obj,Samuel tells Amy that Scott might think about,him,6.214945316314697
TwoEmbedding,tells,might think about,433,433_MFF_him,mff,MatchMismatchMismatch,obj,Samuel tells Amy that Stacey might think about,him,5.382139682769775
TwoEmbedding,tells,might think about,433,433_FMM_him,fmm,MismatchMatchMatch,obj,Stacey tells Guy that Scott might think about,him,5.561450958251953
TwoEmbedding,tells,might think about,433,433_FMF_him,fmf,MismatchMatchMismatch,obj,Stacey tells Guy that Stacey might think about,him,5.216524600982666
TwoEmbedding,tells,might think about,433,433_FFM_him,ffm,MismatchMismatchMatch,obj,Stacey tells Amy that Scott might think about,him,7.649750232696533
TwoEmbedding,tells,might think about,433,433_FFF_him,fff,MismatchMismatchMismatch,obj,Stacey tells Amy that Stacey might think about,him,6.7095947265625
TwoEmbedding,tells,might think about,433,433_MMM_his,mmm,MatchMatchMatch,poss,Samuel tells Guy that Scott might think about,his,5.951949596405029
TwoEmbedding,tells,might think about,433,433_MMF_his,mmf,MatchMatchMismatch,poss,Samuel tells Guy that Stacey might think about,his,6.867886066436768
TwoEmbedding,tells,might think about,433,433_MFM_his,mfm,MatchMismatchMatch,poss,Samuel tells Amy that Scott might think about,his,6.101262092590332
TwoEmbedding,tells,might think about,433,433_MFF_his,mff,MatchMismatchMismatch,poss,Samuel tells Amy that Stacey might think about,his,7.203094005584717
TwoEmbedding,tells,might think about,433,433_FMM_his,fmm,MismatchMatchMatch,poss,Stacey tells Guy that Scott might think about,his,6.553036212921143
TwoEmbedding,tells,might think about,433,433_FMF_his,fmf,MismatchMatchMismatch,poss,Stacey tells Guy that Stacey might think about,his,7.733831405639648
TwoEmbedding,tells,might think about,433,433_FFM_his,ffm,MismatchMismatchMatch,poss,Stacey tells Amy that Scott might think about,his,7.2352728843688965
TwoEmbedding,tells,might think about,433,433_FFF_his,fff,MismatchMismatchMismatch,poss,Stacey tells Amy that Stacey might think about,his,8.665950775146484
TwoEmbedding,informed,would notice,434,434_MMM_him,mmm,MatchMatchMatch,obj,Frank informed Alexander that Joseph would notice,him,4.177648544311523
TwoEmbedding,informed,would notice,434,434_MMF_him,mmf,MatchMatchMismatch,obj,Frank informed Alexander that Natalie would notice,him,4.010037899017334
TwoEmbedding,informed,would notice,434,434_MFM_him,mfm,MatchMismatchMatch,obj,Frank informed Nicole that Joseph would notice,him,6.082489490509033
TwoEmbedding,informed,would notice,434,434_MFF_him,mff,MatchMismatchMismatch,obj,Frank informed Nicole that Natalie would notice,him,4.449099540710449
TwoEmbedding,informed,would notice,434,434_FMM_him,fmm,MismatchMatchMatch,obj,Amanda informed Alexander that Joseph would notice,him,4.28361701965332
TwoEmbedding,informed,would notice,434,434_FMF_him,fmf,MismatchMatchMismatch,obj,Amanda informed Alexander that Natalie would notice,him,4.050835132598877
TwoEmbedding,informed,would notice,434,434_FFM_him,ffm,MismatchMismatchMatch,obj,Amanda informed Nicole that Joseph would notice,him,7.107738971710205
TwoEmbedding,informed,would notice,434,434_FFF_him,fff,MismatchMismatchMismatch,obj,Amanda informed Nicole that Natalie would notice,him,5.930183410644531
TwoEmbedding,informed,would notice,434,434_MMM_his,mmm,MatchMatchMatch,poss,Frank informed Alexander that Joseph would notice,his,3.729477882385254
TwoEmbedding,informed,would notice,434,434_MMF_his,mmf,MatchMatchMismatch,poss,Frank informed Alexander that Natalie would notice,his,3.84367299079895
TwoEmbedding,informed,would notice,434,434_MFM_his,mfm,MatchMismatchMatch,poss,Frank informed Nicole that Joseph would notice,his,4.960666656494141
TwoEmbedding,informed,would notice,434,434_MFF_his,mff,MatchMismatchMismatch,poss,Frank informed Nicole that Natalie would notice,his,4.521538734436035
TwoEmbedding,informed,would notice,434,434_FMM_his,fmm,MismatchMatchMatch,poss,Amanda informed Alexander that Joseph would notice,his,4.244831562042236
TwoEmbedding,informed,would notice,434,434_FMF_his,fmf,MismatchMatchMismatch,poss,Amanda informed Alexander that Natalie would notice,his,4.332305431365967
TwoEmbedding,informed,would notice,434,434_FFM_his,ffm,MismatchMismatchMatch,poss,Amanda informed Nicole that Joseph would notice,his,5.883033752441406
TwoEmbedding,informed,would notice,434,434_FFF_his,fff,MismatchMismatchMismatch,poss,Amanda informed Nicole that Natalie would notice,his,6.35703706741333
TwoEmbedding,showed,confused,435,435_MMM_him,mmm,MatchMatchMatch,obj,Travis showed Bruce that this son confused,him,1.615181803703308
TwoEmbedding,showed,confused,435,435_MMF_him,mmf,MatchMatchMismatch,obj,Travis showed Bruce that Angela confused,him,1.0775165557861328
TwoEmbedding,showed,confused,435,435_MFM_him,mfm,MatchMismatchMatch,obj,Travis showed Dana that this son confused,him,3.4283173084259033
TwoEmbedding,showed,confused,435,435_MFF_him,mff,MatchMismatchMismatch,obj,Travis showed Dana that Angela confused,him,1.772506833076477
TwoEmbedding,showed,confused,435,435_FMM_him,fmm,MismatchMatchMatch,obj,Veronica showed Bruce that this son confused,him,1.6887319087982178
TwoEmbedding,showed,confused,435,435_FMF_him,fmf,MismatchMatchMismatch,obj,Veronica showed Bruce that Angela confused,him,1.1137298345565796
TwoEmbedding,showed,confused,435,435_FFM_him,ffm,MismatchMismatchMatch,obj,Veronica showed Dana that this son confused,him,4.7845282554626465
TwoEmbedding,showed,confused,435,435_FFF_him,fff,MismatchMismatchMismatch,obj,Veronica showed Dana that Angela confused,him,3.197300434112549
TwoEmbedding,showed,confused,435,435_MMM_his,mmm,MatchMatchMatch,poss,Travis showed Bruce that this son confused,his,4.270907878875732
TwoEmbedding,showed,confused,435,435_MMF_his,mmf,MatchMatchMismatch,poss,Travis showed Bruce that Angela confused,his,4.9598565101623535
TwoEmbedding,showed,confused,435,435_MFM_his,mfm,MatchMismatchMatch,poss,Travis showed Dana that this son confused,his,4.227489471435547
TwoEmbedding,showed,confused,435,435_MFF_his,mff,MatchMismatchMismatch,poss,Travis showed Dana that Angela confused,his,5.4251556396484375
TwoEmbedding,showed,confused,435,435_FMM_his,fmm,MismatchMatchMatch,poss,Veronica showed Bruce that this son confused,his,4.579599380493164
TwoEmbedding,showed,confused,435,435_FMF_his,fmf,MismatchMatchMismatch,poss,Veronica showed Bruce that Angela confused,his,5.0918450355529785
TwoEmbedding,showed,confused,435,435_FFM_his,ffm,MismatchMismatchMatch,poss,Veronica showed Dana that this son confused,his,5.059850215911865
TwoEmbedding,showed,confused,435,435_FFF_his,fff,MismatchMismatchMismatch,poss,Veronica showed Dana that Angela confused,his,7.209438800811768
TwoEmbedding,tells,struck,436,436_MMM_him,mmm,MatchMatchMatch,obj,Gerald tells Noah that Roger struck,him,1.862545371055603
TwoEmbedding,tells,struck,436,436_MMF_him,mmf,MatchMatchMismatch,obj,Gerald tells Noah that Renee struck,him,1.238503336906433
TwoEmbedding,tells,struck,436,436_MFM_him,mfm,MatchMismatchMatch,obj,Gerald tells Stacey that Roger struck,him,2.8844399452209473
TwoEmbedding,tells,struck,436,436_MFF_him,mff,MatchMismatchMismatch,obj,Gerald tells Stacey that Renee struck,him,1.6474864482879639
TwoEmbedding,tells,struck,436,436_FMM_him,fmm,MismatchMatchMatch,obj,Irene tells Noah that Roger struck,him,2.1696338653564453
TwoEmbedding,tells,struck,436,436_FMF_him,fmf,MismatchMatchMismatch,obj,Irene tells Noah that Renee struck,him,1.4213922023773193
TwoEmbedding,tells,struck,436,436_FFM_him,ffm,MismatchMismatchMatch,obj,Irene tells Stacey that Roger struck,him,3.622079849243164
TwoEmbedding,tells,struck,436,436_FFF_him,fff,MismatchMismatchMismatch,obj,Irene tells Stacey that Renee struck,him,2.066293239593506
TwoEmbedding,tells,struck,436,436_MMM_his,mmm,MatchMatchMatch,poss,Gerald tells Noah that Roger struck,his,4.284960746765137
TwoEmbedding,tells,struck,436,436_MMF_his,mmf,MatchMatchMismatch,poss,Gerald tells Noah that Renee struck,his,4.813880920410156
TwoEmbedding,tells,struck,436,436_MFM_his,mfm,MatchMismatchMatch,poss,Gerald tells Stacey that Roger struck,his,4.632923126220703
TwoEmbedding,tells,struck,436,436_MFF_his,mff,MatchMismatchMismatch,poss,Gerald tells Stacey that Renee struck,his,4.9290571212768555
TwoEmbedding,tells,struck,436,436_FMM_his,fmm,MismatchMatchMatch,poss,Irene tells Noah that Roger struck,his,4.238458633422852
TwoEmbedding,tells,struck,436,436_FMF_his,fmf,MismatchMatchMismatch,poss,Irene tells Noah that Renee struck,his,5.337378025054932
TwoEmbedding,tells,struck,436,436_FFM_his,ffm,MismatchMismatchMatch,poss,Irene tells Stacey that Roger struck,his,5.041247367858887
TwoEmbedding,tells,struck,436,436_FFF_his,fff,MismatchMismatchMismatch,poss,Irene tells Stacey that Renee struck,his,6.045776844024658
TwoEmbedding,shows,hired,437,437_MMM_him,mmm,MatchMatchMatch,obj,Joel shows Russell that Patrick hired,him,1.9322963953018188
TwoEmbedding,shows,hired,437,437_MMF_him,mmf,MatchMatchMismatch,obj,Joel shows Russell that Amanda hired,him,2.228484869003296
TwoEmbedding,shows,hired,437,437_MFM_him,mfm,MatchMismatchMatch,obj,Joel shows Danielle that Patrick hired,him,2.4045350551605225
TwoEmbedding,shows,hired,437,437_MFF_him,mff,MatchMismatchMismatch,obj,Joel shows Danielle that Amanda hired,him,2.222086191177368
TwoEmbedding,shows,hired,437,437_FMM_him,fmm,MismatchMatchMatch,obj,Nina shows Russell that Patrick hired,him,2.53007173538208
TwoEmbedding,shows,hired,437,437_FMF_him,fmf,MismatchMatchMismatch,obj,Nina shows Russell that Amanda hired,him,2.5160024166107178
TwoEmbedding,shows,hired,437,437_FFM_him,ffm,MismatchMismatchMatch,obj,Nina shows Danielle that Patrick hired,him,3.749772310256958
TwoEmbedding,shows,hired,437,437_FFF_him,fff,MismatchMismatchMismatch,obj,Nina shows Danielle that Amanda hired,him,3.9298882484436035
TwoEmbedding,shows,hired,437,437_MMM_his,mmm,MatchMatchMatch,poss,Joel shows Russell that Patrick hired,his,4.750080585479736
TwoEmbedding,shows,hired,437,437_MMF_his,mmf,MatchMatchMismatch,poss,Joel shows Russell that Amanda hired,his,6.028608798980713
TwoEmbedding,shows,hired,437,437_MFM_his,mfm,MatchMismatchMatch,poss,Joel shows Danielle that Patrick hired,his,4.826018333435059
TwoEmbedding,shows,hired,437,437_MFF_his,mff,MatchMismatchMismatch,poss,Joel shows Danielle that Amanda hired,his,6.216897010803223
TwoEmbedding,shows,hired,437,437_FMM_his,fmm,MismatchMatchMatch,poss,Nina shows Russell that Patrick hired,his,5.057569980621338
TwoEmbedding,shows,hired,437,437_FMF_his,fmf,MismatchMatchMismatch,poss,Nina shows Russell that Amanda hired,his,6.637097358703613
TwoEmbedding,shows,hired,437,437_FFM_his,ffm,MismatchMismatchMatch,poss,Nina shows Danielle that Patrick hired,his,5.635577201843262
TwoEmbedding,shows,hired,437,437_FFF_his,fff,MismatchMismatchMismatch,poss,Nina shows Danielle that Amanda hired,his,8.169764518737793
TwoEmbedding,informed,held,438,438_MMM_him,mmm,MatchMatchMatch,obj,Bill informed Steve that Brett held,him,5.087594985961914
TwoEmbedding,informed,held,438,438_MMF_him,mmf,MatchMatchMismatch,obj,Bill informed Steve that Tara held,him,5.525990962982178
TwoEmbedding,informed,held,438,438_MFM_him,mfm,MatchMismatchMatch,obj,Bill informed Paula that Brett held,him,6.190362930297852
TwoEmbedding,informed,held,438,438_MFF_him,mff,MatchMismatchMismatch,obj,Bill informed Paula that Tara held,him,6.050631046295166
TwoEmbedding,informed,held,438,438_FMM_him,fmm,MismatchMatchMatch,obj,Holly informed Steve that Brett held,him,5.672446250915527
TwoEmbedding,informed,held,438,438_FMF_him,fmf,MismatchMatchMismatch,obj,Holly informed Steve that Tara held,him,5.872274398803711
TwoEmbedding,informed,held,438,438_FFM_him,ffm,MismatchMismatchMatch,obj,Holly informed Paula that Brett held,him,7.360655307769775
TwoEmbedding,informed,held,438,438_FFF_him,fff,MismatchMismatchMismatch,obj,Holly informed Paula that Tara held,him,7.464996337890625
TwoEmbedding,informed,held,438,438_MMM_his,mmm,MatchMatchMatch,poss,Bill informed Steve that Brett held,his,4.09055233001709
TwoEmbedding,informed,held,438,438_MMF_his,mmf,MatchMatchMismatch,poss,Bill informed Steve that Tara held,his,4.624800682067871
TwoEmbedding,informed,held,438,438_MFM_his,mfm,MatchMismatchMatch,poss,Bill informed Paula that Brett held,his,4.100947380065918
TwoEmbedding,informed,held,438,438_MFF_his,mff,MatchMismatchMismatch,poss,Bill informed Paula that Tara held,his,5.464323043823242
TwoEmbedding,informed,held,438,438_FMM_his,fmm,MismatchMatchMatch,poss,Holly informed Steve that Brett held,his,4.21333646774292
TwoEmbedding,informed,held,438,438_FMF_his,fmf,MismatchMatchMismatch,poss,Holly informed Steve that Tara held,his,5.432925701141357
TwoEmbedding,informed,held,438,438_FFM_his,ffm,MismatchMismatchMatch,poss,Holly informed Paula that Brett held,his,4.559810638427734
TwoEmbedding,informed,held,438,438_FFF_his,fff,MismatchMismatchMismatch,poss,Holly informed Paula that Tara held,his,7.271627426147461
TwoEmbedding,warned,isn't complaining about,439,439_MMM_him,mmm,MatchMatchMatch,obj,This nephew warned Guy that Jerry isn't complaining about,him,5.228680610656738
TwoEmbedding,warned,isn't complaining about,439,439_MMF_him,mmf,MatchMatchMismatch,obj,This nephew warned Guy that Nina isn't complaining about,him,4.8996686935424805
TwoEmbedding,warned,isn't complaining about,439,439_MFM_him,mfm,MatchMismatchMatch,obj,This nephew warned Carmen that Jerry isn't complaining about,him,6.59913444519043
TwoEmbedding,warned,isn't complaining about,439,439_MFF_him,mff,MatchMismatchMismatch,obj,This nephew warned Carmen that Nina isn't complaining about,him,6.469005107879639
TwoEmbedding,warned,isn't complaining about,439,439_FMM_him,fmm,MismatchMatchMatch,obj,The niece warned Guy that Jerry isn't complaining about,him,5.845895767211914
TwoEmbedding,warned,isn't complaining about,439,439_FMF_him,fmf,MismatchMatchMismatch,obj,The niece warned Guy that Nina isn't complaining about,him,5.131665229797363
TwoEmbedding,warned,isn't complaining about,439,439_FFM_him,ffm,MismatchMismatchMatch,obj,The niece warned Carmen that Jerry isn't complaining about,him,6.967303276062012
TwoEmbedding,warned,isn't complaining about,439,439_FFF_him,fff,MismatchMismatchMismatch,obj,The niece warned Carmen that Nina isn't complaining about,him,7.079259872436523
TwoEmbedding,warned,isn't complaining about,439,439_MMM_his,mmm,MatchMatchMatch,poss,This nephew warned Guy that Jerry isn't complaining about,his,2.683328866958618
TwoEmbedding,warned,isn't complaining about,439,439_MMF_his,mmf,MatchMatchMismatch,poss,This nephew warned Guy that Nina isn't complaining about,his,4.380434513092041
TwoEmbedding,warned,isn't complaining about,439,439_MFM_his,mfm,MatchMismatchMatch,poss,This nephew warned Carmen that Jerry isn't complaining about,his,2.94303035736084
TwoEmbedding,warned,isn't complaining about,439,439_MFF_his,mff,MatchMismatchMismatch,poss,This nephew warned Carmen that Nina isn't complaining about,his,5.933450222015381
TwoEmbedding,warned,isn't complaining about,439,439_FMM_his,fmm,MismatchMatchMatch,poss,The niece warned Guy that Jerry isn't complaining about,his,2.8491663932800293
TwoEmbedding,warned,isn't complaining about,439,439_FMF_his,fmf,MismatchMatchMismatch,poss,The niece warned Guy that Nina isn't complaining about,his,4.7585768699646
TwoEmbedding,warned,isn't complaining about,439,439_FFM_his,ffm,MismatchMismatchMatch,poss,The niece warned Carmen that Jerry isn't complaining about,his,3.021028995513916
TwoEmbedding,warned,isn't complaining about,439,439_FFF_his,fff,MismatchMismatchMismatch,poss,The niece warned Carmen that Nina isn't complaining about,his,6.470302104949951
TwoEmbedding,advised,isn't hindering,440,440_MMM_him,mmm,MatchMatchMatch,obj,Martin advised Raymond that Liam isn't hindering,him,3.157386064529419
TwoEmbedding,advised,isn't hindering,440,440_MMF_him,mmf,MatchMatchMismatch,obj,Martin advised Raymond that Renee isn't hindering,him,2.76664137840271
TwoEmbedding,advised,isn't hindering,440,440_MFM_him,mfm,MatchMismatchMatch,obj,Martin advised Cynthia that Liam isn't hindering,him,5.139565944671631
TwoEmbedding,advised,isn't hindering,440,440_MFF_him,mff,MatchMismatchMismatch,obj,Martin advised Cynthia that Renee isn't hindering,him,3.7300808429718018
TwoEmbedding,advised,isn't hindering,440,440_FMM_him,fmm,MismatchMatchMatch,obj,Michelle advised Raymond that Liam isn't hindering,him,3.3530263900756836
TwoEmbedding,advised,isn't hindering,440,440_FMF_him,fmf,MismatchMatchMismatch,obj,Michelle advised Raymond that Renee isn't hindering,him,2.7378642559051514
TwoEmbedding,advised,isn't hindering,440,440_FFM_him,ffm,MismatchMismatchMatch,obj,Michelle advised Cynthia that Liam isn't hindering,him,6.656668186187744
TwoEmbedding,advised,isn't hindering,440,440_FFF_him,fff,MismatchMismatchMismatch,obj,Michelle advised Cynthia that Renee isn't hindering,him,5.13942289352417
