item,exp,pronoun,cond,contrast,sent,target,/data/EleutherAI/gpt-neo-2.7B_surp
16,1,he,m,Match,"When he was near,",Carlos,17.298112869262695
16,1,she,m,Mismatch,"When she was near,",Ronald,17.966609954833984
16,1,she,f,Match,"When she was near,",Laurie,17.302082061767578
16,1,he,f,Mismatch,"When he was near,",Heidi,19.214616775512695
17,1,he,m,Match,"When he was in court, the",husband,11.876611709594727
17,1,she,m,Mismatch,"When she was in court,",George,13.484875679016113
17,1,she,f,Match,"When she was in court,",Veronica,16.359111785888672
17,1,he,f,Mismatch,"When he was in court,",Gina,16.66680335998535
18,1,he,m,Match,"When he was poorly, the",boyfriend,15.237486839294434
18,1,she,m,Mismatch,"When she was poorly,",Gary,15.816096305847168
18,1,she,f,Match,"When she was poorly,",Samantha,15.944608688354492
18,1,he,f,Mismatch,"When he was poorly,",Florence,16.410518646240234
19,1,he,m,Match,"When he arrived,",George,12.290491104125977
19,1,she,m,Mismatch,"When she arrived,",Stephen,14.407724380493164
19,1,she,f,Match,"When she arrived,",Carolyn,15.144700050354004
19,1,he,f,Mismatch,"When he arrived,",Tiffany,17.642242431640625
20,1,he,m,Match,"When he was appointed,",William,11.916789054870605
20,1,she,m,Mismatch,"When she was appointed, the",grandson,15.275838851928711
20,1,she,f,Match,"When she was appointed,",Victoria,15.752777099609375
20,1,he,f,Mismatch,"When he was appointed,",Ellen,16.338306427001953
21,1,he,m,Match,"When he was fired,",Bill,12.836041450500488
21,1,she,m,Mismatch,"When she was fired,",Adam,15.038309097290039
21,1,she,f,Match,"When she was fired,",Martha,15.548480987548828
21,1,he,f,Mismatch,"When he was fired,",Susan,15.043664932250977
22,1,he,m,Match,"When he was close,",Paul,11.276793479919434
22,1,she,m,Mismatch,"When she was close,",Todd,16.081981658935547
22,1,she,f,Match,"When she was close,",Ruth,15.336207389831543
22,1,he,f,Mismatch,"When he was close,",Jessica,16.296140670776367
23,1,he,m,Match,"When he was retired,",Omar,17.698118209838867
23,1,she,m,Mismatch,"When she was retired,",Theodore,16.46784210205078
23,1,she,f,Match,"When she was retired,",Florence,15.767864227294922
23,1,he,f,Mismatch,"When he was retired,",Katherine,16.645849227905273
24,1,he,m,Match,"When he was abroad,",Kenneth,16.5142879486084
24,1,she,m,Mismatch,"When she was abroad,",Curtis,16.709346771240234
24,1,she,f,Match,"When she was abroad,",Diana,14.895012855529785
24,1,he,f,Mismatch,"When he was abroad,",Caroline,14.92011547088623
25,1,he,m,Match,"When he was discovered,",Paul,12.756107330322266
25,1,she,m,Mismatch,"When she was discovered, the",brother,11.698603630065918
25,1,she,f,Match,"When she was discovered,",Heidi,17.88475227355957
25,1,he,f,Mismatch,"When he was discovered,",Carolyn,19.34410858154297
26,1,he,m,Match,"When he was busy, the",brother,10.98066520690918
26,1,she,m,Mismatch,"When she was busy,",Roger,14.375598907470703
26,1,she,f,Match,"When she was busy,",Ruth,13.611857414245605
26,1,he,f,Mismatch,"When he was busy,",Patricia,16.17102813720703
27,1,he,m,Match,"When he was twenty-one,",Derek,16.6629581451416
27,1,she,m,Mismatch,"When she was twenty-one,",Gary,16.47382354736328
27,1,she,f,Match,"When she was twenty-one,",Caroline,13.83629322052002
27,1,he,f,Mismatch,"When he was twenty-one,",Julia,14.208227157592773
28,1,he,m,Match,"When he was annoyed,",Bill,12.933781623840332
28,1,she,m,Mismatch,"When she was annoyed,",Omar,18.51010513305664
28,1,she,f,Match,"When she was annoyed,",Laurie,17.222414016723633
28,1,he,f,Mismatch,"When he was annoyed,",Laurie,17.971250534057617
29,1,he,m,Match,"When he was in church,",Derek,17.39113998413086
29,1,she,m,Mismatch,"When she was in church,",Douglas,16.59326934814453
29,1,she,f,Match,"When she was in church,",Sonia,17.432018280029297
29,1,he,f,Mismatch,"When he was in church,",Valerie,19.22328758239746
30,1,he,m,Match,"When he was banished,",Alan,15.191486358642578
30,1,she,m,Mismatch,"When she was banished,",Derek,17.532207489013672
30,1,she,f,Match,"When she was banished,",Erin,16.31985092163086
30,1,he,f,Mismatch,"When he was banished,",Sonia,18.13285255432129
31,1,he,m,Match,"When he was angry,",Daniel,14.018213272094727
31,1,she,m,Mismatch,"When she was angry,",Todd,15.492535591125488
31,1,she,f,Match,"When she was angry,",Erin,15.627979278564453
31,1,he,f,Mismatch,"When he was angry,",Julia,14.959890365600586
32,1,he,m,Match,"When he was distraught,",Paul,12.55293083190918
32,1,she,m,Mismatch,"When she was distraught, the",boy,8.664435386657715
32,1,she,f,Match,"When she was distraught,",Heidi,17.610437393188477
32,1,he,f,Mismatch,"When he was distraught,",Barbara,15.9228515625
1,1,he,m,Match,"When he was off work,",Joel,15.465320587158203
1,1,she,m,Mismatch,"When she was off work,",Alan,15.021754264831543
1,1,she,f,Match,"When she was off work,",Rebecca,14.355299949645996
1,1,he,f,Mismatch,"When he was off work,",Stacy,15.388457298278809
2,1,he,m,Match,"When he arrived,",Raymond,16.179311752319336
2,1,she,m,Mismatch,"When she arrived,",Mitchell,15.912562370300293
2,1,she,f,Match,"When she arrived,",Samantha,14.865543365478516
2,1,he,f,Mismatch,"When he arrived,",Lisa,14.699357986450195
3,1,he,m,Match,"When he was fed up, the",boy,7.575235843658447
3,1,she,m,Mismatch,"When she was fed up,",Daniel,15.713157653808594
3,1,she,f,Match,"When she was fed up,",Lisa,15.931541442871094
3,1,he,f,Mismatch,"When he was fed up,",Jessica,18.213146209716797
4,1,he,m,Match,"When he was talking,",Carlos,14.647923469543457
4,1,she,m,Mismatch,"When she was talking,",Peter,12.06801986694336
4,1,she,f,Match,"When she was talking,",Diana,13.901324272155762
4,1,he,f,Mismatch,"When he was talking, the",lady,9.383291244506836
5,1,he,m,Match,"When he was nearby,",Stephen,13.545948028564453
5,1,she,m,Mismatch,"When she was nearby,",Peter,12.949803352355957
5,1,she,f,Match,"When she was nearby, the",daughter,9.73669719696045
5,1,he,f,Mismatch,"When he was nearby,",Katherine,16.180889129638672
6,1,he,m,Match,"When he was lost,",Walter,15.479076385498047
6,1,she,m,Mismatch,"When she was lost, the",boyfriend,14.874246597290039
6,1,she,f,Match,"When she was lost,",Jessica,17.436748504638672
6,1,he,f,Mismatch,"When he was lost,",Paula,17.8139705657959
7,1,he,m,Match,"When he was bad-tempered,",Daniel,14.978606224060059
7,1,she,m,Mismatch,"When she was bad-tempered,",James,14.23030948638916
7,1,she,f,Match,"When she was bad-tempered,",Sarah,15.011093139648438
7,1,he,f,Mismatch,"When he was bad-tempered, the",actress,14.449128150939941
8,1,he,m,Match,"When he was jealous,",Alan,15.596508979797363
8,1,she,m,Mismatch,"When she was jealous,",Matt,14.894024848937988
8,1,she,f,Match,"When she was jealous,",Amy,14.600473403930664
8,1,he,f,Mismatch,"When he was jealous,",Rachel,14.68023681640625
9,1,he,m,Match,"When he was in residence,",Craig,15.713994026184082
9,1,she,m,Mismatch,"When she was in residence,",Stephen,14.185885429382324
9,1,she,f,Match,"When she was in residence,",Heidi,16.517972946166992
9,1,he,f,Mismatch,"When he was in residence, the",grandmother,14.450697898864746
10,1,he,m,Match,"When he was introduced,",Martin,13.111878395080566
10,1,she,m,Mismatch,"When she was introduced,",Curtis,15.902132034301758
10,1,she,f,Match,"When she was introduced,",Heather,15.230737686157227
10,1,he,f,Mismatch,"When he was introduced,",Lisa,15.518231391906738
11,1,he,m,Match,"When he arrived,",Mitchell,15.62490463256836
11,1,she,m,Mismatch,"When she arrived,",Peter,12.593009948730469
11,1,she,f,Match,"When she arrived,",Eva,13.790249824523926
11,1,he,f,Mismatch,"When he arrived,",Valerie,18.018165588378906
12,1,he,m,Match,"When he felt sad,",Bill,12.981873512268066
12,1,she,m,Mismatch,"When she felt sad,",Derek,19.134048461914062
12,1,she,f,Match,"When she felt sad,",Jennifer,15.876302719116211
12,1,he,f,Mismatch,"When he felt sad,",Veronica,19.886110305786133
13,1,he,m,Match,"When he was present,",Bill,14.036506652832031
13,1,she,m,Mismatch,"When she was present,",Michael,13.248353004455566
13,1,she,f,Match,"When she was present,",Laurie,16.838756561279297
13,1,he,f,Mismatch,"When he was present,",Ruth,15.802093505859375
14,1,he,m,Match,"When he was depressed,",Stephen,13.23326587677002
14,1,she,m,Mismatch,"When she was depressed,",Curtis,15.765365600585938
14,1,she,f,Match,"When she was depressed, the",actress,12.15123462677002
14,1,he,f,Mismatch,"When he was depressed,",Cindy,17.1663818359375
15,1,he,m,Match,"When he was around,",Lawrence,15.686349868774414
15,1,she,m,Mismatch,"When she was around,",Adam,14.782966613769531
15,1,she,f,Match,"When she was around,",Donna,13.656852722167969
15,1,he,f,Mismatch,"When he was around,",Tara,15.569125175476074
16,1,he,m,Match,"When he was near,",Craig,16.334980010986328
16,1,she,m,Mismatch,"When she was near,",Frank,14.58770751953125
16,1,she,f,Match,"When she was near, the",actress,13.896191596984863
16,1,he,f,Mismatch,"When he was near,",Donna,16.513824462890625
17,1,he,m,Match,"When he was in court,",Gerald,15.633288383483887
17,1,she,m,Mismatch,"When she was in court,",Daniel,14.683714866638184
17,1,she,f,Match,"When she was in court,",Tara,14.810723304748535
17,1,he,f,Mismatch,"When he was in court,",Monica,17.586387634277344
18,1,he,m,Match,"When he was poorly,",Matt,14.624558448791504
18,1,she,m,Mismatch,"When she was poorly,",Peter,12.907938957214355
18,1,she,f,Match,"When she was poorly,",Stacy,17.314069747924805
18,1,he,f,Mismatch,"When he was poorly,",Sonia,17.796924591064453
19,1,he,m,Match,"When he arrived, the",brother,11.448847770690918
19,1,she,m,Mismatch,"When she arrived,",Martin,13.702543258666992
19,1,she,f,Match,"When she arrived,",Allison,15.393778800964355
19,1,he,f,Mismatch,"When he arrived,",Leslie,15.319350242614746
20,1,he,m,Match,"When he was appointed,",Gary,15.787968635559082
20,1,she,m,Mismatch,"When she was appointed,",Curtis,16.056177139282227
20,1,she,f,Match,"When she was appointed,",Katherine,15.34173583984375
20,1,he,f,Mismatch,"When he was appointed,",Paula,17.961318969726562
21,1,he,m,Match,"When he was fired, the",brother,12.62518310546875
21,1,she,m,Mismatch,"When she was fired,",Gary,14.982756614685059
21,1,she,f,Match,"When she was fired,",Samantha,15.97590446472168
21,1,he,f,Mismatch,"When he was fired,",Rebecca,15.953481674194336
22,1,he,m,Match,"When he was close, the",husband,12.253650665283203
22,1,she,m,Mismatch,"When she was close,",William,13.332145690917969
22,1,she,f,Match,"When she was close,",Barbara,16.178009033203125
22,1,he,f,Mismatch,"When he was close,",Sandra,16.991941452026367
23,1,he,m,Match,"When he was retired,",Curtis,14.297792434692383
23,1,she,m,Mismatch,"When she was retired,",Daniel,15.2606782913208
23,1,she,f,Match,"When she was retired,",Tara,16.945659637451172
23,1,he,f,Mismatch,"When he was retired,",Donna,15.928605079650879
24,1,he,m,Match,"When he was abroad,",Roger,14.793697357177734
24,1,she,m,Mismatch,"When she was abroad,",George,13.325313568115234
24,1,she,f,Match,"When she was abroad,",April,15.502313613891602
24,1,he,f,Mismatch,"When he was abroad,",Katherine,16.572969436645508
25,1,he,m,Match,"When he was discovered, the",man,5.815830707550049
25,1,she,m,Mismatch,"When she was discovered,",Peter,13.454861640930176
25,1,she,f,Match,"When she was discovered,",Heather,16.0731201171875
25,1,he,f,Mismatch,"When he was discovered,",Jessica,17.373451232910156
26,1,he,m,Match,"When he was busy,",Raymond,16.040983200073242
26,1,she,m,Mismatch,"When she was busy,",Stephen,13.964909553527832
26,1,she,f,Match,"When she was busy,",Allison,16.189250946044922
26,1,he,f,Mismatch,"When he was busy,",Barbara,15.604222297668457
27,1,he,m,Match,"When he was twenty-one,",Lawrence,15.136998176574707
27,1,she,m,Mismatch,"When she was twenty-one, the",husband,9.194625854492188
27,1,she,f,Match,"When she was twenty-one,",Jessica,15.338958740234375
27,1,he,f,Mismatch,"When he was twenty-one,",Pamela,16.104724884033203
28,1,he,m,Match,"When he was annoyed,",Michael,12.65581226348877
28,1,she,m,Mismatch,"When she was annoyed,",Peter,13.048035621643066
28,1,she,f,Match,"When she was annoyed,",Andrea,15.72877311706543
28,1,he,f,Mismatch,"When he was annoyed,",Nina,17.0636043548584
29,1,he,m,Match,"When he was in church,",Gerald,16.22887420654297
29,1,she,m,Mismatch,"When she was in church,",Frank,14.378802299499512
29,1,she,f,Match,"When she was in church,",Martha,14.012277603149414
29,1,he,f,Mismatch,"When he was in church, the",grandmother,13.53931999206543
30,1,he,m,Match,"When he was banished, the",boyfriend,16.913837432861328
30,1,she,m,Mismatch,"When she was banished,",Roger,14.618700981140137
30,1,she,f,Match,"When she was banished,",Elaine,15.917665481567383
30,1,he,f,Mismatch,"When he was banished,",Erin,18.36151885986328
31,1,he,m,Match,"When he was angry,",Roger,14.691620826721191
31,1,she,m,Mismatch,"When she was angry,",Walter,16.477670669555664
31,1,she,f,Match,"When she was angry,",Allison,16.50669288635254
31,1,he,f,Mismatch,"When he was angry,",Ellen,15.201590538024902
32,1,he,m,Match,"When he was distraught,",Curtis,14.151716232299805
32,1,she,m,Mismatch,"When she was distraught,",Raymond,15.98692798614502
32,1,she,f,Match,"When she was distraught,",Allison,15.210844039916992
32,1,he,f,Mismatch,"When he was distraught,",Heidi,18.148025512695312
1,1,he,m,Match,"When he was off work,",Gary,13.625725746154785
1,1,she,m,Mismatch,"When she was off work, the",boyfriend,10.941962242126465
1,1,she,f,Match,"When she was off work,",Jennifer,12.699213981628418
1,1,he,f,Mismatch,"When he was off work,",Andrea,14.347829818725586
2,1,he,m,Match,"When he arrived,",Martin,12.957915306091309
2,1,she,m,Mismatch,"When she arrived, the",man,6.334303855895996
2,1,she,f,Match,"When she arrived,",Katherine,14.375953674316406
2,1,he,f,Mismatch,"When he arrived,",Jennifer,15.148917198181152
3,1,he,m,Match,"When he was fed up,",Martin,14.088725090026855
3,1,she,m,Mismatch,"When she was fed up,",Lawrence,16.35633087158203
3,1,she,f,Match,"When she was fed up,",Theresa,15.585761070251465
3,1,he,f,Mismatch,"When he was fed up,",Martha,16.14347267150879
4,1,he,m,Match,"When he was talking,",Vincent,14.918373107910156
4,1,she,m,Mismatch,"When she was talking,",Michael,12.036783218383789
4,1,she,f,Match,"When she was talking,",Cindy,14.126924514770508
4,1,he,f,Mismatch,"When he was talking,",Valerie,17.30834197998047
5,1,he,m,Match,"When he was nearby,",Martin,13.09129810333252
5,1,she,m,Mismatch,"When she was nearby,",Martin,13.885014533996582
5,1,she,f,Match,"When she was nearby,",Martha,14.367586135864258
5,1,he,f,Mismatch,"When he was nearby,",Eva,15.619153022766113
6,1,he,m,Match,"When he was lost,",James,12.353775978088379
6,1,she,m,Mismatch,"When she was lost,",Peter,12.387860298156738
6,1,she,f,Match,"When she was lost,",Patricia,17.71878433227539
6,1,he,f,Mismatch,"When he was lost,",Sara,16.82125473022461
7,1,he,m,Match,"When he was bad-tempered,",Gerald,14.976459503173828
7,1,she,m,Mismatch,"When she was bad-tempered,",Carl,16.12815284729004
7,1,she,f,Match,"When she was bad-tempered,",Sara,17.81433868408203
7,1,he,f,Mismatch,"When he was bad-tempered,",Elaine,19.410221099853516
8,1,he,m,Match,"When he was jealous,",Roger,15.100409507751465
8,1,she,m,Mismatch,"When she was jealous,",Carl,15.241390228271484
8,1,she,f,Match,"When she was jealous, the",daughter,8.645943641662598
8,1,he,f,Mismatch,"When he was jealous,",Ruth,15.175971984863281
9,1,he,m,Match,"When he was in residence,",Vincent,15.259464263916016
9,1,she,m,Mismatch,"When she was in residence, the",grandfather,14.138654708862305
9,1,she,f,Match,"When she was in residence, the",niece,13.950212478637695
9,1,he,f,Mismatch,"When he was in residence,",Heidi,19.041227340698242
10,1,he,m,Match,"When he was introduced,",Michael,12.515386581420898
10,1,she,m,Mismatch,"When she was introduced, the",boyfriend,14.027586936950684
10,1,she,f,Match,"When she was introduced,",Sara,14.826949119567871
10,1,he,f,Mismatch,"When he was introduced,",Margaret,13.341571807861328
11,1,he,m,Match,"When he arrived,",Jerry,15.821534156799316
11,1,she,m,Mismatch,"When she arrived,",Michael,12.910074234008789
11,1,she,f,Match,"When she arrived, the",daughter,10.512286186218262
11,1,he,f,Mismatch,"When he arrived,",Carolyn,16.49599838256836
12,1,he,m,Match,"When he felt sad,",Gerald,16.943256378173828
12,1,she,m,Mismatch,"When she felt sad,",Peter,13.788823127746582
12,1,she,f,Match,"When she felt sad,",Diane,18.670766830444336
12,1,he,f,Mismatch,"When he felt sad,",Barbara,17.32637596130371
13,1,he,m,Match,"When he was present,",Michael,12.708264350891113
13,1,she,m,Mismatch,"When she was present,",James,12.563699722290039
13,1,she,f,Match,"When she was present,",Rebecca,14.75896167755127
13,1,he,f,Mismatch,"When he was present,",Monica,17.908334732055664
14,1,he,m,Match,"When he was depressed,",Gregory,15.544658660888672
14,1,she,m,Mismatch,"When she was depressed,",Derek,16.959367752075195
14,1,she,f,Match,"When she was depressed,",Heidi,17.68250846862793
14,1,he,f,Mismatch,"When he was depressed,",Heather,15.39806842803955
15,1,he,m,Match,"When he was around,",Matt,13.17155933380127
15,1,she,m,Mismatch,"When she was around,",Paul,12.563824653625488
15,1,she,f,Match,"When she was around, the",niece,14.596423149108887
15,1,he,f,Mismatch,"When he was around,",Ruth,14.908268928527832
16,1,he,m,Match,"When he was near, the",grandfather,14.211939811706543
16,1,she,m,Mismatch,"When she was near,",Theodore,16.42519187927246
16,1,she,f,Match,"When she was near,",Margaret,13.820499420166016
16,1,he,f,Mismatch,"When he was near,",Theresa,18.51521110534668
17,1,he,m,Match,"When he was in court,",Walter,16.02373504638672
17,1,she,m,Mismatch,"When she was in court,",Patrick,15.235499382019043
17,1,she,f,Match,"When she was in court,",Gina,15.356905937194824
17,1,he,f,Mismatch,"When he was in court,",Lisa,15.20870590209961
18,1,he,m,Match,"When he was poorly,",Scott,14.645180702209473
18,1,she,m,Mismatch,"When she was poorly,",Craig,15.371556282043457
18,1,she,f,Match,"When she was poorly,",Lisa,14.630189895629883
18,1,he,f,Mismatch,"When he was poorly,",Patricia,16.78066635131836
19,1,he,m,Match,"When he arrived,",Lawrence,15.108074188232422
19,1,she,m,Mismatch,"When she arrived,",Matt,14.357494354248047
19,1,she,f,Match,"When she arrived,",Melissa,14.69138240814209
19,1,he,f,Mismatch,"When he arrived,",Emily,13.917417526245117
20,1,he,m,Match,"When he was appointed,",Peter,12.848255157470703
20,1,she,m,Mismatch,"When she was appointed, the",boyfriend,15.514081001281738
20,1,she,f,Match,"When she was appointed,",Nina,17.12151336669922
20,1,he,f,Mismatch,"When he was appointed,",Stacy,18.00067901611328
21,1,he,m,Match,"When he was fired, the",boyfriend,14.976898193359375
21,1,she,m,Mismatch,"When she was fired,",Raymond,17.002830505371094
21,1,she,f,Match,"When she was fired,",Theresa,14.911227226257324
21,1,he,f,Mismatch,"When he was fired,",Eva,17.047500610351562
22,1,he,m,Match,"When he was close,",Stephen,14.04871940612793
22,1,she,m,Mismatch,"When she was close, the",brother,11.713017463684082
22,1,she,f,Match,"When she was close,",Heidi,16.329307556152344
22,1,he,f,Mismatch,"When he was close,",Melissa,15.603618621826172
23,1,he,m,Match,"When he was retired, the",grandfather,13.56595516204834
23,1,she,m,Mismatch,"When she was retired, the",boyfriend,14.234687805175781
23,1,she,f,Match,"When she was retired,",Stacy,16.426774978637695
23,1,he,f,Mismatch,"When he was retired, the",daughter,11.24425983428955
24,1,he,m,Match,"When he was abroad,",Raymond,17.575387954711914
24,1,she,m,Mismatch,"When she was abroad,",Lawrence,16.822763442993164
24,1,she,f,Match,"When she was abroad,",Holly,16.488624572753906
24,1,he,f,Mismatch,"When he was abroad, the",niece,15.659865379333496
25,1,he,m,Match,"When he was discovered,",Patrick,15.246016502380371
25,1,she,m,Mismatch,"When she was discovered,",Gregory,16.33987045288086
25,1,she,f,Match,"When she was discovered,",Margaret,13.832341194152832
25,1,he,f,Mismatch,"When he was discovered,",Theresa,17.285472869873047
26,1,he,m,Match,"When he was busy,",Robert,12.43671703338623
26,1,she,m,Mismatch,"When she was busy,",Craig,15.289799690246582
26,1,she,f,Match,"When she was busy,",Diane,14.35204029083252
26,1,he,f,Mismatch,"When he was busy,",Stacy,17.448898315429688
27,1,he,m,Match,"When he was twenty-one,",James,10.952686309814453
27,1,she,m,Mismatch,"When she was twenty-one,",Stephen,13.860631942749023
27,1,she,f,Match,"When she was twenty-one,",Eva,15.04375171661377
27,1,he,f,Mismatch,"When he was twenty-one,",Wendy,16.85085105895996
28,1,he,m,Match,"When he was annoyed, the",grandfather,13.889253616333008
28,1,she,m,Mismatch,"When she was annoyed,",Walter,16.307846069335938
28,1,she,f,Match,"When she was annoyed,",Nina,15.741303443908691
28,1,he,f,Mismatch,"When he was annoyed,",Theresa,17.333097457885742
29,1,he,m,Match,"When he was in church,",Matt,14.460606575012207
29,1,she,m,Mismatch,"When she was in church,",Lawrence,16.732389450073242
29,1,she,f,Match,"When she was in church,",Amy,15.184351921081543
29,1,he,f,Mismatch,"When he was in church,",Carmen,18.703371047973633
30,1,he,m,Match,"When he was banished,",Matt,15.250452995300293
30,1,she,m,Mismatch,"When she was banished,",Patrick,15.902449607849121
30,1,she,f,Match,"When she was banished,",Paula,15.89940071105957
30,1,he,f,Mismatch,"When he was banished,",Rebecca,16.417072296142578
31,1,he,m,Match,"When he was angry,",Peter,11.842342376708984
31,1,she,m,Mismatch,"When she was angry,",Craig,16.332250595092773
31,1,she,f,Match,"When she was angry,",Eva,14.538220405578613
31,1,he,f,Mismatch,"When he was angry,",Amy,15.654670715332031
32,1,he,m,Match,"When he was distraught,",Alan,14.695847511291504
32,1,she,m,Mismatch,"When she was distraught,",Martin,13.400656700134277
32,1,she,f,Match,"When she was distraught,",Jennifer,14.328253746032715
32,1,he,f,Mismatch,"When he was distraught,",Jessica,15.835907936096191
1,1,he,m,Match,"When he was off work,",Rodney,15.815986633300781
1,1,she,m,Mismatch,"When she was off work,",James,12.306077003479004
1,1,she,f,Match,"When she was off work,",Diane,13.156977653503418
1,1,he,f,Mismatch,"When he was off work,",Gina,15.661075592041016
2,1,he,m,Match,"When he arrived,",Matt,14.255319595336914
2,1,she,m,Mismatch,"When she arrived,",Walter,14.555746078491211
2,1,she,f,Match,"When she arrived,",Theresa,14.617339134216309
2,1,he,f,Mismatch,"When he arrived,",Rose,14.074454307556152
3,1,he,m,Match,"When he was fed up,",Michael,13.471186637878418
3,1,she,m,Mismatch,"When she was fed up,",Robert,15.200758934020996
3,1,she,f,Match,"When she was fed up,",Heather,16.076292037963867
3,1,he,f,Mismatch,"When he was fed up,",Brenda,17.4429874420166
4,1,he,m,Match,"When he was talking, the",son,10.083995819091797
4,1,she,m,Mismatch,"When she was talking,",Carl,13.829676628112793
4,1,she,f,Match,"When she was talking,",Jennifer,13.19198226928711
4,1,he,f,Mismatch,"When he was talking, the",grandmother,14.111510276794434
5,1,he,m,Match,"When he was nearby,",Marcus,14.128527641296387
5,1,she,m,Mismatch,"When she was nearby,",Rodney,17.668588638305664
5,1,she,f,Match,"When she was nearby,",Brenda,15.214046478271484
5,1,he,f,Mismatch,"When he was nearby,",Sara,15.454019546508789
6,1,he,m,Match,"When he was lost,",Matt,15.387304306030273
6,1,she,m,Mismatch,"When she was lost,",Stephen,14.225560188293457
6,1,she,f,Match,"When she was lost,",Dawn,18.23690414428711
6,1,he,f,Mismatch,"When he was lost,",Nancy,16.516223907470703
7,1,he,m,Match,"When he was bad-tempered,",Lawrence,17.995073318481445
7,1,she,m,Mismatch,"When she was bad-tempered,",Robert,15.078808784484863
7,1,she,f,Match,"When she was bad-tempered,",Martha,15.316888809204102
7,1,he,f,Mismatch,"When he was bad-tempered,",Sandra,18.107391357421875
8,1,he,m,Match,"When he was jealous,",Rodney,19.94010353088379
8,1,she,m,Mismatch,"When she was jealous,",David,13.083916664123535
8,1,she,f,Match,"When she was jealous,",Nancy,14.291902542114258
8,1,he,f,Mismatch,"When he was jealous,",Brenda,16.340713500976562
9,1,he,m,Match,"When he was in residence,",Rodney,17.543298721313477
9,1,she,m,Mismatch,"When she was in residence,",David,12.972432136535645
9,1,she,f,Match,"When she was in residence,",Michelle,14.685266494750977
9,1,he,f,Mismatch,"When he was in residence,",Rose,15.403156280517578
10,1,he,m,Match,"When he was introduced,",Vincent,16.02913475036621
10,1,she,m,Mismatch,"When she was introduced,",Stephen,13.282116889953613
10,1,she,f,Match,"When she was introduced,",Patricia,14.6546630859375
10,1,he,f,Mismatch,"When he was introduced,",Brenda,16.932876586914062
11,1,he,m,Match,"When he arrived,",Noah,16.584686279296875
11,1,she,m,Mismatch,"When she arrived,",Carl,13.690140724182129
11,1,she,f,Match,"When she arrived,",Michelle,14.07908821105957
11,1,he,f,Mismatch,"When he arrived,",Martha,15.700956344604492
12,1,he,m,Match,"When he felt sad,",Marcus,15.16496753692627
12,1,she,m,Mismatch,"When she felt sad, the",son,11.704476356506348
12,1,she,f,Match,"When she felt sad,",Martha,14.147462844848633
12,1,he,f,Mismatch,"When he felt sad,",Brenda,18.207448959350586
13,1,he,m,Match,"When he was present,",James,11.634848594665527
13,1,she,m,Mismatch,"When she was present, the",son,10.941776275634766
13,1,she,f,Match,"When she was present,",Jessica,15.28155517578125
13,1,he,f,Mismatch,"When he was present,",Allison,17.969694137573242
14,1,he,m,Match,"When he was depressed,",Rodney,17.160322189331055
14,1,she,m,Mismatch,"When she was depressed,",Robert,14.862693786621094
14,1,she,f,Match,"When she was depressed,",Melissa,15.854842185974121
14,1,he,f,Mismatch,"When he was depressed,",Brenda,17.104045867919922
15,1,he,m,Match,"When he was around,",Marcus,13.526058197021484
15,1,she,m,Mismatch,"When she was around,",Alan,15.141365051269531
15,1,she,f,Match,"When she was around,",Dawn,15.594097137451172
15,1,he,f,Mismatch,"When he was around,",Allison,16.16596031188965
16,1,he,m,Match,"When he was near,",Carl,15.318199157714844
16,1,she,m,Mismatch,"When she was near,",Vincent,17.01673698425293
16,1,she,f,Match,"When she was near,",Brenda,17.183330535888672
16,1,he,f,Mismatch,"When he was near,",Amy,15.209223747253418
17,1,he,m,Match,"When he was in court,",Robert,12.963944435119629
17,1,she,m,Mismatch,"When she was in court,",Carl,14.992813110351562
17,1,she,f,Match,"When she was in court,",Sara,15.144804000854492
17,1,he,f,Mismatch,"When he was in court,",Sarah,14.828827857971191
18,1,he,m,Match,"When he was poorly,",Noah,18.228904724121094
18,1,she,m,Mismatch,"When she was poorly, the",grandfather,13.296268463134766
18,1,she,f,Match,"When she was poorly,",Heather,15.097167015075684
18,1,he,f,Mismatch,"When he was poorly,",Brenda,17.608394622802734
19,1,he,m,Match,"When he arrived, the",grandfather,13.097460746765137
19,1,she,m,Mismatch,"When she arrived,",Marcus,14.086862564086914
19,1,she,f,Match,"When she arrived,",Nina,15.340773582458496
19,1,he,f,Mismatch,"When he arrived,",Diane,15.696946144104004
20,1,he,m,Match,"When he was appointed,",Stephen,13.438607215881348
20,1,she,m,Mismatch,"When she was appointed,",Craig,15.998119354248047
20,1,she,f,Match,"When she was appointed,",Jennifer,14.438255310058594
20,1,he,f,Mismatch,"When he was appointed,",Carolyn,17.221956253051758
21,1,he,m,Match,"When he was fired,",Matt,13.223109245300293
21,1,she,m,Mismatch,"When she was fired,",Martin,13.262293815612793
21,1,she,f,Match,"When she was fired,",Patricia,14.25536823272705
21,1,he,f,Mismatch,"When he was fired,",Nancy,15.98755931854248
22,1,he,m,Match,"When he was close,",David,12.486408233642578
22,1,she,m,Mismatch,"When she was close,",Michael,13.00819206237793
22,1,she,f,Match,"When she was close,",Lisa,14.726677894592285
22,1,he,f,Mismatch,"When he was close,",Heather,16.425437927246094
23,1,he,m,Match,"When he was retired,",Rodney,17.828855514526367
23,1,she,m,Mismatch,"When she was retired,",Michael,13.422526359558105
23,1,she,f,Match,"When she was retired,",Amy,14.800862312316895
23,1,he,f,Mismatch,"When he was retired,",Heather,18.101831436157227
