item,cond,adjunct,contrast,pronoun,og_sent,sent,target,/data/gpt2_surp
24,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before sending him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract,",Anna,13.883955955505371
1,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before anyone offered him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before anyone offered him a fancy pastry,",Adam,13.497384071350098
1,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before anyone offered her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before anyone offered her a fancy pastry,",Chad,15.047016143798828
1,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before offering him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before offering him a fancy pastry,",Derek,14.808371543884277
1,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before offering her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering her a fancy pastry,",Kenneth,16.106796264648438
2,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While a parent drove him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While a parent drove him to school on Friday,",Eric,12.11518669128418
2,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While a parent drove her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While a parent drove her to school on Friday,",Carlos,15.745336532592773
2,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While driving him to school on Friday,",Brett,15.393440246582031
2,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While driving her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving her to school on Friday,",Kenneth,15.348210334777832
3,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While an employee baked him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While an employee baked him some cookies,",Jerry,11.60488510131836
3,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While an employee baked her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While an employee baked her some cookies,",Travis,15.153608322143555
3,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While baking him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While baking him some cookies,",Curtis,15.630454063415527
3,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While baking her some cookies,",Derek,14.118714332580566
4,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After an orderly lifted him onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After an orderly lifted him onto the bus,",Dennis,14.28690242767334
4,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After an orderly lifted her onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After an orderly lifted her onto the bus, the",nephew,16.25179100036621
4,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After lifting him onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After lifting him onto the bus,",Derek,13.856995582580566
4,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After lifting her onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After lifting her onto the bus, the",grandson,16.563671112060547
5,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before an officer interrogated him about the crime, Daniel kindly offered Corey some food and a cigarette.","Before an officer interrogated him about the crime, the",man,5.519120216369629
5,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before an officer interrogated her about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before an officer interrogated her about the crime, the",boy,9.20091724395752
5,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before interrogating him about the crime, Daniel kindly offered Corey some food and a cigarette.","Before interrogating him about the crime, the",brother,11.689443588256836
5,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before interrogating her about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before interrogating her about the crime,",Mitchell,11.502997398376465
6,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a guest embarrassed him during the party, Andrew promptly apologized to Jeffrey for the unforgivable behavior.","After a guest embarrassed him during the party,",Adam,12.565445899963379
6,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a guest embarrassed her during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After a guest embarrassed her during the party,",Todd,13.201532363891602
6,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After embarrassing him during the party, Andrew promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing him during the party,",Curtis,15.078695297241211
6,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After embarrassing her during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her during the party,",Frank,13.13430118560791
7,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While an intern helped him shred the documents, Alexander tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While an intern helped him shred the documents,",William,12.897242546081543
7,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While an intern helped her shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While an intern helped her shred the documents,",Mark,12.274686813354492
7,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While helping him shred the documents, Alexander tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping him shred the documents,",Bruce,12.227306365966797
7,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While helping her shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her shred the documents,",Mitchell,11.913408279418945
8,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While someone read him a bedtime story, William gently gestured to Luis to turn off the lights.","While someone read him a bedtime story,",Omar,17.058326721191406
8,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While someone read her a bedtime story, William gently gestured to Olivia to turn off the lights.","While someone read her a bedtime story,",Todd,15.313799858093262
8,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While reading him a bedtime story, William gently gestured to Luis to turn off the lights.","While reading him a bedtime story,",Derek,14.6961030960083
8,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While reading her a bedtime story, William gently gestured to Olivia to turn off the lights.","While reading her a bedtime story,",Aaron,14.927785873413086
9,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a colleague cornered him next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After a colleague cornered him next to the water cooler,",William,14.465408325195312
9,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a colleague cornered her next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After a colleague cornered her next to the water cooler,",Ronald,16.816659927368164
9,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After cornering him next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After cornering him next to the water cooler,",Carlos,13.207510948181152
9,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After cornering her next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After cornering her next to the water cooler,",Andrew,13.596141815185547
10,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a nurse weighed him on the scale, Johnathan calmly informed Steven that he should be concerned about the onset of gout.","After a nurse weighed him on the scale,",Bill,12.609835624694824
10,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a nurse weighed her on the scale, Johnathan calmly informed Michelle that she should be concerned about the onset of gout.","After a nurse weighed her on the scale,",Carlos,14.91116714477539
10,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After weighing him on the scale, Johnathan calmly informed Steven that he should be concerned about the onset of gout.","After weighing him on the scale,",Travis,13.645672798156738
10,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After weighing her on the scale, Johnathan calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her on the scale,",Paul,11.834953308105469
11,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before anyone spotted him at yoga class, Zachary secretly followed Christian around town.","Before anyone spotted him at yoga class,",Aaron,14.079283714294434
11,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before anyone spotted her at yoga class, Zachary secretly followed Kaitlyn around town.","Before anyone spotted her at yoga class,",Curtis,14.336128234863281
11,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before spotting him at yoga class, Zachary secretly followed Christian around town.","Before spotting him at yoga class,",William,13.649455070495605
11,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.","Before spotting her at yoga class,",Gary,13.28426742553711
12,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before friends visited him on Sunday afternoons, Benjamin usually called Jason up to confirm that they were still free.","Before friends visited him on Sunday afternoons,",Gary,14.06603717803955
12,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before friends visited her on Sunday afternoons, Benjamin usually called Mary up to confirm that they were still free.","Before friends visited her on Sunday afternoons, the",man,6.282090187072754
12,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before visiting him on Sunday afternoons, Benjamin usually called Jason up to confirm that he was still free.","Before visiting him on Sunday afternoons,",Mitchell,11.883527755737305
12,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before visiting her on Sunday afternoons, Benjamin usually called Mary up to confirm that she was still free.","Before visiting her on Sunday afternoons,",Bill,11.738862991333008
13,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a professor had her in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After a professor had her in multiple classes,",Valerie,17.330276489257812
13,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a professor had him in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After a professor had him in multiple classes,",Rebecca,16.463621139526367
13,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After having her in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her in multiple classes,",Vanessa,15.831158638000488
13,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After having him in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having him in multiple classes,",Victoria,16.61722183227539
14,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a stranger bought her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After a stranger bought her a pumpkin-spice latte,",Paula,15.734356880187988
14,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a stranger bought him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After a stranger bought him a pumpkin-spice latte,",Barbara,14.884005546569824
14,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After buying her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte,",Stacy,14.463254928588867
14,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After buying him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte,",Melanie,15.917903900146484
15,CATAMARAN2-FIN-Match,No Constraint,Match,her,"While someone writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While someone writing her a reminder note,",Denise,15.947593688964844
15,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"While someone writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While someone writing him a reminder note,",Ruth,18.329212188720703
15,CATAMARAN2-OBJ-Match,Constraint,Match,her,"While writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her a reminder note,",Ruth,14.162456512451172
15,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"While writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing him a reminder note,",Denise,14.640682220458984
16,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a waiter poured her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After a waiter poured her some hot tea,",Ellen,13.244138717651367
16,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a waiter poured him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After a waiter poured him some hot tea,",Maria,14.046436309814453
16,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After pouring her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her some hot tea,",Tara,12.606073379516602
16,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After pouring him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea,",Jane,12.525071144104004
17,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a volunteer left her a voice message, Stephanie also sent Marissa a text containing the same information.","After a volunteer left her a voice message,",Ellen,14.75593376159668
17,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a volunteer left him a voice message, Stephanie also sent Marcus a text containing the same information.","After a volunteer left him a voice message,",Jill,15.802982330322266
17,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After leaving her a voice message, Stephanie also sent Marissa a text containing the same information.","After leaving her a voice message,",Diana,14.81463623046875
17,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After leaving him a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving him a voice message, the",actress,9.42231559753418
18,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After someone sent her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After someone sent her a thank-you note,",Stacy,15.40183162689209
18,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After someone sent him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After someone sent him a thank-you note,",April,14.74601936340332
18,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After sending her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the",sister,10.679350852966309
18,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After sending him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note,",Claire,14.684752464294434
19,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before a chaperon took her kids on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before a chaperon took her kids on the roller coaster,",Cindy,12.750153541564941
19,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,his,"Before a chaperon took his kids on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before a chaperon took his kids on the roller coaster,",Meredith,15.987870216369629
19,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before taking her on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster,",Brenda,14.476336479187012
19,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before taking him on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the",girlfriend,13.648972511291504
20,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After anyone took her to a social event, Rebecca always checked with Julia to see whether they actually had a good time.","After anyone took her to a social event,",Meredith,15.317425727844238
20,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After anyone took him to a social event, Rebecca always checked with Elijah to see whether they actually had a good time.","After anyone took him to a social event,",Beth,15.130766868591309
20,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After taking her to a social event, Rebecca always checked with Julia to see whether she actually had a good time.","After taking her to a social event,",Holly,14.277257919311523
20,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After taking him to a social event, Rebecca always checked with Elijah to see whether he actually had a good time.","After taking him to a social event, the",waitress,10.920177459716797
21,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before auctioneers showed her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before auctioneers showed her any new paintings,",Connie,20.32942771911621
21,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"Before auctioneers showed him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before auctioneers showed him any new paintings,",Natalie,21.17739486694336
21,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before showing her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings,",Elaine,15.036284446716309
21,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before showing him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings,",Beth,16.289287567138672
22,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a student nominated her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After a student nominated her for class president, the",lady,13.803333282470703
22,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a student nominated him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After a student nominated him for class president, the",granddaughter,18.2658748626709
22,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After nominating her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president,",Cindy,13.343684196472168
22,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After nominating him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president,",Melanie,17.574756622314453
23,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After everyone watched her on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After everyone watched her on the Voice,",Elaine,15.370521545410156
23,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After everyone watched him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After everyone watched him on the Voice,",Ellen,14.783551216125488
23,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After watching her on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After watching her on the Voice, the",lady,9.946748733520508
23,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After watching him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice,",Diana,15.433194160461426
24,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before a secretary sent her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before a secretary sent her the secret contract,",Ruth,15.87378978729248
24,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"Before a secretary sent him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before a secretary sent him the secret contract,",Sonia,16.089366912841797
24,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before sending her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her the secret contract,",Heidi,16.66341209411621
24,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before sending him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract,",Susan,13.845368385314941
1,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before anyone offered him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before anyone offered him a fancy pastry,",Jerry,14.078394889831543
1,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before anyone offered her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before anyone offered her a fancy pastry,",Ronald,16.74363136291504
1,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before offering him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before offering him a fancy pastry,",Peter,12.434900283813477
1,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before offering her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering her a fancy pastry,",Roger,15.077776908874512
2,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While a parent drove him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While a parent drove him to school on Friday,",Kevin,12.666385650634766
2,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While a parent drove her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While a parent drove her to school on Friday,",Omar,15.071158409118652
2,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While driving him to school on Friday,",Gary,12.99370288848877
2,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While driving her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving her to school on Friday,",Gerald,16.203811645507812
3,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While an employee baked him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While an employee baked him some cookies, the",husband,10.153948783874512
3,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While an employee baked her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While an employee baked her some cookies,",Adam,12.820538520812988
3,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While baking him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While baking him some cookies,",George,12.095827102661133
3,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While baking her some cookies,",Roger,15.219075202941895
4,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After an orderly lifted him onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After an orderly lifted him onto the bus,",Alan,14.193678855895996
4,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After an orderly lifted her onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After an orderly lifted her onto the bus,",John,12.660430908203125
4,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After lifting him onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After lifting him onto the bus,",Peter,11.657073020935059
4,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After lifting her onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After lifting her onto the bus, the",boy,6.743410587310791
5,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before an officer interrogated him about the crime, Daniel kindly offered Corey some food and a cigarette.","Before an officer interrogated him about the crime,",Raymond,12.786450386047363
5,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before an officer interrogated her about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before an officer interrogated her about the crime,",Alan,15.862906455993652
5,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before interrogating him about the crime, Daniel kindly offered Corey some food and a cigarette.","Before interrogating him about the crime,",Derek,15.094135284423828
5,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before interrogating her about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before interrogating her about the crime,",Walter,13.778980255126953
6,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a guest embarrassed him during the party, Andrew promptly apologized to Jeffrey for the unforgivable behavior.","After a guest embarrassed him during the party, the",husband,10.315107345581055
6,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a guest embarrassed her during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After a guest embarrassed her during the party, the",man,6.731292724609375
6,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After embarrassing him during the party, Andrew promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing him during the party,",Daniel,13.953568458557129
6,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After embarrassing her during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her during the party,",Theodore,17.223800659179688
7,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While an intern helped him shred the documents, Alexander tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While an intern helped him shred the documents,",Alan,14.360628128051758
7,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While an intern helped her shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While an intern helped her shred the documents,",Curtis,15.387499809265137
7,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While helping him shred the documents, Alexander tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping him shred the documents,",Edward,11.421473503112793
7,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While helping her shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her shred the documents,",William,12.290513038635254
8,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While someone read him a bedtime story, William gently gestured to Luis to turn off the lights.","While someone read him a bedtime story,",Daniel,13.800772666931152
8,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While someone read her a bedtime story, William gently gestured to Olivia to turn off the lights.","While someone read her a bedtime story, the",husband,11.28878116607666
8,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While reading him a bedtime story, William gently gestured to Luis to turn off the lights.","While reading him a bedtime story,",Kenneth,15.561824798583984
8,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While reading her a bedtime story, William gently gestured to Olivia to turn off the lights.","While reading her a bedtime story,",Gerald,15.895746231079102
9,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a colleague cornered him next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After a colleague cornered him next to the water cooler,",Jerry,15.24333381652832
9,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a colleague cornered her next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After a colleague cornered her next to the water cooler,",Alan,15.132312774658203
9,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After cornering him next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After cornering him next to the water cooler,",Daniel,11.523457527160645
9,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After cornering her next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After cornering her next to the water cooler,",Gerald,15.530984878540039
10,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a nurse weighed him on the scale, Johnathan calmly informed Steven that he should be concerned about the onset of gout.","After a nurse weighed him on the scale,",Alan,13.070194244384766
10,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a nurse weighed her on the scale, Johnathan calmly informed Michelle that she should be concerned about the onset of gout.","After a nurse weighed her on the scale, the",husband,10.224535942077637
10,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After weighing him on the scale, Johnathan calmly informed Steven that he should be concerned about the onset of gout.","After weighing him on the scale,",Theodore,15.158251762390137
10,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After weighing her on the scale, Johnathan calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her on the scale,",Gary,13.623063087463379
11,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before anyone spotted him at yoga class, Zachary secretly followed Christian around town.","Before anyone spotted him at yoga class, the",grandfather,14.446392059326172
11,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before anyone spotted her at yoga class, Zachary secretly followed Kaitlyn around town.","Before anyone spotted her at yoga class,",Alan,15.318438529968262
11,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before spotting him at yoga class, Zachary secretly followed Christian around town.","Before spotting him at yoga class,",Kenneth,14.808799743652344
11,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.","Before spotting her at yoga class,",Curtis,13.509666442871094
12,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before friends visited him on Sunday afternoons, Benjamin usually called Jason up to confirm that they were still free.","Before friends visited him on Sunday afternoons, the",man,5.2251715660095215
12,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before friends visited her on Sunday afternoons, Benjamin usually called Mary up to confirm that they were still free.","Before friends visited her on Sunday afternoons,",Alan,15.263830184936523
12,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before visiting him on Sunday afternoons, Benjamin usually called Jason up to confirm that he was still free.","Before visiting him on Sunday afternoons, the",boyfriend,12.60513687133789
