exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-2.7B_surp
About,bothered,447,447_M_him,m,Match,obj,The play about the grandson bothered,him,2.835392713546753
About,bothered,447,447_F_him,f,Mismatch,obj,The play about Samantha bothered,him,3.0867910385131836
About,bothered,447,447_M_his,m,Match,poss,The play about the grandson bothered,his,6.8983073234558105
About,bothered,447,447_F_his,f,Mismatch,poss,The play about Samantha bothered,his,7.880092144012451
About,won't embarrass,448,448_M_him,m,Match,obj,The movie about Brett won't embarrass,him,3.8537967205047607
About,won't embarrass,448,448_F_him,f,Mismatch,obj,The movie about Natalie won't embarrass,him,5.533243656158447
About,won't embarrass,448,448_M_his,m,Match,poss,The movie about Brett won't embarrass,his,8.053668022155762
About,won't embarrass,448,448_F_his,f,Mismatch,poss,The movie about Natalie won't embarrass,his,9.748435974121094
About,stunned,449,449_M_him,m,Match,obj,The newspaper article about Thomas stunned,him,3.4042258262634277
About,stunned,449,449_F_him,f,Mismatch,obj,The newspaper article about Sonia stunned,him,3.8776426315307617
About,stunned,449,449_M_his,m,Match,poss,The newspaper article about Thomas stunned,his,5.592397689819336
About,stunned,449,449_F_his,f,Mismatch,poss,The newspaper article about Sonia stunned,his,6.802945137023926
About,upsets,450,450_M_him,m,Match,obj,The story about David upsets,him,3.4396440982818604
About,upsets,450,450_F_him,f,Mismatch,obj,The story about Vanessa upsets,him,3.3324389457702637
About,upsets,450,450_M_his,m,Match,poss,The story about David upsets,his,5.8412909507751465
About,upsets,450,450_F_his,f,Mismatch,poss,The story about Vanessa upsets,his,7.197805404663086
About,did disturb,451,451_M_him,m,Match,obj,The essay about Daniel did disturb,him,3.300192356109619
About,did disturb,451,451_F_him,f,Mismatch,obj,The essay about Naomi did disturb,him,4.287919998168945
About,did disturb,451,451_M_his,m,Match,poss,The essay about Daniel did disturb,his,6.860339641571045
About,did disturb,451,451_F_his,f,Mismatch,poss,The essay about Naomi did disturb,his,8.607340812683105
About,aggravated,452,452_M_him,m,Match,obj,The report about this son aggravated,him,6.26066255569458
About,aggravated,452,452_F_him,f,Mismatch,obj,The report about Sarah aggravated,him,8.432539939880371
About,aggravated,452,452_M_his,m,Match,poss,The report about this son aggravated,his,4.802870273590088
About,aggravated,452,452_F_his,f,Mismatch,poss,The report about Sarah aggravated,his,5.822634696960449
About,wouldn't aggravate,453,453_M_him,m,Match,obj,The documentary about Guy wouldn't aggravate,him,3.698268175125122
About,wouldn't aggravate,453,453_F_him,f,Mismatch,obj,The documentary about Renee wouldn't aggravate,him,4.989564895629883
About,wouldn't aggravate,453,453_M_his,m,Match,poss,The documentary about Guy wouldn't aggravate,his,2.7949886322021484
About,wouldn't aggravate,453,453_F_his,f,Mismatch,poss,The documentary about Renee wouldn't aggravate,his,3.720275640487671
About,has helped,454,454_M_him,m,Match,obj,The commentary about John has helped,him,7.243896007537842
About,has helped,454,454_F_him,f,Mismatch,obj,The commentary about Gina has helped,him,7.647447109222412
About,has helped,454,454_M_his,m,Match,poss,The commentary about John has helped,his,9.979732513427734
About,has helped,454,454_F_his,f,Mismatch,poss,The commentary about Gina has helped,his,11.483059883117676
About,annoys,455,455_M_him,m,Match,obj,The show about Travis annoys,him,5.031450271606445
About,annoys,455,455_F_him,f,Mismatch,obj,The show about Julia annoys,him,4.594310760498047
About,annoys,455,455_M_his,m,Match,poss,The show about Travis annoys,his,8.597748756408691
About,annoys,455,455_F_his,f,Mismatch,poss,The show about Julia annoys,his,8.558521270751953
About,wasn't alarming,456,456_M_him,m,Match,obj,The book about Bill wasn't alarming,him,9.353255271911621
About,wasn't alarming,456,456_F_him,f,Mismatch,obj,The book about that daughter wasn't alarming,him,9.990989685058594
About,wasn't alarming,456,456_M_his,m,Match,poss,The book about Bill wasn't alarming,his,12.699084281921387
About,wasn't alarming,456,456_F_his,f,Mismatch,poss,The book about that daughter wasn't alarming,his,13.499919891357422
About,was hurting,457,457_M_him,m,Match,obj,The pamphlet about Liam was hurting,him,3.1689798831939697
About,was hurting,457,457_F_him,f,Mismatch,obj,The pamphlet about Bethany was hurting,him,3.3812224864959717
About,was hurting,457,457_M_his,m,Match,poss,The pamphlet about Liam was hurting,his,2.9633374214172363
About,was hurting,457,457_F_his,f,Mismatch,poss,The pamphlet about Bethany was hurting,his,3.054105758666992
About,hindered,458,458_M_him,m,Match,obj,The brochure about Aaron hindered,him,4.4127116203308105
About,hindered,458,458_F_him,f,Mismatch,obj,The brochure about Tara hindered,him,4.156713485717773
About,hindered,458,458_M_his,m,Match,poss,The brochure about Aaron hindered,his,3.6972455978393555
About,hindered,458,458_F_his,f,Mismatch,poss,The brochure about Tara hindered,his,3.7437264919281006
About,should astound,459,459_M_him,m,Match,obj,The play about Daniel should astound,him,7.024060249328613
About,should astound,459,459_F_him,f,Mismatch,obj,The play about Kimberley should astound,him,7.185115814208984
About,should astound,459,459_M_his,m,Match,poss,The play about Daniel should astound,his,6.406928062438965
About,should astound,459,459_F_his,f,Mismatch,poss,The play about Kimberley should astound,his,7.923293590545654
About,hadn't embarrassed,460,460_M_him,m,Match,obj,The movie about Todd hadn't embarrassed,him,2.0567896366119385
About,hadn't embarrassed,460,460_F_him,f,Mismatch,obj,The movie about Carrie hadn't embarrassed,him,2.4715468883514404
About,hadn't embarrassed,460,460_M_his,m,Match,poss,The movie about Todd hadn't embarrassed,his,6.171000003814697
About,hadn't embarrassed,460,460_F_his,f,Mismatch,poss,The movie about Carrie hadn't embarrassed,his,7.47979211807251
About,alarms,461,461_M_him,m,Match,obj,The newspaper article about the brother alarms,him,3.9674811363220215
About,alarms,461,461_F_him,f,Mismatch,obj,The newspaper article about that woman alarms,him,4.337921619415283
About,alarms,461,461_M_his,m,Match,poss,The newspaper article about the brother alarms,his,6.610692501068115
About,alarms,461,461_F_his,f,Mismatch,poss,The newspaper article about that woman alarms,his,8.948529243469238
About,has impressed,462,462_M_him,m,Match,obj,The story about Richard has impressed,him,4.62954568862915
About,has impressed,462,462_F_him,f,Mismatch,obj,The story about Sabrina has impressed,him,4.517632007598877
About,has impressed,462,462_M_his,m,Match,poss,The story about Richard has impressed,his,6.9945173263549805
About,has impressed,462,462_F_his,f,Mismatch,poss,The story about Sabrina has impressed,his,7.859922885894775
About,harmed,463,463_M_him,m,Match,obj,The essay about Theodore harmed,him,4.226255893707275
About,harmed,463,463_F_him,f,Mismatch,obj,The essay about Pamela harmed,him,5.209405422210693
About,harmed,463,463_M_his,m,Match,poss,The essay about Theodore harmed,his,4.264771461486816
About,harmed,463,463_F_his,f,Mismatch,poss,The essay about Pamela harmed,his,4.762792587280273
About,alarmed,464,464_M_him,m,Match,obj,The report about the ex-boyfriend alarmed,him,4.1908345222473145
About,alarmed,464,464_F_him,f,Mismatch,obj,The report about Patricia alarmed,him,3.0906498432159424
About,alarmed,464,464_M_his,m,Match,poss,The report about the ex-boyfriend alarmed,his,5.062164306640625
About,alarmed,464,464_F_his,f,Mismatch,poss,The report about Patricia alarmed,his,6.442624568939209
About,upsets,465,465_M_him,m,Match,obj,The documentary about Scott upsets,him,3.269439220428467
About,upsets,465,465_F_him,f,Mismatch,obj,The documentary about this girl upsets,him,4.648344993591309
About,upsets,465,465_M_his,m,Match,poss,The documentary about Scott upsets,his,5.0294694900512695
About,upsets,465,465_F_his,f,Mismatch,poss,The documentary about this girl upsets,his,8.00085163116455
About,underwhelms,466,466_M_him,m,Match,obj,The commentary about Randolf underwhelms,him,8.58401870727539
About,underwhelms,466,466_F_him,f,Mismatch,obj,The commentary about Christina underwhelms,him,9.756254196166992
About,underwhelms,466,466_M_his,m,Match,poss,The commentary about Randolf underwhelms,his,9.55632209777832
About,underwhelms,466,466_F_his,f,Mismatch,poss,The commentary about Christina underwhelms,his,11.00488567352295
About,hadn't worried,467,467_M_him,m,Match,obj,The show about Travis hadn't worried,him,2.1344680786132812
About,hadn't worried,467,467_F_him,f,Mismatch,obj,The show about Sara hadn't worried,him,2.1724517345428467
About,hadn't worried,467,467_M_his,m,Match,poss,The show about Travis hadn't worried,his,6.623162746429443
About,hadn't worried,467,467_F_his,f,Mismatch,poss,The show about Sara hadn't worried,his,7.6923956871032715
About,overwhelmed,468,468_M_him,m,Match,obj,The book about that boyfriend overwhelmed,him,4.908177375793457
About,overwhelmed,468,468_F_him,f,Mismatch,obj,The book about Donna overwhelmed,him,3.6329164505004883
About,overwhelmed,468,468_M_his,m,Match,poss,The book about that boyfriend overwhelmed,his,8.397195816040039
About,overwhelmed,468,468_F_his,f,Mismatch,poss,The book about Donna overwhelmed,his,7.865761756896973
About,wasn't harming,469,469_M_him,m,Match,obj,The pamphlet about Eric wasn't harming,him,4.032923698425293
About,wasn't harming,469,469_F_him,f,Mismatch,obj,The pamphlet about Diane wasn't harming,him,4.347075939178467
About,wasn't harming,469,469_M_his,m,Match,poss,The pamphlet about Eric wasn't harming,his,4.110853672027588
About,wasn't harming,469,469_F_his,f,Mismatch,poss,The pamphlet about Diane wasn't harming,his,4.957626819610596
About,wasn't aggravating,470,470_M_him,m,Match,obj,The brochure about Bruce wasn't aggravating,him,5.82991886138916
About,wasn't aggravating,470,470_F_him,f,Mismatch,obj,The brochure about Christina wasn't aggravating,him,5.62335729598999
About,wasn't aggravating,470,470_M_his,m,Match,poss,The brochure about Bruce wasn't aggravating,his,7.168669700622559
About,wasn't aggravating,470,470_F_his,f,Mismatch,poss,The brochure about Christina wasn't aggravating,his,7.330179691314697
About,wasn't scaring,471,471_M_him,m,Match,obj,The play about Gary wasn't scaring,him,3.744579315185547
About,wasn't scaring,471,471_F_him,f,Mismatch,obj,The play about that lady wasn't scaring,him,3.9969778060913086
About,wasn't scaring,471,471_M_his,m,Match,poss,The play about Gary wasn't scaring,his,7.914731025695801
About,wasn't scaring,471,471_F_his,f,Mismatch,poss,The play about that lady wasn't scaring,his,8.656265258789062
About,aids,472,472_M_him,m,Match,obj,The movie about Brett aids,him,7.060435771942139
About,aids,472,472_F_him,f,Mismatch,obj,The movie about Christine aids,him,7.207187652587891
About,aids,472,472_M_his,m,Match,poss,The movie about Brett aids,his,4.800165176391602
About,aids,472,472_F_his,f,Mismatch,poss,The movie about Christine aids,his,8.216421127319336
About,harms,473,473_M_him,m,Match,obj,The newspaper article about Wayne harms,him,5.536221981048584
About,harms,473,473_F_him,f,Mismatch,obj,The newspaper article about Kimberley harms,him,5.847560882568359
About,harms,473,473_M_his,m,Match,poss,The newspaper article about Wayne harms,his,4.785106658935547
About,harms,473,473_F_his,f,Mismatch,poss,The newspaper article about Kimberley harms,his,4.066307067871094
About,shouldn't overwhelm,474,474_M_him,m,Match,obj,The story about Randolf shouldn't overwhelm,him,5.268221855163574
About,shouldn't overwhelm,474,474_F_him,f,Mismatch,obj,The story about Amelia shouldn't overwhelm,him,4.526094436645508
About,shouldn't overwhelm,474,474_M_his,m,Match,poss,The story about Randolf shouldn't overwhelm,his,6.557531833648682
About,shouldn't overwhelm,474,474_F_his,f,Mismatch,poss,The story about Amelia shouldn't overwhelm,his,7.645305633544922
About,had scared,475,475_M_him,m,Match,obj,The essay about Aaron had scared,him,2.303746223449707
About,had scared,475,475_F_him,f,Mismatch,obj,The essay about Anna had scared,him,2.409255266189575
About,had scared,475,475_M_his,m,Match,poss,The essay about Aaron had scared,his,7.679576873779297
About,had scared,475,475_F_his,f,Mismatch,poss,The essay about Anna had scared,his,8.322091102600098
About,hinders,476,476_M_him,m,Match,obj,The report about Gerald hinders,him,6.9725446701049805
About,hinders,476,476_F_him,f,Mismatch,obj,The report about Veronica hinders,him,6.966431140899658
About,hinders,476,476_M_his,m,Match,poss,The report about Gerald hinders,his,5.395908832550049
About,hinders,476,476_F_his,f,Mismatch,poss,The report about Veronica hinders,his,5.3416900634765625
About,stunned,477,477_M_him,m,Match,obj,The documentary about Peter stunned,him,5.060817241668701
About,stunned,477,477_F_him,f,Mismatch,obj,The documentary about Wendy stunned,him,6.358201503753662
About,stunned,477,477_M_his,m,Match,poss,The documentary about Peter stunned,his,6.059042453765869
About,stunned,477,477_F_his,f,Mismatch,poss,The documentary about Wendy stunned,his,7.192108154296875
About,hadn't alarmed,478,478_M_him,m,Match,obj,The commentary about Kevin hadn't alarmed,him,1.949947714805603
About,hadn't alarmed,478,478_F_him,f,Mismatch,obj,The commentary about Jane hadn't alarmed,him,2.078052043914795
About,hadn't alarmed,478,478_M_his,m,Match,poss,The commentary about Kevin hadn't alarmed,his,7.231273174285889
About,hadn't alarmed,478,478_F_his,f,Mismatch,poss,The commentary about Jane hadn't alarmed,his,7.659710884094238
About,disgusts,479,479_M_him,m,Match,obj,The show about the grandson disgusts,him,4.34054708480835
About,disgusts,479,479_F_him,f,Mismatch,obj,The show about Cindy disgusts,him,6.169801235198975
About,disgusts,479,479_M_his,m,Match,poss,The show about the grandson disgusts,his,6.782866954803467
About,disgusts,479,479_F_his,f,Mismatch,poss,The show about Cindy disgusts,his,10.191643714904785
About,has hurt,480,480_M_him,m,Match,obj,The book about Donald has hurt,him,4.37872838973999
About,has hurt,480,480_F_him,f,Mismatch,obj,The book about the lady has hurt,him,4.109774589538574
About,has hurt,480,480_M_his,m,Match,poss,The book about Donald has hurt,his,4.117271900177002
About,has hurt,480,480_F_his,f,Mismatch,poss,The book about the lady has hurt,his,3.9464569091796875
About,had aided,481,481_M_him,m,Match,obj,The pamphlet about Larry had aided,him,2.7477831840515137
About,had aided,481,481_F_him,f,Mismatch,obj,The pamphlet about that actress had aided,him,3.1128251552581787
About,had aided,481,481_M_his,m,Match,poss,The pamphlet about Larry had aided,his,3.942192792892456
About,had aided,481,481_F_his,f,Mismatch,poss,The pamphlet about that actress had aided,his,3.860853672027588
About,disgusted,482,482_M_him,m,Match,obj,The brochure about Steven disgusted,him,2.763741970062256
About,disgusted,482,482_F_him,f,Mismatch,obj,The brochure about Lori disgusted,him,2.899432420730591
About,disgusted,482,482_M_his,m,Match,poss,The brochure about Steven disgusted,his,7.67204475402832
About,disgusted,482,482_F_his,f,Mismatch,poss,The brochure about Lori disgusted,his,8.544361114501953
About,wasn't scaring,483,483_M_him,m,Match,obj,The play about the grandfather wasn't scaring,him,4.174834728240967
About,wasn't scaring,483,483_F_him,f,Mismatch,obj,The play about Pamela wasn't scaring,him,3.8538904190063477
About,wasn't scaring,483,483_M_his,m,Match,poss,The play about the grandfather wasn't scaring,his,7.661620616912842
About,wasn't scaring,483,483_F_his,f,Mismatch,poss,The play about Pamela wasn't scaring,his,8.148101806640625
About,overwhelms,484,484_M_him,m,Match,obj,The movie about Joel overwhelms,him,5.865175724029541
About,overwhelms,484,484_F_him,f,Mismatch,obj,The movie about Eva overwhelms,him,6.161166191101074
About,overwhelms,484,484_M_his,m,Match,poss,The movie about Joel overwhelms,his,6.340024948120117
About,overwhelms,484,484_F_his,f,Mismatch,poss,The movie about Eva overwhelms,his,7.079418659210205
About,hinders,485,485_M_him,m,Match,obj,The newspaper article about this father hinders,him,5.631776332855225
About,hinders,485,485_F_him,f,Mismatch,obj,The newspaper article about Diane hinders,him,6.845136642456055
About,hinders,485,485_M_his,m,Match,poss,The newspaper article about this father hinders,his,4.562951564788818
About,hinders,485,485_F_his,f,Mismatch,poss,The newspaper article about Diane hinders,his,4.359897136688232
About,has helped,486,486_M_him,m,Match,obj,The story about Guy has helped,him,6.660963535308838
About,has helped,486,486_F_him,f,Mismatch,obj,The story about Ella has helped,him,6.406952381134033
About,has helped,486,486_M_his,m,Match,poss,The story about Guy has helped,his,10.644571304321289
About,has helped,486,486_F_his,f,Mismatch,poss,The story about Ella has helped,his,10.94665241241455
About,wouldn't stun,487,487_M_him,m,Match,obj,The essay about Noah wouldn't stun,him,4.323727607727051
About,wouldn't stun,487,487_F_him,f,Mismatch,obj,The essay about Nina wouldn't stun,him,4.392171859741211
About,wouldn't stun,487,487_M_his,m,Match,poss,The essay about Noah wouldn't stun,his,6.36952543258667
About,wouldn't stun,487,487_F_his,f,Mismatch,poss,The essay about Nina wouldn't stun,his,7.292995929718018
About,hadn't helped,488,488_M_him,m,Match,obj,The report about that brother hadn't helped,him,4.752401828765869
About,hadn't helped,488,488_F_him,f,Mismatch,obj,The report about Anne hadn't helped,him,5.400165557861328
About,hadn't helped,488,488_M_his,m,Match,poss,The report about that brother hadn't helped,his,5.369655609130859
About,hadn't helped,488,488_F_his,f,Mismatch,poss,The report about Anne hadn't helped,his,6.088225841522217
About,was aggravating,489,489_M_him,m,Match,obj,The documentary about Matt was aggravating,him,9.7285795211792
About,was aggravating,489,489_F_him,f,Mismatch,obj,The documentary about Carmen was aggravating,him,9.02120304107666
About,was aggravating,489,489_M_his,m,Match,poss,The documentary about Matt was aggravating,his,10.377714157104492
About,was aggravating,489,489_F_his,f,Mismatch,poss,The documentary about Carmen was aggravating,his,9.973567008972168
About,was disturbing,490,490_M_him,m,Match,obj,The commentary about Bradley was disturbing,him,13.81364631652832
About,was disturbing,490,490_F_him,f,Mismatch,obj,The commentary about Susan was disturbing,him,12.123064994812012
About,was disturbing,490,490_M_his,m,Match,poss,The commentary about Bradley was disturbing,his,13.459444999694824
About,was disturbing,490,490_F_his,f,Mismatch,poss,The commentary about Susan was disturbing,his,12.91561508178711
About,bores,491,491_M_him,m,Match,obj,The show about Scott bores,him,9.005101203918457
About,bores,491,491_F_him,f,Mismatch,obj,The show about Alice bores,him,6.357436180114746
About,bores,491,491_M_his,m,Match,poss,The show about Scott bores,his,8.687886238098145
About,bores,491,491_F_his,f,Mismatch,poss,The show about Alice bores,his,9.921036720275879
About,is overwhelming,492,492_M_him,m,Match,obj,The book about Noah is overwhelming,him,11.576581001281738
About,is overwhelming,492,492_F_him,f,Mismatch,obj,The book about Patricia is overwhelming,him,13.313214302062988
About,is overwhelming,492,492_M_his,m,Match,poss,The book about Noah is overwhelming,his,12.821358680725098
About,is overwhelming,492,492_F_his,f,Mismatch,poss,The book about Patricia is overwhelming,his,14.594993591308594
About,could overwhelm,493,493_M_him,m,Match,obj,The pamphlet about Patrick could overwhelm,him,2.727792263031006
About,could overwhelm,493,493_F_him,f,Mismatch,obj,The pamphlet about Elaine could overwhelm,him,2.9877758026123047
About,could overwhelm,493,493_M_his,m,Match,poss,The pamphlet about Patrick could overwhelm,his,4.846857070922852
About,could overwhelm,493,493_F_his,f,Mismatch,poss,The pamphlet about Elaine could overwhelm,his,5.644484043121338
About,won't distract,494,494_M_him,m,Match,obj,The brochure about that ex-boyfriend won't distract,him,4.699355125427246
About,won't distract,494,494_F_him,f,Mismatch,obj,The brochure about April won't distract,him,4.292540550231934
About,won't distract,494,494_M_his,m,Match,poss,The brochure about that ex-boyfriend won't distract,his,9.988543510437012
About,won't distract,494,494_F_his,f,Mismatch,poss,The brochure about April won't distract,his,8.946017265319824
About,hinders,495,495_M_him,m,Match,obj,The play about Paul hinders,him,5.59379768371582
About,hinders,495,495_F_him,f,Mismatch,obj,The play about Amy hinders,him,6.641543388366699
About,hinders,495,495_M_his,m,Match,poss,The play about Paul hinders,his,3.9780759811401367
About,hinders,495,495_F_his,f,Mismatch,poss,The play about Amy hinders,his,4.933166980743408
About,hasn't alarmed,496,496_M_him,m,Match,obj,The movie about Jerry hasn't alarmed,him,4.25047492980957
About,hasn't alarmed,496,496_F_him,f,Mismatch,obj,The movie about Kristen hasn't alarmed,him,4.605753421783447
About,hasn't alarmed,496,496_M_his,m,Match,poss,The movie about Jerry hasn't alarmed,his,6.414557456970215
About,hasn't alarmed,496,496_F_his,f,Mismatch,poss,The movie about Kristen hasn't alarmed,his,7.245937824249268
About,didn't stun,497,497_M_him,m,Match,obj,The newspaper article about Michael didn't stun,him,3.104259967803955
About,didn't stun,497,497_F_him,f,Mismatch,obj,The newspaper article about Elaine didn't stun,him,2.996372938156128
About,didn't stun,497,497_M_his,m,Match,poss,The newspaper article about Michael didn't stun,his,7.710353851318359
About,didn't stun,497,497_F_his,f,Mismatch,poss,The newspaper article about Elaine didn't stun,his,8.097065925598145
About,will bore,498,498_M_him,m,Match,obj,The story about Peter will bore,him,7.393101215362549
About,will bore,498,498_F_him,f,Mismatch,obj,The story about Brenda will bore,him,8.258036613464355
About,will bore,498,498_M_his,m,Match,poss,The story about Peter will bore,his,9.143279075622559
About,will bore,498,498_F_his,f,Mismatch,poss,The story about Brenda will bore,his,11.019770622253418
About,is bothering,499,499_M_him,m,Match,obj,The essay about Samuel is bothering,him,4.948678970336914
About,is bothering,499,499_F_him,f,Mismatch,obj,The essay about Andrea is bothering,him,5.75887393951416
About,is bothering,499,499_M_his,m,Match,poss,The essay about Samuel is bothering,his,9.3908052444458
About,is bothering,499,499_F_his,f,Mismatch,poss,The essay about Andrea is bothering,his,10.629021644592285
About,had helped,500,500_M_him,m,Match,obj,The report about Alan had helped,him,3.846468925476074
About,had helped,500,500_F_him,f,Mismatch,obj,The report about Lori had helped,him,4.066380500793457
About,had helped,500,500_M_his,m,Match,poss,The report about Alan had helped,his,7.757442474365234
About,had helped,500,500_F_his,f,Mismatch,poss,The report about Lori had helped,his,8.34953498840332
About,was aiding,501,501_M_him,m,Match,obj,The documentary about the grandfather was aiding,him,6.042369365692139
About,was aiding,501,501_F_him,f,Mismatch,obj,The documentary about Irene was aiding,him,6.8084821701049805
About,was aiding,501,501_M_his,m,Match,poss,The documentary about the grandfather was aiding,his,5.463583469390869
About,was aiding,501,501_F_his,f,Mismatch,poss,The documentary about Irene was aiding,his,6.469364166259766
About,disturbs,502,502_M_him,m,Match,obj,The commentary about Dennis disturbs,him,5.6062331199646
About,disturbs,502,502_F_him,f,Mismatch,obj,The commentary about Debra disturbs,him,5.749214172363281
About,disturbs,502,502_M_his,m,Match,poss,The commentary about Dennis disturbs,his,7.348743438720703
About,disturbs,502,502_F_his,f,Mismatch,poss,The commentary about Debra disturbs,his,8.15918254852295
About,was overwhelming,503,503_M_him,m,Match,obj,The show about Dan was overwhelming,him,10.726367950439453
About,was overwhelming,503,503_F_him,f,Mismatch,obj,The show about Kathleen was overwhelming,him,12.028596878051758
About,was overwhelming,503,503_M_his,m,Match,poss,The show about Dan was overwhelming,his,11.846117973327637
About,was overwhelming,503,503_F_his,f,Mismatch,poss,The show about Kathleen was overwhelming,his,14.085926055908203
About,worried,504,504_M_him,m,Match,obj,The book about the ex-boyfriend worried,him,4.591956615447998
About,worried,504,504_F_him,f,Mismatch,obj,The book about Linda worried,him,4.148510456085205
About,worried,504,504_M_his,m,Match,poss,The book about the ex-boyfriend worried,his,5.831847190856934
About,worried,504,504_F_his,f,Mismatch,poss,The book about Linda worried,his,8.128101348876953
About,hadn't aggravated,505,505_M_him,m,Match,obj,The pamphlet about Joel hadn't aggravated,him,2.949064254760742
About,hadn't aggravated,505,505_F_him,f,Mismatch,obj,The pamphlet about Kendra hadn't aggravated,him,3.230222463607788
About,hadn't aggravated,505,505_M_his,m,Match,poss,The pamphlet about Joel hadn't aggravated,his,3.0406200885772705
About,hadn't aggravated,505,505_F_his,f,Mismatch,poss,The pamphlet about Kendra hadn't aggravated,his,3.318382501602173
About,hadn't scared,506,506_M_him,m,Match,obj,The brochure about Noah hadn't scared,him,1.7471280097961426
About,hadn't scared,506,506_F_him,f,Mismatch,obj,The brochure about Jessica hadn't scared,him,1.9396461248397827
About,hadn't scared,506,506_M_his,m,Match,poss,The brochure about Noah hadn't scared,his,8.504446029663086
About,hadn't scared,506,506_F_his,f,Mismatch,poss,The brochure about Jessica hadn't scared,his,9.316505432128906
About,would disgust,507,507_M_him,m,Match,obj,The play about Martin would disgust,him,2.9290246963500977
About,would disgust,507,507_F_him,f,Mismatch,obj,The play about Rachel would disgust,him,3.2329931259155273
About,would disgust,507,507_M_his,m,Match,poss,The play about Martin would disgust,his,6.814579010009766
About,would disgust,507,507_F_his,f,Mismatch,poss,The play about Rachel would disgust,his,7.937540054321289
About,hurts,508,508_M_him,m,Match,obj,The movie about Adam hurts,him,6.845028877258301
About,hurts,508,508_F_him,f,Mismatch,obj,The movie about Jacqueline hurts,him,7.016900539398193
About,hurts,508,508_M_his,m,Match,poss,The movie about Adam hurts,his,5.881252765655518
About,hurts,508,508_F_his,f,Mismatch,poss,The movie about Jacqueline hurts,his,7.016597747802734
About,alarmed,509,509_M_him,m,Match,obj,The newspaper article about Thomas alarmed,him,2.6116249561309814
About,alarmed,509,509_F_him,f,Mismatch,obj,The newspaper article about Suzanne alarmed,him,3.073709726333618
About,alarmed,509,509_M_his,m,Match,poss,The newspaper article about Thomas alarmed,his,5.1755781173706055
About,alarmed,509,509_F_his,f,Mismatch,poss,The newspaper article about Suzanne alarmed,his,6.179543495178223
About,didn't disgust,510,510_M_him,m,Match,obj,The story about Larry didn't disgust,him,2.669498920440674
About,didn't disgust,510,510_F_him,f,Mismatch,obj,The story about Kimberley didn't disgust,him,3.0097968578338623
About,didn't disgust,510,510_M_his,m,Match,poss,The story about Larry didn't disgust,his,8.76337718963623
About,didn't disgust,510,510_F_his,f,Mismatch,poss,The story about Kimberley didn't disgust,his,10.092138290405273
About,had distracted,511,511_M_him,m,Match,obj,The essay about Andrew had distracted,him,2.0864274501800537
About,had distracted,511,511_F_him,f,Mismatch,obj,The essay about Heidi had distracted,him,2.1576530933380127
About,had distracted,511,511_M_his,m,Match,poss,The essay about Andrew had distracted,his,5.6323676109313965
About,had distracted,511,511_F_his,f,Mismatch,poss,The essay about Heidi had distracted,his,6.711572170257568
About,impresses,512,512_M_him,m,Match,obj,The report about Guy impresses,him,5.635680675506592
About,impresses,512,512_F_him,f,Mismatch,obj,The report about Laurie impresses,him,5.63908052444458
About,impresses,512,512_M_his,m,Match,poss,The report about Guy impresses,his,8.088205337524414
About,impresses,512,512_F_his,f,Mismatch,poss,The report about Laurie impresses,his,8.793479919433594
About,impressed,513,513_M_him,m,Match,obj,The documentary about Phillip impressed,him,3.924410820007324
About,impressed,513,513_F_him,f,Mismatch,obj,The documentary about Meredith impressed,him,3.8152403831481934
About,impressed,513,513_M_his,m,Match,poss,The documentary about Phillip impressed,his,6.02339506149292
About,impressed,513,513_F_his,f,Mismatch,poss,The documentary about Meredith impressed,his,6.831482410430908
About,hasn't hindered,514,514_M_him,m,Match,obj,The commentary about Frank hasn't hindered,him,4.255551815032959
About,hasn't hindered,514,514_F_him,f,Mismatch,obj,The commentary about Christina hasn't hindered,him,5.306581497192383
About,hasn't hindered,514,514_M_his,m,Match,poss,The commentary about Frank hasn't hindered,his,2.9538402557373047
About,hasn't hindered,514,514_F_his,f,Mismatch,poss,The commentary about Christina hasn't hindered,his,4.163414478302002
About,is embarrassing,515,515_M_him,m,Match,obj,The show about the ex-husband is embarrassing,him,8.474197387695312
About,is embarrassing,515,515_F_him,f,Mismatch,obj,The show about Anna is embarrassing,him,9.531759262084961
About,is embarrassing,515,515_M_his,m,Match,poss,The show about the ex-husband is embarrassing,his,11.04848575592041
About,is embarrassing,515,515_F_his,f,Mismatch,poss,The show about Anna is embarrassing,his,13.331029891967773
About,worried,516,516_M_him,m,Match,obj,The book about Lawrence worried,him,3.230971336364746
About,worried,516,516_F_him,f,Mismatch,obj,The book about Kristen worried,him,4.592766284942627
About,worried,516,516_M_his,m,Match,poss,The book about Lawrence worried,his,6.8134565353393555
About,worried,516,516_F_his,f,Mismatch,poss,The book about Kristen worried,his,8.269020080566406
About,isn't hurting,517,517_M_him,m,Match,obj,The pamphlet about Robert isn't hurting,him,4.1549391746521
About,isn't hurting,517,517_F_him,f,Mismatch,obj,The pamphlet about Stephanie isn't hurting,him,5.325288772583008
About,isn't hurting,517,517_M_his,m,Match,poss,The pamphlet about Robert isn't hurting,his,4.014210224151611
About,isn't hurting,517,517_F_his,f,Mismatch,poss,The pamphlet about Stephanie isn't hurting,his,4.936029434204102
About,was stunning,518,518_M_him,m,Match,obj,The brochure about Jason was stunning,him,15.830951690673828
