exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,model,surp
About,aided,196,196_F_him,f,Mismatch,obj,The movie about Lisa aided,him,gpt-neo-1.3B,6.799036979675293
About,aided,196,196_M_his,m,Match,poss,The movie about Liam aided,his,gpt-neo-1.3B,5.739086627960205
About,aided,196,196_F_his,f,Mismatch,poss,The movie about Lisa aided,his,gpt-neo-1.3B,7.136589050292969
About,hasn't aggravated,197,197_M_him,m,Match,obj,The newspaper article about Dan hasn't aggravated,him,gpt-neo-1.3B,2.209169149398804
About,hasn't aggravated,197,197_F_him,f,Mismatch,obj,The newspaper article about Caroline hasn't aggravated,him,gpt-neo-1.3B,3.1856882572174072
About,hasn't aggravated,197,197_M_his,m,Match,poss,The newspaper article about Dan hasn't aggravated,his,gpt-neo-1.3B,3.7791390419006343
About,hasn't aggravated,197,197_F_his,f,Mismatch,poss,The newspaper article about Caroline hasn't aggravated,his,gpt-neo-1.3B,4.909386157989502
About,couldn't astound,198,198_M_him,m,Match,obj,The story about this son couldn't astound,him,gpt-neo-1.3B,4.10748815536499
About,couldn't astound,198,198_F_him,f,Mismatch,obj,The story about the waitress couldn't astound,him,gpt-neo-1.3B,2.8376617431640625
About,couldn't astound,198,198_M_his,m,Match,poss,The story about this son couldn't astound,his,gpt-neo-1.3B,7.209675788879394
About,couldn't astound,198,198_F_his,f,Mismatch,poss,The story about the waitress couldn't astound,his,gpt-neo-1.3B,8.873747825622559
About,astounds,199,199_M_him,m,Match,obj,The essay about Aaron astounds,him,gpt-neo-1.3B,5.514740467071533
About,astounds,199,199_F_him,f,Mismatch,obj,The essay about that niece astounds,him,gpt-neo-1.3B,6.436641693115234
About,astounds,199,199_M_his,m,Match,poss,The essay about Aaron astounds,his,gpt-neo-1.3B,7.382863521575928
About,astounds,199,199_F_his,f,Mismatch,poss,The essay about that niece astounds,his,gpt-neo-1.3B,11.124752044677734
About,aggravates,200,200_M_him,m,Match,obj,The report about Donald aggravates,him,gpt-neo-1.3B,6.3420844078063965
About,aggravates,200,200_F_him,f,Mismatch,obj,The report about Donna aggravates,him,gpt-neo-1.3B,6.722322940826416
About,aggravates,200,200_M_his,m,Match,poss,The report about Donald aggravates,his,gpt-neo-1.3B,4.232566833496094
About,aggravates,200,200_F_his,f,Mismatch,poss,The report about Donna aggravates,his,gpt-neo-1.3B,5.605934143066406
About,helped,201,201_M_him,m,Match,obj,The documentary about Carlos helped,him,gpt-neo-1.3B,3.309168100357056
About,helped,201,201_F_him,f,Mismatch,obj,The documentary about that wife helped,him,gpt-neo-1.3B,4.627590656280518
About,helped,201,201_M_his,m,Match,poss,The documentary about Carlos helped,his,gpt-neo-1.3B,6.416916370391846
About,helped,201,201_F_his,f,Mismatch,poss,The documentary about that wife helped,his,gpt-neo-1.3B,8.180278778076172
About,hasn't overwhelmed,202,202_M_him,m,Match,obj,The commentary about that man hasn't overwhelmed,him,gpt-neo-1.3B,5.06394100189209
About,hasn't overwhelmed,202,202_F_him,f,Mismatch,obj,The commentary about the grandmother hasn't overwhelmed,him,gpt-neo-1.3B,4.514848232269287
About,hasn't overwhelmed,202,202_M_his,m,Match,poss,The commentary about that man hasn't overwhelmed,his,gpt-neo-1.3B,6.192926406860352
About,hasn't overwhelmed,202,202_F_his,f,Mismatch,poss,The commentary about the grandmother hasn't overwhelmed,his,gpt-neo-1.3B,6.538867473602295
About,had alarmed,203,203_M_him,m,Match,obj,The show about Raymond had alarmed,him,gpt-neo-1.3B,2.373385190963745
About,had alarmed,203,203_F_him,f,Mismatch,obj,The show about Janice had alarmed,him,gpt-neo-1.3B,2.8611536026000977
About,had alarmed,203,203_M_his,m,Match,poss,The show about Raymond had alarmed,his,gpt-neo-1.3B,5.458937168121338
About,had alarmed,203,203_F_his,f,Mismatch,poss,The show about Janice had alarmed,his,gpt-neo-1.3B,6.410504817962647
About,hadn't alarmed,204,204_M_him,m,Match,obj,The book about Michael hadn't alarmed,him,gpt-neo-1.3B,1.8966213464736936
About,hadn't alarmed,204,204_F_him,f,Mismatch,obj,The book about Tara hadn't alarmed,him,gpt-neo-1.3B,2.2494940757751465
About,hadn't alarmed,204,204_M_his,m,Match,poss,The book about Michael hadn't alarmed,his,gpt-neo-1.3B,6.9197282791137695
About,hadn't alarmed,204,204_F_his,f,Mismatch,poss,The book about Tara hadn't alarmed,his,gpt-neo-1.3B,7.623230457305908
About,hadn't helped,205,205_M_him,m,Match,obj,The pamphlet about Steven hadn't helped,him,gpt-neo-1.3B,4.347832202911377
About,hadn't helped,205,205_F_him,f,Mismatch,obj,The pamphlet about Natalie hadn't helped,him,gpt-neo-1.3B,4.578073978424072
About,hadn't helped,205,205_M_his,m,Match,poss,The pamphlet about Steven hadn't helped,his,gpt-neo-1.3B,5.199447154998779
About,hadn't helped,205,205_F_his,f,Mismatch,poss,The pamphlet about Natalie hadn't helped,his,gpt-neo-1.3B,5.653904914855957
About,has alarmed,206,206_M_him,m,Match,obj,The brochure about Mark has alarmed,him,gpt-neo-1.3B,4.799393653869629
About,has alarmed,206,206_F_him,f,Mismatch,obj,The brochure about Kimberley has alarmed,him,gpt-neo-1.3B,5.885884761810303
About,has alarmed,206,206_M_his,m,Match,poss,The brochure about Mark has alarmed,his,gpt-neo-1.3B,6.72019100189209
About,has alarmed,206,206_F_his,f,Mismatch,poss,The brochure about Kimberley has alarmed,his,gpt-neo-1.3B,8.300092697143555
About,hasn't disgusted,207,207_M_him,m,Match,obj,The play about Eric hasn't disgusted,him,gpt-neo-1.3B,2.4813449382781982
About,hasn't disgusted,207,207_F_him,f,Mismatch,obj,The play about Veronica hasn't disgusted,him,gpt-neo-1.3B,3.0195178985595703
About,hasn't disgusted,207,207_M_his,m,Match,poss,The play about Eric hasn't disgusted,his,gpt-neo-1.3B,6.978603839874268
About,hasn't disgusted,207,207_F_his,f,Mismatch,poss,The play about Veronica hasn't disgusted,his,gpt-neo-1.3B,8.32745361328125
About,is shocking,208,208_M_him,m,Match,obj,The movie about Douglas is shocking,him,gpt-neo-1.3B,15.493797302246094
About,is shocking,208,208_F_him,f,Mismatch,obj,The movie about Jennifer is shocking,him,gpt-neo-1.3B,15.405329704284668
About,is shocking,208,208_M_his,m,Match,poss,The movie about Douglas is shocking,his,gpt-neo-1.3B,15.349712371826172
About,is shocking,208,208_F_his,f,Mismatch,poss,The movie about Jennifer is shocking,his,gpt-neo-1.3B,15.745827674865724
About,wouldn't disturb,209,209_M_him,m,Match,obj,The newspaper article about Donald wouldn't disturb,him,gpt-neo-1.3B,2.641972780227661
About,wouldn't disturb,209,209_F_him,f,Mismatch,obj,The newspaper article about Sonia wouldn't disturb,him,gpt-neo-1.3B,3.2451560497283936
About,wouldn't disturb,209,209_M_his,m,Match,poss,The newspaper article about Donald wouldn't disturb,his,gpt-neo-1.3B,3.947371482849121
About,wouldn't disturb,209,209_F_his,f,Mismatch,poss,The newspaper article about Sonia wouldn't disturb,his,gpt-neo-1.3B,4.587763786315918
About,harms,210,210_M_him,m,Match,obj,The story about Adam harms,him,gpt-neo-1.3B,4.900708198547363
About,harms,210,210_F_him,f,Mismatch,obj,The story about Nicole harms,him,gpt-neo-1.3B,5.609182357788086
About,harms,210,210_M_his,m,Match,poss,The story about Adam harms,his,gpt-neo-1.3B,5.083508014678955
About,harms,210,210_F_his,f,Mismatch,poss,The story about Nicole harms,his,gpt-neo-1.3B,5.952767848968506
About,embarrassed,211,211_M_him,m,Match,obj,The essay about Joseph embarrassed,him,gpt-neo-1.3B,3.1117467880249023
About,embarrassed,211,211_F_him,f,Mismatch,obj,The essay about Donna embarrassed,him,gpt-neo-1.3B,3.963874578475952
About,embarrassed,211,211_M_his,m,Match,poss,The essay about Joseph embarrassed,his,gpt-neo-1.3B,5.452690601348877
About,embarrassed,211,211_F_his,f,Mismatch,poss,The essay about Donna embarrassed,his,gpt-neo-1.3B,8.003474235534668
About,could impress,212,212_M_him,m,Match,obj,The report about the father could impress,him,gpt-neo-1.3B,3.515256881713867
About,could impress,212,212_F_him,f,Mismatch,obj,The report about Theresa could impress,him,gpt-neo-1.3B,4.128523826599121
About,could impress,212,212_M_his,m,Match,poss,The report about the father could impress,his,gpt-neo-1.3B,4.391164302825928
About,could impress,212,212_F_his,f,Mismatch,poss,The report about Theresa could impress,his,gpt-neo-1.3B,6.424764156341553
About,disturbs,213,213_M_him,m,Match,obj,The documentary about the grandson disturbs,him,gpt-neo-1.3B,2.782034397125244
About,disturbs,213,213_F_him,f,Mismatch,obj,The documentary about Samantha disturbs,him,gpt-neo-1.3B,4.221283912658691
About,disturbs,213,213_M_his,m,Match,poss,The documentary about the grandson disturbs,his,gpt-neo-1.3B,4.344871997833252
About,disturbs,213,213_F_his,f,Mismatch,poss,The documentary about Samantha disturbs,his,gpt-neo-1.3B,6.076070785522461
About,wasn't harming,214,214_M_him,m,Match,obj,The commentary about Bradley wasn't harming,him,gpt-neo-1.3B,3.5306084156036377
About,wasn't harming,214,214_F_him,f,Mismatch,obj,The commentary about Sally wasn't harming,him,gpt-neo-1.3B,4.693013668060303
About,wasn't harming,214,214_M_his,m,Match,poss,The commentary about Bradley wasn't harming,his,gpt-neo-1.3B,3.348707437515259
About,wasn't harming,214,214_F_his,f,Mismatch,poss,The commentary about Sally wasn't harming,his,gpt-neo-1.3B,5.07735538482666
About,shouldn't hurt,215,215_M_him,m,Match,obj,The show about Paul shouldn't hurt,him,gpt-neo-1.3B,5.027026176452637
About,shouldn't hurt,215,215_F_him,f,Mismatch,obj,The show about Nicole shouldn't hurt,him,gpt-neo-1.3B,5.960195064544678
About,shouldn't hurt,215,215_M_his,m,Match,poss,The show about Paul shouldn't hurt,his,gpt-neo-1.3B,3.6580772399902335
About,shouldn't hurt,215,215_F_his,f,Mismatch,poss,The show about Nicole shouldn't hurt,his,gpt-neo-1.3B,3.981574535369873
About,will aid,216,216_M_him,m,Match,obj,The book about Dan will aid,him,gpt-neo-1.3B,5.212388515472412
About,will aid,216,216_F_him,f,Mismatch,obj,The book about Carla will aid,him,gpt-neo-1.3B,6.646743297576904
About,will aid,216,216_M_his,m,Match,poss,The book about Dan will aid,his,gpt-neo-1.3B,5.696316242218018
About,will aid,216,216_F_his,f,Mismatch,poss,The book about Carla will aid,his,gpt-neo-1.3B,7.332830905914307
About,isn't hurting,217,217_M_him,m,Match,obj,The pamphlet about Guy isn't hurting,him,gpt-neo-1.3B,4.413608074188232
About,isn't hurting,217,217_F_him,f,Mismatch,obj,The pamphlet about Donna isn't hurting,him,gpt-neo-1.3B,5.020353317260742
About,isn't hurting,217,217_M_his,m,Match,poss,The pamphlet about Guy isn't hurting,his,gpt-neo-1.3B,4.144717693328857
About,isn't hurting,217,217_F_his,f,Mismatch,poss,The pamphlet about Donna isn't hurting,his,gpt-neo-1.3B,4.696316242218018
About,annoyed,218,218_M_him,m,Match,obj,The brochure about Curtis annoyed,him,gpt-neo-1.3B,2.494657278060913
About,annoyed,218,218_F_him,f,Mismatch,obj,The brochure about Monica annoyed,him,gpt-neo-1.3B,2.536525249481201
About,annoyed,218,218_M_his,m,Match,poss,The brochure about Curtis annoyed,his,gpt-neo-1.3B,7.936163425445557
About,annoyed,218,218_F_his,f,Mismatch,poss,The brochure about Monica annoyed,his,gpt-neo-1.3B,8.786898612976074
About,hasn't alarmed,219,219_M_him,m,Match,obj,The play about Ronald hasn't alarmed,him,gpt-neo-1.3B,3.796877384185791
About,hasn't alarmed,219,219_F_him,f,Mismatch,obj,The play about Bethany hasn't alarmed,him,gpt-neo-1.3B,3.7182250022888175
About,hasn't alarmed,219,219_M_his,m,Match,poss,The play about Ronald hasn't alarmed,his,gpt-neo-1.3B,5.894753456115723
About,hasn't alarmed,219,219_F_his,f,Mismatch,poss,The play about Bethany hasn't alarmed,his,gpt-neo-1.3B,7.02155065536499
About,might stun,220,220_M_him,m,Match,obj,The movie about Kevin might stun,him,gpt-neo-1.3B,5.825601100921631
About,might stun,220,220_F_him,f,Mismatch,obj,The movie about this waitress might stun,him,gpt-neo-1.3B,10.089666366577148
About,might stun,220,220_M_his,m,Match,poss,The movie about Kevin might stun,his,gpt-neo-1.3B,7.082489490509033
About,might stun,220,220_F_his,f,Mismatch,poss,The movie about this waitress might stun,his,gpt-neo-1.3B,12.069696426391602
About,overwhelms,221,221_M_him,m,Match,obj,The newspaper article about Bradley overwhelms,him,gpt-neo-1.3B,4.806456089019775
About,overwhelms,221,221_F_him,f,Mismatch,obj,The newspaper article about Danielle overwhelms,him,gpt-neo-1.3B,5.066735744476318
About,overwhelms,221,221_M_his,m,Match,poss,The newspaper article about Bradley overwhelms,his,gpt-neo-1.3B,5.987321376800537
About,overwhelms,221,221_F_his,f,Mismatch,poss,The newspaper article about Danielle overwhelms,his,gpt-neo-1.3B,7.538890838623047
About,impressed,222,222_M_him,m,Match,obj,The story about the father impressed,him,gpt-neo-1.3B,3.756133794784546
About,impressed,222,222_F_him,f,Mismatch,obj,The story about Sheila impressed,him,gpt-neo-1.3B,3.303584337234497
About,impressed,222,222_M_his,m,Match,poss,The story about the father impressed,his,gpt-neo-1.3B,5.753180980682373
About,impressed,222,222_F_his,f,Mismatch,poss,The story about Sheila impressed,his,gpt-neo-1.3B,7.286941051483154
About,does underwhelm,223,223_M_him,m,Match,obj,The essay about Brian does underwhelm,him,gpt-neo-1.3B,6.784801959991455
About,does underwhelm,223,223_F_him,f,Mismatch,obj,The essay about Melissa does underwhelm,him,gpt-neo-1.3B,8.243489265441895
About,does underwhelm,223,223_M_his,m,Match,poss,The essay about Brian does underwhelm,his,gpt-neo-1.3B,8.67319107055664
About,does underwhelm,223,223_F_his,f,Mismatch,poss,The essay about Melissa does underwhelm,his,gpt-neo-1.3B,10.795838356018066
About,aided,224,224_M_him,m,Match,obj,The report about Roger aided,him,gpt-neo-1.3B,5.335494995117188
About,aided,224,224_F_him,f,Mismatch,obj,The report about this granddaughter aided,him,gpt-neo-1.3B,7.00631856918335
About,aided,224,224_M_his,m,Match,poss,The report about Roger aided,his,gpt-neo-1.3B,5.521198749542236
About,aided,224,224_F_his,f,Mismatch,poss,The report about this granddaughter aided,his,gpt-neo-1.3B,7.100804328918457
About,hasn't impressed,225,225_M_him,m,Match,obj,The documentary about Peter hasn't impressed,him,gpt-neo-1.3B,5.136147975921631
About,hasn't impressed,225,225_F_him,f,Mismatch,obj,The documentary about Vanessa hasn't impressed,him,gpt-neo-1.3B,5.683961391448975
About,hasn't impressed,225,225_M_his,m,Match,poss,The documentary about Peter hasn't impressed,his,gpt-neo-1.3B,7.419731616973877
About,hasn't impressed,225,225_F_his,f,Mismatch,poss,The documentary about Vanessa hasn't impressed,his,gpt-neo-1.3B,8.49496841430664
About,confuses,226,226_M_him,m,Match,obj,The commentary about Phillip confuses,him,gpt-neo-1.3B,5.834409713745117
About,confuses,226,226_F_him,f,Mismatch,obj,The commentary about this sister confuses,him,gpt-neo-1.3B,8.025715827941895
About,confuses,226,226_M_his,m,Match,poss,The commentary about Phillip confuses,his,gpt-neo-1.3B,6.853425979614258
About,confuses,226,226_F_his,f,Mismatch,poss,The commentary about this sister confuses,his,gpt-neo-1.3B,10.42128562927246
About,might astound,227,227_M_him,m,Match,obj,The show about Roger might astound,him,gpt-neo-1.3B,4.970556735992432
About,might astound,227,227_F_him,f,Mismatch,obj,The show about Sabrina might astound,him,gpt-neo-1.3B,6.616852283477783
About,might astound,227,227_M_his,m,Match,poss,The show about Roger might astound,his,gpt-neo-1.3B,6.520271301269531
About,might astound,227,227_F_his,f,Mismatch,poss,The show about Sabrina might astound,his,gpt-neo-1.3B,9.678163528442385
About,bothers,228,228_M_him,m,Match,obj,The book about Brett bothers,him,gpt-neo-1.3B,3.9510464668273926
About,bothers,228,228_F_him,f,Mismatch,obj,The book about Susan bothers,him,gpt-neo-1.3B,3.986107110977173
About,bothers,228,228_M_his,m,Match,poss,The book about Brett bothers,his,gpt-neo-1.3B,8.794445991516113
About,bothers,228,228_F_his,f,Mismatch,poss,The book about Susan bothers,his,gpt-neo-1.3B,9.130853652954102
About,overwhelms,229,229_M_him,m,Match,obj,The pamphlet about Matt overwhelms,him,gpt-neo-1.3B,3.959672689437866
About,overwhelms,229,229_F_him,f,Mismatch,obj,The pamphlet about Beth overwhelms,him,gpt-neo-1.3B,3.7021408081054688
About,overwhelms,229,229_M_his,m,Match,poss,The pamphlet about Matt overwhelms,his,gpt-neo-1.3B,6.839436054229736
About,overwhelms,229,229_F_his,f,Mismatch,poss,The pamphlet about Beth overwhelms,his,gpt-neo-1.3B,7.507259845733643
About,wasn't disturbing,230,230_M_him,m,Match,obj,The brochure about Jeffrey wasn't disturbing,him,gpt-neo-1.3B,6.054235458374023
About,wasn't disturbing,230,230_F_him,f,Mismatch,obj,The brochure about Marie wasn't disturbing,him,gpt-neo-1.3B,5.962636947631836
About,wasn't disturbing,230,230_M_his,m,Match,poss,The brochure about Jeffrey wasn't disturbing,his,gpt-neo-1.3B,9.226123809814451
About,wasn't disturbing,230,230_F_his,f,Mismatch,poss,The brochure about Marie wasn't disturbing,his,gpt-neo-1.3B,9.119519233703612
About,hasn't shocked,231,231_M_him,m,Match,obj,The play about Carl hasn't shocked,him,gpt-neo-1.3B,3.5819296836853027
About,hasn't shocked,231,231_F_him,f,Mismatch,obj,The play about Suzanne hasn't shocked,him,gpt-neo-1.3B,4.313892841339111
About,hasn't shocked,231,231_M_his,m,Match,poss,The play about Carl hasn't shocked,his,gpt-neo-1.3B,7.15419340133667
About,hasn't shocked,231,231_F_his,f,Mismatch,poss,The play about Suzanne hasn't shocked,his,gpt-neo-1.3B,8.187749862670898
About,shocks,232,232_M_him,m,Match,obj,The movie about Noah shocks,him,gpt-neo-1.3B,7.101312637329102
About,shocks,232,232_F_him,f,Mismatch,obj,The movie about Colleen shocks,him,gpt-neo-1.3B,5.81204891204834
About,shocks,232,232_M_his,m,Match,poss,The movie about Noah shocks,his,gpt-neo-1.3B,6.572409629821777
About,shocks,232,232_F_his,f,Mismatch,poss,The movie about Colleen shocks,his,gpt-neo-1.3B,7.61095380783081
About,hadn't disgusted,233,233_M_him,m,Match,obj,The newspaper article about Scott hadn't disgusted,him,gpt-neo-1.3B,1.3159470558166504
About,hadn't disgusted,233,233_F_him,f,Mismatch,obj,The newspaper article about Jane hadn't disgusted,him,gpt-neo-1.3B,2.0707309246063232
About,hadn't disgusted,233,233_M_his,m,Match,poss,The newspaper article about Scott hadn't disgusted,his,gpt-neo-1.3B,7.946045398712158
About,hadn't disgusted,233,233_F_his,f,Mismatch,poss,The newspaper article about Jane hadn't disgusted,his,gpt-neo-1.3B,8.875536918640137
About,wasn't stunning,234,234_M_him,m,Match,obj,The story about Timothy wasn't stunning,him,gpt-neo-1.3B,9.45485782623291
About,wasn't stunning,234,234_F_him,f,Mismatch,obj,The story about Heather wasn't stunning,him,gpt-neo-1.3B,10.932816505432127
About,wasn't stunning,234,234_M_his,m,Match,poss,The story about Timothy wasn't stunning,his,gpt-neo-1.3B,11.769460678100586
About,wasn't stunning,234,234_F_his,f,Mismatch,poss,The story about Heather wasn't stunning,his,gpt-neo-1.3B,13.271124839782717
About,could hinder,235,235_M_him,m,Match,obj,The essay about the grandson could hinder,him,gpt-neo-1.3B,4.450295448303223
About,could hinder,235,235_F_him,f,Mismatch,obj,The essay about Martha could hinder,him,gpt-neo-1.3B,4.702715396881104
About,could hinder,235,235_M_his,m,Match,poss,The essay about the grandson could hinder,his,gpt-neo-1.3B,3.548863649368286
About,could hinder,235,235_F_his,f,Mismatch,poss,The essay about Martha could hinder,his,gpt-neo-1.3B,3.684682607650757
About,did impress,236,236_M_him,m,Match,obj,The report about Stephen did impress,him,gpt-neo-1.3B,4.672386169433594
About,did impress,236,236_F_him,f,Mismatch,obj,The report about this mother did impress,him,gpt-neo-1.3B,5.484153747558594
About,did impress,236,236_M_his,m,Match,poss,The report about Stephen did impress,his,gpt-neo-1.3B,6.657689094543457
About,did impress,236,236_F_his,f,Mismatch,poss,The report about this mother did impress,his,gpt-neo-1.3B,8.19237995147705
About,can embarrass,237,237_M_him,m,Match,obj,The documentary about Walter can embarrass,him,gpt-neo-1.3B,2.544214963912964
About,can embarrass,237,237_F_him,f,Mismatch,obj,The documentary about Jodi can embarrass,him,gpt-neo-1.3B,4.780420780181885
About,can embarrass,237,237_M_his,m,Match,poss,The documentary about Walter can embarrass,his,gpt-neo-1.3B,5.21328067779541
About,can embarrass,237,237_F_his,f,Mismatch,poss,The documentary about Jodi can embarrass,his,gpt-neo-1.3B,8.49283504486084
About,has distracted,238,238_M_him,m,Match,obj,The commentary about Bill has distracted,him,gpt-neo-1.3B,6.355806350708008
About,has distracted,238,238_F_him,f,Mismatch,obj,The commentary about Lori has distracted,him,gpt-neo-1.3B,7.061108112335205
About,has distracted,238,238_M_his,m,Match,poss,The commentary about Bill has distracted,his,gpt-neo-1.3B,9.574958801269531
About,has distracted,238,238_F_his,f,Mismatch,poss,The commentary about Lori has distracted,his,gpt-neo-1.3B,10.636972427368164
About,is overwhelming,239,239_M_him,m,Match,obj,The show about that man is overwhelming,him,gpt-neo-1.3B,10.814997673034668
About,is overwhelming,239,239_F_him,f,Mismatch,obj,The show about Anne is overwhelming,him,gpt-neo-1.3B,13.651000022888184
About,is overwhelming,239,239_M_his,m,Match,poss,The show about that man is overwhelming,his,gpt-neo-1.3B,11.395407676696776
About,is overwhelming,239,239_F_his,f,Mismatch,poss,The show about Anne is overwhelming,his,gpt-neo-1.3B,14.786340713500977
About,annoys,240,240_M_him,m,Match,obj,The book about the ex-husband annoys,him,gpt-neo-1.3B,3.2743308544158936
About,annoys,240,240_F_him,f,Mismatch,obj,The book about Colleen annoys,him,gpt-neo-1.3B,3.789738416671753
About,annoys,240,240_M_his,m,Match,poss,The book about the ex-husband annoys,his,gpt-neo-1.3B,5.859367847442627
About,annoys,240,240_F_his,f,Mismatch,poss,The book about Colleen annoys,his,gpt-neo-1.3B,8.423157691955566
About,wasn't confusing,241,241_M_him,m,Match,obj,The pamphlet about Alan wasn't confusing,him,gpt-neo-1.3B,4.60529088973999
About,wasn't confusing,241,241_F_him,f,Mismatch,obj,The pamphlet about Rebecca wasn't confusing,him,gpt-neo-1.3B,6.046541690826416
About,wasn't confusing,241,241_M_his,m,Match,poss,The pamphlet about Alan wasn't confusing,his,gpt-neo-1.3B,9.071446418762209
About,wasn't confusing,241,241_F_his,f,Mismatch,poss,The pamphlet about Rebecca wasn't confusing,his,gpt-neo-1.3B,10.458089828491213
About,has astounded,242,242_M_him,m,Match,obj,The brochure about Brad has astounded,him,gpt-neo-1.3B,5.902323246002197
About,has astounded,242,242_F_him,f,Mismatch,obj,The brochure about Lisa has astounded,him,gpt-neo-1.3B,6.153972625732422
About,has astounded,242,242_M_his,m,Match,poss,The brochure about Brad has astounded,his,gpt-neo-1.3B,9.229690551757812
About,has astounded,242,242_F_his,f,Mismatch,poss,The brochure about Lisa has astounded,his,gpt-neo-1.3B,10.65206527709961
About,scares,243,243_M_him,m,Match,obj,The play about Dennis scares,him,gpt-neo-1.3B,4.1968994140625
About,scares,243,243_F_him,f,Mismatch,obj,The play about Ellen scares,him,gpt-neo-1.3B,3.6574978828430176
About,scares,243,243_M_his,m,Match,poss,The play about Dennis scares,his,gpt-neo-1.3B,5.84987211227417
About,scares,243,243_F_his,f,Mismatch,poss,The play about Ellen scares,his,gpt-neo-1.3B,7.661344528198242
About,confused,244,244_M_him,m,Match,obj,The movie about Brad confused,him,gpt-neo-1.3B,4.2675395011901855
About,confused,244,244_F_him,f,Mismatch,obj,The movie about Veronica confused,him,gpt-neo-1.3B,5.239093780517578
About,confused,244,244_M_his,m,Match,poss,The movie about Brad confused,his,gpt-neo-1.3B,7.170396327972412
About,confused,244,244_F_his,f,Mismatch,poss,The movie about Veronica confused,his,gpt-neo-1.3B,8.932551383972168
About,didn't hinder,245,245_M_him,m,Match,obj,The newspaper article about Rodney didn't hinder,him,gpt-neo-1.3B,3.889767408370972
About,didn't hinder,245,245_F_him,f,Mismatch,obj,The newspaper article about Laurie didn't hinder,him,gpt-neo-1.3B,3.9176602363586426
About,didn't hinder,245,245_M_his,m,Match,poss,The newspaper article about Rodney didn't hinder,his,gpt-neo-1.3B,2.901597023010254
About,didn't hinder,245,245_F_his,f,Mismatch,poss,The newspaper article about Laurie didn't hinder,his,gpt-neo-1.3B,3.2848684787750244
About,wasn't disgusting,246,246_M_him,m,Match,obj,The story about Walter wasn't disgusting,him,gpt-neo-1.3B,11.853767395019531
About,wasn't disgusting,246,246_F_him,f,Mismatch,obj,The story about Vanessa wasn't disgusting,him,gpt-neo-1.3B,13.414573669433594
About,wasn't disgusting,246,246_M_his,m,Match,poss,The story about Walter wasn't disgusting,his,gpt-neo-1.3B,13.896037101745604
About,wasn't disgusting,246,246_F_his,f,Mismatch,poss,The story about Vanessa wasn't disgusting,his,gpt-neo-1.3B,16.04765510559082
About,isn't embarrassing,247,247_M_him,m,Match,obj,The essay about Derek isn't embarrassing,him,gpt-neo-1.3B,7.0891194343566895
About,isn't embarrassing,247,247_F_him,f,Mismatch,obj,The essay about Florence isn't embarrassing,him,gpt-neo-1.3B,8.974836349487305
About,isn't embarrassing,247,247_M_his,m,Match,poss,The essay about Derek isn't embarrassing,his,gpt-neo-1.3B,9.51667308807373
About,isn't embarrassing,247,247_F_his,f,Mismatch,poss,The essay about Florence isn't embarrassing,his,gpt-neo-1.3B,11.24587631225586
About,can't overwhelm,248,248_M_him,m,Match,obj,The report about John can't overwhelm,him,gpt-neo-1.3B,3.9670488834381104
About,can't overwhelm,248,248_F_him,f,Mismatch,obj,The report about Emily can't overwhelm,him,gpt-neo-1.3B,4.206839561462402
About,can't overwhelm,248,248_M_his,m,Match,poss,The report about John can't overwhelm,his,gpt-neo-1.3B,4.915989398956299
About,can't overwhelm,248,248_F_his,f,Mismatch,poss,The report about Emily can't overwhelm,his,gpt-neo-1.3B,5.828068733215332
About,wasn't astounding,249,249_M_him,m,Match,obj,The documentary about Alexander wasn't astounding,him,gpt-neo-1.3B,12.483447074890137
About,wasn't astounding,249,249_F_him,f,Mismatch,obj,The documentary about Tamara wasn't astounding,him,gpt-neo-1.3B,12.634610176086426
About,wasn't astounding,249,249_M_his,m,Match,poss,The documentary about Alexander wasn't astounding,his,gpt-neo-1.3B,13.673961639404297
About,wasn't astounding,249,249_F_his,f,Mismatch,poss,The documentary about Tamara wasn't astounding,his,gpt-neo-1.3B,14.274945259094238
About,disgusts,250,250_M_him,m,Match,obj,The commentary about that guy disgusts,him,gpt-neo-1.3B,7.126590728759766
About,disgusts,250,250_F_him,f,Mismatch,obj,The commentary about Angela disgusts,him,gpt-neo-1.3B,4.200200080871582
About,disgusts,250,250_M_his,m,Match,poss,The commentary about that guy disgusts,his,gpt-neo-1.3B,12.316493034362791
About,disgusts,250,250_F_his,f,Mismatch,poss,The commentary about Angela disgusts,his,gpt-neo-1.3B,9.055204391479492
About,is embarrassing,251,251_M_him,m,Match,obj,The show about the boy is embarrassing,him,gpt-neo-1.3B,7.7728095054626465
About,is embarrassing,251,251_F_him,f,Mismatch,obj,The show about Kendra is embarrassing,him,gpt-neo-1.3B,10.556132316589355
About,is embarrassing,251,251_M_his,m,Match,poss,The show about the boy is embarrassing,his,gpt-neo-1.3B,9.912355422973633
About,is embarrassing,251,251_F_his,f,Mismatch,poss,The show about Kendra is embarrassing,his,gpt-neo-1.3B,12.69969654083252
About,embarrasses,252,252_M_him,m,Match,obj,The book about Kenneth embarrasses,him,gpt-neo-1.3B,2.7146100997924805
About,embarrasses,252,252_F_him,f,Mismatch,obj,The book about Cynthia embarrasses,him,gpt-neo-1.3B,3.3213398456573486
About,embarrasses,252,252_M_his,m,Match,poss,The book about Kenneth embarrasses,his,gpt-neo-1.3B,6.14460563659668
