exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-125M_surp
TwoEmbedding,warned,had fired,604,604_MFM_him,mfm,MatchMismatchMatch,obj,This boyfriend warned Paula that Bradley had fired,him,2.150531530380249
TwoEmbedding,warned,had fired,604,604_MFF_him,mff,MatchMismatchMismatch,obj,This boyfriend warned Paula that Diana had fired,him,2.4488492012023926
TwoEmbedding,warned,had fired,604,604_FMM_him,fmm,MismatchMatchMatch,obj,Tanya warned Travis that Bradley had fired,him,2.2431154251098633
TwoEmbedding,warned,had fired,604,604_FMF_him,fmf,MismatchMatchMismatch,obj,Tanya warned Travis that Diana had fired,him,2.097743511199951
TwoEmbedding,warned,had fired,604,604_FFM_him,ffm,MismatchMismatchMatch,obj,Tanya warned Paula that Bradley had fired,him,2.7375810146331787
TwoEmbedding,warned,had fired,604,604_FFF_him,fff,MismatchMismatchMismatch,obj,Tanya warned Paula that Diana had fired,him,3.2911887168884277
TwoEmbedding,warned,had fired,604,604_MMM_his,mmm,MatchMatchMatch,poss,This boyfriend warned Travis that Bradley had fired,his,3.7227041721343994
TwoEmbedding,warned,had fired,604,604_MMF_his,mmf,MatchMatchMismatch,poss,This boyfriend warned Travis that Diana had fired,his,4.794898509979248
TwoEmbedding,warned,had fired,604,604_MFM_his,mfm,MatchMismatchMatch,poss,This boyfriend warned Paula that Bradley had fired,his,4.106730937957764
TwoEmbedding,warned,had fired,604,604_MFF_his,mff,MatchMismatchMismatch,poss,This boyfriend warned Paula that Diana had fired,his,5.721574306488037
TwoEmbedding,warned,had fired,604,604_FMM_his,fmm,MismatchMatchMatch,poss,Tanya warned Travis that Bradley had fired,his,3.5662078857421875
TwoEmbedding,warned,had fired,604,604_FMF_his,fmf,MismatchMatchMismatch,poss,Tanya warned Travis that Diana had fired,his,4.769474506378174
TwoEmbedding,warned,had fired,604,604_FFM_his,ffm,MismatchMismatchMatch,poss,Tanya warned Paula that Bradley had fired,his,4.327758312225342
TwoEmbedding,warned,had fired,604,604_FFF_his,fff,MismatchMismatchMismatch,poss,Tanya warned Paula that Diana had fired,his,6.629669666290283
TwoEmbedding,informs,does complain about,605,605_MMM_him,mmm,MatchMatchMatch,obj,Joel informs that boyfriend that Curtis does complain about,him,4.411835193634033
TwoEmbedding,informs,does complain about,605,605_MMF_him,mmf,MatchMatchMismatch,obj,Joel informs that boyfriend that Cynthia does complain about,him,3.6958200931549072
TwoEmbedding,informs,does complain about,605,605_MFM_him,mfm,MatchMismatchMatch,obj,Joel informs Julie that Curtis does complain about,him,5.619616985321045
TwoEmbedding,informs,does complain about,605,605_MFF_him,mff,MatchMismatchMismatch,obj,Joel informs Julie that Cynthia does complain about,him,4.9500555992126465
TwoEmbedding,informs,does complain about,605,605_FMM_him,fmm,MismatchMatchMatch,obj,Heather informs that boyfriend that Curtis does complain about,him,4.152431011199951
TwoEmbedding,informs,does complain about,605,605_FMF_him,fmf,MismatchMatchMismatch,obj,Heather informs that boyfriend that Cynthia does complain about,him,3.413499593734741
TwoEmbedding,informs,does complain about,605,605_FFM_him,ffm,MismatchMismatchMatch,obj,Heather informs Julie that Curtis does complain about,him,5.380444526672363
TwoEmbedding,informs,does complain about,605,605_FFF_him,fff,MismatchMismatchMismatch,obj,Heather informs Julie that Cynthia does complain about,him,5.648593425750732
TwoEmbedding,informs,does complain about,605,605_MMM_his,mmm,MatchMatchMatch,poss,Joel informs that boyfriend that Curtis does complain about,his,2.8075668811798096
TwoEmbedding,informs,does complain about,605,605_MMF_his,mmf,MatchMatchMismatch,poss,Joel informs that boyfriend that Cynthia does complain about,his,3.6581616401672363
TwoEmbedding,informs,does complain about,605,605_MFM_his,mfm,MatchMismatchMatch,poss,Joel informs Julie that Curtis does complain about,his,3.4941012859344482
TwoEmbedding,informs,does complain about,605,605_MFF_his,mff,MatchMismatchMismatch,poss,Joel informs Julie that Cynthia does complain about,his,5.0738844871521
TwoEmbedding,informs,does complain about,605,605_FMM_his,fmm,MismatchMatchMatch,poss,Heather informs that boyfriend that Curtis does complain about,his,2.6052865982055664
TwoEmbedding,informs,does complain about,605,605_FMF_his,fmf,MismatchMatchMismatch,poss,Heather informs that boyfriend that Cynthia does complain about,his,3.822575092315674
TwoEmbedding,informs,does complain about,605,605_FFM_his,ffm,MismatchMismatchMatch,poss,Heather informs Julie that Curtis does complain about,his,3.1088340282440186
TwoEmbedding,informs,does complain about,605,605_FFF_his,fff,MismatchMismatchMismatch,poss,Heather informs Julie that Cynthia does complain about,his,5.936607360839844
TwoEmbedding,alerted,found,606,606_MMM_him,mmm,MatchMatchMatch,obj,Russell alerted Martin that that grandfather found,him,4.427178382873535
TwoEmbedding,alerted,found,606,606_MMF_him,mmf,MatchMatchMismatch,obj,Russell alerted Martin that Vanessa found,him,3.461407423019409
TwoEmbedding,alerted,found,606,606_MFM_him,mfm,MatchMismatchMatch,obj,Russell alerted Paula that that grandfather found,him,4.508771896362305
TwoEmbedding,alerted,found,606,606_MFF_him,mff,MatchMismatchMismatch,obj,Russell alerted Paula that Vanessa found,him,4.57004451751709
TwoEmbedding,alerted,found,606,606_FMM_him,fmm,MismatchMatchMatch,obj,The wife alerted Martin that that grandfather found,him,4.175210475921631
TwoEmbedding,alerted,found,606,606_FMF_him,fmf,MismatchMatchMismatch,obj,The wife alerted Martin that Vanessa found,him,2.869933605194092
TwoEmbedding,alerted,found,606,606_FFM_him,ffm,MismatchMismatchMatch,obj,The wife alerted Paula that that grandfather found,him,4.6613450050354
TwoEmbedding,alerted,found,606,606_FFF_him,fff,MismatchMismatchMismatch,obj,The wife alerted Paula that Vanessa found,him,4.4582977294921875
TwoEmbedding,alerted,found,606,606_MMM_his,mmm,MatchMatchMatch,poss,Russell alerted Martin that that grandfather found,his,4.256783962249756
TwoEmbedding,alerted,found,606,606_MMF_his,mmf,MatchMatchMismatch,poss,Russell alerted Martin that Vanessa found,his,5.224048137664795
TwoEmbedding,alerted,found,606,606_MFM_his,mfm,MatchMismatchMatch,poss,Russell alerted Paula that that grandfather found,his,4.170797348022461
TwoEmbedding,alerted,found,606,606_MFF_his,mff,MatchMismatchMismatch,poss,Russell alerted Paula that Vanessa found,his,6.31540584564209
TwoEmbedding,alerted,found,606,606_FMM_his,fmm,MismatchMatchMatch,poss,The wife alerted Martin that that grandfather found,his,4.08034086227417
TwoEmbedding,alerted,found,606,606_FMF_his,fmf,MismatchMatchMismatch,poss,The wife alerted Martin that Vanessa found,his,5.547504901885986
TwoEmbedding,alerted,found,606,606_FFM_his,ffm,MismatchMismatchMatch,poss,The wife alerted Paula that that grandfather found,his,4.218203067779541
TwoEmbedding,alerted,found,606,606_FFF_his,fff,MismatchMismatchMismatch,poss,The wife alerted Paula that Vanessa found,his,7.1791791915893555
TwoEmbedding,told,hadn't led,607,607_MMM_him,mmm,MatchMatchMatch,obj,Daniel told Marcus that Carl hadn't led,him,2.59482741355896
TwoEmbedding,told,hadn't led,607,607_MMF_him,mmf,MatchMatchMismatch,obj,Daniel told Marcus that Ella hadn't led,him,1.9022544622421265
TwoEmbedding,told,hadn't led,607,607_MFM_him,mfm,MatchMismatchMatch,obj,Daniel told the sister that Carl hadn't led,him,3.2912604808807373
TwoEmbedding,told,hadn't led,607,607_MFF_him,mff,MatchMismatchMismatch,obj,Daniel told the sister that Ella hadn't led,him,1.9886891841888428
TwoEmbedding,told,hadn't led,607,607_FMM_him,fmm,MismatchMatchMatch,obj,Colleen told Marcus that Carl hadn't led,him,3.251458168029785
TwoEmbedding,told,hadn't led,607,607_FMF_him,fmf,MismatchMatchMismatch,obj,Colleen told Marcus that Ella hadn't led,him,1.88589346408844
TwoEmbedding,told,hadn't led,607,607_FFM_him,ffm,MismatchMismatchMatch,obj,Colleen told the sister that Carl hadn't led,him,3.820824384689331
TwoEmbedding,told,hadn't led,607,607_FFF_him,fff,MismatchMismatchMismatch,obj,Colleen told the sister that Ella hadn't led,him,2.5140531063079834
TwoEmbedding,told,hadn't led,607,607_MMM_his,mmm,MatchMatchMatch,poss,Daniel told Marcus that Carl hadn't led,his,4.4162492752075195
TwoEmbedding,told,hadn't led,607,607_MMF_his,mmf,MatchMatchMismatch,poss,Daniel told Marcus that Ella hadn't led,his,5.847984313964844
TwoEmbedding,told,hadn't led,607,607_MFM_his,mfm,MatchMismatchMatch,poss,Daniel told the sister that Carl hadn't led,his,5.1899189949035645
TwoEmbedding,told,hadn't led,607,607_MFF_his,mff,MatchMismatchMismatch,poss,Daniel told the sister that Ella hadn't led,his,6.923730373382568
TwoEmbedding,told,hadn't led,607,607_FMM_his,fmm,MismatchMatchMatch,poss,Colleen told Marcus that Carl hadn't led,his,4.767160892486572
TwoEmbedding,told,hadn't led,607,607_FMF_his,fmf,MismatchMatchMismatch,poss,Colleen told Marcus that Ella hadn't led,his,6.369874000549316
TwoEmbedding,told,hadn't led,607,607_FFM_his,ffm,MismatchMismatchMatch,poss,Colleen told the sister that Carl hadn't led,his,5.510205268859863
TwoEmbedding,told,hadn't led,607,607_FFF_his,fff,MismatchMismatchMismatch,poss,Colleen told the sister that Ella hadn't led,his,7.296846866607666
TwoEmbedding,alerts,helps,608,608_MMM_him,mmm,MatchMatchMatch,obj,Craig alerts Bill that Peter helps,him,3.484264850616455
TwoEmbedding,alerts,helps,608,608_MMF_him,mmf,MatchMatchMismatch,obj,Craig alerts Bill that Carol helps,him,2.9849936962127686
TwoEmbedding,alerts,helps,608,608_MFM_him,mfm,MatchMismatchMatch,obj,Craig alerts Paula that Peter helps,him,3.851621627807617
TwoEmbedding,alerts,helps,608,608_MFF_him,mff,MatchMismatchMismatch,obj,Craig alerts Paula that Carol helps,him,3.682709217071533
TwoEmbedding,alerts,helps,608,608_FMM_him,fmm,MismatchMatchMatch,obj,This mother alerts Bill that Peter helps,him,2.7335808277130127
TwoEmbedding,alerts,helps,608,608_FMF_him,fmf,MismatchMatchMismatch,obj,This mother alerts Bill that Carol helps,him,1.208267331123352
TwoEmbedding,alerts,helps,608,608_FFM_him,ffm,MismatchMismatchMatch,obj,This mother alerts Paula that Peter helps,him,4.437995910644531
TwoEmbedding,alerts,helps,608,608_FFF_him,fff,MismatchMismatchMismatch,obj,This mother alerts Paula that Carol helps,him,3.5890870094299316
TwoEmbedding,alerts,helps,608,608_MMM_his,mmm,MatchMatchMatch,poss,Craig alerts Bill that Peter helps,his,5.714786052703857
TwoEmbedding,alerts,helps,608,608_MMF_his,mmf,MatchMatchMismatch,poss,Craig alerts Bill that Carol helps,his,7.174656391143799
TwoEmbedding,alerts,helps,608,608_MFM_his,mfm,MatchMismatchMatch,poss,Craig alerts Paula that Peter helps,his,6.341980457305908
TwoEmbedding,alerts,helps,608,608_MFF_his,mff,MatchMismatchMismatch,poss,Craig alerts Paula that Carol helps,his,8.732096672058105
TwoEmbedding,alerts,helps,608,608_FMM_his,fmm,MismatchMatchMatch,poss,This mother alerts Bill that Peter helps,his,5.629074573516846
TwoEmbedding,alerts,helps,608,608_FMF_his,fmf,MismatchMatchMismatch,poss,This mother alerts Bill that Carol helps,his,6.832675457000732
TwoEmbedding,alerts,helps,608,608_FFM_his,ffm,MismatchMismatchMatch,poss,This mother alerts Paula that Peter helps,his,6.470655918121338
TwoEmbedding,alerts,helps,608,608_FFF_his,fff,MismatchMismatchMismatch,poss,This mother alerts Paula that Carol helps,his,8.920772552490234
TwoEmbedding,warned,was forgiving,609,609_MMM_him,mmm,MatchMatchMatch,obj,Steven warned Robert that William was forgiving,him,2.766510009765625
TwoEmbedding,warned,was forgiving,609,609_MMF_him,mmf,MatchMatchMismatch,obj,Steven warned Robert that Jodi was forgiving,him,2.9706852436065674
TwoEmbedding,warned,was forgiving,609,609_MFM_him,mfm,MatchMismatchMatch,obj,Steven warned Melanie that William was forgiving,him,3.2016091346740723
TwoEmbedding,warned,was forgiving,609,609_MFF_him,mff,MatchMismatchMismatch,obj,Steven warned Melanie that Jodi was forgiving,him,3.8213484287261963
TwoEmbedding,warned,was forgiving,609,609_FMM_him,fmm,MismatchMatchMatch,obj,Ellen warned Robert that William was forgiving,him,2.756194591522217
TwoEmbedding,warned,was forgiving,609,609_FMF_him,fmf,MismatchMatchMismatch,obj,Ellen warned Robert that Jodi was forgiving,him,3.005200147628784
TwoEmbedding,warned,was forgiving,609,609_FFM_him,ffm,MismatchMismatchMatch,obj,Ellen warned Melanie that William was forgiving,him,3.21386456489563
TwoEmbedding,warned,was forgiving,609,609_FFF_him,fff,MismatchMismatchMismatch,obj,Ellen warned Melanie that Jodi was forgiving,him,3.6695988178253174
TwoEmbedding,warned,was forgiving,609,609_MMM_his,mmm,MatchMatchMatch,poss,Steven warned Robert that William was forgiving,his,4.256287097930908
TwoEmbedding,warned,was forgiving,609,609_MMF_his,mmf,MatchMatchMismatch,poss,Steven warned Robert that Jodi was forgiving,his,5.235444068908691
TwoEmbedding,warned,was forgiving,609,609_MFM_his,mfm,MatchMismatchMatch,poss,Steven warned Melanie that William was forgiving,his,5.298172950744629
TwoEmbedding,warned,was forgiving,609,609_MFF_his,mff,MatchMismatchMismatch,poss,Steven warned Melanie that Jodi was forgiving,his,7.569681644439697
TwoEmbedding,warned,was forgiving,609,609_FMM_his,fmm,MismatchMatchMatch,poss,Ellen warned Robert that William was forgiving,his,4.40138578414917
TwoEmbedding,warned,was forgiving,609,609_FMF_his,fmf,MismatchMatchMismatch,poss,Ellen warned Robert that Jodi was forgiving,his,5.286336421966553
TwoEmbedding,warned,was forgiving,609,609_FFM_his,ffm,MismatchMismatchMatch,poss,Ellen warned Melanie that William was forgiving,his,5.547924518585205
TwoEmbedding,warned,was forgiving,609,609_FFF_his,fff,MismatchMismatchMismatch,poss,Ellen warned Melanie that Jodi was forgiving,his,7.506472110748291
TwoEmbedding,alerted,leaves,610,610_MMM_him,mmm,MatchMatchMatch,obj,Gregory alerted Carlos that Steve leaves,him,5.871278285980225
TwoEmbedding,alerted,leaves,610,610_MMF_him,mmf,MatchMatchMismatch,obj,Gregory alerted Carlos that Suzanne leaves,him,3.9738688468933105
TwoEmbedding,alerted,leaves,610,610_MFM_him,mfm,MatchMismatchMatch,obj,Gregory alerted Sabrina that Steve leaves,him,6.088220119476318
TwoEmbedding,alerted,leaves,610,610_MFF_him,mff,MatchMismatchMismatch,obj,Gregory alerted Sabrina that Suzanne leaves,him,5.424173831939697
TwoEmbedding,alerted,leaves,610,610_FMM_him,fmm,MismatchMatchMatch,obj,Debra alerted Carlos that Steve leaves,him,6.281245231628418
TwoEmbedding,alerted,leaves,610,610_FMF_him,fmf,MismatchMatchMismatch,obj,Debra alerted Carlos that Suzanne leaves,him,4.555690765380859
TwoEmbedding,alerted,leaves,610,610_FFM_him,ffm,MismatchMismatchMatch,obj,Debra alerted Sabrina that Steve leaves,him,6.78139066696167
TwoEmbedding,alerted,leaves,610,610_FFF_him,fff,MismatchMismatchMismatch,obj,Debra alerted Sabrina that Suzanne leaves,him,6.173146724700928
TwoEmbedding,alerted,leaves,610,610_MMM_his,mmm,MatchMatchMatch,poss,Gregory alerted Carlos that Steve leaves,his,4.446272373199463
TwoEmbedding,alerted,leaves,610,610_MMF_his,mmf,MatchMatchMismatch,poss,Gregory alerted Carlos that Suzanne leaves,his,7.203673362731934
TwoEmbedding,alerted,leaves,610,610_MFM_his,mfm,MatchMismatchMatch,poss,Gregory alerted Sabrina that Steve leaves,his,5.481570720672607
TwoEmbedding,alerted,leaves,610,610_MFF_his,mff,MatchMismatchMismatch,poss,Gregory alerted Sabrina that Suzanne leaves,his,9.362812042236328
TwoEmbedding,alerted,leaves,610,610_FMM_his,fmm,MismatchMatchMatch,poss,Debra alerted Carlos that Steve leaves,his,4.966268062591553
TwoEmbedding,alerted,leaves,610,610_FMF_his,fmf,MismatchMatchMismatch,poss,Debra alerted Carlos that Suzanne leaves,his,7.993372917175293
TwoEmbedding,alerted,leaves,610,610_FFM_his,ffm,MismatchMismatchMatch,poss,Debra alerted Sabrina that Steve leaves,his,5.678233623504639
TwoEmbedding,alerted,leaves,610,610_FFF_his,fff,MismatchMismatchMismatch,poss,Debra alerted Sabrina that Suzanne leaves,his,9.847759246826172
TwoEmbedding,advises,astounded,611,611_MMM_him,mmm,MatchMatchMatch,obj,Randolf advises this grandson that Joseph astounded,him,1.3900755643844604
TwoEmbedding,advises,astounded,611,611_MMF_him,mmf,MatchMatchMismatch,obj,Randolf advises this grandson that Lisa astounded,him,0.7281431555747986
TwoEmbedding,advises,astounded,611,611_MFM_him,mfm,MatchMismatchMatch,obj,Randolf advises Laura that Joseph astounded,him,2.544246196746826
TwoEmbedding,advises,astounded,611,611_MFF_him,mff,MatchMismatchMismatch,obj,Randolf advises Laura that Lisa astounded,him,1.8136491775512695
TwoEmbedding,advises,astounded,611,611_FMM_him,fmm,MismatchMatchMatch,obj,Donna advises this grandson that Joseph astounded,him,1.8581560850143433
TwoEmbedding,advises,astounded,611,611_FMF_him,fmf,MismatchMatchMismatch,obj,Donna advises this grandson that Lisa astounded,him,1.0580576658248901
TwoEmbedding,advises,astounded,611,611_FFM_him,ffm,MismatchMismatchMatch,obj,Donna advises Laura that Joseph astounded,him,2.9553463459014893
TwoEmbedding,advises,astounded,611,611_FFF_him,fff,MismatchMismatchMismatch,obj,Donna advises Laura that Lisa astounded,him,2.396135091781616
TwoEmbedding,advises,astounded,611,611_MMM_his,mmm,MatchMatchMatch,poss,Randolf advises this grandson that Joseph astounded,his,4.854139804840088
TwoEmbedding,advises,astounded,611,611_MMF_his,mmf,MatchMatchMismatch,poss,Randolf advises this grandson that Lisa astounded,his,7.219810962677002
TwoEmbedding,advises,astounded,611,611_MFM_his,mfm,MatchMismatchMatch,poss,Randolf advises Laura that Joseph astounded,his,5.536610126495361
TwoEmbedding,advises,astounded,611,611_MFF_his,mff,MatchMismatchMismatch,poss,Randolf advises Laura that Lisa astounded,his,8.051755905151367
TwoEmbedding,advises,astounded,611,611_FMM_his,fmm,MismatchMatchMatch,poss,Donna advises this grandson that Joseph astounded,his,5.018307685852051
TwoEmbedding,advises,astounded,611,611_FMF_his,fmf,MismatchMatchMismatch,poss,Donna advises this grandson that Lisa astounded,his,7.486705303192139
TwoEmbedding,advises,astounded,611,611_FFM_his,ffm,MismatchMismatchMatch,poss,Donna advises Laura that Joseph astounded,his,5.641936779022217
TwoEmbedding,advises,astounded,611,611_FFF_his,fff,MismatchMismatchMismatch,poss,Donna advises Laura that Lisa astounded,his,8.65556526184082
TwoEmbedding,tells,is boasting about,612,612_MMM_him,mmm,MatchMatchMatch,obj,Lawrence tells this boy that Omar is boasting about,him,6.051336765289307
TwoEmbedding,tells,is boasting about,612,612_MMF_him,mmf,MatchMatchMismatch,obj,Lawrence tells this boy that that wife is boasting about,him,4.537227153778076
TwoEmbedding,tells,is boasting about,612,612_MFM_him,mfm,MatchMismatchMatch,obj,Lawrence tells Valerie that Omar is boasting about,him,6.352602005004883
TwoEmbedding,tells,is boasting about,612,612_MFF_him,mff,MatchMismatchMismatch,obj,Lawrence tells Valerie that that wife is boasting about,him,8.036408424377441
TwoEmbedding,tells,is boasting about,612,612_FMM_him,fmm,MismatchMatchMatch,obj,Carmen tells this boy that Omar is boasting about,him,6.155239582061768
TwoEmbedding,tells,is boasting about,612,612_FMF_him,fmf,MismatchMatchMismatch,obj,Carmen tells this boy that that wife is boasting about,him,4.570901393890381
TwoEmbedding,tells,is boasting about,612,612_FFM_him,ffm,MismatchMismatchMatch,obj,Carmen tells Valerie that Omar is boasting about,him,6.262424945831299
TwoEmbedding,tells,is boasting about,612,612_FFF_him,fff,MismatchMismatchMismatch,obj,Carmen tells Valerie that that wife is boasting about,him,7.590150356292725
TwoEmbedding,tells,is boasting about,612,612_MMM_his,mmm,MatchMatchMatch,poss,Lawrence tells this boy that Omar is boasting about,his,1.8424327373504639
TwoEmbedding,tells,is boasting about,612,612_MMF_his,mmf,MatchMatchMismatch,poss,Lawrence tells this boy that that wife is boasting about,his,4.061264514923096
TwoEmbedding,tells,is boasting about,612,612_MFM_his,mfm,MatchMismatchMatch,poss,Lawrence tells Valerie that Omar is boasting about,his,2.4873437881469727
TwoEmbedding,tells,is boasting about,612,612_MFF_his,mff,MatchMismatchMismatch,poss,Lawrence tells Valerie that that wife is boasting about,his,6.763908386230469
TwoEmbedding,tells,is boasting about,612,612_FMM_his,fmm,MismatchMatchMatch,poss,Carmen tells this boy that Omar is boasting about,his,1.9275659322738647
TwoEmbedding,tells,is boasting about,612,612_FMF_his,fmf,MismatchMatchMismatch,poss,Carmen tells this boy that that wife is boasting about,his,4.05637788772583
TwoEmbedding,tells,is boasting about,612,612_FFM_his,ffm,MismatchMismatchMatch,poss,Carmen tells Valerie that Omar is boasting about,his,2.1265478134155273
TwoEmbedding,tells,is boasting about,612,612_FFF_his,fff,MismatchMismatchMismatch,poss,Carmen tells Valerie that that wife is boasting about,his,6.1425461769104
TwoEmbedding,shows,isn't complaining about,613,613_MMM_him,mmm,MatchMatchMatch,obj,Robert shows Travis that Carlos isn't complaining about,him,4.66342830657959
TwoEmbedding,shows,isn't complaining about,613,613_MMF_him,mmf,MatchMatchMismatch,obj,Robert shows Travis that Marie isn't complaining about,him,3.9288458824157715
TwoEmbedding,shows,isn't complaining about,613,613_MFM_him,mfm,MatchMismatchMatch,obj,Robert shows Nina that Carlos isn't complaining about,him,5.211021423339844
TwoEmbedding,shows,isn't complaining about,613,613_MFF_him,mff,MatchMismatchMismatch,obj,Robert shows Nina that Marie isn't complaining about,him,6.124701976776123
TwoEmbedding,shows,isn't complaining about,613,613_FMM_him,fmm,MismatchMatchMatch,obj,Beth shows Travis that Carlos isn't complaining about,him,5.076565265655518
TwoEmbedding,shows,isn't complaining about,613,613_FMF_him,fmf,MismatchMatchMismatch,obj,Beth shows Travis that Marie isn't complaining about,him,4.526395320892334
TwoEmbedding,shows,isn't complaining about,613,613_FFM_him,ffm,MismatchMismatchMatch,obj,Beth shows Nina that Carlos isn't complaining about,him,5.172229766845703
TwoEmbedding,shows,isn't complaining about,613,613_FFF_him,fff,MismatchMismatchMismatch,obj,Beth shows Nina that Marie isn't complaining about,him,5.495626449584961
TwoEmbedding,shows,isn't complaining about,613,613_MMM_his,mmm,MatchMatchMatch,poss,Robert shows Travis that Carlos isn't complaining about,his,2.777839422225952
TwoEmbedding,shows,isn't complaining about,613,613_MMF_his,mmf,MatchMatchMismatch,poss,Robert shows Travis that Marie isn't complaining about,his,4.116909027099609
TwoEmbedding,shows,isn't complaining about,613,613_MFM_his,mfm,MatchMismatchMatch,poss,Robert shows Nina that Carlos isn't complaining about,his,3.0989608764648438
TwoEmbedding,shows,isn't complaining about,613,613_MFF_his,mff,MatchMismatchMismatch,poss,Robert shows Nina that Marie isn't complaining about,his,6.814692974090576
TwoEmbedding,shows,isn't complaining about,613,613_FMM_his,fmm,MismatchMatchMatch,poss,Beth shows Travis that Carlos isn't complaining about,his,3.312197208404541
TwoEmbedding,shows,isn't complaining about,613,613_FMF_his,fmf,MismatchMatchMismatch,poss,Beth shows Travis that Marie isn't complaining about,his,4.653501033782959
TwoEmbedding,shows,isn't complaining about,613,613_FFM_his,ffm,MismatchMismatchMatch,poss,Beth shows Nina that Carlos isn't complaining about,his,3.2601044178009033
TwoEmbedding,shows,isn't complaining about,613,613_FFF_his,fff,MismatchMismatchMismatch,poss,Beth shows Nina that Marie isn't complaining about,his,5.997689247131348
TwoEmbedding,tells,distracts,614,614_MMM_him,mmm,MatchMatchMatch,obj,Lawrence tells Guy that Samuel distracts,him,1.9650930166244507
TwoEmbedding,tells,distracts,614,614_MMF_him,mmf,MatchMatchMismatch,obj,Lawrence tells Guy that Jessica distracts,him,0.7145737409591675
TwoEmbedding,tells,distracts,614,614_MFM_him,mfm,MatchMismatchMatch,obj,Lawrence tells Beth that Samuel distracts,him,2.399462938308716
TwoEmbedding,tells,distracts,614,614_MFF_him,mff,MatchMismatchMismatch,obj,Lawrence tells Beth that Jessica distracts,him,1.347113847732544
TwoEmbedding,tells,distracts,614,614_FMM_him,fmm,MismatchMatchMatch,obj,This daughter tells Guy that Samuel distracts,him,1.9019269943237305
TwoEmbedding,tells,distracts,614,614_FMF_him,fmf,MismatchMatchMismatch,obj,This daughter tells Guy that Jessica distracts,him,0.6849839687347412
TwoEmbedding,tells,distracts,614,614_FFM_him,ffm,MismatchMismatchMatch,obj,This daughter tells Beth that Samuel distracts,him,2.4525399208068848
TwoEmbedding,tells,distracts,614,614_FFF_him,fff,MismatchMismatchMismatch,obj,This daughter tells Beth that Jessica distracts,him,2.5170161724090576
TwoEmbedding,tells,distracts,614,614_MMM_his,mmm,MatchMatchMatch,poss,Lawrence tells Guy that Samuel distracts,his,4.167019367218018
TwoEmbedding,tells,distracts,614,614_MMF_his,mmf,MatchMatchMismatch,poss,Lawrence tells Guy that Jessica distracts,his,7.119840145111084
TwoEmbedding,tells,distracts,614,614_MFM_his,mfm,MatchMismatchMatch,poss,Lawrence tells Beth that Samuel distracts,his,4.785009860992432
TwoEmbedding,tells,distracts,614,614_MFF_his,mff,MatchMismatchMismatch,poss,Lawrence tells Beth that Jessica distracts,his,7.968923568725586
TwoEmbedding,tells,distracts,614,614_FMM_his,fmm,MismatchMatchMatch,poss,This daughter tells Guy that Samuel distracts,his,5.588172435760498
TwoEmbedding,tells,distracts,614,614_FMF_his,fmf,MismatchMatchMismatch,poss,This daughter tells Guy that Jessica distracts,his,7.676970958709717
TwoEmbedding,tells,distracts,614,614_FFM_his,ffm,MismatchMismatchMatch,poss,This daughter tells Beth that Samuel distracts,his,5.9930877685546875
TwoEmbedding,tells,distracts,614,614_FFF_his,fff,MismatchMismatchMismatch,poss,This daughter tells Beth that Jessica distracts,his,9.641265869140625
TwoEmbedding,tells,would dislike,615,615_MMM_him,mmm,MatchMatchMatch,obj,Gary tells Scott that Frank would dislike,him,2.4382388591766357
TwoEmbedding,tells,would dislike,615,615_MMF_him,mmf,MatchMatchMismatch,obj,Gary tells Scott that Kimberley would dislike,him,2.5651121139526367
TwoEmbedding,tells,would dislike,615,615_MFM_him,mfm,MatchMismatchMatch,obj,Gary tells Jennifer that Frank would dislike,him,4.271800518035889
TwoEmbedding,tells,would dislike,615,615_MFF_him,mff,MatchMismatchMismatch,obj,Gary tells Jennifer that Kimberley would dislike,him,3.975247859954834
TwoEmbedding,tells,would dislike,615,615_FMM_him,fmm,MismatchMatchMatch,obj,Kirsten tells Scott that Frank would dislike,him,2.8000502586364746
TwoEmbedding,tells,would dislike,615,615_FMF_him,fmf,MismatchMatchMismatch,obj,Kirsten tells Scott that Kimberley would dislike,him,2.8527274131774902
TwoEmbedding,tells,would dislike,615,615_FFM_him,ffm,MismatchMismatchMatch,obj,Kirsten tells Jennifer that Frank would dislike,him,4.248594284057617
TwoEmbedding,tells,would dislike,615,615_FFF_him,fff,MismatchMismatchMismatch,obj,Kirsten tells Jennifer that Kimberley would dislike,him,3.8046841621398926
TwoEmbedding,tells,would dislike,615,615_MMM_his,mmm,MatchMatchMatch,poss,Gary tells Scott that Frank would dislike,his,3.8984780311584473
TwoEmbedding,tells,would dislike,615,615_MMF_his,mmf,MatchMatchMismatch,poss,Gary tells Scott that Kimberley would dislike,his,4.719198226928711
TwoEmbedding,tells,would dislike,615,615_MFM_his,mfm,MatchMismatchMatch,poss,Gary tells Jennifer that Frank would dislike,his,4.927558898925781
TwoEmbedding,tells,would dislike,615,615_MFF_his,mff,MatchMismatchMismatch,poss,Gary tells Jennifer that Kimberley would dislike,his,6.267427444458008
TwoEmbedding,tells,would dislike,615,615_FMM_his,fmm,MismatchMatchMatch,poss,Kirsten tells Scott that Frank would dislike,his,4.054382801055908
