item,exp,pronoun,cond,contrast,sent,target,gpt3_surp
16,1,she,m,Mismatch,"When she was near,",Ronald,17.753053665161133
16,1,she,f,Match,"When she was near,",Laurie,18.831607818603516
16,1,he,f,Mismatch,"When he was near,",Heidi,17.295482635498047
17,1,he,m,Match,"When he was in court, the",husband,11.313966751098633
17,1,she,m,Mismatch,"When she was in court,",George,13.242481231689453
17,1,she,f,Match,"When she was in court,",Veronica,15.758523941040039
17,1,he,f,Mismatch,"When he was in court,",Gina,19.918001174926758
18,1,he,m,Match,"When he was poorly, the",boyfriend,15.85218334197998
18,1,she,m,Mismatch,"When she was poorly,",Gary,14.740229606628418
18,1,she,f,Match,"When she was poorly,",Samantha,14.303183555603027
18,1,he,f,Mismatch,"When he was poorly,",Florence,16.632566452026367
19,1,he,m,Match,"When he arrived,",George,10.233785629272461
19,1,she,m,Mismatch,"When she arrived,",Stephen,14.648089408874512
19,1,she,f,Match,"When she arrived,",Carolyn,15.362667083740234
19,1,he,f,Mismatch,"When he arrived,",Tiffany,16.695053100585938
20,1,he,m,Match,"When he was appointed,",William,12.246790885925293
20,1,she,m,Mismatch,"When she was appointed, the",grandson,16.285282135009766
20,1,she,f,Match,"When she was appointed,",Victoria,12.119938850402832
20,1,he,f,Mismatch,"When he was appointed,",Ellen,17.154531478881836
21,1,he,m,Match,"When he was fired,",Bill,9.99657917022705
21,1,she,m,Mismatch,"When she was fired,",Adam,13.832620620727539
21,1,she,f,Match,"When she was fired,",Martha,14.188715934753418
21,1,he,f,Mismatch,"When he was fired,",Susan,16.588489532470703
22,1,he,m,Match,"When he was close,",Paul,10.77749252319336
22,1,she,m,Mismatch,"When she was close,",Todd,14.379422187805176
22,1,she,f,Match,"When she was close,",Ruth,13.372946739196777
22,1,he,f,Mismatch,"When he was close,",Jessica,13.811132431030273
23,1,he,m,Match,"When he was retired,",Omar,16.959583282470703
23,1,she,m,Mismatch,"When she was retired,",Theodore,18.999713897705078
23,1,she,f,Match,"When she was retired,",Florence,13.287003517150879
23,1,he,f,Mismatch,"When he was retired,",Katherine,18.528623580932617
24,1,he,m,Match,"When he was abroad,",Kenneth,13.73292064666748
24,1,she,m,Mismatch,"When she was abroad,",Curtis,17.715824127197266
24,1,she,f,Match,"When she was abroad,",Diana,11.169246673583984
24,1,he,f,Mismatch,"When he was abroad,",Caroline,17.26639747619629
25,1,he,m,Match,"When he was discovered,",Paul,10.849607467651367
25,1,she,m,Mismatch,"When she was discovered, the",brother,14.490616798400879
25,1,she,f,Match,"When she was discovered,",Heidi,15.171384811401367
25,1,he,f,Mismatch,"When he was discovered,",Carolyn,19.829553604125977
26,1,he,m,Match,"When he was busy, the",brother,12.56428050994873
26,1,she,m,Mismatch,"When she was busy,",Roger,15.117048263549805
26,1,she,f,Match,"When she was busy,",Ruth,12.320379257202148
26,1,he,f,Mismatch,"When he was busy,",Patricia,16.630754470825195
27,1,he,m,Match,"When he was twenty-one,",Derek,12.081353187561035
27,1,she,m,Mismatch,"When she was twenty-one,",Gary,15.89221477508545
27,1,she,f,Match,"When she was twenty-one,",Caroline,11.074481010437012
27,1,he,f,Mismatch,"When he was twenty-one,",Julia,16.936979293823242
28,1,he,m,Match,"When he was annoyed,",Bill,13.007522583007812
28,1,she,m,Mismatch,"When she was annoyed,",Omar,18.9836483001709
28,1,she,f,Match,"When she was annoyed,",Laurie,17.363954544067383
28,1,he,f,Mismatch,"When he was annoyed,",Laurie,20.3846378326416
29,1,he,m,Match,"When he was in church,",Derek,14.992355346679688
29,1,she,m,Mismatch,"When she was in church,",Douglas,17.515817642211914
29,1,she,f,Match,"When she was in church,",Sonia,16.163915634155273
29,1,he,f,Mismatch,"When he was in church,",Valerie,21.356990814208984
30,1,he,m,Match,"When he was banished,",Alan,14.039711952209473
30,1,she,m,Mismatch,"When she was banished,",Derek,17.249126434326172
30,1,she,f,Match,"When she was banished,",Erin,14.651923179626465
30,1,he,f,Mismatch,"When he was banished,",Sonia,20.166671752929688
31,1,he,m,Match,"When he was angry,",Daniel,12.189230918884277
31,1,she,m,Mismatch,"When she was angry,",Todd,17.68415069580078
31,1,she,f,Match,"When she was angry,",Erin,14.823318481445312
31,1,he,f,Mismatch,"When he was angry,",Julia,17.751026153564453
32,1,he,m,Match,"When he was distraught,",Paul,11.113107681274414
32,1,she,m,Mismatch,"When she was distraught, the",boy,7.618832111358643
32,1,she,f,Match,"When she was distraught,",Heidi,17.26219940185547
32,1,he,f,Mismatch,"When he was distraught,",Barbara,16.315073013305664
1,1,he,m,Match,"When he was off work,",Joel,13.252370834350586
1,1,she,m,Mismatch,"When she was off work,",Alan,14.849587440490723
1,1,she,f,Match,"When she was off work,",Rebecca,11.24678897857666
1,1,he,f,Mismatch,"When he was off work,",Stacy,17.035470962524414
2,1,he,m,Match,"When he arrived,",Raymond,15.43552017211914
2,1,she,m,Mismatch,"When she arrived,",Mitchell,14.38913345336914
2,1,she,f,Match,"When she arrived,",Samantha,11.830074310302734
2,1,he,f,Mismatch,"When he arrived,",Lisa,15.124135971069336
3,1,he,m,Match,"When he was fed up, the",boy,5.583515167236328
3,1,she,m,Mismatch,"When she was fed up,",Daniel,14.790152549743652
3,1,she,f,Match,"When she was fed up,",Lisa,13.447232246398926
3,1,he,f,Mismatch,"When he was fed up,",Jessica,18.94076156616211
4,1,he,m,Match,"When he was talking,",Carlos,16.045429229736328
4,1,she,m,Mismatch,"When she was talking,",Peter,11.786975860595703
4,1,she,f,Match,"When she was talking,",Diana,13.486883163452148
4,1,he,f,Mismatch,"When he was talking, the",lady,9.909395217895508
5,1,he,m,Match,"When he was nearby,",Stephen,13.975279808044434
5,1,she,m,Mismatch,"When she was nearby,",Peter,11.34447193145752
5,1,she,f,Match,"When she was nearby, the",daughter,10.343411445617676
5,1,he,f,Mismatch,"When he was nearby,",Katherine,14.36331558227539
6,1,he,m,Match,"When he was lost,",Walter,15.31627368927002
6,1,she,m,Mismatch,"When she was lost, the",boyfriend,15.896435737609863
6,1,she,f,Match,"When she was lost,",Jessica,16.168319702148438
6,1,he,f,Mismatch,"When he was lost,",Paula,18.009620666503906
7,1,he,m,Match,"When he was bad-tempered,",Daniel,13.852606773376465
7,1,she,m,Mismatch,"When she was bad-tempered,",James,13.528364181518555
7,1,she,f,Match,"When she was bad-tempered,",Sarah,11.780795097351074
7,1,he,f,Mismatch,"When he was bad-tempered, the",actress,13.659828186035156
8,1,he,m,Match,"When he was jealous,",Alan,14.487031936645508
8,1,she,m,Mismatch,"When she was jealous,",Matt,15.803741455078125
8,1,she,f,Match,"When she was jealous,",Amy,12.012895584106445
8,1,he,f,Mismatch,"When he was jealous,",Rachel,15.853188514709473
9,1,he,m,Match,"When he was in residence,",Craig,14.428644180297852
9,1,she,m,Mismatch,"When she was in residence,",Stephen,14.716361045837402
9,1,she,f,Match,"When she was in residence,",Heidi,15.920970916748047
9,1,he,f,Mismatch,"When he was in residence, the",grandmother,16.523962020874023
10,1,he,m,Match,"When he was introduced,",Martin,9.222590446472168
10,1,she,m,Mismatch,"When she was introduced,",Curtis,15.156363487243652
10,1,she,f,Match,"When she was introduced,",Heather,13.171050071716309
10,1,he,f,Mismatch,"When he was introduced,",Lisa,16.060020446777344
11,1,he,m,Match,"When he arrived,",Mitchell,13.726646423339844
11,1,she,m,Mismatch,"When she arrived,",Peter,11.909375190734863
11,1,she,f,Match,"When she arrived,",Eva,13.784099578857422
11,1,he,f,Mismatch,"When he arrived,",Valerie,17.867897033691406
12,1,he,m,Match,"When he felt sad,",Bill,13.046675682067871
12,1,she,m,Mismatch,"When she felt sad,",Derek,18.550777435302734
12,1,she,f,Match,"When she felt sad,",Jennifer,11.62016487121582
12,1,he,f,Mismatch,"When he felt sad,",Veronica,22.62813377380371
13,1,he,m,Match,"When he was present,",Bill,12.533919334411621
13,1,she,m,Mismatch,"When she was present,",Michael,12.693056106567383
13,1,she,f,Match,"When she was present,",Laurie,18.252714157104492
13,1,he,f,Mismatch,"When he was present,",Ruth,15.181184768676758
14,1,he,m,Match,"When he was depressed,",Stephen,12.78621768951416
14,1,she,m,Mismatch,"When she was depressed,",Curtis,18.160629272460938
14,1,she,f,Match,"When she was depressed, the",actress,9.547799110412598
14,1,he,f,Mismatch,"When he was depressed,",Cindy,18.76614761352539
15,1,he,m,Match,"When he was around,",Lawrence,14.891459465026855
15,1,she,m,Mismatch,"When she was around,",Adam,12.457968711853027
15,1,she,f,Match,"When she was around,",Donna,16.324865341186523
15,1,he,f,Mismatch,"When he was around,",Tara,17.537904739379883
16,1,he,m,Match,"When he was near,",Craig,14.488280296325684
16,1,she,m,Mismatch,"When she was near,",Frank,12.666807174682617
16,1,she,f,Match,"When she was near, the",actress,14.808670997619629
16,1,he,f,Mismatch,"When he was near,",Donna,16.53278923034668
17,1,he,m,Match,"When he was in court,",Gerald,16.425649642944336
17,1,she,m,Mismatch,"When she was in court,",Daniel,14.04422664642334
17,1,she,f,Match,"When she was in court,",Tara,14.635194778442383
17,1,he,f,Mismatch,"When he was in court,",Monica,19.561548233032227
18,1,he,m,Match,"When he was poorly,",Matt,13.788658142089844
18,1,she,m,Mismatch,"When she was poorly,",Peter,12.861910820007324
18,1,she,f,Match,"When she was poorly,",Stacy,18.341346740722656
18,1,he,f,Mismatch,"When he was poorly,",Sonia,19.203041076660156
19,1,he,m,Match,"When he arrived, the",brother,12.284481048583984
19,1,she,m,Mismatch,"When she arrived,",Martin,12.223143577575684
19,1,she,f,Match,"When she arrived,",Allison,14.011197090148926
19,1,he,f,Mismatch,"When he arrived,",Leslie,15.574520111083984
20,1,he,m,Match,"When he was appointed,",Gary,12.103141784667969
20,1,she,m,Mismatch,"When she was appointed,",Curtis,14.920003890991211
20,1,she,f,Match,"When she was appointed,",Katherine,13.234386444091797
20,1,he,f,Mismatch,"When he was appointed,",Paula,17.28297233581543
21,1,he,m,Match,"When he was fired, the",brother,13.147500991821289
21,1,she,m,Mismatch,"When she was fired,",Gary,14.093642234802246
21,1,she,f,Match,"When she was fired,",Samantha,12.099532127380371
21,1,he,f,Mismatch,"When he was fired,",Rebecca,16.57086753845215
22,1,he,m,Match,"When he was close, the",husband,13.156920433044434
22,1,she,m,Mismatch,"When she was close,",William,12.286376953125
22,1,she,f,Match,"When she was close,",Barbara,15.213171005249023
22,1,he,f,Mismatch,"When he was close,",Sandra,15.551664352416992
23,1,he,m,Match,"When he was retired,",Curtis,15.595966339111328
23,1,she,m,Mismatch,"When she was retired,",Daniel,15.639829635620117
23,1,she,f,Match,"When she was retired,",Tara,16.18984031677246
23,1,he,f,Mismatch,"When he was retired,",Donna,19.006134033203125
24,1,he,m,Match,"When he was abroad,",Roger,13.431876182556152
24,1,she,m,Mismatch,"When she was abroad,",George,12.255159378051758
24,1,she,f,Match,"When she was abroad,",April,15.775627136230469
24,1,he,f,Mismatch,"When he was abroad,",Katherine,16.708084106445312
25,1,he,m,Match,"When he was discovered, the",man,4.1136651039123535
25,1,she,m,Mismatch,"When she was discovered,",Peter,14.480732917785645
25,1,she,f,Match,"When she was discovered,",Heather,14.362948417663574
25,1,he,f,Mismatch,"When he was discovered,",Jessica,17.449602127075195
26,1,he,m,Match,"When he was busy,",Raymond,15.361842155456543
26,1,she,m,Mismatch,"When she was busy,",Stephen,14.161466598510742
26,1,she,f,Match,"When she was busy,",Allison,13.685790061950684
26,1,he,f,Mismatch,"When he was busy,",Barbara,15.786665916442871
27,1,he,m,Match,"When he was twenty-one,",Lawrence,11.709327697753906
27,1,she,m,Mismatch,"When she was twenty-one, the",husband,11.4132719039917
27,1,she,f,Match,"When she was twenty-one,",Jessica,12.262140274047852
27,1,he,f,Mismatch,"When he was twenty-one,",Pamela,19.395875930786133
28,1,he,m,Match,"When he was annoyed,",Michael,12.075027465820312
28,1,she,m,Mismatch,"When she was annoyed,",Peter,14.70887279510498
28,1,she,f,Match,"When she was annoyed,",Andrea,15.94614315032959
28,1,he,f,Mismatch,"When he was annoyed,",Nina,19.69136619567871
29,1,he,m,Match,"When he was in church,",Gerald,16.325136184692383
29,1,she,m,Mismatch,"When she was in church,",Frank,14.91248607635498
29,1,she,f,Match,"When she was in church,",Martha,12.71348762512207
29,1,he,f,Mismatch,"When he was in church, the",grandmother,15.287727355957031
30,1,he,m,Match,"When he was banished, the",boyfriend,17.79924774169922
30,1,she,m,Mismatch,"When she was banished,",Roger,16.127853393554688
30,1,she,f,Match,"When she was banished,",Elaine,15.212567329406738
30,1,he,f,Mismatch,"When he was banished,",Erin,16.695051193237305
31,1,he,m,Match,"When he was angry,",Roger,13.921592712402344
31,1,she,m,Mismatch,"When she was angry,",Walter,17.724559783935547
31,1,she,f,Match,"When she was angry,",Allison,14.908348083496094
31,1,he,f,Mismatch,"When he was angry,",Ellen,18.265167236328125
32,1,he,m,Match,"When he was distraught,",Curtis,16.54842185974121
32,1,she,m,Mismatch,"When she was distraught,",Raymond,15.994866371154785
32,1,she,f,Match,"When she was distraught,",Allison,16.169084548950195
32,1,he,f,Mismatch,"When he was distraught,",Heidi,19.412500381469727
1,1,he,m,Match,"When he was off work,",Gary,10.297429084777832
1,1,she,m,Mismatch,"When she was off work, the",boyfriend,13.687566757202148
1,1,she,f,Match,"When she was off work,",Jennifer,9.505420684814453
1,1,he,f,Mismatch,"When he was off work,",Andrea,16.11615562438965
2,1,he,m,Match,"When he arrived,",Martin,11.207438468933105
2,1,she,m,Mismatch,"When she arrived, the",man,6.453089714050293
2,1,she,f,Match,"When she arrived,",Katherine,12.526708602905273
2,1,he,f,Mismatch,"When he arrived,",Jennifer,14.306346893310547
3,1,he,m,Match,"When he was fed up,",Martin,12.990540504455566
3,1,she,m,Mismatch,"When she was fed up,",Lawrence,16.5049991607666
3,1,she,f,Match,"When she was fed up,",Theresa,16.36077880859375
3,1,he,f,Mismatch,"When he was fed up,",Martha,18.345701217651367
4,1,he,m,Match,"When he was talking,",Vincent,14.859522819519043
4,1,she,m,Mismatch,"When she was talking,",Michael,12.373929023742676
4,1,she,f,Match,"When she was talking,",Cindy,15.425267219543457
4,1,he,f,Mismatch,"When he was talking,",Valerie,18.891693115234375
5,1,he,m,Match,"When he was nearby,",Martin,13.174484252929688
5,1,she,m,Mismatch,"When she was nearby,",Martin,13.715437889099121
5,1,she,f,Match,"When she was nearby,",Martha,14.818185806274414
5,1,he,f,Mismatch,"When he was nearby,",Eva,15.691852569580078
6,1,he,m,Match,"When he was lost,",James,12.5934419631958
6,1,she,m,Mismatch,"When she was lost,",Peter,12.745673179626465
6,1,she,f,Match,"When she was lost,",Patricia,16.021318435668945
6,1,he,f,Mismatch,"When he was lost,",Sara,17.777482986450195
7,1,he,m,Match,"When he was bad-tempered,",Gerald,16.372352600097656
7,1,she,m,Mismatch,"When she was bad-tempered,",Carl,14.671004295349121
7,1,she,f,Match,"When she was bad-tempered,",Sara,13.70352554321289
7,1,he,f,Mismatch,"When he was bad-tempered,",Elaine,17.534507751464844
8,1,he,m,Match,"When he was jealous,",Roger,14.981371879577637
8,1,she,m,Mismatch,"When she was jealous,",Carl,15.600181579589844
8,1,she,f,Match,"When she was jealous, the",daughter,10.664223670959473
8,1,he,f,Mismatch,"When he was jealous,",Ruth,18.07866859436035
9,1,he,m,Match,"When he was in residence,",Vincent,11.95704174041748
9,1,she,m,Mismatch,"When she was in residence, the",grandfather,16.53573989868164
9,1,she,f,Match,"When she was in residence, the",niece,14.998912811279297
9,1,he,f,Mismatch,"When he was in residence,",Heidi,20.341623306274414
10,1,he,m,Match,"When he was introduced,",Michael,10.050609588623047
10,1,she,m,Mismatch,"When she was introduced, the",boyfriend,16.03973388671875
10,1,she,f,Match,"When she was introduced,",Sara,12.214751243591309
10,1,he,f,Mismatch,"When he was introduced,",Margaret,17.280553817749023
11,1,he,m,Match,"When he arrived,",Jerry,12.83078670501709
11,1,she,m,Mismatch,"When she arrived,",Michael,12.376626968383789
11,1,she,f,Match,"When she arrived, the",daughter,10.032266616821289
11,1,he,f,Mismatch,"When he arrived,",Carolyn,18.020503997802734
12,1,he,m,Match,"When he felt sad,",Gerald,16.277650833129883
12,1,she,m,Mismatch,"When she felt sad,",Peter,14.74178695678711
12,1,she,f,Match,"When she felt sad,",Diane,14.926681518554688
12,1,he,f,Mismatch,"When he felt sad,",Barbara,19.072772979736328
13,1,he,m,Match,"When he was present,",Michael,12.277907371520996
13,1,she,m,Mismatch,"When she was present,",James,11.938089370727539
13,1,she,f,Match,"When she was present,",Rebecca,14.035035133361816
13,1,he,f,Mismatch,"When he was present,",Monica,18.178762435913086
14,1,he,m,Match,"When he was depressed,",Gregory,14.998493194580078
14,1,she,m,Mismatch,"When she was depressed,",Derek,17.17207908630371
14,1,she,f,Match,"When she was depressed,",Heidi,15.112523078918457
14,1,he,f,Mismatch,"When he was depressed,",Heather,19.449047088623047
15,1,he,m,Match,"When he was around,",Matt,13.928481101989746
15,1,she,m,Mismatch,"When she was around,",Paul,11.64912223815918
15,1,she,f,Match,"When she was around, the",niece,17.315778732299805
15,1,he,f,Mismatch,"When he was around,",Ruth,14.558245658874512
16,1,he,m,Match,"When he was near, the",grandfather,13.148547172546387
16,1,she,m,Mismatch,"When she was near,",Theodore,16.943984985351562
16,1,she,f,Match,"When she was near,",Margaret,13.788534164428711
16,1,he,f,Mismatch,"When he was near,",Theresa,17.6540584564209
17,1,he,m,Match,"When he was in court,",Walter,14.065895080566406
17,1,she,m,Mismatch,"When she was in court,",Patrick,15.109051704406738
17,1,she,f,Match,"When she was in court,",Gina,15.9820556640625
17,1,he,f,Mismatch,"When he was in court,",Lisa,16.199203491210938
18,1,he,m,Match,"When he was poorly,",Scott,13.846932411193848
18,1,she,m,Mismatch,"When she was poorly,",Craig,15.479689598083496
18,1,she,f,Match,"When she was poorly,",Lisa,13.155919075012207
18,1,he,f,Mismatch,"When he was poorly,",Patricia,17.484853744506836
19,1,he,m,Match,"When he arrived,",Lawrence,13.61178970336914
19,1,she,m,Mismatch,"When she arrived,",Matt,13.046226501464844
19,1,she,f,Match,"When she arrived,",Melissa,13.207667350769043
19,1,he,f,Mismatch,"When he arrived,",Emily,12.960023880004883
20,1,he,m,Match,"When he was appointed,",Peter,10.872503280639648
20,1,she,m,Mismatch,"When she was appointed, the",boyfriend,16.146360397338867
20,1,she,f,Match,"When she was appointed,",Nina,15.029389381408691
20,1,he,f,Mismatch,"When he was appointed,",Stacy,17.849849700927734
21,1,he,m,Match,"When he was fired, the",boyfriend,13.795112609863281
21,1,she,m,Mismatch,"When she was fired,",Raymond,16.76742172241211
21,1,she,f,Match,"When she was fired,",Theresa,14.661123275756836
21,1,he,f,Mismatch,"When he was fired,",Eva,19.45870590209961
22,1,he,m,Match,"When he was close,",Stephen,12.629948616027832
22,1,she,m,Mismatch,"When she was close, the",brother,12.177620887756348
22,1,she,f,Match,"When she was close,",Heidi,15.742411613464355
22,1,he,f,Mismatch,"When he was close,",Melissa,15.356768608093262
23,1,he,m,Match,"When he was retired, the",grandfather,13.078545570373535
23,1,she,m,Mismatch,"When she was retired, the",boyfriend,14.772673606872559
23,1,she,f,Match,"When she was retired,",Stacy,17.47665786743164
23,1,he,f,Mismatch,"When he was retired, the",daughter,13.282369613647461
24,1,he,m,Match,"When he was abroad,",Raymond,15.687830924987793
24,1,she,m,Mismatch,"When she was abroad,",Lawrence,14.873912811279297
24,1,she,f,Match,"When she was abroad,",Holly,14.050037384033203
24,1,he,f,Mismatch,"When he was abroad, the",niece,16.389469146728516
25,1,he,m,Match,"When he was discovered,",Patrick,13.661674499511719
25,1,she,m,Mismatch,"When she was discovered,",Gregory,16.957101821899414
25,1,she,f,Match,"When she was discovered,",Margaret,13.325156211853027
25,1,he,f,Mismatch,"When he was discovered,",Theresa,20.44572639465332
26,1,he,m,Match,"When he was busy,",Robert,12.844265937805176
26,1,she,m,Mismatch,"When she was busy,",Craig,14.941434860229492
26,1,she,f,Match,"When she was busy,",Diane,15.165179252624512
26,1,he,f,Mismatch,"When he was busy,",Stacy,18.67352867126465
27,1,he,m,Match,"When he was twenty-one,",James,8.106799125671387
27,1,she,m,Mismatch,"When she was twenty-one,",Stephen,14.373027801513672
27,1,she,f,Match,"When she was twenty-one,",Eva,11.43191909790039
27,1,he,f,Mismatch,"When he was twenty-one,",Wendy,19.51774024963379
28,1,he,m,Match,"When he was annoyed, the",grandfather,11.781517028808594
28,1,she,m,Mismatch,"When she was annoyed,",Walter,17.392040252685547
28,1,she,f,Match,"When she was annoyed,",Nina,14.51671028137207
28,1,he,f,Mismatch,"When he was annoyed,",Theresa,20.10918426513672
29,1,he,m,Match,"When he was in church,",Matt,13.854666709899902
29,1,she,m,Mismatch,"When she was in church,",Lawrence,15.82657241821289
29,1,she,f,Match,"When she was in church,",Amy,10.923490524291992
29,1,he,f,Mismatch,"When he was in church,",Carmen,18.0924015045166
30,1,he,m,Match,"When he was banished,",Matt,14.419878005981445
30,1,she,m,Mismatch,"When she was banished,",Patrick,16.022891998291016
30,1,she,f,Match,"When she was banished,",Paula,15.502155303955078
30,1,he,f,Mismatch,"When he was banished,",Rebecca,17.258800506591797
31,1,he,m,Match,"When he was angry,",Peter,11.652432441711426
31,1,she,m,Mismatch,"When she was angry,",Craig,17.013999938964844
31,1,she,f,Match,"When she was angry,",Eva,14.412678718566895
31,1,he,f,Mismatch,"When he was angry,",Amy,16.77313995361328
32,1,he,m,Match,"When he was distraught,",Alan,13.684812545776367
32,1,she,m,Mismatch,"When she was distraught,",Martin,14.975539207458496
32,1,she,f,Match,"When she was distraught,",Jennifer,13.26465892791748
32,1,he,f,Mismatch,"When he was distraught,",Jessica,16.7659969329834
1,1,he,m,Match,"When he was off work,",Rodney,15.71873664855957
1,1,she,m,Mismatch,"When she was off work,",James,12.622230529785156
1,1,she,f,Match,"When she was off work,",Diane,12.283032417297363
1,1,he,f,Mismatch,"When he was off work,",Gina,18.953033447265625
2,1,he,m,Match,"When he arrived,",Matt,12.571249008178711
2,1,she,m,Mismatch,"When she arrived,",Walter,15.122844696044922
2,1,she,f,Match,"When she arrived,",Theresa,15.417885780334473
2,1,he,f,Mismatch,"When he arrived,",Rose,13.65528392791748
3,1,he,m,Match,"When he was fed up,",Michael,12.11550521850586
3,1,she,m,Mismatch,"When she was fed up,",Robert,15.705272674560547
3,1,she,f,Match,"When she was fed up,",Heather,15.607428550720215
3,1,he,f,Mismatch,"When he was fed up,",Brenda,20.03160285949707
4,1,he,m,Match,"When he was talking, the",son,11.811629295349121
4,1,she,m,Mismatch,"When she was talking,",Carl,14.211037635803223
4,1,she,f,Match,"When she was talking,",Jennifer,12.788408279418945
4,1,he,f,Mismatch,"When he was talking, the",grandmother,15.415701866149902
5,1,he,m,Match,"When he was nearby,",Marcus,12.896329879760742
5,1,she,m,Mismatch,"When she was nearby,",Rodney,18.446044921875
5,1,she,f,Match,"When she was nearby,",Brenda,15.713845252990723
5,1,he,f,Mismatch,"When he was nearby,",Sara,15.245353698730469
6,1,he,m,Match,"When he was lost,",Matt,15.54016399383545
6,1,she,m,Mismatch,"When she was lost,",Stephen,14.99885082244873
6,1,she,f,Match,"When she was lost,",Dawn,17.792951583862305
6,1,he,f,Mismatch,"When he was lost,",Nancy,17.280357360839844
7,1,he,m,Match,"When he was bad-tempered,",Lawrence,15.075333595275879
7,1,she,m,Mismatch,"When she was bad-tempered,",Robert,13.086015701293945
7,1,she,f,Match,"When she was bad-tempered,",Martha,13.109508514404297
7,1,he,f,Mismatch,"When he was bad-tempered,",Sandra,16.459739685058594
8,1,he,m,Match,"When he was jealous,",Rodney,18.288942337036133
8,1,she,m,Mismatch,"When she was jealous,",David,14.457769393920898
8,1,she,f,Match,"When she was jealous,",Nancy,13.34151554107666
8,1,he,f,Mismatch,"When he was jealous,",Brenda,20.45208740234375
9,1,he,m,Match,"When he was in residence,",Rodney,17.501792907714844
9,1,she,m,Mismatch,"When she was in residence,",David,12.518627166748047
9,1,she,f,Match,"When she was in residence,",Michelle,13.377768516540527
9,1,he,f,Mismatch,"When he was in residence,",Rose,13.826848983764648
10,1,he,m,Match,"When he was introduced,",Vincent,14.115201950073242
10,1,she,m,Mismatch,"When she was introduced,",Stephen,14.186739921569824
10,1,she,f,Match,"When she was introduced,",Patricia,11.57658576965332
10,1,he,f,Mismatch,"When he was introduced,",Brenda,18.61194610595703
11,1,he,m,Match,"When he arrived,",Noah,14.440389633178711
11,1,she,m,Mismatch,"When she arrived,",Carl,13.572468757629395
11,1,she,f,Match,"When she arrived,",Michelle,13.820422172546387
11,1,he,f,Mismatch,"When he arrived,",Martha,16.657400131225586
12,1,he,m,Match,"When he felt sad,",Marcus,13.766423225402832
12,1,she,m,Mismatch,"When she felt sad, the",son,14.013385772705078
12,1,she,f,Match,"When she felt sad,",Martha,13.125128746032715
12,1,he,f,Mismatch,"When he felt sad,",Brenda,20.346981048583984
13,1,he,m,Match,"When he was present,",James,11.559247970581055
13,1,she,m,Mismatch,"When she was present, the",son,11.96314525604248
13,1,she,f,Match,"When she was present,",Jessica,14.943696022033691
13,1,he,f,Mismatch,"When he was present,",Allison,18.178882598876953
14,1,he,m,Match,"When he was depressed,",Rodney,18.454389572143555
14,1,she,m,Mismatch,"When she was depressed,",Robert,13.506192207336426
14,1,she,f,Match,"When she was depressed,",Melissa,14.469473838806152
14,1,he,f,Mismatch,"When he was depressed,",Brenda,19.77195167541504
15,1,he,m,Match,"When he was around,",Marcus,14.407571792602539
15,1,she,m,Mismatch,"When she was around,",Alan,14.365683555603027
15,1,she,f,Match,"When she was around,",Dawn,16.70038604736328
15,1,he,f,Mismatch,"When he was around,",Allison,16.417518615722656
16,1,he,m,Match,"When he was near,",Carl,12.935772895812988
16,1,she,m,Mismatch,"When she was near,",Vincent,14.591073036193848
16,1,she,f,Match,"When she was near,",Brenda,16.647136688232422
16,1,he,f,Mismatch,"When he was near,",Amy,13.45653247833252
17,1,he,m,Match,"When he was in court,",Robert,10.601188659667969
17,1,she,m,Mismatch,"When she was in court,",Carl,14.434393882751465
17,1,she,f,Match,"When she was in court,",Sara,14.08000659942627
17,1,he,f,Mismatch,"When he was in court,",Sarah,14.502812385559082
18,1,he,m,Match,"When he was poorly,",Noah,15.284494400024414
18,1,she,m,Mismatch,"When she was poorly, the",grandfather,14.81633186340332
18,1,she,f,Match,"When she was poorly,",Heather,15.030426025390625
18,1,he,f,Mismatch,"When he was poorly,",Brenda,18.01055145263672
19,1,he,m,Match,"When he arrived, the",grandfather,14.277153015136719
19,1,she,m,Mismatch,"When she arrived,",Marcus,14.565001487731934
19,1,she,f,Match,"When she arrived,",Nina,13.930787086486816
19,1,he,f,Mismatch,"When he arrived,",Diane,16.578977584838867
20,1,he,m,Match,"When he was appointed,",Stephen,11.971064567565918
20,1,she,m,Mismatch,"When she was appointed,",Craig,14.31812572479248
20,1,she,f,Match,"When she was appointed,",Jennifer,13.475245475769043
20,1,he,f,Mismatch,"When he was appointed,",Carolyn,19.423410415649414
21,1,he,m,Match,"When he was fired,",Matt,11.750393867492676
21,1,she,m,Mismatch,"When she was fired,",Martin,10.378220558166504
21,1,she,f,Match,"When she was fired,",Patricia,11.258745193481445
21,1,he,f,Mismatch,"When he was fired,",Nancy,14.438172340393066
22,1,he,m,Match,"When he was close,",David,10.2558012008667
22,1,she,m,Mismatch,"When she was close,",Michael,11.53370475769043
22,1,she,f,Match,"When she was close,",Lisa,13.64603328704834
22,1,he,f,Mismatch,"When he was close,",Heather,15.570734977722168
23,1,he,m,Match,"When he was retired,",Rodney,17.439002990722656
23,1,she,m,Mismatch,"When she was retired,",Michael,14.097103118896484
23,1,she,f,Match,"When she was retired,",Amy,12.466448783874512
23,1,he,f,Mismatch,"When he was retired,",Heather,19.054290771484375
24,1,he,m,Match,"When he was abroad,",Noah,15.528180122375488
