exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-1.3B_surp
OneEmbedding,had known,was questioning,368,368_FF_his,ff,MismatchMismatch,poss,Carol had known that Caroline was questioning,his,4.94802713394165
OneEmbedding,would write,taught,369,369_MM_him,mm,MatchMatch,obj,Robert would write that Timothy taught,him,1.3713443279266357
OneEmbedding,would write,taught,369,369_MF_him,mf,MatchMismatch,obj,Robert would write that Valerie taught,him,0.9537656307220459
OneEmbedding,would write,taught,369,369_FM_him,fm,MismatchMatch,obj,Carolyn would write that Timothy taught,him,2.0437843799591064
OneEmbedding,would write,taught,369,369_FF_him,ff,MismatchMismatch,obj,Carolyn would write that Valerie taught,him,2.911112070083618
OneEmbedding,would write,taught,369,369_MM_his,mm,MatchMatch,poss,Robert would write that Timothy taught,his,4.793890476226807
OneEmbedding,would write,taught,369,369_MF_his,mf,MatchMismatch,poss,Robert would write that Valerie taught,his,8.09049129486084
OneEmbedding,would write,taught,369,369_FM_his,fm,MismatchMatch,poss,Carolyn would write that Timothy taught,his,5.612164497375488
OneEmbedding,would write,taught,369,369_FF_his,ff,MismatchMismatch,poss,Carolyn would write that Valerie taught,his,9.755802154541016
OneEmbedding,denies,wouldn't understand,370,370_MM_him,mm,MatchMatch,obj,Vincent denies that Travis wouldn't understand,him,5.974411487579346
OneEmbedding,denies,wouldn't understand,370,370_MF_him,mf,MatchMismatch,obj,Vincent denies that Sally wouldn't understand,him,4.138524532318115
OneEmbedding,denies,wouldn't understand,370,370_FM_him,fm,MismatchMatch,obj,Kristin denies that Travis wouldn't understand,him,5.59224271774292
OneEmbedding,denies,wouldn't understand,370,370_FF_him,ff,MismatchMismatch,obj,Kristin denies that Sally wouldn't understand,him,4.087960720062256
OneEmbedding,denies,wouldn't understand,370,370_MM_his,mm,MatchMatch,poss,Vincent denies that Travis wouldn't understand,his,4.647217273712158
OneEmbedding,denies,wouldn't understand,370,370_MF_his,mf,MatchMismatch,poss,Vincent denies that Sally wouldn't understand,his,4.366796493530273
OneEmbedding,denies,wouldn't understand,370,370_FM_his,fm,MismatchMatch,poss,Kristin denies that Travis wouldn't understand,his,4.802335262298584
OneEmbedding,denies,wouldn't understand,370,370_FF_his,ff,MismatchMismatch,poss,Kristin denies that Sally wouldn't understand,his,4.563842296600342
OneEmbedding,learned,distracted,371,371_MM_him,mm,MatchMatch,obj,Gregory learned that Larry distracted,him,2.7119760513305664
OneEmbedding,learned,distracted,371,371_MF_him,mf,MatchMismatch,obj,Gregory learned that Nancy distracted,him,1.7399768829345703
OneEmbedding,learned,distracted,371,371_FM_him,fm,MismatchMatch,obj,Valerie learned that Larry distracted,him,4.7245965003967285
OneEmbedding,learned,distracted,371,371_FF_him,ff,MismatchMismatch,obj,Valerie learned that Nancy distracted,him,2.9354026317596436
OneEmbedding,learned,distracted,371,371_MM_his,mm,MatchMatch,poss,Gregory learned that Larry distracted,his,3.547302484512329
OneEmbedding,learned,distracted,371,371_MF_his,mf,MatchMismatch,poss,Gregory learned that Nancy distracted,his,6.205978870391846
OneEmbedding,learned,distracted,371,371_FM_his,fm,MismatchMatch,poss,Valerie learned that Larry distracted,his,3.427211046218872
OneEmbedding,learned,distracted,371,371_FF_his,ff,MismatchMismatch,poss,Valerie learned that Nancy distracted,his,7.585666656494141
OneEmbedding,can't shout,chooses,372,372_MM_him,mm,MatchMatch,obj,That father can't shout that the son chooses,him,3.9570581912994385
OneEmbedding,can't shout,chooses,372,372_MF_him,mf,MatchMismatch,obj,That father can't shout that Denise chooses,him,3.1524124145507812
OneEmbedding,can't shout,chooses,372,372_FM_him,fm,MismatchMatch,obj,Andrea can't shout that the son chooses,him,5.253538131713867
OneEmbedding,can't shout,chooses,372,372_FF_him,ff,MismatchMismatch,obj,Andrea can't shout that Denise chooses,him,3.8369386196136475
OneEmbedding,can't shout,chooses,372,372_MM_his,mm,MatchMatch,poss,That father can't shout that the son chooses,his,2.9525792598724365
OneEmbedding,can't shout,chooses,372,372_MF_his,mf,MatchMismatch,poss,That father can't shout that Denise chooses,his,6.326671123504639
OneEmbedding,can't shout,chooses,372,372_FM_his,fm,MismatchMatch,poss,Andrea can't shout that the son chooses,his,2.4336352348327637
OneEmbedding,can't shout,chooses,372,372_FF_his,ff,MismatchMismatch,poss,Andrea can't shout that Denise chooses,his,7.1685662269592285
OneEmbedding,wasn't knowing,is impressing,373,373_MM_him,mm,MatchMatch,obj,Timothy wasn't knowing that Michael is impressing,him,5.708337783813477
OneEmbedding,wasn't knowing,is impressing,373,373_MF_him,mf,MatchMismatch,obj,Timothy wasn't knowing that Martha is impressing,him,3.135899305343628
OneEmbedding,wasn't knowing,is impressing,373,373_FM_him,fm,MismatchMatch,obj,Janice wasn't knowing that Michael is impressing,him,6.837715148925781
OneEmbedding,wasn't knowing,is impressing,373,373_FF_him,ff,MismatchMismatch,obj,Janice wasn't knowing that Martha is impressing,him,4.154087543487549
OneEmbedding,wasn't knowing,is impressing,373,373_MM_his,mm,MatchMatch,poss,Timothy wasn't knowing that Michael is impressing,his,3.9755897521972656
OneEmbedding,wasn't knowing,is impressing,373,373_MF_his,mf,MatchMismatch,poss,Timothy wasn't knowing that Martha is impressing,his,5.983998775482178
OneEmbedding,wasn't knowing,is impressing,373,373_FM_his,fm,MismatchMatch,poss,Janice wasn't knowing that Michael is impressing,his,4.130428791046143
OneEmbedding,wasn't knowing,is impressing,373,373_FF_his,ff,MismatchMismatch,poss,Janice wasn't knowing that Martha is impressing,his,6.704337120056152
OneEmbedding,hated,hadn't hated,374,374_MM_him,mm,MatchMatch,obj,Carlos hated that Scott hadn't hated,him,1.661628246307373
OneEmbedding,hated,hadn't hated,374,374_MF_him,mf,MatchMismatch,obj,Carlos hated that Laurie hadn't hated,him,1.4288383722305298
OneEmbedding,hated,hadn't hated,374,374_FM_him,fm,MismatchMatch,obj,Colleen hated that Scott hadn't hated,him,3.023500442504883
OneEmbedding,hated,hadn't hated,374,374_FF_him,ff,MismatchMismatch,obj,Colleen hated that Laurie hadn't hated,him,2.9259047508239746
OneEmbedding,hated,hadn't hated,374,374_MM_his,mm,MatchMatch,poss,Carlos hated that Scott hadn't hated,his,4.617012977600098
OneEmbedding,hated,hadn't hated,374,374_MF_his,mf,MatchMismatch,poss,Carlos hated that Laurie hadn't hated,his,4.759065628051758
OneEmbedding,hated,hadn't hated,374,374_FM_his,fm,MismatchMatch,poss,Colleen hated that Scott hadn't hated,his,5.059061050415039
OneEmbedding,hated,hadn't hated,374,374_FF_his,ff,MismatchMismatch,poss,Colleen hated that Laurie hadn't hated,his,5.893270492553711
OneEmbedding,should speculate,questions,375,375_MM_him,mm,MatchMatch,obj,George should speculate that Lawrence questions,him,5.8661651611328125
OneEmbedding,should speculate,questions,375,375_MF_him,mf,MatchMismatch,obj,George should speculate that Leslie questions,him,4.850496292114258
OneEmbedding,should speculate,questions,375,375_FM_him,fm,MismatchMatch,obj,Dana should speculate that Lawrence questions,him,7.430745601654053
OneEmbedding,should speculate,questions,375,375_FF_him,ff,MismatchMismatch,obj,Dana should speculate that Leslie questions,him,6.525106430053711
OneEmbedding,should speculate,questions,375,375_MM_his,mm,MatchMatch,poss,George should speculate that Lawrence questions,his,3.3125126361846924
OneEmbedding,should speculate,questions,375,375_MF_his,mf,MatchMismatch,poss,George should speculate that Leslie questions,his,3.2953317165374756
OneEmbedding,should speculate,questions,375,375_FM_his,fm,MismatchMatch,poss,Dana should speculate that Lawrence questions,his,3.7633395195007324
OneEmbedding,should speculate,questions,375,375_FF_his,ff,MismatchMismatch,poss,Dana should speculate that Leslie questions,his,3.8728420734405518
OneEmbedding,speculates,might bite,376,376_MM_him,mm,MatchMatch,obj,William speculates that Omar might bite,him,4.25836181640625
OneEmbedding,speculates,might bite,376,376_MF_him,mf,MatchMismatch,obj,William speculates that Linda might bite,him,3.4356002807617188
OneEmbedding,speculates,might bite,376,376_FM_him,fm,MismatchMatch,obj,Tara speculates that Omar might bite,him,4.73039436340332
OneEmbedding,speculates,might bite,376,376_FF_him,ff,MismatchMismatch,obj,Tara speculates that Linda might bite,him,3.493072748184204
OneEmbedding,speculates,might bite,376,376_MM_his,mm,MatchMatch,poss,William speculates that Omar might bite,his,3.1053662300109863
OneEmbedding,speculates,might bite,376,376_MF_his,mf,MatchMismatch,poss,William speculates that Linda might bite,his,4.772210121154785
OneEmbedding,speculates,might bite,376,376_FM_his,fm,MismatchMatch,poss,Tara speculates that Omar might bite,his,3.9727327823638916
OneEmbedding,speculates,might bite,376,376_FF_his,ff,MismatchMismatch,poss,Tara speculates that Linda might bite,his,5.839231014251709
OneEmbedding,hates,is working with,377,377_MM_him,mm,MatchMatch,obj,Scott hates that Gerald is working with,him,4.188845634460449
OneEmbedding,hates,is working with,377,377_MF_him,mf,MatchMismatch,obj,Scott hates that Florence is working with,him,4.697233200073242
OneEmbedding,hates,is working with,377,377_FM_him,fm,MismatchMatch,obj,Jodi hates that Gerald is working with,him,4.224806785583496
OneEmbedding,hates,is working with,377,377_FF_him,ff,MismatchMismatch,obj,Jodi hates that Florence is working with,him,4.5321879386901855
OneEmbedding,hates,is working with,377,377_MM_his,mm,MatchMatch,poss,Scott hates that Gerald is working with,his,5.0195207595825195
OneEmbedding,hates,is working with,377,377_MF_his,mf,MatchMismatch,poss,Scott hates that Florence is working with,his,6.928820610046387
OneEmbedding,hates,is working with,377,377_FM_his,fm,MismatchMatch,poss,Jodi hates that Gerald is working with,his,5.305187702178955
OneEmbedding,hates,is working with,377,377_FF_his,ff,MismatchMismatch,poss,Jodi hates that Florence is working with,his,7.00702428817749
OneEmbedding,can know,shoots,378,378_MM_him,mm,MatchMatch,obj,Phillip can know that Gary shoots,him,6.64776086807251
OneEmbedding,can know,shoots,378,378_MF_him,mf,MatchMismatch,obj,Phillip can know that Carolyn shoots,him,3.250814199447632
OneEmbedding,can know,shoots,378,378_FM_him,fm,MismatchMatch,obj,Leslie can know that Gary shoots,him,6.312659740447998
OneEmbedding,can know,shoots,378,378_FF_him,ff,MismatchMismatch,obj,Leslie can know that Carolyn shoots,him,3.71787166595459
OneEmbedding,can know,shoots,378,378_MM_his,mm,MatchMatch,poss,Phillip can know that Gary shoots,his,5.105220794677734
OneEmbedding,can know,shoots,378,378_MF_his,mf,MatchMismatch,poss,Phillip can know that Carolyn shoots,his,6.782317161560059
OneEmbedding,can know,shoots,378,378_FM_his,fm,MismatchMatch,poss,Leslie can know that Gary shoots,his,5.024936199188232
OneEmbedding,can know,shoots,378,378_FF_his,ff,MismatchMismatch,poss,Leslie can know that Carolyn shoots,his,7.9534807205200195
OneEmbedding,has found out,should fire,379,379_MM_him,mm,MatchMatch,obj,Joel has found out that Alexander should fire,him,2.8240678310394287
OneEmbedding,has found out,should fire,379,379_MF_him,mf,MatchMismatch,obj,Joel has found out that the waitress should fire,him,2.937114953994751
OneEmbedding,has found out,should fire,379,379_FM_him,fm,MismatchMatch,obj,Donna has found out that Alexander should fire,him,3.171940326690674
OneEmbedding,has found out,should fire,379,379_FF_him,ff,MismatchMismatch,obj,Donna has found out that the waitress should fire,him,3.929297924041748
OneEmbedding,has found out,should fire,379,379_MM_his,mm,MatchMatch,poss,Joel has found out that Alexander should fire,his,2.9071238040924072
OneEmbedding,has found out,should fire,379,379_MF_his,mf,MatchMismatch,poss,Joel has found out that the waitress should fire,his,7.084657192230225
OneEmbedding,has found out,should fire,379,379_FM_his,fm,MismatchMatch,poss,Donna has found out that Alexander should fire,his,3.4677281379699707
OneEmbedding,has found out,should fire,379,379_FF_his,ff,MismatchMismatch,poss,Donna has found out that the waitress should fire,his,8.752601623535156
OneEmbedding,had suggested,isn't attacking,380,380_MM_him,mm,MatchMatch,obj,Eric had suggested that Carlos isn't attacking,him,4.1043381690979
OneEmbedding,had suggested,isn't attacking,380,380_MF_him,mf,MatchMismatch,obj,Eric had suggested that Martha isn't attacking,him,3.4822299480438232
OneEmbedding,had suggested,isn't attacking,380,380_FM_him,fm,MismatchMatch,obj,Cindy had suggested that Carlos isn't attacking,him,3.9308526515960693
OneEmbedding,had suggested,isn't attacking,380,380_FF_him,ff,MismatchMismatch,obj,Cindy had suggested that Martha isn't attacking,him,3.8408334255218506
OneEmbedding,had suggested,isn't attacking,380,380_MM_his,mm,MatchMatch,poss,Eric had suggested that Carlos isn't attacking,his,5.364750385284424
OneEmbedding,had suggested,isn't attacking,380,380_MF_his,mf,MatchMismatch,poss,Eric had suggested that Martha isn't attacking,his,7.890580654144287
OneEmbedding,had suggested,isn't attacking,380,380_FM_his,fm,MismatchMatch,poss,Cindy had suggested that Carlos isn't attacking,his,5.167776584625244
OneEmbedding,had suggested,isn't attacking,380,380_FF_his,ff,MismatchMismatch,poss,Cindy had suggested that Martha isn't attacking,his,7.935513973236084
OneEmbedding,confesses,could fire,381,381_MM_him,mm,MatchMatch,obj,Michael confesses that Michael could fire,him,1.7834397554397583
OneEmbedding,confesses,could fire,381,381_MF_him,mf,MatchMismatch,obj,Michael confesses that Irene could fire,him,0.4827062785625458
OneEmbedding,confesses,could fire,381,381_FM_him,fm,MismatchMatch,obj,Stephanie confesses that Michael could fire,him,5.419649600982666
OneEmbedding,confesses,could fire,381,381_FF_him,ff,MismatchMismatch,obj,Stephanie confesses that Irene could fire,him,3.0294599533081055
OneEmbedding,confesses,could fire,381,381_MM_his,mm,MatchMatch,poss,Michael confesses that Michael could fire,his,4.76961088180542
OneEmbedding,confesses,could fire,381,381_MF_his,mf,MatchMismatch,poss,Michael confesses that Irene could fire,his,6.007833957672119
OneEmbedding,confesses,could fire,381,381_FM_his,fm,MismatchMatch,poss,Stephanie confesses that Michael could fire,his,5.561605453491211
OneEmbedding,confesses,could fire,381,381_FF_his,ff,MismatchMismatch,poss,Stephanie confesses that Irene could fire,his,7.8125691413879395
OneEmbedding,is admitting,should find,382,382_MM_him,mm,MatchMatch,obj,Rodney is admitting that Vincent should find,him,4.646259307861328
OneEmbedding,is admitting,should find,382,382_MF_him,mf,MatchMismatch,obj,Rodney is admitting that Ella should find,him,5.026639938354492
OneEmbedding,is admitting,should find,382,382_FM_him,fm,MismatchMatch,obj,Jill is admitting that Vincent should find,him,5.529471397399902
OneEmbedding,is admitting,should find,382,382_FF_him,ff,MismatchMismatch,obj,Jill is admitting that Ella should find,him,6.03440523147583
OneEmbedding,is admitting,should find,382,382_MM_his,mm,MatchMatch,poss,Rodney is admitting that Vincent should find,his,4.000646114349365
OneEmbedding,is admitting,should find,382,382_MF_his,mf,MatchMismatch,poss,Rodney is admitting that Ella should find,his,7.175831317901611
OneEmbedding,is admitting,should find,382,382_FM_his,fm,MismatchMatch,poss,Jill is admitting that Vincent should find,his,4.165745258331299
OneEmbedding,is admitting,should find,382,382_FF_his,ff,MismatchMismatch,poss,Jill is admitting that Ella should find,his,8.417060852050781
OneEmbedding,hasn't loved,didn't fight,383,383_MM_him,mm,MatchMatch,obj,Patrick hasn't loved that Omar didn't fight,him,4.600790977478027
OneEmbedding,hasn't loved,didn't fight,383,383_MF_him,mf,MatchMismatch,obj,Patrick hasn't loved that Samantha didn't fight,him,4.833537578582764
OneEmbedding,hasn't loved,didn't fight,383,383_FM_him,fm,MismatchMatch,obj,Kristin hasn't loved that Omar didn't fight,him,4.682423114776611
OneEmbedding,hasn't loved,didn't fight,383,383_FF_him,ff,MismatchMismatch,obj,Kristin hasn't loved that Samantha didn't fight,him,5.158568859100342
OneEmbedding,hasn't loved,didn't fight,383,383_MM_his,mm,MatchMatch,poss,Patrick hasn't loved that Omar didn't fight,his,6.566763877868652
OneEmbedding,hasn't loved,didn't fight,383,383_MF_his,mf,MatchMismatch,poss,Patrick hasn't loved that Samantha didn't fight,his,7.773487567901611
OneEmbedding,hasn't loved,didn't fight,383,383_FM_his,fm,MismatchMatch,poss,Kristin hasn't loved that Omar didn't fight,his,6.34332799911499
OneEmbedding,hasn't loved,didn't fight,383,383_FF_his,ff,MismatchMismatch,poss,Kristin hasn't loved that Samantha didn't fight,his,8.420280456542969
OneEmbedding,forgot,hadn't shocked,384,384_MM_him,mm,MatchMatch,obj,Christopher forgot that Rodney hadn't shocked,him,1.2259888648986816
OneEmbedding,forgot,hadn't shocked,384,384_MF_him,mf,MatchMismatch,obj,Christopher forgot that Donna hadn't shocked,him,0.8355206251144409
OneEmbedding,forgot,hadn't shocked,384,384_FM_him,fm,MismatchMatch,obj,Sally forgot that Rodney hadn't shocked,him,2.0761802196502686
OneEmbedding,forgot,hadn't shocked,384,384_FF_him,ff,MismatchMismatch,obj,Sally forgot that Donna hadn't shocked,him,1.361686110496521
OneEmbedding,forgot,hadn't shocked,384,384_MM_his,mm,MatchMatch,poss,Christopher forgot that Rodney hadn't shocked,his,5.114146709442139
OneEmbedding,forgot,hadn't shocked,384,384_MF_his,mf,MatchMismatch,poss,Christopher forgot that Donna hadn't shocked,his,7.898279666900635
OneEmbedding,forgot,hadn't shocked,384,384_FM_his,fm,MismatchMatch,poss,Sally forgot that Rodney hadn't shocked,his,5.397324562072754
OneEmbedding,forgot,hadn't shocked,384,384_FF_his,ff,MismatchMismatch,poss,Sally forgot that Donna hadn't shocked,his,8.169939041137695
OneEmbedding,argues,had exposed,385,385_MM_him,mm,MatchMatch,obj,William argues that Michael had exposed,him,1.6644752025604248
OneEmbedding,argues,had exposed,385,385_MF_him,mf,MatchMismatch,obj,William argues that Carmen had exposed,him,1.7484747171401978
OneEmbedding,argues,had exposed,385,385_FM_him,fm,MismatchMatch,obj,Denise argues that Michael had exposed,him,2.518767833709717
OneEmbedding,argues,had exposed,385,385_FF_him,ff,MismatchMismatch,obj,Denise argues that Carmen had exposed,him,2.637711524963379
OneEmbedding,argues,had exposed,385,385_MM_his,mm,MatchMatch,poss,William argues that Michael had exposed,his,3.496857166290283
OneEmbedding,argues,had exposed,385,385_MF_his,mf,MatchMismatch,poss,William argues that Carmen had exposed,his,5.019435882568359
OneEmbedding,argues,had exposed,385,385_FM_his,fm,MismatchMatch,poss,Denise argues that Michael had exposed,his,3.3907859325408936
OneEmbedding,argues,had exposed,385,385_FF_his,ff,MismatchMismatch,poss,Denise argues that Carmen had exposed,his,5.772969722747803
OneEmbedding,is noticing,is noticing,386,386_MM_him,mm,MatchMatch,obj,The ex-husband is noticing that Scott is noticing,him,6.081848621368408
OneEmbedding,is noticing,is noticing,386,386_MF_him,mf,MatchMismatch,obj,The ex-husband is noticing that that ex-girlfriend is noticing,him,5.861442565917969
OneEmbedding,is noticing,is noticing,386,386_FM_him,fm,MismatchMatch,obj,Meredith is noticing that Scott is noticing,him,5.647006034851074
OneEmbedding,is noticing,is noticing,386,386_FF_him,ff,MismatchMismatch,obj,Meredith is noticing that that ex-girlfriend is noticing,him,6.244822025299072
OneEmbedding,is noticing,is noticing,386,386_MM_his,mm,MatchMatch,poss,The ex-husband is noticing that Scott is noticing,his,5.181210517883301
OneEmbedding,is noticing,is noticing,386,386_MF_his,mf,MatchMismatch,poss,The ex-husband is noticing that that ex-girlfriend is noticing,his,5.984455585479736
OneEmbedding,is noticing,is noticing,386,386_FM_his,fm,MismatchMatch,poss,Meredith is noticing that Scott is noticing,his,6.213430881500244
OneEmbedding,is noticing,is noticing,386,386_FF_his,ff,MismatchMismatch,poss,Meredith is noticing that that ex-girlfriend is noticing,his,7.448375701904297
OneEmbedding,couldn't forget,left,387,387_MM_him,mm,MatchMatch,obj,That brother couldn't forget that Kenneth left,him,2.349698543548584
OneEmbedding,couldn't forget,left,387,387_MF_him,mf,MatchMismatch,obj,That brother couldn't forget that Diane left,him,1.4092037677764893
OneEmbedding,couldn't forget,left,387,387_FM_him,fm,MismatchMatch,obj,Jodi couldn't forget that Kenneth left,him,3.5764334201812744
OneEmbedding,couldn't forget,left,387,387_FF_him,ff,MismatchMismatch,obj,Jodi couldn't forget that Diane left,him,1.94241464138031
OneEmbedding,couldn't forget,left,387,387_MM_his,mm,MatchMatch,poss,That brother couldn't forget that Kenneth left,his,4.048761367797852
OneEmbedding,couldn't forget,left,387,387_MF_his,mf,MatchMismatch,poss,That brother couldn't forget that Diane left,his,5.903468132019043
OneEmbedding,couldn't forget,left,387,387_FM_his,fm,MismatchMatch,poss,Jodi couldn't forget that Kenneth left,his,3.781426191329956
OneEmbedding,couldn't forget,left,387,387_FF_his,ff,MismatchMismatch,poss,Jodi couldn't forget that Diane left,his,5.928184986114502
OneEmbedding,wouldn't write,has loved,388,388_MM_him,mm,MatchMatch,obj,Patrick wouldn't write that Patrick has loved,him,3.317739963531494
OneEmbedding,wouldn't write,has loved,388,388_MF_him,mf,MatchMismatch,obj,Patrick wouldn't write that Victoria has loved,him,2.312394142150879
OneEmbedding,wouldn't write,has loved,388,388_FM_him,fm,MismatchMatch,obj,Catherine wouldn't write that Patrick has loved,him,4.712487697601318
OneEmbedding,wouldn't write,has loved,388,388_FF_him,ff,MismatchMismatch,obj,Catherine wouldn't write that Victoria has loved,him,2.9074079990386963
OneEmbedding,wouldn't write,has loved,388,388_MM_his,mm,MatchMatch,poss,Patrick wouldn't write that Patrick has loved,his,4.980231761932373
OneEmbedding,wouldn't write,has loved,388,388_MF_his,mf,MatchMismatch,poss,Patrick wouldn't write that Victoria has loved,his,6.4213175773620605
OneEmbedding,wouldn't write,has loved,388,388_FM_his,fm,MismatchMatch,poss,Catherine wouldn't write that Patrick has loved,his,6.266602039337158
OneEmbedding,wouldn't write,has loved,388,388_FF_his,ff,MismatchMismatch,poss,Catherine wouldn't write that Victoria has loved,his,8.490827560424805
OneEmbedding,is revealing,shot,389,389_MM_him,mm,MatchMatch,obj,Joel is revealing that Mitchell shot,him,2.751654863357544
OneEmbedding,is revealing,shot,389,389_MF_him,mf,MatchMismatch,obj,Joel is revealing that Emily shot,him,2.463374376296997
OneEmbedding,is revealing,shot,389,389_FM_him,fm,MismatchMatch,obj,Cheryl is revealing that Mitchell shot,him,3.8835532665252686
OneEmbedding,is revealing,shot,389,389_FF_him,ff,MismatchMismatch,obj,Cheryl is revealing that Emily shot,him,3.435000419616699
OneEmbedding,is revealing,shot,389,389_MM_his,mm,MatchMatch,poss,Joel is revealing that Mitchell shot,his,4.1907219886779785
OneEmbedding,is revealing,shot,389,389_MF_his,mf,MatchMismatch,poss,Joel is revealing that Emily shot,his,6.981790542602539
OneEmbedding,is revealing,shot,389,389_FM_his,fm,MismatchMatch,poss,Cheryl is revealing that Mitchell shot,his,4.419831275939941
OneEmbedding,is revealing,shot,389,389_FF_his,ff,MismatchMismatch,poss,Cheryl is revealing that Emily shot,his,8.318903923034668
OneEmbedding,believes,can't investigate,390,390_MM_him,mm,MatchMatch,obj,Benjamin believes that Matt can't investigate,him,6.454972267150879
OneEmbedding,believes,can't investigate,390,390_MF_him,mf,MatchMismatch,obj,Benjamin believes that Caroline can't investigate,him,6.316762447357178
OneEmbedding,believes,can't investigate,390,390_FM_him,fm,MismatchMatch,obj,Vanessa believes that Matt can't investigate,him,7.1022844314575195
OneEmbedding,believes,can't investigate,390,390_FF_him,ff,MismatchMismatch,obj,Vanessa believes that Caroline can't investigate,him,7.55264139175415
OneEmbedding,believes,can't investigate,390,390_MM_his,mm,MatchMatch,poss,Benjamin believes that Matt can't investigate,his,4.333922386169434
OneEmbedding,believes,can't investigate,390,390_MF_his,mf,MatchMismatch,poss,Benjamin believes that Caroline can't investigate,his,6.136144161224365
OneEmbedding,believes,can't investigate,390,390_FM_his,fm,MismatchMatch,poss,Vanessa believes that Matt can't investigate,his,4.3615522384643555
OneEmbedding,believes,can't investigate,390,390_FF_his,ff,MismatchMismatch,poss,Vanessa believes that Caroline can't investigate,his,7.435713768005371
OneEmbedding,whispered,hadn't impressed,391,391_MM_him,mm,MatchMatch,obj,That grandfather whispered that Jerry hadn't impressed,him,2.627959728240967
OneEmbedding,whispered,hadn't impressed,391,391_MF_him,mf,MatchMismatch,obj,That grandfather whispered that Erin hadn't impressed,him,0.9106698632240295
OneEmbedding,whispered,hadn't impressed,391,391_FM_him,fm,MismatchMatch,obj,Jennifer whispered that Jerry hadn't impressed,him,5.678259372711182
OneEmbedding,whispered,hadn't impressed,391,391_FF_him,ff,MismatchMismatch,obj,Jennifer whispered that Erin hadn't impressed,him,1.810868263244629
OneEmbedding,whispered,hadn't impressed,391,391_MM_his,mm,MatchMatch,poss,That grandfather whispered that Jerry hadn't impressed,his,4.343143939971924
OneEmbedding,whispered,hadn't impressed,391,391_MF_his,mf,MatchMismatch,poss,That grandfather whispered that Erin hadn't impressed,his,5.864173412322998
OneEmbedding,whispered,hadn't impressed,391,391_FM_his,fm,MismatchMatch,poss,Jennifer whispered that Jerry hadn't impressed,his,7.62502908706665
OneEmbedding,whispered,hadn't impressed,391,391_FF_his,ff,MismatchMismatch,poss,Jennifer whispered that Erin hadn't impressed,his,8.434002876281738
OneEmbedding,liked,will hug,392,392_MM_him,mm,MatchMatch,obj,Martin liked that the ex-boyfriend will hug,him,1.9819289445877075
OneEmbedding,liked,will hug,392,392_MF_him,mf,MatchMismatch,obj,Martin liked that Kirsten will hug,him,2.2469704151153564
OneEmbedding,liked,will hug,392,392_FM_him,fm,MismatchMatch,obj,Sandra liked that the ex-boyfriend will hug,him,4.059332370758057
OneEmbedding,liked,will hug,392,392_FF_him,ff,MismatchMismatch,obj,Sandra liked that Kirsten will hug,him,2.585054636001587
OneEmbedding,liked,will hug,392,392_MM_his,mm,MatchMatch,poss,Martin liked that the ex-boyfriend will hug,his,4.4742431640625
OneEmbedding,liked,will hug,392,392_MF_his,mf,MatchMismatch,poss,Martin liked that Kirsten will hug,his,7.061546325683594
OneEmbedding,liked,will hug,392,392_FM_his,fm,MismatchMatch,poss,Sandra liked that the ex-boyfriend will hug,his,5.2724714279174805
OneEmbedding,liked,will hug,392,392_FF_his,ff,MismatchMismatch,poss,Sandra liked that Kirsten will hug,his,8.082132339477539
OneEmbedding,had admitted,approached,393,393_MM_him,mm,MatchMatch,obj,Jason had admitted that this brother approached,him,0.9741737842559814
OneEmbedding,had admitted,approached,393,393_MF_him,mf,MatchMismatch,obj,Jason had admitted that Carol approached,him,0.6655064821243286
OneEmbedding,had admitted,approached,393,393_FM_him,fm,MismatchMatch,obj,Linda had admitted that this brother approached,him,5.184370040893555
OneEmbedding,had admitted,approached,393,393_FF_him,ff,MismatchMismatch,obj,Linda had admitted that Carol approached,him,3.0082762241363525
OneEmbedding,had admitted,approached,393,393_MM_his,mm,MatchMatch,poss,Jason had admitted that this brother approached,his,5.262994289398193
OneEmbedding,had admitted,approached,393,393_MF_his,mf,MatchMismatch,poss,Jason had admitted that Carol approached,his,7.099501609802246
OneEmbedding,had admitted,approached,393,393_FM_his,fm,MismatchMatch,poss,Linda had admitted that this brother approached,his,7.267399787902832
OneEmbedding,had admitted,approached,393,393_FF_his,ff,MismatchMismatch,poss,Linda had admitted that Carol approached,his,9.94509506225586
OneEmbedding,conceals,is scaring,394,394_MM_him,mm,MatchMatch,obj,Scott conceals that Daniel is scaring,him,3.167238712310791
OneEmbedding,conceals,is scaring,394,394_MF_him,mf,MatchMismatch,obj,Scott conceals that Amy is scaring,him,1.7115542888641357
OneEmbedding,conceals,is scaring,394,394_FM_him,fm,MismatchMatch,obj,That woman conceals that Daniel is scaring,him,6.242625713348389
OneEmbedding,conceals,is scaring,394,394_FF_him,ff,MismatchMismatch,obj,That woman conceals that Amy is scaring,him,2.6540822982788086
OneEmbedding,conceals,is scaring,394,394_MM_his,mm,MatchMatch,poss,Scott conceals that Daniel is scaring,his,4.224550724029541
OneEmbedding,conceals,is scaring,394,394_MF_his,mf,MatchMismatch,poss,Scott conceals that Amy is scaring,his,7.218327045440674
OneEmbedding,conceals,is scaring,394,394_FM_his,fm,MismatchMatch,poss,That woman conceals that Daniel is scaring,his,4.765347480773926
