exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-j-6B_surp
simple,was listening to,466,466_M_his,m,Match,poss,Wayne was listening to,his,4.077628135681152
simple,was listening to,466,466_F_him,f,Mismatch,obj,Andrea was listening to,him,4.734020709991455
simple,was listening to,466,466_F_his,f,Mismatch,poss,Andrea was listening to,his,5.883667945861816
simple,isn't shooting,467,467_M_him,m,Match,obj,Gary isn't shooting,him,6.954682350158691
simple,isn't shooting,467,467_M_his,m,Match,poss,Gary isn't shooting,his,7.529506206512451
simple,isn't shooting,467,467_F_him,f,Mismatch,obj,Barbara isn't shooting,him,6.671158313751221
simple,isn't shooting,467,467_F_his,f,Mismatch,poss,Barbara isn't shooting,his,9.195874214172363
simple,upset,468,468_M_him,m,Match,obj,Roger upset,him,7.447405815124512
simple,upset,468,468_M_his,m,Match,poss,Roger upset,his,5.61022424697876
simple,upset,468,468_F_him,f,Mismatch,obj,Linda upset,him,7.838996410369873
simple,upset,468,468_F_his,f,Mismatch,poss,Linda upset,his,9.597281455993652
simple,isn't stunning,469,469_M_him,m,Match,obj,Carl isn't stunning,him,12.504130363464355
simple,isn't stunning,469,469_M_his,m,Match,poss,Carl isn't stunning,his,10.06958293914795
simple,isn't stunning,469,469_F_him,f,Mismatch,obj,Stacy isn't stunning,him,13.124088287353516
simple,isn't stunning,469,469_F_his,f,Mismatch,poss,Stacy isn't stunning,his,14.831652641296387
simple,shocks,470,470_M_him,m,Match,obj,Travis shocks,him,7.336858749389648
simple,shocks,470,470_M_his,m,Match,poss,Travis shocks,his,6.164669036865234
simple,shocks,470,470_F_him,f,Mismatch,obj,Kimberley shocks,him,7.573983192443848
simple,shocks,470,470_F_his,f,Mismatch,poss,Kimberley shocks,his,8.14880657196045
simple,was hugging,471,471_M_him,m,Match,obj,Todd was hugging,him,4.210614204406738
simple,was hugging,471,471_M_his,m,Match,poss,Todd was hugging,his,2.959527015686035
simple,was hugging,471,471_F_him,f,Mismatch,obj,Vanessa was hugging,him,3.9089713096618652
simple,was hugging,471,471_F_his,f,Mismatch,poss,Vanessa was hugging,his,5.881406307220459
simple,leads,472,472_M_him,m,Match,obj,Donald leads,him,6.009951591491699
simple,leads,472,472_M_his,m,Match,poss,Donald leads,his,5.502754211425781
simple,leads,472,472_F_him,f,Mismatch,obj,Jodi leads,him,6.233783721923828
simple,leads,472,472_F_his,f,Mismatch,poss,Jodi leads,his,7.03402853012085
simple,had revealed,473,473_M_him,m,Match,obj,Matt had revealed,him,9.447781562805176
simple,had revealed,473,473_M_his,m,Match,poss,Matt had revealed,his,4.229283332824707
simple,had revealed,473,473_F_him,f,Mismatch,obj,Janice had revealed,him,8.276627540588379
simple,had revealed,473,473_F_his,f,Mismatch,poss,Janice had revealed,his,6.9691853523254395
simple,won't make,474,474_M_him,m,Match,obj,Daniel won't make,him,7.731544017791748
simple,won't make,474,474_M_his,m,Match,poss,Daniel won't make,his,6.176138401031494
simple,won't make,474,474_F_him,f,Mismatch,obj,Brenda won't make,him,6.409053325653076
simple,won't make,474,474_F_his,f,Mismatch,poss,Brenda won't make,his,9.15919017791748
simple,does shake,475,475_M_him,m,Match,obj,Robert does shake,him,7.343497276306152
simple,does shake,475,475_M_his,m,Match,poss,Robert does shake,his,2.215167284011841
simple,does shake,475,475_F_him,f,Mismatch,obj,Martha does shake,him,6.203200817108154
simple,does shake,475,475_F_his,f,Mismatch,poss,Martha does shake,his,5.729816436767578
simple,watched,476,476_M_him,m,Match,obj,Dennis watched,him,3.9622862339019775
simple,watched,476,476_M_his,m,Match,poss,Dennis watched,his,4.751260280609131
simple,watched,476,476_F_him,f,Mismatch,obj,That granddaughter watched,him,4.533489227294922
simple,watched,476,476_F_his,f,Mismatch,poss,That granddaughter watched,his,6.8891401290893555
simple,will catch,477,477_M_him,m,Match,obj,Brad will catch,him,4.058432579040527
simple,will catch,477,477_M_his,m,Match,poss,Brad will catch,his,5.670193195343018
simple,will catch,477,477_F_him,f,Mismatch,obj,Deanna will catch,him,4.371557712554932
simple,will catch,477,477_F_his,f,Mismatch,poss,Deanna will catch,his,7.921940326690674
simple,doesn't fight,478,478_M_him,m,Match,obj,That ex-boyfriend doesn't fight,him,8.4828462600708
simple,doesn't fight,478,478_M_his,m,Match,poss,That ex-boyfriend doesn't fight,his,5.676353454589844
simple,doesn't fight,478,478_F_him,f,Mismatch,obj,Tamara doesn't fight,him,7.887275695800781
simple,doesn't fight,478,478_F_his,f,Mismatch,poss,Tamara doesn't fight,his,10.333094596862793
simple,was leading,479,479_M_him,m,Match,obj,Edward was leading,him,3.8077800273895264
simple,was leading,479,479_M_his,m,Match,poss,Edward was leading,his,4.844717025756836
simple,was leading,479,479_F_him,f,Mismatch,obj,Teresa was leading,him,4.390876770019531
simple,was leading,479,479_F_his,f,Mismatch,poss,Teresa was leading,his,7.19736909866333
simple,has shaken,480,480_M_him,m,Match,obj,Wayne has shaken,him,7.511444091796875
simple,has shaken,480,480_M_his,m,Match,poss,Wayne has shaken,his,3.961061954498291
simple,has shaken,480,480_F_him,f,Mismatch,obj,Heidi has shaken,him,7.044729709625244
simple,has shaken,480,480_F_his,f,Mismatch,poss,Heidi has shaken,his,4.9933977127075195
simple,scared,481,481_M_him,m,Match,obj,Bradley scared,him,6.822701454162598
simple,scared,481,481_M_his,m,Match,poss,Bradley scared,his,6.924140930175781
simple,scared,481,481_F_him,f,Mismatch,obj,The dancer scared,him,3.716439723968506
simple,scared,481,481_F_his,f,Mismatch,poss,The dancer scared,his,7.976898670196533
simple,upset,482,482_M_him,m,Match,obj,Todd upset,him,7.103785991668701
simple,upset,482,482_M_his,m,Match,poss,Todd upset,his,5.5709228515625
simple,upset,482,482_F_him,f,Mismatch,obj,Dawn upset,him,7.768343448638916
simple,upset,482,482_F_his,f,Mismatch,poss,Dawn upset,his,7.1597065925598145
simple,catches,483,483_M_him,m,Match,obj,Richard catches,him,6.206894874572754
simple,catches,483,483_M_his,m,Match,poss,Richard catches,his,4.910723686218262
simple,catches,483,483_F_him,f,Mismatch,obj,That ex-girlfriend catches,him,2.3340656757354736
simple,catches,483,483_F_his,f,Mismatch,poss,That ex-girlfriend catches,his,5.918261528015137
simple,had thought about,484,484_M_him,m,Match,obj,Jerry had thought about,him,7.240400791168213
simple,had thought about,484,484_M_his,m,Match,poss,Jerry had thought about,his,5.38067626953125
simple,had thought about,484,484_F_him,f,Mismatch,obj,That sister had thought about,him,3.98872447013855
simple,had thought about,484,484_F_his,f,Mismatch,poss,That sister had thought about,his,6.344375133514404
simple,has helped,485,485_M_him,m,Match,obj,That boy has helped,him,6.068104267120361
simple,has helped,485,485_M_his,m,Match,poss,That boy has helped,his,6.417507171630859
simple,has helped,485,485_F_him,f,Mismatch,obj,That actress has helped,him,4.816354274749756
simple,has helped,485,485_F_his,f,Mismatch,poss,That actress has helped,his,9.110626220703125
simple,is listening to,486,486_M_him,m,Match,obj,This boy is listening to,him,5.464594841003418
simple,is listening to,486,486_M_his,m,Match,poss,This boy is listening to,his,4.19096565246582
simple,is listening to,486,486_F_him,f,Mismatch,obj,Holly is listening to,him,7.344449996948242
simple,is listening to,486,486_F_his,f,Mismatch,poss,Holly is listening to,his,7.130300045013428
simple,can make,487,487_M_him,m,Match,obj,Craig can make,him,8.169024467468262
simple,can make,487,487_M_his,m,Match,poss,Craig can make,his,5.621766090393066
simple,can make,487,487_F_him,f,Mismatch,obj,Anna can make,him,6.063904762268066
simple,can make,487,487_F_his,f,Mismatch,poss,Anna can make,his,7.562954902648926
simple,chose,488,488_M_him,m,Match,obj,Patrick chose,him,6.2423930168151855
simple,chose,488,488_M_his,m,Match,poss,Patrick chose,his,4.833510875701904
simple,chose,488,488_F_him,f,Mismatch,obj,Kimberley chose,him,9.68223762512207
simple,chose,488,488_F_his,f,Mismatch,poss,Kimberley chose,his,7.61963415145874
simple,was hurting,489,489_M_him,m,Match,obj,Theodore was hurting,him,3.970553398132324
simple,was hurting,489,489_M_his,m,Match,poss,Theodore was hurting,his,3.8240296840667725
simple,was hurting,489,489_F_him,f,Mismatch,obj,Connie was hurting,him,4.14967679977417
simple,was hurting,489,489_F_his,f,Mismatch,poss,Connie was hurting,his,5.310595512390137
simple,does see,490,490_M_him,m,Match,obj,Eric does see,him,5.909180164337158
simple,does see,490,490_M_his,m,Match,poss,Eric does see,his,5.582319259643555
simple,does see,490,490_F_him,f,Mismatch,obj,Melissa does see,him,5.046929836273193
simple,does see,490,490_F_his,f,Mismatch,poss,Melissa does see,his,7.718169689178467
simple,will heal,491,491_M_him,m,Match,obj,Paul will heal,him,5.21442174911499
simple,will heal,491,491_M_his,m,Match,poss,Paul will heal,his,5.135524272918701
simple,will heal,491,491_F_him,f,Mismatch,obj,Mary will heal,him,5.483632564544678
simple,will heal,491,491_F_his,f,Mismatch,poss,Mary will heal,his,7.050309181213379
simple,describes,492,492_M_him,m,Match,obj,Christopher describes,him,8.099019050598145
simple,describes,492,492_M_his,m,Match,poss,Christopher describes,his,3.3426337242126465
simple,describes,492,492_F_him,f,Mismatch,obj,Kristen describes,him,7.596500873565674
simple,describes,492,492_F_his,f,Mismatch,poss,Kristen describes,his,4.418064117431641
simple,isn't leaving,493,493_M_him,m,Match,obj,Travis isn't leaving,him,9.990829467773438
simple,isn't leaving,493,493_M_his,m,Match,poss,Travis isn't leaving,his,5.347155570983887
simple,isn't leaving,493,493_F_him,f,Mismatch,obj,Marie isn't leaving,him,6.346179008483887
simple,isn't leaving,493,493_F_his,f,Mismatch,poss,Marie isn't leaving,his,9.152671813964844
simple,did overwhelm,494,494_M_him,m,Match,obj,Robert did overwhelm,him,3.467017412185669
simple,did overwhelm,494,494_M_his,m,Match,poss,Robert did overwhelm,his,4.898441314697266
simple,did overwhelm,494,494_F_him,f,Mismatch,obj,Wendy did overwhelm,him,3.846458673477173
simple,did overwhelm,494,494_F_his,f,Mismatch,poss,Wendy did overwhelm,his,7.881496429443359
simple,might reference,495,495_M_him,m,Match,obj,Benjamin might reference,him,7.991750240325928
simple,might reference,495,495_M_his,m,Match,poss,Benjamin might reference,his,5.421949863433838
simple,might reference,495,495_F_him,f,Mismatch,obj,Nina might reference,him,7.383641719818115
simple,might reference,495,495_F_his,f,Mismatch,poss,Nina might reference,his,6.718649387359619
simple,investigated,496,496_M_him,m,Match,obj,Carl investigated,him,8.23197078704834
simple,investigated,496,496_M_his,m,Match,poss,Carl investigated,his,5.493104457855225
simple,investigated,496,496_F_him,f,Mismatch,obj,Sharon investigated,him,6.799982070922852
simple,investigated,496,496_F_his,f,Mismatch,poss,Sharon investigated,his,6.2138872146606445
simple,listens to,497,497_M_him,m,Match,obj,The nephew listens to,him,3.8756296634674072
simple,listens to,497,497_M_his,m,Match,poss,The nephew listens to,his,2.184971332550049
simple,listens to,497,497_F_him,f,Mismatch,obj,Sheila listens to,him,5.8352227210998535
simple,listens to,497,497_F_his,f,Mismatch,poss,Sheila listens to,his,6.759449005126953
simple,did talk to,498,498_M_him,m,Match,obj,Gregory did talk to,him,3.3851120471954346
simple,did talk to,498,498_M_his,m,Match,poss,Gregory did talk to,his,5.661865234375
simple,did talk to,498,498_F_him,f,Mismatch,obj,April did talk to,him,3.225938320159912
simple,did talk to,498,498_F_his,f,Mismatch,poss,April did talk to,his,4.4882965087890625
simple,visits,499,499_M_him,m,Match,obj,Charles visits,him,9.634078025817871
simple,visits,499,499_M_his,m,Match,poss,Charles visits,his,5.373619079589844
simple,visits,499,499_F_him,f,Mismatch,obj,Debra visits,him,6.817216873168945
simple,visits,499,499_F_his,f,Mismatch,poss,Debra visits,his,6.760861396789551
simple,shouldn't hire,500,500_M_him,m,Match,obj,Marcus shouldn't hire,him,4.139163970947266
simple,shouldn't hire,500,500_M_his,m,Match,poss,Marcus shouldn't hire,his,6.776590824127197
simple,shouldn't hire,500,500_F_him,f,Mismatch,obj,Dana shouldn't hire,him,4.1488871574401855
simple,shouldn't hire,500,500_F_his,f,Mismatch,poss,Dana shouldn't hire,his,8.42061710357666
simple,hadn't complained about,501,501_M_him,m,Match,obj,Richard hadn't complained about,him,6.684135913848877
simple,hadn't complained about,501,501_M_his,m,Match,poss,Richard hadn't complained about,his,3.686034917831421
simple,hadn't complained about,501,501_F_him,f,Mismatch,obj,The sister hadn't complained about,him,4.60446310043335
simple,hadn't complained about,501,501_F_his,f,Mismatch,poss,The sister hadn't complained about,his,4.356499671936035
simple,hasn't listened to,502,502_M_him,m,Match,obj,Jeffrey hasn't listened to,him,6.879051208496094
simple,hasn't listened to,502,502_M_his,m,Match,poss,Jeffrey hasn't listened to,his,5.053140640258789
simple,hasn't listened to,502,502_F_him,f,Mismatch,obj,Wendy hasn't listened to,him,5.17911434173584
simple,hasn't listened to,502,502_F_his,f,Mismatch,poss,Wendy hasn't listened to,his,6.261135578155518
simple,stunned,503,503_M_him,m,Match,obj,Bill stunned,him,4.238185405731201
simple,stunned,503,503_M_his,m,Match,poss,Bill stunned,his,5.128599166870117
simple,stunned,503,503_F_him,f,Mismatch,obj,Connie stunned,him,4.4667768478393555
simple,stunned,503,503_F_his,f,Mismatch,poss,Connie stunned,his,7.09293270111084
simple,hasn't returned to,504,504_M_him,m,Match,obj,The brother hasn't returned to,him,7.402699947357178
simple,hasn't returned to,504,504_M_his,m,Match,poss,The brother hasn't returned to,his,2.7928383350372314
simple,hasn't returned to,504,504_F_him,f,Mismatch,obj,Kendra hasn't returned to,him,8.059646606445312
simple,hasn't returned to,504,504_F_his,f,Mismatch,poss,Kendra hasn't returned to,his,4.667058944702148
simple,heals,505,505_M_him,m,Match,obj,That man heals,him,6.060935974121094
simple,heals,505,505_M_his,m,Match,poss,That man heals,his,4.246296405792236
simple,heals,505,505_F_him,f,Mismatch,obj,Claire heals,him,5.981113433837891
simple,heals,505,505_F_his,f,Mismatch,poss,Claire heals,his,7.344911098480225
simple,did hire,506,506_M_him,m,Match,obj,The boyfriend did hire,him,5.593795299530029
simple,did hire,506,506_M_his,m,Match,poss,The boyfriend did hire,his,6.12353515625
simple,did hire,506,506_F_him,f,Mismatch,obj,Karen did hire,him,4.93719482421875
simple,did hire,506,506_F_his,f,Mismatch,poss,Karen did hire,his,8.645371437072754
simple,had shocked,507,507_M_him,m,Match,obj,Omar had shocked,him,4.193110466003418
simple,had shocked,507,507_M_his,m,Match,poss,Omar had shocked,his,4.362176418304443
simple,had shocked,507,507_F_him,f,Mismatch,obj,Dana had shocked,him,2.548539638519287
simple,had shocked,507,507_F_his,f,Mismatch,poss,Dana had shocked,his,7.045690059661865
simple,visits,508,508_M_him,m,Match,obj,This grandson visits,him,4.214791774749756
simple,visits,508,508_M_his,m,Match,poss,This grandson visits,his,2.7946388721466064
simple,visits,508,508_F_him,f,Mismatch,obj,Jacqueline visits,him,9.543493270874023
simple,visits,508,508_F_his,f,Mismatch,poss,Jacqueline visits,his,8.044443130493164
simple,hasn't kissed,509,509_M_him,m,Match,obj,Joseph hasn't kissed,him,6.318202018737793
simple,hasn't kissed,509,509_M_his,m,Match,poss,Joseph hasn't kissed,his,5.619396686553955
simple,hasn't kissed,509,509_F_him,f,Mismatch,obj,Renee hasn't kissed,him,3.4074079990386963
simple,hasn't kissed,509,509_F_his,f,Mismatch,poss,Renee hasn't kissed,his,5.943395614624023
simple,questions,510,510_M_him,m,Match,obj,Craig questions,him,11.792301177978516
simple,questions,510,510_M_his,m,Match,poss,Craig questions,his,7.120449066162109
simple,questions,510,510_F_him,f,Mismatch,obj,This woman questions,him,4.795650005340576
simple,questions,510,510_F_his,f,Mismatch,poss,This woman questions,his,5.573352813720703
simple,had astounded,511,511_M_him,m,Match,obj,Liam had astounded,him,2.6543025970458984
simple,had astounded,511,511_M_his,m,Match,poss,Liam had astounded,his,3.8603053092956543
simple,had astounded,511,511_F_him,f,Mismatch,obj,That actress had astounded,him,2.4202609062194824
simple,had astounded,511,511_F_his,f,Mismatch,poss,That actress had astounded,his,7.210459232330322
simple,was talking to,512,512_M_him,m,Match,obj,Dan was talking to,him,3.9106051921844482
simple,was talking to,512,512_M_his,m,Match,poss,Dan was talking to,his,4.553055286407471
simple,was talking to,512,512_F_him,f,Mismatch,obj,Leslie was talking to,him,4.374704360961914
simple,was talking to,512,512_F_his,f,Mismatch,poss,Leslie was talking to,his,4.600125312805176
simple,won't examine,513,513_M_him,m,Match,obj,Randolf won't examine,him,4.467385768890381
simple,won't examine,513,513_M_his,m,Match,poss,Randolf won't examine,his,4.816788673400879
simple,won't examine,513,513_F_him,f,Mismatch,obj,Heidi won't examine,him,4.078953266143799
simple,won't examine,513,513_F_his,f,Mismatch,poss,Heidi won't examine,his,5.578003406524658
simple,couldn't forgive,514,514_M_him,m,Match,obj,This guy couldn't forgive,him,4.503385066986084
simple,couldn't forgive,514,514_M_his,m,Match,poss,This guy couldn't forgive,his,3.8609352111816406
simple,couldn't forgive,514,514_F_him,f,Mismatch,obj,Paula couldn't forgive,him,2.632023572921753
simple,couldn't forgive,514,514_F_his,f,Mismatch,poss,Paula couldn't forgive,his,6.216219425201416
simple,could confuse,515,515_M_him,m,Match,obj,Jeffrey could confuse,him,5.133049011230469
simple,could confuse,515,515_M_his,m,Match,poss,Jeffrey could confuse,his,4.716020107269287
simple,could confuse,515,515_F_him,f,Mismatch,obj,Emily could confuse,him,4.382442474365234
simple,could confuse,515,515_F_his,f,Mismatch,poss,Emily could confuse,his,7.110037803649902
simple,talked to,516,516_M_him,m,Match,obj,Keith talked to,him,3.7491207122802734
simple,talked to,516,516_M_his,m,Match,poss,Keith talked to,his,4.91003942489624
simple,talked to,516,516_F_him,f,Mismatch,obj,Kathleen talked to,him,3.8079934120178223
simple,talked to,516,516_F_his,f,Mismatch,poss,Kathleen talked to,his,7.933198928833008
simple,can appreciate,517,517_M_him,m,Match,obj,Theodore can appreciate,him,9.566919326782227
simple,can appreciate,517,517_M_his,m,Match,poss,Theodore can appreciate,his,6.275771141052246
simple,can appreciate,517,517_F_him,f,Mismatch,obj,Florence can appreciate,him,7.981700420379639
simple,can appreciate,517,517_F_his,f,Mismatch,poss,Florence can appreciate,his,7.034931659698486
simple,bites,518,518_M_him,m,Match,obj,Todd bites,him,9.005754470825195
simple,bites,518,518_M_his,m,Match,poss,Todd bites,his,4.102845668792725
simple,bites,518,518_F_him,f,Mismatch,obj,Julia bites,him,7.474721431732178
simple,bites,518,518_F_his,f,Mismatch,poss,Julia bites,his,6.922440052032471
simple,has talked to,519,519_M_him,m,Match,obj,George has talked to,him,5.168506622314453
simple,has talked to,519,519_M_his,m,Match,poss,George has talked to,his,5.089609622955322
simple,has talked to,519,519_F_him,f,Mismatch,obj,Eva has talked to,him,4.845377445220947
simple,has talked to,519,519_F_his,f,Mismatch,poss,Eva has talked to,his,4.755208969116211
simple,conceals,520,520_M_him,m,Match,obj,Wayne conceals,him,10.865028381347656
simple,conceals,520,520_M_his,m,Match,poss,Wayne conceals,his,1.9045398235321045
simple,conceals,520,520_F_him,f,Mismatch,obj,This woman conceals,him,8.359732627868652
simple,conceals,520,520_F_his,f,Mismatch,poss,This woman conceals,his,7.345337867736816
simple,was boring,521,521_M_him,m,Match,obj,Omar was boring,him,7.358987331390381
simple,was boring,521,521_M_his,m,Match,poss,Omar was boring,his,8.70024299621582
simple,was boring,521,521_F_him,f,Mismatch,obj,Sally was boring,him,6.733087539672852
simple,was boring,521,521_F_his,f,Mismatch,poss,Sally was boring,his,9.979151725769043
simple,understood,522,522_M_him,m,Match,obj,Omar understood,him,7.068655967712402
simple,understood,522,522_M_his,m,Match,poss,Omar understood,his,5.377997398376465
simple,understood,522,522_F_him,f,Mismatch,obj,Martha understood,him,6.228211879730225
simple,understood,522,522_F_his,f,Mismatch,poss,Martha understood,his,6.1831278800964355
simple,aggravated,523,523_M_him,m,Match,obj,Vincent aggravated,him,6.1355085372924805
simple,aggravated,523,523_M_his,m,Match,poss,Vincent aggravated,his,4.422307968139648
simple,aggravated,523,523_F_him,f,Mismatch,obj,Deanna aggravated,him,8.220623016357422
simple,aggravated,523,523_F_his,f,Mismatch,poss,Deanna aggravated,his,6.823011875152588
simple,leaves,524,524_M_him,m,Match,obj,Gary leaves,him,7.980442047119141
simple,leaves,524,524_M_his,m,Match,poss,Gary leaves,his,6.515204906463623
simple,leaves,524,524_F_him,f,Mismatch,obj,Katherine leaves,him,5.675798416137695
simple,leaves,524,524_F_his,f,Mismatch,poss,Katherine leaves,his,8.200514793395996
simple,had aggravated,525,525_M_him,m,Match,obj,Brad had aggravated,him,5.464544296264648
simple,had aggravated,525,525_M_his,m,Match,poss,Brad had aggravated,his,3.221604347229004
simple,had aggravated,525,525_F_him,f,Mismatch,obj,This lady had aggravated,him,5.3095011711120605
simple,had aggravated,525,525_F_his,f,Mismatch,poss,This lady had aggravated,his,3.539945602416992
simple,was underwhelming,526,526_M_him,m,Match,obj,Curtis was underwhelming,him,13.475144386291504
simple,was underwhelming,526,526_M_his,m,Match,poss,Curtis was underwhelming,his,9.259770393371582
simple,was underwhelming,526,526_F_him,f,Mismatch,obj,Sandra was underwhelming,him,12.857927322387695
simple,was underwhelming,526,526_F_his,f,Mismatch,poss,Sandra was underwhelming,his,12.446534156799316
simple,had noticed,527,527_M_him,m,Match,obj,Liam had noticed,him,5.359462738037109
simple,had noticed,527,527_M_his,m,Match,poss,Liam had noticed,his,5.460902214050293
simple,had noticed,527,527_F_him,f,Mismatch,obj,Heidi had noticed,him,5.277227878570557
simple,had noticed,527,527_F_his,f,Mismatch,poss,Heidi had noticed,his,5.502648830413818
simple,fled from,528,528_M_him,m,Match,obj,Omar fled from,him,7.789618968963623
simple,fled from,528,528_M_his,m,Match,poss,Omar fled from,his,3.686954975128174
simple,fled from,528,528_F_him,f,Mismatch,obj,Mary fled from,him,5.068933963775635
simple,fled from,528,528_F_his,f,Mismatch,poss,Mary fled from,his,6.173497200012207
simple,has hired,529,529_M_him,m,Match,obj,Carl has hired,him,6.012196063995361
simple,has hired,529,529_M_his,m,Match,poss,Carl has hired,his,6.068551540374756
simple,has hired,529,529_F_him,f,Mismatch,obj,Kathleen has hired,him,6.077639102935791
simple,has hired,529,529_F_his,f,Mismatch,poss,Kathleen has hired,his,8.8728609085083
simple,insults,530,530_M_him,m,Match,obj,Theodore insults,him,4.718018054962158
simple,insults,530,530_M_his,m,Match,poss,Theodore insults,his,3.9065020084381104
simple,insults,530,530_F_him,f,Mismatch,obj,Ruth insults,him,5.271326541900635
simple,insults,530,530_F_his,f,Mismatch,poss,Ruth insults,his,5.158616065979004
simple,couldn't think about,531,531_M_him,m,Match,obj,That boyfriend couldn't think about,him,7.228052139282227
simple,couldn't think about,531,531_M_his,m,Match,poss,That boyfriend couldn't think about,his,4.703336238861084
simple,couldn't think about,531,531_F_him,f,Mismatch,obj,Julie couldn't think about,him,6.489036560058594
simple,couldn't think about,531,531_F_his,f,Mismatch,poss,Julie couldn't think about,his,8.292405128479004
simple,had met,532,532_M_him,m,Match,obj,Brian had met,him,3.8683483600616455
simple,had met,532,532_M_his,m,Match,poss,Brian had met,his,5.322314262390137
simple,had met,532,532_F_him,f,Mismatch,obj,Carolyn had met,him,3.382236957550049
simple,had met,532,532_F_his,f,Mismatch,poss,Carolyn had met,his,6.639571666717529
simple,had hated,533,533_M_him,m,Match,obj,This guy had hated,him,3.438213586807251
simple,had hated,533,533_M_his,m,Match,poss,This guy had hated,his,4.13701868057251
simple,had hated,533,533_F_him,f,Mismatch,obj,Cynthia had hated,him,3.6517207622528076
simple,had hated,533,533_F_his,f,Mismatch,poss,Cynthia had hated,his,6.51456880569458
simple,has researched,534,534_M_him,m,Match,obj,Jerry has researched,him,11.61491870880127
simple,has researched,534,534_M_his,m,Match,poss,Jerry has researched,his,6.638747692108154
simple,has researched,534,534_F_him,f,Mismatch,obj,Christine has researched,him,12.968138694763184
simple,has researched,534,534_F_his,f,Mismatch,poss,Christine has researched,his,9.874234199523926
simple,might respect,535,535_M_him,m,Match,obj,That husband might respect,him,4.923853874206543
simple,might respect,535,535_M_his,m,Match,poss,That husband might respect,his,3.4586167335510254
simple,might respect,535,535_F_him,f,Mismatch,obj,That granddaughter might respect,him,3.78071665763855
simple,might respect,535,535_F_his,f,Mismatch,poss,That granddaughter might respect,his,5.595356464385986
simple,is concealing,536,536_M_him,m,Match,obj,Alan is concealing,him,9.560620307922363
simple,is concealing,536,536_M_his,m,Match,poss,Alan is concealing,his,3.6320457458496094
simple,is concealing,536,536_F_him,f,Mismatch,obj,Heather is concealing,him,9.231891632080078
simple,is concealing,536,536_F_his,f,Mismatch,poss,Heather is concealing,his,6.583193778991699
simple,remembered,537,537_M_him,m,Match,obj,George remembered,him,6.809735298156738
simple,remembered,537,537_M_his,m,Match,poss,George remembered,his,4.375187873840332
simple,remembered,537,537_F_him,f,Mismatch,obj,Naomi remembered,him,5.858961582183838
simple,remembered,537,537_F_his,f,Mismatch,poss,Naomi remembered,his,6.016756534576416
simple,is criticizing,538,538_M_him,m,Match,obj,Adam is criticizing,him,5.9064435958862305
simple,is criticizing,538,538_M_his,m,Match,poss,Adam is criticizing,his,5.624667167663574
simple,is criticizing,538,538_F_him,f,Mismatch,obj,Jane is criticizing,him,5.751997947692871
simple,is criticizing,538,538_F_his,f,Mismatch,poss,Jane is criticizing,his,6.586056232452393
simple,would escape from,539,539_M_him,m,Match,obj,The man would escape from,him,4.948041915893555
simple,would escape from,539,539_M_his,m,Match,poss,The man would escape from,his,3.313739061355591
simple,would escape from,539,539_F_him,f,Mismatch,obj,Patricia would escape from,him,5.120721817016602
simple,would escape from,539,539_F_his,f,Mismatch,poss,Patricia would escape from,his,6.326724529266357
simple,notices,540,540_M_him,m,Match,obj,Theodore notices,him,6.816481590270996
simple,notices,540,540_M_his,m,Match,poss,Theodore notices,his,4.798962593078613
simple,notices,540,540_F_him,f,Mismatch,obj,Melissa notices,him,6.216361045837402
simple,notices,540,540_F_his,f,Mismatch,poss,Melissa notices,his,7.174400806427002
simple,can heal,541,541_M_him,m,Match,obj,Joel can heal,him,6.552323818206787
simple,can heal,541,541_M_his,m,Match,poss,Joel can heal,his,5.650639057159424
simple,can heal,541,541_F_him,f,Mismatch,obj,The dancer can heal,him,5.5912017822265625
simple,can heal,541,541_F_his,f,Mismatch,poss,The dancer can heal,his,5.2417988777160645
simple,should distract,542,542_M_him,m,Match,obj,Rodney should distract,him,3.5606136322021484
simple,should distract,542,542_M_his,m,Match,poss,Rodney should distract,his,5.4316086769104
simple,should distract,542,542_F_him,f,Mismatch,obj,Laurie should distract,him,3.4085419178009033
simple,should distract,542,542_F_his,f,Mismatch,poss,Laurie should distract,his,8.074758529663086
simple,remembers,543,543_M_him,m,Match,obj,Martin remembers,him,6.895247459411621
simple,remembers,543,543_M_his,m,Match,poss,Martin remembers,his,4.94535493850708
simple,remembers,543,543_F_him,f,Mismatch,obj,Janet remembers,him,5.856027126312256
simple,remembers,543,543_F_his,f,Mismatch,poss,Janet remembers,his,7.388890743255615
simple,should lose,544,544_M_him,m,Match,obj,Joseph should lose,him,9.542448997497559
simple,should lose,544,544_M_his,m,Match,poss,Joseph should lose,his,1.675252914428711
simple,should lose,544,544_F_him,f,Mismatch,obj,Laura should lose,him,8.708983421325684
simple,should lose,544,544_F_his,f,Mismatch,poss,Laura should lose,his,8.122888565063477
simple,hasn't chosen,545,545_M_him,m,Match,obj,Gerald hasn't chosen,him,8.279197692871094
simple,hasn't chosen,545,545_M_his,m,Match,poss,Gerald hasn't chosen,his,4.6499176025390625
simple,hasn't chosen,545,545_F_him,f,Mismatch,obj,Wendy hasn't chosen,him,5.981215953826904
simple,hasn't chosen,545,545_F_his,f,Mismatch,poss,Wendy hasn't chosen,his,8.60737133026123
simple,found,546,546_M_him,m,Match,obj,Alan found,him,6.152981281280518
