exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-large_surp
TwoEmbedding,warns,describes,492,492_MMM_him,mmm,MatchMatchMatch,obj,Scott warns the grandson that Christopher describes,him,3.5534780025482178
TwoEmbedding,warns,describes,492,492_MMF_him,mmf,MatchMatchMismatch,obj,Scott warns the grandson that Kristen describes,him,3.472585916519165
TwoEmbedding,warns,describes,492,492_MFM_him,mfm,MatchMismatchMatch,obj,Scott warns Barbara that Christopher describes,him,3.3238086700439453
TwoEmbedding,warns,describes,492,492_MFF_him,mff,MatchMismatchMismatch,obj,Scott warns Barbara that Kristen describes,him,4.03209114074707
TwoEmbedding,warns,describes,492,492_FMM_him,fmm,MismatchMatchMatch,obj,Andrea warns the grandson that Christopher describes,him,3.183974027633667
TwoEmbedding,warns,describes,492,492_FMF_him,fmf,MismatchMatchMismatch,obj,Andrea warns the grandson that Kristen describes,him,2.972964286804199
TwoEmbedding,warns,describes,492,492_FFM_him,ffm,MismatchMismatchMatch,obj,Andrea warns Barbara that Christopher describes,him,3.3461594581604004
TwoEmbedding,warns,describes,492,492_FFF_him,fff,MismatchMismatchMismatch,obj,Andrea warns Barbara that Kristen describes,him,4.139824390411377
TwoEmbedding,warns,describes,492,492_MMM_his,mmm,MatchMatchMatch,poss,Scott warns the grandson that Christopher describes,his,3.2010443210601807
TwoEmbedding,warns,describes,492,492_MMF_his,mmf,MatchMatchMismatch,poss,Scott warns the grandson that Kristen describes,his,5.1959052085876465
TwoEmbedding,warns,describes,492,492_MFM_his,mfm,MatchMismatchMatch,poss,Scott warns Barbara that Christopher describes,his,3.2852623462677
TwoEmbedding,warns,describes,492,492_MFF_his,mff,MatchMismatchMismatch,poss,Scott warns Barbara that Kristen describes,his,6.476839542388916
TwoEmbedding,warns,describes,492,492_FMM_his,fmm,MismatchMatchMatch,poss,Andrea warns the grandson that Christopher describes,his,2.9272589683532715
TwoEmbedding,warns,describes,492,492_FMF_his,fmf,MismatchMatchMismatch,poss,Andrea warns the grandson that Kristen describes,his,4.772696018218994
TwoEmbedding,warns,describes,492,492_FFM_his,ffm,MismatchMismatchMatch,poss,Andrea warns Barbara that Christopher describes,his,3.305344581604004
TwoEmbedding,warns,describes,492,492_FFF_his,fff,MismatchMismatchMismatch,poss,Andrea warns Barbara that Kristen describes,his,6.725914478302002
TwoEmbedding,warned,isn't leaving,493,493_MMM_him,mmm,MatchMatchMatch,obj,Adam warned Jason that Travis isn't leaving,him,4.570276737213135
TwoEmbedding,warned,isn't leaving,493,493_MMF_him,mmf,MatchMatchMismatch,obj,Adam warned Jason that Marie isn't leaving,him,3.3547794818878174
TwoEmbedding,warned,isn't leaving,493,493_MFM_him,mfm,MatchMismatchMatch,obj,Adam warned Wendy that Travis isn't leaving,him,5.869194030761719
TwoEmbedding,warned,isn't leaving,493,493_MFF_him,mff,MatchMismatchMismatch,obj,Adam warned Wendy that Marie isn't leaving,him,4.488232612609863
TwoEmbedding,warned,isn't leaving,493,493_FMM_him,fmm,MismatchMatchMatch,obj,That niece warned Jason that Travis isn't leaving,him,4.770042896270752
TwoEmbedding,warned,isn't leaving,493,493_FMF_him,fmf,MismatchMatchMismatch,obj,That niece warned Jason that Marie isn't leaving,him,2.966379404067993
TwoEmbedding,warned,isn't leaving,493,493_FFM_him,ffm,MismatchMismatchMatch,obj,That niece warned Wendy that Travis isn't leaving,him,6.910852909088135
TwoEmbedding,warned,isn't leaving,493,493_FFF_him,fff,MismatchMismatchMismatch,obj,That niece warned Wendy that Marie isn't leaving,him,4.916915416717529
TwoEmbedding,warned,isn't leaving,493,493_MMM_his,mmm,MatchMatchMatch,poss,Adam warned Jason that Travis isn't leaving,his,4.874405384063721
TwoEmbedding,warned,isn't leaving,493,493_MMF_his,mmf,MatchMatchMismatch,poss,Adam warned Jason that Marie isn't leaving,his,5.594358444213867
TwoEmbedding,warned,isn't leaving,493,493_MFM_his,mfm,MatchMismatchMatch,poss,Adam warned Wendy that Travis isn't leaving,his,5.161236763000488
TwoEmbedding,warned,isn't leaving,493,493_MFF_his,mff,MatchMismatchMismatch,poss,Adam warned Wendy that Marie isn't leaving,his,6.718008041381836
TwoEmbedding,warned,isn't leaving,493,493_FMM_his,fmm,MismatchMatchMatch,poss,That niece warned Jason that Travis isn't leaving,his,4.855117321014404
TwoEmbedding,warned,isn't leaving,493,493_FMF_his,fmf,MismatchMatchMismatch,poss,That niece warned Jason that Marie isn't leaving,his,5.607147693634033
TwoEmbedding,warned,isn't leaving,493,493_FFM_his,ffm,MismatchMismatchMatch,poss,That niece warned Wendy that Travis isn't leaving,his,5.173447132110596
TwoEmbedding,warned,isn't leaving,493,493_FFF_his,fff,MismatchMismatchMismatch,poss,That niece warned Wendy that Marie isn't leaving,his,7.254946231842041
TwoEmbedding,tells,did overwhelm,494,494_MMM_him,mmm,MatchMatchMatch,obj,Aaron tells Richard that Robert did overwhelm,him,0.9925204515457153
TwoEmbedding,tells,did overwhelm,494,494_MMF_him,mmf,MatchMatchMismatch,obj,Aaron tells Richard that Wendy did overwhelm,him,0.6563732624053955
TwoEmbedding,tells,did overwhelm,494,494_MFM_him,mfm,MatchMismatchMatch,obj,Aaron tells Ella that Robert did overwhelm,him,1.7631053924560547
TwoEmbedding,tells,did overwhelm,494,494_MFF_him,mff,MatchMismatchMismatch,obj,Aaron tells Ella that Wendy did overwhelm,him,1.361814022064209
TwoEmbedding,tells,did overwhelm,494,494_FMM_him,fmm,MismatchMatchMatch,obj,Barbara tells Richard that Robert did overwhelm,him,1.1270095109939575
TwoEmbedding,tells,did overwhelm,494,494_FMF_him,fmf,MismatchMatchMismatch,obj,Barbara tells Richard that Wendy did overwhelm,him,0.7107879519462585
TwoEmbedding,tells,did overwhelm,494,494_FFM_him,ffm,MismatchMismatchMatch,obj,Barbara tells Ella that Robert did overwhelm,him,3.2522010803222656
TwoEmbedding,tells,did overwhelm,494,494_FFF_him,fff,MismatchMismatchMismatch,obj,Barbara tells Ella that Wendy did overwhelm,him,1.9378345012664795
TwoEmbedding,tells,did overwhelm,494,494_MMM_his,mmm,MatchMatchMatch,poss,Aaron tells Richard that Robert did overwhelm,his,4.45878791809082
TwoEmbedding,tells,did overwhelm,494,494_MMF_his,mmf,MatchMatchMismatch,poss,Aaron tells Richard that Wendy did overwhelm,his,5.741475582122803
TwoEmbedding,tells,did overwhelm,494,494_MFM_his,mfm,MatchMismatchMatch,poss,Aaron tells Ella that Robert did overwhelm,his,4.69312858581543
TwoEmbedding,tells,did overwhelm,494,494_MFF_his,mff,MatchMismatchMismatch,poss,Aaron tells Ella that Wendy did overwhelm,his,6.331662178039551
TwoEmbedding,tells,did overwhelm,494,494_FMM_his,fmm,MismatchMatchMatch,poss,Barbara tells Richard that Robert did overwhelm,his,4.54154634475708
TwoEmbedding,tells,did overwhelm,494,494_FMF_his,fmf,MismatchMatchMismatch,poss,Barbara tells Richard that Wendy did overwhelm,his,5.7781782150268555
TwoEmbedding,tells,did overwhelm,494,494_FFM_his,ffm,MismatchMismatchMatch,poss,Barbara tells Ella that Robert did overwhelm,his,5.186307907104492
TwoEmbedding,tells,did overwhelm,494,494_FFF_his,fff,MismatchMismatchMismatch,poss,Barbara tells Ella that Wendy did overwhelm,his,7.2077956199646
TwoEmbedding,informed,might reference,495,495_MMM_him,mmm,MatchMatchMatch,obj,Todd informed Daniel that Benjamin might reference,him,4.271014213562012
TwoEmbedding,informed,might reference,495,495_MMF_him,mmf,MatchMatchMismatch,obj,Todd informed Daniel that Nina might reference,him,4.066059112548828
TwoEmbedding,informed,might reference,495,495_MFM_him,mfm,MatchMismatchMatch,obj,Todd informed Kristen that Benjamin might reference,him,5.07914924621582
TwoEmbedding,informed,might reference,495,495_MFF_him,mff,MatchMismatchMismatch,obj,Todd informed Kristen that Nina might reference,him,4.809512615203857
TwoEmbedding,informed,might reference,495,495_FMM_him,fmm,MismatchMatchMatch,obj,Valerie informed Daniel that Benjamin might reference,him,4.588758945465088
TwoEmbedding,informed,might reference,495,495_FMF_him,fmf,MismatchMatchMismatch,obj,Valerie informed Daniel that Nina might reference,him,4.32167387008667
TwoEmbedding,informed,might reference,495,495_FFM_him,ffm,MismatchMismatchMatch,obj,Valerie informed Kristen that Benjamin might reference,him,5.794342994689941
TwoEmbedding,informed,might reference,495,495_FFF_him,fff,MismatchMismatchMismatch,obj,Valerie informed Kristen that Nina might reference,him,6.049400329589844
TwoEmbedding,informed,might reference,495,495_MMM_his,mmm,MatchMatchMatch,poss,Todd informed Daniel that Benjamin might reference,his,3.662365674972534
TwoEmbedding,informed,might reference,495,495_MMF_his,mmf,MatchMatchMismatch,poss,Todd informed Daniel that Nina might reference,his,4.367523670196533
TwoEmbedding,informed,might reference,495,495_MFM_his,mfm,MatchMismatchMatch,poss,Todd informed Kristen that Benjamin might reference,his,3.9501380920410156
TwoEmbedding,informed,might reference,495,495_MFF_his,mff,MatchMismatchMismatch,poss,Todd informed Kristen that Nina might reference,his,5.330317974090576
TwoEmbedding,informed,might reference,495,495_FMM_his,fmm,MismatchMatchMatch,poss,Valerie informed Daniel that Benjamin might reference,his,3.688568353652954
TwoEmbedding,informed,might reference,495,495_FMF_his,fmf,MismatchMatchMismatch,poss,Valerie informed Daniel that Nina might reference,his,4.634012222290039
TwoEmbedding,informed,might reference,495,495_FFM_his,ffm,MismatchMismatchMatch,poss,Valerie informed Kristen that Benjamin might reference,his,4.1784162521362305
TwoEmbedding,informed,might reference,495,495_FFF_his,fff,MismatchMismatchMismatch,poss,Valerie informed Kristen that Nina might reference,his,6.489876747131348
TwoEmbedding,warns,investigated,496,496_MMM_him,mmm,MatchMatchMatch,obj,Phillip warns Bill that Carl investigated,him,3.3177378177642822
TwoEmbedding,warns,investigated,496,496_MMF_him,mmf,MatchMatchMismatch,obj,Phillip warns Bill that Sharon investigated,him,2.962963104248047
TwoEmbedding,warns,investigated,496,496_MFM_him,mfm,MatchMismatchMatch,obj,Phillip warns Ellen that Carl investigated,him,4.220706462860107
TwoEmbedding,warns,investigated,496,496_MFF_him,mff,MatchMismatchMismatch,obj,Phillip warns Ellen that Sharon investigated,him,4.213747501373291
TwoEmbedding,warns,investigated,496,496_FMM_him,fmm,MismatchMatchMatch,obj,Kendra warns Bill that Carl investigated,him,3.0855703353881836
TwoEmbedding,warns,investigated,496,496_FMF_him,fmf,MismatchMatchMismatch,obj,Kendra warns Bill that Sharon investigated,him,2.8917202949523926
TwoEmbedding,warns,investigated,496,496_FFM_him,ffm,MismatchMismatchMatch,obj,Kendra warns Ellen that Carl investigated,him,4.3821210861206055
TwoEmbedding,warns,investigated,496,496_FFF_him,fff,MismatchMismatchMismatch,obj,Kendra warns Ellen that Sharon investigated,him,4.241490840911865
TwoEmbedding,warns,investigated,496,496_MMM_his,mmm,MatchMatchMatch,poss,Phillip warns Bill that Carl investigated,his,3.590836763381958
TwoEmbedding,warns,investigated,496,496_MMF_his,mmf,MatchMatchMismatch,poss,Phillip warns Bill that Sharon investigated,his,3.8849120140075684
TwoEmbedding,warns,investigated,496,496_MFM_his,mfm,MatchMismatchMatch,poss,Phillip warns Ellen that Carl investigated,his,3.904932737350464
TwoEmbedding,warns,investigated,496,496_MFF_his,mff,MatchMismatchMismatch,poss,Phillip warns Ellen that Sharon investigated,his,4.710366249084473
TwoEmbedding,warns,investigated,496,496_FMM_his,fmm,MismatchMatchMatch,poss,Kendra warns Bill that Carl investigated,his,3.371615171432495
TwoEmbedding,warns,investigated,496,496_FMF_his,fmf,MismatchMatchMismatch,poss,Kendra warns Bill that Sharon investigated,his,3.6321496963500977
TwoEmbedding,warns,investigated,496,496_FFM_his,ffm,MismatchMismatchMatch,poss,Kendra warns Ellen that Carl investigated,his,4.025046348571777
TwoEmbedding,warns,investigated,496,496_FFF_his,fff,MismatchMismatchMismatch,poss,Kendra warns Ellen that Sharon investigated,his,4.793454170227051
TwoEmbedding,warns,listens to,497,497_MMM_him,mmm,MatchMatchMatch,obj,Dennis warns the son that the nephew listens to,him,3.266606092453003
TwoEmbedding,warns,listens to,497,497_MMF_him,mmf,MatchMatchMismatch,obj,Dennis warns the son that Sheila listens to,him,2.3601441383361816
TwoEmbedding,warns,listens to,497,497_MFM_him,mfm,MatchMismatchMatch,obj,Dennis warns Christina that the nephew listens to,him,5.791404724121094
TwoEmbedding,warns,listens to,497,497_MFF_him,mff,MatchMismatchMismatch,obj,Dennis warns Christina that Sheila listens to,him,4.148219585418701
TwoEmbedding,warns,listens to,497,497_FMM_him,fmm,MismatchMatchMatch,obj,Emily warns the son that the nephew listens to,him,3.7134130001068115
TwoEmbedding,warns,listens to,497,497_FMF_him,fmf,MismatchMatchMismatch,obj,Emily warns the son that Sheila listens to,him,2.4096686840057373
TwoEmbedding,warns,listens to,497,497_FFM_him,ffm,MismatchMismatchMatch,obj,Emily warns Christina that the nephew listens to,him,6.2579121589660645
TwoEmbedding,warns,listens to,497,497_FFF_him,fff,MismatchMismatchMismatch,obj,Emily warns Christina that Sheila listens to,him,4.919137954711914
TwoEmbedding,warns,listens to,497,497_MMM_his,mmm,MatchMatchMatch,poss,Dennis warns the son that the nephew listens to,his,2.4081130027770996
TwoEmbedding,warns,listens to,497,497_MMF_his,mmf,MatchMatchMismatch,poss,Dennis warns the son that Sheila listens to,his,3.508864402770996
TwoEmbedding,warns,listens to,497,497_MFM_his,mfm,MatchMismatchMatch,poss,Dennis warns Christina that the nephew listens to,his,4.200140953063965
TwoEmbedding,warns,listens to,497,497_MFF_his,mff,MatchMismatchMismatch,poss,Dennis warns Christina that Sheila listens to,his,5.748157024383545
TwoEmbedding,warns,listens to,497,497_FMM_his,fmm,MismatchMatchMatch,poss,Emily warns the son that the nephew listens to,his,2.3683393001556396
TwoEmbedding,warns,listens to,497,497_FMF_his,fmf,MismatchMatchMismatch,poss,Emily warns the son that Sheila listens to,his,3.5273938179016113
TwoEmbedding,warns,listens to,497,497_FFM_his,ffm,MismatchMismatchMatch,poss,Emily warns Christina that the nephew listens to,his,4.360551834106445
TwoEmbedding,warns,listens to,497,497_FFF_his,fff,MismatchMismatchMismatch,poss,Emily warns Christina that Sheila listens to,his,6.419301986694336
TwoEmbedding,warned,did talk to,498,498_MMM_him,mmm,MatchMatchMatch,obj,Dennis warned Todd that Gregory did talk to,him,2.9015955924987793
TwoEmbedding,warned,did talk to,498,498_MMF_him,mmf,MatchMatchMismatch,obj,Dennis warned Todd that April did talk to,him,2.7985758781433105
TwoEmbedding,warned,did talk to,498,498_MFM_him,mfm,MatchMismatchMatch,obj,Dennis warned Elaine that Gregory did talk to,him,3.417275905609131
TwoEmbedding,warned,did talk to,498,498_MFF_him,mff,MatchMismatchMismatch,obj,Dennis warned Elaine that April did talk to,him,3.193606376647949
TwoEmbedding,warned,did talk to,498,498_FMM_him,fmm,MismatchMatchMatch,obj,Sonia warned Todd that Gregory did talk to,him,2.442126750946045
TwoEmbedding,warned,did talk to,498,498_FMF_him,fmf,MismatchMatchMismatch,obj,Sonia warned Todd that April did talk to,him,2.42720365524292
TwoEmbedding,warned,did talk to,498,498_FFM_him,ffm,MismatchMismatchMatch,obj,Sonia warned Elaine that Gregory did talk to,him,3.665520191192627
TwoEmbedding,warned,did talk to,498,498_FFF_him,fff,MismatchMismatchMismatch,obj,Sonia warned Elaine that April did talk to,him,3.75040864944458
TwoEmbedding,warned,did talk to,498,498_MMM_his,mmm,MatchMatchMatch,poss,Dennis warned Todd that Gregory did talk to,his,4.224260330200195
TwoEmbedding,warned,did talk to,498,498_MMF_his,mmf,MatchMatchMismatch,poss,Dennis warned Todd that April did talk to,his,5.462821006774902
TwoEmbedding,warned,did talk to,498,498_MFM_his,mfm,MatchMismatchMatch,poss,Dennis warned Elaine that Gregory did talk to,his,4.376163005828857
TwoEmbedding,warned,did talk to,498,498_MFF_his,mff,MatchMismatchMismatch,poss,Dennis warned Elaine that April did talk to,his,6.583187103271484
TwoEmbedding,warned,did talk to,498,498_FMM_his,fmm,MismatchMatchMatch,poss,Sonia warned Todd that Gregory did talk to,his,4.314005374908447
TwoEmbedding,warned,did talk to,498,498_FMF_his,fmf,MismatchMatchMismatch,poss,Sonia warned Todd that April did talk to,his,5.546549320220947
TwoEmbedding,warned,did talk to,498,498_FFM_his,ffm,MismatchMismatchMatch,poss,Sonia warned Elaine that Gregory did talk to,his,4.634175777435303
TwoEmbedding,warned,did talk to,498,498_FFF_his,fff,MismatchMismatchMismatch,poss,Sonia warned Elaine that April did talk to,his,7.2726922035217285
TwoEmbedding,informed,visits,499,499_MMM_him,mmm,MatchMatchMatch,obj,Martin informed Robert that Charles visits,him,1.8317251205444336
TwoEmbedding,informed,visits,499,499_MMF_him,mmf,MatchMatchMismatch,obj,Martin informed Robert that Debra visits,him,2.108555555343628
TwoEmbedding,informed,visits,499,499_MFM_him,mfm,MatchMismatchMatch,obj,Martin informed Holly that Charles visits,him,2.7842862606048584
TwoEmbedding,informed,visits,499,499_MFF_him,mff,MatchMismatchMismatch,obj,Martin informed Holly that Debra visits,him,2.9484760761260986
TwoEmbedding,informed,visits,499,499_FMM_him,fmm,MismatchMatchMatch,obj,Dana informed Robert that Charles visits,him,2.2003111839294434
TwoEmbedding,informed,visits,499,499_FMF_him,fmf,MismatchMatchMismatch,obj,Dana informed Robert that Debra visits,him,2.363191604614258
TwoEmbedding,informed,visits,499,499_FFM_him,ffm,MismatchMismatchMatch,obj,Dana informed Holly that Charles visits,him,3.5164954662323
TwoEmbedding,informed,visits,499,499_FFF_him,fff,MismatchMismatchMismatch,obj,Dana informed Holly that Debra visits,him,3.6442160606384277
TwoEmbedding,informed,visits,499,499_MMM_his,mmm,MatchMatchMatch,poss,Martin informed Robert that Charles visits,his,3.3748114109039307
TwoEmbedding,informed,visits,499,499_MMF_his,mmf,MatchMatchMismatch,poss,Martin informed Robert that Debra visits,his,4.599802017211914
TwoEmbedding,informed,visits,499,499_MFM_his,mfm,MatchMismatchMatch,poss,Martin informed Holly that Charles visits,his,4.0129852294921875
TwoEmbedding,informed,visits,499,499_MFF_his,mff,MatchMismatchMismatch,poss,Martin informed Holly that Debra visits,his,5.730818748474121
TwoEmbedding,informed,visits,499,499_FMM_his,fmm,MismatchMatchMatch,poss,Dana informed Robert that Charles visits,his,3.501291275024414
TwoEmbedding,informed,visits,499,499_FMF_his,fmf,MismatchMatchMismatch,poss,Dana informed Robert that Debra visits,his,4.7520551681518555
TwoEmbedding,informed,visits,499,499_FFM_his,ffm,MismatchMismatchMatch,poss,Dana informed Holly that Charles visits,his,4.331110000610352
TwoEmbedding,informed,visits,499,499_FFF_his,fff,MismatchMismatchMismatch,poss,Dana informed Holly that Debra visits,his,6.282212257385254
TwoEmbedding,showed,shouldn't hire,500,500_MMM_him,mmm,MatchMatchMatch,obj,The boyfriend showed Rodney that Marcus shouldn't hire,him,2.6264636516571045
TwoEmbedding,showed,shouldn't hire,500,500_MMF_him,mmf,MatchMatchMismatch,obj,The boyfriend showed Rodney that Dana shouldn't hire,him,1.488759160041809
TwoEmbedding,showed,shouldn't hire,500,500_MFM_him,mfm,MatchMismatchMatch,obj,The boyfriend showed this wife that Marcus shouldn't hire,him,3.7878198623657227
TwoEmbedding,showed,shouldn't hire,500,500_MFF_him,mff,MatchMismatchMismatch,obj,The boyfriend showed this wife that Dana shouldn't hire,him,2.1081321239471436
TwoEmbedding,showed,shouldn't hire,500,500_FMM_him,fmm,MismatchMatchMatch,obj,Heather showed Rodney that Marcus shouldn't hire,him,3.124255418777466
TwoEmbedding,showed,shouldn't hire,500,500_FMF_him,fmf,MismatchMatchMismatch,obj,Heather showed Rodney that Dana shouldn't hire,him,2.329515218734741
TwoEmbedding,showed,shouldn't hire,500,500_FFM_him,ffm,MismatchMismatchMatch,obj,Heather showed this wife that Marcus shouldn't hire,him,4.728658199310303
TwoEmbedding,showed,shouldn't hire,500,500_FFF_him,fff,MismatchMismatchMismatch,obj,Heather showed this wife that Dana shouldn't hire,him,2.9841957092285156
TwoEmbedding,showed,shouldn't hire,500,500_MMM_his,mmm,MatchMatchMatch,poss,The boyfriend showed Rodney that Marcus shouldn't hire,his,5.3938446044921875
TwoEmbedding,showed,shouldn't hire,500,500_MMF_his,mmf,MatchMatchMismatch,poss,The boyfriend showed Rodney that Dana shouldn't hire,his,6.723174571990967
TwoEmbedding,showed,shouldn't hire,500,500_MFM_his,mfm,MatchMismatchMatch,poss,The boyfriend showed this wife that Marcus shouldn't hire,his,5.235116481781006
TwoEmbedding,showed,shouldn't hire,500,500_MFF_his,mff,MatchMismatchMismatch,poss,The boyfriend showed this wife that Dana shouldn't hire,his,7.616822719573975
TwoEmbedding,showed,shouldn't hire,500,500_FMM_his,fmm,MismatchMatchMatch,poss,Heather showed Rodney that Marcus shouldn't hire,his,5.634758472442627
TwoEmbedding,showed,shouldn't hire,500,500_FMF_his,fmf,MismatchMatchMismatch,poss,Heather showed Rodney that Dana shouldn't hire,his,6.631287574768066
TwoEmbedding,showed,shouldn't hire,500,500_FFM_his,ffm,MismatchMismatchMatch,poss,Heather showed this wife that Marcus shouldn't hire,his,5.3146185874938965
TwoEmbedding,showed,shouldn't hire,500,500_FFF_his,fff,MismatchMismatchMismatch,poss,Heather showed this wife that Dana shouldn't hire,his,7.741237640380859
TwoEmbedding,showed,hadn't complained about,501,501_MMM_him,mmm,MatchMatchMatch,obj,Brian showed Brad that Richard hadn't complained about,him,3.878465414047241
TwoEmbedding,showed,hadn't complained about,501,501_MMF_him,mmf,MatchMatchMismatch,obj,Brian showed Brad that the sister hadn't complained about,him,3.7511796951293945
TwoEmbedding,showed,hadn't complained about,501,501_MFM_him,mfm,MatchMismatchMatch,obj,Brian showed Denise that Richard hadn't complained about,him,5.186439037322998
TwoEmbedding,showed,hadn't complained about,501,501_MFF_him,mff,MatchMismatchMismatch,obj,Brian showed Denise that the sister hadn't complained about,him,4.450829029083252
TwoEmbedding,showed,hadn't complained about,501,501_FMM_him,fmm,MismatchMatchMatch,obj,Maria showed Brad that Richard hadn't complained about,him,3.9592955112457275
TwoEmbedding,showed,hadn't complained about,501,501_FMF_him,fmf,MismatchMatchMismatch,obj,Maria showed Brad that the sister hadn't complained about,him,3.550279378890991
TwoEmbedding,showed,hadn't complained about,501,501_FFM_him,ffm,MismatchMismatchMatch,obj,Maria showed Denise that Richard hadn't complained about,him,5.947153568267822
TwoEmbedding,showed,hadn't complained about,501,501_FFF_him,fff,MismatchMismatchMismatch,obj,Maria showed Denise that the sister hadn't complained about,him,5.05974817276001
TwoEmbedding,showed,hadn't complained about,501,501_MMM_his,mmm,MatchMatchMatch,poss,Brian showed Brad that Richard hadn't complained about,his,2.66215443611145
TwoEmbedding,showed,hadn't complained about,501,501_MMF_his,mmf,MatchMatchMismatch,poss,Brian showed Brad that the sister hadn't complained about,his,3.700917959213257
TwoEmbedding,showed,hadn't complained about,501,501_MFM_his,mfm,MatchMismatchMatch,poss,Brian showed Denise that Richard hadn't complained about,his,3.003732442855835
TwoEmbedding,showed,hadn't complained about,501,501_MFF_his,mff,MatchMismatchMismatch,poss,Brian showed Denise that the sister hadn't complained about,his,4.604673862457275
TwoEmbedding,showed,hadn't complained about,501,501_FMM_his,fmm,MismatchMatchMatch,poss,Maria showed Brad that Richard hadn't complained about,his,2.6515352725982666
TwoEmbedding,showed,hadn't complained about,501,501_FMF_his,fmf,MismatchMatchMismatch,poss,Maria showed Brad that the sister hadn't complained about,his,3.722780704498291
TwoEmbedding,showed,hadn't complained about,501,501_FFM_his,ffm,MismatchMismatchMatch,poss,Maria showed Denise that Richard hadn't complained about,his,3.152913808822632
TwoEmbedding,showed,hadn't complained about,501,501_FFF_his,fff,MismatchMismatchMismatch,poss,Maria showed Denise that the sister hadn't complained about,his,5.299487113952637
TwoEmbedding,alerted,hasn't listened to,502,502_MMM_him,mmm,MatchMatchMatch,obj,Guy alerted that grandfather that Jeffrey hasn't listened to,him,1.952641487121582
TwoEmbedding,alerted,hasn't listened to,502,502_MMF_him,mmf,MatchMatchMismatch,obj,Guy alerted that grandfather that Wendy hasn't listened to,him,1.9239706993103027
TwoEmbedding,alerted,hasn't listened to,502,502_MFM_him,mfm,MatchMismatchMatch,obj,Guy alerted Tamara that Jeffrey hasn't listened to,him,5.099790096282959
TwoEmbedding,alerted,hasn't listened to,502,502_MFF_him,mff,MatchMismatchMismatch,obj,Guy alerted Tamara that Wendy hasn't listened to,him,3.5824835300445557
TwoEmbedding,alerted,hasn't listened to,502,502_FMM_him,fmm,MismatchMatchMatch,obj,Christina alerted that grandfather that Jeffrey hasn't listened to,him,3.087174415588379
TwoEmbedding,alerted,hasn't listened to,502,502_FMF_him,fmf,MismatchMatchMismatch,obj,Christina alerted that grandfather that Wendy hasn't listened to,him,2.1876933574676514
TwoEmbedding,alerted,hasn't listened to,502,502_FFM_him,ffm,MismatchMismatchMatch,obj,Christina alerted Tamara that Jeffrey hasn't listened to,him,6.365280628204346
TwoEmbedding,alerted,hasn't listened to,502,502_FFF_him,fff,MismatchMismatchMismatch,obj,Christina alerted Tamara that Wendy hasn't listened to,him,5.880529880523682
TwoEmbedding,alerted,hasn't listened to,502,502_MMM_his,mmm,MatchMatchMatch,poss,Guy alerted that grandfather that Jeffrey hasn't listened to,his,1.8179185390472412
TwoEmbedding,alerted,hasn't listened to,502,502_MMF_his,mmf,MatchMatchMismatch,poss,Guy alerted that grandfather that Wendy hasn't listened to,his,2.5743250846862793
TwoEmbedding,alerted,hasn't listened to,502,502_MFM_his,mfm,MatchMismatchMatch,poss,Guy alerted Tamara that Jeffrey hasn't listened to,his,2.890285015106201
TwoEmbedding,alerted,hasn't listened to,502,502_MFF_his,mff,MatchMismatchMismatch,poss,Guy alerted Tamara that Wendy hasn't listened to,his,4.431678771972656
TwoEmbedding,alerted,hasn't listened to,502,502_FMM_his,fmm,MismatchMatchMatch,poss,Christina alerted that grandfather that Jeffrey hasn't listened to,his,2.4186887741088867
TwoEmbedding,alerted,hasn't listened to,502,502_FMF_his,fmf,MismatchMatchMismatch,poss,Christina alerted that grandfather that Wendy hasn't listened to,his,3.1451964378356934
TwoEmbedding,alerted,hasn't listened to,502,502_FFM_his,ffm,MismatchMismatchMatch,poss,Christina alerted Tamara that Jeffrey hasn't listened to,his,3.389263153076172
TwoEmbedding,alerted,hasn't listened to,502,502_FFF_his,fff,MismatchMismatchMismatch,poss,Christina alerted Tamara that Wendy hasn't listened to,his,6.486515998840332
TwoEmbedding,alerted,stunned,503,503_MMM_him,mmm,MatchMatchMatch,obj,Carlos alerted Marcus that Bill stunned,him,1.8804446458816528
TwoEmbedding,alerted,stunned,503,503_MMF_him,mmf,MatchMatchMismatch,obj,Carlos alerted Marcus that Connie stunned,him,1.7871451377868652
TwoEmbedding,alerted,stunned,503,503_MFM_him,mfm,MatchMismatchMatch,obj,Carlos alerted Brenda that Bill stunned,him,4.324232578277588
TwoEmbedding,alerted,stunned,503,503_MFF_him,mff,MatchMismatchMismatch,obj,Carlos alerted Brenda that Connie stunned,him,2.569664239883423
TwoEmbedding,alerted,stunned,503,503_FMM_him,fmm,MismatchMatchMatch,obj,Lisa alerted Marcus that Bill stunned,him,2.840785264968872
TwoEmbedding,alerted,stunned,503,503_FMF_him,fmf,MismatchMatchMismatch,obj,Lisa alerted Marcus that Connie stunned,him,1.7911826372146606
TwoEmbedding,alerted,stunned,503,503_FFM_him,ffm,MismatchMismatchMatch,obj,Lisa alerted Brenda that Bill stunned,him,6.250667572021484
TwoEmbedding,alerted,stunned,503,503_FFF_him,fff,MismatchMismatchMismatch,obj,Lisa alerted Brenda that Connie stunned,him,4.0463666915893555
TwoEmbedding,alerted,stunned,503,503_MMM_his,mmm,MatchMatchMatch,poss,Carlos alerted Marcus that Bill stunned,his,4.062211036682129
