item,exp,pronoun,cond,contrast,sent,target,/data/gpt2-xl_surp
16,1,she,m,Mismatch,"When she was near,",Ronald,15.764463424682617
16,1,she,f,Match,"When she was near,",Laurie,17.365299224853516
16,1,he,f,Mismatch,"When he was near,",Heidi,17.971923828125
17,1,he,m,Match,"When he was in court, the",husband,12.106226921081543
17,1,she,m,Mismatch,"When she was in court,",George,13.539064407348633
17,1,she,f,Match,"When she was in court,",Veronica,16.74545669555664
17,1,he,f,Mismatch,"When he was in court,",Gina,17.626861572265625
18,1,he,m,Match,"When he was poorly, the",boyfriend,15.273200988769531
18,1,she,m,Mismatch,"When she was poorly,",Gary,16.202274322509766
18,1,she,f,Match,"When she was poorly,",Samantha,15.763219833374023
18,1,he,f,Mismatch,"When he was poorly,",Florence,18.686119079589844
19,1,he,m,Match,"When he arrived,",George,12.320772171020508
19,1,she,m,Mismatch,"When she arrived,",Stephen,13.738872528076172
19,1,she,f,Match,"When she arrived,",Carolyn,15.590869903564453
19,1,he,f,Mismatch,"When he arrived,",Tiffany,16.512845993041992
20,1,he,m,Match,"When he was appointed,",William,12.60936450958252
20,1,she,m,Mismatch,"When she was appointed, the",grandson,16.32240867614746
20,1,she,f,Match,"When she was appointed,",Victoria,14.022305488586426
20,1,he,f,Mismatch,"When he was appointed,",Ellen,16.577783584594727
21,1,he,m,Match,"When he was fired,",Bill,11.05940055847168
21,1,she,m,Mismatch,"When she was fired,",Adam,14.608658790588379
21,1,she,f,Match,"When she was fired,",Martha,16.390073776245117
21,1,he,f,Mismatch,"When he was fired,",Susan,14.640425682067871
22,1,he,m,Match,"When he was close,",Paul,13.668170928955078
22,1,she,m,Mismatch,"When she was close,",Todd,15.814078330993652
22,1,she,f,Match,"When she was close,",Ruth,15.2576322555542
22,1,he,f,Mismatch,"When he was close,",Jessica,15.879680633544922
23,1,he,m,Match,"When he was retired,",Omar,16.38932228088379
23,1,she,m,Mismatch,"When she was retired,",Theodore,15.940537452697754
23,1,she,f,Match,"When she was retired,",Florence,15.107878684997559
23,1,he,f,Mismatch,"When he was retired,",Katherine,16.50435447692871
24,1,he,m,Match,"When he was abroad,",Kenneth,16.446796417236328
24,1,she,m,Mismatch,"When she was abroad,",Curtis,18.0228271484375
24,1,she,f,Match,"When she was abroad,",Diana,13.909320831298828
24,1,he,f,Mismatch,"When he was abroad,",Caroline,16.330198287963867
25,1,he,m,Match,"When he was discovered,",Paul,12.97011661529541
25,1,she,m,Mismatch,"When she was discovered, the",brother,12.214850425720215
25,1,she,f,Match,"When she was discovered,",Heidi,16.190284729003906
25,1,he,f,Mismatch,"When he was discovered,",Carolyn,17.99872589111328
26,1,he,m,Match,"When he was busy, the",brother,11.993812561035156
26,1,she,m,Mismatch,"When she was busy,",Roger,15.476580619812012
26,1,she,f,Match,"When she was busy,",Ruth,14.909517288208008
26,1,he,f,Mismatch,"When he was busy,",Patricia,16.398649215698242
27,1,he,m,Match,"When he was twenty-one,",Derek,15.834962844848633
27,1,she,m,Mismatch,"When she was twenty-one,",Gary,15.17409610748291
27,1,she,f,Match,"When she was twenty-one,",Caroline,13.192975044250488
27,1,he,f,Mismatch,"When he was twenty-one,",Julia,14.18698501586914
28,1,he,m,Match,"When he was annoyed,",Bill,12.800585746765137
28,1,she,m,Mismatch,"When she was annoyed,",Omar,18.094532012939453
28,1,she,f,Match,"When she was annoyed,",Laurie,17.724245071411133
28,1,he,f,Mismatch,"When he was annoyed,",Laurie,18.080890655517578
29,1,he,m,Match,"When he was in church,",Derek,18.485797882080078
29,1,she,m,Mismatch,"When she was in church,",Douglas,18.05448341369629
29,1,she,f,Match,"When she was in church,",Sonia,17.64738655090332
29,1,he,f,Mismatch,"When he was in church,",Valerie,18.84544563293457
30,1,he,m,Match,"When he was banished,",Alan,15.792040824890137
30,1,she,m,Mismatch,"When she was banished,",Derek,18.207996368408203
30,1,she,f,Match,"When she was banished,",Erin,14.849091529846191
30,1,he,f,Mismatch,"When he was banished,",Sonia,18.393281936645508
31,1,he,m,Match,"When he was angry,",Daniel,15.432103157043457
31,1,she,m,Mismatch,"When she was angry,",Todd,16.564836502075195
31,1,she,f,Match,"When she was angry,",Erin,14.234384536743164
31,1,he,f,Mismatch,"When he was angry,",Julia,16.20716094970703
32,1,he,m,Match,"When he was distraught,",Paul,13.215307235717773
32,1,she,m,Mismatch,"When she was distraught, the",boy,7.083388805389404
32,1,she,f,Match,"When she was distraught,",Heidi,15.816094398498535
32,1,he,f,Mismatch,"When he was distraught,",Barbara,16.349679946899414
1,1,he,m,Match,"When he was off work,",Joel,17.04048728942871
1,1,she,m,Mismatch,"When she was off work,",Alan,16.36111068725586
1,1,she,f,Match,"When she was off work,",Rebecca,14.070723533630371
1,1,he,f,Mismatch,"When he was off work,",Stacy,17.924293518066406
2,1,he,m,Match,"When he arrived,",Raymond,14.950185775756836
2,1,she,m,Mismatch,"When she arrived,",Mitchell,14.501964569091797
2,1,she,f,Match,"When she arrived,",Samantha,14.871928215026855
2,1,he,f,Mismatch,"When he arrived,",Lisa,14.238122940063477
3,1,he,m,Match,"When he was fed up, the",boy,7.08977746963501
3,1,she,m,Mismatch,"When she was fed up,",Daniel,13.70666217803955
3,1,she,f,Match,"When she was fed up,",Lisa,13.222131729125977
3,1,he,f,Mismatch,"When he was fed up,",Jessica,16.941650390625
4,1,he,m,Match,"When he was talking,",Carlos,15.344330787658691
4,1,she,m,Mismatch,"When she was talking,",Peter,13.015761375427246
4,1,she,f,Match,"When she was talking,",Diana,14.468969345092773
4,1,he,f,Mismatch,"When he was talking, the",lady,9.825551986694336
5,1,he,m,Match,"When he was nearby,",Stephen,14.4520263671875
5,1,she,m,Mismatch,"When she was nearby,",Peter,13.052239418029785
5,1,she,f,Match,"When she was nearby, the",daughter,10.577553749084473
5,1,he,f,Mismatch,"When he was nearby,",Katherine,16.444807052612305
6,1,he,m,Match,"When he was lost,",Walter,15.187701225280762
6,1,she,m,Mismatch,"When she was lost, the",boyfriend,13.642318725585938
6,1,she,f,Match,"When she was lost,",Jessica,14.187128067016602
6,1,he,f,Mismatch,"When he was lost,",Paula,17.815797805786133
7,1,he,m,Match,"When he was bad-tempered,",Daniel,16.79220962524414
7,1,she,m,Mismatch,"When she was bad-tempered,",James,13.707974433898926
7,1,she,f,Match,"When she was bad-tempered,",Sarah,13.500862121582031
7,1,he,f,Mismatch,"When he was bad-tempered, the",actress,13.135416030883789
8,1,he,m,Match,"When he was jealous,",Alan,17.729833602905273
8,1,she,m,Mismatch,"When she was jealous,",Matt,14.627753257751465
8,1,she,f,Match,"When she was jealous,",Amy,12.177127838134766
8,1,he,f,Mismatch,"When he was jealous,",Rachel,16.418296813964844
9,1,he,m,Match,"When he was in residence,",Craig,13.763171195983887
9,1,she,m,Mismatch,"When she was in residence,",Stephen,14.028071403503418
9,1,she,f,Match,"When she was in residence,",Heidi,15.279305458068848
9,1,he,f,Mismatch,"When he was in residence, the",grandmother,14.448471069335938
10,1,he,m,Match,"When he was introduced,",Martin,11.839683532714844
10,1,she,m,Mismatch,"When she was introduced,",Curtis,15.619890213012695
10,1,she,f,Match,"When she was introduced,",Heather,13.794321060180664
10,1,he,f,Mismatch,"When he was introduced,",Lisa,14.503808975219727
11,1,he,m,Match,"When he arrived,",Mitchell,14.326584815979004
11,1,she,m,Mismatch,"When she arrived,",Peter,12.638130187988281
11,1,she,f,Match,"When she arrived,",Eva,14.512141227722168
11,1,he,f,Mismatch,"When he arrived,",Valerie,16.341093063354492
12,1,he,m,Match,"When he felt sad,",Bill,14.409574508666992
12,1,she,m,Mismatch,"When she felt sad,",Derek,19.063749313354492
12,1,she,f,Match,"When she felt sad,",Jennifer,14.620741844177246
12,1,he,f,Mismatch,"When he felt sad,",Veronica,17.99877166748047
13,1,he,m,Match,"When he was present,",Bill,13.004122734069824
13,1,she,m,Mismatch,"When she was present,",Michael,12.273550033569336
13,1,she,f,Match,"When she was present,",Laurie,16.71183967590332
13,1,he,f,Mismatch,"When he was present,",Ruth,15.001937866210938
14,1,he,m,Match,"When he was depressed,",Stephen,14.654311180114746
14,1,she,m,Mismatch,"When she was depressed,",Curtis,18.483722686767578
14,1,she,f,Match,"When she was depressed, the",actress,10.715838432312012
14,1,he,f,Mismatch,"When he was depressed,",Cindy,19.251184463500977
15,1,he,m,Match,"When he was around,",Lawrence,15.731818199157715
15,1,she,m,Mismatch,"When she was around,",Adam,14.478886604309082
15,1,she,f,Match,"When she was around,",Donna,14.95455551147461
15,1,he,f,Mismatch,"When he was around,",Tara,17.54346466064453
16,1,he,m,Match,"When he was near,",Craig,16.877748489379883
16,1,she,m,Mismatch,"When she was near,",Frank,14.469833374023438
16,1,she,f,Match,"When she was near, the",actress,13.682573318481445
16,1,he,f,Mismatch,"When he was near,",Donna,16.7174129486084
17,1,he,m,Match,"When he was in court,",Gerald,16.267332077026367
17,1,she,m,Mismatch,"When she was in court,",Daniel,13.877967834472656
17,1,she,f,Match,"When she was in court,",Tara,16.502599716186523
17,1,he,f,Mismatch,"When he was in court,",Monica,17.419189453125
18,1,he,m,Match,"When he was poorly,",Matt,13.450237274169922
18,1,she,m,Mismatch,"When she was poorly,",Peter,14.283256530761719
18,1,she,f,Match,"When she was poorly,",Stacy,17.54005241394043
18,1,he,f,Mismatch,"When he was poorly,",Sonia,17.35004234313965
19,1,he,m,Match,"When he arrived, the",brother,11.898664474487305
19,1,she,m,Mismatch,"When she arrived,",Martin,12.893184661865234
19,1,she,f,Match,"When she arrived,",Allison,14.323457717895508
19,1,he,f,Mismatch,"When he arrived,",Leslie,15.192508697509766
20,1,he,m,Match,"When he was appointed,",Gary,14.194419860839844
20,1,she,m,Mismatch,"When she was appointed,",Curtis,16.364334106445312
20,1,she,f,Match,"When she was appointed,",Katherine,15.863714218139648
20,1,he,f,Mismatch,"When he was appointed,",Paula,17.281667709350586
21,1,he,m,Match,"When he was fired, the",brother,12.91732406616211
21,1,she,m,Mismatch,"When she was fired,",Gary,13.747526168823242
21,1,she,f,Match,"When she was fired,",Samantha,15.963027954101562
21,1,he,f,Mismatch,"When he was fired,",Rebecca,16.43653106689453
22,1,he,m,Match,"When he was close, the",husband,12.411602973937988
22,1,she,m,Mismatch,"When she was close,",William,13.450671195983887
22,1,she,f,Match,"When she was close,",Barbara,15.706584930419922
22,1,he,f,Mismatch,"When he was close,",Sandra,17.46938705444336
23,1,he,m,Match,"When he was retired,",Curtis,14.687453269958496
23,1,she,m,Mismatch,"When she was retired,",Daniel,13.778681755065918
23,1,she,f,Match,"When she was retired,",Tara,15.510334968566895
23,1,he,f,Mismatch,"When he was retired,",Donna,15.676617622375488
24,1,he,m,Match,"When he was abroad,",Roger,15.21290111541748
24,1,she,m,Mismatch,"When she was abroad,",George,12.380820274353027
24,1,she,f,Match,"When she was abroad,",April,14.637700080871582
24,1,he,f,Mismatch,"When he was abroad,",Katherine,16.63901710510254
25,1,he,m,Match,"When he was discovered, the",man,5.478119850158691
25,1,she,m,Mismatch,"When she was discovered,",Peter,14.0143404006958
25,1,she,f,Match,"When she was discovered,",Heather,15.262680053710938
25,1,he,f,Mismatch,"When he was discovered,",Jessica,16.206262588500977
26,1,he,m,Match,"When he was busy,",Raymond,16.429874420166016
26,1,she,m,Mismatch,"When she was busy,",Stephen,14.268518447875977
26,1,she,f,Match,"When she was busy,",Allison,16.22393226623535
26,1,he,f,Mismatch,"When he was busy,",Barbara,14.855110168457031
27,1,he,m,Match,"When he was twenty-one,",Lawrence,13.976222038269043
27,1,she,m,Mismatch,"When she was twenty-one, the",husband,8.867165565490723
27,1,she,f,Match,"When she was twenty-one,",Jessica,12.830748558044434
27,1,he,f,Mismatch,"When he was twenty-one,",Pamela,16.371524810791016
28,1,he,m,Match,"When he was annoyed,",Michael,13.0177640914917
28,1,she,m,Mismatch,"When she was annoyed,",Peter,13.614047050476074
28,1,she,f,Match,"When she was annoyed,",Andrea,14.226093292236328
28,1,he,f,Mismatch,"When he was annoyed,",Nina,16.12080955505371
29,1,he,m,Match,"When he was in church,",Gerald,17.601511001586914
29,1,she,m,Mismatch,"When she was in church,",Frank,14.709929466247559
29,1,she,f,Match,"When she was in church,",Martha,15.193411827087402
29,1,he,f,Mismatch,"When he was in church, the",grandmother,13.573348999023438
30,1,he,m,Match,"When he was banished, the",boyfriend,17.466121673583984
30,1,she,m,Mismatch,"When she was banished,",Roger,15.43575668334961
30,1,she,f,Match,"When she was banished,",Elaine,14.005562782287598
30,1,he,f,Mismatch,"When he was banished,",Erin,17.953638076782227
31,1,he,m,Match,"When he was angry,",Roger,16.006986618041992
31,1,she,m,Mismatch,"When she was angry,",Walter,16.018117904663086
31,1,she,f,Match,"When she was angry,",Allison,16.482511520385742
31,1,he,f,Mismatch,"When he was angry,",Ellen,18.72294807434082
32,1,he,m,Match,"When he was distraught,",Curtis,17.471405029296875
32,1,she,m,Mismatch,"When she was distraught,",Raymond,17.255704879760742
32,1,she,f,Match,"When she was distraught,",Allison,16.172565460205078
32,1,he,f,Mismatch,"When he was distraught,",Heidi,17.819454193115234
1,1,he,m,Match,"When he was off work,",Gary,15.10319995880127
1,1,she,m,Mismatch,"When she was off work, the",boyfriend,9.922414779663086
1,1,she,f,Match,"When she was off work,",Jennifer,14.17663860321045
1,1,he,f,Mismatch,"When he was off work,",Andrea,15.155994415283203
2,1,he,m,Match,"When he arrived,",Martin,12.629021644592285
2,1,she,m,Mismatch,"When she arrived, the",man,5.4197492599487305
2,1,she,f,Match,"When she arrived,",Katherine,15.105469703674316
2,1,he,f,Mismatch,"When he arrived,",Jennifer,14.743573188781738
3,1,he,m,Match,"When he was fed up,",Martin,12.746858596801758
3,1,she,m,Mismatch,"When she was fed up,",Lawrence,16.11701774597168
3,1,she,f,Match,"When she was fed up,",Theresa,15.524529457092285
3,1,he,f,Mismatch,"When he was fed up,",Martha,16.282922744750977
4,1,he,m,Match,"When he was talking,",Vincent,16.60390853881836
4,1,she,m,Mismatch,"When she was talking,",Michael,12.688655853271484
4,1,she,f,Match,"When she was talking,",Cindy,15.164677619934082
4,1,he,f,Mismatch,"When he was talking,",Valerie,17.25263023376465
5,1,he,m,Match,"When he was nearby,",Martin,13.170804023742676
5,1,she,m,Mismatch,"When she was nearby,",Martin,13.869955062866211
5,1,she,f,Match,"When she was nearby,",Martha,15.031417846679688
5,1,he,f,Mismatch,"When he was nearby,",Eva,16.318374633789062
6,1,he,m,Match,"When he was lost,",James,11.846561431884766
6,1,she,m,Mismatch,"When she was lost,",Peter,13.032440185546875
6,1,she,f,Match,"When she was lost,",Patricia,15.681574821472168
6,1,he,f,Mismatch,"When he was lost,",Sara,17.00190544128418
7,1,he,m,Match,"When he was bad-tempered,",Gerald,17.985197067260742
7,1,she,m,Mismatch,"When she was bad-tempered,",Carl,15.949514389038086
7,1,she,f,Match,"When she was bad-tempered,",Sara,16.90822982788086
7,1,he,f,Mismatch,"When he was bad-tempered,",Elaine,15.730669975280762
8,1,he,m,Match,"When he was jealous,",Roger,16.647132873535156
8,1,she,m,Mismatch,"When she was jealous,",Carl,15.402880668640137
8,1,she,f,Match,"When she was jealous, the",daughter,9.410442352294922
8,1,he,f,Mismatch,"When he was jealous,",Ruth,15.886871337890625
9,1,he,m,Match,"When he was in residence,",Vincent,14.989392280578613
9,1,she,m,Mismatch,"When she was in residence, the",grandfather,14.429723739624023
9,1,she,f,Match,"When she was in residence, the",niece,14.539212226867676
9,1,he,f,Mismatch,"When he was in residence,",Heidi,17.253034591674805
10,1,he,m,Match,"When he was introduced,",Michael,11.390570640563965
10,1,she,m,Mismatch,"When she was introduced, the",boyfriend,13.750934600830078
10,1,she,f,Match,"When she was introduced,",Sara,13.707806587219238
10,1,he,f,Mismatch,"When he was introduced,",Margaret,15.011787414550781
11,1,he,m,Match,"When he arrived,",Jerry,14.026098251342773
11,1,she,m,Mismatch,"When she arrived,",Michael,11.888590812683105
11,1,she,f,Match,"When she arrived, the",daughter,9.933900833129883
11,1,he,f,Mismatch,"When he arrived,",Carolyn,16.762907028198242
12,1,he,m,Match,"When he felt sad,",Gerald,17.839746475219727
12,1,she,m,Mismatch,"When she felt sad,",Peter,14.442052841186523
12,1,she,f,Match,"When she felt sad,",Diane,15.9487886428833
12,1,he,f,Mismatch,"When he felt sad,",Barbara,16.686046600341797
13,1,he,m,Match,"When he was present,",Michael,12.299186706542969
13,1,she,m,Mismatch,"When she was present,",James,11.179717063903809
13,1,she,f,Match,"When she was present,",Rebecca,13.580145835876465
13,1,he,f,Mismatch,"When he was present,",Monica,16.194412231445312
14,1,he,m,Match,"When he was depressed,",Gregory,17.20676612854004
14,1,she,m,Mismatch,"When she was depressed,",Derek,18.30252456665039
14,1,she,f,Match,"When she was depressed,",Heidi,16.547571182250977
14,1,he,f,Mismatch,"When he was depressed,",Heather,16.32419776916504
15,1,he,m,Match,"When he was around,",Matt,13.395627975463867
15,1,she,m,Mismatch,"When she was around,",Paul,13.387924194335938
15,1,she,f,Match,"When she was around, the",niece,14.82258415222168
15,1,he,f,Mismatch,"When he was around,",Ruth,16.130678176879883
16,1,he,m,Match,"When he was near, the",grandfather,14.426522254943848
16,1,she,m,Mismatch,"When she was near,",Theodore,16.8543758392334
16,1,she,f,Match,"When she was near,",Margaret,15.154800415039062
16,1,he,f,Mismatch,"When he was near,",Theresa,17.244478225708008
17,1,he,m,Match,"When he was in court,",Walter,15.66185188293457
17,1,she,m,Mismatch,"When she was in court,",Patrick,15.442473411560059
17,1,she,f,Match,"When she was in court,",Gina,16.061595916748047
17,1,he,f,Mismatch,"When he was in court,",Lisa,14.95272159576416
18,1,he,m,Match,"When he was poorly,",Scott,13.871212005615234
18,1,she,m,Mismatch,"When she was poorly,",Craig,16.432601928710938
18,1,she,f,Match,"When she was poorly,",Lisa,13.591053009033203
18,1,he,f,Mismatch,"When he was poorly,",Patricia,18.422006607055664
19,1,he,m,Match,"When he arrived,",Lawrence,14.548486709594727
19,1,she,m,Mismatch,"When she arrived,",Matt,12.16911792755127
19,1,she,f,Match,"When she arrived,",Melissa,12.616666793823242
19,1,he,f,Mismatch,"When he arrived,",Emily,14.566614151000977
20,1,he,m,Match,"When he was appointed,",Peter,12.228026390075684
20,1,she,m,Mismatch,"When she was appointed, the",boyfriend,15.717791557312012
20,1,she,f,Match,"When she was appointed,",Nina,16.164636611938477
20,1,he,f,Mismatch,"When he was appointed,",Stacy,18.775205612182617
21,1,he,m,Match,"When he was fired, the",boyfriend,15.038415908813477
21,1,she,m,Mismatch,"When she was fired,",Raymond,15.775938034057617
21,1,she,f,Match,"When she was fired,",Theresa,15.891192436218262
21,1,he,f,Mismatch,"When he was fired,",Eva,17.795194625854492
22,1,he,m,Match,"When he was close,",Stephen,14.443438529968262
22,1,she,m,Mismatch,"When she was close, the",brother,12.11227798461914
22,1,she,f,Match,"When she was close,",Heidi,16.38873863220215
22,1,he,f,Mismatch,"When he was close,",Melissa,16.610586166381836
23,1,he,m,Match,"When he was retired, the",grandfather,13.28753662109375
23,1,she,m,Mismatch,"When she was retired, the",boyfriend,13.75092887878418
23,1,she,f,Match,"When she was retired,",Stacy,15.953965187072754
23,1,he,f,Mismatch,"When he was retired, the",daughter,11.973298072814941
24,1,he,m,Match,"When he was abroad,",Raymond,15.460465431213379
24,1,she,m,Mismatch,"When she was abroad,",Lawrence,15.449106216430664
24,1,she,f,Match,"When she was abroad,",Holly,15.55808162689209
24,1,he,f,Mismatch,"When he was abroad, the",niece,16.25889778137207
25,1,he,m,Match,"When he was discovered,",Patrick,14.830228805541992
25,1,she,m,Mismatch,"When she was discovered,",Gregory,15.586285591125488
25,1,she,f,Match,"When she was discovered,",Margaret,15.165452003479004
25,1,he,f,Mismatch,"When he was discovered,",Theresa,17.598356246948242
26,1,he,m,Match,"When he was busy,",Robert,12.718350410461426
26,1,she,m,Mismatch,"When she was busy,",Craig,15.891777038574219
26,1,she,f,Match,"When she was busy,",Diane,14.602566719055176
26,1,he,f,Mismatch,"When he was busy,",Stacy,19.04880714416504
27,1,he,m,Match,"When he was twenty-one,",James,10.255828857421875
27,1,she,m,Mismatch,"When she was twenty-one,",Stephen,13.699507713317871
27,1,she,f,Match,"When she was twenty-one,",Eva,14.378997802734375
27,1,he,f,Mismatch,"When he was twenty-one,",Wendy,17.398548126220703
28,1,he,m,Match,"When he was annoyed, the",grandfather,13.288692474365234
28,1,she,m,Mismatch,"When she was annoyed,",Walter,16.125263214111328
28,1,she,f,Match,"When she was annoyed,",Nina,14.60591983795166
28,1,he,f,Mismatch,"When he was annoyed,",Theresa,17.359149932861328
29,1,he,m,Match,"When he was in church,",Matt,14.21436882019043
29,1,she,m,Mismatch,"When she was in church,",Lawrence,17.084718704223633
29,1,she,f,Match,"When she was in church,",Amy,13.970394134521484
29,1,he,f,Mismatch,"When he was in church,",Carmen,20.166105270385742
30,1,he,m,Match,"When he was banished,",Matt,14.374836921691895
30,1,she,m,Mismatch,"When she was banished,",Patrick,16.07271385192871
30,1,she,f,Match,"When she was banished,",Paula,16.241548538208008
30,1,he,f,Mismatch,"When he was banished,",Rebecca,16.671316146850586
31,1,he,m,Match,"When he was angry,",Peter,13.984718322753906
31,1,she,m,Mismatch,"When she was angry,",Craig,16.450376510620117
31,1,she,f,Match,"When she was angry,",Eva,17.347009658813477
31,1,he,f,Mismatch,"When he was angry,",Amy,15.59927749633789
32,1,he,m,Match,"When he was distraught,",Alan,16.448871612548828
32,1,she,m,Mismatch,"When she was distraught,",Martin,13.113253593444824
32,1,she,f,Match,"When she was distraught,",Jennifer,14.035223007202148
32,1,he,f,Mismatch,"When he was distraught,",Jessica,16.102073669433594
1,1,he,m,Match,"When he was off work,",Rodney,16.745609283447266
1,1,she,m,Mismatch,"When she was off work,",James,13.046754837036133
1,1,she,f,Match,"When she was off work,",Diane,14.815014839172363
1,1,he,f,Mismatch,"When he was off work,",Gina,17.77788734436035
2,1,he,m,Match,"When he arrived,",Matt,12.719200134277344
2,1,she,m,Mismatch,"When she arrived,",Walter,14.581463813781738
2,1,she,f,Match,"When she arrived,",Theresa,14.798982620239258
2,1,he,f,Mismatch,"When he arrived,",Rose,12.991168975830078
3,1,he,m,Match,"When he was fed up,",Michael,12.409260749816895
3,1,she,m,Mismatch,"When she was fed up,",Robert,13.79214859008789
3,1,she,f,Match,"When she was fed up,",Heather,14.998369216918945
3,1,he,f,Mismatch,"When he was fed up,",Brenda,18.030834197998047
4,1,he,m,Match,"When he was talking, the",son,10.776297569274902
4,1,she,m,Mismatch,"When she was talking,",Carl,14.984110832214355
4,1,she,f,Match,"When she was talking,",Jennifer,13.958624839782715
4,1,he,f,Mismatch,"When he was talking, the",grandmother,14.054181098937988
5,1,he,m,Match,"When he was nearby,",Marcus,13.73685359954834
5,1,she,m,Mismatch,"When she was nearby,",Rodney,16.549560546875
5,1,she,f,Match,"When she was nearby,",Brenda,15.962369918823242
5,1,he,f,Mismatch,"When he was nearby,",Sara,14.654058456420898
6,1,he,m,Match,"When he was lost,",Matt,14.70273494720459
6,1,she,m,Mismatch,"When she was lost,",Stephen,15.653178215026855
6,1,she,f,Match,"When she was lost,",Dawn,15.847444534301758
6,1,he,f,Mismatch,"When he was lost,",Nancy,16.784679412841797
7,1,he,m,Match,"When he was bad-tempered,",Lawrence,16.5064697265625
7,1,she,m,Mismatch,"When she was bad-tempered,",Robert,14.89013957977295
7,1,she,f,Match,"When she was bad-tempered,",Martha,15.354541778564453
7,1,he,f,Mismatch,"When he was bad-tempered,",Sandra,17.131549835205078
8,1,he,m,Match,"When he was jealous,",Rodney,18.433015823364258
8,1,she,m,Mismatch,"When she was jealous,",David,14.543705940246582
8,1,she,f,Match,"When she was jealous,",Nancy,15.452325820922852
8,1,he,f,Mismatch,"When he was jealous,",Brenda,18.792030334472656
9,1,he,m,Match,"When he was in residence,",Rodney,15.957016944885254
9,1,she,m,Mismatch,"When she was in residence,",David,12.265833854675293
9,1,she,f,Match,"When she was in residence,",Michelle,12.381611824035645
9,1,he,f,Mismatch,"When he was in residence,",Rose,13.341975212097168
10,1,he,m,Match,"When he was introduced,",Vincent,15.177727699279785
10,1,she,m,Mismatch,"When she was introduced,",Stephen,13.330227851867676
10,1,she,f,Match,"When she was introduced,",Patricia,13.947234153747559
10,1,he,f,Mismatch,"When he was introduced,",Brenda,16.872610092163086
11,1,he,m,Match,"When he arrived,",Noah,14.900185585021973
11,1,she,m,Mismatch,"When she arrived,",Carl,13.666787147521973
11,1,she,f,Match,"When she arrived,",Michelle,13.217909812927246
11,1,he,f,Mismatch,"When he arrived,",Martha,16.1143798828125
12,1,he,m,Match,"When he felt sad,",Marcus,15.230552673339844
12,1,she,m,Mismatch,"When she felt sad, the",son,11.008580207824707
12,1,she,f,Match,"When she felt sad,",Martha,14.82181453704834
12,1,he,f,Mismatch,"When he felt sad,",Brenda,16.239532470703125
13,1,he,m,Match,"When he was present,",James,11.3401517868042
13,1,she,m,Mismatch,"When she was present, the",son,10.423544883728027
13,1,she,f,Match,"When she was present,",Jessica,12.808730125427246
13,1,he,f,Mismatch,"When he was present,",Allison,15.988133430480957
14,1,he,m,Match,"When he was depressed,",Rodney,18.282121658325195
14,1,she,m,Mismatch,"When she was depressed,",Robert,14.673072814941406
14,1,she,f,Match,"When she was depressed,",Melissa,17.251535415649414
14,1,he,f,Mismatch,"When he was depressed,",Brenda,18.662887573242188
15,1,he,m,Match,"When he was around,",Marcus,14.767051696777344
15,1,she,m,Mismatch,"When she was around,",Alan,15.751533508300781
15,1,she,f,Match,"When she was around,",Dawn,15.506946563720703
15,1,he,f,Mismatch,"When he was around,",Allison,17.371767044067383
16,1,he,m,Match,"When he was near,",Carl,16.32862091064453
16,1,she,m,Mismatch,"When she was near,",Vincent,16.443246841430664
16,1,she,f,Match,"When she was near,",Brenda,16.981508255004883
16,1,he,f,Mismatch,"When he was near,",Amy,13.98767375946045
17,1,he,m,Match,"When he was in court,",Robert,13.144227981567383
17,1,she,m,Mismatch,"When she was in court,",Carl,15.350154876708984
17,1,she,f,Match,"When she was in court,",Sara,15.811762809753418
17,1,he,f,Mismatch,"When he was in court,",Sarah,15.407306671142578
18,1,he,m,Match,"When he was poorly,",Noah,16.905960083007812
18,1,she,m,Mismatch,"When she was poorly, the",grandfather,12.69543170928955
18,1,she,f,Match,"When she was poorly,",Heather,14.927361488342285
18,1,he,f,Mismatch,"When he was poorly,",Brenda,18.187833786010742
19,1,he,m,Match,"When he arrived, the",grandfather,13.355161666870117
19,1,she,m,Mismatch,"When she arrived,",Marcus,14.645471572875977
19,1,she,f,Match,"When she arrived,",Nina,14.637594223022461
19,1,he,f,Mismatch,"When he arrived,",Diane,16.023889541625977
20,1,he,m,Match,"When he was appointed,",Stephen,13.501855850219727
20,1,she,m,Mismatch,"When she was appointed,",Craig,13.837312698364258
20,1,she,f,Match,"When she was appointed,",Jennifer,13.892581939697266
20,1,he,f,Mismatch,"When he was appointed,",Carolyn,16.572572708129883
21,1,he,m,Match,"When he was fired,",Matt,12.323006629943848
21,1,she,m,Mismatch,"When she was fired,",Martin,12.811107635498047
21,1,she,f,Match,"When she was fired,",Patricia,14.969270706176758
21,1,he,f,Mismatch,"When he was fired,",Nancy,15.03847885131836
22,1,he,m,Match,"When he was close,",David,13.871125221252441
22,1,she,m,Mismatch,"When she was close,",Michael,13.369001388549805
22,1,she,f,Match,"When she was close,",Lisa,13.379050254821777
22,1,he,f,Mismatch,"When he was close,",Heather,16.528419494628906
23,1,he,m,Match,"When he was retired,",Rodney,14.879014015197754
23,1,she,m,Mismatch,"When she was retired,",Michael,12.243794441223145
23,1,she,f,Match,"When she was retired,",Amy,12.758369445800781
23,1,he,f,Mismatch,"When he was retired,",Heather,16.45256805419922
24,1,he,m,Match,"When he was abroad,",Noah,17.097347259521484
