item,exp,pronoun,cond,contrast,sent,target,/data/gpt2-medium_surp
16,1,she,m,Mismatch,"When she was near,",Ronald,15.453126907348633
16,1,she,f,Match,"When she was near,",Laurie,16.23047637939453
16,1,he,f,Mismatch,"When he was near,",Heidi,17.602798461914062
17,1,he,m,Match,"When he was in court, the",husband,11.465461730957031
17,1,she,m,Mismatch,"When she was in court,",George,11.594075202941895
17,1,she,f,Match,"When she was in court,",Veronica,15.843637466430664
17,1,he,f,Mismatch,"When he was in court,",Gina,16.64314842224121
18,1,he,m,Match,"When he was poorly, the",boyfriend,14.597150802612305
18,1,she,m,Mismatch,"When she was poorly,",Gary,15.318915367126465
18,1,she,f,Match,"When she was poorly,",Samantha,16.104015350341797
18,1,he,f,Mismatch,"When he was poorly,",Florence,18.43450164794922
19,1,he,m,Match,"When he arrived,",George,10.518145561218262
19,1,she,m,Mismatch,"When she arrived,",Stephen,13.023039817810059
19,1,she,f,Match,"When she arrived,",Carolyn,15.334442138671875
19,1,he,f,Mismatch,"When he arrived,",Tiffany,16.01246452331543
20,1,he,m,Match,"When he was appointed,",William,11.303468704223633
20,1,she,m,Mismatch,"When she was appointed, the",grandson,15.166899681091309
20,1,she,f,Match,"When she was appointed,",Victoria,12.7423095703125
20,1,he,f,Mismatch,"When he was appointed,",Ellen,17.136844635009766
21,1,he,m,Match,"When he was fired,",Bill,9.741524696350098
21,1,she,m,Mismatch,"When she was fired,",Adam,12.56600570678711
21,1,she,f,Match,"When she was fired,",Martha,14.851079940795898
21,1,he,f,Mismatch,"When he was fired,",Susan,14.377889633178711
22,1,he,m,Match,"When he was close,",Paul,10.970368385314941
22,1,she,m,Mismatch,"When she was close,",Todd,15.17970085144043
22,1,she,f,Match,"When she was close,",Ruth,15.092382431030273
22,1,he,f,Mismatch,"When he was close,",Jessica,15.303879737854004
23,1,he,m,Match,"When he was retired,",Omar,14.45322322845459
23,1,she,m,Mismatch,"When she was retired,",Theodore,16.321977615356445
23,1,she,f,Match,"When she was retired,",Florence,15.036262512207031
23,1,he,f,Mismatch,"When he was retired,",Katherine,16.636693954467773
24,1,he,m,Match,"When he was abroad,",Kenneth,16.16337776184082
24,1,she,m,Mismatch,"When she was abroad,",Curtis,15.774001121520996
24,1,she,f,Match,"When she was abroad,",Diana,12.211379051208496
24,1,he,f,Mismatch,"When he was abroad,",Caroline,16.414554595947266
25,1,he,m,Match,"When he was discovered,",Paul,11.170392990112305
25,1,she,m,Mismatch,"When she was discovered, the",brother,12.979302406311035
25,1,she,f,Match,"When she was discovered,",Heidi,15.753268241882324
25,1,he,f,Mismatch,"When he was discovered,",Carolyn,17.066354751586914
26,1,he,m,Match,"When he was busy, the",brother,11.9080810546875
26,1,she,m,Mismatch,"When she was busy,",Roger,14.72464656829834
26,1,she,f,Match,"When she was busy,",Ruth,14.087346076965332
26,1,he,f,Mismatch,"When he was busy,",Patricia,16.566526412963867
27,1,he,m,Match,"When he was twenty-one,",Derek,14.218480110168457
27,1,she,m,Mismatch,"When she was twenty-one,",Gary,13.959317207336426
27,1,she,f,Match,"When she was twenty-one,",Caroline,13.603408813476562
27,1,he,f,Mismatch,"When he was twenty-one,",Julia,14.837870597839355
28,1,he,m,Match,"When he was annoyed,",Bill,11.669787406921387
28,1,she,m,Mismatch,"When she was annoyed,",Omar,16.486637115478516
28,1,she,f,Match,"When she was annoyed,",Laurie,16.59446144104004
28,1,he,f,Mismatch,"When he was annoyed,",Laurie,17.241716384887695
29,1,he,m,Match,"When he was in church,",Derek,15.82777214050293
29,1,she,m,Mismatch,"When she was in church,",Douglas,15.6891450881958
29,1,she,f,Match,"When she was in church,",Sonia,15.149796485900879
29,1,he,f,Mismatch,"When he was in church,",Valerie,17.266637802124023
30,1,he,m,Match,"When he was banished,",Alan,13.996689796447754
30,1,she,m,Mismatch,"When she was banished,",Derek,16.61258888244629
30,1,she,f,Match,"When she was banished,",Erin,14.106484413146973
30,1,he,f,Mismatch,"When he was banished,",Sonia,16.258098602294922
31,1,he,m,Match,"When he was angry,",Daniel,12.990438461303711
31,1,she,m,Mismatch,"When she was angry,",Todd,15.455962181091309
31,1,she,f,Match,"When she was angry,",Erin,14.638227462768555
31,1,he,f,Mismatch,"When he was angry,",Julia,15.794905662536621
32,1,he,m,Match,"When he was distraught,",Paul,11.400535583496094
32,1,she,m,Mismatch,"When she was distraught, the",boy,6.847414970397949
32,1,she,f,Match,"When she was distraught,",Heidi,16.069122314453125
32,1,he,f,Mismatch,"When he was distraught,",Barbara,14.417677879333496
1,1,he,m,Match,"When he was off work,",Joel,14.447725296020508
1,1,she,m,Mismatch,"When she was off work,",Alan,14.460212707519531
1,1,she,f,Match,"When she was off work,",Rebecca,14.587552070617676
1,1,he,f,Mismatch,"When he was off work,",Stacy,15.872479438781738
2,1,he,m,Match,"When he arrived,",Raymond,13.929104804992676
2,1,she,m,Mismatch,"When she arrived,",Mitchell,13.752432823181152
2,1,she,f,Match,"When she arrived,",Samantha,13.878329277038574
2,1,he,f,Mismatch,"When he arrived,",Lisa,14.997872352600098
3,1,he,m,Match,"When he was fed up, the",boy,7.545673370361328
3,1,she,m,Mismatch,"When she was fed up,",Daniel,13.385695457458496
3,1,she,f,Match,"When she was fed up,",Lisa,12.033895492553711
3,1,he,f,Mismatch,"When he was fed up,",Jessica,16.0631160736084
4,1,he,m,Match,"When he was talking,",Carlos,13.913063049316406
4,1,she,m,Mismatch,"When she was talking,",Peter,12.54265022277832
4,1,she,f,Match,"When she was talking,",Diana,13.62806224822998
4,1,he,f,Mismatch,"When he was talking, the",lady,10.17236614227295
5,1,he,m,Match,"When he was nearby,",Stephen,12.686616897583008
5,1,she,m,Mismatch,"When she was nearby,",Peter,11.979097366333008
5,1,she,f,Match,"When she was nearby, the",daughter,9.742682456970215
5,1,he,f,Mismatch,"When he was nearby,",Katherine,16.025644302368164
6,1,he,m,Match,"When he was lost,",Walter,13.24455451965332
6,1,she,m,Mismatch,"When she was lost, the",boyfriend,13.166433334350586
6,1,she,f,Match,"When she was lost,",Jessica,12.980596542358398
6,1,he,f,Mismatch,"When he was lost,",Paula,16.846900939941406
7,1,he,m,Match,"When he was bad-tempered,",Daniel,13.259339332580566
7,1,she,m,Mismatch,"When she was bad-tempered,",James,11.941495895385742
7,1,she,f,Match,"When she was bad-tempered,",Sarah,12.767210006713867
7,1,he,f,Mismatch,"When he was bad-tempered, the",actress,11.830972671508789
8,1,he,m,Match,"When he was jealous,",Alan,15.189756393432617
8,1,she,m,Mismatch,"When she was jealous,",Matt,12.561698913574219
8,1,she,f,Match,"When she was jealous,",Amy,12.040897369384766
8,1,he,f,Mismatch,"When he was jealous,",Rachel,13.469710350036621
9,1,he,m,Match,"When he was in residence,",Craig,14.218152046203613
9,1,she,m,Mismatch,"When she was in residence,",Stephen,12.721633911132812
9,1,she,f,Match,"When she was in residence,",Heidi,15.576313972473145
9,1,he,f,Mismatch,"When he was in residence, the",grandmother,13.754434585571289
10,1,he,m,Match,"When he was introduced,",Martin,11.259164810180664
10,1,she,m,Mismatch,"When she was introduced,",Curtis,14.734577178955078
10,1,she,f,Match,"When she was introduced,",Heather,13.798672676086426
10,1,he,f,Mismatch,"When he was introduced,",Lisa,14.40418529510498
11,1,he,m,Match,"When he arrived,",Mitchell,13.753393173217773
11,1,she,m,Mismatch,"When she arrived,",Peter,12.101724624633789
11,1,she,f,Match,"When she arrived,",Eva,13.62085247039795
11,1,he,f,Mismatch,"When he arrived,",Valerie,16.096439361572266
12,1,he,m,Match,"When he felt sad,",Bill,13.23945140838623
12,1,she,m,Mismatch,"When she felt sad,",Derek,15.964000701904297
12,1,she,f,Match,"When she felt sad,",Jennifer,12.657288551330566
12,1,he,f,Mismatch,"When he felt sad,",Veronica,17.829631805419922
13,1,he,m,Match,"When he was present,",Bill,11.542306900024414
13,1,she,m,Mismatch,"When she was present,",Michael,11.203834533691406
13,1,she,f,Match,"When she was present,",Laurie,15.948443412780762
13,1,he,f,Mismatch,"When he was present,",Ruth,15.494980812072754
14,1,he,m,Match,"When he was depressed,",Stephen,12.863921165466309
14,1,she,m,Mismatch,"When she was depressed,",Curtis,15.34431266784668
14,1,she,f,Match,"When she was depressed, the",actress,8.824209213256836
14,1,he,f,Mismatch,"When he was depressed,",Cindy,17.326332092285156
15,1,he,m,Match,"When he was around,",Lawrence,13.40307331085205
15,1,she,m,Mismatch,"When she was around,",Adam,12.360472679138184
15,1,she,f,Match,"When she was around,",Donna,14.34622573852539
15,1,he,f,Mismatch,"When he was around,",Tara,17.665821075439453
16,1,he,m,Match,"When he was near,",Craig,15.70036792755127
16,1,she,m,Mismatch,"When she was near,",Frank,14.299867630004883
16,1,she,f,Match,"When she was near, the",actress,11.791539192199707
16,1,he,f,Mismatch,"When he was near,",Donna,16.43933868408203
17,1,he,m,Match,"When he was in court,",Gerald,14.846904754638672
17,1,she,m,Mismatch,"When she was in court,",Daniel,12.519128799438477
17,1,she,f,Match,"When she was in court,",Tara,15.297466278076172
17,1,he,f,Mismatch,"When he was in court,",Monica,16.1490421295166
18,1,he,m,Match,"When he was poorly,",Matt,13.300375938415527
18,1,she,m,Mismatch,"When she was poorly,",Peter,13.678833961486816
18,1,she,f,Match,"When she was poorly,",Stacy,17.07330322265625
18,1,he,f,Mismatch,"When he was poorly,",Sonia,16.965604782104492
19,1,he,m,Match,"When he arrived, the",brother,12.54643726348877
19,1,she,m,Mismatch,"When she arrived,",Martin,12.315836906433105
19,1,she,f,Match,"When she arrived,",Allison,13.81112289428711
19,1,he,f,Mismatch,"When he arrived,",Leslie,15.735574722290039
20,1,he,m,Match,"When he was appointed,",Gary,13.307923316955566
20,1,she,m,Mismatch,"When she was appointed,",Curtis,15.422843933105469
20,1,she,f,Match,"When she was appointed,",Katherine,14.449231147766113
20,1,he,f,Mismatch,"When he was appointed,",Paula,16.298131942749023
21,1,he,m,Match,"When he was fired, the",brother,13.195510864257812
21,1,she,m,Mismatch,"When she was fired,",Gary,13.133869171142578
21,1,she,f,Match,"When she was fired,",Samantha,15.202790260314941
21,1,he,f,Mismatch,"When he was fired,",Rebecca,17.0811824798584
22,1,he,m,Match,"When he was close, the",husband,11.566612243652344
22,1,she,m,Mismatch,"When she was close,",William,13.462240219116211
22,1,she,f,Match,"When she was close,",Barbara,13.770401954650879
22,1,he,f,Mismatch,"When he was close,",Sandra,16.706867218017578
23,1,he,m,Match,"When he was retired,",Curtis,13.822911262512207
23,1,she,m,Mismatch,"When she was retired,",Daniel,12.940271377563477
23,1,she,f,Match,"When she was retired,",Tara,15.563334465026855
23,1,he,f,Mismatch,"When he was retired,",Donna,15.845020294189453
24,1,he,m,Match,"When he was abroad,",Roger,14.349903106689453
24,1,she,m,Mismatch,"When she was abroad,",George,11.073410034179688
24,1,she,f,Match,"When she was abroad,",April,14.530717849731445
24,1,he,f,Mismatch,"When he was abroad,",Katherine,16.26732635498047
25,1,he,m,Match,"When he was discovered, the",man,6.290955543518066
25,1,she,m,Mismatch,"When she was discovered,",Peter,12.858513832092285
25,1,she,f,Match,"When she was discovered,",Heather,14.652359962463379
25,1,he,f,Mismatch,"When he was discovered,",Jessica,14.067096710205078
26,1,he,m,Match,"When he was busy,",Raymond,15.487081527709961
26,1,she,m,Mismatch,"When she was busy,",Stephen,13.990646362304688
26,1,she,f,Match,"When she was busy,",Allison,15.048563003540039
26,1,he,f,Mismatch,"When he was busy,",Barbara,15.348240852355957
27,1,he,m,Match,"When he was twenty-one,",Lawrence,12.90011978149414
27,1,she,m,Mismatch,"When she was twenty-one, the",husband,8.559146881103516
27,1,she,f,Match,"When she was twenty-one,",Jessica,13.146360397338867
27,1,he,f,Mismatch,"When he was twenty-one,",Pamela,16.636672973632812
28,1,he,m,Match,"When he was annoyed,",Michael,11.773021697998047
28,1,she,m,Mismatch,"When she was annoyed,",Peter,12.237568855285645
28,1,she,f,Match,"When she was annoyed,",Andrea,13.851035118103027
28,1,he,f,Mismatch,"When he was annoyed,",Nina,15.917852401733398
29,1,he,m,Match,"When he was in church,",Gerald,15.647003173828125
29,1,she,m,Mismatch,"When she was in church,",Frank,13.776285171508789
29,1,she,f,Match,"When she was in church,",Martha,12.480201721191406
29,1,he,f,Mismatch,"When he was in church, the",grandmother,13.117142677307129
30,1,he,m,Match,"When he was banished, the",boyfriend,16.814910888671875
30,1,she,m,Mismatch,"When she was banished,",Roger,14.143723487854004
30,1,she,f,Match,"When she was banished,",Elaine,13.5964937210083
30,1,he,f,Mismatch,"When he was banished,",Erin,17.26558494567871
31,1,he,m,Match,"When he was angry,",Roger,14.589373588562012
31,1,she,m,Mismatch,"When she was angry,",Walter,15.08104419708252
31,1,she,f,Match,"When she was angry,",Allison,16.601316452026367
31,1,he,f,Mismatch,"When he was angry,",Ellen,17.20001983642578
32,1,he,m,Match,"When he was distraught,",Curtis,14.683015823364258
32,1,she,m,Mismatch,"When she was distraught,",Raymond,15.810128211975098
32,1,she,f,Match,"When she was distraught,",Allison,15.074945449829102
32,1,he,f,Mismatch,"When he was distraught,",Heidi,17.20523452758789
1,1,he,m,Match,"When he was off work,",Gary,13.432567596435547
1,1,she,m,Mismatch,"When she was off work, the",boyfriend,10.484511375427246
1,1,she,f,Match,"When she was off work,",Jennifer,12.499688148498535
1,1,he,f,Mismatch,"When he was off work,",Andrea,15.329428672790527
2,1,he,m,Match,"When he arrived,",Martin,11.893051147460938
2,1,she,m,Mismatch,"When she arrived, the",man,6.423207759857178
2,1,she,f,Match,"When she arrived,",Katherine,13.77193546295166
2,1,he,f,Mismatch,"When he arrived,",Jennifer,14.813244819641113
3,1,he,m,Match,"When he was fed up,",Martin,12.655582427978516
3,1,she,m,Mismatch,"When she was fed up,",Lawrence,13.938926696777344
3,1,she,f,Match,"When she was fed up,",Theresa,14.138855934143066
3,1,he,f,Mismatch,"When he was fed up,",Martha,16.711896896362305
4,1,he,m,Match,"When he was talking,",Vincent,15.04730224609375
4,1,she,m,Mismatch,"When she was talking,",Michael,12.07602310180664
4,1,she,f,Match,"When she was talking,",Cindy,14.784246444702148
4,1,he,f,Mismatch,"When he was talking,",Valerie,16.40389060974121
5,1,he,m,Match,"When he was nearby,",Martin,12.226263046264648
5,1,she,m,Mismatch,"When she was nearby,",Martin,13.000468254089355
5,1,she,f,Match,"When she was nearby,",Martha,13.745887756347656
5,1,he,f,Mismatch,"When he was nearby,",Eva,15.474010467529297
6,1,he,m,Match,"When he was lost,",James,10.859174728393555
6,1,she,m,Mismatch,"When she was lost,",Peter,11.689339637756348
6,1,she,f,Match,"When she was lost,",Patricia,15.00071907043457
6,1,he,f,Mismatch,"When he was lost,",Sara,14.35501766204834
7,1,he,m,Match,"When he was bad-tempered,",Gerald,14.764840126037598
7,1,she,m,Mismatch,"When she was bad-tempered,",Carl,13.931588172912598
7,1,she,f,Match,"When she was bad-tempered,",Sara,15.005794525146484
7,1,he,f,Mismatch,"When he was bad-tempered,",Elaine,15.99996566772461
8,1,he,m,Match,"When he was jealous,",Roger,13.68405818939209
8,1,she,m,Mismatch,"When she was jealous,",Carl,13.654296875
8,1,she,f,Match,"When she was jealous, the",daughter,8.728508949279785
8,1,he,f,Mismatch,"When he was jealous,",Ruth,14.644420623779297
9,1,he,m,Match,"When he was in residence,",Vincent,13.85942268371582
9,1,she,m,Mismatch,"When she was in residence, the",grandfather,12.81299877166748
9,1,she,f,Match,"When she was in residence, the",niece,14.452959060668945
9,1,he,f,Mismatch,"When he was in residence,",Heidi,17.84311294555664
10,1,he,m,Match,"When he was introduced,",Michael,10.305534362792969
10,1,she,m,Mismatch,"When she was introduced, the",boyfriend,13.779065132141113
10,1,she,f,Match,"When she was introduced,",Sara,12.927762031555176
10,1,he,f,Mismatch,"When he was introduced,",Margaret,14.032764434814453
11,1,he,m,Match,"When he arrived,",Jerry,13.86140251159668
11,1,she,m,Mismatch,"When she arrived,",Michael,11.352852821350098
11,1,she,f,Match,"When she arrived, the",daughter,10.216941833496094
11,1,he,f,Mismatch,"When he arrived,",Carolyn,17.294870376586914
12,1,he,m,Match,"When he felt sad,",Gerald,16.351058959960938
12,1,she,m,Mismatch,"When she felt sad,",Peter,13.268709182739258
12,1,she,f,Match,"When she felt sad,",Diane,14.693187713623047
12,1,he,f,Mismatch,"When he felt sad,",Barbara,16.447446823120117
13,1,he,m,Match,"When he was present,",Michael,10.796628952026367
13,1,she,m,Mismatch,"When she was present,",James,11.087457656860352
13,1,she,f,Match,"When she was present,",Rebecca,13.964339256286621
13,1,he,f,Mismatch,"When he was present,",Monica,16.0977783203125
14,1,he,m,Match,"When he was depressed,",Gregory,15.11609935760498
14,1,she,m,Mismatch,"When she was depressed,",Derek,15.36518669128418
14,1,she,f,Match,"When she was depressed,",Heidi,15.507109642028809
14,1,he,f,Mismatch,"When he was depressed,",Heather,15.144552230834961
15,1,he,m,Match,"When he was around,",Matt,12.199663162231445
15,1,she,m,Mismatch,"When she was around,",Paul,11.51109504699707
15,1,she,f,Match,"When she was around, the",niece,16.081907272338867
15,1,he,f,Mismatch,"When he was around,",Ruth,16.60175895690918
16,1,he,m,Match,"When he was near, the",grandfather,12.93329906463623
16,1,she,m,Mismatch,"When she was near,",Theodore,17.176624298095703
16,1,she,f,Match,"When she was near,",Margaret,13.725931167602539
16,1,he,f,Mismatch,"When he was near,",Theresa,15.574525833129883
17,1,he,m,Match,"When he was in court,",Walter,14.219621658325195
17,1,she,m,Mismatch,"When she was in court,",Patrick,12.95349407196045
17,1,she,f,Match,"When she was in court,",Gina,14.930529594421387
17,1,he,f,Mismatch,"When he was in court,",Lisa,14.660953521728516
18,1,he,m,Match,"When he was poorly,",Scott,12.44437026977539
18,1,she,m,Mismatch,"When she was poorly,",Craig,15.289274215698242
18,1,she,f,Match,"When she was poorly,",Lisa,14.093001365661621
18,1,he,f,Mismatch,"When he was poorly,",Patricia,17.970544815063477
19,1,he,m,Match,"When he arrived,",Lawrence,12.798617362976074
19,1,she,m,Mismatch,"When she arrived,",Matt,12.678755760192871
19,1,she,f,Match,"When she arrived,",Melissa,13.381369590759277
19,1,he,f,Mismatch,"When he arrived,",Emily,15.311500549316406
20,1,he,m,Match,"When he was appointed,",Peter,11.721831321716309
20,1,she,m,Mismatch,"When she was appointed, the",boyfriend,14.79150390625
20,1,she,f,Match,"When she was appointed,",Nina,15.550712585449219
20,1,he,f,Mismatch,"When he was appointed,",Stacy,17.668380737304688
21,1,he,m,Match,"When he was fired, the",boyfriend,15.18543529510498
21,1,she,m,Mismatch,"When she was fired,",Raymond,14.051249504089355
21,1,she,f,Match,"When she was fired,",Theresa,13.205622673034668
21,1,he,f,Mismatch,"When he was fired,",Eva,18.476228713989258
22,1,he,m,Match,"When he was close,",Stephen,12.766972541809082
22,1,she,m,Mismatch,"When she was close, the",brother,11.35117244720459
22,1,she,f,Match,"When she was close,",Heidi,15.732632637023926
22,1,he,f,Mismatch,"When he was close,",Melissa,16.984724044799805
23,1,he,m,Match,"When he was retired, the",grandfather,12.911579132080078
23,1,she,m,Mismatch,"When she was retired, the",boyfriend,13.685006141662598
23,1,she,f,Match,"When she was retired,",Stacy,14.866653442382812
23,1,he,f,Mismatch,"When he was retired, the",daughter,11.860278129577637
24,1,he,m,Match,"When he was abroad,",Raymond,15.470426559448242
24,1,she,m,Mismatch,"When she was abroad,",Lawrence,13.716516494750977
24,1,she,f,Match,"When she was abroad,",Holly,15.09523868560791
24,1,he,f,Mismatch,"When he was abroad, the",niece,16.715436935424805
25,1,he,m,Match,"When he was discovered,",Patrick,13.201593399047852
25,1,she,m,Mismatch,"When she was discovered,",Gregory,15.465459823608398
25,1,she,f,Match,"When she was discovered,",Margaret,13.91335678100586
25,1,he,f,Mismatch,"When he was discovered,",Theresa,15.238274574279785
26,1,he,m,Match,"When he was busy,",Robert,11.987870216369629
26,1,she,m,Mismatch,"When she was busy,",Craig,15.388405799865723
26,1,she,f,Match,"When she was busy,",Diane,13.337810516357422
26,1,he,f,Mismatch,"When he was busy,",Stacy,17.140966415405273
27,1,he,m,Match,"When he was twenty-one,",James,10.1824951171875
27,1,she,m,Mismatch,"When she was twenty-one,",Stephen,13.254721641540527
27,1,she,f,Match,"When she was twenty-one,",Eva,14.155052185058594
27,1,he,f,Mismatch,"When he was twenty-one,",Wendy,16.775115966796875
28,1,he,m,Match,"When he was annoyed, the",grandfather,12.834927558898926
28,1,she,m,Mismatch,"When she was annoyed,",Walter,14.552144050598145
28,1,she,f,Match,"When she was annoyed,",Nina,14.311599731445312
28,1,he,f,Mismatch,"When he was annoyed,",Theresa,16.066192626953125
29,1,he,m,Match,"When he was in church,",Matt,11.990704536437988
29,1,she,m,Mismatch,"When she was in church,",Lawrence,13.805381774902344
29,1,she,f,Match,"When she was in church,",Amy,13.134225845336914
29,1,he,f,Mismatch,"When he was in church,",Carmen,18.375669479370117
30,1,he,m,Match,"When he was banished,",Matt,12.560103416442871
30,1,she,m,Mismatch,"When she was banished,",Patrick,14.994938850402832
30,1,she,f,Match,"When she was banished,",Paula,14.797013282775879
30,1,he,f,Mismatch,"When he was banished,",Rebecca,16.259782791137695
31,1,he,m,Match,"When he was angry,",Peter,12.981544494628906
31,1,she,m,Mismatch,"When she was angry,",Craig,16.798383712768555
31,1,she,f,Match,"When she was angry,",Eva,16.452592849731445
31,1,he,f,Mismatch,"When he was angry,",Amy,15.08843994140625
32,1,he,m,Match,"When he was distraught,",Alan,14.444138526916504
32,1,she,m,Mismatch,"When she was distraught,",Martin,12.36235523223877
32,1,she,f,Match,"When she was distraught,",Jennifer,12.647697448730469
32,1,he,f,Mismatch,"When he was distraught,",Jessica,14.94187068939209
1,1,he,m,Match,"When he was off work,",Rodney,16.208179473876953
1,1,she,m,Mismatch,"When she was off work,",James,11.975187301635742
1,1,she,f,Match,"When she was off work,",Diane,12.788762092590332
1,1,he,f,Mismatch,"When he was off work,",Gina,16.882890701293945
2,1,he,m,Match,"When he arrived,",Matt,12.635971069335938
2,1,she,m,Mismatch,"When she arrived,",Walter,14.116453170776367
2,1,she,f,Match,"When she arrived,",Theresa,12.508015632629395
2,1,he,f,Mismatch,"When he arrived,",Rose,13.419891357421875
3,1,he,m,Match,"When he was fed up,",Michael,11.475203514099121
3,1,she,m,Mismatch,"When she was fed up,",Robert,12.91542911529541
3,1,she,f,Match,"When she was fed up,",Heather,14.053200721740723
3,1,he,f,Mismatch,"When he was fed up,",Brenda,17.693788528442383
4,1,he,m,Match,"When he was talking, the",son,10.875749588012695
4,1,she,m,Mismatch,"When she was talking,",Carl,14.897848129272461
4,1,she,f,Match,"When she was talking,",Jennifer,14.03612995147705
4,1,he,f,Mismatch,"When he was talking, the",grandmother,13.552295684814453
5,1,he,m,Match,"When he was nearby,",Marcus,13.367094039916992
5,1,she,m,Mismatch,"When she was nearby,",Rodney,16.02376365661621
5,1,she,f,Match,"When she was nearby,",Brenda,14.716816902160645
5,1,he,f,Mismatch,"When he was nearby,",Sara,14.825870513916016
6,1,he,m,Match,"When he was lost,",Matt,12.62675952911377
6,1,she,m,Mismatch,"When she was lost,",Stephen,13.415803909301758
6,1,she,f,Match,"When she was lost,",Dawn,13.489847183227539
6,1,he,f,Mismatch,"When he was lost,",Nancy,15.30575942993164
7,1,he,m,Match,"When he was bad-tempered,",Lawrence,15.360411643981934
7,1,she,m,Mismatch,"When she was bad-tempered,",Robert,12.85866928100586
7,1,she,f,Match,"When she was bad-tempered,",Martha,14.840503692626953
7,1,he,f,Mismatch,"When he was bad-tempered,",Sandra,16.909332275390625
8,1,he,m,Match,"When he was jealous,",Rodney,18.056005477905273
8,1,she,m,Mismatch,"When she was jealous,",David,11.839239120483398
8,1,she,f,Match,"When she was jealous,",Nancy,13.392597198486328
8,1,he,f,Mismatch,"When he was jealous,",Brenda,16.578264236450195
9,1,he,m,Match,"When he was in residence,",Rodney,15.692146301269531
9,1,she,m,Mismatch,"When she was in residence,",David,11.062665939331055
9,1,she,f,Match,"When she was in residence,",Michelle,11.5380859375
9,1,he,f,Mismatch,"When he was in residence,",Rose,13.12801456451416
10,1,he,m,Match,"When he was introduced,",Vincent,14.046302795410156
10,1,she,m,Mismatch,"When she was introduced,",Stephen,12.112305641174316
10,1,she,f,Match,"When she was introduced,",Patricia,14.037114143371582
10,1,he,f,Mismatch,"When he was introduced,",Brenda,17.54884910583496
11,1,he,m,Match,"When he arrived,",Noah,15.154524803161621
11,1,she,m,Mismatch,"When she arrived,",Carl,13.684552192687988
11,1,she,f,Match,"When she arrived,",Michelle,12.087837219238281
11,1,he,f,Mismatch,"When he arrived,",Martha,15.282194137573242
12,1,he,m,Match,"When he felt sad,",Marcus,13.86520767211914
12,1,she,m,Mismatch,"When she felt sad, the",son,12.163763046264648
12,1,she,f,Match,"When she felt sad,",Martha,14.04228401184082
12,1,he,f,Mismatch,"When he felt sad,",Brenda,16.98124885559082
13,1,he,m,Match,"When he was present,",James,10.503443717956543
13,1,she,m,Mismatch,"When she was present, the",son,10.475272178649902
13,1,she,f,Match,"When she was present,",Jessica,12.58942699432373
13,1,he,f,Mismatch,"When he was present,",Allison,17.43520736694336
14,1,he,m,Match,"When he was depressed,",Rodney,16.68867301940918
14,1,she,m,Mismatch,"When she was depressed,",Robert,13.091712951660156
14,1,she,f,Match,"When she was depressed,",Melissa,14.86473560333252
14,1,he,f,Mismatch,"When he was depressed,",Brenda,17.670333862304688
15,1,he,m,Match,"When he was around,",Marcus,13.739846229553223
15,1,she,m,Mismatch,"When she was around,",Alan,14.442329406738281
15,1,she,f,Match,"When she was around,",Dawn,15.237279891967773
15,1,he,f,Mismatch,"When he was around,",Allison,17.614755630493164
16,1,he,m,Match,"When he was near,",Carl,14.345870971679688
16,1,she,m,Mismatch,"When she was near,",Vincent,15.236934661865234
16,1,she,f,Match,"When she was near,",Brenda,15.698332786560059
16,1,he,f,Mismatch,"When he was near,",Amy,13.718202590942383
17,1,he,m,Match,"When he was in court,",Robert,11.417895317077637
17,1,she,m,Mismatch,"When she was in court,",Carl,14.441173553466797
17,1,she,f,Match,"When she was in court,",Sara,13.461219787597656
17,1,he,f,Mismatch,"When he was in court,",Sarah,13.941620826721191
18,1,he,m,Match,"When he was poorly,",Noah,14.429693222045898
18,1,she,m,Mismatch,"When she was poorly, the",grandfather,13.199573516845703
18,1,she,f,Match,"When she was poorly,",Heather,15.105866432189941
18,1,he,f,Mismatch,"When he was poorly,",Brenda,19.56710433959961
19,1,he,m,Match,"When he arrived, the",grandfather,13.570429801940918
19,1,she,m,Mismatch,"When she arrived,",Marcus,14.196287155151367
19,1,she,f,Match,"When she arrived,",Nina,14.52889347076416
19,1,he,f,Mismatch,"When he arrived,",Diane,14.933502197265625
20,1,he,m,Match,"When he was appointed,",Stephen,11.315126419067383
20,1,she,m,Mismatch,"When she was appointed,",Craig,14.59174633026123
20,1,she,f,Match,"When she was appointed,",Jennifer,12.816094398498535
20,1,he,f,Mismatch,"When he was appointed,",Carolyn,16.820375442504883
21,1,he,m,Match,"When he was fired,",Matt,11.492818832397461
21,1,she,m,Mismatch,"When she was fired,",Martin,12.522932052612305
21,1,she,f,Match,"When she was fired,",Patricia,13.936590194702148
21,1,he,f,Mismatch,"When he was fired,",Nancy,13.98447036743164
22,1,he,m,Match,"When he was close,",David,10.759502410888672
22,1,she,m,Mismatch,"When she was close,",Michael,11.658684730529785
22,1,she,f,Match,"When she was close,",Lisa,12.124959945678711
22,1,he,f,Mismatch,"When he was close,",Heather,15.936747550964355
23,1,he,m,Match,"When he was retired,",Rodney,15.76645565032959
23,1,she,m,Mismatch,"When she was retired,",Michael,11.064448356628418
23,1,she,f,Match,"When she was retired,",Amy,12.565634727478027
23,1,he,f,Mismatch,"When he was retired,",Heather,16.247665405273438
24,1,he,m,Match,"When he was abroad,",Noah,14.455537796020508
