exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-xl_surp
OneEmbedding,couldn't insist,described,398,398_FF_him,ff,MismatchMismatch,obj,Colleen couldn't insist that Jacqueline described,him,5.3923845291137695
OneEmbedding,couldn't insist,described,398,398_MM_his,mm,MatchMatch,poss,Todd couldn't insist that the father described,his,3.962383270263672
OneEmbedding,couldn't insist,described,398,398_MF_his,mf,MatchMismatch,poss,Todd couldn't insist that Jacqueline described,his,4.908514976501465
OneEmbedding,couldn't insist,described,398,398_FM_his,fm,MismatchMatch,poss,Colleen couldn't insist that the father described,his,3.9552602767944336
OneEmbedding,couldn't insist,described,398,398_FF_his,ff,MismatchMismatch,poss,Colleen couldn't insist that Jacqueline described,his,7.106184959411621
OneEmbedding,denies,appreciates,399,399_MM_him,mm,MatchMatch,obj,That guy denies that Vincent appreciates,him,3.3291561603546143
OneEmbedding,denies,appreciates,399,399_MF_him,mf,MatchMismatch,obj,That guy denies that Wendy appreciates,him,2.457155704498291
OneEmbedding,denies,appreciates,399,399_FM_him,fm,MismatchMatch,obj,Christine denies that Vincent appreciates,him,5.0469489097595215
OneEmbedding,denies,appreciates,399,399_FF_him,ff,MismatchMismatch,obj,Christine denies that Wendy appreciates,him,4.461026668548584
OneEmbedding,denies,appreciates,399,399_MM_his,mm,MatchMatch,poss,That guy denies that Vincent appreciates,his,3.344435214996338
OneEmbedding,denies,appreciates,399,399_MF_his,mf,MatchMismatch,poss,That guy denies that Wendy appreciates,his,3.1177520751953125
OneEmbedding,denies,appreciates,399,399_FM_his,fm,MismatchMatch,poss,Christine denies that Vincent appreciates,his,3.641866683959961
OneEmbedding,denies,appreciates,399,399_FF_his,ff,MismatchMismatch,poss,Christine denies that Wendy appreciates,his,4.583955764770508
OneEmbedding,will forget,discovers,400,400_MM_him,mm,MatchMatch,obj,Richard will forget that Matt discovers,him,5.8297648429870605
OneEmbedding,will forget,discovers,400,400_MF_him,mf,MatchMismatch,obj,Richard will forget that Mary discovers,him,5.197716236114502
OneEmbedding,will forget,discovers,400,400_FM_him,fm,MismatchMatch,obj,Gina will forget that Matt discovers,him,7.181787490844727
OneEmbedding,will forget,discovers,400,400_FF_him,ff,MismatchMismatch,obj,Gina will forget that Mary discovers,him,6.0470757484436035
OneEmbedding,will forget,discovers,400,400_MM_his,mm,MatchMatch,poss,Richard will forget that Matt discovers,his,3.6975629329681396
OneEmbedding,will forget,discovers,400,400_MF_his,mf,MatchMismatch,poss,Richard will forget that Mary discovers,his,5.05015754699707
OneEmbedding,will forget,discovers,400,400_FM_his,fm,MismatchMatch,poss,Gina will forget that Matt discovers,his,4.059826374053955
OneEmbedding,will forget,discovers,400,400_FF_his,ff,MismatchMismatch,poss,Gina will forget that Mary discovers,his,6.3214616775512695
OneEmbedding,found out,doesn't describe,401,401_MM_him,mm,MatchMatch,obj,Alexander found out that that brother doesn't describe,him,4.199980735778809
OneEmbedding,found out,doesn't describe,401,401_MF_him,mf,MatchMismatch,obj,Alexander found out that Vanessa doesn't describe,him,5.639519691467285
OneEmbedding,found out,doesn't describe,401,401_FM_him,fm,MismatchMatch,obj,Anna found out that that brother doesn't describe,him,4.905690670013428
OneEmbedding,found out,doesn't describe,401,401_FF_him,ff,MismatchMismatch,obj,Anna found out that Vanessa doesn't describe,him,6.260499477386475
OneEmbedding,found out,doesn't describe,401,401_MM_his,mm,MatchMatch,poss,Alexander found out that that brother doesn't describe,his,3.4836812019348145
OneEmbedding,found out,doesn't describe,401,401_MF_his,mf,MatchMismatch,poss,Alexander found out that Vanessa doesn't describe,his,7.180545330047607
OneEmbedding,found out,doesn't describe,401,401_FM_his,fm,MismatchMatch,poss,Anna found out that that brother doesn't describe,his,3.7246694564819336
OneEmbedding,found out,doesn't describe,401,401_FF_his,ff,MismatchMismatch,poss,Anna found out that Vanessa doesn't describe,his,8.339104652404785
OneEmbedding,hadn't discovered,would talk to,402,402_MM_him,mm,MatchMatch,obj,Bruce hadn't discovered that Lawrence would talk to,him,2.0451343059539795
OneEmbedding,hadn't discovered,would talk to,402,402_MF_him,mf,MatchMismatch,obj,Bruce hadn't discovered that Laura would talk to,him,1.5159072875976562
OneEmbedding,hadn't discovered,would talk to,402,402_FM_him,fm,MismatchMatch,obj,Victoria hadn't discovered that Lawrence would talk to,him,3.9189577102661133
OneEmbedding,hadn't discovered,would talk to,402,402_FF_him,ff,MismatchMismatch,obj,Victoria hadn't discovered that Laura would talk to,him,3.491790771484375
OneEmbedding,hadn't discovered,would talk to,402,402_MM_his,mm,MatchMatch,poss,Bruce hadn't discovered that Lawrence would talk to,his,4.632064342498779
OneEmbedding,hadn't discovered,would talk to,402,402_MF_his,mf,MatchMismatch,poss,Bruce hadn't discovered that Laura would talk to,his,7.272366046905518
OneEmbedding,hadn't discovered,would talk to,402,402_FM_his,fm,MismatchMatch,poss,Victoria hadn't discovered that Lawrence would talk to,his,5.529882431030273
OneEmbedding,hadn't discovered,would talk to,402,402_FF_his,ff,MismatchMismatch,poss,Victoria hadn't discovered that Laura would talk to,his,8.611018180847168
OneEmbedding,hoped,can scan,403,403_MM_him,mm,MatchMatch,obj,Omar hoped that Dan can scan,him,4.336825370788574
OneEmbedding,hoped,can scan,403,403_MF_him,mf,MatchMismatch,obj,Omar hoped that Tara can scan,him,4.085554599761963
OneEmbedding,hoped,can scan,403,403_FM_him,fm,MismatchMatch,obj,Dawn hoped that Dan can scan,him,5.77284574508667
OneEmbedding,hoped,can scan,403,403_FF_him,ff,MismatchMismatch,obj,Dawn hoped that Tara can scan,him,4.567662239074707
OneEmbedding,hoped,can scan,403,403_MM_his,mm,MatchMatch,poss,Omar hoped that Dan can scan,his,3.396883964538574
OneEmbedding,hoped,can scan,403,403_MF_his,mf,MatchMismatch,poss,Omar hoped that Tara can scan,his,4.462981224060059
OneEmbedding,hoped,can scan,403,403_FM_his,fm,MismatchMatch,poss,Dawn hoped that Dan can scan,his,3.797250986099243
OneEmbedding,hoped,can scan,403,403_FF_his,ff,MismatchMismatch,poss,Dawn hoped that Tara can scan,his,5.614980697631836
OneEmbedding,is agreeing,hasn't praised,404,404_MM_him,mm,MatchMatch,obj,Martin is agreeing that Jeffrey hasn't praised,him,2.1458513736724854
OneEmbedding,is agreeing,hasn't praised,404,404_MF_him,mf,MatchMismatch,obj,Martin is agreeing that Stacy hasn't praised,him,1.7402539253234863
OneEmbedding,is agreeing,hasn't praised,404,404_FM_him,fm,MismatchMatch,obj,Deanna is agreeing that Jeffrey hasn't praised,him,4.082209587097168
OneEmbedding,is agreeing,hasn't praised,404,404_FF_him,ff,MismatchMismatch,obj,Deanna is agreeing that Stacy hasn't praised,him,2.828498125076294
OneEmbedding,is agreeing,hasn't praised,404,404_MM_his,mm,MatchMatch,poss,Martin is agreeing that Jeffrey hasn't praised,his,4.219888210296631
OneEmbedding,is agreeing,hasn't praised,404,404_MF_his,mf,MatchMismatch,poss,Martin is agreeing that Stacy hasn't praised,his,4.683082580566406
OneEmbedding,is agreeing,hasn't praised,404,404_FM_his,fm,MismatchMatch,poss,Deanna is agreeing that Jeffrey hasn't praised,his,4.918848037719727
OneEmbedding,is agreeing,hasn't praised,404,404_FF_his,ff,MismatchMismatch,poss,Deanna is agreeing that Stacy hasn't praised,his,6.279130458831787
OneEmbedding,shouldn't love,does see,405,405_MM_him,mm,MatchMatch,obj,Edward shouldn't love that that ex-husband does see,him,2.756625175476074
OneEmbedding,shouldn't love,does see,405,405_MF_him,mf,MatchMismatch,obj,Edward shouldn't love that Christina does see,him,2.2280819416046143
OneEmbedding,shouldn't love,does see,405,405_FM_him,fm,MismatchMatch,obj,Irene shouldn't love that that ex-husband does see,him,4.509946346282959
OneEmbedding,shouldn't love,does see,405,405_FF_him,ff,MismatchMismatch,obj,Irene shouldn't love that Christina does see,him,3.1239492893218994
OneEmbedding,shouldn't love,does see,405,405_MM_his,mm,MatchMatch,poss,Edward shouldn't love that that ex-husband does see,his,3.894972801208496
OneEmbedding,shouldn't love,does see,405,405_MF_his,mf,MatchMismatch,poss,Edward shouldn't love that Christina does see,his,5.4136505126953125
OneEmbedding,shouldn't love,does see,405,405_FM_his,fm,MismatchMatch,poss,Irene shouldn't love that that ex-husband does see,his,4.638020992279053
OneEmbedding,shouldn't love,does see,405,405_FF_his,ff,MismatchMismatch,poss,Irene shouldn't love that Christina does see,his,6.655752658843994
OneEmbedding,didn't know,did admire,406,406_MM_him,mm,MatchMatch,obj,Mitchell didn't know that Noah did admire,him,2.79182505607605
OneEmbedding,didn't know,did admire,406,406_MF_him,mf,MatchMismatch,obj,Mitchell didn't know that the sister did admire,him,1.8975478410720825
OneEmbedding,didn't know,did admire,406,406_FM_him,fm,MismatchMatch,obj,Andrea didn't know that Noah did admire,him,3.0579659938812256
OneEmbedding,didn't know,did admire,406,406_FF_him,ff,MismatchMismatch,obj,Andrea didn't know that the sister did admire,him,2.478001117706299
OneEmbedding,didn't know,did admire,406,406_MM_his,mm,MatchMatch,poss,Mitchell didn't know that Noah did admire,his,4.244805335998535
OneEmbedding,didn't know,did admire,406,406_MF_his,mf,MatchMismatch,poss,Mitchell didn't know that the sister did admire,his,3.657614231109619
OneEmbedding,didn't know,did admire,406,406_FM_his,fm,MismatchMatch,poss,Andrea didn't know that Noah did admire,his,4.5998215675354
OneEmbedding,didn't know,did admire,406,406_FF_his,ff,MismatchMismatch,poss,Andrea didn't know that the sister did admire,his,4.827383518218994
OneEmbedding,has forgotten,confused,407,407_MM_him,mm,MatchMatch,obj,Brett has forgotten that that boy confused,him,3.642296075820923
OneEmbedding,has forgotten,confused,407,407_MF_him,mf,MatchMismatch,obj,Brett has forgotten that Carla confused,him,2.590475082397461
OneEmbedding,has forgotten,confused,407,407_FM_him,fm,MismatchMatch,obj,Dana has forgotten that that boy confused,him,4.053150177001953
OneEmbedding,has forgotten,confused,407,407_FF_him,ff,MismatchMismatch,obj,Dana has forgotten that Carla confused,him,2.761230707168579
OneEmbedding,has forgotten,confused,407,407_MM_his,mm,MatchMatch,poss,Brett has forgotten that that boy confused,his,4.468808174133301
OneEmbedding,has forgotten,confused,407,407_MF_his,mf,MatchMismatch,poss,Brett has forgotten that Carla confused,his,4.842849254608154
OneEmbedding,has forgotten,confused,407,407_FM_his,fm,MismatchMatch,poss,Dana has forgotten that that boy confused,his,4.868494510650635
OneEmbedding,has forgotten,confused,407,407_FF_his,ff,MismatchMismatch,poss,Dana has forgotten that Carla confused,his,5.0517120361328125
OneEmbedding,did conclude,wasn't bothering,408,408_MM_him,mm,MatchMatch,obj,John did conclude that that boy wasn't bothering,him,4.614692687988281
OneEmbedding,did conclude,wasn't bothering,408,408_MF_him,mf,MatchMismatch,obj,John did conclude that Wendy wasn't bothering,him,2.346971035003662
OneEmbedding,did conclude,wasn't bothering,408,408_FM_him,fm,MismatchMatch,obj,Stephanie did conclude that that boy wasn't bothering,him,7.407179832458496
OneEmbedding,did conclude,wasn't bothering,408,408_FF_him,ff,MismatchMismatch,obj,Stephanie did conclude that Wendy wasn't bothering,him,3.275880813598633
OneEmbedding,did conclude,wasn't bothering,408,408_MM_his,mm,MatchMatch,poss,John did conclude that that boy wasn't bothering,his,5.515068531036377
OneEmbedding,did conclude,wasn't bothering,408,408_MF_his,mf,MatchMismatch,poss,John did conclude that Wendy wasn't bothering,his,7.233983516693115
OneEmbedding,did conclude,wasn't bothering,408,408_FM_his,fm,MismatchMatch,poss,Stephanie did conclude that that boy wasn't bothering,his,6.631542205810547
OneEmbedding,did conclude,wasn't bothering,408,408_FF_his,ff,MismatchMismatch,poss,Stephanie did conclude that Wendy wasn't bothering,his,8.542082786560059
OneEmbedding,would suggest,appreciates,409,409_MM_him,mm,MatchMatch,obj,Craig would suggest that Robert appreciates,him,6.781608581542969
OneEmbedding,would suggest,appreciates,409,409_MF_him,mf,MatchMismatch,obj,Craig would suggest that Kendra appreciates,him,5.824814319610596
OneEmbedding,would suggest,appreciates,409,409_FM_him,fm,MismatchMatch,obj,That dancer would suggest that Robert appreciates,him,6.59674072265625
OneEmbedding,would suggest,appreciates,409,409_FF_him,ff,MismatchMismatch,obj,That dancer would suggest that Kendra appreciates,him,5.193474292755127
OneEmbedding,would suggest,appreciates,409,409_MM_his,mm,MatchMatch,poss,Craig would suggest that Robert appreciates,his,3.9912514686584473
OneEmbedding,would suggest,appreciates,409,409_MF_his,mf,MatchMismatch,poss,Craig would suggest that Kendra appreciates,his,4.496133327484131
OneEmbedding,would suggest,appreciates,409,409_FM_his,fm,MismatchMatch,poss,That dancer would suggest that Robert appreciates,his,3.906722068786621
OneEmbedding,would suggest,appreciates,409,409_FF_his,ff,MismatchMismatch,poss,That dancer would suggest that Kendra appreciates,his,4.728002548217773
OneEmbedding,learns,bothers,410,410_MM_him,mm,MatchMatch,obj,Derek learns that Matt bothers,him,1.7546168565750122
OneEmbedding,learns,bothers,410,410_MF_him,mf,MatchMismatch,obj,Derek learns that Catherine bothers,him,0.8292838335037231
OneEmbedding,learns,bothers,410,410_FM_him,fm,MismatchMatch,obj,Tamara learns that Matt bothers,him,2.620623826980591
OneEmbedding,learns,bothers,410,410_FF_him,ff,MismatchMismatch,obj,Tamara learns that Catherine bothers,him,1.18364679813385
OneEmbedding,learns,bothers,410,410_MM_his,mm,MatchMatch,poss,Derek learns that Matt bothers,his,3.3758792877197266
OneEmbedding,learns,bothers,410,410_MF_his,mf,MatchMismatch,poss,Derek learns that Catherine bothers,his,5.512845993041992
OneEmbedding,learns,bothers,410,410_FM_his,fm,MismatchMatch,poss,Tamara learns that Matt bothers,his,4.12727165222168
OneEmbedding,learns,bothers,410,410_FF_his,ff,MismatchMismatch,poss,Tamara learns that Catherine bothers,his,6.262854099273682
OneEmbedding,has hated,did investigate,411,411_MM_him,mm,MatchMatch,obj,This son has hated that this son did investigate,him,3.4982750415802
OneEmbedding,has hated,did investigate,411,411_MF_him,mf,MatchMismatch,obj,This son has hated that that niece did investigate,him,2.229379177093506
OneEmbedding,has hated,did investigate,411,411_FM_him,fm,MismatchMatch,obj,Carrie has hated that this son did investigate,him,5.671982288360596
OneEmbedding,has hated,did investigate,411,411_FF_him,ff,MismatchMismatch,obj,Carrie has hated that that niece did investigate,him,3.7472481727600098
OneEmbedding,has hated,did investigate,411,411_MM_his,mm,MatchMatch,poss,This son has hated that this son did investigate,his,3.637674570083618
OneEmbedding,has hated,did investigate,411,411_MF_his,mf,MatchMismatch,poss,This son has hated that that niece did investigate,his,3.9923784732818604
OneEmbedding,has hated,did investigate,411,411_FM_his,fm,MismatchMatch,poss,Carrie has hated that this son did investigate,his,3.647555112838745
OneEmbedding,has hated,did investigate,411,411_FF_his,ff,MismatchMismatch,poss,Carrie has hated that that niece did investigate,his,6.318925380706787
OneEmbedding,was loving,hadn't left,412,412_MM_him,mm,MatchMatch,obj,Lawrence was loving that Gary hadn't left,him,3.0665879249572754
OneEmbedding,was loving,hadn't left,412,412_MF_him,mf,MatchMismatch,obj,Lawrence was loving that Emily hadn't left,him,2.3286807537078857
OneEmbedding,was loving,hadn't left,412,412_FM_him,fm,MismatchMatch,obj,That mother was loving that Gary hadn't left,him,7.046797275543213
OneEmbedding,was loving,hadn't left,412,412_FF_him,ff,MismatchMismatch,obj,That mother was loving that Emily hadn't left,him,5.147164821624756
OneEmbedding,was loving,hadn't left,412,412_MM_his,mm,MatchMatch,poss,Lawrence was loving that Gary hadn't left,his,3.747922658920288
OneEmbedding,was loving,hadn't left,412,412_MF_his,mf,MatchMismatch,poss,Lawrence was loving that Emily hadn't left,his,5.661614894866943
OneEmbedding,was loving,hadn't left,412,412_FM_his,fm,MismatchMatch,poss,That mother was loving that Gary hadn't left,his,3.773198127746582
OneEmbedding,was loving,hadn't left,412,412_FF_his,ff,MismatchMismatch,poss,That mother was loving that Emily hadn't left,his,8.05671501159668
OneEmbedding,proposes,helps,413,413_MM_him,mm,MatchMatch,obj,Gerald proposes that Thomas helps,him,3.2181031703948975
OneEmbedding,proposes,helps,413,413_MF_him,mf,MatchMismatch,obj,Gerald proposes that Dana helps,him,2.755875825881958
OneEmbedding,proposes,helps,413,413_FM_him,fm,MismatchMatch,obj,Beth proposes that Thomas helps,him,4.0349202156066895
OneEmbedding,proposes,helps,413,413_FF_him,ff,MismatchMismatch,obj,Beth proposes that Dana helps,him,3.8106634616851807
OneEmbedding,proposes,helps,413,413_MM_his,mm,MatchMatch,poss,Gerald proposes that Thomas helps,his,4.919456481933594
OneEmbedding,proposes,helps,413,413_MF_his,mf,MatchMismatch,poss,Gerald proposes that Dana helps,his,6.870288372039795
OneEmbedding,proposes,helps,413,413_FM_his,fm,MismatchMatch,poss,Beth proposes that Thomas helps,his,5.723011016845703
OneEmbedding,proposes,helps,413,413_FF_his,ff,MismatchMismatch,poss,Beth proposes that Dana helps,his,8.990994453430176
OneEmbedding,wasn't imagining,listens to,414,414_MM_him,mm,MatchMatch,obj,Carlos wasn't imagining that Daniel listens to,him,5.4242939949035645
OneEmbedding,wasn't imagining,listens to,414,414_MF_him,mf,MatchMismatch,obj,Carlos wasn't imagining that Holly listens to,him,4.457025527954102
OneEmbedding,wasn't imagining,listens to,414,414_FM_him,fm,MismatchMatch,obj,Denise wasn't imagining that Daniel listens to,him,7.060676097869873
OneEmbedding,wasn't imagining,listens to,414,414_FF_him,ff,MismatchMismatch,obj,Denise wasn't imagining that Holly listens to,him,6.3303070068359375
OneEmbedding,wasn't imagining,listens to,414,414_MM_his,mm,MatchMatch,poss,Carlos wasn't imagining that Daniel listens to,his,4.160079002380371
OneEmbedding,wasn't imagining,listens to,414,414_MF_his,mf,MatchMismatch,poss,Carlos wasn't imagining that Holly listens to,his,5.16100549697876
OneEmbedding,wasn't imagining,listens to,414,414_FM_his,fm,MismatchMatch,poss,Denise wasn't imagining that Daniel listens to,his,4.526158809661865
OneEmbedding,wasn't imagining,listens to,414,414_FF_his,ff,MismatchMismatch,poss,Denise wasn't imagining that Holly listens to,his,7.06975793838501
OneEmbedding,is complaining,remembered,415,415_MM_him,mm,MatchMatch,obj,Michael is complaining that Derek remembered,him,3.0635998249053955
OneEmbedding,is complaining,remembered,415,415_MF_him,mf,MatchMismatch,obj,Michael is complaining that Dawn remembered,him,2.7955527305603027
OneEmbedding,is complaining,remembered,415,415_FM_him,fm,MismatchMatch,obj,The waitress is complaining that Derek remembered,him,7.11932373046875
OneEmbedding,is complaining,remembered,415,415_FF_him,ff,MismatchMismatch,obj,The waitress is complaining that Dawn remembered,him,5.7075676918029785
OneEmbedding,is complaining,remembered,415,415_MM_his,mm,MatchMatch,poss,Michael is complaining that Derek remembered,his,3.5780837535858154
OneEmbedding,is complaining,remembered,415,415_MF_his,mf,MatchMismatch,poss,Michael is complaining that Dawn remembered,his,4.349443435668945
OneEmbedding,is complaining,remembered,415,415_FM_his,fm,MismatchMatch,poss,The waitress is complaining that Derek remembered,his,4.4958295822143555
OneEmbedding,is complaining,remembered,415,415_FF_his,ff,MismatchMismatch,poss,The waitress is complaining that Dawn remembered,his,7.5653557777404785
OneEmbedding,loves,hasn't loved,416,416_MM_him,mm,MatchMatch,obj,Carl loves that that ex-husband hasn't loved,him,2.1963746547698975
OneEmbedding,loves,hasn't loved,416,416_MF_him,mf,MatchMismatch,obj,Carl loves that Angela hasn't loved,him,1.007090449333191
OneEmbedding,loves,hasn't loved,416,416_FM_him,fm,MismatchMatch,obj,Karen loves that that ex-husband hasn't loved,him,6.061434745788574
OneEmbedding,loves,hasn't loved,416,416_FF_him,ff,MismatchMismatch,obj,Karen loves that Angela hasn't loved,him,3.044787645339966
OneEmbedding,loves,hasn't loved,416,416_MM_his,mm,MatchMatch,poss,Carl loves that that ex-husband hasn't loved,his,4.595946788787842
OneEmbedding,loves,hasn't loved,416,416_MF_his,mf,MatchMismatch,poss,Carl loves that Angela hasn't loved,his,7.0932440757751465
OneEmbedding,loves,hasn't loved,416,416_FM_his,fm,MismatchMatch,poss,Karen loves that that ex-husband hasn't loved,his,5.5656514167785645
OneEmbedding,loves,hasn't loved,416,416_FF_his,ff,MismatchMismatch,poss,Karen loves that Angela hasn't loved,his,9.505207061767578
OneEmbedding,demonstrates,thinks about,417,417_MM_him,mm,MatchMatch,obj,Gary demonstrates that Russell thinks about,him,8.605243682861328
OneEmbedding,demonstrates,thinks about,417,417_MF_him,mf,MatchMismatch,obj,Gary demonstrates that the granddaughter thinks about,him,6.132532596588135
OneEmbedding,demonstrates,thinks about,417,417_FM_him,fm,MismatchMatch,obj,Tanya demonstrates that Russell thinks about,him,9.125104904174805
OneEmbedding,demonstrates,thinks about,417,417_FF_him,ff,MismatchMismatch,obj,Tanya demonstrates that the granddaughter thinks about,him,7.827256202697754
OneEmbedding,demonstrates,thinks about,417,417_MM_his,mm,MatchMatch,poss,Gary demonstrates that Russell thinks about,his,3.9773285388946533
OneEmbedding,demonstrates,thinks about,417,417_MF_his,mf,MatchMismatch,poss,Gary demonstrates that the granddaughter thinks about,his,7.232602119445801
OneEmbedding,demonstrates,thinks about,417,417_FM_his,fm,MismatchMatch,poss,Tanya demonstrates that Russell thinks about,his,4.232486248016357
OneEmbedding,demonstrates,thinks about,417,417_FF_his,ff,MismatchMismatch,poss,Tanya demonstrates that the granddaughter thinks about,his,8.605478286743164
OneEmbedding,can find out,wasn't describing,418,418_MM_him,mm,MatchMatch,obj,Matt can find out that the husband wasn't describing,him,6.060387134552002
OneEmbedding,can find out,wasn't describing,418,418_MF_him,mf,MatchMismatch,obj,Matt can find out that Victoria wasn't describing,him,4.020167827606201
OneEmbedding,can find out,wasn't describing,418,418_FM_him,fm,MismatchMatch,obj,Deanna can find out that the husband wasn't describing,him,6.625744342803955
OneEmbedding,can find out,wasn't describing,418,418_FF_him,ff,MismatchMismatch,obj,Deanna can find out that Victoria wasn't describing,him,5.371485710144043
OneEmbedding,can find out,wasn't describing,418,418_MM_his,mm,MatchMatch,poss,Matt can find out that the husband wasn't describing,his,3.2189345359802246
OneEmbedding,can find out,wasn't describing,418,418_MF_his,mf,MatchMismatch,poss,Matt can find out that Victoria wasn't describing,his,5.611172676086426
OneEmbedding,can find out,wasn't describing,418,418_FM_his,fm,MismatchMatch,poss,Deanna can find out that the husband wasn't describing,his,3.4694583415985107
OneEmbedding,can find out,wasn't describing,418,418_FF_his,ff,MismatchMismatch,poss,Deanna can find out that Victoria wasn't describing,his,7.591787338256836
OneEmbedding,agrees,hasn't remembered,419,419_MM_him,mm,MatchMatch,obj,Brett agrees that Paul hasn't remembered,him,6.562403202056885
OneEmbedding,agrees,hasn't remembered,419,419_MF_him,mf,MatchMismatch,obj,Brett agrees that Rachel hasn't remembered,him,5.452239513397217
OneEmbedding,agrees,hasn't remembered,419,419_FM_him,fm,MismatchMatch,obj,Valerie agrees that Paul hasn't remembered,him,7.257725715637207
OneEmbedding,agrees,hasn't remembered,419,419_FF_him,ff,MismatchMismatch,obj,Valerie agrees that Rachel hasn't remembered,him,6.045919418334961
OneEmbedding,agrees,hasn't remembered,419,419_MM_his,mm,MatchMatch,poss,Brett agrees that Paul hasn't remembered,his,3.8533132076263428
OneEmbedding,agrees,hasn't remembered,419,419_MF_his,mf,MatchMismatch,poss,Brett agrees that Rachel hasn't remembered,his,7.202067852020264
OneEmbedding,agrees,hasn't remembered,419,419_FM_his,fm,MismatchMatch,poss,Valerie agrees that Paul hasn't remembered,his,3.950376510620117
OneEmbedding,agrees,hasn't remembered,419,419_FF_his,ff,MismatchMismatch,poss,Valerie agrees that Rachel hasn't remembered,his,7.4416680335998535
OneEmbedding,whispers,found,420,420_MM_him,mm,MatchMatch,obj,Omar whispers that Liam found,him,4.602419853210449
OneEmbedding,whispers,found,420,420_MF_him,mf,MatchMismatch,obj,Omar whispers that Carolyn found,him,3.7382147312164307
OneEmbedding,whispers,found,420,420_FM_him,fm,MismatchMatch,obj,Emily whispers that Liam found,him,5.643229007720947
OneEmbedding,whispers,found,420,420_FF_him,ff,MismatchMismatch,obj,Emily whispers that Carolyn found,him,4.318399906158447
OneEmbedding,whispers,found,420,420_MM_his,mm,MatchMatch,poss,Omar whispers that Liam found,his,3.8210337162017822
OneEmbedding,whispers,found,420,420_MF_his,mf,MatchMismatch,poss,Omar whispers that Carolyn found,his,5.45840311050415
OneEmbedding,whispers,found,420,420_FM_his,fm,MismatchMatch,poss,Emily whispers that Liam found,his,4.907707691192627
OneEmbedding,whispers,found,420,420_FF_his,ff,MismatchMismatch,poss,Emily whispers that Carolyn found,his,6.782845497131348
OneEmbedding,had confessed,referenced,421,421_MM_him,mm,MatchMatch,obj,Larry had confessed that Walter referenced,him,3.1476659774780273
OneEmbedding,had confessed,referenced,421,421_MF_him,mf,MatchMismatch,obj,Larry had confessed that Danielle referenced,him,3.380668878555298
OneEmbedding,had confessed,referenced,421,421_FM_him,fm,MismatchMatch,obj,Sally had confessed that Walter referenced,him,4.696996212005615
OneEmbedding,had confessed,referenced,421,421_FF_him,ff,MismatchMismatch,obj,Sally had confessed that Danielle referenced,him,5.400869369506836
OneEmbedding,had confessed,referenced,421,421_MM_his,mm,MatchMatch,poss,Larry had confessed that Walter referenced,his,3.3723909854888916
OneEmbedding,had confessed,referenced,421,421_MF_his,mf,MatchMismatch,poss,Larry had confessed that Danielle referenced,his,4.230283737182617
OneEmbedding,had confessed,referenced,421,421_FM_his,fm,MismatchMatch,poss,Sally had confessed that Walter referenced,his,4.055922985076904
OneEmbedding,had confessed,referenced,421,421_FF_his,ff,MismatchMismatch,poss,Sally had confessed that Danielle referenced,his,6.722738265991211
OneEmbedding,had concluded,won't teach,422,422_MM_him,mm,MatchMatch,obj,Patrick had concluded that Daniel won't teach,him,4.668686866760254
OneEmbedding,had concluded,won't teach,422,422_MF_him,mf,MatchMismatch,obj,Patrick had concluded that Alice won't teach,him,2.2466304302215576
OneEmbedding,had concluded,won't teach,422,422_FM_him,fm,MismatchMatch,obj,Alice had concluded that Daniel won't teach,him,4.833609580993652
OneEmbedding,had concluded,won't teach,422,422_FF_him,ff,MismatchMismatch,obj,Alice had concluded that Alice won't teach,him,3.2068374156951904
OneEmbedding,had concluded,won't teach,422,422_MM_his,mm,MatchMatch,poss,Patrick had concluded that Daniel won't teach,his,3.822532892227173
OneEmbedding,had concluded,won't teach,422,422_MF_his,mf,MatchMismatch,poss,Patrick had concluded that Alice won't teach,his,7.620419025421143
OneEmbedding,had concluded,won't teach,422,422_FM_his,fm,MismatchMatch,poss,Alice had concluded that Daniel won't teach,his,4.046577453613281
OneEmbedding,had concluded,won't teach,422,422_FF_his,ff,MismatchMismatch,poss,Alice had concluded that Alice won't teach,his,9.586365699768066
OneEmbedding,noticed,is discussing,423,423_MM_him,mm,MatchMatch,obj,That ex-husband noticed that Theodore is discussing,him,6.164008617401123
OneEmbedding,noticed,is discussing,423,423_MF_him,mf,MatchMismatch,obj,That ex-husband noticed that Carol is discussing,him,6.32920503616333
OneEmbedding,noticed,is discussing,423,423_FM_him,fm,MismatchMatch,obj,This lady noticed that Theodore is discussing,him,8.518097877502441
OneEmbedding,noticed,is discussing,423,423_FF_him,ff,MismatchMismatch,obj,This lady noticed that Carol is discussing,him,8.746015548706055
OneEmbedding,noticed,is discussing,423,423_MM_his,mm,MatchMatch,poss,That ex-husband noticed that Theodore is discussing,his,2.942781448364258
OneEmbedding,noticed,is discussing,423,423_MF_his,mf,MatchMismatch,poss,That ex-husband noticed that Carol is discussing,his,6.533283710479736
OneEmbedding,noticed,is discussing,423,423_FM_his,fm,MismatchMatch,poss,This lady noticed that Theodore is discussing,his,4.0655412673950195
OneEmbedding,noticed,is discussing,423,423_FF_his,ff,MismatchMismatch,poss,This lady noticed that Carol is discussing,his,7.690284729003906
