exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-large_surp
simple,worries,549,549_M_his,m,Match,poss,That father worries,his,7.188371181488037
simple,worries,549,549_F_him,f,Mismatch,obj,That daughter worries,him,7.6315388679504395
simple,worries,549,549_F_his,f,Mismatch,poss,That daughter worries,his,9.953557968139648
simple,disliked,550,550_M_him,m,Match,obj,Craig disliked,him,5.6265177726745605
simple,disliked,550,550_M_his,m,Match,poss,Craig disliked,his,4.724019527435303
simple,disliked,550,550_F_him,f,Mismatch,obj,Connie disliked,him,4.2919111251831055
simple,disliked,550,550_F_his,f,Mismatch,poss,Connie disliked,his,5.862887859344482
simple,chooses,551,551_M_him,m,Match,obj,Phillip chooses,him,9.330778121948242
simple,chooses,551,551_M_his,m,Match,poss,Phillip chooses,his,5.178731441497803
simple,chooses,551,551_F_him,f,Mismatch,obj,Leslie chooses,him,9.78201675415039
simple,chooses,551,551_F_his,f,Mismatch,poss,Leslie chooses,his,5.12667989730835
simple,found,552,552_M_him,m,Match,obj,Vincent found,him,6.5457048416137695
simple,found,552,552_M_his,m,Match,poss,Vincent found,his,5.144829750061035
simple,found,552,552_F_him,f,Mismatch,obj,Tara found,him,5.798572540283203
simple,found,552,552_F_his,f,Mismatch,poss,Tara found,his,7.063136100769043
simple,will complain about,553,553_M_him,m,Match,obj,Robert will complain about,him,7.0907301902771
simple,will complain about,553,553_M_his,m,Match,poss,Robert will complain about,his,4.399132251739502
simple,will complain about,553,553_F_him,f,Mismatch,obj,Kristen will complain about,him,6.883417129516602
simple,will complain about,553,553_F_his,f,Mismatch,poss,Kristen will complain about,his,4.646512985229492
simple,was concealing,554,554_M_him,m,Match,obj,Russell was concealing,him,10.087359428405762
simple,was concealing,554,554_M_his,m,Match,poss,Russell was concealing,his,3.2571029663085938
simple,was concealing,554,554_F_him,f,Mismatch,obj,Tara was concealing,him,8.456780433654785
simple,was concealing,554,554_F_his,f,Mismatch,poss,Tara was concealing,his,4.506872177124023
simple,does catch,555,555_M_him,m,Match,obj,The husband does catch,him,6.018002510070801
simple,does catch,555,555_M_his,m,Match,poss,The husband does catch,his,3.577270030975342
simple,does catch,555,555_F_him,f,Mismatch,obj,Tanya does catch,him,4.253853797912598
simple,does catch,555,555_F_his,f,Mismatch,poss,Tanya does catch,his,6.293652534484863
simple,wasn't teaching,556,556_M_him,m,Match,obj,Joseph wasn't teaching,him,4.603226184844971
simple,wasn't teaching,556,556_M_his,m,Match,poss,Joseph wasn't teaching,his,4.6419596672058105
simple,wasn't teaching,556,556_F_him,f,Mismatch,obj,Allison wasn't teaching,him,5.658975601196289
simple,wasn't teaching,556,556_F_his,f,Mismatch,poss,Allison wasn't teaching,his,7.236997604370117
simple,could question,557,557_M_him,m,Match,obj,Chad could question,him,4.664860725402832
simple,could question,557,557_M_his,m,Match,poss,Chad could question,his,3.615344524383545
simple,could question,557,557_F_him,f,Mismatch,obj,Danielle could question,him,4.881961345672607
simple,could question,557,557_F_his,f,Mismatch,poss,Danielle could question,his,4.428915977478027
simple,hadn't revealed,558,558_M_him,m,Match,obj,Joseph hadn't revealed,him,8.154221534729004
simple,hadn't revealed,558,558_M_his,m,Match,poss,Joseph hadn't revealed,his,2.760125160217285
simple,hadn't revealed,558,558_F_him,f,Mismatch,obj,Teresa hadn't revealed,him,8.838485717773438
simple,hadn't revealed,558,558_F_his,f,Mismatch,poss,Teresa hadn't revealed,his,6.331140995025635
simple,embarrassed,559,559_M_him,m,Match,obj,Alexander embarrassed,him,4.809717178344727
simple,embarrassed,559,559_M_his,m,Match,poss,Alexander embarrassed,his,5.184970855712891
simple,embarrassed,559,559_F_him,f,Mismatch,obj,Beth embarrassed,him,4.533710479736328
simple,embarrassed,559,559_F_his,f,Mismatch,poss,Beth embarrassed,his,8.364664077758789
simple,wasn't hindering,560,560_M_him,m,Match,obj,Chad wasn't hindering,him,3.9004461765289307
simple,wasn't hindering,560,560_M_his,m,Match,poss,Chad wasn't hindering,his,3.0563888549804688
simple,wasn't hindering,560,560_F_him,f,Mismatch,obj,Danielle wasn't hindering,him,3.463439464569092
simple,wasn't hindering,560,560_F_his,f,Mismatch,poss,Danielle wasn't hindering,his,4.165363788604736
simple,can disturb,561,561_M_him,m,Match,obj,Noah can disturb,him,5.9124436378479
simple,can disturb,561,561_M_his,m,Match,poss,Noah can disturb,his,5.06099271774292
simple,can disturb,561,561_F_him,f,Mismatch,obj,Laurie can disturb,him,5.251644134521484
simple,can disturb,561,561_F_his,f,Mismatch,poss,Laurie can disturb,his,5.547658920288086
simple,praised,562,562_M_him,m,Match,obj,Scott praised,him,6.1417388916015625
simple,praised,562,562_M_his,m,Match,poss,Scott praised,his,4.124962329864502
simple,praised,562,562_F_him,f,Mismatch,obj,Melanie praised,him,5.5139055252075195
simple,praised,562,562_F_his,f,Mismatch,poss,Melanie praised,his,5.356729984283447
simple,wasn't scanning,563,563_M_him,m,Match,obj,Patrick wasn't scanning,him,8.59072494506836
simple,wasn't scanning,563,563_M_his,m,Match,poss,Patrick wasn't scanning,his,3.9745242595672607
simple,wasn't scanning,563,563_F_him,f,Mismatch,obj,Barbara wasn't scanning,him,7.739695072174072
simple,wasn't scanning,563,563_F_his,f,Mismatch,poss,Barbara wasn't scanning,his,5.919007778167725
simple,had liked,564,564_M_him,m,Match,obj,Timothy had liked,him,4.804244518280029
simple,had liked,564,564_M_his,m,Match,poss,Timothy had liked,his,4.925431728363037
simple,had liked,564,564_F_him,f,Mismatch,obj,Kimberley had liked,him,4.608287334442139
simple,had liked,564,564_F_his,f,Mismatch,poss,Kimberley had liked,his,5.198719501495361
simple,bored,565,565_M_him,m,Match,obj,Steve bored,him,7.488308906555176
simple,bored,565,565_M_his,m,Match,poss,Steve bored,his,7.230755805969238
simple,bored,565,565_F_him,f,Mismatch,obj,Katherine bored,him,6.375887870788574
simple,bored,565,565_F_his,f,Mismatch,poss,Katherine bored,his,9.16118335723877
simple,would bite,566,566_M_him,m,Match,obj,The boy would bite,him,4.230144023895264
simple,would bite,566,566_M_his,m,Match,poss,The boy would bite,his,2.8539180755615234
simple,would bite,566,566_F_him,f,Mismatch,obj,Stacy would bite,him,4.197092056274414
simple,would bite,566,566_F_his,f,Mismatch,poss,Stacy would bite,his,5.411043167114258
simple,fled from,567,567_M_him,m,Match,obj,The brother fled from,him,6.493396759033203
simple,fled from,567,567_M_his,m,Match,poss,The brother fled from,his,3.4300215244293213
simple,fled from,567,567_F_him,f,Mismatch,obj,Brenda fled from,him,7.162176609039307
simple,fled from,567,567_F_his,f,Mismatch,poss,Brenda fled from,his,4.883552074432373
simple,won't worry,568,568_M_him,m,Match,obj,Bill won't worry,him,6.521649360656738
simple,won't worry,568,568_M_his,m,Match,poss,Bill won't worry,his,7.960733413696289
simple,won't worry,568,568_F_him,f,Mismatch,obj,Brenda won't worry,him,6.919401168823242
simple,won't worry,568,568_F_his,f,Mismatch,poss,Brenda won't worry,his,9.537535667419434
simple,is questioning,569,569_M_him,m,Match,obj,Lawrence is questioning,him,7.876079082489014
simple,is questioning,569,569_M_his,m,Match,poss,Lawrence is questioning,his,5.287664890289307
simple,is questioning,569,569_F_him,f,Mismatch,obj,Michelle is questioning,him,6.021415710449219
simple,is questioning,569,569_F_his,f,Mismatch,poss,Michelle is questioning,his,5.619516372680664
simple,is thinking about,570,570_M_him,m,Match,obj,Wayne is thinking about,him,8.289236068725586
simple,is thinking about,570,570_M_his,m,Match,poss,Wayne is thinking about,his,5.042613506317139
simple,is thinking about,570,570_F_him,f,Mismatch,obj,Elizabeth is thinking about,him,8.179160118103027
simple,is thinking about,570,570_F_his,f,Mismatch,poss,Elizabeth is thinking about,his,8.08979606628418
simple,forgave,571,571_M_him,m,Match,obj,Matt forgave,him,2.402461290359497
simple,forgave,571,571_M_his,m,Match,poss,Matt forgave,his,4.062800407409668
simple,forgave,571,571_F_him,f,Mismatch,obj,Tara forgave,him,2.391660690307617
simple,forgave,571,571_F_his,f,Mismatch,poss,Tara forgave,his,6.0133538246154785
simple,hadn't complained about,572,572_M_him,m,Match,obj,Marcus hadn't complained about,him,7.333907127380371
simple,hadn't complained about,572,572_M_his,m,Match,poss,Marcus hadn't complained about,his,2.8404572010040283
simple,hadn't complained about,572,572_F_him,f,Mismatch,obj,Elaine hadn't complained about,him,6.376718997955322
simple,hadn't complained about,572,572_F_his,f,Mismatch,poss,Elaine hadn't complained about,his,5.428915023803711
simple,was hiding,573,573_M_him,m,Match,obj,Jason was hiding,him,9.053808212280273
simple,was hiding,573,573_M_his,m,Match,poss,Jason was hiding,his,5.354548454284668
simple,was hiding,573,573_F_him,f,Mismatch,obj,Natalie was hiding,him,9.029682159423828
simple,was hiding,573,573_F_his,f,Mismatch,poss,Natalie was hiding,his,7.186825275421143
simple,is shocking,574,574_M_him,m,Match,obj,Edward is shocking,him,7.750681400299072
simple,is shocking,574,574_M_his,m,Match,poss,Edward is shocking,his,7.33920955657959
simple,is shocking,574,574_F_him,f,Mismatch,obj,Ruth is shocking,him,13.605589866638184
simple,is shocking,574,574_F_his,f,Mismatch,poss,Ruth is shocking,his,12.90105152130127
simple,revealed,575,575_M_him,m,Match,obj,That grandfather revealed,him,9.074639320373535
simple,revealed,575,575_M_his,m,Match,poss,That grandfather revealed,his,4.011104106903076
simple,revealed,575,575_F_him,f,Mismatch,obj,Theresa revealed,him,10.236482620239258
simple,revealed,575,575_F_his,f,Mismatch,poss,Theresa revealed,his,7.477518558502197
simple,kissed,576,576_M_him,m,Match,obj,Todd kissed,him,4.495051383972168
simple,kissed,576,576_M_his,m,Match,poss,Todd kissed,his,4.151885986328125
simple,kissed,576,576_F_him,f,Mismatch,obj,Jill kissed,him,2.4250056743621826
simple,kissed,576,576_F_his,f,Mismatch,poss,Jill kissed,his,5.0604166984558105
simple,should hold,577,577_M_him,m,Match,obj,Kevin should hold,him,5.360746383666992
simple,should hold,577,577_M_his,m,Match,poss,Kevin should hold,his,3.6233925819396973
simple,should hold,577,577_F_him,f,Mismatch,obj,Vanessa should hold,him,5.68733549118042
simple,should hold,577,577_F_his,f,Mismatch,poss,Vanessa should hold,his,6.730046272277832
simple,would teach,578,578_M_him,m,Match,obj,Christopher would teach,him,5.544081687927246
simple,would teach,578,578_M_his,m,Match,poss,Christopher would teach,his,5.3889031410217285
simple,would teach,578,578_F_him,f,Mismatch,obj,The girl would teach,him,2.7322213649749756
simple,would teach,578,578_F_his,f,Mismatch,poss,The girl would teach,his,8.317204475402832
simple,isn't helping,579,579_M_him,m,Match,obj,This grandfather isn't helping,him,6.234733581542969
simple,isn't helping,579,579_M_his,m,Match,poss,This grandfather isn't helping,his,4.158668518066406
simple,isn't helping,579,579_F_him,f,Mismatch,obj,Valerie isn't helping,him,5.644336700439453
simple,isn't helping,579,579_F_his,f,Mismatch,poss,Valerie isn't helping,his,6.60537052154541
simple,can investigate,580,580_M_him,m,Match,obj,Steve can investigate,him,8.814983367919922
simple,can investigate,580,580_M_his,m,Match,poss,Steve can investigate,his,5.815781593322754
simple,can investigate,580,580_F_him,f,Mismatch,obj,Danielle can investigate,him,10.2737455368042
simple,can investigate,580,580_F_his,f,Mismatch,poss,Danielle can investigate,his,7.8919901847839355
simple,isn't teaching,581,581_M_him,m,Match,obj,The ex-husband isn't teaching,him,5.04852294921875
simple,isn't teaching,581,581_M_his,m,Match,poss,The ex-husband isn't teaching,his,2.414257049560547
simple,isn't teaching,581,581_F_him,f,Mismatch,obj,Ann isn't teaching,him,6.2003912925720215
simple,isn't teaching,581,581_F_his,f,Mismatch,poss,Ann isn't teaching,his,4.899294376373291
simple,does dislike,582,582_M_him,m,Match,obj,Gregory does dislike,him,6.40407133102417
simple,does dislike,582,582_M_his,m,Match,poss,Gregory does dislike,his,5.084315299987793
simple,does dislike,582,582_F_him,f,Mismatch,obj,Stephanie does dislike,him,6.422656059265137
simple,does dislike,582,582_F_his,f,Mismatch,poss,Stephanie does dislike,his,7.416403770446777
simple,had fled from,583,583_M_him,m,Match,obj,Michael had fled from,him,7.53547477722168
simple,had fled from,583,583_M_his,m,Match,poss,Michael had fled from,his,3.559798002243042
simple,had fled from,583,583_F_him,f,Mismatch,obj,April had fled from,him,8.850066184997559
simple,had fled from,583,583_F_his,f,Mismatch,poss,April had fled from,his,3.579885482788086
simple,hadn't listened to,584,584_M_him,m,Match,obj,This son hadn't listened to,him,5.833962917327881
simple,hadn't listened to,584,584_M_his,m,Match,poss,This son hadn't listened to,his,2.3122313022613525
simple,hadn't listened to,584,584_F_him,f,Mismatch,obj,Leslie hadn't listened to,him,3.939901351928711
simple,hadn't listened to,584,584_F_his,f,Mismatch,poss,Leslie hadn't listened to,his,3.6784253120422363
simple,had distracted,585,585_M_him,m,Match,obj,Travis had distracted,him,2.5652685165405273
simple,had distracted,585,585_M_his,m,Match,poss,Travis had distracted,his,6.1899638175964355
simple,had distracted,585,585_F_him,f,Mismatch,obj,Kirsten had distracted,him,3.102097749710083
simple,had distracted,585,585_F_his,f,Mismatch,poss,Kirsten had distracted,his,7.10098123550415
simple,investigated,586,586_M_him,m,Match,obj,David investigated,him,9.226581573486328
simple,investigated,586,586_M_his,m,Match,poss,David investigated,his,5.956767559051514
simple,investigated,586,586_F_him,f,Mismatch,obj,Rebecca investigated,him,8.493119239807129
simple,investigated,586,586_F_his,f,Mismatch,poss,Rebecca investigated,his,6.8541107177734375
simple,hurt,587,587_M_him,m,Match,obj,Gary hurt,him,5.43861198425293
simple,hurt,587,587_M_his,m,Match,poss,Gary hurt,his,4.461254596710205
simple,hurt,587,587_F_him,f,Mismatch,obj,Margaret hurt,him,5.288414001464844
simple,hurt,587,587_F_his,f,Mismatch,poss,Margaret hurt,his,5.409266948699951
simple,had insulted,588,588_M_him,m,Match,obj,The grandson had insulted,him,2.685415029525757
simple,had insulted,588,588_M_his,m,Match,poss,The grandson had insulted,his,2.937802791595459
simple,had insulted,588,588_F_him,f,Mismatch,obj,Maria had insulted,him,2.842597723007202
simple,had insulted,588,588_F_his,f,Mismatch,poss,Maria had insulted,his,4.541551113128662
simple,was curing,589,589_M_him,m,Match,obj,Jason was curing,him,6.5362653732299805
simple,was curing,589,589_M_his,m,Match,poss,Jason was curing,his,3.0213544368743896
simple,was curing,589,589_F_him,f,Mismatch,obj,Meredith was curing,him,4.895484924316406
simple,was curing,589,589_F_his,f,Mismatch,poss,Meredith was curing,his,5.177845001220703
simple,strikes,590,590_M_him,m,Match,obj,Travis strikes,him,8.112260818481445
simple,strikes,590,590_M_his,m,Match,poss,Travis strikes,his,6.87404727935791
simple,strikes,590,590_F_him,f,Mismatch,obj,Ella strikes,him,6.023614406585693
simple,strikes,590,590_F_his,f,Mismatch,poss,Ella strikes,his,6.411957740783691
simple,had fought,591,591_M_him,m,Match,obj,That nephew had fought,him,7.24601411819458
simple,had fought,591,591_M_his,m,Match,poss,That nephew had fought,his,5.177639961242676
simple,had fought,591,591_F_him,f,Mismatch,obj,Patricia had fought,him,7.454070568084717
simple,had fought,591,591_F_his,f,Mismatch,poss,Patricia had fought,his,7.5419721603393555
simple,cares for,592,592_M_him,m,Match,obj,Marcus cares for,him,4.209075927734375
simple,cares for,592,592_M_his,m,Match,poss,Marcus cares for,his,3.0274345874786377
simple,cares for,592,592_F_him,f,Mismatch,obj,Elizabeth cares for,him,4.394275188446045
simple,cares for,592,592_F_his,f,Mismatch,poss,Elizabeth cares for,his,5.903895854949951
simple,has helped,593,593_M_him,m,Match,obj,Brad has helped,him,6.187883377075195
simple,has helped,593,593_M_his,m,Match,poss,Brad has helped,his,6.54398775100708
simple,has helped,593,593_F_him,f,Mismatch,obj,Tiffany has helped,him,6.076965808868408
simple,has helped,593,593_F_his,f,Mismatch,poss,Tiffany has helped,his,8.799591064453125
simple,disgusted,594,594_M_him,m,Match,obj,Phillip disgusted,him,6.510083198547363
simple,disgusted,594,594_M_his,m,Match,poss,Phillip disgusted,his,7.562807559967041
simple,disgusted,594,594_F_him,f,Mismatch,obj,Carrie disgusted,him,4.325607776641846
simple,disgusted,594,594_F_his,f,Mismatch,poss,Carrie disgusted,his,7.884730339050293
simple,bites,595,595_M_him,m,Match,obj,Rodney bites,him,5.464206695556641
simple,bites,595,595_M_his,m,Match,poss,Rodney bites,his,4.041872978210449
simple,bites,595,595_F_him,f,Mismatch,obj,Ann bites,him,4.57960319519043
simple,bites,595,595_F_his,f,Mismatch,poss,Ann bites,his,4.74976921081543
simple,shouldn't listen to,596,596_M_him,m,Match,obj,Bruce shouldn't listen to,him,4.44051456451416
simple,shouldn't listen to,596,596_M_his,m,Match,poss,Bruce shouldn't listen to,his,4.287642478942871
simple,shouldn't listen to,596,596_F_him,f,Mismatch,obj,Sarah shouldn't listen to,him,3.2757458686828613
simple,shouldn't listen to,596,596_F_his,f,Mismatch,poss,Sarah shouldn't listen to,his,6.740846633911133
simple,can talk about,597,597_M_him,m,Match,obj,Jeffrey can talk about,him,8.00484848022461
simple,can talk about,597,597_M_his,m,Match,poss,Jeffrey can talk about,his,4.19732141494751
simple,can talk about,597,597_F_him,f,Mismatch,obj,Sally can talk about,him,7.552454471588135
simple,can talk about,597,597_F_his,f,Mismatch,poss,Sally can talk about,his,4.942140102386475
simple,would strike,598,598_M_him,m,Match,obj,Brett would strike,him,5.172281742095947
simple,would strike,598,598_M_his,m,Match,poss,Brett would strike,his,6.157683372497559
simple,would strike,598,598_F_him,f,Mismatch,obj,Linda would strike,him,4.664163112640381
simple,would strike,598,598_F_his,f,Mismatch,poss,Linda would strike,his,7.333240509033203
simple,distracts,599,599_M_him,m,Match,obj,Paul distracts,him,5.267590522766113
simple,distracts,599,599_M_his,m,Match,poss,Paul distracts,his,5.588661193847656
simple,distracts,599,599_F_him,f,Mismatch,obj,Vanessa distracts,him,3.2501907348632812
simple,distracts,599,599_F_his,f,Mismatch,poss,Vanessa distracts,his,7.63585090637207
simple,questioned,600,600_M_him,m,Match,obj,Curtis questioned,him,6.7347731590271
simple,questioned,600,600_M_his,m,Match,poss,Curtis questioned,his,5.668493747711182
simple,questioned,600,600_F_him,f,Mismatch,obj,Ann questioned,him,5.903523921966553
simple,questioned,600,600_F_his,f,Mismatch,poss,Ann questioned,his,5.42417049407959
simple,hasn't astounded,601,601_M_him,m,Match,obj,Charles hasn't astounded,him,7.107731342315674
simple,hasn't astounded,601,601_M_his,m,Match,poss,Charles hasn't astounded,his,7.138108253479004
simple,hasn't astounded,601,601_F_him,f,Mismatch,obj,Jane hasn't astounded,him,6.893740177154541
simple,hasn't astounded,601,601_F_his,f,Mismatch,poss,Jane hasn't astounded,his,7.740731239318848
simple,had criticized,602,602_M_him,m,Match,obj,Mitchell had criticized,him,6.003231048583984
simple,had criticized,602,602_M_his,m,Match,poss,Mitchell had criticized,his,5.545164108276367
simple,had criticized,602,602_F_him,f,Mismatch,obj,Anne had criticized,him,4.7713398933410645
simple,had criticized,602,602_F_his,f,Mismatch,poss,Anne had criticized,his,5.670198917388916
simple,is confusing,603,603_M_him,m,Match,obj,Matt is confusing,him,6.805140018463135
simple,is confusing,603,603_M_his,m,Match,poss,Matt is confusing,his,7.098569869995117
simple,is confusing,603,603_F_him,f,Mismatch,obj,Florence is confusing,him,8.122526168823242
simple,is confusing,603,603_F_his,f,Mismatch,poss,Florence is confusing,his,9.525303840637207
simple,had fired,604,604_M_him,m,Match,obj,Bradley had fired,him,3.8558685779571533
simple,had fired,604,604_M_his,m,Match,poss,Bradley had fired,his,3.6998448371887207
simple,had fired,604,604_F_him,f,Mismatch,obj,Diana had fired,him,3.818448543548584
simple,had fired,604,604_F_his,f,Mismatch,poss,Diana had fired,his,5.7319183349609375
simple,does complain about,605,605_M_him,m,Match,obj,Curtis does complain about,him,8.30976676940918
simple,does complain about,605,605_M_his,m,Match,poss,Curtis does complain about,his,4.597967147827148
simple,does complain about,605,605_F_him,f,Mismatch,obj,Cynthia does complain about,him,6.1739702224731445
simple,does complain about,605,605_F_his,f,Mismatch,poss,Cynthia does complain about,his,5.556102275848389
simple,found,606,606_M_him,m,Match,obj,That grandfather found,him,5.107707500457764
simple,found,606,606_M_his,m,Match,poss,That grandfather found,his,4.385191440582275
simple,found,606,606_F_him,f,Mismatch,obj,Vanessa found,him,5.9057698249816895
simple,found,606,606_F_his,f,Mismatch,poss,Vanessa found,his,7.7982940673828125
simple,hadn't led,607,607_M_him,m,Match,obj,Carl hadn't led,him,4.349035739898682
simple,hadn't led,607,607_M_his,m,Match,poss,Carl hadn't led,his,4.507026672363281
simple,hadn't led,607,607_F_him,f,Mismatch,obj,Ella hadn't led,him,3.117526054382324
simple,hadn't led,607,607_F_his,f,Mismatch,poss,Ella hadn't led,his,7.08881950378418
simple,helps,608,608_M_him,m,Match,obj,Peter helps,him,4.7759270668029785
simple,helps,608,608_M_his,m,Match,poss,Peter helps,his,5.567290782928467
simple,helps,608,608_F_him,f,Mismatch,obj,Carol helps,him,5.931711196899414
simple,helps,608,608_F_his,f,Mismatch,poss,Carol helps,his,7.582657814025879
simple,was forgiving,609,609_M_him,m,Match,obj,William was forgiving,him,10.618162155151367
simple,was forgiving,609,609_M_his,m,Match,poss,William was forgiving,his,9.497790336608887
simple,was forgiving,609,609_F_him,f,Mismatch,obj,Jodi was forgiving,him,10.478416442871094
simple,was forgiving,609,609_F_his,f,Mismatch,poss,Jodi was forgiving,his,11.32491683959961
simple,leaves,610,610_M_him,m,Match,obj,Steve leaves,him,8.050337791442871
simple,leaves,610,610_M_his,m,Match,poss,Steve leaves,his,5.534299850463867
simple,leaves,610,610_F_him,f,Mismatch,obj,Suzanne leaves,him,8.104482650756836
simple,leaves,610,610_F_his,f,Mismatch,poss,Suzanne leaves,his,6.993794918060303
simple,astounded,611,611_M_him,m,Match,obj,Joseph astounded,him,5.2825164794921875
simple,astounded,611,611_M_his,m,Match,poss,Joseph astounded,his,4.143659591674805
simple,astounded,611,611_F_him,f,Mismatch,obj,Lisa astounded,him,4.866010665893555
simple,astounded,611,611_F_his,f,Mismatch,poss,Lisa astounded,his,7.670508861541748
simple,is boasting about,612,612_M_him,m,Match,obj,Omar is boasting about,him,8.549468040466309
simple,is boasting about,612,612_M_his,m,Match,poss,Omar is boasting about,his,1.8374348878860474
simple,is boasting about,612,612_F_him,f,Mismatch,obj,That wife is boasting about,him,7.030540466308594
simple,is boasting about,612,612_F_his,f,Mismatch,poss,That wife is boasting about,his,7.174612045288086
simple,isn't complaining about,613,613_M_him,m,Match,obj,Carlos isn't complaining about,him,7.9633564949035645
simple,isn't complaining about,613,613_M_his,m,Match,poss,Carlos isn't complaining about,his,3.3457539081573486
simple,isn't complaining about,613,613_F_him,f,Mismatch,obj,Marie isn't complaining about,him,7.47010612487793
simple,isn't complaining about,613,613_F_his,f,Mismatch,poss,Marie isn't complaining about,his,6.229914665222168
simple,distracts,614,614_M_him,m,Match,obj,Samuel distracts,him,4.871498107910156
simple,distracts,614,614_M_his,m,Match,poss,Samuel distracts,his,4.99672269821167
simple,distracts,614,614_F_him,f,Mismatch,obj,Jessica distracts,him,4.531372547149658
simple,distracts,614,614_F_his,f,Mismatch,poss,Jessica distracts,his,7.4819016456604
simple,would dislike,615,615_M_him,m,Match,obj,Frank would dislike,him,5.9920172691345215
simple,would dislike,615,615_M_his,m,Match,poss,Frank would dislike,his,6.613379955291748
simple,would dislike,615,615_F_him,f,Mismatch,obj,Kimberley would dislike,him,5.551060676574707
simple,would dislike,615,615_F_his,f,Mismatch,poss,Kimberley would dislike,his,6.633487701416016
simple,astounded,616,616_M_him,m,Match,obj,Omar astounded,him,4.986390113830566
simple,astounded,616,616_M_his,m,Match,poss,Omar astounded,his,4.558180809020996
simple,astounded,616,616_F_him,f,Mismatch,obj,Natalie astounded,him,5.023190021514893
simple,astounded,616,616_F_his,f,Mismatch,poss,Natalie astounded,his,8.040176391601562
simple,can't reference,617,617_M_him,m,Match,obj,Timothy can't reference,him,6.484495639801025
simple,can't reference,617,617_M_his,m,Match,poss,Timothy can't reference,his,4.029359340667725
simple,can't reference,617,617_F_him,f,Mismatch,obj,Colleen can't reference,him,6.15491247177124
simple,can't reference,617,617_F_his,f,Mismatch,poss,Colleen can't reference,his,6.5721635818481445
simple,confused,618,618_M_him,m,Match,obj,The husband confused,him,6.487918853759766
simple,confused,618,618_M_his,m,Match,poss,The husband confused,his,4.410087585449219
simple,confused,618,618_F_him,f,Mismatch,obj,That sister confused,him,3.4169182777404785
simple,confused,618,618_F_his,f,Mismatch,poss,That sister confused,his,6.62056303024292
simple,can't teach,619,619_M_him,m,Match,obj,Paul can't teach,him,6.376544952392578
simple,can't teach,619,619_M_his,m,Match,poss,Paul can't teach,his,5.0376787185668945
simple,can't teach,619,619_F_him,f,Mismatch,obj,Sheila can't teach,him,5.603058338165283
simple,can't teach,619,619_F_his,f,Mismatch,poss,Sheila can't teach,his,8.891853332519531
simple,shouldn't write,620,620_M_him,m,Match,obj,Gary shouldn't write,him,7.182283878326416
simple,shouldn't write,620,620_M_his,m,Match,poss,Gary shouldn't write,his,4.5409698486328125
simple,shouldn't write,620,620_F_him,f,Mismatch,obj,Helen shouldn't write,him,7.788133144378662
simple,shouldn't write,620,620_F_his,f,Mismatch,poss,Helen shouldn't write,his,8.177498817443848
simple,should appreciate,621,621_M_him,m,Match,obj,Paul should appreciate,him,7.879669666290283
simple,should appreciate,621,621_M_his,m,Match,poss,Paul should appreciate,his,5.18782377243042
simple,should appreciate,621,621_F_him,f,Mismatch,obj,Jennifer should appreciate,him,8.996187210083008
simple,should appreciate,621,621_F_his,f,Mismatch,poss,Jennifer should appreciate,his,7.834420680999756
simple,doesn't argue about,622,622_M_him,m,Match,obj,Richard doesn't argue about,him,9.591373443603516
simple,doesn't argue about,622,622_M_his,m,Match,poss,Richard doesn't argue about,his,6.004138469696045
simple,doesn't argue about,622,622_F_him,f,Mismatch,obj,That lady doesn't argue about,him,8.575214385986328
simple,doesn't argue about,622,622_F_his,f,Mismatch,poss,That lady doesn't argue about,his,8.396063804626465
simple,does notice,623,623_M_him,m,Match,obj,Paul does notice,him,7.45635461807251
simple,does notice,623,623_M_his,m,Match,poss,Paul does notice,his,5.937346458435059
simple,does notice,623,623_F_him,f,Mismatch,obj,Carrie does notice,him,5.605831623077393
simple,does notice,623,623_F_his,f,Mismatch,poss,Carrie does notice,his,6.472265720367432
simple,hasn't upset,624,624_M_him,m,Match,obj,James hasn't upset,him,6.604276657104492
simple,hasn't upset,624,624_M_his,m,Match,poss,James hasn't upset,his,5.334018707275391
simple,hasn't upset,624,624_F_him,f,Mismatch,obj,Gina hasn't upset,him,5.291708469390869
simple,hasn't upset,624,624_F_his,f,Mismatch,poss,Gina hasn't upset,his,8.213014602661133
simple,was catching,625,625_M_him,m,Match,obj,David was catching,him,6.846556186676025
simple,was catching,625,625_M_his,m,Match,poss,David was catching,his,4.133297920227051
simple,was catching,625,625_F_him,f,Mismatch,obj,Nancy was catching,him,5.311540126800537
simple,was catching,625,625_F_his,f,Mismatch,poss,Nancy was catching,his,6.682431221008301
simple,observes,626,626_M_him,m,Match,obj,Omar observes,him,9.995270729064941
simple,observes,626,626_M_his,m,Match,poss,Omar observes,his,7.2677154541015625
simple,observes,626,626_F_him,f,Mismatch,obj,Kirsten observes,him,12.126226425170898
simple,observes,626,626_F_his,f,Mismatch,poss,Kirsten observes,his,10.299703598022461
simple,is leading,627,627_M_him,m,Match,obj,This husband is leading,him,7.574395179748535
simple,is leading,627,627_M_his,m,Match,poss,This husband is leading,his,4.623047828674316
simple,is leading,627,627_F_him,f,Mismatch,obj,Pamela is leading,him,7.932043552398682
simple,is leading,627,627_F_his,f,Mismatch,poss,Pamela is leading,his,8.288195610046387
simple,talks to,628,628_M_him,m,Match,obj,Jerry talks to,him,8.129181861877441
